ssbid;SSB_sentrum2019_intersect;SSB_sentrum2019_centroid;SSB_sentrum2024_intersect;SSB_sentrum2024_centroid;Hovedsentrum2019_intersect;Hovedsentrum2019_centroid;Hovedsentrum2024_intersect;Hovedsentrum2024_centroid;Kommune;Antall innbyggere;År
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;92;2018-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;6;2018-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;135;2018-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;267;2018-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;229;2018-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;155;2018-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;172;2018-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;72;2018-01-01
21912506574750;1.0;;1.0;;;;;;Skien;77;2018-01-01
21935006570750;1.0;;;;;;;;Skien;15;2018-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;48;2018-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;65;2018-01-01
21897506576750;;;1.0;;;;;;Skien;183;2018-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;186;2018-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;108;2018-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;83;2018-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;58;2018-01-01
21897506576500;;;1.0;;;;;;Skien;14;2018-01-01
21910006575000;1.0;;1.0;;;;;;Skien;25;2018-01-01
21925006573000;1.0;;;;;;;;Skien;88;2018-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;204;2018-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;153;2018-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;220;2018-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;131;2018-01-01
21910006573750;1.0;;;;;;;;Skien;108;2018-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;172;2018-01-01
21922506573250;;;1.0;;;;;;Skien;128;2018-01-01
21922506573000;1.0;;1.0;;;;;;Skien;81;2018-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;236;2018-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;22;2018-01-01
21912506574750;1.0;;1.0;;;;;;Skien;77;2019-01-01
21910006573750;1.0;;;;;;;;Skien;116;2019-01-01
21910006575000;1.0;;1.0;;;;;;Skien;25;2019-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;4;2019-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;99;2019-01-01
21900006576500;;;1.0;;;;;;Skien;14;2019-01-01
21900006576750;;;1.0;;;;;;Skien;50;2019-01-01
21932506571500;1.0;;;;;;;;Skien;14;2019-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;218;2019-01-01
21932506570750;1.0;;;;;;;;Skien;117;2019-01-01
21932506570500;1.0;;;;;;;;Skien;62;2019-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;133;2019-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;306;2019-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;235;2019-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;62;2019-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;173;2019-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;147;2019-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;49;2019-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;66;2019-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;155;2019-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;68;2019-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;56;2019-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;138;2019-01-01
21897506576750;;;1.0;;;;;;Skien;191;2019-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;171;2019-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;95;2019-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;56;2019-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;77;2019-01-01
21897506576500;;;1.0;;;;;;Skien;15;2019-01-01
21935006570750;1.0;;;;;;;;Skien;14;2019-01-01
21922506573250;;;1.0;;;;;;Skien;127;2019-01-01
21922506573000;1.0;;1.0;;;;;;Skien;92;2019-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;22;2019-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;134;2019-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;205;2019-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;163;2019-01-01
21920006573250;;;1.0;;;;;;Skien;254;2019-01-01
21920006575000;;;1.0;;;;1.0;;Skien;173;2019-01-01
21920006573000;;;1.0;;;;;;Skien;162;2019-01-01
21920006574250;1.0;;1.0;;;;;;Skien;267;2019-01-01
21920006574500;1.0;;1.0;;;;;;Skien;222;2019-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;314;2019-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;382;2019-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;165;2019-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;239;2019-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;109;2019-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;200;2019-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;151;2019-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;222;2019-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;238;2019-01-01
21917506575500;1.0;;;;1.0;;;;Skien;65;2019-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;157;2019-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;54;2019-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;238;2019-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;148;2019-01-01
21925006573000;1.0;;;;;;;;Skien;97;2019-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;90;2020-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;156;2020-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;149;2020-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;130;2020-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;333;2020-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;232;2020-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;60;2020-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;65;2020-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;105;2020-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;190;2020-01-01
21932506571500;1.0;;;;;;;;Skien;12;2020-01-01
21932506570750;1.0;;;;;;;;Skien;123;2020-01-01
21932506570500;1.0;;;;;;;;Skien;57;2020-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;209;2020-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;97;2020-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;7;2020-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;44;2020-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;63;2020-01-01
21935006570750;1.0;;;;;;;;Skien;14;2020-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;142;2020-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;67;2020-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;65;2020-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;134;2020-01-01
21910006575000;1.0;;1.0;;;;;;Skien;22;2020-01-01
21910006573750;1.0;;;;;;;;Skien;116;2020-01-01
21912506574750;1.0;;1.0;;;;;;Skien;79;2020-01-01
21900006576750;;;1.0;;;;;;Skien;51;2020-01-01
21900006576500;;;1.0;;;;;;Skien;14;2020-01-01
21897506576750;;;1.0;;;;;;Skien;182;2020-01-01
21897506576500;;;1.0;;;;;;Skien;14;2020-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;205;2020-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;155;2020-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;227;2020-01-01
21925006573000;1.0;;;;;;;;Skien;96;2020-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;130;2020-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;189;2020-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;263;2020-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;220;2020-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;163;2020-01-01
21917506575500;1.0;;;;1.0;;;;Skien;74;2020-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;141;2020-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;64;2020-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;178;2020-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;20;2020-01-01
21922506573000;1.0;;1.0;;;;;;Skien;79;2020-01-01
21922506573250;;;1.0;;;;;;Skien;128;2020-01-01
21920006573250;;;1.0;;;;;;Skien;262;2020-01-01
21920006573000;;;1.0;;;;;;Skien;173;2020-01-01
21920006574250;1.0;;1.0;;;;;;Skien;271;2020-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;389;2020-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;225;2020-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;100;2020-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;293;2020-01-01
21920006575000;;;1.0;;;;1.0;;Skien;168;2020-01-01
21920006574500;1.0;;1.0;;;;;;Skien;216;2020-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;175;2020-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;48;2021-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;64;2021-01-01
21935006570750;1.0;;;;;;;;Skien;20;2021-01-01
21932506571500;1.0;;;;;;;;Skien;14;2021-01-01
21932506570750;1.0;;;;;;;;Skien;110;2021-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;221;2021-01-01
21932506570500;1.0;;;;;;;;Skien;63;2021-01-01
21910006575000;1.0;;1.0;;;;;;Skien;30;2021-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;97;2021-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;162;2021-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;148;2021-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;229;2021-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;125;2021-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;322;2021-01-01
21912506574750;1.0;;1.0;;;;;;Skien;75;2021-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;99;2021-01-01
21897506576750;;;1.0;;;;;;Skien;190;2021-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;174;2021-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;168;2021-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;245;2021-01-01
21920006573000;;;1.0;;;;;;Skien;162;2021-01-01
21920006573250;;;1.0;;;;;;Skien;251;2021-01-01
21920006575000;;;1.0;;;;1.0;;Skien;184;2021-01-01
21925006573000;1.0;;;;;;;;Skien;97;2021-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;320;2021-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;95;2021-01-01
21920006574250;1.0;;1.0;;;;;;Skien;270;2021-01-01
21897506576500;;;1.0;;;;;;Skien;13;2021-01-01
21920006574500;1.0;;1.0;;;;;;Skien;220;2021-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;262;2021-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;22;2021-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;166;2021-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;183;2021-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;127;2021-01-01
21922506573250;;;1.0;;;;;;Skien;134;2021-01-01
21922506573000;1.0;;1.0;;;;;;Skien;91;2021-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;190;2021-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;408;2021-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;70;2021-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;50;2021-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;163;2021-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;194;2021-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;251;2021-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;153;2021-01-01
21917506575500;1.0;;;;1.0;;;;Skien;76;2021-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;137;2021-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;56;2021-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;71;2021-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;148;2021-01-01
21900006576750;;;1.0;;;;;;Skien;53;2021-01-01
21900006576500;;;1.0;;;;;;Skien;17;2021-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;207;2021-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;67;2021-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;53;2021-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;118;2021-01-01
21910006573750;1.0;;;;;;;;Skien;103;2021-01-01
21897506576750;;;1.0;;;;;;Skien;178;2022-01-01
21920006573250;;;1.0;;;;;;Skien;243;2022-01-01
21920006573000;;;1.0;;;;;;Skien;183;2022-01-01
21900006576750;;;1.0;;;;;;Skien;50;2022-01-01
21910006575000;1.0;;1.0;;;;;;Skien;31;2022-01-01
21920006574500;1.0;;1.0;;;;;;Skien;219;2022-01-01
21920006575000;;;1.0;;;;1.0;;Skien;191;2022-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;335;2022-01-01
21897506576500;;;1.0;;;;;;Skien;12;2022-01-01
21920006574250;1.0;;1.0;;;;;;Skien;250;2022-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;94;2022-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;294;2022-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;226;2022-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;415;2022-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;203;2022-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;263;2022-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;147;2022-01-01
21900006576500;;;1.0;;;;;;Skien;18;2022-01-01
21912506574750;1.0;;1.0;;;;;;Skien;77;2022-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;154;2022-01-01
21917506575500;1.0;;;;1.0;;;;Skien;72;2022-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;62;2022-01-01
21910006573750;1.0;;;;;;;;Skien;111;2022-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;216;2022-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;118;2022-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;55;2022-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;66;2022-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;147;2022-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;74;2022-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;61;2022-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;135;2022-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;96;2022-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;165;2022-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;152;2022-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;227;2022-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;101;2022-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;48;2022-01-01
21922506573250;;;1.0;;;;;;Skien;126;2022-01-01
21922506573000;1.0;;1.0;;;;;;Skien;88;2022-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;128;2022-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;188;2022-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;148;2022-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;22;2022-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;157;2022-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;242;2022-01-01
21925006573000;1.0;;;;;;;;Skien;96;2022-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;184;2022-01-01
21935006570750;1.0;;;;;;;;Skien;21;2022-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;46;2022-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;59;2022-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;231;2022-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;335;2022-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;117;2022-01-01
21932506570750;1.0;;;;;;;;Skien;118;2022-01-01
21932506571500;1.0;;;;;;;;Skien;12;2022-01-01
21932506570500;1.0;;;;;;;;Skien;67;2022-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;87;2023-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;164;2023-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;150;2023-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;146;2023-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;70;2023-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;64;2023-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;135;2023-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;220;2023-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;56;2023-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;82;2023-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;125;2023-01-01
21912506574750;1.0;;1.0;;;;;;Skien;76;2023-01-01
21910006575000;1.0;;1.0;;;;;;Skien;29;2023-01-01
21910006573750;1.0;;;;;;;;Skien;114;2023-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;260;2023-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;217;2023-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;160;2023-01-01
21917506575500;1.0;;;;1.0;;;;Skien;67;2023-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;139;2023-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;60;2023-01-01
21897506576750;;;1.0;;;;;;Skien;172;2023-01-01
21897506576500;;;1.0;;;;;;Skien;13;2023-01-01
21900006576750;;;1.0;;;;;;Skien;50;2023-01-01
21900006576500;;;1.0;;;;;;Skien;18;2023-01-01
21932506570750;1.0;;;;;;;;Skien;121;2023-01-01
21932506570500;1.0;;;;;;;;Skien;65;2023-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;227;2023-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;102;2023-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;50;2023-01-01
21932506571500;1.0;;;;;;;;Skien;11;2023-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;120;2023-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;320;2023-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;231;2023-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;47;2023-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;130;2023-01-01
21935006570750;1.0;;;;;;;;Skien;20;2023-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;137;2023-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;182;2023-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;168;2023-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;21;2023-01-01
21922506573250;;;1.0;;;;;;Skien;132;2023-01-01
21922506573000;1.0;;1.0;;;;;;Skien;80;2023-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;417;2023-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;252;2023-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;296;2023-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;94;2023-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;366;2023-01-01
21920006575000;;;1.0;;;;1.0;;Skien;195;2023-01-01
21920006574500;1.0;;1.0;;;;;;Skien;215;2023-01-01
21920006574250;1.0;;1.0;;;;;;Skien;249;2023-01-01
21920006573250;;;1.0;;;;;;Skien;255;2023-01-01
21920006573000;;;1.0;;;;;;Skien;189;2023-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;179;2023-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;147;2023-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;245;2023-01-01
21925006573000;1.0;;;;;;;;Skien;94;2023-01-01
