ssbid;SSB_sentrum2019_intersect;SSB_sentrum2019_centroid;SSB_sentrum2024_intersect;SSB_sentrum2024_centroid;Hovedsentrum2019_intersect;Hovedsentrum2019_centroid;Hovedsentrum2024_intersect;Hovedsentrum2024_centroid;Kommune;Antall innbyggere;År
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;26;2001-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;18;2001-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;6;2001-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;6;2001-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;41;2001-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;165;2001-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;177;2001-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;193;2001-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;21;2001-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;13;2001-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;85;2001-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;156;2001-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;209;2001-01-01
21932506570750;1.0;;;;;;;;Skien;12;2001-01-01
21932506570500;1.0;;;;;;;;Skien;8;2001-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;35;2001-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;47;2001-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;25;2001-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;284;2001-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;68;2001-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;51;2001-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;10;2001-01-01
21897506576500;;;1.0;;;;;;Skien;3;2001-01-01
21900006576750;;;1.0;;;;;;Skien;11;2001-01-01
21900006576500;;;1.0;;;;;;Skien;4;2001-01-01
21897506576750;;;1.0;;;;;;Skien;8;2001-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;79;2001-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;34;2001-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;68;2001-01-01
21917506575500;1.0;;;;1.0;;;;Skien;96;2001-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;149;2001-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;15;2001-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;30;2001-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;145;2001-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;116;2001-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;173;2001-01-01
21925006573000;1.0;;;;;;;;Skien;94;2001-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;163;2001-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;72;2001-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;134;2001-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;104;2001-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;54;2001-01-01
21920006575000;;;1.0;;;;1.0;;Skien;16;2001-01-01
21920006573250;;;1.0;;;;;;Skien;19;2001-01-01
21920006574250;1.0;;1.0;;;;;;Skien;5;2001-01-01
21912506574750;1.0;;1.0;;;;;;Skien;51;2001-01-01
21912506574000;1.0;1.0;;;;;;;Skien;27;2001-01-01
21910006574750;1.0;;1.0;;;;;;Skien;68;2001-01-01
21910006575000;1.0;;1.0;;;;;;Skien;6;2001-01-01
21910006575000;1.0;;1.0;;;;;;Skien;16;2002-01-01
21910006574750;1.0;;1.0;;;;;;Skien;3;2002-01-01
21910006573750;1.0;;;;;;;;Skien;99;2002-01-01
21910006574000;1.0;;;;;;;;Skien;3;2002-01-01
21912506574000;1.0;1.0;;;;;;;Skien;31;2002-01-01
21912506574750;1.0;;1.0;;;;;;Skien;100;2002-01-01
21900006576500;;;1.0;;;;;;Skien;6;2002-01-01
21900006576750;;;1.0;;;;;;Skien;39;2002-01-01
21897506576500;;;1.0;;;;;;Skien;15;2002-01-01
21897506576750;;;1.0;;;;;;Skien;188;2002-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;122;2002-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;67;2002-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;84;2002-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;24;2002-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;51;2002-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;138;2002-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;123;2002-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;44;2002-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;12;2002-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;173;2002-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;65;2002-01-01
21925006573000;1.0;;;;;;;;Skien;100;2002-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;178;2002-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;116;2002-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;167;2002-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;91;2002-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;151;2002-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;77;2002-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;25;2002-01-01
21922506573250;;;1.0;;;;;;Skien;98;2002-01-01
21922506573000;1.0;;1.0;;;;;;Skien;69;2002-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;185;2002-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;222;2002-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;130;2002-01-01
21917506575500;1.0;;;;1.0;;;;Skien;41;2002-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;138;2002-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;58;2002-01-01
21920006573000;;;1.0;;;;;;Skien;104;2002-01-01
21920006573250;;;1.0;;;;;;Skien;201;2002-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;373;2002-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;94;2002-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;120;2002-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;52;2002-01-01
21920006575000;;;1.0;;;;1.0;;Skien;48;2002-01-01
21920006574500;1.0;;1.0;;;;;;Skien;8;2002-01-01
21920006574250;1.0;;1.0;;;;;;Skien;189;2002-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;135;2002-01-01
21935006570750;1.0;;;;;;;;Skien;4;2002-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;59;2002-01-01
21935006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;11;2002-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;58;2002-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;112;2002-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;54;2002-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;203;2002-01-01
21932506571500;1.0;;;;;;;;Skien;16;2002-01-01
21932506570750;1.0;;;;;;;;Skien;120;2002-01-01
21932506570500;1.0;;;;;;;;Skien;75;2002-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;179;2002-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;35;2002-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;5;2002-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;57;2003-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;214;2003-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;121;2003-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;111;2003-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;146;2003-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;67;2003-01-01
21932506570500;1.0;;;;;;;;Skien;67;2003-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;35;2003-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;190;2003-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;6;2003-01-01
21900006576500;;;1.0;;;;;;Skien;5;2003-01-01
21932506571500;1.0;;;;;;;;Skien;15;2003-01-01
21932506570750;1.0;;;;;;;;Skien;119;2003-01-01
21900006576750;;;1.0;;;;;;Skien;39;2003-01-01
21935006570750;1.0;;;;;;;;Skien;6;2003-01-01
21897506576500;;;1.0;;;;;;Skien;19;2003-01-01
21897506576750;;;1.0;;;;;;Skien;181;2003-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;62;2003-01-01
21935006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;11;2003-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;56;2003-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;191;2003-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;59;2003-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;10;2003-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;37;2003-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;71;2003-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;132;2003-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;20;2003-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;97;2003-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;356;2003-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;97;2003-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;108;2003-01-01
21920006574250;1.0;;1.0;;;;;;Skien;188;2003-01-01
21920006574500;1.0;;1.0;;;;;;Skien;8;2003-01-01
21920006575000;;;1.0;;;;1.0;;Skien;46;2003-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;153;2003-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;68;2003-01-01
21920006573250;;;1.0;;;;;;Skien;203;2003-01-01
21920006573000;;;1.0;;;;;;Skien;106;2003-01-01
21925006573000;1.0;;;;;;;;Skien;96;2003-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;161;2003-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;123;2003-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;199;2003-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;22;2003-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;84;2003-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;158;2003-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;125;2003-01-01
21922506573000;1.0;;1.0;;;;;;Skien;73;2003-01-01
21922506573250;;;1.0;;;;;;Skien;105;2003-01-01
21910006575000;1.0;;1.0;;;;;;Skien;21;2003-01-01
21910006574750;1.0;;1.0;;;;;;Skien;3;2003-01-01
21912506574000;1.0;1.0;;;;;;;Skien;35;2003-01-01
21912506574750;1.0;;1.0;;;;;;Skien;99;2003-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;62;2003-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;146;2003-01-01
21917506575500;1.0;;;;1.0;;;;Skien;39;2003-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;140;2003-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;222;2003-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;183;2003-01-01
21910006573750;1.0;;;;;;;;Skien;98;2003-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;8;2004-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;38;2004-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;191;2004-01-01
21932506570500;1.0;;;;;;;;Skien;67;2004-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;152;2004-01-01
21917506575500;1.0;;;;1.0;;;;Skien;45;2004-01-01
21900006576750;;;1.0;;;;;;Skien;46;2004-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;145;2004-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;64;2004-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;20;2004-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;88;2004-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;231;2004-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;74;2004-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;189;2004-01-01
21900006576500;;;1.0;;;;;;Skien;5;2004-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;123;2004-01-01
21932506571500;1.0;;;;;;;;Skien;15;2004-01-01
21932506570750;1.0;;;;;;;;Skien;121;2004-01-01
21912506574000;1.0;1.0;;;;;;;Skien;23;2004-01-01
21912506574750;1.0;;1.0;;;;;;Skien;87;2004-01-01
21910006573750;1.0;;;;;;;;Skien;94;2004-01-01
21910006575000;1.0;;1.0;;;;;;Skien;19;2004-01-01
21910006574750;1.0;;1.0;;;;;;Skien;3;2004-01-01
21935006570750;1.0;;;;;;;;Skien;10;2004-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;84;2004-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;158;2004-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;122;2004-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;24;2004-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;55;2004-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;132;2004-01-01
21922506573000;1.0;;1.0;;;;;;Skien;71;2004-01-01
21922506573250;;;1.0;;;;;;Skien;103;2004-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;121;2004-01-01
21897506576500;;;1.0;;;;;;Skien;16;2004-01-01
21925006573000;1.0;;;;;;;;Skien;102;2004-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;125;2004-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;49;2004-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;212;2004-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;204;2004-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;170;2004-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;111;2004-01-01
21897506576750;;;1.0;;;;;;Skien;187;2004-01-01
21920006573250;;;1.0;;;;;;Skien;198;2004-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;41;2004-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;10;2004-01-01
21920006573000;;;1.0;;;;;;Skien;100;2004-01-01
21935006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;10;2004-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;45;2004-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;66;2004-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;54;2004-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;121;2004-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;96;2004-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;63;2004-01-01
21920006574250;1.0;;1.0;;;;;;Skien;197;2004-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;183;2004-01-01
21920006574500;1.0;;1.0;;;;;;Skien;5;2004-01-01
21920006575000;;;1.0;;;;1.0;;Skien;48;2004-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;182;2004-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;366;2004-01-01
21922506573250;;;1.0;;;;;;Skien;106;2005-01-01
21922506573000;1.0;;1.0;;;;;;Skien;76;2005-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;66;2005-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;91;2005-01-01
21935006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;10;2005-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;109;2005-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;152;2005-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;23;2005-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;42;2005-01-01
21900006576500;;;1.0;;;;;;Skien;5;2005-01-01
21900006576750;;;1.0;;;;;;Skien;38;2005-01-01
21932506570500;1.0;;;;;;;;Skien;67;2005-01-01
21932506571500;1.0;;;;;;;;Skien;18;2005-01-01
21932506570750;1.0;;;;;;;;Skien;123;2005-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;42;2005-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;185;2005-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;15;2005-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;72;2005-01-01
21925006573000;1.0;;;;;;;;Skien;111;2005-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;176;2005-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;202;2005-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;145;2005-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;117;2005-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;52;2005-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;219;2005-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;133;2005-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;149;2005-01-01
21910006575000;1.0;;1.0;;;;;;Skien;18;2005-01-01
21917506575500;1.0;;;;1.0;;;;Skien;44;2005-01-01
21935006570500;1.0;;;;;;;;Skien;3;2005-01-01
21935006570750;1.0;;;;;;;;Skien;10;2005-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;144;2005-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;121;2005-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;56;2005-01-01
21910006573750;1.0;;;;;;;;Skien;96;2005-01-01
21897506576500;;;1.0;;;;;;Skien;16;2005-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;64;2005-01-01
21897506576750;;;1.0;;;;;;Skien;197;2005-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;181;2005-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;212;2005-01-01
21920006573000;;;1.0;;;;;;Skien;98;2005-01-01
21920006573250;;;1.0;;;;;;Skien;196;2005-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;172;2005-01-01
21920006575000;;;1.0;;;;1.0;;Skien;53;2005-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;62;2005-01-01
21920006574500;1.0;;1.0;;;;;;Skien;6;2005-01-01
21920006574250;1.0;;1.0;;;;;;Skien;190;2005-01-01
21912506574750;1.0;;1.0;;;;;;Skien;96;2005-01-01
21912506574000;1.0;1.0;;;;;;;Skien;4;2005-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;73;2005-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;126;2005-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;33;2005-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;188;2005-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;83;2005-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;58;2005-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;7;2005-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;157;2005-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;361;2005-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;99;2005-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;159;2006-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;5;2006-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;117;2006-01-01
21900006576500;;;1.0;;;;;;Skien;5;2006-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;193;2006-01-01
21900006576750;;;1.0;;;;;;Skien;38;2006-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;37;2006-01-01
21932506570500;1.0;;;;;;;;Skien;73;2006-01-01
21925006573000;1.0;;;;;;;;Skien;104;2006-01-01
21932506570750;1.0;;;;;;;;Skien;123;2006-01-01
21932506571500;1.0;;;;;;;;Skien;15;2006-01-01
21910006575000;1.0;;1.0;;;;;;Skien;22;2006-01-01
21935006570500;1.0;;;;;;;;Skien;2;2006-01-01
21935006570750;1.0;;;;;;;;Skien;14;2006-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;59;2006-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;44;2006-01-01
21910006573750;1.0;;;;;;;;Skien;89;2006-01-01
21897506576500;;;1.0;;;;;;Skien;19;2006-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;66;2006-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;207;2006-01-01
21897506576750;;;1.0;;;;;;Skien;197;2006-01-01
21935006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;12;2006-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;134;2006-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;61;2006-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;99;2006-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;364;2006-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;128;2006-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;75;2006-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;40;2006-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;16;2006-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;70;2006-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;166;2006-01-01
21912506574000;1.0;1.0;;;;;;;Skien;5;2006-01-01
21912506574750;1.0;;1.0;;;;;;Skien;92;2006-01-01
21920006574500;1.0;;1.0;;;;;;Skien;6;2006-01-01
21920006575000;;;1.0;;;;1.0;;Skien;54;2006-01-01
21920006574250;1.0;;1.0;;;;;;Skien;200;2006-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;165;2006-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;191;2006-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;71;2006-01-01
21920006573000;;;1.0;;;;;;Skien;98;2006-01-01
21920006573250;;;1.0;;;;;;Skien;211;2006-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;225;2006-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;139;2006-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;179;2006-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;134;2006-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;139;2006-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;54;2006-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;133;2006-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;133;2006-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;149;2006-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;272;2006-01-01
21917506575500;1.0;;;;1.0;;;;Skien;43;2006-01-01
21922506573000;1.0;;1.0;;;;;;Skien;78;2006-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;138;2006-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;105;2006-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;21;2006-01-01
21922506573250;;;1.0;;;;;;Skien;103;2006-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;90;2006-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;151;2007-01-01
21917506575500;1.0;;;;1.0;;;;Skien;38;2007-01-01
21925006573000;1.0;;;;;;;;Skien;103;2007-01-01
