Kommune,Andel,Label
Tokke,32,Tokke
Tinn,33,Tinn
Hjartdal,13,Hjartdal
Kviteseid,14,Kviteseid
Vinje,19,Vinje
Nissedal,24,Nissedal
Seljord,27,Seljord
Fyresdal,20,Fyresdal
Drangedal,20,Drangedal
Kragerø,41,Kragerø
Midt-Telemark,42,Midt-Telemark
Notodden,50,Notodden
Nome,21,Nome
Siljan,39,Siljan
Bamble,40,Bamble
Skien,78,Skien
Porsgrunn,81,Porsgrunn
Telemark,57,Telemark
