Kommune,Andel,Label
Tokke,38,Tokke
Tinn,48,Tinn
Hjartdal,36,Hjartdal
Kviteseid,21,Kviteseid
Vinje,47,Vinje
Nissedal,44,Nissedal
Seljord,55,Seljord
Fyresdal,35,Fyresdal
Drangedal,44,Drangedal
Kragerø,66,Kragerø
Midt-Telemark,48,Midt-Telemark
Notodden,72,Notodden
Nome,55,Nome
Siljan,49,Siljan
Bamble,74,Bamble
Skien,90,Skien
Porsgrunn,96,Porsgrunn
Telemark,74,Telemark
