ULYKKESDATO;ULYKKESKLOKKESLETT;UKEDAG;ULYKKESKODE;ANTALL ENHETER;VEGTYPE;STEDSFORHOLD;TETTSTED;FARTSGRENSE;HISTORISK VEGKATEGORI;HISTORISK VEGNUMMER;UID;UKEDAGSTYPE;ULYKKESTYPE;ULYKKESTYPE UNDERKATEGORI;ÅR;ANTALL ANDRE ENHETER;ANTALL BUSS;ANTALL FOTGJENGERE;ANTALL LASTEBIL;ANTALL LETT MC;ANTALL MC;ANTALL MOPED;ANTALL PERSONBIL;ANTALL SKINNEGÅENDE MATERIELL;ANTALL LITEN ELEKTRISK MOTORVOGN;ANTALL SYKKEL;ANTALL TRAKTOR;ANTALL UKJENTE ENHETER;ANTALL VAREBIL;VEGBELYSNING;FYLKENAVN;FYLKENUMMER;KOMMUNENAVN;KOMMUNENUMMER;VEGSYSTEMREFERANSE;VEGKATEGORI;VEGNUMMER;VEGOBJEKT_ID;Latitude;Longitude;VEGKATEGORI (grupper);ALVORLIGHETSGRAD;MÅNED;ANTALL DREPTE;ANTALL MEGET ALVORLIG SKADET;ANTALL ALVORLIG SKADET;ANTALL LETTERE SKADET;DEKKETYPE;FØREFORHOLD;VÆRFORHOLD;LYSFORHOLD;KJØREFELTTYPE;ANTALL KJØREFELT;ÅRSDØGNTRAFIKK
mandag 26. februar 2007;20:38:00;Mandag;Møting i kurve;4;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;18;UID1000219193;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2007;0;0;0;1;0;0;0;1;0;0;0;0;0;2;Ja;Telemark;40;Porsgrunn;4001;;;0;130459944;59,10494939;9,753359898;Fylkesveg;;2;;;;;;Snø / isbelagt veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;;14062
mandag 26. januar 2004;03:10:00;Mandag;Enslig kjøretøy kjørte utfor på venstre side i venstrekurve;1;Motortrafikkveg;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;18;UID1000201704;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Nei;Telemark;40;Porsgrunn;4001;;;0;107130000;59,10509567;9,754527062;Fylkesveg;;1;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;13500
mandag 26. januar 2015;13:16:00;Mandag;Påkjøring bakfra;2;Ukjent;Rundkjøring;Tettsted;50;Fylkesveg;356;UID1000271125;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2015;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ja;Telemark;40;Porsgrunn;4001;;;0;587812004;59,13826399;9,643286466;Fylkesveg;;1;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Ukjent;2;
mandag 26. juli 1993;13:00:00;Mandag;Påkjøring bakfra ved høyresving;2;Ukjent;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Riksveg;354;UID1000206044;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1993;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107155714;59,13849532;9,643005058;Fylkesveg;;7;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;;
mandag 26. juni 1995;14:00:00;Mandag;Enslig kjøretøy kjørte utfor på høyre side i høyrekurve;1;Ukjent;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;11;UID1000205251;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Ukjent;Telemark;40;Notodden;4005;;;0;107150883;59,58309208;9,320218876;Fylkesveg;;6;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;;
mandag 26. oktober 2015;18:00:00;Mandag;Påkjøring bakfra ved høyresving;3;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Fylkesveg;59;UID1000275027;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2015;0;0;0;0;0;0;0;3;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;;;0;645418966;59,18705094;9,614464158;Fylkesveg;;10;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;12300
mandag 27. april 1992;15:15:00;Mandag;Kjørende fra fortau eller G/S-veg krysset kjørebanen på bortsiden av krysset;2;Ukjent;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Riksveg;354;UID1000206620;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;1992;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107158804;59,185284;9,615689924;Fylkesveg;;4;;;;;Ukjent;Ukjent;Ukjent;Dagslys;Ukjent;;
mandag 27. april 1992;16:20:00;Mandag;Påkjøring bakfra;2;Ukjent;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;80;Riksveg;36;UID1000206629;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1992;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107158854;59,190645;9,589043212;Fylkesveg;;4;;;;;Ukjent;Våt, bar veg;God sikt, opphold;Dagslys;Ukjent;;
mandag 27. juni 2011;17:43:00;Mandag;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;80;Europaveg;134;UID1000249683;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2011;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Kviteseid;4028;;;0;287661348;59,47940338;8,353167834;Fylkesveg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 28. februar 2005;15:45:00;Mandag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Riksveg;354;UID1000201203;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2005;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107126857;59,18905613;9,59690706;Fylkesveg;;2;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
mandag 29. mai 2000;15:54:00;Mandag;Påkjøring bakfra;3;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Riksveg;36;UID1000203236;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107138931;59,19532202;9,600633704;Fylkesveg;;5;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
mandag 3. april 1995;08:00:00;Mandag;Venstresving foran kjørende i motsatt retning;2;Ukjent;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Riksveg;354;UID1000205328;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;1995;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107151293;59,18529123;9,61586415;Fylkesveg;;4;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;;
mandag 3. november 1997;16:05:00;Mandag;Påkjøring bakfra;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Riksveg;36;UID1000204237;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1997;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107144781;59,13390735;9,675118635;Fylkesveg;;11;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 3. september 2018;10:44:00;Mandag;Venstresving foran kjørende i samme retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Fylkesveg;59;UID1000287934;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2018;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;;;0;905934254;59,18589512;9,615453228;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;12100
mandag 30. mai 2011;08:14:00;Mandag;Påkjøring forøvrig ved høyresving;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Riksveg;36;UID1000249168;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2011;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Nei;Telemark;40;Porsgrunn;4001;;;0;285143944;59,12322974;9,705941634;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;15100
mandag 30. november 2015;10:59:00;Mandag;Venstresving foran kjørende i samme retning;2;Vanlig veg/gate;Annet (P-plass, torv, o. l.);Ikke tettsted;60;Fylkesveg;59;UID1000275268;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2015;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;;;0;655468541;59,18610391;9,615279994;Fylkesveg;;11;;;;;Asfalt, oljegrus;Tørr, bar veg;Ukjent;Dagslys;Vanlig kjørefelt;2;12300
mandag 31. desember 2001;12:35:00;Mandag;Venstresving foran kjørende i motsatt retning;4;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Riksveg;36;UID1000202584;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2001;0;0;0;0;0;0;0;4;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107135073;59,19614422;9,604819055;Fylkesveg;;12;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 31. juli 2006;15:25:00;Mandag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000211727;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2006;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Tokke;4034;;;0;114338659;59,49034923;8,221072664;Fylkesveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;1;1948
mandag 4. juli 2011;14:44:00;Mandag;Uhell med uklart forløp mellom kjøretøy med samme kjøreretning;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;50;Riksveg;36;UID1000250247;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2011;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;292134427;59,14917464;9,661687202;Fylkesveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 4. juli 2016;19:34:00;Mandag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;80;Fylkesveg;51;UID1000278369;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2016;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;;;0;719073684;59,1748432;9,579169869;Fylkesveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;2800
mandag 4. juni 2001;01:55:00;Mandag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;50;Kommunal veg;1021;UID1000202828;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2001;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Siljan;4010;;;0;107136432;59,28584145;9,724208275;Fylkesveg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;
mandag 4. november 1996;15:10:00;Mandag;Kjørende fra fortau eller G/S-veg krysset kjørebanen på bortsiden av krysset;2;Vanlig veg/gate;4 armet kryss (X-kryss);Tettsted;50;Riksveg;36;UID1000204712;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;1996;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107147623;59,13873945;9,662212884;Fylkesveg;;11;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
mandag 4. oktober 2004;18:23:00;Mandag;Venstresving foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;70;Riksveg;354;UID1000201457;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2004;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Porsgrunn;4001;;;0;107128446;59,102018;9,670596008;Fylkesveg;;10;;;;;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt, nedbør;Dagslys;Vanlig kjørefelt;3;13712
mandag 5. desember 2016;21:50:00;Mandag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000280698;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2016;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Ukjent;Telemark;40;Kviteseid;4028;;;0;761036563;59,47781226;8,367365479;Fylkesveg;;12;;;;;Asfalt, oljegrus;Glatt ellers;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
mandag 5. mai 1997;15:40:00;Mandag;Avsvinging til venstre foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Fylkesveg;59;UID1000204509;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;1997;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107146383;59,18587145;9,615316665;Fylkesveg;;5;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
mandag 5. november 2007;17:19:00;Mandag;Avsvinging til venstre foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;70;Riksveg;36;UID1000225180;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2007;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;151907930;59,18061336;9,569959657;Fylkesveg;;11;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;3;
mandag 6. desember 2010;13:35:00;Mandag;Høyresving foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;70;Riksveg;36;UID1000246559;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2010;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;272036233;59,18056921;9,570194634;Fylkesveg;;12;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;3;
mandag 6. januar 1997;12:46:00;Mandag;Påkjøring bakfra ved venstresving;2;Vanlig veg/gate;Avkjørsel;Ikke tettsted;60;Riksveg;354;UID1000204636;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1997;0;0;0;1;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107147151;59,15713779;9,636823905;Fylkesveg;;1;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 6. juni 2011;15:00:00;Mandag;Avsvinging til venstre foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;70;Riksveg;36;UID1000249675;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2011;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;287641952;59,18057906;9,570000182;Fylkesveg;;6;;;;;Asfalt, oljegrus;Ukjent;Ukjent;Dagslys;Vanlig kjørefelt;3;
mandag 6. mars 1995;08:30:00;Mandag;Påkjøring bakfra ved venstresving;2;Ukjent;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;80;Europaveg;18;UID1000205388;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1995;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107151644;59,07760045;9,664183477;Fylkesveg;;3;;;;;Ukjent;Snø / isbelagt veg;God sikt, nedbør;Dagslys;Ukjent;;
mandag 6. mars 2006;08:50:00;Mandag;Påkjøring bakfra;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;60;Riksveg;354;UID1000200782;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2006;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107124294;59,1887261;9,597625781;Fylkesveg;;3;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 6. oktober 2008;10:30:00;Mandag;Møting i kurve;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000232485;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2008;0;0;0;1;0;0;0;0;0;0;0;0;0;1;Ukjent;Telemark;40;Kviteseid;4028;;;0;198037462;59,47747167;8,369345052;Fylkesveg;;10;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 6. september 1993;11:00:00;Mandag;Påkjøring bakfra ved høyresving;2;Ukjent;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;50;Riksveg;11;UID1000205939;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1993;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;;;0;107155136;59,56685885;9,214175557;Fylkesveg;;9;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;;
mandag 7. februar 2000;07:55:00;Mandag;Påkjøring bakfra;3;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Riksveg;36;UID1000203329;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;Nei;Telemark;40;Porsgrunn;4001;;;0;107139492;59,12302894;9,70653281;Fylkesveg;;2;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;11200
mandag 7. januar 2013;17:30:00;Mandag;Ulykke med dyr innblandet;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;80;Riksveg;36;UID1000258981;Yrkesdøgn;Andre ulykker;Andre ulykker(parkering o.l);2013;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Seljord;4022;;;0;371086795;59,46084319;8,711667429;Fylkesveg;;1;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;2500
mandag 7. juli 1997;18:57:00;Mandag;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;;T;;UID1000204422;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;1997;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Drangedal;4016;KF99999 S1D1 m0;Kommunal veg;99999;107145884;58,93128716;9,122770947;Kommunal veg;;7;;;;;Grus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;1;
mandag 7. juli 2014;17:34:00;Mandag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Riksveg;354;UID1000268271;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2014;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Ukjent;Telemark;40;Bamble;4012;;;0;540957518;59,04141904;9,677368964;Fylkesveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 7. mai 2007;14:15:00;Mandag;Møting på rett vegstrekning;2;Vanlig veg/gate;Annet (P-plass, torv, o. l.);Ikke tettsted;;Gang/Sykkelveg;;UID1000220988;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2007;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;137448568;59,13860212;9,643846437;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Annet;;
mandag 7. mars 2005;17:53:00;Mandag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;70;Europaveg;18;UID1000201195;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Bamble;4012;;;0;107126821;58,97389016;9,522221689;Fylkesveg;;3;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 8. april 2002;19:15:00;Mandag;Påkjøring bakfra;3;Vanlig veg/gate;4 armet kryss (X-kryss);Tettsted;50;Riksveg;354;UID1000202535;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2002;0;0;0;0;0;0;0;3;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107134782;59,10581426;9,659647993;Fylkesveg;;4;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 8. februar 2010;21:42:00;Mandag;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;80;Europaveg;134;UID1000241550;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2010;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Kviteseid;4028;;;0;240121073;59,47764461;8,367965161;Fylkesveg;;2;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
mandag 8. juni 1992;17:13:00;Mandag;Møting i kurve;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Skogsbilveg;54;UID1000206355;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;1992;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107157358;59,18296825;9,516449217;Fylkesveg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 8. juni 1992;00:20:00;Mandag;Ulykke med dyr innblandet;1;Ukjent;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;76;UID1000206550;Helgedøgn;Andre ulykker;Andre ulykker(parkering o.l);1992;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;;;0;107158445;59,58452867;9,305048542;Fylkesveg;;6;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Ukjent;;
mandag 9. april 2012;10:35:00;Mandag;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000254956;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2012;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Ukjent;Telemark;40;Tokke;4034;;;0;334802712;59,48988157;8,289076189;Fylkesveg;;4;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
mandag 9. august 1999;06:30:00;Mandag;Venstresving foran kjørende i motsatt retning;2;Vanlig veg/gate;Avkjørsel;Ikke tettsted;70;Riksveg;36;UID1000203463;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;1999;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Midt-Telemark;4020;;;0;107140270;59,36619894;9,180513948;Fylkesveg;;8;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 9. mai 2005;15:30:00;Mandag;Påkjøring bakfra;2;Vanlig veg/gate;Avkjørsel;Ikke tettsted;60;Riksveg;363;UID1000201082;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2005;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Kragerø;4014;;;0;107126133;58,89196813;9,344788093;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
mandag 9. mai 2005;11:00:00;Mandag;Kjørende fra fortau eller G/S-veg krysset kjørebanen på bortsiden av krysset;2;Vanlig veg/gate;4 armet kryss (X-kryss);Ikke tettsted;50;Riksveg;36;UID1000201132;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2005;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107126443;59,13846767;9,662605545;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;3;
