ULYKKESDATO;ULYKKESKLOKKESLETT;UKEDAG;ULYKKESKODE;ANTALL ENHETER;VEGTYPE;STEDSFORHOLD;TETTSTED;FARTSGRENSE;HISTORISK VEGKATEGORI;HISTORISK VEGNUMMER;UID;UKEDAGSTYPE;ULYKKESTYPE;ULYKKESTYPE UNDERKATEGORI;ÅR;ANTALL ANDRE ENHETER;ANTALL BUSS;ANTALL FOTGJENGERE;ANTALL LASTEBIL;ANTALL LETT MC;ANTALL MC;ANTALL MOPED;ANTALL PERSONBIL;ANTALL SKINNEGÅENDE MATERIELL;ANTALL LITEN ELEKTRISK MOTORVOGN;ANTALL SYKKEL;ANTALL TRAKTOR;ANTALL UKJENTE ENHETER;ANTALL VAREBIL;VEGBELYSNING;FYLKENAVN;FYLKENUMMER;KOMMUNENAVN;KOMMUNENUMMER;VEGSYSTEMREFERANSE;VEGKATEGORI;VEGNUMMER;VEGOBJEKT_ID;Latitude;Longitude;VEGKATEGORI (grupper);ALVORLIGHETSGRAD;MÅNED;ANTALL DREPTE;ANTALL MEGET ALVORLIG SKADET;ANTALL ALVORLIG SKADET;ANTALL LETTERE SKADET;DEKKETYPE;FØREFORHOLD;VÆRFORHOLD;LYSFORHOLD;KJØREFELTTYPE;ANTALL KJØREFELT;ÅRSDØGNTRAFIKK
tirsdag 16. juli 2024;11:18:00;Tirsdag;Påkjøring bakfra;2;Vanlig veg/gate;Annet kryss;Ikke tettsted;80;Europaveg;134;UID4126799078;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Vinje;4036;EV134 S19D1 m1745;Europaveg;134;1024083917;59,7377995;7,452474456;Europa- og riksveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;1500
tirsdag 16. juli 2024;14:55:00;Tirsdag;Høyresving foran kjørende i samme retning;2;Vanlig veg/gate;Annet kryss;Ikke tettsted;80;Europaveg;134;UID7147391232;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Nei;Telemark;40;Vinje;4036;EV134 S18D1 m1172;Europaveg;134;1024083958;59,77049344;7,378833282;Europa- og riksveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;1500
tirsdag 16. juni 1998;10:45:00;Tirsdag;Ulykke med dyr innblandet;1;Motortrafikkveg;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;90;Europaveg;18;UID1000204012;Yrkesdøgn;Andre ulykker;Andre ulykker(parkering o.l);1998;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Kragerø;4014;EV18 S23D1 m2405;Europaveg;18;107143436;58,91351992;9,302326239;Europa- og riksveg;;6;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
tirsdag 16. juni 1998;21:35:00;Tirsdag;Møting på rett vegstrekning;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;50;Riksveg;36;UID1000204017;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;1998;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Ukjent;Telemark;40;Midt-Telemark;4020;RV36 S9D1 m7000;Riksveg;36;107143463;59,41347745;9,065837864;Europa- og riksveg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 16. juni 1998;19:20:00;Tirsdag;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Europaveg;134;UID1000204042;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;1998;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;EV134 S39D1 m397;Europaveg;134;107143616;59,55782809;9,25448448;Europa- og riksveg;;6;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
tirsdag 16. juni 2009;15:39:00;Tirsdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Fylkesveg;2;UID1000236794;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2009;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Nei;Telemark;40;Porsgrunn;4001;FV3266 S3D1 m1053;Fylkesveg;3266;218698040;59,11772919;9,652241113;Fylkesveg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;2300
tirsdag 16. mai 2000;08:30:00;Tirsdag;Møting i kurve;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Riksveg;36;UID1000203259;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2000;0;0;0;1;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Midt-Telemark;4020;RV36 S8D1 m3973;Riksveg;36;107139072;59,38129145;9,173773087;Europa- og riksveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;2900
tirsdag 16. mai 2006;06:40:00;Tirsdag;Avsvinging til høyre foran kjørende i motsatt retning fra fortau eller G/S-veg;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;;Riksveg;354;UID1000213417;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2006;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Nei;Telemark;40;Skien;4003;RV36 S2D1 m4319;Riksveg;36;114365934;59,17991268;9,620271761;Europa- og riksveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;;20100
tirsdag 16. mai 2006;21:00:00;Tirsdag;Enslig kjøretøy veltet i kjørebanen;1;Annet (plass m.m.);Vegstrekning utenfor kryss/avkjørsel;Tettsted;50;Kommunal veg;2610;UID1000213437;Yrkesdøgn;Andre ulykker;Andre ulykker(parkering o.l);2006;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Nei;Telemark;40;Notodden;4005;KV2610 S1D1 m682;Kommunal veg;2610;114366030;59,56209678;9,263528719;Kommunal veg;;5;;;;;;Tørr, bar veg;God sikt, opphold;Dagslys;Annet;2;
tirsdag 16. mars 1993;15:25:00;Tirsdag;Enslig kjøretøy kjørte utfor på høyre side i høyrekurve;1;Ukjent;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;70;Fylkesveg;31;UID1000206206;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;1993;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;FV3270 S1D1 m1157;Fylkesveg;3270;107156571;59,16823517;9,663669028;Fylkesveg;;3;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;;
tirsdag 16. november 1999;11:00:00;Tirsdag;Påkjøring forøvrig ved venstresving;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Kommunal veg;1490;UID1000203426;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1999;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;KV1490 S1D1 m380;Kommunal veg;1490;107140071;59,15317677;9,660536561;Kommunal veg;;11;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
