Kommune,Andel,Label
Porsgrunn,2.3,Porsgrunn
Skien,2.3,Skien
Notodden,2.6,Notodden
Siljan,2.7,Siljan
Bamble,2.5,Bamble
Kragerø,2.9,Kragerø
Drangedal,2.5,Drangedal
Nome,2.6,Nome
Midt-Telemark,2.3,Midt-Telemark
Seljord,2.7,Seljord
Hjartdal,3.0,Hjartdal
Tinn,2.9,Tinn
Kviteseid,3.0,Kviteseid
Nissedal,2.9,Nissedal
Fyresdal,2.8,Fyresdal
Tokke,2.8,Tokke
Vinje,2.6,Vinje
Telemark,2.4,Telemark
Hele landet,2.1,Hele landet
