Kommune,Andel,Label
Porsgrunn,4.0,Porsgrunn
Skien,3.9,Skien
Notodden,4.4,Notodden
Siljan,4.3,Siljan
Bamble,4.5,Bamble
Kragerø,5.1,Kragerø
Drangedal,4.6,Drangedal
Nome,4.8,Nome
Midt-Telemark,3.6,Midt-Telemark
Seljord,4.6,Seljord
Hjartdal,4.6,Hjartdal
Tinn,5.4,Tinn
Kviteseid,5.1,Kviteseid
Nissedal,5.2,Nissedal
Fyresdal,5.0,Fyresdal
Tokke,4.9,Tokke
Vinje,4.7,Vinje
Telemark,4.2,Telemark
Hele landet,3.7,Hele landet
