ogc_fid;SSBID250M;est_tot;emp_tot
2;19250006618000;1;0
3;19252506617250;1;0
4;19252506617500;1;1
5;19252506618500;4;0
6;19255006616750;2;0
7;19255006617000;6;2
8;19255006617250;2;0
9;19255006617500;4;0
10;19255006617750;4;28
11;19255006618250;2;0
12;19255006618500;1;0
13;19257506617000;1;0
14;19257506617250;2;0
15;19257506617500;1;8
16;19260006616750;1;0
17;19262506617250;1;0
18;19267506617250;1;0
19;19385006806250;1;0
20;19387506630750;1;0
21;19390006630500;2;0
22;19390006630750;1;0
23;19392506630250;1;0
24;19392506630500;4;9
25;19392506630750;4;0
26;19392506631000;1;0
27;19395006630750;1;0
28;19400006601250;2;0
29;19400006604000;1;1
30;19402506601250;1;0
31;19402506602000;1;0
32;19402506602500;3;0
33;19402506602750;3;1
34;19402506603750;4;0
35;19402506604750;1;0
36;19402506782000;1;0
37;19402506782500;2;0
38;19405006600750;1;0
39;19405006601000;4;0
40;19405006601250;1;0
41;19405006601500;1;0
42;19405006601750;2;0
43;19405006602000;2;1
44;19405006602250;2;0
45;19405006602750;3;0
46;19405006603750;5;1
47;19405006604000;1;0
48;19405006604750;2;0
49;19405006606500;2;1
50;19405006782250;1;17
51;19407506598250;2;0
52;19407506600500;3;0
53;19407506601000;1;1
54;19407506601250;1;0
55;19407506602000;1;0
56;19407506603250;1;18
57;19407506604000;1;0
58;19407506604250;2;0
59;19407506604750;1;0
60;19407506605250;1;0
61;19407506605500;1;0
62;19407506606000;2;0
63;19407506606250;1;0
64;19407506606500;3;1
65;19407506606750;9;7
66;19407506607000;3;0
67;19407506769500;1;0
68;19407506782250;1;0
69;19407506782500;1;0
70;19410006598000;1;0
71;19410006600000;3;0
72;19410006600500;2;1
73;19410006600750;1;0
74;19410006603250;2;0
75;19410006604250;1;0
76;19410006604750;1;0
77;19410006605250;3;3
78;19410006605500;7;10
79;19410006605750;1;0
80;19410006606000;4;0
81;19410006606250;4;2
82;19410006606500;1;0
83;19410006606750;2;0
84;19410006782500;1;11
85;19412506603750;8;4
86;19412506604750;2;1
87;19412506605000;2;0
88;19412506605500;3;0
89;19412506605750;3;2
90;19412506606000;2;0
91;19412506606250;4;4
92;19412506606500;1;0
93;19412506609250;14;30
94;19412506609500;16;41
95;19412506609750;7;8
96;19412506610000;9;71
97;19412506610250;4;28
98;19412506610500;1;2
99;19412506782000;6;46
100;19412506782250;5;404
101;19412506782750;1;0
102;19415006600250;2;0
103;19415006603500;2;0
104;19415006605000;1;0
105;19415006605500;1;0
106;19415006605750;5;26
107;19415006606000;1;10
108;19415006606250;2;0
109;19415006606500;4;0
110;19415006606750;1;0
111;19415006607000;5;6
112;19415006607250;1;0
113;19415006608000;2;0
114;19415006609250;17;32
115;19415006609500;11;18
116;19415006609750;13;6
117;19415006610000;7;2
118;19415006610250;13;5
119;19415006610500;1;0
120;19415006623250;1;0
121;19415006623500;1;0
122;19415006623750;1;0
123;19415006781750;1;26
124;19415006782000;15;52
125;19415006782250;2;2
126;19415006782500;1;0
127;19415006782750;3;2
128;19417506597750;1;0
129;19417506598000;2;0
130;19417506600000;1;0
131;19417506600250;1;0
132;19417506605250;1;2
133;19417506605750;1;0
134;19417506606250;5;1
135;19417506606500;2;0
136;19417506606750;2;0
137;19417506607500;2;1
138;19417506607750;2;0
139;19417506608000;3;0
140;19417506609250;10;30
141;19417506609500;2;0
142;19417506609750;7;29
143;19417506610000;10;58
144;19417506610250;13;90
145;19417506610500;7;2
146;19417506610750;3;0
147;19417506779000;1;0
148;19417506781750;2;0
149;19417506782000;1;0
150;19417506782500;1;1
151;19420006597750;1;0
152;19420006598000;7;0
153;19420006598500;1;0
154;19420006599750;1;0
155;19420006606000;3;0
156;19420006606250;4;0
157;19420006607250;4;1
158;19420006608250;1;0
159;19420006608500;6;8
160;19420006609000;2;0
161;19420006609250;5;0
162;19420006609500;11;70
163;19420006609750;9;126
164;19420006610000;43;175
165;19420006610250;36;108
166;19420006610500;25;136
167;19420006610750;8;1
168;19420006611000;1;0
169;19420006611250;15;20
170;19420006611750;2;1
171;19420006623500;6;7
172;19420006779250;2;0
173;19420006779500;2;0
174;19420006781750;1;2
175;19420006782250;3;0
176;19422506598000;3;5
177;19422506608000;4;24
178;19422506608250;3;0
179;19422506608500;2;0
180;19422506608750;6;1
181;19422506609000;9;1
182;19422506609250;4;2
183;19422506609500;3;31
184;19422506609750;8;345
185;19422506610000;6;0
186;19422506610250;2;0
187;19422506610500;3;2
188;19422506610750;3;0
189;19422506611000;3;0
190;19422506611250;3;7
191;19422506611500;3;1
192;19422506611750;2;4
193;19422506612000;6;5
194;19422506612250;11;0
195;19422506623750;1;1
196;19422506781000;2;3
197;19422506781250;1;0
198;19422506781500;1;0
199;19422506781750;6;13
200;19422506782000;1;0
201;19425006597750;1;2
202;19425006598000;1;2
203;19425006599000;1;0
204;19425006599250;1;0
205;19425006607750;2;0
206;19425006608250;1;0
207;19425006608500;5;3
208;19425006608750;6;1
209;19425006609000;2;0
210;19425006609250;9;41
211;19425006609500;5;0
212;19425006609750;7;165
213;19425006610000;4;0
214;19425006610250;3;27
215;19425006610500;1;0
216;19425006611000;5;34
217;19425006611250;8;30
218;19425006611500;8;1
219;19425006612000;2;3
220;19425006781750;1;0
221;19427506597750;1;0
222;19427506598000;2;18
223;19427506598250;12;44
224;19427506607250;1;0
225;19427506607750;1;0
226;19427506608000;1;0
227;19427506608250;1;0
228;19427506608500;1;1
229;19427506608750;2;0
230;19427506609000;6;0
231;19427506609250;3;0
232;19427506609500;6;4
233;19427506609750;8;0
234;19427506610000;2;2
235;19427506610250;9;2
236;19427506610500;9;3
237;19427506610750;2;0
238;19427506611000;5;3
239;19427506611250;2;0
240;19427506611500;4;29
241;19427506611750;5;0
242;19427506761500;1;0
243;19427506807500;1;0
244;19427506811000;1;0
245;19430006597000;2;0
246;19430006597250;1;0
247;19430006597500;9;3
248;19430006598000;7;7
249;19430006598250;12;42
250;19430006607750;1;0
251;19430006609500;8;16
252;19430006609750;10;3
253;19430006610000;4;3
254;19430006610250;3;3
255;19430006610500;6;12
256;19430006610750;1;0
257;19430006611000;2;40
258;19430006611250;2;1
259;19430006611750;3;8
260;19430006614000;1;0
261;19430006614250;2;1
262;19430006614500;3;4
263;19430006807500;1;0
264;19430006811750;2;0
265;19430006812000;1;0
266;19432506597000;2;0
267;19432506597250;3;0
268;19432506597500;8;63
269;19432506597750;2;0
270;19432506598000;1;12
271;19432506598250;4;5
272;19432506609750;2;11
273;19432506610500;9;5
274;19432506610750;1;2
275;19432506611000;1;0
276;19432506611250;4;3
277;19432506611750;2;0
278;19432506612000;2;0
279;19432506612250;1;0
280;19432506614250;5;2
281;19432506614500;1;1
282;19432506757750;3;0
283;19432506758000;1;0
284;19432506759750;1;0
285;19432506761500;1;0
286;19432506764250;4;0
287;19432506765500;1;0
288;19432506766000;2;1
289;19432506768250;1;0
290;19432506768500;4;21
291;19432506811500;1;0
292;19435006596750;5;1
293;19435006597000;3;0
294;19435006597250;4;0
295;19435006597500;6;0
296;19435006597750;5;14
297;19435006598000;1;1
298;19435006611500;2;0
299;19435006613250;1;0
300;19435006613500;3;4
301;19435006613750;2;9
302;19435006757500;1;0
303;19435006760250;1;1
304;19435006761750;1;0
305;19435006764250;3;0
306;19435006765500;1;0
307;19435006765750;1;1
308;19435006767750;2;0
309;19435006768000;1;0
310;19435006768250;4;1
311;19435006768500;2;0
312;19437506597000;4;0
313;19437506597250;15;26
314;19437506597500;10;39
315;19437506597750;2;92
316;19437506609250;1;0
317;19437506611500;2;0
318;19437506612750;1;0
319;19437506613000;4;0
320;19437506613250;4;0
321;19437506613500;4;1
322;19437506613750;6;26
323;19437506614000;5;1
324;19437506614250;1;0
325;19437506616750;2;1
326;19437506617000;4;1
327;19437506617250;2;1
328;19437506617750;2;2
329;19437506618000;2;0
330;19437506619000;1;0
331;19437506757500;4;2
332;19437506763750;1;0
333;19437506766000;1;0
334;19437506767750;1;0
335;19437506768000;1;0
336;19437506768500;1;0
337;19440006597000;10;7
338;19440006597250;52;90
339;19440006597500;21;141
340;19440006597750;7;1
341;19440006598000;3;0
342;19440006612750;1;4
343;19440006613000;5;0
344;19440006613250;1;0
345;19440006613500;7;4
346;19440006613750;5;17
347;19440006614000;9;4
348;19440006614250;5;0
349;19440006616750;4;0
350;19440006617250;1;17
351;19440006617750;1;0
352;19440006763750;2;9
353;19442506597250;6;0
354;19442506597500;2;40
355;19442506597750;2;21
356;19442506611250;1;0
357;19442506611500;4;3
358;19442506613250;5;15
359;19442506613500;8;1
360;19442506613750;8;5
361;19442506614000;5;0
362;19442506616500;1;1
363;19442506616750;2;7
364;19442506757500;2;3
365;19442506757750;2;0
366;19442506759750;2;0
367;19442506760250;2;0
368;19442506762750;1;1
369;19442506764000;1;0
370;19445006596750;25;738
371;19445006597000;6;0
372;19445006597250;10;0
373;19445006597500;4;1
374;19445006597750;6;1
375;19445006598000;1;0
376;19445006611500;1;0
377;19445006612750;1;0
378;19445006613000;4;4
379;19445006613250;15;65
380;19445006613500;9;53
381;19445006613750;10;10
382;19445006614000;7;6
383;19445006614750;2;1
384;19445006616500;1;0
385;19445006616750;1;0
386;19445006646750;2;6
387;19445006757750;1;16
388;19445006759750;2;0
389;19445006760000;1;0
390;19445006763000;1;0
391;19445006764000;1;1
392;19447506596750;2;0
393;19447506597000;3;1
394;19447506597250;3;0
