ogc_fid;SSBID250M;est_tot;emp_tot
1;19252506617000;1;0
2;19252506617250;2;0
3;19252506618500;1;0
4;19255006617000;3;0
5;19255006617250;1;0
6;19255006617500;3;15
7;19257506617000;3;0
8;19257506617250;2;6
9;19387506630750;1;0
10;19390006630500;2;9
11;19390006630750;3;0
12;19392506630250;3;0
13;19392506630500;3;0
14;19392506630750;3;0
15;19392506631000;2;0
16;19395006630750;2;6
17;19400006603750;1;0
18;19400006604000;1;0
19;19402506602500;4;0
20;19402506602750;4;1
21;19402506603750;4;0
22;19402506604750;2;0
23;19402506782500;1;0
24;19405006600750;3;0
25;19405006601000;2;0
26;19405006601500;2;0
27;19405006601750;1;0
28;19405006602000;1;1
29;19405006602250;1;0
30;19405006602750;3;0
31;19405006603750;1;0
32;19405006604000;1;0
33;19405006604750;4;2
34;19407506598250;1;2
35;19407506600500;1;0
36;19407506600750;2;1
37;19407506601500;1;0
38;19407506602000;1;0
39;19407506603250;2;15
40;19407506604250;3;13
41;19407506605000;2;0
42;19407506605250;2;0
43;19407506606000;2;0
44;19407506606500;3;0
45;19407506606750;6;8
46;19407506607000;2;0
47;19410006600000;3;5
48;19410006600500;6;0
49;19410006600750;1;0
50;19410006603250;1;0
51;19410006605500;4;7
52;19410006605750;1;0
53;19410006606250;3;2
54;19410006606500;1;0
55;19410006606750;3;0
56;19410006782000;1;0
57;19412506600500;1;0
58;19412506603000;1;0
59;19412506603750;2;0
60;19412506604750;2;0
61;19412506605000;3;2
62;19412506605250;1;0
63;19412506605500;1;0
64;19412506605750;1;0
65;19412506606000;1;0
66;19412506606250;4;3
67;19412506606500;1;0
68;19412506609250;3;23
69;19412506609500;16;30
70;19412506609750;9;10
71;19412506610000;16;129
72;19412506610250;3;27
73;19412506610500;2;1
74;19412506782250;4;262
75;19412506782500;1;1
76;19412506783000;1;0
77;19415006598250;1;1
78;19415006600250;2;2
79;19415006603500;1;1
80;19415006604500;1;0
81;19415006605000;2;10
82;19415006605500;2;0
83;19415006605750;2;4
84;19415006606000;2;0
85;19415006606250;1;0
86;19415006606500;1;2
87;19415006606750;3;3
88;19415006607000;6;1
89;19415006607250;1;0
90;19415006607500;1;0
91;19415006607750;1;1
92;19415006608000;1;0
93;19415006609250;3;5
94;19415006609500;6;2
95;19415006609750;5;2
96;19415006610000;4;0
97;19415006610250;9;5
98;19415006610500;2;0
99;19415006623250;1;0
100;19415006623500;1;0
101;19415006782000;5;37
102;19415006782250;1;2
103;19417506597750;1;0
104;19417506598000;3;0
105;19417506600000;1;0
106;19417506600250;1;0
107;19417506605750;2;3
108;19417506606250;1;0
109;19417506606500;1;0
110;19417506607250;3;0
111;19417506607500;2;3
112;19417506607750;2;0
113;19417506608000;1;0
114;19417506609250;1;24
115;19417506609500;4;5
116;19417506609750;2;0
117;19417506610000;7;44
118;19417506610250;13;49
119;19417506610500;2;0
120;19417506610750;2;0
121;19417506781250;1;0
122;19417506782000;2;15
123;19420006598000;3;5
124;19420006598250;1;0
125;19420006598500;2;0
126;19420006599750;1;0
127;19420006606000;5;7
128;19420006606250;1;0
129;19420006606750;1;0
130;19420006607250;3;0
131;19420006608250;6;3
132;19420006608500;2;10
133;19420006609250;3;0
134;19420006609500;12;70
135;19420006609750;14;109
136;19420006610000;45;212
137;19420006610250;29;118
138;19420006610500;22;96
139;19420006610750;8;5
140;19420006611250;13;31
141;19420006612250;1;0
142;19420006623250;1;1
143;19420006623500;1;0
144;19420006779250;2;0
145;19420006781250;1;0
146;19420006782250;1;0
147;19422506598000;5;1
148;19422506598250;2;0
149;19422506607750;3;2
150;19422506608000;6;27
151;19422506608250;3;12
152;19422506608500;1;0
153;19422506608750;7;16
154;19422506609000;7;2
155;19422506609250;3;1
156;19422506609500;2;0
157;19422506609750;7;395
158;19422506610000;3;2
159;19422506610250;3;4
160;19422506610500;3;4
161;19422506610750;4;0
162;19422506611000;3;0
163;19422506611250;3;3
164;19422506611500;3;4
165;19422506611750;1;0
166;19422506612000;5;6
167;19422506612250;6;1
168;19422506781250;1;0
169;19422506781750;5;0
170;19425006599250;2;0
171;19425006607500;1;0
172;19425006608250;1;0
173;19425006608500;7;6
174;19425006608750;6;0
175;19425006609000;3;0
176;19425006609250;8;13
177;19425006609500;3;2
178;19425006609750;11;76
179;19425006610000;5;0
180;19425006610250;3;28
181;19425006610750;2;0
182;19425006611000;4;13
183;19425006611250;6;29
184;19425006611500;4;5
185;19425006611750;3;3
186;19425006612000;1;1
187;19425006781750;1;0
188;19427506597250;1;0
189;19427506597500;1;1
190;19427506597750;1;0
191;19427506598000;2;30
192;19427506598250;8;28
193;19427506607250;1;1
194;19427506607750;1;1
195;19427506608000;2;0
196;19427506608250;2;0
197;19427506608500;2;1
198;19427506608750;2;0
199;19427506609000;4;0
200;19427506609250;3;2
201;19427506609500;5;8
202;19427506609750;3;0
203;19427506610250;3;0
204;19427506610500;7;7
205;19427506610750;5;5
206;19427506611000;3;1
207;19427506611250;3;3
208;19427506611500;5;29
209;19427506611750;6;13
210;19427506761500;1;0
211;19427506811000;1;0
212;19430006597000;1;1
213;19430006597500;5;0
214;19430006598000;2;6
215;19430006598250;7;23
216;19430006609500;9;24
217;19430006609750;7;2
218;19430006610000;4;2
219;19430006610500;4;8
220;19430006610750;1;0
221;19430006611000;1;0
222;19430006611250;3;1
223;19430006614000;3;2
224;19430006614250;5;1
225;19430006614500;1;0
226;19430006807500;1;0
227;19432506596750;1;0
228;19432506597000;2;0
229;19432506597250;1;0
230;19432506597500;5;27
231;19432506597750;1;1
232;19432506598000;1;0
233;19432506598250;2;2
234;19432506609500;1;0
235;19432506609750;2;0
236;19432506610500;6;3
237;19432506610750;1;1
238;19432506611000;2;0
239;19432506611250;7;22
240;19432506611500;1;0
241;19432506611750;4;3
242;19432506612000;3;0
243;19432506614250;8;3
244;19432506614500;1;0
245;19432506757750;1;0
246;19432506760250;1;0
247;19432506765500;1;0
248;19432506766000;1;0
249;19432506768000;1;1
250;19432506768250;1;0
251;19432506768500;2;5
252;19432506808000;1;0
253;19432506811500;1;0
254;19432506811750;1;0
255;19435006596750;3;3
256;19435006597000;6;1
257;19435006597250;3;1
258;19435006597500;5;1
259;19435006597750;2;0
260;19435006611500;2;0
261;19435006613250;3;0
262;19435006613500;3;7
263;19435006613750;1;11
264;19435006614000;1;1
265;19435006760250;1;1
266;19435006761750;1;0
267;19435006764000;1;0
268;19435006764250;1;0
269;19435006764500;1;0
270;19435006767500;2;3
271;19435006768250;4;6
272;19435006768500;3;0
273;19437506597000;6;11
274;19437506597250;17;33
275;19437506597500;11;24
276;19437506597750;4;255
277;19437506609250;1;0
278;19437506611500;1;0
279;19437506613000;2;0
280;19437506613250;3;0
281;19437506613500;3;0
282;19437506613750;2;0
283;19437506614000;2;1
284;19437506617250;2;1
285;19437506618000;1;0
286;19437506757500;3;1
287;19437506763750;1;0
288;19437506766000;3;1
289;19440006597000;6;77
290;19440006597250;45;138
291;19440006597500;27;140
292;19440006597750;1;0
293;19440006598000;3;1
294;19440006612750;1;0
295;19440006613000;2;1
296;19440006613250;1;0
297;19440006613500;7;0
298;19440006613750;9;43
299;19440006614000;7;0
300;19440006614250;7;0
301;19440006616750;6;6
302;19440006617250;2;18
303;19440006617750;1;1
304;19440006760500;2;27
305;19440006763750;1;5
306;19440006768000;1;0
307;19442506597250;5;2
308;19442506597500;4;55
309;19442506597750;3;10
310;19442506611250;1;0
311;19442506611500;1;0
312;19442506613000;2;6
313;19442506613250;2;3
314;19442506613500;3;1
315;19442506613750;8;3
316;19442506614000;4;2
317;19442506614250;1;0
318;19442506616500;2;0
319;19442506616750;2;0
320;19442506757500;3;2
321;19442506759750;2;1
322;19442506764000;1;0
323;19445006596750;21;952
324;19445006597000;6;5
325;19445006597250;8;7
326;19445006597500;2;1
327;19445006611500;1;0
328;19445006612750;1;0
329;19445006613000;3;0
330;19445006613250;13;57
331;19445006613500;6;22
332;19445006613750;7;1
333;19445006614000;8;1
334;19445006614750;3;8
335;19445006616500;1;0
336;19445006646750;1;4
337;19445006757750;1;14
338;19445006759500;1;0
339;19445006763000;2;1
340;19447506596750;3;1
341;19447506597250;7;0
342;19447506597500;1;0
343;19447506597750;8;0
344;19447506598250;1;0
345;19447506598750;1;0
346;19447506611750;4;103
347;19447506612000;1;0
348;19447506612250;2;0
349;19447506612500;4;6
350;19447506612750;3;0
351;19447506613000;4;10
352;19447506613250;4;0
353;19447506613500;1;0
354;19447506613750;2;4
