ssbid_250,År,ant_virksomheter,ant_ansatte
21862506577000,2015-01-01,2,0
21865006567250,2015-01-01,1,1
21865006567500,2015-01-01,1,0
21865006570250,2015-01-01,1,0
21865006572250,2015-01-01,2,1
21865006572500,2015-01-01,1,0
21865006572750,2015-01-01,1,0
21865006573250,2015-01-01,1,3
21865006577000,2015-01-01,1,0
21865006577500,2015-01-01,1,0
21867506570000,2015-01-01,1,0
21867506571250,2015-01-01,1,0
21867506571500,2015-01-01,2,0
21867506572750,2015-01-01,2,0
21867506573250,2015-01-01,1,4
21867506576250,2015-01-01,1,1
21867506576500,2015-01-01,1,0
21867506577000,2015-01-01,2,0
21867506577250,2015-01-01,3,7
21867506577500,2015-01-01,3,0
21870006568250,2015-01-01,1,0
21870006568500,2015-01-01,2,0
21870006569000,2015-01-01,1,0
21870006571750,2015-01-01,1,2
21870006572000,2015-01-01,1,0
21870006572250,2015-01-01,1,0
21870006574000,2015-01-01,2,0
21870006576000,2015-01-01,2,0
21870006576750,2015-01-01,3,3
21870006577000,2015-01-01,2,0
21872506571250,2015-01-01,1,0
21872506575500,2015-01-01,1,0
21872506576500,2015-01-01,2,1
21872506576750,2015-01-01,3,2
21872506577000,2015-01-01,2,4
21875006568750,2015-01-01,2,12
21875006573000,2015-01-01,1,0
21875006574250,2015-01-01,2,0
21875006575250,2015-01-01,2,2
21875006576000,2015-01-01,6,4
21875006576250,2015-01-01,9,1
21875006576500,2015-01-01,3,35
21875006576750,2015-01-01,12,24
21877506567500,2015-01-01,2,0
21877506569000,2015-01-01,2,0
21877506570000,2015-01-01,1,1
21877506573000,2015-01-01,1,0
21877506574500,2015-01-01,3,1
21877506574750,2015-01-01,5,1
21877506575250,2015-01-01,2,0
21877506575500,2015-01-01,2,0
21877506576000,2015-01-01,6,26
21877506576250,2015-01-01,2,1
21877506576750,2015-01-01,8,1
21880006567250,2015-01-01,1,0
21880006567500,2015-01-01,1,0
21880006568500,2015-01-01,2,0
21880006569250,2015-01-01,3,0
21880006572500,2015-01-01,2,1
21880006573000,2015-01-01,2,2
21880006574250,2015-01-01,5,1
21880006574500,2015-01-01,7,10
21880006574750,2015-01-01,5,16
21880006575000,2015-01-01,3,10
21880006575250,2015-01-01,6,1
21880006576750,2015-01-01,1,0
21882506567000,2015-01-01,5,20
21882506568250,2015-01-01,2,0
21882506569000,2015-01-01,2,0
21882506569250,2015-01-01,1,0
21882506569500,2015-01-01,1,7
21882506571000,2015-01-01,2,0
21882506572500,2015-01-01,2,0
21882506573250,2015-01-01,2,0
21882506573750,2015-01-01,1,0
21882506574000,2015-01-01,1,1
21882506574250,2015-01-01,9,6
21882506574500,2015-01-01,4,1
21882506574750,2015-01-01,2,0
21882506575000,2015-01-01,4,0
21882506575750,2015-01-01,2,1
21885006566750,2015-01-01,5,66
21885006573250,2015-01-01,2,0
21885006573750,2015-01-01,1,0
21885006574000,2015-01-01,10,38
21885006574250,2015-01-01,4,2
21885006574500,2015-01-01,1,0
21885006574750,2015-01-01,5,42
21885006575000,2015-01-01,3,0
21885006575750,2015-01-01,1,0
21885006576000,2015-01-01,3,4
21885006576750,2015-01-01,1,0
21885006601000,2015-01-01,1,0
21887506566250,2015-01-01,2,10
21887506566500,2015-01-01,5,80
21887506566750,2015-01-01,1,127
21887506570000,2015-01-01,2,1
21887506570500,2015-01-01,1,0
21887506574750,2015-01-01,2,0
21887506575750,2015-01-01,2,0
21887506576000,2015-01-01,2,0
21887506576250,2015-01-01,2,0
21887506577500,2015-01-01,1,0
21887506577750,2015-01-01,1,0
21887506581250,2015-01-01,3,9
21887506600750,2015-01-01,2,0
21890006566500,2015-01-01,3,50
21890006568750,2015-01-01,1,1
21890006569750,2015-01-01,2,0
21890006572000,2015-01-01,1,2
21890006575250,2015-01-01,1,0
21890006575500,2015-01-01,5,6
21890006575750,2015-01-01,7,4
21890006576000,2015-01-01,4,2
21890006576250,2015-01-01,7,4
21890006576500,2015-01-01,2,9
21890006577000,2015-01-01,5,2
21890006577250,2015-01-01,4,0
21890006577500,2015-01-01,3,0
21890006577750,2015-01-01,4,30
21890006583000,2015-01-01,1,11
21890006584000,2015-01-01,1,2
21890006584250,2015-01-01,1,0
21890006585250,2015-01-01,1,0
21892506566750,2015-01-01,2,7
21892506574000,2015-01-01,1,0
21892506575500,2015-01-01,3,0
21892506575750,2015-01-01,3,0
21892506576000,2015-01-01,6,104
21892506576250,2015-01-01,1,18
21892506576500,2015-01-01,5,49
21892506576750,2015-01-01,8,10
21892506577000,2015-01-01,5,1
21892506577250,2015-01-01,3,0
21892506577500,2015-01-01,5,21
21892506579750,2015-01-01,2,1
21892506583250,2015-01-01,1,0
21892506584250,2015-01-01,2,0
21895006568000,2015-01-01,4,20
21895006572750,2015-01-01,1,4
21895006573000,2015-01-01,2,0
21895006575250,2015-01-01,1,2
21895006575500,2015-01-01,9,7
21895006575750,2015-01-01,5,2
21895006576000,2015-01-01,1,0
21895006576250,2015-01-01,7,0
21895006576500,2015-01-01,1,0
21895006576750,2015-01-01,5,18
21895006577250,2015-01-01,2,62
21895006577500,2015-01-01,3,0
21895006577750,2015-01-01,5,2
21895006578000,2015-01-01,1,0
21895006580500,2015-01-01,1,0
21895006581500,2015-01-01,1,0
21895006582500,2015-01-01,1,0
21895006582750,2015-01-01,1,0
21895006583000,2015-01-01,3,4
21897506568250,2015-01-01,1,0
21897506571750,2015-01-01,2,0
21897506573000,2015-01-01,2,18
21897506574250,2015-01-01,1,0
21897506574500,2015-01-01,1,2
21897506574750,2015-01-01,3,5
21897506575250,2015-01-01,4,7
21897506575500,2015-01-01,9,8
21897506575750,2015-01-01,3,4
21897506576000,2015-01-01,6,17
21897506576250,2015-01-01,7,1
21897506576750,2015-01-01,17,439
21897506577000,2015-01-01,4,45
21897506577250,2015-01-01,6,27
21897506577500,2015-01-01,7,4
21897506577750,2015-01-01,2,6
21897506578500,2015-01-01,1,0
21897506579000,2015-01-01,1,0
21897506579750,2015-01-01,15,36
21897506582000,2015-01-01,2,18
21897506582500,2015-01-01,1,0
21897506584500,2015-01-01,1,0
21897506597500,2015-01-01,2,1
21897506598000,2015-01-01,1,0
21897506602000,2015-01-01,1,0
21900006566250,2015-01-01,1,0
21900006566500,2015-01-01,2,0
21900006573000,2015-01-01,2,10
21900006574250,2015-01-01,9,0
21900006574500,2015-01-01,4,3
21900006574750,2015-01-01,5,1
21900006575000,2015-01-01,1,1
21900006575250,2015-01-01,5,2
21900006575500,2015-01-01,1,0
21900006575750,2015-01-01,11,130
21900006576000,2015-01-01,7,1
21900006576250,2015-01-01,1,1
21900006576750,2015-01-01,9,23
21900006577000,2015-01-01,1,0
21900006578000,2015-01-01,1,0
21900006579250,2015-01-01,2,2
21900006581000,2015-01-01,4,16
21900006581250,2015-01-01,1,2
21900006581500,2015-01-01,1,0
21900006581750,2015-01-01,2,1
21900006583250,2015-01-01,1,0
21900006583500,2015-01-01,4,0
21902506566500,2015-01-01,3,14
21902506574000,2015-01-01,1,0
21902506574250,2015-01-01,8,5
21902506574500,2015-01-01,8,0
21902506574750,2015-01-01,2,5
21902506575000,2015-01-01,2,16
21902506575250,2015-01-01,2,4
21902506575500,2015-01-01,11,12
21902506575750,2015-01-01,7,4
21902506576000,2015-01-01,8,3
21902506576250,2015-01-01,2,0
21902506576750,2015-01-01,4,0
21902506577000,2015-01-01,4,3
21902506578500,2015-01-01,3,0
21902506578750,2015-01-01,1,2
21902506579000,2015-01-01,2,0
21902506579750,2015-01-01,2,0
21902506580000,2015-01-01,1,0
21902506580250,2015-01-01,2,1
21902506580500,2015-01-01,6,12
21902506580750,2015-01-01,2,0
21902506581250,2015-01-01,1,0
21902506581500,2015-01-01,1,0
21902506583750,2015-01-01,2,1
21905006566250,2015-01-01,1,0
21905006566500,2015-01-01,4,3
21905006573000,2015-01-01,1,0
21905006573250,2015-01-01,3,0
21905006573500,2015-01-01,1,1
21905006573750,2015-01-01,2,0
21905006574000,2015-01-01,5,69
21905006574250,2015-01-01,6,1
21905006574500,2015-01-01,8,5
21905006574750,2015-01-01,2,2
21905006575000,2015-01-01,1,3
21905006575500,2015-01-01,13,0
21905006575750,2015-01-01,4,0
21905006576000,2015-01-01,18,33
21905006576250,2015-01-01,4,1
21905006576500,2015-01-01,1,1
21905006577250,2015-01-01,3,2
21905006577750,2015-01-01,4,10
21905006578000,2015-01-01,2,10
21905006578750,2015-01-01,1,0
21905006579000,2015-01-01,1,0
21905006579250,2015-01-01,2,0
21905006579500,2015-01-01,2,0
21905006579750,2015-01-01,6,0
21905006580000,2015-01-01,3,32
21905006580250,2015-01-01,6,52
21905006580500,2015-01-01,1,8
21905006581500,2015-01-01,1,0
21905006582750,2015-01-01,2,0
21905006583750,2015-01-01,1,0
21905006585000,2015-01-01,3,0
21905006585500,2015-01-01,1,2
21907506566250,2015-01-01,1,2
21907506572750,2015-01-01,2,0
21907506573000,2015-01-01,5,0
21907506573250,2015-01-01,2,0
21907506573500,2015-01-01,8,2
21907506573750,2015-01-01,3,28
21907506574000,2015-01-01,4,162
21907506575000,2015-01-01,1,0
21907506575250,2015-01-01,9,2
21907506575500,2015-01-01,6,0
21907506575750,2015-01-01,5,1
21907506576000,2015-01-01,3,0
21907506576250,2015-01-01,3,0
21907506576500,2015-01-01,7,2
21907506576750,2015-01-01,8,21
21907506577000,2015-01-01,1,1
21907506578250,2015-01-01,6,0
21907506578500,2015-01-01,1,1
21907506578750,2015-01-01,6,3
21907506579000,2015-01-01,1,0
21907506579250,2015-01-01,3,0
21907506581250,2015-01-01,1,0
21907506581500,2015-01-01,1,4
21907506582000,2015-01-01,3,0
21907506582250,2015-01-01,2,4
21907506582500,2015-01-01,1,2
21907506585000,2015-01-01,1,0
21910006568000,2015-01-01,1,0
21910006571000,2015-01-01,1,0
21910006571500,2015-01-01,3,10
21910006572000,2015-01-01,1,0
21910006573250,2015-01-01,2,4
21910006573500,2015-01-01,7,1
21910006573750,2015-01-01,5,43
21910006574000,2015-01-01,3,47
21910006574750,2015-01-01,27,252
21910006575000,2015-01-01,6,452
21910006575250,2015-01-01,5,26
21910006575500,2015-01-01,6,3
21910006575750,2015-01-01,7,1
21910006576000,2015-01-01,4,29
21910006576250,2015-01-01,8,52
21910006576500,2015-01-01,10,0
21910006576750,2015-01-01,6,33
21910006577000,2015-01-01,2,0
21910006578000,2015-01-01,5,4
21910006578250,2015-01-01,1,2
21910006578500,2015-01-01,5,2
21910006578750,2015-01-01,3,0
21910006579750,2015-01-01,3,1
21912506567750,2015-01-01,2,0
21912506571250,2015-01-01,17,82
21912506571500,2015-01-01,10,38
21912506571750,2015-01-01,23,142
21912506572000,2015-01-01,2,2
21912506573250,2015-01-01,6,304
21912506574000,2015-01-01,16,2608
21912506574250,2015-01-01,2,86
21912506574750,2015-01-01,1,0
21912506575000,2015-01-01,12,66
21912506575250,2015-01-01,31,31
21912506575500,2015-01-01,19,6
21912506575750,2015-01-01,7,0
21912506576000,2015-01-01,27,165
21912506576500,2015-01-01,3,18
21912506576750,2015-01-01,13,23
21912506577000,2015-01-01,5,2
21912506577250,2015-01-01,6,5
21912506577750,2015-01-01,3,0
21912506578750,2015-01-01,3,1
21912506579000,2015-01-01,2,0
21912506579250,2015-01-01,3,101
21912506579500,2015-01-01,2,0
21912506579750,2015-01-01,1,0
21912506580000,2015-01-01,1,0
21912506581250,2015-01-01,1,0
21915006567500,2015-01-01,1,0
21915006569250,2015-01-01,1,0
21915006570750,2015-01-01,4,40
21915006571250,2015-01-01,10,85
21915006571500,2015-01-01,9,67
21915006571750,2015-01-01,28,101
21915006572000,2015-01-01,21,113
21915006572500,2015-01-01,1,0
21915006572750,2015-01-01,5,2
21915006573000,2015-01-01,10,2
21915006573250,2015-01-01,2,0
21915006573500,2015-01-01,4,11
21915006573750,2015-01-01,6,77
21915006574250,2015-01-01,19,167
21915006574750,2015-01-01,6,9
21915006575000,2015-01-01,12,46
21915006575250,2015-01-01,6,0
21915006575500,2015-01-01,3,0
21915006575750,2015-01-01,12,199
21915006576000,2015-01-01,13,77
21915006576250,2015-01-01,6,0
21915006576500,2015-01-01,4,6
21915006576750,2015-01-01,8,36
21915006577000,2015-01-01,12,35
21915006577250,2015-01-01,5,19
21915006577750,2015-01-01,2,0
21915006578000,2015-01-01,1,0
21915006578250,2015-01-01,6,3
21915006578500,2015-01-01,9,6
21915006578750,2015-01-01,3,3
21915006579000,2015-01-01,3,0
21915006579250,2015-01-01,4,10
21915006579500,2015-01-01,6,32
21915006580000,2015-01-01,1,0
21915006580750,2015-01-01,1,1
21915006581500,2015-01-01,2,1
21915006582000,2015-01-01,1,0
21917506566750,2015-01-01,1,0
21917506568500,2015-01-01,1,0
21917506568750,2015-01-01,5,6
21917506569000,2015-01-01,4,0
21917506569250,2015-01-01,4,0
21917506569500,2015-01-01,2,0
21917506570000,2015-01-01,1,0
21917506571250,2015-01-01,3,142
21917506571750,2015-01-01,4,29
21917506572000,2015-01-01,2,0
21917506572250,2015-01-01,28,147
21917506572500,2015-01-01,11,28
21917506572750,2015-01-01,27,161
21917506573000,2015-01-01,9,8
21917506573250,2015-01-01,7,84
21917506573500,2015-01-01,8,4
21917506573750,2015-01-01,8,20
21917506574000,2015-01-01,7,3
21917506574250,2015-01-01,88,627
21917506574750,2015-01-01,4,8
21917506575000,2015-01-01,9,55
21917506575250,2015-01-01,7,1
21917506575500,2015-01-01,6,0
21917506575750,2015-01-01,13,166
21917506576000,2015-01-01,21,17
21917506576250,2015-01-01,14,30
21917506576500,2015-01-01,14,9
21917506576750,2015-01-01,19,757
21917506577000,2015-01-01,3,64
21917506577250,2015-01-01,3,263
21917506577500,2015-01-01,8,0
21917506577750,2015-01-01,10,3
21917506578000,2015-01-01,18,35
21917506578250,2015-01-01,2,6
21917506578500,2015-01-01,5,11
21917506580500,2015-01-01,1,0
21917506595750,2015-01-01,1,0
21920006566750,2015-01-01,4,9
21920006567000,2015-01-01,2,0
21920006567500,2015-01-01,1,0
21920006568250,2015-01-01,1,0
21920006568500,2015-01-01,2,23
21920006568750,2015-01-01,8,3
21920006569000,2015-01-01,4,1
21920006569250,2015-01-01,1,3
21920006569500,2015-01-01,1,0
21920006570000,2015-01-01,1,0
21920006570250,2015-01-01,3,0
21920006571750,2015-01-01,7,15
21920006572000,2015-01-01,8,119
21920006572250,2015-01-01,28,211
21920006572500,2015-01-01,16,280
21920006572750,2015-01-01,8,145
21920006573000,2015-01-01,10,38
21920006573250,2015-01-01,6,0
21920006573500,2015-01-01,5,0
21920006573750,2015-01-01,4,2
21920006574000,2015-01-01,4,65
21920006574250,2015-01-01,32,149
21920006574500,2015-01-01,8,15
21920006574750,2015-01-01,1,0
21920006575000,2015-01-01,5,2
21920006575250,2015-01-01,65,311
21920006575500,2015-01-01,56,427
21920006575750,2015-01-01,142,406
21920006576000,2015-01-01,31,216
21920006576250,2015-01-01,49,74
21920006576500,2015-01-01,18,18
21920006576750,2015-01-01,14,197
21920006577000,2015-01-01,8,26
21920006577250,2015-01-01,6,0
21920006577500,2015-01-01,8,37
21920006577750,2015-01-01,1,0
21920006580000,2015-01-01,1,0
21920006580250,2015-01-01,1,0
21920006580500,2015-01-01,3,0
21920006581500,2015-01-01,3,1
21922506566500,2015-01-01,7,274
21922506567000,2015-01-01,2,0
21922506567250,2015-01-01,4,0
21922506567500,2015-01-01,2,1
21922506568500,2015-01-01,1,0
21922506568750,2015-01-01,7,135
21922506569000,2015-01-01,1,26
21922506569250,2015-01-01,4,2
21922506569500,2015-01-01,5,0
21922506569750,2015-01-01,2,0
21922506570250,2015-01-01,2,0
21922506570500,2015-01-01,2,0
21922506570750,2015-01-01,4,19
21922506571000,2015-01-01,11,42
21922506571500,2015-01-01,2,47
21922506571750,2015-01-01,30,246
21922506572000,2015-01-01,24,100
21922506572250,2015-01-01,4,30
21922506572500,2015-01-01,2,18
21922506572750,2015-01-01,12,29
21922506573000,2015-01-01,28,212
21922506573250,2015-01-01,5,15
21922506573500,2015-01-01,10,6
21922506573750,2015-01-01,8,28
21922506574000,2015-01-01,9,5
21922506574250,2015-01-01,19,63
21922506574500,2015-01-01,20,36
21922506574750,2015-01-01,23,79
21922506575250,2015-01-01,3,66
21922506575500,2015-01-01,199,1294
21922506575750,2015-01-01,88,724
21922506576000,2015-01-01,31,577
21922506576250,2015-01-01,15,17
21922506576500,2015-01-01,5,7
21922506576750,2015-01-01,13,50
21922506577250,2015-01-01,1,2
21922506577500,2015-01-01,5,123
21922506577750,2015-01-01,6,3
21922506578000,2015-01-01,13,6
21922506578250,2015-01-01,1,0
21922506578750,2015-01-01,2,0
21922506579250,2015-01-01,1,1
21922506579750,2015-01-01,1,0
21922506580000,2015-01-01,1,0
21922506582750,2015-01-01,2,0
21925006565750,2015-01-01,19,1447
21925006566000,2015-01-01,4,232
21925006567000,2015-01-01,6,16
21925006567250,2015-01-01,1,7
21925006567500,2015-01-01,6,87
21925006568000,2015-01-01,3,1
21925006568500,2015-01-01,2,0
21925006568750,2015-01-01,7,51
21925006569000,2015-01-01,2,9
21925006569250,2015-01-01,15,89
21925006569500,2015-01-01,6,5
21925006569750,2015-01-01,1,0
21925006570000,2015-01-01,1,1
21925006571500,2015-01-01,18,85
21925006571750,2015-01-01,18,222
21925006572000,2015-01-01,8,2
21925006572250,2015-01-01,7,15
21925006572500,2015-01-01,10,1
21925006572750,2015-01-01,8,50
21925006573000,2015-01-01,12,116
21925006573250,2015-01-01,1,2
21925006573500,2015-01-01,6,1
21925006573750,2015-01-01,11,6
21925006574000,2015-01-01,8,4
21925006574500,2015-01-01,43,220
21925006574750,2015-01-01,3,16
21925006575000,2015-01-01,12,13
21925006575250,2015-01-01,27,158
21925006575500,2015-01-01,12,58
21925006575750,2015-01-01,18,21
21925006576000,2015-01-01,21,7
21925006576250,2015-01-01,8,3
21925006576500,2015-01-01,20,322
21925006576750,2015-01-01,9,0
21925006577000,2015-01-01,5,163
21925006579000,2015-01-01,1,0
21925006579250,2015-01-01,1,0
21925006580250,2015-01-01,1,1
21925006580500,2015-01-01,1,0
21925006580750,2015-01-01,1,0
21925006581250,2015-01-01,1,0
21925006581500,2015-01-01,3,0
21925006582500,2015-01-01,1,0
21927506565750,2015-01-01,4,357
21927506566750,2015-01-01,8,180
21927506567000,2015-01-01,6,28
21927506567250,2015-01-01,2,16
21927506567500,2015-01-01,5,132
21927506567750,2015-01-01,1,1
21927506568000,2015-01-01,2,1
21927506568250,2015-01-01,2,0
21927506568500,2015-01-01,3,2
21927506568750,2015-01-01,8,60
21927506569000,2015-01-01,5,67
21927506569250,2015-01-01,4,92
21927506569500,2015-01-01,7,6
21927506569750,2015-01-01,1,0
21927506570500,2015-01-01,3,117
21927506570750,2015-01-01,3,1
21927506571500,2015-01-01,4,23
21927506571750,2015-01-01,31,451
21927506572000,2015-01-01,6,6
21927506572250,2015-01-01,13,20
21927506572500,2015-01-01,2,5
21927506572750,2015-01-01,11,75
21927506573000,2015-01-01,6,0
21927506573250,2015-01-01,7,1
21927506573500,2015-01-01,14,42
21927506573750,2015-01-01,8,1
21927506574000,2015-01-01,7,149
21927506574250,2015-01-01,5,11
21927506574500,2015-01-01,15,5
21927506574750,2015-01-01,10,0
21927506575000,2015-01-01,15,18
21927506575250,2015-01-01,10,50
21927506575500,2015-01-01,8,1
21927506575750,2015-01-01,3,2
21927506576000,2015-01-01,5,13
21927506576250,2015-01-01,11,1
21927506576500,2015-01-01,2,1
21927506578750,2015-01-01,1,0
21927506581000,2015-01-01,1,0
21927506581750,2015-01-01,2,3
21927506582000,2015-01-01,1,0
21930006565250,2015-01-01,17,220
21930006565500,2015-01-01,3,175
21930006567000,2015-01-01,10,15
21930006567250,2015-01-01,12,194
21930006567500,2015-01-01,8,275
21930006567750,2015-01-01,7,3
21930006568000,2015-01-01,5,1
21930006568250,2015-01-01,3,0
21930006568500,2015-01-01,2,1
21930006568750,2015-01-01,10,59
21930006569000,2015-01-01,6,11
21930006569250,2015-01-01,13,43
21930006569750,2015-01-01,2,6
21930006570000,2015-01-01,4,0
21930006570250,2015-01-01,1,0
21930006570500,2015-01-01,2,0
21930006570750,2015-01-01,6,5
21930006571000,2015-01-01,1,3
21930006571500,2015-01-01,4,47
21930006571750,2015-01-01,9,3
21930006572000,2015-01-01,4,44
21930006572250,2015-01-01,1,0
21930006572500,2015-01-01,6,25
21930006573250,2015-01-01,3,3
21930006573500,2015-01-01,17,18
21930006573750,2015-01-01,12,1
21930006574000,2015-01-01,3,20
21930006574250,2015-01-01,4,1
21930006574500,2015-01-01,2,1
21930006574750,2015-01-01,9,36
21930006575000,2015-01-01,3,0
21930006575250,2015-01-01,3,0
21930006575500,2015-01-01,5,5
21930006575750,2015-01-01,6,22
21930006576000,2015-01-01,8,54
21930006576250,2015-01-01,9,0
21930006576500,2015-01-01,6,13
21930006579750,2015-01-01,1,3
21932506561250,2015-01-01,1,3
21932506564500,2015-01-01,4,18
21932506564750,2015-01-01,2,6
21932506565000,2015-01-01,4,19
21932506565500,2015-01-01,1,0
21932506566250,2015-01-01,1,0
21932506566500,2015-01-01,7,29
21932506566750,2015-01-01,5,0
21932506567000,2015-01-01,7,4
21932506567250,2015-01-01,11,34
21932506567500,2015-01-01,15,103
21932506567750,2015-01-01,15,180
21932506568000,2015-01-01,19,267
21932506568250,2015-01-01,10,5
21932506568500,2015-01-01,3,68
21932506568750,2015-01-01,5,0
21932506569000,2015-01-01,6,44
21932506569250,2015-01-01,11,218
21932506569500,2015-01-01,6,3
21932506569750,2015-01-01,9,57
21932506570000,2015-01-01,7,8
21932506570250,2015-01-01,5,25
21932506570500,2015-01-01,26,108
21932506570750,2015-01-01,36,261
21932506571000,2015-01-01,8,1
21932506571250,2015-01-01,10,51
21932506571500,2015-01-01,17,151
21932506571750,2015-01-01,3,4
21932506572000,2015-01-01,1,89
21932506572250,2015-01-01,5,25
21932506572500,2015-01-01,7,66
21932506572750,2015-01-01,3,2
21932506573000,2015-01-01,8,7
21932506573250,2015-01-01,4,2
21932506573500,2015-01-01,1,0
21932506573750,2015-01-01,5,0
21932506574000,2015-01-01,5,57
21932506574250,2015-01-01,5,16
21932506574500,2015-01-01,4,0
21932506574750,2015-01-01,4,0
21932506575000,2015-01-01,6,1
21932506575250,2015-01-01,4,21
21932506575500,2015-01-01,1,0
21932506575750,2015-01-01,4,18
21932506576000,2015-01-01,1,0
21932506580750,2015-01-01,1,0
21935006560750,2015-01-01,2,0
21935006561250,2015-01-01,2,0
21935006564250,2015-01-01,1,0
21935006564500,2015-01-01,4,3
21935006564750,2015-01-01,1,1
21935006565000,2015-01-01,2,15
21935006566000,2015-01-01,2,1
21935006566250,2015-01-01,5,2
21935006566500,2015-01-01,8,32
21935006566750,2015-01-01,10,5
21935006567000,2015-01-01,7,128
21935006567250,2015-01-01,2,36
21935006567500,2015-01-01,53,325
21935006567750,2015-01-01,45,269
21935006568000,2015-01-01,43,174
21935006568250,2015-01-01,11,60
21935006568500,2015-01-01,10,5
21935006568750,2015-01-01,4,5
21935006569000,2015-01-01,15,271
21935006569250,2015-01-01,6,24
21935006569500,2015-01-01,2,0
21935006569750,2015-01-01,13,20
21935006570000,2015-01-01,6,9
21935006570250,2015-01-01,1,0
21935006570500,2015-01-01,12,19
21935006570750,2015-01-01,10,157
21935006571000,2015-01-01,7,1
21935006571250,2015-01-01,3,1
21935006572000,2015-01-01,13,49
21935006572250,2015-01-01,14,28
21935006572500,2015-01-01,5,0
21935006572750,2015-01-01,8,4
21935006573000,2015-01-01,2,1
21935006573500,2015-01-01,22,8
21935006574000,2015-01-01,6,2
21935006574250,2015-01-01,9,7
21935006574500,2015-01-01,5,2
21935006574750,2015-01-01,1,1
21935006575000,2015-01-01,2,0
21935006575250,2015-01-01,1,0
21935006577000,2015-01-01,1,0
21935006577500,2015-01-01,1,0
21935006577750,2015-01-01,3,0
21935006578250,2015-01-01,1,0
21935006581000,2015-01-01,1,0
21937506560250,2015-01-01,1,0
21937506561750,2015-01-01,1,0
21937506563750,2015-01-01,2,1
21937506564000,2015-01-01,2,0
21937506564250,2015-01-01,3,3
21937506564500,2015-01-01,8,3
21937506564750,2015-01-01,7,3
21937506565000,2015-01-01,11,26
21937506565250,2015-01-01,2,28
21937506565500,2015-01-01,2,2
21937506565750,2015-01-01,2,1
21937506566000,2015-01-01,3,0
21937506566250,2015-01-01,3,0
21937506566500,2015-01-01,6,8
21937506566750,2015-01-01,2,0
21937506567000,2015-01-01,2,0
21937506567250,2015-01-01,10,0
21937506567500,2015-01-01,28,76
21937506567750,2015-01-01,82,287
21937506568000,2015-01-01,20,12
21937506568250,2015-01-01,3,1
21937506568500,2015-01-01,4,26
21937506568750,2015-01-01,10,4
21937506569000,2015-01-01,3,9
21937506569250,2015-01-01,3,0
21937506569750,2015-01-01,4,3
21937506570250,2015-01-01,11,75
21937506570500,2015-01-01,10,0
21937506570750,2015-01-01,4,3
21937506571000,2015-01-01,3,20
21937506571250,2015-01-01,1,10
21937506571750,2015-01-01,8,101
21937506572000,2015-01-01,6,2
21937506572250,2015-01-01,6,7
21937506572500,2015-01-01,1,2
21937506572750,2015-01-01,6,55
21937506573000,2015-01-01,2,2
21937506573750,2015-01-01,1,0
21937506574000,2015-01-01,1,0
21937506574500,2015-01-01,2,0
21937506574750,2015-01-01,1,0
21937506575000,2015-01-01,3,0
21937506575250,2015-01-01,2,0
21937506577000,2015-01-01,2,2
21937506577250,2015-01-01,4,1
21937506577500,2015-01-01,3,2
21937506577750,2015-01-01,4,2
21937506578000,2015-01-01,1,0
21937506578500,2015-01-01,1,10
21937506578750,2015-01-01,1,0
21937506579000,2015-01-01,1,0
21940006560250,2015-01-01,2,0
21940006561250,2015-01-01,1,0
21940006561500,2015-01-01,3,0
21940006562000,2015-01-01,1,0
21940006562250,2015-01-01,2,0
21940006564000,2015-01-01,1,1
21940006564250,2015-01-01,3,2
21940006564500,2015-01-01,6,1
21940006564750,2015-01-01,2,0
21940006565000,2015-01-01,7,17
21940006565250,2015-01-01,1,0
21940006565500,2015-01-01,2,0
21940006565750,2015-01-01,4,0
21940006566000,2015-01-01,3,4
21940006566250,2015-01-01,10,6
21940006566500,2015-01-01,5,1
21940006566750,2015-01-01,6,12
21940006567000,2015-01-01,3,0
21940006567250,2015-01-01,33,29
21940006567500,2015-01-01,65,147
21940006567750,2015-01-01,59,250
21940006568000,2015-01-01,13,4
21940006568250,2015-01-01,6,2
21940006568500,2015-01-01,3,17
21940006568750,2015-01-01,11,48
21940006569000,2015-01-01,14,204
21940006569250,2015-01-01,3,0
21940006570000,2015-01-01,1,26
21940006570250,2015-01-01,3,0
21940006570500,2015-01-01,10,0
21940006570750,2015-01-01,11,41
21940006571000,2015-01-01,3,9
21940006571250,2015-01-01,3,23
21940006571500,2015-01-01,6,192
21940006571750,2015-01-01,7,15
21940006572000,2015-01-01,1,0
21940006572500,2015-01-01,1,0
21940006572750,2015-01-01,3,10
21940006573000,2015-01-01,4,5
21940006573250,2015-01-01,2,0
21940006573750,2015-01-01,1,0
21940006576000,2015-01-01,1,0
21940006576250,2015-01-01,2,7
21940006576500,2015-01-01,4,4
21940006576750,2015-01-01,5,15
21940006577000,2015-01-01,1,0
21940006577250,2015-01-01,1,0
21940006577500,2015-01-01,1,0
21940006578000,2015-01-01,1,0
21940006578250,2015-01-01,3,1
21940006581000,2015-01-01,2,0
21942506560000,2015-01-01,1,0
21942506560750,2015-01-01,8,49
21942506563000,2015-01-01,1,0
21942506563750,2015-01-01,3,0
21942506564000,2015-01-01,4,68
21942506564500,2015-01-01,4,2
21942506564750,2015-01-01,4,6
21942506565000,2015-01-01,12,8
21942506565250,2015-01-01,2,0
21942506565500,2015-01-01,2,0
21942506565750,2015-01-01,7,44
