ogc_fid;SSBID250M;est_tot;emp_tot
1;19252506617000;1;0
2;19252506617250;2;0
3;19252506618500;1;0
4;19255006617000;2;0
5;19255006617250;1;0
6;19255006617500;3;15
7;19257506617000;3;0
8;19257506617250;2;4
9;19387506630750;1;0
10;19390006630500;2;9
11;19390006630750;1;0
12;19392506630250;3;0
13;19392506630500;3;0
14;19392506630750;3;0
15;19392506631000;2;0
16;19395006630750;2;6
17;19400006603750;1;0
18;19402506602250;1;0
19;19402506602500;3;0
20;19402506602750;4;1
21;19402506603750;4;0
22;19402506604750;2;0
23;19402506782500;1;0
24;19405006600750;3;0
25;19405006601000;2;0
26;19405006601250;1;0
27;19405006601500;2;0
28;19405006601750;1;0
29;19405006602000;1;1
30;19405006602250;1;0
31;19405006602750;3;0
32;19405006603750;1;0
33;19405006604000;1;0
34;19405006604750;4;2
35;19407506600750;2;1
36;19407506601500;1;0
37;19407506602000;1;0
38;19407506603250;2;15
39;19407506604250;2;12
40;19407506605000;1;0
41;19407506605250;3;0
42;19407506606000;1;0
43;19407506606500;2;0
44;19407506606750;6;6
45;19407506607000;1;0
46;19410006600000;2;5
47;19410006600500;4;0
48;19410006600750;1;0
49;19410006605500;4;7
50;19410006605750;1;0
51;19410006606250;3;2
52;19410006606500;1;0
53;19410006606750;4;0
54;19410006782000;1;0
55;19412506600500;1;0
56;19412506603000;1;0
57;19412506603750;2;0
58;19412506604750;1;0
59;19412506605000;3;5
60;19412506605250;1;0
61;19412506605500;1;0
62;19412506605750;1;0
63;19412506606000;1;0
64;19412506606250;3;1
65;19412506606500;1;0
66;19412506609250;3;22
67;19412506609500;13;30
68;19412506609750;9;10
69;19412506610000;17;58
70;19412506610250;3;28
71;19412506610500;3;1
72;19412506782250;2;248
73;19412506782500;1;1
74;19412506783000;1;0
75;19415006598250;2;1
76;19415006600250;1;2
77;19415006603500;1;0
78;19415006604500;1;0
79;19415006605000;2;7
80;19415006605500;2;8
81;19415006605750;2;21
82;19415006606000;2;0
83;19415006606500;1;2
84;19415006606750;4;0
85;19415006607000;5;1
86;19415006607250;1;0
87;19415006607500;1;0
88;19415006607750;1;0
89;19415006608000;1;0
90;19415006609250;3;12
91;19415006609500;5;39
92;19415006609750;3;1
93;19415006610000;2;0
94;19415006610250;9;5
95;19415006610500;3;0
96;19415006623250;1;0
97;19415006623500;1;0
98;19415006771500;1;1
99;19415006782000;4;42
100;19415006782250;1;2
101;19417506597750;1;0
102;19417506598000;3;0
103;19417506600000;1;0
104;19417506600250;1;0
105;19417506605750;2;3
106;19417506606500;1;0
107;19417506606750;1;0
108;19417506607250;3;2
109;19417506607500;2;3
110;19417506607750;2;0
111;19417506608000;1;0
112;19417506609250;2;31
113;19417506609500;3;3
114;19417506609750;3;0
115;19417506610000;7;35
116;19417506610250;12;49
117;19417506610500;3;0
118;19417506781250;1;0
119;19417506782000;2;11
120;19420006598000;3;5
121;19420006598250;1;0
122;19420006598500;1;0
123;19420006599750;1;0
124;19420006606000;5;4
125;19420006606250;1;0
126;19420006606750;1;0
127;19420006607250;3;0
128;19420006608250;5;3
129;19420006608500;4;13
130;19420006609250;3;0
131;19420006609500;12;71
132;19420006609750;11;45
133;19420006610000;39;196
134;19420006610250;30;106
135;19420006610500;19;86
136;19420006610750;9;5
137;19420006611250;12;31
138;19420006612250;1;0
139;19420006623250;1;1
140;19420006623500;1;0
141;19420006779250;1;0
142;19420006781250;1;0
143;19420006782250;1;0
144;19422506598000;4;1
145;19422506607500;1;0
146;19422506607750;5;52
147;19422506608000;5;30
148;19422506608250;4;7
149;19422506608500;1;0
150;19422506608750;8;3
151;19422506609000;4;2
152;19422506609250;6;6
153;19422506609500;1;0
154;19422506609750;7;385
155;19422506610000;4;4
156;19422506610250;1;4
157;19422506610500;2;2
158;19422506610750;6;0
159;19422506611000;4;0
160;19422506611250;4;2
161;19422506611500;2;2
162;19422506611750;1;0
163;19422506612000;5;5
164;19422506612250;7;3
165;19422506781250;1;0
166;19422506781750;3;0
167;19425006599250;2;0
168;19425006608250;2;0
169;19425006608500;5;5
170;19425006608750;6;0
171;19425006609000;4;0
172;19425006609250;8;8
173;19425006609500;2;2
174;19425006609750;9;81
175;19425006610000;4;0
176;19425006610250;2;29
177;19425006610750;2;0
178;19425006611000;6;12
179;19425006611250;4;25
180;19425006611500;4;5
181;19425006611750;4;3
182;19425006612000;1;2
183;19425006781750;1;0
184;19427506597250;1;0
185;19427506597500;1;1
186;19427506597750;1;0
187;19427506598000;1;33
188;19427506598250;7;25
189;19427506607250;1;1
190;19427506607750;1;1
191;19427506608000;2;0
192;19427506608250;2;0
193;19427506608500;2;1
194;19427506608750;2;0
195;19427506609000;3;0
196;19427506609250;3;2
197;19427506609500;4;1
198;19427506609750;6;0
199;19427506610250;3;0
200;19427506610500;9;8
201;19427506610750;5;7
202;19427506611000;3;1
203;19427506611250;2;3
204;19427506611500;6;28
205;19427506611750;6;13
206;19427506811000;1;0
207;19430006597000;1;0
208;19430006597500;2;0
209;19430006598000;2;10
210;19430006598250;6;25
211;19430006607750;1;1
212;19430006609500;7;20
213;19430006609750;8;9
214;19430006610000;5;2
215;19430006610500;6;8
216;19430006611000;3;0
217;19430006611250;4;1
218;19430006611500;1;0
219;19430006614000;3;0
220;19430006614250;6;0
221;19430006614500;1;0
222;19430006807500;1;0
223;19432506596750;1;0
224;19432506597000;1;0
225;19432506597250;1;0
226;19432506597500;5;27
227;19432506597750;1;1
228;19432506598000;1;0
229;19432506598250;2;2
230;19432506609500;1;0
231;19432506610500;4;2
232;19432506610750;1;1
233;19432506611000;2;0
234;19432506611250;9;21
235;19432506611500;1;0
236;19432506611750;5;4
237;19432506612000;3;1
238;19432506614000;1;0
239;19432506614250;7;3
240;19432506614500;2;0
241;19432506757750;1;0
242;19432506760250;1;0
243;19432506765750;1;0
244;19432506766000;1;0
245;19432506768250;1;0
246;19432506768500;1;0
247;19432506808250;1;0
248;19432506811500;2;0
249;19432506811750;1;0
250;19435006596750;3;3
251;19435006597000;5;1
252;19435006597250;2;0
253;19435006597500;6;3
254;19435006597750;3;0
255;19435006611500;1;0
256;19435006613250;2;0
257;19435006613500;4;7
258;19435006613750;1;10
259;19435006614000;1;2
260;19435006760000;1;1
261;19435006764500;1;0
262;19435006766000;1;0
263;19435006767500;2;3
264;19435006768250;5;5
265;19435006768500;1;0
266;19437506597000;7;9
267;19437506597250;18;20
268;19437506597500;9;12
269;19437506597750;3;259
270;19437506609250;1;0
271;19437506611500;1;0
272;19437506613000;2;0
273;19437506613250;2;0
274;19437506613500;4;1
275;19437506613750;1;0
276;19437506614000;2;1
277;19437506616750;3;0
278;19437506617000;1;0
279;19437506617250;1;0
280;19437506618000;1;0
281;19437506757500;4;1
282;19437506763750;1;0
283;19437506766000;2;0
284;19440006597000;3;88
285;19440006597250;38;119
286;19440006597500;24;130
287;19440006597750;2;0
288;19440006598000;4;1
289;19440006612750;1;0
290;19440006613000;2;1
291;19440006613250;2;0
292;19440006613500;8;0
293;19440006613750;8;47
294;19440006614000;9;0
295;19440006614250;7;0
296;19440006616750;6;4
297;19440006617250;1;11
298;19440006617750;1;0
299;19440006760500;2;29
300;19440006763750;1;3
301;19440006768000;1;0
302;19442506597250;4;2
303;19442506597500;4;59
304;19442506597750;3;7
305;19442506611250;1;0
306;19442506613000;3;3
307;19442506613250;1;0
308;19442506613500;3;1
309;19442506613750;6;3
310;19442506614000;2;2
311;19442506614250;1;0
312;19442506616500;2;0
313;19442506616750;1;0
314;19442506757500;2;2
315;19442506757750;1;0
316;19442506759750;3;1
317;19442506760250;1;0
318;19442506764000;1;0
319;19442506768000;1;0
320;19445006596750;21;930
321;19445006597000;6;5
322;19445006597250;8;1
323;19445006597500;3;1
324;19445006597750;1;0
325;19445006598000;1;0
326;19445006611500;1;0
327;19445006612750;1;0
328;19445006613000;3;0
329;19445006613250;15;57
330;19445006613500;4;12
331;19445006613750;6;1
332;19445006614000;9;1
333;19445006614750;2;0
334;19445006616750;1;0
335;19445006646750;1;4
336;19445006757750;1;16
337;19445006763000;2;1
338;19447506596750;3;1
339;19447506597250;7;0
340;19447506597500;1;0
341;19447506597750;7;0
342;19447506598250;1;0
343;19447506598750;1;0
344;19447506611750;2;88
345;19447506612250;1;0
346;19447506612500;3;0
347;19447506612750;3;2
348;19447506613000;4;10
349;19447506613250;4;2
350;19447506613500;1;0
351;19447506613750;2;4
352;19447506614000;1;7
353;19447506614500;4;1
354;19447506614750;2;0
