Kommune,Årstall,Bygningstype,Antall
Porsgrunn,01.01.2019,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5
Porsgrunn,01.01.2019,Våningshus,0
Porsgrunn,01.01.2019,"Del av tomannsbolig, vertikaldelt",23
Porsgrunn,01.01.2019,"Tomannsbolig, horisontaldelt",6
Porsgrunn,01.01.2019,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Porsgrunn,01.01.2019,"Våningshus tomannsbolig, horisontaltdelt",0
Porsgrunn,01.01.2019,Rekkehus,13
Porsgrunn,01.01.2019,Kjedehus inkl.atriumhus,14
Porsgrunn,01.01.2019,Terrassehus,0
Porsgrunn,01.01.2019,Andre småhus med 3 boliger eller flere,11
Porsgrunn,01.01.2019,Store frittliggende boligbygg på 2 etasjer,6
Porsgrunn,01.01.2019,Store frittliggende boligbygg på 3 og 4 etasjer,22
Porsgrunn,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,15
Porsgrunn,01.01.2019,Stort sammenbygd boligbygg på 2 etasjer,0
Porsgrunn,01.01.2019,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Porsgrunn,01.01.2019,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Porsgrunn,01.01.2019,Bo- og servicesenter,0
Porsgrunn,01.01.2019,Studenthjem/studentboliger,20
Porsgrunn,01.01.2019,Annen bygning for bofellesskap,0
Porsgrunn,01.01.2019,Andre bygg enn boligbygg,2
Porsgrunn,01.01.2020,Enebolig,15
Porsgrunn,01.01.2020,"Enebolig med hybelleilighet, sokkelleilighet o.l.",4
Porsgrunn,01.01.2020,Våningshus,0
Porsgrunn,01.01.2020,"Del av tomannsbolig, vertikaldelt",8
Porsgrunn,01.01.2020,"Tomannsbolig, horisontaldelt",0
Porsgrunn,01.01.2020,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Porsgrunn,01.01.2020,"Våningshus tomannsbolig, horisontaltdelt",0
Porsgrunn,01.01.2020,Rekkehus,16
Porsgrunn,01.01.2020,Kjedehus inkl.atriumhus,5
Porsgrunn,01.01.2020,Terrassehus,0
Porsgrunn,01.01.2020,Andre småhus med 3 boliger eller flere,0
Porsgrunn,01.01.2020,Store frittliggende boligbygg på 2 etasjer,0
Porsgrunn,01.01.2020,Store frittliggende boligbygg på 3 og 4 etasjer,19
Porsgrunn,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,0
Porsgrunn,01.01.2020,Stort sammenbygd boligbygg på 2 etasjer,0
Porsgrunn,01.01.2020,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Porsgrunn,01.01.2020,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Porsgrunn,01.01.2020,Bo- og servicesenter,0
Porsgrunn,01.01.2020,Studenthjem/studentboliger,0
Porsgrunn,01.01.2020,Annen bygning for bofellesskap,0
Porsgrunn,01.01.2020,Andre bygg enn boligbygg,4
Porsgrunn,01.01.2021,Enebolig,24
Porsgrunn,01.01.2021,"Enebolig med hybelleilighet, sokkelleilighet o.l.",4
Porsgrunn,01.01.2021,Våningshus,0
Porsgrunn,01.01.2021,"Del av tomannsbolig, vertikaldelt",12
Porsgrunn,01.01.2021,"Tomannsbolig, horisontaldelt",0
Porsgrunn,01.01.2021,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Porsgrunn,01.01.2021,"Våningshus tomannsbolig, horisontaltdelt",0
Porsgrunn,01.01.2021,Rekkehus,15
Porsgrunn,01.01.2021,Kjedehus inkl.atriumhus,26
Porsgrunn,01.01.2021,Terrassehus,0
Porsgrunn,01.01.2021,Andre småhus med 3 boliger eller flere,9
Porsgrunn,01.01.2021,Store frittliggende boligbygg på 2 etasjer,0
Porsgrunn,01.01.2021,Store frittliggende boligbygg på 3 og 4 etasjer,17
Porsgrunn,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,61
Porsgrunn,01.01.2021,Stort sammenbygd boligbygg på 2 etasjer,0
Porsgrunn,01.01.2021,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Porsgrunn,01.01.2021,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Porsgrunn,01.01.2021,Bo- og servicesenter,0
Porsgrunn,01.01.2021,Studenthjem/studentboliger,0
Porsgrunn,01.01.2021,Annen bygning for bofellesskap,0
Porsgrunn,01.01.2021,Andre bygg enn boligbygg,1
Porsgrunn,01.01.2022,Enebolig,25
Porsgrunn,01.01.2022,"Enebolig med hybelleilighet, sokkelleilighet o.l.",2
Porsgrunn,01.01.2022,Våningshus,0
Porsgrunn,01.01.2022,"Del av tomannsbolig, vertikaldelt",18
Porsgrunn,01.01.2022,"Tomannsbolig, horisontaldelt",8
Porsgrunn,01.01.2022,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Porsgrunn,01.01.2022,"Våningshus tomannsbolig, horisontaltdelt",0
Porsgrunn,01.01.2022,Rekkehus,8
Porsgrunn,01.01.2022,Kjedehus inkl.atriumhus,0
Porsgrunn,01.01.2022,Terrassehus,0
Porsgrunn,01.01.2022,Andre småhus med 3 boliger eller flere,16
Porsgrunn,01.01.2022,Store frittliggende boligbygg på 2 etasjer,6
Porsgrunn,01.01.2022,Store frittliggende boligbygg på 3 og 4 etasjer,29
Porsgrunn,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,37
Porsgrunn,01.01.2022,Stort sammenbygd boligbygg på 2 etasjer,0
Porsgrunn,01.01.2022,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Porsgrunn,01.01.2022,Stort sammenbygd boligbygg på 5 etasjer eller over,15
Porsgrunn,01.01.2022,Bo- og servicesenter,0
Porsgrunn,01.01.2022,Studenthjem/studentboliger,0
Porsgrunn,01.01.2022,Annen bygning for bofellesskap,0
Porsgrunn,01.01.2022,Andre bygg enn boligbygg,0
Porsgrunn,01.01.2023,Enebolig,18
Porsgrunn,01.01.2023,"Enebolig med hybelleilighet, sokkelleilighet o.l.",10
Porsgrunn,01.01.2023,Våningshus,0
Porsgrunn,01.01.2023,"Del av tomannsbolig, vertikaldelt",12
Porsgrunn,01.01.2023,"Tomannsbolig, horisontaldelt",0
Porsgrunn,01.01.2023,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Porsgrunn,01.01.2023,"Våningshus tomannsbolig, horisontaltdelt",0
Porsgrunn,01.01.2023,Rekkehus,7
Porsgrunn,01.01.2023,Kjedehus inkl.atriumhus,7
Porsgrunn,01.01.2023,Terrassehus,0
Porsgrunn,01.01.2023,Andre småhus med 3 boliger eller flere,16
Porsgrunn,01.01.2023,Store frittliggende boligbygg på 2 etasjer,0
Porsgrunn,01.01.2023,Store frittliggende boligbygg på 3 og 4 etasjer,12
Porsgrunn,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,0
Porsgrunn,01.01.2023,Stort sammenbygd boligbygg på 2 etasjer,0
Porsgrunn,01.01.2023,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Porsgrunn,01.01.2023,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Porsgrunn,01.01.2023,Bo- og servicesenter,0
Porsgrunn,01.01.2023,Studenthjem/studentboliger,232
Porsgrunn,01.01.2023,Annen bygning for bofellesskap,0
Porsgrunn,01.01.2023,Andre bygg enn boligbygg,2
Porsgrunn,01.01.2024,Enebolig,13
Porsgrunn,01.01.2024,"Enebolig med hybelleilighet, sokkelleilighet o.l.",1
Porsgrunn,01.01.2024,Våningshus,1
Porsgrunn,01.01.2024,"Del av tomannsbolig, vertikaldelt",0
Porsgrunn,01.01.2024,"Tomannsbolig, horisontaldelt",0
Porsgrunn,01.01.2024,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Porsgrunn,01.01.2024,"Våningshus tomannsbolig, horisontaltdelt",0
Porsgrunn,01.01.2024,Rekkehus,0
Porsgrunn,01.01.2024,Kjedehus inkl.atriumhus,2
Porsgrunn,01.01.2024,Terrassehus,0
Porsgrunn,01.01.2024,Andre småhus med 3 boliger eller flere,15
Porsgrunn,01.01.2024,Store frittliggende boligbygg på 2 etasjer,0
Porsgrunn,01.01.2024,Store frittliggende boligbygg på 3 og 4 etasjer,0
Porsgrunn,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,26
Porsgrunn,01.01.2024,Stort sammenbygd boligbygg på 2 etasjer,0
Porsgrunn,01.01.2024,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Porsgrunn,01.01.2024,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Porsgrunn,01.01.2024,Bo- og servicesenter,0
Porsgrunn,01.01.2024,Studenthjem/studentboliger,0
Porsgrunn,01.01.2024,Annen bygning for bofellesskap,0
Porsgrunn,01.01.2024,Andre bygg enn boligbygg,0
Porsgrunn,01.01.2025,Enebolig,16
Porsgrunn,01.01.2025,"Enebolig med hybelleilighet, sokkelleilighet o.l.",2
Porsgrunn,01.01.2025,Våningshus,0
Porsgrunn,01.01.2025,"Del av tomannsbolig, vertikaldelt",3
Porsgrunn,01.01.2025,"Tomannsbolig, horisontaldelt",2
Porsgrunn,01.01.2025,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Porsgrunn,01.01.2025,"Våningshus tomannsbolig, horisontaltdelt",0
Porsgrunn,01.01.2025,Rekkehus,0
Porsgrunn,01.01.2025,Kjedehus inkl.atriumhus,0
Porsgrunn,01.01.2025,Terrassehus,0
Porsgrunn,01.01.2025,Andre småhus med 3 boliger eller flere,0
Porsgrunn,01.01.2025,Store frittliggende boligbygg på 2 etasjer,0
Porsgrunn,01.01.2025,Store frittliggende boligbygg på 3 og 4 etasjer,0
Porsgrunn,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,0
Porsgrunn,01.01.2025,Stort sammenbygd boligbygg på 2 etasjer,0
Porsgrunn,01.01.2025,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Porsgrunn,01.01.2025,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Porsgrunn,01.01.2025,Bo- og servicesenter,0
Porsgrunn,01.01.2025,Studenthjem/studentboliger,0
Porsgrunn,01.01.2025,Annen bygning for bofellesskap,0
Porsgrunn,01.01.2025,Andre bygg enn boligbygg,1
Skien,01.01.2000,Enebolig,53
Skien,01.01.2000,"Enebolig med hybelleilighet, sokkelleilighet o.l.",11
Skien,01.01.2000,Våningshus,1
Skien,01.01.2000,"Del av tomannsbolig, vertikaldelt",16
Skien,01.01.2000,"Tomannsbolig, horisontaldelt",2
Skien,01.01.2000,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2000,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2000,Rekkehus,2
Skien,01.01.2000,Kjedehus inkl.atriumhus,0
Skien,01.01.2000,Terrassehus,0
Skien,01.01.2000,Andre småhus med 3 boliger eller flere,30
Skien,01.01.2000,Store frittliggende boligbygg på 2 etasjer,0
Skien,01.01.2000,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,01.01.2000,Stort sammenbygd boligbygg på 2 etasjer,42
Skien,01.01.2000,Stort sammenbygd boligbygg på 3 og 4 etasjer,32
Skien,01.01.2000,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,01.01.2000,Bo- og servicesenter,0
Skien,01.01.2000,Studenthjem/studentboliger,0
Skien,01.01.2000,Annen bygning for bofellesskap,0
Skien,01.01.2000,Andre bygg enn boligbygg,1
Skien,01.01.2001,Enebolig,65
Skien,01.01.2001,"Enebolig med hybelleilighet, sokkelleilighet o.l.",19
Skien,01.01.2001,Våningshus,2
Skien,01.01.2001,"Del av tomannsbolig, vertikaldelt",19
Skien,01.01.2001,"Tomannsbolig, horisontaldelt",20
Skien,01.01.2001,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2001,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2001,Rekkehus,8
Skien,01.01.2001,Kjedehus inkl.atriumhus,0
Skien,01.01.2001,Terrassehus,0
Skien,01.01.2001,Andre småhus med 3 boliger eller flere,16
Skien,01.01.2001,Store frittliggende boligbygg på 2 etasjer,0
Skien,01.01.2001,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,39
Skien,01.01.2001,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,01.01.2001,Stort sammenbygd boligbygg på 3 og 4 etasjer,36
Skien,01.01.2001,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,01.01.2001,Bo- og servicesenter,0
Skien,01.01.2001,Studenthjem/studentboliger,0
Skien,01.01.2001,Annen bygning for bofellesskap,0
Skien,01.01.2001,Andre bygg enn boligbygg,8
Skien,01.01.2002,Enebolig,65
Skien,01.01.2002,"Enebolig med hybelleilighet, sokkelleilighet o.l.",20
Skien,01.01.2002,Våningshus,5
Skien,01.01.2002,"Del av tomannsbolig, vertikaldelt",23
Skien,01.01.2002,"Tomannsbolig, horisontaldelt",2
Skien,01.01.2002,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2002,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2002,Rekkehus,3
Skien,01.01.2002,Kjedehus inkl.atriumhus,0
Skien,01.01.2002,Terrassehus,0
Skien,01.01.2002,Andre småhus med 3 boliger eller flere,7
Skien,01.01.2002,Store frittliggende boligbygg på 2 etasjer,28
Skien,01.01.2002,Store frittliggende boligbygg på 3 og 4 etasjer,15
Skien,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,01.01.2002,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,01.01.2002,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,01.01.2002,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,01.01.2002,Bo- og servicesenter,0
Skien,01.01.2002,Studenthjem/studentboliger,0
Skien,01.01.2002,Annen bygning for bofellesskap,0
Skien,01.01.2002,Andre bygg enn boligbygg,2
Skien,01.01.2003,Enebolig,39
Skien,01.01.2003,"Enebolig med hybelleilighet, sokkelleilighet o.l.",17
Skien,01.01.2003,Våningshus,2
Skien,01.01.2003,"Del av tomannsbolig, vertikaldelt",4
Skien,01.01.2003,"Tomannsbolig, horisontaldelt",0
Skien,01.01.2003,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2003,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2003,Rekkehus,0
Skien,01.01.2003,Kjedehus inkl.atriumhus,0
Skien,01.01.2003,Terrassehus,0
Skien,01.01.2003,Andre småhus med 3 boliger eller flere,20
Skien,01.01.2003,Store frittliggende boligbygg på 2 etasjer,14
Skien,01.01.2003,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,01.01.2003,Stort sammenbygd boligbygg på 2 etasjer,40
Skien,01.01.2003,Stort sammenbygd boligbygg på 3 og 4 etasjer,32
Skien,01.01.2003,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,01.01.2003,Bo- og servicesenter,0
Skien,01.01.2003,Studenthjem/studentboliger,0
Skien,01.01.2003,Annen bygning for bofellesskap,0
Skien,01.01.2003,Andre bygg enn boligbygg,0
Skien,01.01.2004,Enebolig,29
Skien,01.01.2004,"Enebolig med hybelleilighet, sokkelleilighet o.l.",20
Skien,01.01.2004,Våningshus,1
Skien,01.01.2004,"Del av tomannsbolig, vertikaldelt",28
Skien,01.01.2004,"Tomannsbolig, horisontaldelt",4
Skien,01.01.2004,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2004,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2004,Rekkehus,0
Skien,01.01.2004,Kjedehus inkl.atriumhus,0
Skien,01.01.2004,Terrassehus,0
Skien,01.01.2004,Andre småhus med 3 boliger eller flere,13
Skien,01.01.2004,Store frittliggende boligbygg på 2 etasjer,0
Skien,01.01.2004,Store frittliggende boligbygg på 3 og 4 etasjer,43
Skien,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,01.01.2004,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,01.01.2004,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,01.01.2004,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,01.01.2004,Bo- og servicesenter,0
Skien,01.01.2004,Studenthjem/studentboliger,0
Skien,01.01.2004,Annen bygning for bofellesskap,0
Skien,01.01.2004,Andre bygg enn boligbygg,21
Skien,01.01.2005,Enebolig,38
Skien,01.01.2005,"Enebolig med hybelleilighet, sokkelleilighet o.l.",20
Skien,01.01.2005,Våningshus,2
Skien,01.01.2005,"Del av tomannsbolig, vertikaldelt",9
Skien,01.01.2005,"Tomannsbolig, horisontaldelt",14
Skien,01.01.2005,"Del av våninghus  tomannsbustad, vertikaltdelt",1
Skien,01.01.2005,"Våningshus tomannsbolig, horisontaltdelt",2
Skien,01.01.2005,Rekkehus,12
Skien,01.01.2005,Kjedehus inkl.atriumhus,0
Skien,01.01.2005,Terrassehus,3
Skien,01.01.2005,Andre småhus med 3 boliger eller flere,21
Skien,01.01.2005,Store frittliggende boligbygg på 2 etasjer,6
Skien,01.01.2005,Store frittliggende boligbygg på 3 og 4 etasjer,71
Skien,01.01.2005,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,01.01.2005,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,01.01.2005,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,01.01.2005,Stort sammenbygd boligbygg på 5 etasjer eller over,16
Skien,01.01.2005,Bo- og servicesenter,12
Skien,01.01.2005,Studenthjem/studentboliger,0
Skien,01.01.2005,Annen bygning for bofellesskap,6
Skien,01.01.2005,Andre bygg enn boligbygg,1
Skien,01.01.2006,Enebolig,24
Skien,01.01.2006,"Enebolig med hybelleilighet, sokkelleilighet o.l.",12
Skien,01.01.2006,Våningshus,0
Skien,01.01.2006,"Del av tomannsbolig, vertikaldelt",26
Skien,01.01.2006,"Tomannsbolig, horisontaldelt",8
Skien,01.01.2006,"Del av våninghus  tomannsbustad, vertikaltdelt",1
Skien,01.01.2006,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2006,Rekkehus,6
Skien,01.01.2006,Kjedehus inkl.atriumhus,0
Skien,01.01.2006,Terrassehus,0
Skien,01.01.2006,Andre småhus med 3 boliger eller flere,32
Skien,01.01.2006,Store frittliggende boligbygg på 2 etasjer,19
Skien,01.01.2006,Store frittliggende boligbygg på 3 og 4 etasjer,36
Skien,01.01.2006,Store frittliggende boligbygg på 5 etasjer eller over,6
Skien,01.01.2006,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,01.01.2006,Stort sammenbygd boligbygg på 3 og 4 etasjer,6
Skien,01.01.2006,Stort sammenbygd boligbygg på 5 etasjer eller over,26
Skien,01.01.2006,Bo- og servicesenter,0
Skien,01.01.2006,Studenthjem/studentboliger,0
Skien,01.01.2006,Annen bygning for bofellesskap,0
Skien,01.01.2006,Andre bygg enn boligbygg,1
Skien,01.01.2007,Enebolig,43
Skien,01.01.2007,"Enebolig med hybelleilighet, sokkelleilighet o.l.",7
Skien,01.01.2007,Våningshus,1
Skien,01.01.2007,"Del av tomannsbolig, vertikaldelt",17
Skien,01.01.2007,"Tomannsbolig, horisontaldelt",12
Skien,01.01.2007,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2007,"Våningshus tomannsbolig, horisontaltdelt",2
Skien,01.01.2007,Rekkehus,8
Skien,01.01.2007,Kjedehus inkl.atriumhus,0
Skien,01.01.2007,Terrassehus,0
Skien,01.01.2007,Andre småhus med 3 boliger eller flere,35
Skien,01.01.2007,Store frittliggende boligbygg på 2 etasjer,17
Skien,01.01.2007,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,01.01.2007,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,01.01.2007,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,01.01.2007,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,01.01.2007,Stort sammenbygd boligbygg på 5 etasjer eller over,53
Skien,01.01.2007,Bo- og servicesenter,0
Skien,01.01.2007,Studenthjem/studentboliger,0
Skien,01.01.2007,Annen bygning for bofellesskap,0
Skien,01.01.2007,Andre bygg enn boligbygg,1
Skien,01.01.2008,Enebolig,47
Skien,01.01.2008,"Enebolig med hybelleilighet, sokkelleilighet o.l.",11
Skien,01.01.2008,Våningshus,0
Skien,01.01.2008,"Del av tomannsbolig, vertikaldelt",10
Skien,01.01.2008,"Tomannsbolig, horisontaldelt",2
Skien,01.01.2008,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2008,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2008,Rekkehus,6
Skien,01.01.2008,Kjedehus inkl.atriumhus,0
Skien,01.01.2008,Terrassehus,0
Skien,01.01.2008,Andre småhus med 3 boliger eller flere,0
Skien,01.01.2008,Store frittliggende boligbygg på 2 etasjer,0
Skien,01.01.2008,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,01.01.2008,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,01.01.2008,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,01.01.2008,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,01.01.2008,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,01.01.2008,Bo- og servicesenter,0
Skien,01.01.2008,Studenthjem/studentboliger,0
Skien,01.01.2008,Annen bygning for bofellesskap,0
Skien,01.01.2008,Andre bygg enn boligbygg,0
Skien,01.01.2009,Enebolig,30
Skien,01.01.2009,"Enebolig med hybelleilighet, sokkelleilighet o.l.",10
Skien,01.01.2009,Våningshus,0
Skien,01.01.2009,"Del av tomannsbolig, vertikaldelt",12
Skien,01.01.2009,"Tomannsbolig, horisontaldelt",2
Skien,01.01.2009,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2009,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2009,Rekkehus,5
Skien,01.01.2009,Kjedehus inkl.atriumhus,0
Skien,01.01.2009,Terrassehus,0
Skien,01.01.2009,Andre småhus med 3 boliger eller flere,4
Skien,01.01.2009,Store frittliggende boligbygg på 2 etasjer,0
Skien,01.01.2009,Store frittliggende boligbygg på 3 og 4 etasjer,29
Skien,01.01.2009,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,01.01.2009,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,01.01.2009,Stort sammenbygd boligbygg på 3 og 4 etasjer,10
Skien,01.01.2009,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,01.01.2009,Bo- og servicesenter,0
Skien,01.01.2009,Studenthjem/studentboliger,0
Skien,01.01.2009,Annen bygning for bofellesskap,0
Skien,01.01.2009,Andre bygg enn boligbygg,3
Skien,01.01.2010,Enebolig,20
Skien,01.01.2010,"Enebolig med hybelleilighet, sokkelleilighet o.l.",3
Skien,01.01.2010,Våningshus,1
Skien,01.01.2010,"Del av tomannsbolig, vertikaldelt",21
Skien,01.01.2010,"Tomannsbolig, horisontaldelt",0
Skien,01.01.2010,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2010,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2010,Rekkehus,1
Skien,01.01.2010,Kjedehus inkl.atriumhus,0
Skien,01.01.2010,Terrassehus,0
Skien,01.01.2010,Andre småhus med 3 boliger eller flere,0
Skien,01.01.2010,Store frittliggende boligbygg på 2 etasjer,0
Skien,01.01.2010,Store frittliggende boligbygg på 3 og 4 etasjer,16
Skien,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,01.01.2010,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,01.01.2010,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,01.01.2010,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,01.01.2010,Bo- og servicesenter,0
Skien,01.01.2010,Studenthjem/studentboliger,0
Skien,01.01.2010,Annen bygning for bofellesskap,0
Skien,01.01.2010,Andre bygg enn boligbygg,2
Skien,01.01.2011,Enebolig,42
Skien,01.01.2011,"Enebolig med hybelleilighet, sokkelleilighet o.l.",10
Skien,01.01.2011,Våningshus,1
Skien,01.01.2011,"Del av tomannsbolig, vertikaldelt",14
Skien,01.01.2011,"Tomannsbolig, horisontaldelt",10
Skien,01.01.2011,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2011,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2011,Rekkehus,0
Skien,01.01.2011,Kjedehus inkl.atriumhus,0
Skien,01.01.2011,Terrassehus,0
Skien,01.01.2011,Andre småhus med 3 boliger eller flere,4
Skien,01.01.2011,Store frittliggende boligbygg på 2 etasjer,0
Skien,01.01.2011,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,01.01.2011,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,01.01.2011,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,01.01.2011,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,01.01.2011,Stort sammenbygd boligbygg på 5 etasjer eller over,29
Skien,01.01.2011,Bo- og servicesenter,0
Skien,01.01.2011,Studenthjem/studentboliger,0
Skien,01.01.2011,Annen bygning for bofellesskap,0
Skien,01.01.2011,Andre bygg enn boligbygg,0
Skien,01.01.2012,Enebolig,81
Skien,01.01.2012,"Enebolig med hybelleilighet, sokkelleilighet o.l.",23
Skien,01.01.2012,Våningshus,3
Skien,01.01.2012,"Del av tomannsbolig, vertikaldelt",38
Skien,01.01.2012,"Tomannsbolig, horisontaldelt",22
Skien,01.01.2012,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,01.01.2012,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,01.01.2012,Rekkehus,8
Skien,01.01.2012,Kjedehus inkl.atriumhus,0
