region,statistikkvariabel,år,bygningstype,value
Skien,Fullførte boliger,2014,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2014,Rekkehus,0
Skien,Fullførte boliger,2014,Kjedehus inkl.atriumhus,0
Skien,Fullførte boliger,2014,Terrassehus,0
Skien,Fullførte boliger,2014,Andre småhus med 3 boliger eller flere,12
Skien,Fullførte boliger,2014,Store frittliggende boligbygg på 2 etasjer,12
Skien,Fullførte boliger,2014,Store frittliggende boligbygg på 3 og 4 etasjer,63
Skien,Fullførte boliger,2014,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2014,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2014,Stort sammenbygd boligbygg på 3 og 4 etasjer,89
Skien,Fullførte boliger,2014,Stort sammenbygd boligbygg på 5 etasjer eller over,19
Skien,Fullførte boliger,2014,Bo- og servicesenter,0
Skien,Fullførte boliger,2014,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2014,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2014,Andre bygg enn boligbygg,0
Skien,Fullførte boliger,2015,Enebolig,52
Skien,Fullførte boliger,2015,"Enebolig med hybelleilighet, sokkelleilighet o.l.",11
Skien,Fullførte boliger,2015,Våningshus,2
Skien,Fullførte boliger,2015,"Del av tomannsbolig, vertikaldelt",35
Skien,Fullførte boliger,2015,"Tomannsbolig, horisontaldelt",8
Skien,Fullførte boliger,2015,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2015,"Våningshus tomannsbolig, horisontaltdelt",1
Skien,Fullførte boliger,2015,Rekkehus,1
Skien,Fullførte boliger,2015,Kjedehus inkl.atriumhus,2
Skien,Fullførte boliger,2015,Terrassehus,0
Skien,Fullførte boliger,2015,Andre småhus med 3 boliger eller flere,8
Skien,Fullførte boliger,2015,Store frittliggende boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2015,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2015,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2015,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2015,Stort sammenbygd boligbygg på 3 og 4 etasjer,9
Skien,Fullførte boliger,2015,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2015,Bo- og servicesenter,0
Skien,Fullførte boliger,2015,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2015,Annen bygning for bofellesskap,14
Skien,Fullførte boliger,2015,Andre bygg enn boligbygg,2
Skien,Fullførte boliger,2016,Enebolig,55
Skien,Fullførte boliger,2016,"Enebolig med hybelleilighet, sokkelleilighet o.l.",14
Skien,Fullførte boliger,2016,Våningshus,4
Skien,Fullførte boliger,2016,"Del av tomannsbolig, vertikaldelt",28
Skien,Fullførte boliger,2016,"Tomannsbolig, horisontaldelt",4
Skien,Fullførte boliger,2016,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2016,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2016,Rekkehus,0
Skien,Fullførte boliger,2016,Kjedehus inkl.atriumhus,2
Skien,Fullførte boliger,2016,Terrassehus,0
Skien,Fullførte boliger,2016,Andre småhus med 3 boliger eller flere,12
Skien,Fullførte boliger,2016,Store frittliggende boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2016,Store frittliggende boligbygg på 3 og 4 etasjer,9
Skien,Fullførte boliger,2016,Store frittliggende boligbygg på 5 etasjer eller over,26
Skien,Fullførte boliger,2016,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2016,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2016,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2016,Bo- og servicesenter,0
Skien,Fullførte boliger,2016,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2016,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2016,Andre bygg enn boligbygg,3
Skien,Fullførte boliger,2017,Enebolig,57
Skien,Fullførte boliger,2017,"Enebolig med hybelleilighet, sokkelleilighet o.l.",10
Skien,Fullførte boliger,2017,Våningshus,5
Skien,Fullførte boliger,2017,"Del av tomannsbolig, vertikaldelt",21
Skien,Fullførte boliger,2017,"Tomannsbolig, horisontaldelt",13
Skien,Fullførte boliger,2017,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2017,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2017,Rekkehus,18
Skien,Fullførte boliger,2017,Kjedehus inkl.atriumhus,10
Skien,Fullførte boliger,2017,Terrassehus,0
Skien,Fullførte boliger,2017,Andre småhus med 3 boliger eller flere,47
Skien,Fullførte boliger,2017,Store frittliggende boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2017,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2017,Store frittliggende boligbygg på 5 etasjer eller over,125
Skien,Fullførte boliger,2017,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2017,Stort sammenbygd boligbygg på 3 og 4 etasjer,9
Skien,Fullførte boliger,2017,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2017,Bo- og servicesenter,0
Skien,Fullførte boliger,2017,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2017,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2017,Andre bygg enn boligbygg,2
Skien,Fullførte boliger,2018,Enebolig,64
Skien,Fullførte boliger,2018,"Enebolig med hybelleilighet, sokkelleilighet o.l.",12
Skien,Fullførte boliger,2018,Våningshus,4
Skien,Fullførte boliger,2018,"Del av tomannsbolig, vertikaldelt",17
Skien,Fullførte boliger,2018,"Tomannsbolig, horisontaldelt",0
Skien,Fullførte boliger,2018,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2018,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2018,Rekkehus,7
Skien,Fullførte boliger,2018,Kjedehus inkl.atriumhus,9
Skien,Fullførte boliger,2018,Terrassehus,0
Skien,Fullførte boliger,2018,Andre småhus med 3 boliger eller flere,22
Skien,Fullførte boliger,2018,Store frittliggende boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2018,Store frittliggende boligbygg på 3 og 4 etasjer,36
Skien,Fullførte boliger,2018,Store frittliggende boligbygg på 5 etasjer eller over,27
Skien,Fullførte boliger,2018,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2018,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2018,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2018,Bo- og servicesenter,0
Skien,Fullførte boliger,2018,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2018,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2018,Andre bygg enn boligbygg,1
Skien,Fullførte boliger,2019,Enebolig,49
Skien,Fullførte boliger,2019,"Enebolig med hybelleilighet, sokkelleilighet o.l.",9
Skien,Fullførte boliger,2019,Våningshus,0
Skien,Fullførte boliger,2019,"Del av tomannsbolig, vertikaldelt",36
Skien,Fullførte boliger,2019,"Tomannsbolig, horisontaldelt",0
Skien,Fullførte boliger,2019,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2019,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2019,Rekkehus,15
Skien,Fullførte boliger,2019,Kjedehus inkl.atriumhus,16
Skien,Fullførte boliger,2019,Terrassehus,0
Skien,Fullførte boliger,2019,Andre småhus med 3 boliger eller flere,32
Skien,Fullførte boliger,2019,Store frittliggende boligbygg på 2 etasjer,18
Skien,Fullførte boliger,2019,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2019,Store frittliggende boligbygg på 5 etasjer eller over,60
Skien,Fullførte boliger,2019,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2019,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2019,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2019,Bo- og servicesenter,0
Skien,Fullførte boliger,2019,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2019,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2019,Andre bygg enn boligbygg,0
Skien,Fullførte boliger,2020,Enebolig,54
Skien,Fullførte boliger,2020,"Enebolig med hybelleilighet, sokkelleilighet o.l.",15
Skien,Fullførte boliger,2020,Våningshus,1
Skien,Fullførte boliger,2020,"Del av tomannsbolig, vertikaldelt",24
Skien,Fullførte boliger,2020,"Tomannsbolig, horisontaldelt",14
Skien,Fullførte boliger,2020,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2020,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2020,Rekkehus,12
Skien,Fullførte boliger,2020,Kjedehus inkl.atriumhus,8
Skien,Fullførte boliger,2020,Terrassehus,0
Skien,Fullførte boliger,2020,Andre småhus med 3 boliger eller flere,17
Skien,Fullførte boliger,2020,Store frittliggende boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2020,Store frittliggende boligbygg på 3 og 4 etasjer,23
Skien,Fullførte boliger,2020,Store frittliggende boligbygg på 5 etasjer eller over,47
Skien,Fullførte boliger,2020,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2020,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2020,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2020,Bo- og servicesenter,0
Skien,Fullførte boliger,2020,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2020,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2020,Andre bygg enn boligbygg,1
Skien,Fullførte boliger,2021,Enebolig,58
Skien,Fullførte boliger,2021,"Enebolig med hybelleilighet, sokkelleilighet o.l.",6
Skien,Fullførte boliger,2021,Våningshus,2
Skien,Fullførte boliger,2021,"Del av tomannsbolig, vertikaldelt",19
Skien,Fullførte boliger,2021,"Tomannsbolig, horisontaldelt",0
Skien,Fullførte boliger,2021,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2021,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2021,Rekkehus,4
Skien,Fullførte boliger,2021,Kjedehus inkl.atriumhus,3
Skien,Fullførte boliger,2021,Terrassehus,0
Skien,Fullførte boliger,2021,Andre småhus med 3 boliger eller flere,5
Skien,Fullførte boliger,2021,Store frittliggende boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2021,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2021,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2021,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2021,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2021,Stort sammenbygd boligbygg på 5 etasjer eller over,47
Skien,Fullførte boliger,2021,Bo- og servicesenter,0
Skien,Fullførte boliger,2021,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2021,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2021,Andre bygg enn boligbygg,1
Skien,Fullførte boliger,2022,Enebolig,35
Skien,Fullførte boliger,2022,"Enebolig med hybelleilighet, sokkelleilighet o.l.",10
Skien,Fullførte boliger,2022,Våningshus,2
Skien,Fullførte boliger,2022,"Del av tomannsbolig, vertikaldelt",33
Skien,Fullførte boliger,2022,"Tomannsbolig, horisontaldelt",0
Skien,Fullførte boliger,2022,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2022,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2022,Rekkehus,7
Skien,Fullførte boliger,2022,Kjedehus inkl.atriumhus,1
Skien,Fullførte boliger,2022,Terrassehus,0
Skien,Fullførte boliger,2022,Andre småhus med 3 boliger eller flere,4
Skien,Fullførte boliger,2022,Store frittliggende boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2022,Store frittliggende boligbygg på 3 og 4 etasjer,37
Skien,Fullførte boliger,2022,Store frittliggende boligbygg på 5 etasjer eller over,144
Skien,Fullførte boliger,2022,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2022,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2022,Stort sammenbygd boligbygg på 5 etasjer eller over,32
Skien,Fullførte boliger,2022,Bo- og servicesenter,0
Skien,Fullførte boliger,2022,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2022,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2022,Andre bygg enn boligbygg,7
Skien,Fullførte boliger,2023,Enebolig,33
Skien,Fullførte boliger,2023,"Enebolig med hybelleilighet, sokkelleilighet o.l.",1
Skien,Fullførte boliger,2023,Våningshus,1
Skien,Fullførte boliger,2023,"Del av tomannsbolig, vertikaldelt",42
Skien,Fullførte boliger,2023,"Tomannsbolig, horisontaldelt",0
Skien,Fullførte boliger,2023,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2023,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2023,Rekkehus,0
Skien,Fullførte boliger,2023,Kjedehus inkl.atriumhus,2
Skien,Fullførte boliger,2023,Terrassehus,8
Skien,Fullførte boliger,2023,Andre småhus med 3 boliger eller flere,31
Skien,Fullførte boliger,2023,Store frittliggende boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2023,Store frittliggende boligbygg på 3 og 4 etasjer,14
Skien,Fullførte boliger,2023,Store frittliggende boligbygg på 5 etasjer eller over,99
Skien,Fullførte boliger,2023,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2023,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2023,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2023,Bo- og servicesenter,0
Skien,Fullførte boliger,2023,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2023,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2023,Andre bygg enn boligbygg,12
Skien,Fullførte boliger,2024,Enebolig,29
Skien,Fullførte boliger,2024,"Enebolig med hybelleilighet, sokkelleilighet o.l.",4
Skien,Fullførte boliger,2024,Våningshus,0
Skien,Fullførte boliger,2024,"Del av tomannsbolig, vertikaldelt",15
Skien,Fullførte boliger,2024,"Tomannsbolig, horisontaldelt",0
Skien,Fullførte boliger,2024,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2024,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2024,Rekkehus,0
Skien,Fullførte boliger,2024,Kjedehus inkl.atriumhus,12
Skien,Fullførte boliger,2024,Terrassehus,0
Skien,Fullførte boliger,2024,Andre småhus med 3 boliger eller flere,5
Skien,Fullførte boliger,2024,Store frittliggende boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2024,Store frittliggende boligbygg på 3 og 4 etasjer,63
Skien,Fullførte boliger,2024,Store frittliggende boligbygg på 5 etasjer eller over,22
Skien,Fullførte boliger,2024,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2024,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2024,Stort sammenbygd boligbygg på 5 etasjer eller over,24
Skien,Fullførte boliger,2024,Bo- og servicesenter,0
Skien,Fullførte boliger,2024,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2024,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2024,Andre bygg enn boligbygg,8
Skien,Fullførte boliger,2025,Enebolig,15
Skien,Fullførte boliger,2025,"Enebolig med hybelleilighet, sokkelleilighet o.l.",1
Skien,Fullførte boliger,2025,Våningshus,1
Skien,Fullførte boliger,2025,"Del av tomannsbolig, vertikaldelt",0
Skien,Fullførte boliger,2025,"Tomannsbolig, horisontaldelt",0
Skien,Fullførte boliger,2025,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Fullførte boliger,2025,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Fullførte boliger,2025,Rekkehus,0
Skien,Fullførte boliger,2025,Kjedehus inkl.atriumhus,0
Skien,Fullførte boliger,2025,Terrassehus,0
Skien,Fullførte boliger,2025,Andre småhus med 3 boliger eller flere,8
Skien,Fullførte boliger,2025,Store frittliggende boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2025,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2025,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2025,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Fullførte boliger,2025,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Fullførte boliger,2025,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Fullførte boliger,2025,Bo- og servicesenter,0
Skien,Fullførte boliger,2025,Studenthjem/studentboliger,0
Skien,Fullførte boliger,2025,Annen bygning for bofellesskap,0
Skien,Fullførte boliger,2025,Andre bygg enn boligbygg,1
Skien,Bruksareal fullførte boliger (m²),2000,Enebolig,8276
Skien,Bruksareal fullførte boliger (m²),2000,"Enebolig med hybelleilighet, sokkelleilighet o.l.",867
Skien,Bruksareal fullførte boliger (m²),2000,Våningshus,333
Skien,Bruksareal fullførte boliger (m²),2000,"Del av tomannsbolig, vertikaldelt",3456
Skien,Bruksareal fullførte boliger (m²),2000,"Tomannsbolig, horisontaldelt",139
Skien,Bruksareal fullførte boliger (m²),2000,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Bruksareal fullførte boliger (m²),2000,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Bruksareal fullførte boliger (m²),2000,Rekkehus,254
Skien,Bruksareal fullførte boliger (m²),2000,Kjedehus inkl.atriumhus,0
Skien,Bruksareal fullførte boliger (m²),2000,Terrassehus,0
Skien,Bruksareal fullførte boliger (m²),2000,Andre småhus med 3 boliger eller flere,2996
Skien,Bruksareal fullførte boliger (m²),2000,Store frittliggende boligbygg på 2 etasjer,0
Skien,Bruksareal fullførte boliger (m²),2000,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,Bruksareal fullførte boliger (m²),2000,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,Bruksareal fullførte boliger (m²),2000,Stort sammenbygd boligbygg på 2 etasjer,434
Skien,Bruksareal fullførte boliger (m²),2000,Stort sammenbygd boligbygg på 3 og 4 etasjer,2251
Skien,Bruksareal fullførte boliger (m²),2000,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Bruksareal fullførte boliger (m²),2000,Bo- og servicesenter,0
Skien,Bruksareal fullførte boliger (m²),2000,Studenthjem/studentboliger,0
Skien,Bruksareal fullførte boliger (m²),2000,Annen bygning for bofellesskap,0
Skien,Bruksareal fullførte boliger (m²),2000,Andre bygg enn boligbygg,267
Skien,Bruksareal fullførte boliger (m²),2001,Enebolig,11835
Skien,Bruksareal fullførte boliger (m²),2001,"Enebolig med hybelleilighet, sokkelleilighet o.l.",4681
Skien,Bruksareal fullførte boliger (m²),2001,Våningshus,522
Skien,Bruksareal fullførte boliger (m²),2001,"Del av tomannsbolig, vertikaldelt",5720
Skien,Bruksareal fullførte boliger (m²),2001,"Tomannsbolig, horisontaldelt",478
Skien,Bruksareal fullførte boliger (m²),2001,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Bruksareal fullførte boliger (m²),2001,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Bruksareal fullførte boliger (m²),2001,Rekkehus,760
Skien,Bruksareal fullførte boliger (m²),2001,Kjedehus inkl.atriumhus,0
Skien,Bruksareal fullførte boliger (m²),2001,Terrassehus,32
Skien,Bruksareal fullførte boliger (m²),2001,Andre småhus med 3 boliger eller flere,3806
Skien,Bruksareal fullførte boliger (m²),2001,Store frittliggende boligbygg på 2 etasjer,808
Skien,Bruksareal fullførte boliger (m²),2001,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,Bruksareal fullførte boliger (m²),2001,Store frittliggende boligbygg på 5 etasjer eller over,1620
Skien,Bruksareal fullførte boliger (m²),2001,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Bruksareal fullførte boliger (m²),2001,Stort sammenbygd boligbygg på 3 og 4 etasjer,2791
Skien,Bruksareal fullførte boliger (m²),2001,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Bruksareal fullførte boliger (m²),2001,Bo- og servicesenter,0
Skien,Bruksareal fullførte boliger (m²),2001,Studenthjem/studentboliger,0
Skien,Bruksareal fullførte boliger (m²),2001,Annen bygning for bofellesskap,0
Skien,Bruksareal fullførte boliger (m²),2001,Andre bygg enn boligbygg,151
Skien,Bruksareal fullførte boliger (m²),2002,Enebolig,9768
Skien,Bruksareal fullførte boliger (m²),2002,"Enebolig med hybelleilighet, sokkelleilighet o.l.",2294
Skien,Bruksareal fullførte boliger (m²),2002,Våningshus,742
Skien,Bruksareal fullførte boliger (m²),2002,"Del av tomannsbolig, vertikaldelt",2386
Skien,Bruksareal fullførte boliger (m²),2002,"Tomannsbolig, horisontaldelt",1537
Skien,Bruksareal fullførte boliger (m²),2002,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Bruksareal fullførte boliger (m²),2002,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Bruksareal fullførte boliger (m²),2002,Rekkehus,0
Skien,Bruksareal fullførte boliger (m²),2002,Kjedehus inkl.atriumhus,0
Skien,Bruksareal fullførte boliger (m²),2002,Terrassehus,0
Skien,Bruksareal fullførte boliger (m²),2002,Andre småhus med 3 boliger eller flere,925
Skien,Bruksareal fullførte boliger (m²),2002,Store frittliggende boligbygg på 2 etasjer,1592
Skien,Bruksareal fullførte boliger (m²),2002,Store frittliggende boligbygg på 3 og 4 etasjer,2420
Skien,Bruksareal fullførte boliger (m²),2002,Store frittliggende boligbygg på 5 etasjer eller over,4478
Skien,Bruksareal fullførte boliger (m²),2002,Stort sammenbygd boligbygg på 2 etasjer,3528
Skien,Bruksareal fullførte boliger (m²),2002,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Bruksareal fullførte boliger (m²),2002,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Bruksareal fullførte boliger (m²),2002,Bo- og servicesenter,0
Skien,Bruksareal fullførte boliger (m²),2002,Studenthjem/studentboliger,0
Skien,Bruksareal fullførte boliger (m²),2002,Annen bygning for bofellesskap,0
Skien,Bruksareal fullførte boliger (m²),2002,Andre bygg enn boligbygg,122
Skien,Bruksareal fullførte boliger (m²),2003,Enebolig,8607
Skien,Bruksareal fullførte boliger (m²),2003,"Enebolig med hybelleilighet, sokkelleilighet o.l.",1074
Skien,Bruksareal fullførte boliger (m²),2003,Våningshus,381
Skien,Bruksareal fullførte boliger (m²),2003,"Del av tomannsbolig, vertikaldelt",2011
Skien,Bruksareal fullførte boliger (m²),2003,"Tomannsbolig, horisontaldelt",89
Skien,Bruksareal fullførte boliger (m²),2003,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Bruksareal fullførte boliger (m²),2003,"Våningshus tomannsbolig, horisontaltdelt",48
Skien,Bruksareal fullførte boliger (m²),2003,Rekkehus,0
Skien,Bruksareal fullførte boliger (m²),2003,Kjedehus inkl.atriumhus,0
Skien,Bruksareal fullførte boliger (m²),2003,Terrassehus,0
Skien,Bruksareal fullførte boliger (m²),2003,Andre småhus med 3 boliger eller flere,0
Skien,Bruksareal fullførte boliger (m²),2003,Store frittliggende boligbygg på 2 etasjer,460
Skien,Bruksareal fullførte boliger (m²),2003,Store frittliggende boligbygg på 3 og 4 etasjer,0
Skien,Bruksareal fullførte boliger (m²),2003,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,Bruksareal fullførte boliger (m²),2003,Stort sammenbygd boligbygg på 2 etasjer,0
Skien,Bruksareal fullførte boliger (m²),2003,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Skien,Bruksareal fullførte boliger (m²),2003,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Bruksareal fullførte boliger (m²),2003,Bo- og servicesenter,0
Skien,Bruksareal fullførte boliger (m²),2003,Studenthjem/studentboliger,0
Skien,Bruksareal fullførte boliger (m²),2003,Annen bygning for bofellesskap,0
Skien,Bruksareal fullførte boliger (m²),2003,Andre bygg enn boligbygg,452
Skien,Bruksareal fullførte boliger (m²),2004,Enebolig,6656
Skien,Bruksareal fullførte boliger (m²),2004,"Enebolig med hybelleilighet, sokkelleilighet o.l.",1816
Skien,Bruksareal fullførte boliger (m²),2004,Våningshus,634
Skien,Bruksareal fullførte boliger (m²),2004,"Del av tomannsbolig, vertikaldelt",2394
Skien,Bruksareal fullførte boliger (m²),2004,"Tomannsbolig, horisontaldelt",388
Skien,Bruksareal fullførte boliger (m²),2004,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Skien,Bruksareal fullførte boliger (m²),2004,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Bruksareal fullførte boliger (m²),2004,Rekkehus,364
Skien,Bruksareal fullførte boliger (m²),2004,Kjedehus inkl.atriumhus,0
Skien,Bruksareal fullførte boliger (m²),2004,Terrassehus,0
Skien,Bruksareal fullførte boliger (m²),2004,Andre småhus med 3 boliger eller flere,2338
Skien,Bruksareal fullførte boliger (m²),2004,Store frittliggende boligbygg på 2 etasjer,0
Skien,Bruksareal fullførte boliger (m²),2004,Store frittliggende boligbygg på 3 og 4 etasjer,531
Skien,Bruksareal fullførte boliger (m²),2004,Store frittliggende boligbygg på 5 etasjer eller over,0
Skien,Bruksareal fullførte boliger (m²),2004,Stort sammenbygd boligbygg på 2 etasjer,3298
Skien,Bruksareal fullførte boliger (m²),2004,Stort sammenbygd boligbygg på 3 og 4 etasjer,5416
Skien,Bruksareal fullførte boliger (m²),2004,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Skien,Bruksareal fullførte boliger (m²),2004,Bo- og servicesenter,0
Skien,Bruksareal fullførte boliger (m²),2004,Studenthjem/studentboliger,0
Skien,Bruksareal fullførte boliger (m²),2004,Annen bygning for bofellesskap,0
Skien,Bruksareal fullførte boliger (m²),2004,Andre bygg enn boligbygg,1849
Skien,Bruksareal fullførte boliger (m²),2005,Enebolig,7399
Skien,Bruksareal fullførte boliger (m²),2005,"Enebolig med hybelleilighet, sokkelleilighet o.l.",3289
Skien,Bruksareal fullførte boliger (m²),2005,Våningshus,48
Skien,Bruksareal fullførte boliger (m²),2005,"Del av tomannsbolig, vertikaldelt",1729
Skien,Bruksareal fullførte boliger (m²),2005,"Tomannsbolig, horisontaldelt",621
Skien,Bruksareal fullførte boliger (m²),2005,"Del av våninghus  tomannsbustad, vertikaltdelt",108
Skien,Bruksareal fullførte boliger (m²),2005,"Våningshus tomannsbolig, horisontaltdelt",0
Skien,Bruksareal fullførte boliger (m²),2005,Rekkehus,1070
Skien,Bruksareal fullførte boliger (m²),2005,Kjedehus inkl.atriumhus,0
Skien,Bruksareal fullførte boliger (m²),2005,Terrassehus,361
Skien,Bruksareal fullførte boliger (m²),2005,Andre småhus med 3 boliger eller flere,960
Skien,Bruksareal fullførte boliger (m²),2005,Store frittliggende boligbygg på 2 etasjer,0
