region,statistikkvariabel,år,bygningstype,value
Notodden,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,504
Notodden,Boliger (bebodde og ubebodde),2025,Enebolig,4778
Notodden,Boliger (bebodde og ubebodde),2025,Tomannsbolig,605
Notodden,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",635
Notodden,Boliger (bebodde og ubebodde),2025,Boligblokk,439
Notodden,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,386
Notodden,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,515
Notodden,Boliger (bebodde og ubebodde),2026,Enebolig,4772
Notodden,Boliger (bebodde og ubebodde),2026,Tomannsbolig,603
Notodden,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",638
Notodden,Boliger (bebodde og ubebodde),2026,Boligblokk,439
Notodden,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,386
Notodden,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,525
Siljan,Boliger (bebodde og ubebodde),2006,Enebolig,846
Siljan,Boliger (bebodde og ubebodde),2006,Tomannsbolig,51
Siljan,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",57
Siljan,Boliger (bebodde og ubebodde),2006,Boligblokk,6
Siljan,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,11
Siljan,Boliger (bebodde og ubebodde),2007,Enebolig,851
Siljan,Boliger (bebodde og ubebodde),2007,Tomannsbolig,51
Siljan,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",66
Siljan,Boliger (bebodde og ubebodde),2007,Boligblokk,6
Siljan,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,11
Siljan,Boliger (bebodde og ubebodde),2008,Enebolig,854
Siljan,Boliger (bebodde og ubebodde),2008,Tomannsbolig,49
Siljan,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",66
Siljan,Boliger (bebodde og ubebodde),2008,Boligblokk,6
Siljan,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,11
Siljan,Boliger (bebodde og ubebodde),2009,Enebolig,872
Siljan,Boliger (bebodde og ubebodde),2009,Tomannsbolig,57
Siljan,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",60
Siljan,Boliger (bebodde og ubebodde),2009,Boligblokk,14
Siljan,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,11
Siljan,Boliger (bebodde og ubebodde),2010,Enebolig,884
Siljan,Boliger (bebodde og ubebodde),2010,Tomannsbolig,57
Siljan,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",60
Siljan,Boliger (bebodde og ubebodde),2010,Boligblokk,16
Siljan,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,11
Siljan,Boliger (bebodde og ubebodde),2011,Enebolig,890
Siljan,Boliger (bebodde og ubebodde),2011,Tomannsbolig,57
Siljan,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",60
Siljan,Boliger (bebodde og ubebodde),2011,Boligblokk,16
Siljan,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,11
Siljan,Boliger (bebodde og ubebodde),2012,Enebolig,894
Siljan,Boliger (bebodde og ubebodde),2012,Tomannsbolig,61
Siljan,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",61
Siljan,Boliger (bebodde og ubebodde),2012,Boligblokk,14
Siljan,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,7
Siljan,Boliger (bebodde og ubebodde),2013,Enebolig,896
Siljan,Boliger (bebodde og ubebodde),2013,Tomannsbolig,59
Siljan,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",55
Siljan,Boliger (bebodde og ubebodde),2013,Boligblokk,20
Siljan,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,5
Siljan,Boliger (bebodde og ubebodde),2014,Enebolig,897
Siljan,Boliger (bebodde og ubebodde),2014,Tomannsbolig,53
Siljan,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",52
Siljan,Boliger (bebodde og ubebodde),2014,Boligblokk,20
Siljan,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2015,Enebolig,899
Siljan,Boliger (bebodde og ubebodde),2015,Tomannsbolig,53
Siljan,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",52
Siljan,Boliger (bebodde og ubebodde),2015,Boligblokk,20
Siljan,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2016,Enebolig,901
Siljan,Boliger (bebodde og ubebodde),2016,Tomannsbolig,53
Siljan,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",52
Siljan,Boliger (bebodde og ubebodde),2016,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2017,Enebolig,909
Siljan,Boliger (bebodde og ubebodde),2017,Tomannsbolig,53
Siljan,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",52
Siljan,Boliger (bebodde og ubebodde),2017,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2018,Enebolig,913
Siljan,Boliger (bebodde og ubebodde),2018,Tomannsbolig,53
Siljan,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",52
Siljan,Boliger (bebodde og ubebodde),2018,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2019,Enebolig,921
Siljan,Boliger (bebodde og ubebodde),2019,Tomannsbolig,53
Siljan,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",56
Siljan,Boliger (bebodde og ubebodde),2019,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2020,Enebolig,928
Siljan,Boliger (bebodde og ubebodde),2020,Tomannsbolig,51
Siljan,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",59
Siljan,Boliger (bebodde og ubebodde),2020,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2021,Enebolig,930
Siljan,Boliger (bebodde og ubebodde),2021,Tomannsbolig,51
Siljan,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",62
Siljan,Boliger (bebodde og ubebodde),2021,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2022,Enebolig,934
Siljan,Boliger (bebodde og ubebodde),2022,Tomannsbolig,59
Siljan,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",62
Siljan,Boliger (bebodde og ubebodde),2022,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2023,Enebolig,955
Siljan,Boliger (bebodde og ubebodde),2023,Tomannsbolig,63
Siljan,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",56
Siljan,Boliger (bebodde og ubebodde),2023,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2024,Enebolig,954
Siljan,Boliger (bebodde og ubebodde),2024,Tomannsbolig,63
Siljan,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",56
Siljan,Boliger (bebodde og ubebodde),2024,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2025,Enebolig,959
Siljan,Boliger (bebodde og ubebodde),2025,Tomannsbolig,63
Siljan,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",56
Siljan,Boliger (bebodde og ubebodde),2025,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,4
Siljan,Boliger (bebodde og ubebodde),2026,Enebolig,961
Siljan,Boliger (bebodde og ubebodde),2026,Tomannsbolig,63
Siljan,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",56
Siljan,Boliger (bebodde og ubebodde),2026,Boligblokk,34
Siljan,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,0
Siljan,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,4
Bamble,Boliger (bebodde og ubebodde),2006,Enebolig,4612
Bamble,Boliger (bebodde og ubebodde),2006,Tomannsbolig,431
Bamble,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",603
Bamble,Boliger (bebodde og ubebodde),2006,Boligblokk,96
Bamble,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,49
Bamble,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,114
Bamble,Boliger (bebodde og ubebodde),2007,Enebolig,4632
Bamble,Boliger (bebodde og ubebodde),2007,Tomannsbolig,447
Bamble,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",602
Bamble,Boliger (bebodde og ubebodde),2007,Boligblokk,96
Bamble,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,49
Bamble,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,115
Bamble,Boliger (bebodde og ubebodde),2008,Enebolig,4594
Bamble,Boliger (bebodde og ubebodde),2008,Tomannsbolig,448
Bamble,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",633
Bamble,Boliger (bebodde og ubebodde),2008,Boligblokk,96
Bamble,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,49
Bamble,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,112
Bamble,Boliger (bebodde og ubebodde),2009,Enebolig,4611
Bamble,Boliger (bebodde og ubebodde),2009,Tomannsbolig,450
Bamble,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",633
Bamble,Boliger (bebodde og ubebodde),2009,Boligblokk,96
Bamble,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,49
Bamble,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,113
Bamble,Boliger (bebodde og ubebodde),2010,Enebolig,4643
Bamble,Boliger (bebodde og ubebodde),2010,Tomannsbolig,455
Bamble,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",629
Bamble,Boliger (bebodde og ubebodde),2010,Boligblokk,101
Bamble,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,49
Bamble,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,121
Bamble,Boliger (bebodde og ubebodde),2011,Enebolig,4681
Bamble,Boliger (bebodde og ubebodde),2011,Tomannsbolig,458
Bamble,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",634
Bamble,Boliger (bebodde og ubebodde),2011,Boligblokk,107
Bamble,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,48
Bamble,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,145
Bamble,Boliger (bebodde og ubebodde),2012,Enebolig,4705
Bamble,Boliger (bebodde og ubebodde),2012,Tomannsbolig,487
Bamble,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",662
Bamble,Boliger (bebodde og ubebodde),2012,Boligblokk,107
Bamble,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,48
Bamble,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,155
Bamble,Boliger (bebodde og ubebodde),2013,Enebolig,4764
Bamble,Boliger (bebodde og ubebodde),2013,Tomannsbolig,479
Bamble,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",644
Bamble,Boliger (bebodde og ubebodde),2013,Boligblokk,107
Bamble,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,48
Bamble,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,158
Bamble,Boliger (bebodde og ubebodde),2014,Enebolig,4803
Bamble,Boliger (bebodde og ubebodde),2014,Tomannsbolig,479
Bamble,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",662
Bamble,Boliger (bebodde og ubebodde),2014,Boligblokk,107
Bamble,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,52
Bamble,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,151
Bamble,Boliger (bebodde og ubebodde),2015,Enebolig,4837
Bamble,Boliger (bebodde og ubebodde),2015,Tomannsbolig,488
Bamble,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",664
Bamble,Boliger (bebodde og ubebodde),2015,Boligblokk,107
Bamble,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,52
Bamble,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,157
Bamble,Boliger (bebodde og ubebodde),2016,Enebolig,4857
Bamble,Boliger (bebodde og ubebodde),2016,Tomannsbolig,494
Bamble,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",667
Bamble,Boliger (bebodde og ubebodde),2016,Boligblokk,107
Bamble,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,52
Bamble,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,169
Bamble,Boliger (bebodde og ubebodde),2017,Enebolig,4881
Bamble,Boliger (bebodde og ubebodde),2017,Tomannsbolig,508
Bamble,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",675
Bamble,Boliger (bebodde og ubebodde),2017,Boligblokk,107
Bamble,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,53
Bamble,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,173
Bamble,Boliger (bebodde og ubebodde),2018,Enebolig,4902
Bamble,Boliger (bebodde og ubebodde),2018,Tomannsbolig,519
Bamble,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",686
Bamble,Boliger (bebodde og ubebodde),2018,Boligblokk,107
Bamble,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,53
Bamble,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,177
Bamble,Boliger (bebodde og ubebodde),2019,Enebolig,4917
Bamble,Boliger (bebodde og ubebodde),2019,Tomannsbolig,518
Bamble,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",704
Bamble,Boliger (bebodde og ubebodde),2019,Boligblokk,110
Bamble,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,53
Bamble,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,191
Bamble,Boliger (bebodde og ubebodde),2020,Enebolig,4915
Bamble,Boliger (bebodde og ubebodde),2020,Tomannsbolig,517
Bamble,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",696
Bamble,Boliger (bebodde og ubebodde),2020,Boligblokk,120
Bamble,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,53
Bamble,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,196
Bamble,Boliger (bebodde og ubebodde),2021,Enebolig,4936
Bamble,Boliger (bebodde og ubebodde),2021,Tomannsbolig,518
Bamble,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",702
Bamble,Boliger (bebodde og ubebodde),2021,Boligblokk,126
Bamble,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,71
Bamble,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,203
Bamble,Boliger (bebodde og ubebodde),2022,Enebolig,4956
Bamble,Boliger (bebodde og ubebodde),2022,Tomannsbolig,526
Bamble,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",712
Bamble,Boliger (bebodde og ubebodde),2022,Boligblokk,234
Bamble,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,71
Bamble,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,219
Bamble,Boliger (bebodde og ubebodde),2023,Enebolig,4971
Bamble,Boliger (bebodde og ubebodde),2023,Tomannsbolig,533
Bamble,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",717
Bamble,Boliger (bebodde og ubebodde),2023,Boligblokk,242
Bamble,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,86
Bamble,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,206
Bamble,Boliger (bebodde og ubebodde),2024,Enebolig,4977
Bamble,Boliger (bebodde og ubebodde),2024,Tomannsbolig,537
Bamble,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",742
Bamble,Boliger (bebodde og ubebodde),2024,Boligblokk,271
Bamble,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,86
Bamble,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,202
Bamble,Boliger (bebodde og ubebodde),2025,Enebolig,4958
Bamble,Boliger (bebodde og ubebodde),2025,Tomannsbolig,541
Bamble,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",754
Bamble,Boliger (bebodde og ubebodde),2025,Boligblokk,304
Bamble,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,86
Bamble,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,189
Bamble,Boliger (bebodde og ubebodde),2026,Enebolig,4964
Bamble,Boliger (bebodde og ubebodde),2026,Tomannsbolig,541
Bamble,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",760
Bamble,Boliger (bebodde og ubebodde),2026,Boligblokk,313
Bamble,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,71
Bamble,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,191
Kragerø,Boliger (bebodde og ubebodde),2006,Enebolig,3797
Kragerø,Boliger (bebodde og ubebodde),2006,Tomannsbolig,460
Kragerø,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",471
Kragerø,Boliger (bebodde og ubebodde),2006,Boligblokk,324
Kragerø,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,74
Kragerø,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,166
Kragerø,Boliger (bebodde og ubebodde),2007,Enebolig,3808
Kragerø,Boliger (bebodde og ubebodde),2007,Tomannsbolig,462
Kragerø,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",502
Kragerø,Boliger (bebodde og ubebodde),2007,Boligblokk,355
Kragerø,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,74
Kragerø,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,166
Kragerø,Boliger (bebodde og ubebodde),2008,Enebolig,3798
Kragerø,Boliger (bebodde og ubebodde),2008,Tomannsbolig,455
Kragerø,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",522
Kragerø,Boliger (bebodde og ubebodde),2008,Boligblokk,343
Kragerø,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,74
Kragerø,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,169
Kragerø,Boliger (bebodde og ubebodde),2009,Enebolig,3829
Kragerø,Boliger (bebodde og ubebodde),2009,Tomannsbolig,459
Kragerø,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",535
Kragerø,Boliger (bebodde og ubebodde),2009,Boligblokk,359
Kragerø,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,78
Kragerø,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,170
Kragerø,Boliger (bebodde og ubebodde),2010,Enebolig,3854
Kragerø,Boliger (bebodde og ubebodde),2010,Tomannsbolig,468
Kragerø,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",551
Kragerø,Boliger (bebodde og ubebodde),2010,Boligblokk,387
Kragerø,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,78
Kragerø,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,168
Kragerø,Boliger (bebodde og ubebodde),2011,Enebolig,3884
Kragerø,Boliger (bebodde og ubebodde),2011,Tomannsbolig,467
Kragerø,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",564
Kragerø,Boliger (bebodde og ubebodde),2011,Boligblokk,374
Kragerø,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,85
Kragerø,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,188
Kragerø,Boliger (bebodde og ubebodde),2012,Enebolig,3874
Kragerø,Boliger (bebodde og ubebodde),2012,Tomannsbolig,469
Kragerø,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",575
Kragerø,Boliger (bebodde og ubebodde),2012,Boligblokk,375
Kragerø,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,85
Kragerø,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,210
Kragerø,Boliger (bebodde og ubebodde),2013,Enebolig,3877
Kragerø,Boliger (bebodde og ubebodde),2013,Tomannsbolig,479
Kragerø,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",583
Kragerø,Boliger (bebodde og ubebodde),2013,Boligblokk,375
Kragerø,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,85
Kragerø,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,224
Kragerø,Boliger (bebodde og ubebodde),2014,Enebolig,3894
Kragerø,Boliger (bebodde og ubebodde),2014,Tomannsbolig,483
Kragerø,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",590
Kragerø,Boliger (bebodde og ubebodde),2014,Boligblokk,371
Kragerø,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,79
Kragerø,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,230
Kragerø,Boliger (bebodde og ubebodde),2015,Enebolig,3904
Kragerø,Boliger (bebodde og ubebodde),2015,Tomannsbolig,487
Kragerø,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",600
Kragerø,Boliger (bebodde og ubebodde),2015,Boligblokk,367
Kragerø,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,79
Kragerø,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,231
Kragerø,Boliger (bebodde og ubebodde),2016,Enebolig,3911
Kragerø,Boliger (bebodde og ubebodde),2016,Tomannsbolig,493
Kragerø,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",608
Kragerø,Boliger (bebodde og ubebodde),2016,Boligblokk,367
Kragerø,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,79
Kragerø,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,238
Kragerø,Boliger (bebodde og ubebodde),2017,Enebolig,3922
Kragerø,Boliger (bebodde og ubebodde),2017,Tomannsbolig,493
Kragerø,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",614
Kragerø,Boliger (bebodde og ubebodde),2017,Boligblokk,361
Kragerø,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,79
Kragerø,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,240
Kragerø,Boliger (bebodde og ubebodde),2018,Enebolig,3929
Kragerø,Boliger (bebodde og ubebodde),2018,Tomannsbolig,510
Kragerø,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",638
Kragerø,Boliger (bebodde og ubebodde),2018,Boligblokk,361
Kragerø,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,79
Kragerø,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,241
Kragerø,Boliger (bebodde og ubebodde),2019,Enebolig,3924
Kragerø,Boliger (bebodde og ubebodde),2019,Tomannsbolig,513
Kragerø,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",652
Kragerø,Boliger (bebodde og ubebodde),2019,Boligblokk,364
Kragerø,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,79
Kragerø,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,258
Kragerø,Boliger (bebodde og ubebodde),2020,Enebolig,3926
Kragerø,Boliger (bebodde og ubebodde),2020,Tomannsbolig,515
Kragerø,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",657
Kragerø,Boliger (bebodde og ubebodde),2020,Boligblokk,364
Kragerø,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,75
Kragerø,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,258
Kragerø,Boliger (bebodde og ubebodde),2021,Enebolig,3930
Kragerø,Boliger (bebodde og ubebodde),2021,Tomannsbolig,524
Kragerø,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",664
Kragerø,Boliger (bebodde og ubebodde),2021,Boligblokk,390
Kragerø,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,75
Kragerø,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,273
Kragerø,Boliger (bebodde og ubebodde),2022,Enebolig,3945
Kragerø,Boliger (bebodde og ubebodde),2022,Tomannsbolig,529
Kragerø,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",661
Kragerø,Boliger (bebodde og ubebodde),2022,Boligblokk,394
Kragerø,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,75
Kragerø,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,271
Kragerø,Boliger (bebodde og ubebodde),2023,Enebolig,3948
Kragerø,Boliger (bebodde og ubebodde),2023,Tomannsbolig,544
Kragerø,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",662
Kragerø,Boliger (bebodde og ubebodde),2023,Boligblokk,414
Kragerø,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,75
Kragerø,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,275
Kragerø,Boliger (bebodde og ubebodde),2024,Enebolig,3970
Kragerø,Boliger (bebodde og ubebodde),2024,Tomannsbolig,548
Kragerø,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",669
Kragerø,Boliger (bebodde og ubebodde),2024,Boligblokk,398
