region,statistikkvariabel,år,bygningstype,value
Midt-Telemark,Boliger (bebodde og ubebodde),2023,Enebolig,4193
Midt-Telemark,Boliger (bebodde og ubebodde),2023,Tomannsbolig,319
Midt-Telemark,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",422
Midt-Telemark,Boliger (bebodde og ubebodde),2023,Boligblokk,655
Midt-Telemark,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,384
Midt-Telemark,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,311
Midt-Telemark,Boliger (bebodde og ubebodde),2024,Enebolig,4220
Midt-Telemark,Boliger (bebodde og ubebodde),2024,Tomannsbolig,316
Midt-Telemark,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",428
Midt-Telemark,Boliger (bebodde og ubebodde),2024,Boligblokk,668
Midt-Telemark,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,384
Midt-Telemark,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,327
Midt-Telemark,Boliger (bebodde og ubebodde),2025,Enebolig,4223
Midt-Telemark,Boliger (bebodde og ubebodde),2025,Tomannsbolig,318
Midt-Telemark,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",436
Midt-Telemark,Boliger (bebodde og ubebodde),2025,Boligblokk,298
Midt-Telemark,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,770
Midt-Telemark,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,335
Midt-Telemark,Boliger (bebodde og ubebodde),2026,Enebolig,4233
Midt-Telemark,Boliger (bebodde og ubebodde),2026,Tomannsbolig,318
Midt-Telemark,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",442
Midt-Telemark,Boliger (bebodde og ubebodde),2026,Boligblokk,301
Midt-Telemark,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,769
Midt-Telemark,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,335
Seljord,Boliger (bebodde og ubebodde),2006,Enebolig,1422
Seljord,Boliger (bebodde og ubebodde),2006,Tomannsbolig,55
Seljord,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",62
Seljord,Boliger (bebodde og ubebodde),2006,Boligblokk,5
Seljord,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,6
Seljord,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,20
Seljord,Boliger (bebodde og ubebodde),2007,Enebolig,1427
Seljord,Boliger (bebodde og ubebodde),2007,Tomannsbolig,59
Seljord,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",62
Seljord,Boliger (bebodde og ubebodde),2007,Boligblokk,30
Seljord,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,6
Seljord,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,22
Seljord,Boliger (bebodde og ubebodde),2008,Enebolig,1448
Seljord,Boliger (bebodde og ubebodde),2008,Tomannsbolig,60
Seljord,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",69
Seljord,Boliger (bebodde og ubebodde),2008,Boligblokk,30
Seljord,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,9
Seljord,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,30
Seljord,Boliger (bebodde og ubebodde),2009,Enebolig,1414
Seljord,Boliger (bebodde og ubebodde),2009,Tomannsbolig,67
Seljord,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",69
Seljord,Boliger (bebodde og ubebodde),2009,Boligblokk,30
Seljord,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,9
Seljord,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,27
Seljord,Boliger (bebodde og ubebodde),2010,Enebolig,1426
Seljord,Boliger (bebodde og ubebodde),2010,Tomannsbolig,70
Seljord,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",69
Seljord,Boliger (bebodde og ubebodde),2010,Boligblokk,30
Seljord,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,9
Seljord,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,28
Seljord,Boliger (bebodde og ubebodde),2011,Enebolig,1404
Seljord,Boliger (bebodde og ubebodde),2011,Tomannsbolig,68
Seljord,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",73
Seljord,Boliger (bebodde og ubebodde),2011,Boligblokk,30
Seljord,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,10
Seljord,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,38
Seljord,Boliger (bebodde og ubebodde),2012,Enebolig,1418
Seljord,Boliger (bebodde og ubebodde),2012,Tomannsbolig,68
Seljord,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",73
Seljord,Boliger (bebodde og ubebodde),2012,Boligblokk,30
Seljord,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,10
Seljord,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,41
Seljord,Boliger (bebodde og ubebodde),2013,Enebolig,1421
Seljord,Boliger (bebodde og ubebodde),2013,Tomannsbolig,66
Seljord,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2013,Boligblokk,30
Seljord,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,10
Seljord,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,42
Seljord,Boliger (bebodde og ubebodde),2014,Enebolig,1420
Seljord,Boliger (bebodde og ubebodde),2014,Tomannsbolig,76
Seljord,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2014,Boligblokk,30
Seljord,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,14
Seljord,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,40
Seljord,Boliger (bebodde og ubebodde),2015,Enebolig,1425
Seljord,Boliger (bebodde og ubebodde),2015,Tomannsbolig,76
Seljord,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2015,Boligblokk,30
Seljord,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,14
Seljord,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,40
Seljord,Boliger (bebodde og ubebodde),2016,Enebolig,1440
Seljord,Boliger (bebodde og ubebodde),2016,Tomannsbolig,75
Seljord,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2016,Boligblokk,38
Seljord,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,14
Seljord,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,38
Seljord,Boliger (bebodde og ubebodde),2017,Enebolig,1443
Seljord,Boliger (bebodde og ubebodde),2017,Tomannsbolig,74
Seljord,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2017,Boligblokk,38
Seljord,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,14
Seljord,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,37
Seljord,Boliger (bebodde og ubebodde),2018,Enebolig,1446
Seljord,Boliger (bebodde og ubebodde),2018,Tomannsbolig,77
Seljord,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2018,Boligblokk,38
Seljord,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,14
Seljord,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,36
Seljord,Boliger (bebodde og ubebodde),2019,Enebolig,1447
Seljord,Boliger (bebodde og ubebodde),2019,Tomannsbolig,77
Seljord,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2019,Boligblokk,38
Seljord,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,14
Seljord,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,37
Seljord,Boliger (bebodde og ubebodde),2020,Enebolig,1445
Seljord,Boliger (bebodde og ubebodde),2020,Tomannsbolig,77
Seljord,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2020,Boligblokk,38
Seljord,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,14
Seljord,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,35
Seljord,Boliger (bebodde og ubebodde),2021,Enebolig,1446
Seljord,Boliger (bebodde og ubebodde),2021,Tomannsbolig,76
Seljord,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2021,Boligblokk,42
Seljord,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,14
Seljord,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,35
Seljord,Boliger (bebodde og ubebodde),2022,Enebolig,1446
Seljord,Boliger (bebodde og ubebodde),2022,Tomannsbolig,76
Seljord,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2022,Boligblokk,42
Seljord,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,19
Seljord,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,31
Seljord,Boliger (bebodde og ubebodde),2023,Enebolig,1447
Seljord,Boliger (bebodde og ubebodde),2023,Tomannsbolig,76
Seljord,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",85
Seljord,Boliger (bebodde og ubebodde),2023,Boligblokk,42
Seljord,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,19
Seljord,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,31
Seljord,Boliger (bebodde og ubebodde),2024,Enebolig,1458
Seljord,Boliger (bebodde og ubebodde),2024,Tomannsbolig,74
Seljord,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",89
Seljord,Boliger (bebodde og ubebodde),2024,Boligblokk,42
Seljord,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,19
Seljord,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,31
Seljord,Boliger (bebodde og ubebodde),2025,Enebolig,1464
Seljord,Boliger (bebodde og ubebodde),2025,Tomannsbolig,76
Seljord,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",87
Seljord,Boliger (bebodde og ubebodde),2025,Boligblokk,42
Seljord,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,20
Seljord,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,31
Seljord,Boliger (bebodde og ubebodde),2026,Enebolig,1474
Seljord,Boliger (bebodde og ubebodde),2026,Tomannsbolig,78
Seljord,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",87
Seljord,Boliger (bebodde og ubebodde),2026,Boligblokk,46
Seljord,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,18
Seljord,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,29
Hjartdal,Boliger (bebodde og ubebodde),2006,Enebolig,753
Hjartdal,Boliger (bebodde og ubebodde),2006,Tomannsbolig,29
Hjartdal,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",10
Hjartdal,Boliger (bebodde og ubebodde),2006,Boligblokk,0
Hjartdal,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,4
Hjartdal,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,10
Hjartdal,Boliger (bebodde og ubebodde),2007,Enebolig,759
Hjartdal,Boliger (bebodde og ubebodde),2007,Tomannsbolig,26
Hjartdal,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",10
Hjartdal,Boliger (bebodde og ubebodde),2007,Boligblokk,0
Hjartdal,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,4
Hjartdal,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,10
Hjartdal,Boliger (bebodde og ubebodde),2008,Enebolig,760
Hjartdal,Boliger (bebodde og ubebodde),2008,Tomannsbolig,26
Hjartdal,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",10
Hjartdal,Boliger (bebodde og ubebodde),2008,Boligblokk,0
Hjartdal,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,4
Hjartdal,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,10
Hjartdal,Boliger (bebodde og ubebodde),2009,Enebolig,744
Hjartdal,Boliger (bebodde og ubebodde),2009,Tomannsbolig,26
Hjartdal,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",10
Hjartdal,Boliger (bebodde og ubebodde),2009,Boligblokk,0
Hjartdal,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,4
Hjartdal,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,6
Hjartdal,Boliger (bebodde og ubebodde),2010,Enebolig,745
Hjartdal,Boliger (bebodde og ubebodde),2010,Tomannsbolig,27
Hjartdal,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",8
Hjartdal,Boliger (bebodde og ubebodde),2010,Boligblokk,0
Hjartdal,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,4
Hjartdal,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,10
Hjartdal,Boliger (bebodde og ubebodde),2011,Enebolig,782
Hjartdal,Boliger (bebodde og ubebodde),2011,Tomannsbolig,24
Hjartdal,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",10
Hjartdal,Boliger (bebodde og ubebodde),2011,Boligblokk,6
Hjartdal,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,2
Hjartdal,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,14
Hjartdal,Boliger (bebodde og ubebodde),2012,Enebolig,753
Hjartdal,Boliger (bebodde og ubebodde),2012,Tomannsbolig,25
Hjartdal,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",8
Hjartdal,Boliger (bebodde og ubebodde),2012,Boligblokk,6
Hjartdal,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,2
Hjartdal,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,23
Hjartdal,Boliger (bebodde og ubebodde),2013,Enebolig,764
Hjartdal,Boliger (bebodde og ubebodde),2013,Tomannsbolig,24
Hjartdal,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",8
Hjartdal,Boliger (bebodde og ubebodde),2013,Boligblokk,6
Hjartdal,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,2
Hjartdal,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,16
Hjartdal,Boliger (bebodde og ubebodde),2014,Enebolig,848
Hjartdal,Boliger (bebodde og ubebodde),2014,Tomannsbolig,32
Hjartdal,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",6
Hjartdal,Boliger (bebodde og ubebodde),2014,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,12
Hjartdal,Boliger (bebodde og ubebodde),2015,Enebolig,848
Hjartdal,Boliger (bebodde og ubebodde),2015,Tomannsbolig,36
Hjartdal,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",6
Hjartdal,Boliger (bebodde og ubebodde),2015,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,13
Hjartdal,Boliger (bebodde og ubebodde),2016,Enebolig,851
Hjartdal,Boliger (bebodde og ubebodde),2016,Tomannsbolig,34
Hjartdal,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",6
Hjartdal,Boliger (bebodde og ubebodde),2016,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,2
Hjartdal,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,15
Hjartdal,Boliger (bebodde og ubebodde),2017,Enebolig,855
Hjartdal,Boliger (bebodde og ubebodde),2017,Tomannsbolig,34
Hjartdal,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",6
Hjartdal,Boliger (bebodde og ubebodde),2017,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,15
Hjartdal,Boliger (bebodde og ubebodde),2018,Enebolig,859
Hjartdal,Boliger (bebodde og ubebodde),2018,Tomannsbolig,34
Hjartdal,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",6
Hjartdal,Boliger (bebodde og ubebodde),2018,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,15
Hjartdal,Boliger (bebodde og ubebodde),2019,Enebolig,860
Hjartdal,Boliger (bebodde og ubebodde),2019,Tomannsbolig,35
Hjartdal,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",6
Hjartdal,Boliger (bebodde og ubebodde),2019,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,15
Hjartdal,Boliger (bebodde og ubebodde),2020,Enebolig,862
Hjartdal,Boliger (bebodde og ubebodde),2020,Tomannsbolig,35
Hjartdal,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",10
Hjartdal,Boliger (bebodde og ubebodde),2020,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,15
Hjartdal,Boliger (bebodde og ubebodde),2021,Enebolig,864
Hjartdal,Boliger (bebodde og ubebodde),2021,Tomannsbolig,35
Hjartdal,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",10
Hjartdal,Boliger (bebodde og ubebodde),2021,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,16
Hjartdal,Boliger (bebodde og ubebodde),2022,Enebolig,867
Hjartdal,Boliger (bebodde og ubebodde),2022,Tomannsbolig,35
Hjartdal,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",10
Hjartdal,Boliger (bebodde og ubebodde),2022,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,16
Hjartdal,Boliger (bebodde og ubebodde),2023,Enebolig,867
Hjartdal,Boliger (bebodde og ubebodde),2023,Tomannsbolig,34
Hjartdal,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",10
Hjartdal,Boliger (bebodde og ubebodde),2023,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,15
Hjartdal,Boliger (bebodde og ubebodde),2024,Enebolig,865
Hjartdal,Boliger (bebodde og ubebodde),2024,Tomannsbolig,40
Hjartdal,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",16
Hjartdal,Boliger (bebodde og ubebodde),2024,Boligblokk,13
Hjartdal,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,16
Hjartdal,Boliger (bebodde og ubebodde),2025,Enebolig,866
Hjartdal,Boliger (bebodde og ubebodde),2025,Tomannsbolig,40
Hjartdal,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",16
Hjartdal,Boliger (bebodde og ubebodde),2025,Boligblokk,17
Hjartdal,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,15
Hjartdal,Boliger (bebodde og ubebodde),2026,Enebolig,869
Hjartdal,Boliger (bebodde og ubebodde),2026,Tomannsbolig,40
Hjartdal,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",16
Hjartdal,Boliger (bebodde og ubebodde),2026,Boligblokk,17
Hjartdal,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,1
Hjartdal,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,14
Tinn,Boliger (bebodde og ubebodde),2006,Enebolig,2191
Tinn,Boliger (bebodde og ubebodde),2006,Tomannsbolig,309
Tinn,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",410
Tinn,Boliger (bebodde og ubebodde),2006,Boligblokk,568
Tinn,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,37
Tinn,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,114
Tinn,Boliger (bebodde og ubebodde),2007,Enebolig,2199
Tinn,Boliger (bebodde og ubebodde),2007,Tomannsbolig,308
Tinn,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",410
Tinn,Boliger (bebodde og ubebodde),2007,Boligblokk,568
Tinn,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,37
Tinn,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,114
Tinn,Boliger (bebodde og ubebodde),2008,Enebolig,2147
Tinn,Boliger (bebodde og ubebodde),2008,Tomannsbolig,304
Tinn,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",410
Tinn,Boliger (bebodde og ubebodde),2008,Boligblokk,568
Tinn,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,37
Tinn,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,113
Tinn,Boliger (bebodde og ubebodde),2009,Enebolig,2168
Tinn,Boliger (bebodde og ubebodde),2009,Tomannsbolig,302
Tinn,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",406
Tinn,Boliger (bebodde og ubebodde),2009,Boligblokk,563
Tinn,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,37
Tinn,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,115
Tinn,Boliger (bebodde og ubebodde),2010,Enebolig,2175
Tinn,Boliger (bebodde og ubebodde),2010,Tomannsbolig,302
Tinn,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",406
Tinn,Boliger (bebodde og ubebodde),2010,Boligblokk,558
Tinn,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,37
Tinn,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,111
Tinn,Boliger (bebodde og ubebodde),2011,Enebolig,2181
Tinn,Boliger (bebodde og ubebodde),2011,Tomannsbolig,304
Tinn,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",406
Tinn,Boliger (bebodde og ubebodde),2011,Boligblokk,568
Tinn,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,37
Tinn,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,111
Tinn,Boliger (bebodde og ubebodde),2012,Enebolig,2182
Tinn,Boliger (bebodde og ubebodde),2012,Tomannsbolig,306
Tinn,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",406
Tinn,Boliger (bebodde og ubebodde),2012,Boligblokk,568
Tinn,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,139
Tinn,Boliger (bebodde og ubebodde),2013,Enebolig,2188
Tinn,Boliger (bebodde og ubebodde),2013,Tomannsbolig,311
Tinn,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",410
Tinn,Boliger (bebodde og ubebodde),2013,Boligblokk,564
Tinn,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,142
Tinn,Boliger (bebodde og ubebodde),2014,Enebolig,2215
Tinn,Boliger (bebodde og ubebodde),2014,Tomannsbolig,311
Tinn,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",417
Tinn,Boliger (bebodde og ubebodde),2014,Boligblokk,567
Tinn,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,141
Tinn,Boliger (bebodde og ubebodde),2015,Enebolig,2229
Tinn,Boliger (bebodde og ubebodde),2015,Tomannsbolig,312
Tinn,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",416
Tinn,Boliger (bebodde og ubebodde),2015,Boligblokk,565
Tinn,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,139
Tinn,Boliger (bebodde og ubebodde),2016,Enebolig,2225
Tinn,Boliger (bebodde og ubebodde),2016,Tomannsbolig,318
Tinn,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",420
Tinn,Boliger (bebodde og ubebodde),2016,Boligblokk,564
Tinn,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,135
Tinn,Boliger (bebodde og ubebodde),2017,Enebolig,2229
Tinn,Boliger (bebodde og ubebodde),2017,Tomannsbolig,318
Tinn,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",423
Tinn,Boliger (bebodde og ubebodde),2017,Boligblokk,563
Tinn,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,131
Tinn,Boliger (bebodde og ubebodde),2018,Enebolig,2227
Tinn,Boliger (bebodde og ubebodde),2018,Tomannsbolig,318
Tinn,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",423
Tinn,Boliger (bebodde og ubebodde),2018,Boligblokk,563
Tinn,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,134
Tinn,Boliger (bebodde og ubebodde),2019,Enebolig,2229
Tinn,Boliger (bebodde og ubebodde),2019,Tomannsbolig,322
Tinn,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",429
Tinn,Boliger (bebodde og ubebodde),2019,Boligblokk,563
Tinn,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,133
Tinn,Boliger (bebodde og ubebodde),2020,Enebolig,2213
Tinn,Boliger (bebodde og ubebodde),2020,Tomannsbolig,330
Tinn,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",429
Tinn,Boliger (bebodde og ubebodde),2020,Boligblokk,563
Tinn,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,129
Tinn,Boliger (bebodde og ubebodde),2021,Enebolig,2223
Tinn,Boliger (bebodde og ubebodde),2021,Tomannsbolig,332
Tinn,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",437
Tinn,Boliger (bebodde og ubebodde),2021,Boligblokk,562
