ssbid_250,År,Populasjon
21982506582250,2016-01-01,69
21982506582500,2016-01-01,65
21982506582750,2016-01-01,48
21982506583000,2016-01-01,13
21982506584000,2016-01-01,3
21982506584250,2016-01-01,18
21982506584500,2016-01-01,1
21985006557250,2016-01-01,21
21985006557500,2016-01-01,2
21985006566500,2016-01-01,7
21985006566750,2016-01-01,13
21985006567250,2016-01-01,2
21985006567500,2016-01-01,3
21985006567750,2016-01-01,4
21985006570750,2016-01-01,3
21985006573750,2016-01-01,10
21985006575250,2016-01-01,3
21985006575500,2016-01-01,1
21985006582250,2016-01-01,8
21985006582500,2016-01-01,34
21985006583000,2016-01-01,6
21985006583250,2016-01-01,4
21985006583500,2016-01-01,11
21985006583750,2016-01-01,5
21985006584000,2016-01-01,8
21985006584250,2016-01-01,17
21985006584500,2016-01-01,27
21987506557250,2016-01-01,13
21987506561250,2016-01-01,14
21987506562000,2016-01-01,2
21987506562250,2016-01-01,2
21987506566500,2016-01-01,1
21987506567000,2016-01-01,9
21987506567250,2016-01-01,2
21987506567500,2016-01-01,9
21987506568000,2016-01-01,18
21987506568250,2016-01-01,20
21987506571250,2016-01-01,4
21987506582000,2016-01-01,79
21987506582250,2016-01-01,43
21987506582500,2016-01-01,17
21987506582750,2016-01-01,20
21987506583000,2016-01-01,2
21987506583500,2016-01-01,3
21987506584000,2016-01-01,4
21987506584250,2016-01-01,85
21987506584500,2016-01-01,41
21990006561250,2016-01-01,5
21990006562250,2016-01-01,3
21990006567500,2016-01-01,12
21990006568000,2016-01-01,10
21990006568250,2016-01-01,2
21990006568500,2016-01-01,6
21990006570750,2016-01-01,2
21990006571250,2016-01-01,2
21990006573750,2016-01-01,1
21990006582250,2016-01-01,19
21990006584000,2016-01-01,9
21990006584250,2016-01-01,84
21990006584500,2016-01-01,13
21992506559750,2016-01-01,8
21992506560000,2016-01-01,4
21992506561250,2016-01-01,4
21992506563250,2016-01-01,4
21992506563750,2016-01-01,1
21992506568500,2016-01-01,1
21992506568750,2016-01-01,1
21992506569000,2016-01-01,7
21992506582000,2016-01-01,5
21992506582250,2016-01-01,80
21992506582500,2016-01-01,19
21992506583750,2016-01-01,4
21992506584000,2016-01-01,3
21992506584250,2016-01-01,5
21995006558250,2016-01-01,4
21995006558500,2016-01-01,4
21995006563750,2016-01-01,3
21995006569250,2016-01-01,1
21995006569500,2016-01-01,4
21995006569750,2016-01-01,2
21995006582000,2016-01-01,12
21995006582250,2016-01-01,23
21995006582500,2016-01-01,9
21995006582750,2016-01-01,3
21995006583000,2016-01-01,2
21995006583500,2016-01-01,2
21995006583750,2016-01-01,7
21995006584250,2016-01-01,1
21995006596500,2016-01-01,3
21997506569250,2016-01-01,2
21997506570000,2016-01-01,9
21997506582250,2016-01-01,10
21997506582750,2016-01-01,76
21997506583000,2016-01-01,34
21997506583500,2016-01-01,10
22000006558000,2016-01-01,2
22000006569750,2016-01-01,2
22000006570250,2016-01-01,7
22000006581250,2016-01-01,8
22000006581500,2016-01-01,22
22000006581750,2016-01-01,1
22000006582750,2016-01-01,21
22000006583000,2016-01-01,42
22000006583250,2016-01-01,17
22000006583500,2016-01-01,17
22002506557000,2016-01-01,7
22002506570750,2016-01-01,7
22002506581000,2016-01-01,3
22002506581250,2016-01-01,10
22002506582000,2016-01-01,6
22002506582250,2016-01-01,6
22002506583000,2016-01-01,9
22002506583500,2016-01-01,1
22005006557000,2016-01-01,1
22005006570750,2016-01-01,1
22005006581000,2016-01-01,1
22005006581500,2016-01-01,1
22005006581750,2016-01-01,2
22005006582000,2016-01-01,3
22005006583500,2016-01-01,8
22005006583750,2016-01-01,10
22007506562750,2016-01-01,16
22007506571250,2016-01-01,5
22007506581000,2016-01-01,4
22007506581500,2016-01-01,3
22007506581750,2016-01-01,2
22007506582000,2016-01-01,2
22007506583500,2016-01-01,9
22007506583750,2016-01-01,5
22010006557750,2016-01-01,1
22010006559750,2016-01-01,2
22010006562250,2016-01-01,1
22010006562500,2016-01-01,1
22010006580500,2016-01-01,1
22010006580750,2016-01-01,1
22010006581000,2016-01-01,2
22010006581250,2016-01-01,6
22010006581500,2016-01-01,6
22010006583500,2016-01-01,3
22012506562000,2016-01-01,2
22012506562250,2016-01-01,2
22012506562500,2016-01-01,1
22012506571750,2016-01-01,2
22012506579250,2016-01-01,1
22012506579750,2016-01-01,2
22012506580000,2016-01-01,5
22012506580250,2016-01-01,3
22012506580750,2016-01-01,1
22015006560500,2016-01-01,2
22015006561000,2016-01-01,12
22015006561250,2016-01-01,5
22015006579250,2016-01-01,5
22015006579500,2016-01-01,24
22015006579750,2016-01-01,13
22015006580000,2016-01-01,3
22015006580250,2016-01-01,1
22015006580500,2016-01-01,2
22017506561250,2016-01-01,8
22017506561500,2016-01-01,21
22017506561750,2016-01-01,7
22017506566500,2016-01-01,5
22017506571500,2016-01-01,4
22017506572000,2016-01-01,4
22017506579500,2016-01-01,1
22017506579750,2016-01-01,3
22017506580000,2016-01-01,5
22017506580250,2016-01-01,1
22017506583250,2016-01-01,2
22020006560500,2016-01-01,1
22020006560750,2016-01-01,3
22020006561500,2016-01-01,2
22020006561750,2016-01-01,22
22020006563000,2016-01-01,5
22020006563250,2016-01-01,2
22020006566000,2016-01-01,4
22020006566500,2016-01-01,2
22020006566750,2016-01-01,1
22020006578750,2016-01-01,4
22020006580000,2016-01-01,5
22022506555750,2016-01-01,5
22022506558750,2016-01-01,1
22022506561000,2016-01-01,16
22022506561250,2016-01-01,62
22022506561500,2016-01-01,35
22022506561750,2016-01-01,18
22022506563500,2016-01-01,7
22022506564250,2016-01-01,2
22022506564750,2016-01-01,10
22022506565000,2016-01-01,11
22022506567000,2016-01-01,6
22022506572500,2016-01-01,2
22022506572750,2016-01-01,2
22022506578500,2016-01-01,5
22022506578750,2016-01-01,8
22022506583000,2016-01-01,2
22025006560750,2016-01-01,8
22025006561000,2016-01-01,52
22025006561250,2016-01-01,25
22025006561500,2016-01-01,2
22025006561750,2016-01-01,32
22025006562000,2016-01-01,18
22025006562250,2016-01-01,1
22025006562750,2016-01-01,6
22025006563000,2016-01-01,1
22025006563250,2016-01-01,5
22025006563500,2016-01-01,2
22025006567750,2016-01-01,7
22025006568500,2016-01-01,1
22025006572500,2016-01-01,1
22025006578500,2016-01-01,5
22025006578750,2016-01-01,6
22025006579000,2016-01-01,9
22025006583000,2016-01-01,4
22027506560500,2016-01-01,62
22027506560750,2016-01-01,78
22027506561000,2016-01-01,8
22027506562000,2016-01-01,3
22027506568750,2016-01-01,4
22027506569500,2016-01-01,4
22027506578500,2016-01-01,3
22027506578750,2016-01-01,11
22027506583250,2016-01-01,1
22030006560500,2016-01-01,60
22030006560750,2016-01-01,4
22030006563250,2016-01-01,2
22030006568000,2016-01-01,1
22030006578750,2016-01-01,2
22030006579000,2016-01-01,3
22032506559250,2016-01-01,7
22032506560500,2016-01-01,2
22032506560750,2016-01-01,7
22032506569250,2016-01-01,1
22032506571000,2016-01-01,6
22032506571250,2016-01-01,6
22032506571500,2016-01-01,5
22032506572000,2016-01-01,14
22035006558750,2016-01-01,7
22035006560500,2016-01-01,5
22035006569750,2016-01-01,5
22035006570500,2016-01-01,7
22035006570750,2016-01-01,19
22035006571000,2016-01-01,15
22035006571250,2016-01-01,10
22035006571500,2016-01-01,6
22035006571750,2016-01-01,3
22035006578000,2016-01-01,2
22035006578750,2016-01-01,11
22035006579000,2016-01-01,1
22037506560250,2016-01-01,3
22037506560500,2016-01-01,3
22037506564750,2016-01-01,6
22037506570250,2016-01-01,12
22037506570500,2016-01-01,3
22037506570750,2016-01-01,2
22037506571000,2016-01-01,2
22037506571250,2016-01-01,4
22037506578250,2016-01-01,1
22037506578500,2016-01-01,2
22037506579250,2016-01-01,4
22040006557000,2016-01-01,2
22040006557250,2016-01-01,2
22040006560250,2016-01-01,17
22040006560500,2016-01-01,8
22040006569500,2016-01-01,4
22040006570000,2016-01-01,3
22040006570750,2016-01-01,4
22040006578250,2016-01-01,4
22040006578500,2016-01-01,17
22042506560250,2016-01-01,2
22042506569750,2016-01-01,1
22042506570000,2016-01-01,3
22042506570500,2016-01-01,1
22042506578500,2016-01-01,16
22045006570000,2016-01-01,6
22045006570250,2016-01-01,3
22045006578250,2016-01-01,2
22045006578500,2016-01-01,3
22045006578750,2016-01-01,5
22045006579000,2016-01-01,1
22047506561750,2016-01-01,2
22047506570000,2016-01-01,8
22047506575000,2016-01-01,1
22047506575500,2016-01-01,5
22047506576500,2016-01-01,3
22047506577000,2016-01-01,4
22047506579000,2016-01-01,5
22047506579250,2016-01-01,4
22050006570000,2016-01-01,2
22050006570250,2016-01-01,4
22050006576250,2016-01-01,1
22052506570000,2016-01-01,2
22052506577250,2016-01-01,2
22052506577500,2016-01-01,2
22055006570000,2016-01-01,6
22055006575000,2016-01-01,3
22057506570000,2016-01-01,2
22057506577250,2016-01-01,9
22060006569750,2016-01-01,4
22060006577250,2016-01-01,6
22060006577500,2016-01-01,5
22062506575750,2016-01-01,2
22062506576000,2016-01-01,1
22062506576750,2016-01-01,1
22065006570000,2016-01-01,4
22067506570750,2016-01-01,2
22067506571000,2016-01-01,3
22072506576750,2016-01-01,4
22075006576500,2016-01-01,4
22075006576750,2016-01-01,5
21715006570000,2017-01-01,1
21720006570000,2017-01-01,2
21722506568750,2017-01-01,1
21722506570000,2017-01-01,4
21725006570000,2017-01-01,1
21760006568000,2017-01-01,5
21760006568500,2017-01-01,7
21762506567750,2017-01-01,4
21762506568000,2017-01-01,15
21765006573500,2017-01-01,6
21765006587750,2017-01-01,3
21767506588250,2017-01-01,5
21767506588750,2017-01-01,3
21767506589000,2017-01-01,4
21770006567250,2017-01-01,2
21770006573000,2017-01-01,2
21770006589250,2017-01-01,10
21772506567000,2017-01-01,6
21772506567500,2017-01-01,4
21772506567750,2017-01-01,6
21772506573500,2017-01-01,4
21772506588000,2017-01-01,6
21772506588250,2017-01-01,17
21772506588750,2017-01-01,15
21772506589000,2017-01-01,1
21772506589250,2017-01-01,1
21772506589500,2017-01-01,2
21772506589750,2017-01-01,3
21775006561500,2017-01-01,1
21775006563500,2017-01-01,2
21775006567000,2017-01-01,6
21775006567500,2017-01-01,5
21775006587750,2017-01-01,2
21775006588000,2017-01-01,2
21775006588500,2017-01-01,2
21775006588750,2017-01-01,2
21775006589000,2017-01-01,6
21775006589500,2017-01-01,4
21777506572750,2017-01-01,1
21777506588250,2017-01-01,17
21777506588750,2017-01-01,2
21777506589000,2017-01-01,7
21777506589250,2017-01-01,4
21780006562500,2017-01-01,2
21780006565750,2017-01-01,4
21780006572500,2017-01-01,3
21780006572750,2017-01-01,6
21782506571500,2017-01-01,2
21782506572000,2017-01-01,4
21782506572250,2017-01-01,3
21782506572500,2017-01-01,2
21785006562500,2017-01-01,5
21785006567000,2017-01-01,1
21785006572250,2017-01-01,5
21785006575250,2017-01-01,2
21785006588250,2017-01-01,3
21785006591500,2017-01-01,5
21785006591750,2017-01-01,1
21787506562250,2017-01-01,4
21787506562500,2017-01-01,7
21787506567000,2017-01-01,3
21787506567250,2017-01-01,9
21787506572250,2017-01-01,2
21787506572500,2017-01-01,3
21787506577750,2017-01-01,1
21790006562500,2017-01-01,2
21790006567750,2017-01-01,7
21790006572500,2017-01-01,1
21790006572750,2017-01-01,6
21792506566750,2017-01-01,4
21792506567250,2017-01-01,2
21792506567500,2017-01-01,11
21792506567750,2017-01-01,2
21792506570750,2017-01-01,4
21792506572000,2017-01-01,9
21792506572250,2017-01-01,8
21792506572500,2017-01-01,1
21792506573000,2017-01-01,4
21792506573750,2017-01-01,1
21792506575250,2017-01-01,7
21792506578000,2017-01-01,1
21792506578250,2017-01-01,8
21795006564750,2017-01-01,6
21795006571000,2017-01-01,5
21795006571250,2017-01-01,3
21795006571750,2017-01-01,7
21795006572000,2017-01-01,2
21795006573000,2017-01-01,2
21795006573250,2017-01-01,1
21795006574500,2017-01-01,4
21797506564500,2017-01-01,3
21797506567250,2017-01-01,3
21797506571250,2017-01-01,3
21797506571500,2017-01-01,2
21797506571750,2017-01-01,4
21797506573750,2017-01-01,2
21797506574000,2017-01-01,2
21797506574750,2017-01-01,4
21797506575000,2017-01-01,5
21797506578000,2017-01-01,5
21800006564250,2017-01-01,7
21800006571750,2017-01-01,2
21800006573000,2017-01-01,1
21800006575250,2017-01-01,2
21800006577500,2017-01-01,4
21800006578000,2017-01-01,12
21800006585750,2017-01-01,1
21802506564000,2017-01-01,10
21802506566250,2017-01-01,3
21802506572750,2017-01-01,4
21802506575000,2017-01-01,5
21802506575250,2017-01-01,10
21802506576000,2017-01-01,2
21802506577000,2017-01-01,2
21802506577250,2017-01-01,5
21802506585250,2017-01-01,2
21802506585750,2017-01-01,4
21802506586250,2017-01-01,5
21805006564000,2017-01-01,2
21805006566250,2017-01-01,4
21805006571250,2017-01-01,1
21805006574250,2017-01-01,1
21805006574750,2017-01-01,3
21805006575750,2017-01-01,4
21805006576000,2017-01-01,2
21805006576250,2017-01-01,2
21805006576500,2017-01-01,4
21805006577000,2017-01-01,1
21805006578250,2017-01-01,3
21805006585750,2017-01-01,3
21805006586250,2017-01-01,3
21807506561750,2017-01-01,9
21807506563250,2017-01-01,4
21807506563500,2017-01-01,4
21807506563750,2017-01-01,2
21807506574750,2017-01-01,5
21807506576000,2017-01-01,2
21807506576250,2017-01-01,10
21807506576500,2017-01-01,10
21807506576750,2017-01-01,13
21807506577750,2017-01-01,4
21807506578250,2017-01-01,3
21807506585500,2017-01-01,2
21810006563000,2017-01-01,3
21810006564750,2017-01-01,2
21810006565000,2017-01-01,37
21810006565250,2017-01-01,4
21810006574500,2017-01-01,7
21810006575000,2017-01-01,3
21810006576000,2017-01-01,5
21810006576250,2017-01-01,15
21810006576500,2017-01-01,14
21810006577500,2017-01-01,5
21810006578000,2017-01-01,2
21812506560500,2017-01-01,1
21812506565000,2017-01-01,34
21812506565250,2017-01-01,7
21812506565750,2017-01-01,6
21812506566000,2017-01-01,2
21812506566250,2017-01-01,2
21812506567000,2017-01-01,7
21812506567250,2017-01-01,7
21812506576250,2017-01-01,2
21812506576500,2017-01-01,9
21812506576750,2017-01-01,19
21812506577250,2017-01-01,8
21812506577500,2017-01-01,2
21812506577750,2017-01-01,3
21812506578000,2017-01-01,2
21812506578250,2017-01-01,4
21815006564000,2017-01-01,5
21815006564500,2017-01-01,2
21815006565750,2017-01-01,2
21815006566000,2017-01-01,3
21815006567000,2017-01-01,2
21815006576500,2017-01-01,13
21815006576750,2017-01-01,23
21815006577000,2017-01-01,27
21815006577250,2017-01-01,1
21815006577500,2017-01-01,25
21815006577750,2017-01-01,1
21815006578000,2017-01-01,4
21815006578250,2017-01-01,4
21817506577000,2017-01-01,2
21817506577500,2017-01-01,6
21817506577750,2017-01-01,4
21820006574750,2017-01-01,2
21820006577250,2017-01-01,5
21822506563750,2017-01-01,4
21822506566750,2017-01-01,4
21822506574500,2017-01-01,3
21822506575500,2017-01-01,2
21822506575750,2017-01-01,2
21825006574500,2017-01-01,1
21825006575000,2017-01-01,4
21825006575250,2017-01-01,3
21825006575750,2017-01-01,1
21825006577500,2017-01-01,4
21827506566750,2017-01-01,5
21827506580750,2017-01-01,2
21830006574500,2017-01-01,7
21830006574750,2017-01-01,13
21832506566750,2017-01-01,1
21832506574500,2017-01-01,9
21832506574750,2017-01-01,6
21832506575000,2017-01-01,18
21832506575250,2017-01-01,73
21832506580250,2017-01-01,1
21835006575250,2017-01-01,5
21837506574500,2017-01-01,14
21837506574750,2017-01-01,8
21837506575000,2017-01-01,10
21840006573750,2017-01-01,5
21840006574000,2017-01-01,11
21840006574250,2017-01-01,4
21840006575000,2017-01-01,1
21842506566750,2017-01-01,1
21842506573500,2017-01-01,2
21842506573750,2017-01-01,6
21842506574000,2017-01-01,2
21842506574500,2017-01-01,4
21842506575250,2017-01-01,5
21842506579750,2017-01-01,2
21845006567750,2017-01-01,3
21845006573750,2017-01-01,1
21845006574000,2017-01-01,5
21845006574250,2017-01-01,9
21845006574750,2017-01-01,4
21845006575000,2017-01-01,5
21845006579000,2017-01-01,7
21845006579250,2017-01-01,9
21845006579500,2017-01-01,9
21845006579750,2017-01-01,3
21847506567000,2017-01-01,2
21847506567500,2017-01-01,1
21847506573750,2017-01-01,5
21847506574250,2017-01-01,7
21847506579000,2017-01-01,10
21847506579250,2017-01-01,6
21850006568000,2017-01-01,2
21850006573750,2017-01-01,2
21850006574250,2017-01-01,9
21850006575500,2017-01-01,2
21850006577750,2017-01-01,3
21850006578500,2017-01-01,5
21850006579000,2017-01-01,2
21852506567500,2017-01-01,2
21852506567750,2017-01-01,8
21852506568000,2017-01-01,2
21852506574500,2017-01-01,3
21852506575500,2017-01-01,4
21852506577500,2017-01-01,5
21852506578250,2017-01-01,3
21852506578500,2017-01-01,2
21855006567000,2017-01-01,6
21855006567250,2017-01-01,2
21855006567750,2017-01-01,7
21855006573500,2017-01-01,2
21855006574750,2017-01-01,7
21855006575500,2017-01-01,5
21855006576750,2017-01-01,1
21855006577500,2017-01-01,1
21855006578250,2017-01-01,9
21855006578750,2017-01-01,2
21855006579000,2017-01-01,3
21857506566750,2017-01-01,18
21857506567000,2017-01-01,13
21857506567250,2017-01-01,5
21857506569750,2017-01-01,8
21857506570000,2017-01-01,5
21857506573500,2017-01-01,2
21857506578750,2017-01-01,32
21860006566750,2017-01-01,7
21860006570000,2017-01-01,3
21860006573000,2017-01-01,4
21860006573250,2017-01-01,3
21860006573500,2017-01-01,5
21860006573750,2017-01-01,10
21860006576000,2017-01-01,5
21860006576500,2017-01-01,9
21860006576750,2017-01-01,26
21860006577000,2017-01-01,34
21860006577250,2017-01-01,24
21860006577500,2017-01-01,1
21860006578250,2017-01-01,5
21860006578500,2017-01-01,1
21860006586500,2017-01-01,4
21862506567250,2017-01-01,8
21862506567500,2017-01-01,73
21862506567750,2017-01-01,15
21862506570000,2017-01-01,2
21862506573000,2017-01-01,2
21862506573250,2017-01-01,6
21862506573750,2017-01-01,1
21862506574000,2017-01-01,3
21862506574250,2017-01-01,2
21862506574500,2017-01-01,1
21862506575750,2017-01-01,2
21862506576000,2017-01-01,2
21862506576250,2017-01-01,2
21862506576750,2017-01-01,7
21862506577000,2017-01-01,53
21862506577250,2017-01-01,7
21862506577750,2017-01-01,7
21862506578000,2017-01-01,2
21865006567250,2017-01-01,7
21865006567500,2017-01-01,26
21865006570250,2017-01-01,3
21865006572000,2017-01-01,3
21865006572250,2017-01-01,5
21865006572500,2017-01-01,2
21865006572750,2017-01-01,1
21865006573250,2017-01-01,5
21865006573500,2017-01-01,3
21865006573750,2017-01-01,4
21865006574000,2017-01-01,5
21865006574250,2017-01-01,1
21865006576250,2017-01-01,4
21865006576500,2017-01-01,9
21865006577000,2017-01-01,2
21865006577500,2017-01-01,7
21865006577750,2017-01-01,4
21865006578000,2017-01-01,1
21867506567500,2017-01-01,9
21867506568250,2017-01-01,2
21867506570000,2017-01-01,4
21867506571250,2017-01-01,7
21867506571500,2017-01-01,6
21867506571750,2017-01-01,3
21867506572000,2017-01-01,3
21867506572250,2017-01-01,3
21867506572750,2017-01-01,8
21867506573000,2017-01-01,1
21867506573250,2017-01-01,2
21867506576250,2017-01-01,29
21867506576500,2017-01-01,5
21867506577000,2017-01-01,48
21867506577250,2017-01-01,72
21867506577500,2017-01-01,26
21867506586500,2017-01-01,1
21870006567500,2017-01-01,2
21870006568250,2017-01-01,5
21870006568500,2017-01-01,3
21870006569000,2017-01-01,4
21870006569750,2017-01-01,2
21870006570000,2017-01-01,2
21870006571750,2017-01-01,10
21870006572250,2017-01-01,3
21870006573000,2017-01-01,11
21870006573750,2017-01-01,10
21870006574000,2017-01-01,5
21870006576000,2017-01-01,3
21870006576250,2017-01-01,4
21870006576500,2017-01-01,1
21870006576750,2017-01-01,43
21870006577000,2017-01-01,92
21870006577250,2017-01-01,15
21872506567500,2017-01-01,3
21872506568750,2017-01-01,1
21872506571250,2017-01-01,10
21872506571500,2017-01-01,7
21872506573250,2017-01-01,7
21872506573500,2017-01-01,2
21872506574000,2017-01-01,4
21872506574750,2017-01-01,5
21872506575500,2017-01-01,6
21872506576500,2017-01-01,78
21872506576750,2017-01-01,150
21872506577000,2017-01-01,77
21875006567250,2017-01-01,1
21875006569000,2017-01-01,6
21875006573000,2017-01-01,9
21875006573250,2017-01-01,12
21875006573500,2017-01-01,7
21875006574250,2017-01-01,4
21875006574500,2017-01-01,2
21875006574750,2017-01-01,7
21875006575250,2017-01-01,8
21875006575500,2017-01-01,7
21875006576000,2017-01-01,9
21875006576250,2017-01-01,18
21875006576750,2017-01-01,142
21875006577000,2017-01-01,17
21877506567500,2017-01-01,7
21877506569000,2017-01-01,4
21877506570000,2017-01-01,3
21877506572750,2017-01-01,1
21877506573000,2017-01-01,7
21877506573500,2017-01-01,3
21877506574000,2017-01-01,1
21877506574250,2017-01-01,4
21877506574500,2017-01-01,56
21877506574750,2017-01-01,105
21877506575000,2017-01-01,9
21877506575250,2017-01-01,48
21877506575500,2017-01-01,17
21877506575750,2017-01-01,2
21877506576000,2017-01-01,68
21877506576250,2017-01-01,18
21877506576500,2017-01-01,76
21877506576750,2017-01-01,105
21880006567250,2017-01-01,2
21880006567500,2017-01-01,6
21880006568250,2017-01-01,2
21880006568500,2017-01-01,7
21880006569250,2017-01-01,4
21880006572500,2017-01-01,4
21880006573000,2017-01-01,6
21880006573250,2017-01-01,2
21880006573500,2017-01-01,6
21880006574000,2017-01-01,15
21880006574250,2017-01-01,132
21880006574500,2017-01-01,95
21880006574750,2017-01-01,88
21880006575000,2017-01-01,84
21880006575250,2017-01-01,140
21880006575500,2017-01-01,30
21880006575750,2017-01-01,11
21880006576250,2017-01-01,2
21880006576500,2017-01-01,7
21880006576750,2017-01-01,26
21882506567000,2017-01-01,3
21882506568250,2017-01-01,7
21882506569000,2017-01-01,1
21882506569250,2017-01-01,3
21882506569500,2017-01-01,6
21882506571000,2017-01-01,8
21882506572500,2017-01-01,19
21882506573250,2017-01-01,16
21882506573750,2017-01-01,2
21882506574000,2017-01-01,111
21882506574250,2017-01-01,148
21882506574500,2017-01-01,92
21882506574750,2017-01-01,137
21882506575000,2017-01-01,139
21882506575250,2017-01-01,97
21882506575750,2017-01-01,9
21882506576750,2017-01-01,6
21885006569500,2017-01-01,2
21885006570000,2017-01-01,11
21885006572000,2017-01-01,5
21885006573250,2017-01-01,2
21885006573500,2017-01-01,2
21885006574000,2017-01-01,78
21885006574250,2017-01-01,64
21885006574500,2017-01-01,15
21885006574750,2017-01-01,68
21885006575000,2017-01-01,136
21885006575250,2017-01-01,7
21885006575750,2017-01-01,35
21885006576000,2017-01-01,48
21885006576750,2017-01-01,8
21885006577750,2017-01-01,14
21885006584250,2017-01-01,4
21885006586250,2017-01-01,2
21885006586500,2017-01-01,3
21885006586750,2017-01-01,12
21885006601000,2017-01-01,1
21887506567000,2017-01-01,2
21887506570000,2017-01-01,6
21887506570250,2017-01-01,2
21887506572750,2017-01-01,2
21887506574750,2017-01-01,14
21887506575500,2017-01-01,34
21887506575750,2017-01-01,68
21887506576000,2017-01-01,86
21887506576250,2017-01-01,47
21887506576500,2017-01-01,2
21887506576750,2017-01-01,8
21887506577000,2017-01-01,2
21887506577500,2017-01-01,96
21887506577750,2017-01-01,93
21887506584000,2017-01-01,5
21887506584250,2017-01-01,4
21887506586750,2017-01-01,1
21887506600750,2017-01-01,2
21890006568750,2017-01-01,2
21890006569750,2017-01-01,1
21890006570000,2017-01-01,10
21890006570500,2017-01-01,1
21890006571750,2017-01-01,2
21890006574000,2017-01-01,9
21890006575250,2017-01-01,3
21890006575500,2017-01-01,66
21890006575750,2017-01-01,143
21890006576000,2017-01-01,193
21890006576250,2017-01-01,103
21890006576500,2017-01-01,4
21890006576750,2017-01-01,13
21890006577000,2017-01-01,119
21890006577250,2017-01-01,171
21890006577500,2017-01-01,131
21890006577750,2017-01-01,87
21890006578000,2017-01-01,5
21890006581750,2017-01-01,2
21890006583750,2017-01-01,4
21890006584000,2017-01-01,13
21890006584250,2017-01-01,6
21890006585000,2017-01-01,4
21890006585250,2017-01-01,1
21890006599750,2017-01-01,2
21892506571000,2017-01-01,1
21892506573000,2017-01-01,12
21892506573750,2017-01-01,6
21892506574000,2017-01-01,57
21892506575250,2017-01-01,2
21892506575500,2017-01-01,110
21892506575750,2017-01-01,153
21892506576000,2017-01-01,108
21892506576500,2017-01-01,12
21892506576750,2017-01-01,204
21892506577000,2017-01-01,278
21892506577250,2017-01-01,177
21892506577500,2017-01-01,161
21892506577750,2017-01-01,57
21892506578000,2017-01-01,25
21892506579750,2017-01-01,10
21892506580000,2017-01-01,3
21892506580750,2017-01-01,2
21892506581500,2017-01-01,21
21892506581750,2017-01-01,3
21892506582750,2017-01-01,11
21892506583250,2017-01-01,3
21892506583750,2017-01-01,7
21892506584250,2017-01-01,3
21892506585000,2017-01-01,1
21895006568000,2017-01-01,4
21895006573000,2017-01-01,3
21895006573750,2017-01-01,2
21895006574000,2017-01-01,10
21895006575000,2017-01-01,1
21895006575250,2017-01-01,5
21895006575500,2017-01-01,138
21895006575750,2017-01-01,120
21895006576000,2017-01-01,75
21895006576250,2017-01-01,154
21895006576500,2017-01-01,94
21895006576750,2017-01-01,164
21895006577000,2017-01-01,110
21895006577250,2017-01-01,75
21895006577500,2017-01-01,167
21895006577750,2017-01-01,112
21895006578000,2017-01-01,119
21895006578750,2017-01-01,2
21895006579000,2017-01-01,2
21895006579250,2017-01-01,2
21895006579500,2017-01-01,4
21895006579750,2017-01-01,1
21895006580500,2017-01-01,4
21895006581000,2017-01-01,3
21895006581250,2017-01-01,8
21895006581500,2017-01-01,9
21895006582250,2017-01-01,7
21895006582500,2017-01-01,4
21895006582750,2017-01-01,7
21895006583000,2017-01-01,5
21895006583250,2017-01-01,1
21895006583750,2017-01-01,5
21895006584750,2017-01-01,2
21895006585500,2017-01-01,1
21895006586000,2017-01-01,3
21897506568000,2017-01-01,2
21897506568250,2017-01-01,2
21897506571750,2017-01-01,2
21897506574000,2017-01-01,13
21897506574250,2017-01-01,22
21897506574500,2017-01-01,23
21897506574750,2017-01-01,33
21897506575250,2017-01-01,33
21897506575500,2017-01-01,131
21897506575750,2017-01-01,46
21897506576000,2017-01-01,143
21897506576250,2017-01-01,157
21897506576500,2017-01-01,14
21897506576750,2017-01-01,175
21897506577000,2017-01-01,245
21897506577250,2017-01-01,317
21897506577500,2017-01-01,412
21897506577750,2017-01-01,30
21897506578000,2017-01-01,3
21897506578250,2017-01-01,4
21897506578500,2017-01-01,6
21897506578750,2017-01-01,7
21897506579000,2017-01-01,1
21897506579250,2017-01-01,4
21897506579750,2017-01-01,1
21897506580000,2017-01-01,1
21897506582000,2017-01-01,19
21897506582250,2017-01-01,4
21897506582500,2017-01-01,18
21897506584500,2017-01-01,4
21897506597250,2017-01-01,5
21897506597500,2017-01-01,8
21897506598000,2017-01-01,2
21897506602000,2017-01-01,2
21900006566250,2017-01-01,7
21900006566500,2017-01-01,19
21900006574250,2017-01-01,92
21900006574500,2017-01-01,117
21900006574750,2017-01-01,84
21900006575000,2017-01-01,7
21900006575250,2017-01-01,60
21900006575500,2017-01-01,41
21900006575750,2017-01-01,27
21900006576000,2017-01-01,128
21900006576250,2017-01-01,37
21900006576500,2017-01-01,15
21900006576750,2017-01-01,52
21900006577000,2017-01-01,161
21900006577250,2017-01-01,42
21900006577500,2017-01-01,2
21900006578000,2017-01-01,9
21900006578250,2017-01-01,3
21900006579250,2017-01-01,6
21900006579500,2017-01-01,6
21900006581000,2017-01-01,3
21900006581250,2017-01-01,13
21900006581500,2017-01-01,17
21900006581750,2017-01-01,18
21900006582000,2017-01-01,13
21900006582500,2017-01-01,2
21900006582750,2017-01-01,3
21900006583000,2017-01-01,5
