region,statistikkvariabel,år,value,Framskriving,Tabell
Porsgrunn,Hovedalternativet (MMMM),2024,37193,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2025,37469,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2026,37680,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2027,37828,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2028,37977,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2029,38126,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2030,38273,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2031,38415,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2032,38551,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2033,38682,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2034,38808,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2035,38932,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2036,39054,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2037,39170,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2038,39281,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2039,39388,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2040,39490,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2041,39586,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2042,39678,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2043,39763,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2044,39843,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2045,39916,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2046,39984,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2047,40045,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2048,40100,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2049,40149,2024,14288
Porsgrunn,Hovedalternativet (MMMM),2050,40193,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2024,37193,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2025,37297,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2026,37345,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2027,37372,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2028,37379,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2029,37379,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2030,37371,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2031,37352,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2032,37318,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2033,37274,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2034,37219,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2035,37156,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2036,37084,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2037,37004,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2038,36918,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2039,36827,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2040,36729,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2041,36625,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2042,36514,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2043,36397,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2044,36274,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2045,36143,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2046,36008,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2047,35867,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2048,35718,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2049,35564,2024,14288
Porsgrunn,Lav nasjonal vekst (LLML),2050,35404,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2024,37193,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2025,37605,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2026,38000,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2027,38306,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2028,38562,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2029,38831,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2030,39113,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2031,39407,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2032,39709,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2033,40007,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2034,40301,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2035,40592,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2036,40879,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2037,41163,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2038,41448,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2039,41734,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2040,42017,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2041,42299,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2042,42579,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2043,42857,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2044,43131,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2045,43404,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2046,43675,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2047,43942,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2048,44207,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2049,44470,2024,14288
Porsgrunn,Høy nasjonal vekst (HHMH),2050,44728,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2024,37193,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2025,37326,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2026,37424,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2027,37521,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2028,37617,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2029,37712,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2030,37807,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2031,37896,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2032,37977,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2033,38052,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2034,38122,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2035,38189,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2036,38253,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2037,38310,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2038,38362,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2039,38408,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2040,38448,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2041,38482,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2042,38509,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2043,38530,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2044,38542,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2045,38548,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2046,38546,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2047,38537,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2048,38520,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2049,38496,2024,14288
Porsgrunn,Lav nettoinnvandring (MMML),2050,38464,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2024,37193,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2025,37583,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2026,37941,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2027,38197,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2028,38390,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2029,38585,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2030,38780,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2031,38976,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2032,39170,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2033,39362,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2034,39554,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2035,39745,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2036,39937,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2037,40127,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2038,40315,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2039,40501,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2040,40686,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2041,40869,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2042,41050,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2043,41228,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2044,41404,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2045,41577,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2046,41748,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2047,41917,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2048,42083,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2049,42248,2024,14288
Porsgrunn,Høy nettoinnvandring (MMMH),2050,42410,2024,14288
Porsgrunn,Sterk aldring (LHML),2024,37193,2024,14288
Porsgrunn,Sterk aldring (LHML),2025,37323,2024,14288
Porsgrunn,Sterk aldring (LHML),2026,37407,2024,14288
Porsgrunn,Sterk aldring (LHML),2027,37477,2024,14288
Porsgrunn,Sterk aldring (LHML),2028,37532,2024,14288
Porsgrunn,Sterk aldring (LHML),2029,37585,2024,14288
Porsgrunn,Sterk aldring (LHML),2030,37635,2024,14288
Porsgrunn,Sterk aldring (LHML),2031,37676,2024,14288
Porsgrunn,Sterk aldring (LHML),2032,37706,2024,14288
Porsgrunn,Sterk aldring (LHML),2033,37728,2024,14288
