region,statistikkvariabel,år,value,Framskriving,Tabell
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2022,36404,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2023,36511,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2024,36621,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2025,36739,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2026,36844,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2027,36968,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2028,37068,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2029,37193,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2030,37287,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2031,37387,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2032,37491,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2033,37580,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2034,37672,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2035,37735,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2036,37822,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2037,37886,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2038,37949,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2039,38011,2018,11668
Porsgrunn (-2019),Lav nasjonal vekst (LLML),2040,38062,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2018,36091,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2019,36236,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2020,36451,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2021,36686,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2022,36938,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2023,37212,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2024,37493,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2025,37770,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2026,38074,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2027,38377,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2028,38700,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2029,39017,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2030,39356,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2031,39694,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2032,40042,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2033,40377,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2034,40711,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2035,41054,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2036,41401,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2037,41742,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2038,42083,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2039,42435,2018,11668
Porsgrunn (-2019),Høy nasjonal vekst (HHMH),2040,42790,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2018,36091,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2019,36167,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2020,36276,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2021,36413,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2022,36551,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2023,36719,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2024,36879,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2025,37039,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2026,37215,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2027,37391,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2028,37556,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2029,37744,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2030,37908,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2031,38068,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2032,38250,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2033,38401,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2034,38543,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2035,38702,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2036,38838,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2037,38982,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2038,39117,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2039,39247,2018,11668
Porsgrunn (-2019),Lav nettoinnvandring (MMML),2040,39373,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2018,36091,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2019,36211,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2020,36399,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2021,36582,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2022,36787,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2023,37027,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2024,37249,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2025,37469,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2026,37714,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2027,37971,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2028,38219,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2029,38475,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2030,38739,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2031,39021,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2032,39294,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2033,39553,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2034,39825,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2035,40106,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2036,40374,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2037,40645,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2038,40929,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2039,41196,2018,11668
Porsgrunn (-2019),Høy nettoinnvandring (MMMH),2040,41490,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2018,36091,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2019,36157,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2020,36253,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2021,36384,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2022,36511,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2023,36657,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2024,36809,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2025,36965,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2026,37135,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2027,37287,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2028,37452,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2029,37607,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2030,37768,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2031,37930,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2032,38081,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2033,38226,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2034,38374,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2035,38482,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2036,38639,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2037,38754,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2038,38865,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2039,38983,2018,11668
Porsgrunn (-2019),Sterk aldring (LHML),2040,39093,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2018,36091,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2019,36218,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2020,36418,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2021,36607,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2022,36834,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2023,37075,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2024,37304,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2025,37543,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2026,37789,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2027,38057,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2028,38320,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2029,38591,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2030,38877,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2031,39151,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2032,39447,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2033,39729,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2034,40018,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2035,40302,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2036,40591,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2037,40868,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2038,41153,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2039,41461,2018,11668
Porsgrunn (-2019),Svak aldring (HLMH),2040,41753,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2018,36091,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2019,36095,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2020,36128,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2021,36177,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2022,36237,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2023,36317,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2024,36391,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2025,36474,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2026,36549,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2027,36623,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2028,36697,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2029,36764,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2030,36835,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2031,36904,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2032,36960,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2033,37012,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2034,37045,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2035,37088,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2036,37114,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2037,37136,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2038,37162,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2039,37165,2018,11668
Porsgrunn (-2019),Ingen nettoinnvandring (MMM0),2040,37166,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2018,36091,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2019,36085,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2020,36106,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2021,36104,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2022,36111,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2023,36125,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2024,36134,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2025,36155,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2026,36163,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2027,36170,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2028,36187,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2029,36198,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2030,36197,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2031,36196,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2032,36196,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2033,36168,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2034,36136,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2035,36109,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2036,36060,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2037,36008,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2038,35945,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2039,35859,2018,11668
Porsgrunn (-2019),Ingen flytting (MM00),2040,35789,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2018,54510,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2019,54719,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2020,54940,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2021,55185,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2022,55464,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2023,55731,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2024,56001,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2025,56277,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2026,56545,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2027,56823,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2028,57101,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2029,57378,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2030,57651,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2031,57917,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2032,58182,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2033,58436,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2034,58706,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2035,58944,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2036,59192,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2037,59443,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2038,59678,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2039,59928,2018,11668
Skien (-2019),Hovedalternativet (MMMM),2040,60142,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2018,54510,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2019,54628,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2020,54760,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2021,54894,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2022,55048,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2023,55229,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2024,55382,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2025,55542,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2026,55694,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2027,55848,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2028,55978,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2029,56103,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2030,56242,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2031,56379,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2032,56482,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2033,56588,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2034,56687,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2035,56786,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2036,56857,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2037,56939,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2038,57021,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2039,57100,2018,11668
Skien (-2019),Lav nasjonal vekst (LLML),2040,57164,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2018,54510,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2019,54794,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2020,55119,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2021,55473,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2022,55860,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2023,56271,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2024,56679,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2025,57081,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2026,57486,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2027,57916,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2028,58372,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2029,58813,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2030,59275,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2031,59748,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2032,60206,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2033,60684,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2034,61170,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2035,61660,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2036,62130,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2037,62621,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2038,63116,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2039,63621,2018,11668
Skien (-2019),Høy nasjonal vekst (HHMH),2040,64117,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2018,54510,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2019,54663,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2020,54852,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2021,55051,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2022,55280,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2023,55522,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2024,55751,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2025,56002,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2026,56217,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2027,56458,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2028,56690,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2029,56909,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2030,57144,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2031,57356,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2032,57586,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2033,57792,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2034,57996,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2035,58174,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2036,58370,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2037,58553,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2038,58725,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2039,58896,2018,11668
Skien (-2019),Lav nettoinnvandring (MMML),2040,59070,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2018,54510,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2019,54750,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2020,55024,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2021,55317,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2022,55648,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2023,55983,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2024,56312,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2025,56635,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2026,56962,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2027,57317,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2028,57663,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2029,58031,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2030,58396,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2031,58761,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2032,59139,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2033,59512,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2034,59882,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2035,60265,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2036,60639,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2037,61037,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2038,61427,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2039,61823,2018,11668
Skien (-2019),Høy nettoinnvandring (MMMH),2040,62219,2018,11668
Skien (-2019),Sterk aldring (LHML),2018,54510,2018,11668
Skien (-2019),Sterk aldring (LHML),2019,54657,2018,11668
Skien (-2019),Sterk aldring (LHML),2020,54830,2018,11668
Skien (-2019),Sterk aldring (LHML),2021,55007,2018,11668
Skien (-2019),Sterk aldring (LHML),2022,55222,2018,11668
Skien (-2019),Sterk aldring (LHML),2023,55449,2018,11668
Skien (-2019),Sterk aldring (LHML),2024,55663,2018,11668
Skien (-2019),Sterk aldring (LHML),2025,55891,2018,11668
Skien (-2019),Sterk aldring (LHML),2026,56080,2018,11668
Skien (-2019),Sterk aldring (LHML),2027,56317,2018,11668
Skien (-2019),Sterk aldring (LHML),2028,56537,2018,11668
Skien (-2019),Sterk aldring (LHML),2029,56754,2018,11668
Skien (-2019),Sterk aldring (LHML),2030,56957,2018,11668
Skien (-2019),Sterk aldring (LHML),2031,57159,2018,11668
Skien (-2019),Sterk aldring (LHML),2032,57359,2018,11668
Skien (-2019),Sterk aldring (LHML),2033,57547,2018,11668
Skien (-2019),Sterk aldring (LHML),2034,57732,2018,11668
Skien (-2019),Sterk aldring (LHML),2035,57916,2018,11668
Skien (-2019),Sterk aldring (LHML),2036,58069,2018,11668
Skien (-2019),Sterk aldring (LHML),2037,58246,2018,11668
Skien (-2019),Sterk aldring (LHML),2038,58412,2018,11668
Skien (-2019),Sterk aldring (LHML),2039,58565,2018,11668
Skien (-2019),Sterk aldring (LHML),2040,58714,2018,11668
Skien (-2019),Svak aldring (HLMH),2018,54510,2018,11668
Skien (-2019),Svak aldring (HLMH),2019,54760,2018,11668
Skien (-2019),Svak aldring (HLMH),2020,55042,2018,11668
Skien (-2019),Svak aldring (HLMH),2021,55356,2018,11668
Skien (-2019),Svak aldring (HLMH),2022,55703,2018,11668
Skien (-2019),Svak aldring (HLMH),2023,56048,2018,11668
Skien (-2019),Svak aldring (HLMH),2024,56390,2018,11668
Skien (-2019),Svak aldring (HLMH),2025,56740,2018,11668
Skien (-2019),Svak aldring (HLMH),2026,57074,2018,11668
Skien (-2019),Svak aldring (HLMH),2027,57441,2018,11668
Skien (-2019),Svak aldring (HLMH),2028,57801,2018,11668
Skien (-2019),Svak aldring (HLMH),2029,58179,2018,11668
Skien (-2019),Svak aldring (HLMH),2030,58563,2018,11668
Skien (-2019),Svak aldring (HLMH),2031,58947,2018,11668
Skien (-2019),Svak aldring (HLMH),2032,59325,2018,11668
Skien (-2019),Svak aldring (HLMH),2033,59713,2018,11668
Skien (-2019),Svak aldring (HLMH),2034,60101,2018,11668
Skien (-2019),Svak aldring (HLMH),2035,60505,2018,11668
Skien (-2019),Svak aldring (HLMH),2036,60900,2018,11668
Skien (-2019),Svak aldring (HLMH),2037,61307,2018,11668
Skien (-2019),Svak aldring (HLMH),2038,61717,2018,11668
Skien (-2019),Svak aldring (HLMH),2039,62143,2018,11668
Skien (-2019),Svak aldring (HLMH),2040,62562,2018,11668
Skien (-2019),Ingen nettoinnvandring (MMM0),2018,54510,2018,11668
Skien (-2019),Ingen nettoinnvandring (MMM0),2019,54554,2018,11668
Skien (-2019),Ingen nettoinnvandring (MMM0),2020,54618,2018,11668
Skien (-2019),Ingen nettoinnvandring (MMM0),2021,54707,2018,11668
Skien (-2019),Ingen nettoinnvandring (MMM0),2022,54818,2018,11668
Skien (-2019),Ingen nettoinnvandring (MMM0),2023,54925,2018,11668
Skien (-2019),Ingen nettoinnvandring (MMM0),2024,55015,2018,11668
