Kommunenummer,Kommune,Aldersgruppe,År,Personer,SortColumn
4012,Bamble,0-19 år,2024-01-01,3061,1
4012,Bamble,0-19 år,2025-01-01,3043,1
4012,Bamble,0-19 år,2026-01-01,3021,1
4012,Bamble,0-19 år,2027-01-01,2963,1
4012,Bamble,0-19 år,2028-01-01,2917,1
4012,Bamble,0-19 år,2029-01-01,2877,1
4012,Bamble,0-19 år,2030-01-01,2849,1
4012,Bamble,0-19 år,2031-01-01,2829,1
4012,Bamble,0-19 år,2032-01-01,2795,1
4012,Bamble,0-19 år,2033-01-01,2778,1
4012,Bamble,0-19 år,2034-01-01,2766,1
4012,Bamble,0-19 år,2035-01-01,2762,1
4012,Bamble,0-19 år,2036-01-01,2758,1
4012,Bamble,0-19 år,2037-01-01,2741,1
4012,Bamble,0-19 år,2038-01-01,2734,1
4012,Bamble,0-19 år,2039-01-01,2726,1
4012,Bamble,0-19 år,2040-01-01,2716,1
4012,Bamble,0-19 år,2041-01-01,2715,1
4012,Bamble,0-19 år,2042-01-01,2718,1
4012,Bamble,0-19 år,2043-01-01,2722,1
4012,Bamble,0-19 år,2044-01-01,2724,1
4012,Bamble,0-19 år,2045-01-01,2729,1
4012,Bamble,0-19 år,2046-01-01,2731,1
4012,Bamble,0-19 år,2047-01-01,2733,1
4012,Bamble,0-19 år,2048-01-01,2730,1
4012,Bamble,0-19 år,2049-01-01,2733,1
4012,Bamble,0-19 år,2050-01-01,2731,1
4012,Bamble,20-39 år,2024-01-01,3199,2
4012,Bamble,20-39 år,2025-01-01,3168,2
4012,Bamble,20-39 år,2026-01-01,3164,2
4012,Bamble,20-39 år,2027-01-01,3170,2
4012,Bamble,20-39 år,2028-01-01,3139,2
4012,Bamble,20-39 år,2029-01-01,3101,2
4012,Bamble,20-39 år,2030-01-01,3077,2
4012,Bamble,20-39 år,2031-01-01,3048,2
4012,Bamble,20-39 år,2032-01-01,3017,2
4012,Bamble,20-39 år,2033-01-01,2969,2
4012,Bamble,20-39 år,2034-01-01,2955,2
4012,Bamble,20-39 år,2035-01-01,2935,2
4012,Bamble,20-39 år,2036-01-01,2909,2
4012,Bamble,20-39 år,2037-01-01,2910,2
4012,Bamble,20-39 år,2038-01-01,2902,2
4012,Bamble,20-39 år,2039-01-01,2892,2
4012,Bamble,20-39 år,2040-01-01,2881,2
4012,Bamble,20-39 år,2041-01-01,2862,2
4012,Bamble,20-39 år,2042-01-01,2842,2
4012,Bamble,20-39 år,2043-01-01,2833,2
4012,Bamble,20-39 år,2044-01-01,2815,2
4012,Bamble,20-39 år,2045-01-01,2796,2
4012,Bamble,20-39 år,2046-01-01,2778,2
4012,Bamble,20-39 år,2047-01-01,2758,2
4012,Bamble,20-39 år,2048-01-01,2733,2
4012,Bamble,20-39 år,2049-01-01,2717,2
4012,Bamble,20-39 år,2050-01-01,2699,2
4012,Bamble,80+ år,2024-01-01,743,3
4012,Bamble,80+ år,2025-01-01,832,3
4012,Bamble,80+ år,2026-01-01,902,3
4012,Bamble,80+ år,2027-01-01,974,3
4012,Bamble,80+ år,2028-01-01,1041,3
4012,Bamble,80+ år,2029-01-01,1094,3
4012,Bamble,80+ år,2030-01-01,1138,3
4012,Bamble,80+ år,2031-01-01,1191,3
4012,Bamble,80+ år,2032-01-01,1226,3
4012,Bamble,80+ år,2033-01-01,1266,3
4012,Bamble,80+ år,2034-01-01,1299,3
4012,Bamble,80+ år,2035-01-01,1334,3
4012,Bamble,80+ år,2036-01-01,1369,3
4012,Bamble,80+ år,2037-01-01,1398,3
4012,Bamble,80+ år,2038-01-01,1425,3
4012,Bamble,80+ år,2039-01-01,1448,3
4012,Bamble,80+ år,2040-01-01,1469,3
4012,Bamble,80+ år,2041-01-01,1487,3
4012,Bamble,80+ år,2042-01-01,1503,3
4012,Bamble,80+ år,2043-01-01,1528,3
4012,Bamble,80+ år,2044-01-01,1531,3
4012,Bamble,80+ år,2045-01-01,1571,3
4012,Bamble,80+ år,2046-01-01,1593,3
4012,Bamble,80+ år,2047-01-01,1635,3
4012,Bamble,80+ år,2048-01-01,1654,3
4012,Bamble,80+ år,2049-01-01,1692,3
4012,Bamble,80+ år,2050-01-01,1718,3
4012,Bamble,67-79 år,2024-01-01,2254,4
4012,Bamble,67-79 år,2025-01-01,2239,4
4012,Bamble,67-79 år,2026-01-01,2235,4
4012,Bamble,67-79 år,2027-01-01,2227,4
4012,Bamble,67-79 år,2028-01-01,2221,4
4012,Bamble,67-79 år,2029-01-01,2223,4
4012,Bamble,67-79 år,2030-01-01,2240,4
4012,Bamble,67-79 år,2031-01-01,2221,4
4012,Bamble,67-79 år,2032-01-01,2259,4
4012,Bamble,67-79 år,2033-01-01,2272,4
4012,Bamble,67-79 år,2034-01-01,2310,4
4012,Bamble,67-79 år,2035-01-01,2312,4
4012,Bamble,67-79 år,2036-01-01,2338,4
4012,Bamble,67-79 år,2037-01-01,2355,4
4012,Bamble,67-79 år,2038-01-01,2370,4
4012,Bamble,67-79 år,2039-01-01,2397,4
4012,Bamble,67-79 år,2040-01-01,2429,4
4012,Bamble,67-79 år,2041-01-01,2437,4
4012,Bamble,67-79 år,2042-01-01,2429,4
4012,Bamble,67-79 år,2043-01-01,2419,4
4012,Bamble,67-79 år,2044-01-01,2428,4
4012,Bamble,67-79 år,2045-01-01,2385,4
4012,Bamble,67-79 år,2046-01-01,2347,4
4012,Bamble,67-79 år,2047-01-01,2316,4
4012,Bamble,67-79 år,2048-01-01,2294,4
4012,Bamble,67-79 år,2049-01-01,2240,4
4012,Bamble,67-79 år,2050-01-01,2218,4
4012,Bamble,40-66 år,2024-01-01,5012,5
4012,Bamble,40-66 år,2025-01-01,5046,5
4012,Bamble,40-66 år,2026-01-01,5040,5
4012,Bamble,40-66 år,2027-01-01,5038,5
4012,Bamble,40-66 år,2028-01-01,5057,5
4012,Bamble,40-66 år,2029-01-01,5078,5
4012,Bamble,40-66 år,2030-01-01,5061,5
4012,Bamble,40-66 år,2031-01-01,5070,5
4012,Bamble,40-66 år,2032-01-01,5056,5
4012,Bamble,40-66 år,2033-01-01,5064,5
4012,Bamble,40-66 år,2034-01-01,5016,5
4012,Bamble,40-66 år,2035-01-01,5000,5
4012,Bamble,40-66 år,2036-01-01,4967,5
4012,Bamble,40-66 år,2037-01-01,4933,5
4012,Bamble,40-66 år,2038-01-01,4901,5
4012,Bamble,40-66 år,2039-01-01,4863,5
4012,Bamble,40-66 år,2040-01-01,4824,5
4012,Bamble,40-66 år,2041-01-01,4812,5
4012,Bamble,40-66 år,2042-01-01,4814,5
4012,Bamble,40-66 år,2043-01-01,4797,5
4012,Bamble,40-66 år,2044-01-01,4794,5
4012,Bamble,40-66 år,2045-01-01,4804,5
4012,Bamble,40-66 år,2046-01-01,4829,5
4012,Bamble,40-66 år,2047-01-01,4828,5
4012,Bamble,40-66 år,2048-01-01,4851,5
4012,Bamble,40-66 år,2049-01-01,4872,5
4012,Bamble,40-66 år,2050-01-01,4878,5
4016,Drangedal,0-19 år,2024-01-01,879,1
4016,Drangedal,0-19 år,2025-01-01,863,1
4016,Drangedal,0-19 år,2026-01-01,846,1
4016,Drangedal,0-19 år,2027-01-01,846,1
4016,Drangedal,0-19 år,2028-01-01,832,1
4016,Drangedal,0-19 år,2029-01-01,825,1
4016,Drangedal,0-19 år,2030-01-01,811,1
4016,Drangedal,0-19 år,2031-01-01,802,1
4016,Drangedal,0-19 år,2032-01-01,782,1
4016,Drangedal,0-19 år,2033-01-01,778,1
4016,Drangedal,0-19 år,2034-01-01,772,1
4016,Drangedal,0-19 år,2035-01-01,771,1
4016,Drangedal,0-19 år,2036-01-01,774,1
4016,Drangedal,0-19 år,2037-01-01,774,1
4016,Drangedal,0-19 år,2038-01-01,769,1
4016,Drangedal,0-19 år,2039-01-01,768,1
4016,Drangedal,0-19 år,2040-01-01,771,1
4016,Drangedal,0-19 år,2041-01-01,767,1
4016,Drangedal,0-19 år,2042-01-01,762,1
4016,Drangedal,0-19 år,2043-01-01,757,1
4016,Drangedal,0-19 år,2044-01-01,751,1
4016,Drangedal,0-19 år,2045-01-01,751,1
4016,Drangedal,0-19 år,2046-01-01,752,1
4016,Drangedal,0-19 år,2047-01-01,748,1
4016,Drangedal,0-19 år,2048-01-01,746,1
4016,Drangedal,0-19 år,2049-01-01,746,1
4016,Drangedal,0-19 år,2050-01-01,744,1
4016,Drangedal,20-39 år,2024-01-01,856,2
4016,Drangedal,20-39 år,2025-01-01,839,2
4016,Drangedal,20-39 år,2026-01-01,834,2
4016,Drangedal,20-39 år,2027-01-01,811,2
4016,Drangedal,20-39 år,2028-01-01,801,2
4016,Drangedal,20-39 år,2029-01-01,793,2
4016,Drangedal,20-39 år,2030-01-01,794,2
4016,Drangedal,20-39 år,2031-01-01,778,2
4016,Drangedal,20-39 år,2032-01-01,784,2
4016,Drangedal,20-39 år,2033-01-01,781,2
4016,Drangedal,20-39 år,2034-01-01,777,2
4016,Drangedal,20-39 år,2035-01-01,766,2
4016,Drangedal,20-39 år,2036-01-01,750,2
4016,Drangedal,20-39 år,2037-01-01,741,2
4016,Drangedal,20-39 år,2038-01-01,742,2
4016,Drangedal,20-39 år,2039-01-01,735,2
4016,Drangedal,20-39 år,2040-01-01,722,2
4016,Drangedal,20-39 år,2041-01-01,719,2
4016,Drangedal,20-39 år,2042-01-01,710,2
4016,Drangedal,20-39 år,2043-01-01,711,2
4016,Drangedal,20-39 år,2044-01-01,706,2
4016,Drangedal,20-39 år,2045-01-01,704,2
4016,Drangedal,20-39 år,2046-01-01,698,2
4016,Drangedal,20-39 år,2047-01-01,692,2
4016,Drangedal,20-39 år,2048-01-01,686,2
4016,Drangedal,20-39 år,2049-01-01,682,2
4016,Drangedal,20-39 år,2050-01-01,676,2
4016,Drangedal,80+ år,2024-01-01,219,3
4016,Drangedal,80+ år,2025-01-01,231,3
4016,Drangedal,80+ år,2026-01-01,246,3
4016,Drangedal,80+ år,2027-01-01,261,3
4016,Drangedal,80+ år,2028-01-01,273,3
4016,Drangedal,80+ år,2029-01-01,293,3
4016,Drangedal,80+ år,2030-01-01,310,3
4016,Drangedal,80+ år,2031-01-01,319,3
4016,Drangedal,80+ år,2032-01-01,320,3
4016,Drangedal,80+ år,2033-01-01,343,3
4016,Drangedal,80+ år,2034-01-01,344,3
4016,Drangedal,80+ år,2035-01-01,354,3
4016,Drangedal,80+ år,2036-01-01,369,3
4016,Drangedal,80+ år,2037-01-01,377,3
4016,Drangedal,80+ år,2038-01-01,386,3
4016,Drangedal,80+ år,2039-01-01,395,3
4016,Drangedal,80+ år,2040-01-01,394,3
4016,Drangedal,80+ år,2041-01-01,399,3
4016,Drangedal,80+ år,2042-01-01,405,3
4016,Drangedal,80+ år,2043-01-01,411,3
4016,Drangedal,80+ år,2044-01-01,416,3
4016,Drangedal,80+ år,2045-01-01,419,3
4016,Drangedal,80+ år,2046-01-01,421,3
4016,Drangedal,80+ år,2047-01-01,434,3
4016,Drangedal,80+ år,2048-01-01,440,3
4016,Drangedal,80+ år,2049-01-01,453,3
4016,Drangedal,80+ år,2050-01-01,452,3
4016,Drangedal,67-79 år,2024-01-01,623,4
4016,Drangedal,67-79 år,2025-01-01,627,4
4016,Drangedal,67-79 år,2026-01-01,632,4
4016,Drangedal,67-79 år,2027-01-01,624,4
4016,Drangedal,67-79 år,2028-01-01,628,4
4016,Drangedal,67-79 år,2029-01-01,620,4
4016,Drangedal,67-79 år,2030-01-01,619,4
4016,Drangedal,67-79 år,2031-01-01,625,4
4016,Drangedal,67-79 år,2032-01-01,635,4
4016,Drangedal,67-79 år,2033-01-01,625,4
4016,Drangedal,67-79 år,2034-01-01,641,4
4016,Drangedal,67-79 år,2035-01-01,641,4
4016,Drangedal,67-79 år,2036-01-01,645,4
4016,Drangedal,67-79 år,2037-01-01,642,4
4016,Drangedal,67-79 år,2038-01-01,646,4
4016,Drangedal,67-79 år,2039-01-01,654,4
4016,Drangedal,67-79 år,2040-01-01,675,4
4016,Drangedal,67-79 år,2041-01-01,675,4
4016,Drangedal,67-79 år,2042-01-01,686,4
4016,Drangedal,67-79 år,2043-01-01,684,4
4016,Drangedal,67-79 år,2044-01-01,690,4
4016,Drangedal,67-79 år,2045-01-01,686,4
4016,Drangedal,67-79 år,2046-01-01,687,4
4016,Drangedal,67-79 år,2047-01-01,681,4
4016,Drangedal,67-79 år,2048-01-01,678,4
4016,Drangedal,67-79 år,2049-01-01,668,4
4016,Drangedal,67-79 år,2050-01-01,674,4
4016,Drangedal,40-66 år,2024-01-01,1509,5
4016,Drangedal,40-66 år,2025-01-01,1502,5
4016,Drangedal,40-66 år,2026-01-01,1481,5
4016,Drangedal,40-66 år,2027-01-01,1473,5
4016,Drangedal,40-66 år,2028-01-01,1463,5
4016,Drangedal,40-66 år,2029-01-01,1452,5
4016,Drangedal,40-66 år,2030-01-01,1437,5
4016,Drangedal,40-66 år,2031-01-01,1437,5
4016,Drangedal,40-66 år,2032-01-01,1431,5
4016,Drangedal,40-66 år,2033-01-01,1416,5
4016,Drangedal,40-66 år,2034-01-01,1401,5
4016,Drangedal,40-66 år,2035-01-01,1396,5
4016,Drangedal,40-66 år,2036-01-01,1383,5
4016,Drangedal,40-66 år,2037-01-01,1380,5
4016,Drangedal,40-66 år,2038-01-01,1365,5
4016,Drangedal,40-66 år,2039-01-01,1349,5
4016,Drangedal,40-66 år,2040-01-01,1332,5
4016,Drangedal,40-66 år,2041-01-01,1327,5
4016,Drangedal,40-66 år,2042-01-01,1316,5
4016,Drangedal,40-66 år,2043-01-01,1309,5
4016,Drangedal,40-66 år,2044-01-01,1301,5
4016,Drangedal,40-66 år,2045-01-01,1297,5
4016,Drangedal,40-66 år,2046-01-01,1292,5
4016,Drangedal,40-66 år,2047-01-01,1288,5
4016,Drangedal,40-66 år,2048-01-01,1287,5
4016,Drangedal,40-66 år,2049-01-01,1281,5
4016,Drangedal,40-66 år,2050-01-01,1278,5
4032,Fyresdal,0-19 år,2024-01-01,263,1
4032,Fyresdal,0-19 år,2025-01-01,254,1
4032,Fyresdal,0-19 år,2026-01-01,250,1
4032,Fyresdal,0-19 år,2027-01-01,249,1
4032,Fyresdal,0-19 år,2028-01-01,245,1
4032,Fyresdal,0-19 år,2029-01-01,243,1
4032,Fyresdal,0-19 år,2030-01-01,241,1
4032,Fyresdal,0-19 år,2031-01-01,239,1
4032,Fyresdal,0-19 år,2032-01-01,241,1
4032,Fyresdal,0-19 år,2033-01-01,236,1
4032,Fyresdal,0-19 år,2034-01-01,238,1
4032,Fyresdal,0-19 år,2035-01-01,239,1
4032,Fyresdal,0-19 år,2036-01-01,240,1
4032,Fyresdal,0-19 år,2037-01-01,248,1
4032,Fyresdal,0-19 år,2038-01-01,245,1
4032,Fyresdal,0-19 år,2039-01-01,248,1
4032,Fyresdal,0-19 år,2040-01-01,250,1
4032,Fyresdal,0-19 år,2041-01-01,253,1
4032,Fyresdal,0-19 år,2042-01-01,251,1
4032,Fyresdal,0-19 år,2043-01-01,254,1
4032,Fyresdal,0-19 år,2044-01-01,256,1
4032,Fyresdal,0-19 år,2045-01-01,255,1
4032,Fyresdal,0-19 år,2046-01-01,257,1
4032,Fyresdal,0-19 år,2047-01-01,256,1
4032,Fyresdal,0-19 år,2048-01-01,256,1
4032,Fyresdal,0-19 år,2049-01-01,257,1
4032,Fyresdal,0-19 år,2050-01-01,255,1
4032,Fyresdal,20-39 år,2024-01-01,236,2
4032,Fyresdal,20-39 år,2025-01-01,249,2
4032,Fyresdal,20-39 år,2026-01-01,252,2
4032,Fyresdal,20-39 år,2027-01-01,250,2
4032,Fyresdal,20-39 år,2028-01-01,254,2
4032,Fyresdal,20-39 år,2029-01-01,254,2
4032,Fyresdal,20-39 år,2030-01-01,257,2
4032,Fyresdal,20-39 år,2031-01-01,253,2
4032,Fyresdal,20-39 år,2032-01-01,253,2
4032,Fyresdal,20-39 år,2033-01-01,246,2
4032,Fyresdal,20-39 år,2034-01-01,244,2
4032,Fyresdal,20-39 år,2035-01-01,236,2
4032,Fyresdal,20-39 år,2036-01-01,231,2
4032,Fyresdal,20-39 år,2037-01-01,223,2
4032,Fyresdal,20-39 år,2038-01-01,220,2
4032,Fyresdal,20-39 år,2039-01-01,221,2
4032,Fyresdal,20-39 år,2040-01-01,221,2
4032,Fyresdal,20-39 år,2041-01-01,215,2
4032,Fyresdal,20-39 år,2042-01-01,214,2
4032,Fyresdal,20-39 år,2043-01-01,214,2
4032,Fyresdal,20-39 år,2044-01-01,213,2
4032,Fyresdal,20-39 år,2045-01-01,213,2
4032,Fyresdal,20-39 år,2046-01-01,213,2
4032,Fyresdal,20-39 år,2047-01-01,211,2
4032,Fyresdal,20-39 år,2048-01-01,209,2
4032,Fyresdal,20-39 år,2049-01-01,209,2
4032,Fyresdal,20-39 år,2050-01-01,211,2
4032,Fyresdal,80+ år,2024-01-01,72,3
4032,Fyresdal,80+ år,2025-01-01,83,3
4032,Fyresdal,80+ år,2026-01-01,83,3
4032,Fyresdal,80+ år,2027-01-01,89,3
4032,Fyresdal,80+ år,2028-01-01,86,3
4032,Fyresdal,80+ år,2029-01-01,91,3
4032,Fyresdal,80+ år,2030-01-01,91,3
4032,Fyresdal,80+ år,2031-01-01,102,3
4032,Fyresdal,80+ år,2032-01-01,105,3
4032,Fyresdal,80+ år,2033-01-01,107,3
4032,Fyresdal,80+ år,2034-01-01,108,3
4032,Fyresdal,80+ år,2035-01-01,113,3
4032,Fyresdal,80+ år,2036-01-01,123,3
4032,Fyresdal,80+ år,2037-01-01,129,3
4032,Fyresdal,80+ år,2038-01-01,134,3
4032,Fyresdal,80+ år,2039-01-01,133,3
4032,Fyresdal,80+ år,2040-01-01,141,3
4032,Fyresdal,80+ år,2041-01-01,144,3
4032,Fyresdal,80+ år,2042-01-01,152,3
4032,Fyresdal,80+ år,2043-01-01,152,3
4032,Fyresdal,80+ år,2044-01-01,152,3
4032,Fyresdal,80+ år,2045-01-01,157,3
4032,Fyresdal,80+ år,2046-01-01,152,3
4032,Fyresdal,80+ år,2047-01-01,162,3
4032,Fyresdal,80+ år,2048-01-01,165,3
4032,Fyresdal,80+ år,2049-01-01,162,3
4032,Fyresdal,80+ år,2050-01-01,168,3
4032,Fyresdal,67-79 år,2024-01-01,203,4
4032,Fyresdal,67-79 år,2025-01-01,211,4
4032,Fyresdal,67-79 år,2026-01-01,211,4
4032,Fyresdal,67-79 år,2027-01-01,214,4
4032,Fyresdal,67-79 år,2028-01-01,223,4
4032,Fyresdal,67-79 år,2029-01-01,224,4
4032,Fyresdal,67-79 år,2030-01-01,227,4
4032,Fyresdal,67-79 år,2031-01-01,227,4
4032,Fyresdal,67-79 år,2032-01-01,229,4
4032,Fyresdal,67-79 år,2033-01-01,234,4
4032,Fyresdal,67-79 år,2034-01-01,238,4
4032,Fyresdal,67-79 år,2035-01-01,238,4
4032,Fyresdal,67-79 år,2036-01-01,234,4
4032,Fyresdal,67-79 år,2037-01-01,233,4
4032,Fyresdal,67-79 år,2038-01-01,237,4
4032,Fyresdal,67-79 år,2039-01-01,241,4
4032,Fyresdal,67-79 år,2040-01-01,237,4
4032,Fyresdal,67-79 år,2041-01-01,242,4
4032,Fyresdal,67-79 år,2042-01-01,239,4
4032,Fyresdal,67-79 år,2043-01-01,234,4
4032,Fyresdal,67-79 år,2044-01-01,239,4
4032,Fyresdal,67-79 år,2045-01-01,238,4
4032,Fyresdal,67-79 år,2046-01-01,238,4
4032,Fyresdal,67-79 år,2047-01-01,236,4
4032,Fyresdal,67-79 år,2048-01-01,238,4
4032,Fyresdal,67-79 år,2049-01-01,233,4
4032,Fyresdal,67-79 år,2050-01-01,230,4
4032,Fyresdal,40-66 år,2024-01-01,482,5
4032,Fyresdal,40-66 år,2025-01-01,473,5
4032,Fyresdal,40-66 år,2026-01-01,483,5
4032,Fyresdal,40-66 år,2027-01-01,481,5
4032,Fyresdal,40-66 år,2028-01-01,479,5
4032,Fyresdal,40-66 år,2029-01-01,477,5
4032,Fyresdal,40-66 år,2030-01-01,474,5
4032,Fyresdal,40-66 år,2031-01-01,471,5
4032,Fyresdal,40-66 år,2032-01-01,465,5
4032,Fyresdal,40-66 år,2033-01-01,472,5
4032,Fyresdal,40-66 år,2034-01-01,469,5
4032,Fyresdal,40-66 år,2035-01-01,473,5
4032,Fyresdal,40-66 år,2036-01-01,473,5
4032,Fyresdal,40-66 år,2037-01-01,470,5
4032,Fyresdal,40-66 år,2038-01-01,469,5
4032,Fyresdal,40-66 år,2039-01-01,464,5
4032,Fyresdal,40-66 år,2040-01-01,460,5
4032,Fyresdal,40-66 år,2041-01-01,456,5
4032,Fyresdal,40-66 år,2042-01-01,456,5
4032,Fyresdal,40-66 år,2043-01-01,459,5
4032,Fyresdal,40-66 år,2044-01-01,454,5
4032,Fyresdal,40-66 år,2045-01-01,452,5
4032,Fyresdal,40-66 år,2046-01-01,455,5
4032,Fyresdal,40-66 år,2047-01-01,450,5
4032,Fyresdal,40-66 år,2048-01-01,447,5
4032,Fyresdal,40-66 år,2049-01-01,453,5
4032,Fyresdal,40-66 år,2050-01-01,449,5
4024,Hjartdal,0-19 år,2024-01-01,354,1
4024,Hjartdal,0-19 år,2025-01-01,370,1
4024,Hjartdal,0-19 år,2026-01-01,389,1
4024,Hjartdal,0-19 år,2027-01-01,399,1
4024,Hjartdal,0-19 år,2028-01-01,406,1
4024,Hjartdal,0-19 år,2029-01-01,406,1
4024,Hjartdal,0-19 år,2030-01-01,402,1
4024,Hjartdal,0-19 år,2031-01-01,393,1
4024,Hjartdal,0-19 år,2032-01-01,387,1
4024,Hjartdal,0-19 år,2033-01-01,384,1
4024,Hjartdal,0-19 år,2034-01-01,377,1
4024,Hjartdal,0-19 år,2035-01-01,375,1
4024,Hjartdal,0-19 år,2036-01-01,377,1
4024,Hjartdal,0-19 år,2037-01-01,375,1
4024,Hjartdal,0-19 år,2038-01-01,366,1
4024,Hjartdal,0-19 år,2039-01-01,368,1
4024,Hjartdal,0-19 år,2040-01-01,362,1
4024,Hjartdal,0-19 år,2041-01-01,362,1
4024,Hjartdal,0-19 år,2042-01-01,357,1
4024,Hjartdal,0-19 år,2043-01-01,348,1
4024,Hjartdal,0-19 år,2044-01-01,343,1
4024,Hjartdal,0-19 år,2045-01-01,340,1
4024,Hjartdal,0-19 år,2046-01-01,339,1
4024,Hjartdal,0-19 år,2047-01-01,336,1
4024,Hjartdal,0-19 år,2048-01-01,333,1
4024,Hjartdal,0-19 år,2049-01-01,332,1
4024,Hjartdal,0-19 år,2050-01-01,330,1
4024,Hjartdal,20-39 år,2024-01-01,353,2
4024,Hjartdal,20-39 år,2025-01-01,369,2
4024,Hjartdal,20-39 år,2026-01-01,370,2
4024,Hjartdal,20-39 år,2027-01-01,364,2
4024,Hjartdal,20-39 år,2028-01-01,354,2
4024,Hjartdal,20-39 år,2029-01-01,347,2
4024,Hjartdal,20-39 år,2030-01-01,342,2
4024,Hjartdal,20-39 år,2031-01-01,339,2
4024,Hjartdal,20-39 år,2032-01-01,336,2
4024,Hjartdal,20-39 år,2033-01-01,329,2
4024,Hjartdal,20-39 år,2034-01-01,328,2
4024,Hjartdal,20-39 år,2035-01-01,328,2
4024,Hjartdal,20-39 år,2036-01-01,319,2
4024,Hjartdal,20-39 år,2037-01-01,314,2
4024,Hjartdal,20-39 år,2038-01-01,311,2
4024,Hjartdal,20-39 år,2039-01-01,302,2
4024,Hjartdal,20-39 år,2040-01-01,303,2
4024,Hjartdal,20-39 år,2041-01-01,299,2
4024,Hjartdal,20-39 år,2042-01-01,297,2
4024,Hjartdal,20-39 år,2043-01-01,300,2
4024,Hjartdal,20-39 år,2044-01-01,299,2
4024,Hjartdal,20-39 år,2045-01-01,296,2
4024,Hjartdal,20-39 år,2046-01-01,293,2
4024,Hjartdal,20-39 år,2047-01-01,289,2
4024,Hjartdal,20-39 år,2048-01-01,288,2
4024,Hjartdal,20-39 år,2049-01-01,289,2
4024,Hjartdal,20-39 år,2050-01-01,287,2
4024,Hjartdal,80+ år,2024-01-01,115,3
4024,Hjartdal,80+ år,2025-01-01,123,3
4024,Hjartdal,80+ år,2026-01-01,117,3
4024,Hjartdal,80+ år,2027-01-01,124,3
4024,Hjartdal,80+ år,2028-01-01,142,3
4024,Hjartdal,80+ år,2029-01-01,155,3
4024,Hjartdal,80+ år,2030-01-01,158,3
4024,Hjartdal,80+ år,2031-01-01,164,3
4024,Hjartdal,80+ år,2032-01-01,166,3
4024,Hjartdal,80+ år,2033-01-01,165,3
4024,Hjartdal,80+ år,2034-01-01,165,3
4024,Hjartdal,80+ år,2035-01-01,162,3
4024,Hjartdal,80+ år,2036-01-01,165,3
4024,Hjartdal,80+ år,2037-01-01,173,3
4024,Hjartdal,80+ år,2038-01-01,177,3
4024,Hjartdal,80+ år,2039-01-01,185,3
4024,Hjartdal,80+ år,2040-01-01,186,3
4024,Hjartdal,80+ år,2041-01-01,189,3
4024,Hjartdal,80+ år,2042-01-01,190,3
4024,Hjartdal,80+ år,2043-01-01,194,3
4024,Hjartdal,80+ år,2044-01-01,193,3
4024,Hjartdal,80+ år,2045-01-01,191,3
4024,Hjartdal,80+ år,2046-01-01,193,3
4024,Hjartdal,80+ år,2047-01-01,196,3
4024,Hjartdal,80+ år,2048-01-01,203,3
4024,Hjartdal,80+ år,2049-01-01,203,3
4024,Hjartdal,80+ år,2050-01-01,208,3
4024,Hjartdal,67-79 år,2024-01-01,260,4
4024,Hjartdal,67-79 år,2025-01-01,266,4
4024,Hjartdal,67-79 år,2026-01-01,278,4
4024,Hjartdal,67-79 år,2027-01-01,275,4
4024,Hjartdal,67-79 år,2028-01-01,264,4
4024,Hjartdal,67-79 år,2029-01-01,254,4
4024,Hjartdal,67-79 år,2030-01-01,258,4
4024,Hjartdal,67-79 år,2031-01-01,253,4
4024,Hjartdal,67-79 år,2032-01-01,255,4
4024,Hjartdal,67-79 år,2033-01-01,254,4
4024,Hjartdal,67-79 år,2034-01-01,261,4
4024,Hjartdal,67-79 år,2035-01-01,270,4
4024,Hjartdal,67-79 år,2036-01-01,274,4
4024,Hjartdal,67-79 år,2037-01-01,270,4
4024,Hjartdal,67-79 år,2038-01-01,277,4
4024,Hjartdal,67-79 år,2039-01-01,271,4
4024,Hjartdal,67-79 år,2040-01-01,280,4
4024,Hjartdal,67-79 år,2041-01-01,280,4
4024,Hjartdal,67-79 år,2042-01-01,279,4
4024,Hjartdal,67-79 år,2043-01-01,274,4
4024,Hjartdal,67-79 år,2044-01-01,276,4
4024,Hjartdal,67-79 år,2045-01-01,278,4
4024,Hjartdal,67-79 år,2046-01-01,276,4
4024,Hjartdal,67-79 år,2047-01-01,273,4
4024,Hjartdal,67-79 år,2048-01-01,267,4
4024,Hjartdal,67-79 år,2049-01-01,262,4
4024,Hjartdal,67-79 år,2050-01-01,258,4
4024,Hjartdal,40-66 år,2024-01-01,548,5
4024,Hjartdal,40-66 år,2025-01-01,541,5
4024,Hjartdal,40-66 år,2026-01-01,540,5
4024,Hjartdal,40-66 år,2027-01-01,545,5
4024,Hjartdal,40-66 år,2028-01-01,548,5
4024,Hjartdal,40-66 år,2029-01-01,554,5
4024,Hjartdal,40-66 år,2030-01-01,552,5
4024,Hjartdal,40-66 år,2031-01-01,559,5
4024,Hjartdal,40-66 år,2032-01-01,561,5
4024,Hjartdal,40-66 år,2033-01-01,569,5
4024,Hjartdal,40-66 år,2034-01-01,566,5
4024,Hjartdal,40-66 år,2035-01-01,559,5
4024,Hjartdal,40-66 år,2036-01-01,555,5
4024,Hjartdal,40-66 år,2037-01-01,555,5
4024,Hjartdal,40-66 år,2038-01-01,552,5
4024,Hjartdal,40-66 år,2039-01-01,553,5
4024,Hjartdal,40-66 år,2040-01-01,544,5
