Kommunenummer,Kommune,Aldersgruppe,År,Personer,SortColumn
4001,Porsgrunn,20-39 år,2026-01-01,9190,2
4001,Porsgrunn,20-39 år,2027-01-01,9196,2
4001,Porsgrunn,20-39 år,2028-01-01,9205,2
4001,Porsgrunn,20-39 år,2029-01-01,9175,2
4001,Porsgrunn,20-39 år,2030-01-01,9131,2
4001,Porsgrunn,20-39 år,2031-01-01,9119,2
4001,Porsgrunn,20-39 år,2032-01-01,9077,2
4001,Porsgrunn,20-39 år,2033-01-01,9023,2
4001,Porsgrunn,20-39 år,2034-01-01,9009,2
4001,Porsgrunn,20-39 år,2035-01-01,8944,2
4001,Porsgrunn,20-39 år,2036-01-01,8903,2
4001,Porsgrunn,20-39 år,2037-01-01,8855,2
4001,Porsgrunn,20-39 år,2038-01-01,8793,2
4001,Porsgrunn,20-39 år,2039-01-01,8752,2
4001,Porsgrunn,20-39 år,2040-01-01,8713,2
4001,Porsgrunn,20-39 år,2041-01-01,8648,2
4001,Porsgrunn,20-39 år,2042-01-01,8620,2
4001,Porsgrunn,20-39 år,2043-01-01,8598,2
4001,Porsgrunn,20-39 år,2044-01-01,8557,2
4001,Porsgrunn,20-39 år,2045-01-01,8520,2
4001,Porsgrunn,20-39 år,2046-01-01,8479,2
4001,Porsgrunn,20-39 år,2047-01-01,8437,2
4001,Porsgrunn,20-39 år,2048-01-01,8404,2
4001,Porsgrunn,20-39 år,2049-01-01,8359,2
4001,Porsgrunn,20-39 år,2050-01-01,8312,2
4001,Porsgrunn,80+ år,2024-01-01,1943,3
4001,Porsgrunn,80+ år,2025-01-01,2062,3
4001,Porsgrunn,80+ år,2026-01-01,2170,3
4001,Porsgrunn,80+ år,2027-01-01,2283,3
4001,Porsgrunn,80+ år,2028-01-01,2405,3
4001,Porsgrunn,80+ år,2029-01-01,2504,3
4001,Porsgrunn,80+ år,2030-01-01,2580,3
4001,Porsgrunn,80+ år,2031-01-01,2670,3
4001,Porsgrunn,80+ år,2032-01-01,2758,3
4001,Porsgrunn,80+ år,2033-01-01,2830,3
4001,Porsgrunn,80+ år,2034-01-01,2930,3
4001,Porsgrunn,80+ år,2035-01-01,3018,3
4001,Porsgrunn,80+ år,2036-01-01,3093,3
4001,Porsgrunn,80+ år,2037-01-01,3184,3
4001,Porsgrunn,80+ år,2038-01-01,3262,3
4001,Porsgrunn,80+ år,2039-01-01,3325,3
4001,Porsgrunn,80+ år,2040-01-01,3386,3
4001,Porsgrunn,80+ år,2041-01-01,3455,3
4001,Porsgrunn,80+ år,2042-01-01,3504,3
4001,Porsgrunn,80+ år,2043-01-01,3541,3
4001,Porsgrunn,80+ år,2044-01-01,3622,3
4001,Porsgrunn,80+ år,2045-01-01,3721,3
4001,Porsgrunn,80+ år,2046-01-01,3814,3
4001,Porsgrunn,80+ år,2047-01-01,3908,3
4001,Porsgrunn,80+ år,2048-01-01,4008,3
4001,Porsgrunn,80+ år,2049-01-01,4103,3
4001,Porsgrunn,80+ år,2050-01-01,4217,3
4001,Porsgrunn,67-79 år,2024-01-01,5009,4
4001,Porsgrunn,67-79 år,2025-01-01,5052,4
4001,Porsgrunn,67-79 år,2026-01-01,5086,4
4001,Porsgrunn,67-79 år,2027-01-01,5113,4
4001,Porsgrunn,67-79 år,2028-01-01,5134,4
4001,Porsgrunn,67-79 år,2029-01-01,5163,4
4001,Porsgrunn,67-79 år,2030-01-01,5190,4
4001,Porsgrunn,67-79 år,2031-01-01,5260,4
4001,Porsgrunn,67-79 år,2032-01-01,5342,4
4001,Porsgrunn,67-79 år,2033-01-01,5439,4
4001,Porsgrunn,67-79 år,2034-01-01,5497,4
4001,Porsgrunn,67-79 år,2035-01-01,5583,4
4001,Porsgrunn,67-79 år,2036-01-01,5662,4
4001,Porsgrunn,67-79 år,2037-01-01,5757,4
4001,Porsgrunn,67-79 år,2038-01-01,5832,4
4001,Porsgrunn,67-79 år,2039-01-01,5928,4
4001,Porsgrunn,67-79 år,2040-01-01,6015,4
4001,Porsgrunn,67-79 år,2041-01-01,6060,4
4001,Porsgrunn,67-79 år,2042-01-01,6133,4
4001,Porsgrunn,67-79 år,2043-01-01,6184,4
4001,Porsgrunn,67-79 år,2044-01-01,6188,4
4001,Porsgrunn,67-79 år,2045-01-01,6143,4
4001,Porsgrunn,67-79 år,2046-01-01,6121,4
4001,Porsgrunn,67-79 år,2047-01-01,6094,4
4001,Porsgrunn,67-79 år,2048-01-01,6044,4
4001,Porsgrunn,67-79 år,2049-01-01,6026,4
4001,Porsgrunn,67-79 år,2050-01-01,5986,4
4001,Porsgrunn,40-66 år,2024-01-01,13340,5
4001,Porsgrunn,40-66 år,2025-01-01,13349,5
4001,Porsgrunn,40-66 år,2026-01-01,13373,5
4001,Porsgrunn,40-66 år,2027-01-01,13406,5
4001,Porsgrunn,40-66 år,2028-01-01,13427,5
4001,Porsgrunn,40-66 år,2029-01-01,13510,5
4001,Porsgrunn,40-66 år,2030-01-01,13625,5
4001,Porsgrunn,40-66 år,2031-01-01,13685,5
4001,Porsgrunn,40-66 år,2032-01-01,13708,5
4001,Porsgrunn,40-66 år,2033-01-01,13744,5
4001,Porsgrunn,40-66 år,2034-01-01,13731,5
4001,Porsgrunn,40-66 år,2035-01-01,13757,5
4001,Porsgrunn,40-66 år,2036-01-01,13760,5
4001,Porsgrunn,40-66 år,2037-01-01,13748,5
4001,Porsgrunn,40-66 år,2038-01-01,13745,5
4001,Porsgrunn,40-66 år,2039-01-01,13724,5
4001,Porsgrunn,40-66 år,2040-01-01,13701,5
4001,Porsgrunn,40-66 år,2041-01-01,13713,5
4001,Porsgrunn,40-66 år,2042-01-01,13697,5
4001,Porsgrunn,40-66 år,2043-01-01,13697,5
4001,Porsgrunn,40-66 år,2044-01-01,13706,5
4001,Porsgrunn,40-66 år,2045-01-01,13742,5
4001,Porsgrunn,40-66 år,2046-01-01,13767,5
4001,Porsgrunn,40-66 år,2047-01-01,13800,5
4001,Porsgrunn,40-66 år,2048-01-01,13838,5
4001,Porsgrunn,40-66 år,2049-01-01,13856,5
4001,Porsgrunn,40-66 år,2050-01-01,13888,5
4022,Seljord,0-19 år,2024-01-01,666,1
4022,Seljord,0-19 år,2025-01-01,657,1
4022,Seljord,0-19 år,2026-01-01,654,1
4022,Seljord,0-19 år,2027-01-01,645,1
4022,Seljord,0-19 år,2028-01-01,641,1
4022,Seljord,0-19 år,2029-01-01,638,1
4022,Seljord,0-19 år,2030-01-01,628,1
4022,Seljord,0-19 år,2031-01-01,608,1
4022,Seljord,0-19 år,2032-01-01,599,1
4022,Seljord,0-19 år,2033-01-01,595,1
4022,Seljord,0-19 år,2034-01-01,590,1
4022,Seljord,0-19 år,2035-01-01,589,1
4022,Seljord,0-19 år,2036-01-01,588,1
4022,Seljord,0-19 år,2037-01-01,587,1
4022,Seljord,0-19 år,2038-01-01,595,1
4022,Seljord,0-19 år,2039-01-01,598,1
4022,Seljord,0-19 år,2040-01-01,596,1
4022,Seljord,0-19 år,2041-01-01,598,1
4022,Seljord,0-19 år,2042-01-01,592,1
4022,Seljord,0-19 år,2043-01-01,592,1
4022,Seljord,0-19 år,2044-01-01,594,1
4022,Seljord,0-19 år,2045-01-01,590,1
4022,Seljord,0-19 år,2046-01-01,588,1
4022,Seljord,0-19 år,2047-01-01,587,1
4022,Seljord,0-19 år,2048-01-01,585,1
4022,Seljord,0-19 år,2049-01-01,584,1
4022,Seljord,0-19 år,2050-01-01,586,1
4022,Seljord,20-39 år,2024-01-01,597,2
4022,Seljord,20-39 år,2025-01-01,602,2
4022,Seljord,20-39 år,2026-01-01,607,2
4022,Seljord,20-39 år,2027-01-01,615,2
4022,Seljord,20-39 år,2028-01-01,605,2
4022,Seljord,20-39 år,2029-01-01,593,2
4022,Seljord,20-39 år,2030-01-01,592,2
4022,Seljord,20-39 år,2031-01-01,598,2
4022,Seljord,20-39 år,2032-01-01,593,2
4022,Seljord,20-39 år,2033-01-01,596,2
4022,Seljord,20-39 år,2034-01-01,596,2
4022,Seljord,20-39 år,2035-01-01,586,2
4022,Seljord,20-39 år,2036-01-01,586,2
4022,Seljord,20-39 år,2037-01-01,584,2
4022,Seljord,20-39 år,2038-01-01,573,2
4022,Seljord,20-39 år,2039-01-01,573,2
4022,Seljord,20-39 år,2040-01-01,572,2
4022,Seljord,20-39 år,2041-01-01,564,2
4022,Seljord,20-39 år,2042-01-01,566,2
4022,Seljord,20-39 år,2043-01-01,567,2
4022,Seljord,20-39 år,2044-01-01,565,2
4022,Seljord,20-39 år,2045-01-01,562,2
4022,Seljord,20-39 år,2046-01-01,557,2
4022,Seljord,20-39 år,2047-01-01,554,2
4022,Seljord,20-39 år,2048-01-01,549,2
4022,Seljord,20-39 år,2049-01-01,544,2
4022,Seljord,20-39 år,2050-01-01,542,2
4022,Seljord,80+ år,2024-01-01,175,3
4022,Seljord,80+ år,2025-01-01,190,3
4022,Seljord,80+ år,2026-01-01,207,3
4022,Seljord,80+ år,2027-01-01,211,3
4022,Seljord,80+ år,2028-01-01,220,3
4022,Seljord,80+ år,2029-01-01,243,3
4022,Seljord,80+ år,2030-01-01,250,3
4022,Seljord,80+ år,2031-01-01,259,3
4022,Seljord,80+ år,2032-01-01,273,3
4022,Seljord,80+ år,2033-01-01,287,3
4022,Seljord,80+ år,2034-01-01,290,3
4022,Seljord,80+ år,2035-01-01,299,3
4022,Seljord,80+ år,2036-01-01,301,3
4022,Seljord,80+ år,2037-01-01,299,3
4022,Seljord,80+ år,2038-01-01,310,3
4022,Seljord,80+ år,2039-01-01,316,3
4022,Seljord,80+ år,2040-01-01,321,3
4022,Seljord,80+ år,2041-01-01,318,3
4022,Seljord,80+ år,2042-01-01,319,3
4022,Seljord,80+ år,2043-01-01,320,3
4022,Seljord,80+ år,2044-01-01,322,3
4022,Seljord,80+ år,2045-01-01,321,3
4022,Seljord,80+ år,2046-01-01,326,3
4022,Seljord,80+ år,2047-01-01,331,3
4022,Seljord,80+ år,2048-01-01,338,3
4022,Seljord,80+ år,2049-01-01,340,3
4022,Seljord,80+ år,2050-01-01,344,3
4022,Seljord,67-79 år,2024-01-01,483,4
4022,Seljord,67-79 år,2025-01-01,489,4
4022,Seljord,67-79 år,2026-01-01,492,4
4022,Seljord,67-79 år,2027-01-01,490,4
4022,Seljord,67-79 år,2028-01-01,486,4
4022,Seljord,67-79 år,2029-01-01,470,4
4022,Seljord,67-79 år,2030-01-01,471,4
4022,Seljord,67-79 år,2031-01-01,470,4
4022,Seljord,67-79 år,2032-01-01,462,4
4022,Seljord,67-79 år,2033-01-01,450,4
4022,Seljord,67-79 år,2034-01-01,460,4
4022,Seljord,67-79 år,2035-01-01,465,4
4022,Seljord,67-79 år,2036-01-01,463,4
4022,Seljord,67-79 år,2037-01-01,471,4
4022,Seljord,67-79 år,2038-01-01,470,4
4022,Seljord,67-79 år,2039-01-01,464,4
4022,Seljord,67-79 år,2040-01-01,472,4
4022,Seljord,67-79 år,2041-01-01,484,4
4022,Seljord,67-79 år,2042-01-01,489,4
4022,Seljord,67-79 år,2043-01-01,495,4
4022,Seljord,67-79 år,2044-01-01,495,4
4022,Seljord,67-79 år,2045-01-01,497,4
4022,Seljord,67-79 år,2046-01-01,502,4
4022,Seljord,67-79 år,2047-01-01,498,4
4022,Seljord,67-79 år,2048-01-01,496,4
4022,Seljord,67-79 år,2049-01-01,497,4
4022,Seljord,67-79 år,2050-01-01,496,4
4022,Seljord,40-66 år,2024-01-01,1058,5
4022,Seljord,40-66 år,2025-01-01,1050,5
4022,Seljord,40-66 år,2026-01-01,1031,5
4022,Seljord,40-66 år,2027-01-01,1027,5
4022,Seljord,40-66 år,2028-01-01,1032,5
4022,Seljord,40-66 år,2029-01-01,1036,5
4022,Seljord,40-66 år,2030-01-01,1034,5
4022,Seljord,40-66 år,2031-01-01,1037,5
4022,Seljord,40-66 år,2032-01-01,1041,5
4022,Seljord,40-66 år,2033-01-01,1037,5
4022,Seljord,40-66 år,2034-01-01,1027,5
4022,Seljord,40-66 år,2035-01-01,1022,5
4022,Seljord,40-66 år,2036-01-01,1022,5
4022,Seljord,40-66 år,2037-01-01,1018,5
4022,Seljord,40-66 år,2038-01-01,1010,5
4022,Seljord,40-66 år,2039-01-01,1005,5
4022,Seljord,40-66 år,2040-01-01,994,5
4022,Seljord,40-66 år,2041-01-01,988,5
4022,Seljord,40-66 år,2042-01-01,984,5
4022,Seljord,40-66 år,2043-01-01,974,5
4022,Seljord,40-66 år,2044-01-01,969,5
4022,Seljord,40-66 år,2045-01-01,972,5
4022,Seljord,40-66 år,2046-01-01,966,5
4022,Seljord,40-66 år,2047-01-01,967,5
4022,Seljord,40-66 år,2048-01-01,966,5
4022,Seljord,40-66 år,2049-01-01,967,5
4022,Seljord,40-66 år,2050-01-01,962,5
4010,Siljan,0-19 år,2024-01-01,530,1
4010,Siljan,0-19 år,2025-01-01,525,1
4010,Siljan,0-19 år,2026-01-01,545,1
4010,Siljan,0-19 år,2027-01-01,548,1
4010,Siljan,0-19 år,2028-01-01,544,1
4010,Siljan,0-19 år,2029-01-01,533,1
4010,Siljan,0-19 år,2030-01-01,536,1
4010,Siljan,0-19 år,2031-01-01,535,1
4010,Siljan,0-19 år,2032-01-01,532,1
4010,Siljan,0-19 år,2033-01-01,534,1
4010,Siljan,0-19 år,2034-01-01,532,1
4010,Siljan,0-19 år,2035-01-01,538,1
4010,Siljan,0-19 år,2036-01-01,532,1
4010,Siljan,0-19 år,2037-01-01,536,1
4010,Siljan,0-19 år,2038-01-01,540,1
4010,Siljan,0-19 år,2039-01-01,539,1
4010,Siljan,0-19 år,2040-01-01,544,1
4010,Siljan,0-19 år,2041-01-01,543,1
4010,Siljan,0-19 år,2042-01-01,542,1
4010,Siljan,0-19 år,2043-01-01,544,1
4010,Siljan,0-19 år,2044-01-01,548,1
4010,Siljan,0-19 år,2045-01-01,552,1
4010,Siljan,0-19 år,2046-01-01,556,1
4010,Siljan,0-19 år,2047-01-01,558,1
4010,Siljan,0-19 år,2048-01-01,560,1
4010,Siljan,0-19 år,2049-01-01,562,1
4010,Siljan,0-19 år,2050-01-01,565,1
4010,Siljan,20-39 år,2024-01-01,526,2
4010,Siljan,20-39 år,2025-01-01,522,2
4010,Siljan,20-39 år,2026-01-01,526,2
4010,Siljan,20-39 år,2027-01-01,534,2
4010,Siljan,20-39 år,2028-01-01,539,2
4010,Siljan,20-39 år,2029-01-01,547,2
4010,Siljan,20-39 år,2030-01-01,554,2
4010,Siljan,20-39 år,2031-01-01,545,2
4010,Siljan,20-39 år,2032-01-01,557,2
4010,Siljan,20-39 år,2033-01-01,551,2
4010,Siljan,20-39 år,2034-01-01,550,2
4010,Siljan,20-39 år,2035-01-01,542,2
4010,Siljan,20-39 år,2036-01-01,551,2
4010,Siljan,20-39 år,2037-01-01,549,2
4010,Siljan,20-39 år,2038-01-01,552,2
4010,Siljan,20-39 år,2039-01-01,553,2
4010,Siljan,20-39 år,2040-01-01,549,2
4010,Siljan,20-39 år,2041-01-01,549,2
4010,Siljan,20-39 år,2042-01-01,550,2
4010,Siljan,20-39 år,2043-01-01,550,2
4010,Siljan,20-39 år,2044-01-01,545,2
4010,Siljan,20-39 år,2045-01-01,545,2
4010,Siljan,20-39 år,2046-01-01,543,2
4010,Siljan,20-39 år,2047-01-01,540,2
4010,Siljan,20-39 år,2048-01-01,538,2
4010,Siljan,20-39 år,2049-01-01,532,2
4010,Siljan,20-39 år,2050-01-01,526,2
4010,Siljan,80+ år,2024-01-01,146,3
4010,Siljan,80+ år,2025-01-01,153,3
4010,Siljan,80+ år,2026-01-01,165,3
4010,Siljan,80+ år,2027-01-01,179,3
4010,Siljan,80+ år,2028-01-01,187,3
4010,Siljan,80+ år,2029-01-01,188,3
4010,Siljan,80+ år,2030-01-01,190,3
4010,Siljan,80+ år,2031-01-01,196,3
4010,Siljan,80+ år,2032-01-01,191,3
4010,Siljan,80+ år,2033-01-01,198,3
4010,Siljan,80+ år,2034-01-01,204,3
4010,Siljan,80+ år,2035-01-01,217,3
4010,Siljan,80+ år,2036-01-01,220,3
4010,Siljan,80+ år,2037-01-01,232,3
4010,Siljan,80+ år,2038-01-01,239,3
4010,Siljan,80+ år,2039-01-01,249,3
4010,Siljan,80+ år,2040-01-01,255,3
4010,Siljan,80+ år,2041-01-01,264,3
4010,Siljan,80+ år,2042-01-01,263,3
4010,Siljan,80+ år,2043-01-01,272,3
4010,Siljan,80+ år,2044-01-01,275,3
4010,Siljan,80+ år,2045-01-01,285,3
4010,Siljan,80+ år,2046-01-01,283,3
4010,Siljan,80+ år,2047-01-01,292,3
4010,Siljan,80+ år,2048-01-01,294,3
4010,Siljan,80+ år,2049-01-01,296,3
4010,Siljan,80+ år,2050-01-01,304,3
4010,Siljan,67-79 år,2024-01-01,340,4
4010,Siljan,67-79 år,2025-01-01,353,4
4010,Siljan,67-79 år,2026-01-01,350,4
4010,Siljan,67-79 år,2027-01-01,343,4
4010,Siljan,67-79 år,2028-01-01,349,4
4010,Siljan,67-79 år,2029-01-01,352,4
4010,Siljan,67-79 år,2030-01-01,362,4
4010,Siljan,67-79 år,2031-01-01,361,4
4010,Siljan,67-79 år,2032-01-01,385,4
4010,Siljan,67-79 år,2033-01-01,381,4
4010,Siljan,67-79 år,2034-01-01,385,4
4010,Siljan,67-79 år,2035-01-01,387,4
4010,Siljan,67-79 år,2036-01-01,386,4
4010,Siljan,67-79 år,2037-01-01,385,4
4010,Siljan,67-79 år,2038-01-01,385,4
4010,Siljan,67-79 år,2039-01-01,380,4
4010,Siljan,67-79 år,2040-01-01,386,4
4010,Siljan,67-79 år,2041-01-01,384,4
4010,Siljan,67-79 år,2042-01-01,388,4
4010,Siljan,67-79 år,2043-01-01,383,4
4010,Siljan,67-79 år,2044-01-01,394,4
4010,Siljan,67-79 år,2045-01-01,390,4
4010,Siljan,67-79 år,2046-01-01,392,4
4010,Siljan,67-79 år,2047-01-01,387,4
4010,Siljan,67-79 år,2048-01-01,383,4
4010,Siljan,67-79 år,2049-01-01,389,4
4010,Siljan,67-79 år,2050-01-01,385,4
4010,Siljan,40-66 år,2024-01-01,840,5
4010,Siljan,40-66 år,2025-01-01,836,5
4010,Siljan,40-66 år,2026-01-01,811,5
4010,Siljan,40-66 år,2027-01-01,802,5
4010,Siljan,40-66 år,2028-01-01,798,5
4010,Siljan,40-66 år,2029-01-01,810,5
4010,Siljan,40-66 år,2030-01-01,804,5
4010,Siljan,40-66 år,2031-01-01,825,5
4010,Siljan,40-66 år,2032-01-01,812,5
4010,Siljan,40-66 år,2033-01-01,828,5
4010,Siljan,40-66 år,2034-01-01,835,5
4010,Siljan,40-66 år,2035-01-01,837,5
4010,Siljan,40-66 år,2036-01-01,846,5
4010,Siljan,40-66 år,2037-01-01,847,5
4010,Siljan,40-66 år,2038-01-01,846,5
4010,Siljan,40-66 år,2039-01-01,854,5
4010,Siljan,40-66 år,2040-01-01,853,5
4010,Siljan,40-66 år,2041-01-01,858,5
4010,Siljan,40-66 år,2042-01-01,865,5
4010,Siljan,40-66 år,2043-01-01,870,5
4010,Siljan,40-66 år,2044-01-01,866,5
4010,Siljan,40-66 år,2045-01-01,865,5
4010,Siljan,40-66 år,2046-01-01,872,5
4010,Siljan,40-66 år,2047-01-01,877,5
4010,Siljan,40-66 år,2048-01-01,886,5
4010,Siljan,40-66 år,2049-01-01,889,5
4010,Siljan,40-66 år,2050-01-01,894,5
4003,Skien,0-19 år,2024-01-01,12533,1
4003,Skien,0-19 år,2025-01-01,12553,1
4003,Skien,0-19 år,2026-01-01,12499,1
4003,Skien,0-19 år,2027-01-01,12442,1
4003,Skien,0-19 år,2028-01-01,12403,1
4003,Skien,0-19 år,2029-01-01,12311,1
4003,Skien,0-19 år,2030-01-01,12204,1
4003,Skien,0-19 år,2031-01-01,12139,1
4003,Skien,0-19 år,2032-01-01,12065,1
4003,Skien,0-19 år,2033-01-01,11988,1
4003,Skien,0-19 år,2034-01-01,11947,1
4003,Skien,0-19 år,2035-01-01,11911,1
4003,Skien,0-19 år,2036-01-01,11884,1
4003,Skien,0-19 år,2037-01-01,11858,1
4003,Skien,0-19 år,2038-01-01,11852,1
4003,Skien,0-19 år,2039-01-01,11824,1
4003,Skien,0-19 år,2040-01-01,11826,1
4003,Skien,0-19 år,2041-01-01,11825,1
4003,Skien,0-19 år,2042-01-01,11801,1
4003,Skien,0-19 år,2043-01-01,11824,1
4003,Skien,0-19 år,2044-01-01,11849,1
4003,Skien,0-19 år,2045-01-01,11871,1
4003,Skien,0-19 år,2046-01-01,11883,1
4003,Skien,0-19 år,2047-01-01,11885,1
4003,Skien,0-19 år,2048-01-01,11890,1
4003,Skien,0-19 år,2049-01-01,11877,1
4003,Skien,0-19 år,2050-01-01,11866,1
4003,Skien,20-39 år,2024-01-01,13687,2
4003,Skien,20-39 år,2025-01-01,13829,2
4003,Skien,20-39 år,2026-01-01,13888,2
4003,Skien,20-39 år,2027-01-01,13894,2
4003,Skien,20-39 år,2028-01-01,13798,2
4003,Skien,20-39 år,2029-01-01,13694,2
4003,Skien,20-39 år,2030-01-01,13614,2
4003,Skien,20-39 år,2031-01-01,13524,2
4003,Skien,20-39 år,2032-01-01,13427,2
4003,Skien,20-39 år,2033-01-01,13379,2
4003,Skien,20-39 år,2034-01-01,13304,2
4003,Skien,20-39 år,2035-01-01,13236,2
4003,Skien,20-39 år,2036-01-01,13176,2
4003,Skien,20-39 år,2037-01-01,13090,2
4003,Skien,20-39 år,2038-01-01,13023,2
4003,Skien,20-39 år,2039-01-01,12980,2
4003,Skien,20-39 år,2040-01-01,12908,2
4003,Skien,20-39 år,2041-01-01,12845,2
4003,Skien,20-39 år,2042-01-01,12836,2
4003,Skien,20-39 år,2043-01-01,12786,2
4003,Skien,20-39 år,2044-01-01,12716,2
4003,Skien,20-39 år,2045-01-01,12645,2
4003,Skien,20-39 år,2046-01-01,12568,2
4003,Skien,20-39 år,2047-01-01,12493,2
4003,Skien,20-39 år,2048-01-01,12429,2
4003,Skien,20-39 år,2049-01-01,12349,2
4003,Skien,20-39 år,2050-01-01,12265,2
4003,Skien,80+ år,2024-01-01,2847,3
4003,Skien,80+ år,2025-01-01,3004,3
4003,Skien,80+ år,2026-01-01,3212,3
4003,Skien,80+ år,2027-01-01,3479,3
4003,Skien,80+ år,2028-01-01,3651,3
4003,Skien,80+ år,2029-01-01,3797,3
4003,Skien,80+ år,2030-01-01,3944,3
4003,Skien,80+ år,2031-01-01,4080,3
4003,Skien,80+ år,2032-01-01,4191,3
4003,Skien,80+ år,2033-01-01,4318,3
4003,Skien,80+ år,2034-01-01,4422,3
4003,Skien,80+ år,2035-01-01,4515,3
4003,Skien,80+ år,2036-01-01,4657,3
4003,Skien,80+ år,2037-01-01,4798,3
4003,Skien,80+ år,2038-01-01,4901,3
4003,Skien,80+ år,2039-01-01,5039,3
4003,Skien,80+ år,2040-01-01,5117,3
4003,Skien,80+ år,2041-01-01,5165,3
4003,Skien,80+ år,2042-01-01,5229,3
4003,Skien,80+ år,2043-01-01,5324,3
4003,Skien,80+ år,2044-01-01,5447,3
4003,Skien,80+ år,2045-01-01,5551,3
4003,Skien,80+ år,2046-01-01,5693,3
4003,Skien,80+ år,2047-01-01,5839,3
4003,Skien,80+ år,2048-01-01,5982,3
4003,Skien,80+ år,2049-01-01,6120,3
4003,Skien,80+ år,2050-01-01,6265,3
4003,Skien,67-79 år,2024-01-01,7650,4
4003,Skien,67-79 år,2025-01-01,7715,4
4003,Skien,67-79 år,2026-01-01,7776,4
4003,Skien,67-79 år,2027-01-01,7713,4
4003,Skien,67-79 år,2028-01-01,7693,4
4003,Skien,67-79 år,2029-01-01,7726,4
4003,Skien,67-79 år,2030-01-01,7795,4
4003,Skien,67-79 år,2031-01-01,7898,4
4003,Skien,67-79 år,2032-01-01,8001,4
4003,Skien,67-79 år,2033-01-01,8130,4
4003,Skien,67-79 år,2034-01-01,8276,4
4003,Skien,67-79 år,2035-01-01,8427,4
4003,Skien,67-79 år,2036-01-01,8507,4
4003,Skien,67-79 år,2037-01-01,8606,4
4003,Skien,67-79 år,2038-01-01,8732,4
4003,Skien,67-79 år,2039-01-01,8803,4
4003,Skien,67-79 år,2040-01-01,8941,4
4003,Skien,67-79 år,2041-01-01,9089,4
4003,Skien,67-79 år,2042-01-01,9202,4
4003,Skien,67-79 år,2043-01-01,9229,4
4003,Skien,67-79 år,2044-01-01,9220,4
4003,Skien,67-79 år,2045-01-01,9201,4
4003,Skien,67-79 år,2046-01-01,9146,4
4003,Skien,67-79 år,2047-01-01,9077,4
4003,Skien,67-79 år,2048-01-01,9021,4
4003,Skien,67-79 år,2049-01-01,8996,4
4003,Skien,67-79 år,2050-01-01,8960,4
4003,Skien,40-66 år,2024-01-01,19902,5
4003,Skien,40-66 år,2025-01-01,20017,5
4003,Skien,40-66 år,2026-01-01,20128,5
4003,Skien,40-66 år,2027-01-01,20248,5
4003,Skien,40-66 år,2028-01-01,20464,5
4003,Skien,40-66 år,2029-01-01,20678,5
4003,Skien,40-66 år,2030-01-01,20808,5
4003,Skien,40-66 år,2031-01-01,20881,5
4003,Skien,40-66 år,2032-01-01,20991,5
4003,Skien,40-66 år,2033-01-01,21010,5
4003,Skien,40-66 år,2034-01-01,21023,5
4003,Skien,40-66 år,2035-01-01,21027,5
4003,Skien,40-66 år,2036-01-01,21035,5
4003,Skien,40-66 år,2037-01-01,21042,5
4003,Skien,40-66 år,2038-01-01,21013,5
4003,Skien,40-66 år,2039-01-01,20994,5
4003,Skien,40-66 år,2040-01-01,20960,5
4003,Skien,40-66 år,2041-01-01,20935,5
4003,Skien,40-66 år,2042-01-01,20891,5
4003,Skien,40-66 år,2043-01-01,20891,5
4003,Skien,40-66 år,2044-01-01,20911,5
4003,Skien,40-66 år,2045-01-01,20959,5
4003,Skien,40-66 år,2046-01-01,21016,5
4003,Skien,40-66 år,2047-01-01,21084,5
4003,Skien,40-66 år,2048-01-01,21121,5
4003,Skien,40-66 år,2049-01-01,21159,5
4003,Skien,40-66 år,2050-01-01,21195,5
4026,Tinn,0-19 år,2024-01-01,994,1
4026,Tinn,0-19 år,2025-01-01,983,1
4026,Tinn,0-19 år,2026-01-01,971,1
4026,Tinn,0-19 år,2027-01-01,949,1
4026,Tinn,0-19 år,2028-01-01,929,1
4026,Tinn,0-19 år,2029-01-01,910,1
4026,Tinn,0-19 år,2030-01-01,888,1
4026,Tinn,0-19 år,2031-01-01,873,1
4026,Tinn,0-19 år,2032-01-01,865,1
4026,Tinn,0-19 år,2033-01-01,846,1
4026,Tinn,0-19 år,2034-01-01,845,1
4026,Tinn,0-19 år,2035-01-01,843,1
4026,Tinn,0-19 år,2036-01-01,842,1
4026,Tinn,0-19 år,2037-01-01,839,1
4026,Tinn,0-19 år,2038-01-01,841,1
4026,Tinn,0-19 år,2039-01-01,850,1
4026,Tinn,0-19 år,2040-01-01,852,1
4026,Tinn,0-19 år,2041-01-01,854,1
4026,Tinn,0-19 år,2042-01-01,854,1
4026,Tinn,0-19 år,2043-01-01,856,1
4026,Tinn,0-19 år,2044-01-01,859,1
4026,Tinn,0-19 år,2045-01-01,857,1
4026,Tinn,0-19 år,2046-01-01,857,1
4026,Tinn,0-19 år,2047-01-01,855,1
4026,Tinn,0-19 år,2048-01-01,852,1
4026,Tinn,0-19 år,2049-01-01,848,1
4026,Tinn,0-19 år,2050-01-01,845,1
4026,Tinn,20-39 år,2024-01-01,1126,2
4026,Tinn,20-39 år,2025-01-01,1107,2
4026,Tinn,20-39 år,2026-01-01,1109,2
4026,Tinn,20-39 år,2027-01-01,1094,2
4026,Tinn,20-39 år,2028-01-01,1081,2
4026,Tinn,20-39 år,2029-01-01,1069,2
4026,Tinn,20-39 år,2030-01-01,1066,2
