region,statistikkvariabel,år,alder,value
Kviteseid,Svak aldring (HLMH),2050,67-79 år,418
Kviteseid,Svak aldring (HLMH),2050,80-89 år,247
Kviteseid,Svak aldring (HLMH),2050,90 år eller eldre,57
Kviteseid,Ingen nettoinnvandring (MMM0),2024,0 år,29
Kviteseid,Ingen nettoinnvandring (MMM0),2024,1-5 år,97
Kviteseid,Ingen nettoinnvandring (MMM0),2024,6-12 år,170
Kviteseid,Ingen nettoinnvandring (MMM0),2024,13-15 år,72
Kviteseid,Ingen nettoinnvandring (MMM0),2024,16-19 år,93
Kviteseid,Ingen nettoinnvandring (MMM0),2024,20-44 år,631
Kviteseid,Ingen nettoinnvandring (MMM0),2024,45-66 år,818
Kviteseid,Ingen nettoinnvandring (MMM0),2024,67-79 år,377
Kviteseid,Ingen nettoinnvandring (MMM0),2024,80-89 år,137
Kviteseid,Ingen nettoinnvandring (MMM0),2024,90 år eller eldre,34
Kviteseid,Ingen nettoinnvandring (MMM0),2025,0 år,18
Kviteseid,Ingen nettoinnvandring (MMM0),2025,1-5 år,102
Kviteseid,Ingen nettoinnvandring (MMM0),2025,6-12 år,166
Kviteseid,Ingen nettoinnvandring (MMM0),2025,13-15 år,79
Kviteseid,Ingen nettoinnvandring (MMM0),2025,16-19 år,84
Kviteseid,Ingen nettoinnvandring (MMM0),2025,20-44 år,632
Kviteseid,Ingen nettoinnvandring (MMM0),2025,45-66 år,804
Kviteseid,Ingen nettoinnvandring (MMM0),2025,67-79 år,395
Kviteseid,Ingen nettoinnvandring (MMM0),2025,80-89 år,133
Kviteseid,Ingen nettoinnvandring (MMM0),2025,90 år eller eldre,39
Kviteseid,Ingen nettoinnvandring (MMM0),2026,0 år,19
Kviteseid,Ingen nettoinnvandring (MMM0),2026,1-5 år,112
Kviteseid,Ingen nettoinnvandring (MMM0),2026,6-12 år,149
Kviteseid,Ingen nettoinnvandring (MMM0),2026,13-15 år,85
Kviteseid,Ingen nettoinnvandring (MMM0),2026,16-19 år,89
Kviteseid,Ingen nettoinnvandring (MMM0),2026,20-44 år,624
Kviteseid,Ingen nettoinnvandring (MMM0),2026,45-66 år,799
Kviteseid,Ingen nettoinnvandring (MMM0),2026,67-79 år,393
Kviteseid,Ingen nettoinnvandring (MMM0),2026,80-89 år,136
Kviteseid,Ingen nettoinnvandring (MMM0),2026,90 år eller eldre,42
Kviteseid,Ingen nettoinnvandring (MMM0),2027,0 år,19
Kviteseid,Ingen nettoinnvandring (MMM0),2027,1-5 år,109
Kviteseid,Ingen nettoinnvandring (MMM0),2027,6-12 år,148
Kviteseid,Ingen nettoinnvandring (MMM0),2027,13-15 år,84
Kviteseid,Ingen nettoinnvandring (MMM0),2027,16-19 år,92
Kviteseid,Ingen nettoinnvandring (MMM0),2027,20-44 år,624
Kviteseid,Ingen nettoinnvandring (MMM0),2027,45-66 år,789
Kviteseid,Ingen nettoinnvandring (MMM0),2027,67-79 år,396
Kviteseid,Ingen nettoinnvandring (MMM0),2027,80-89 år,145
Kviteseid,Ingen nettoinnvandring (MMM0),2027,90 år eller eldre,39
Kviteseid,Ingen nettoinnvandring (MMM0),2028,0 år,19
Kviteseid,Ingen nettoinnvandring (MMM0),2028,1-5 år,110
Kviteseid,Ingen nettoinnvandring (MMM0),2028,6-12 år,147
Kviteseid,Ingen nettoinnvandring (MMM0),2028,13-15 år,74
Kviteseid,Ingen nettoinnvandring (MMM0),2028,16-19 år,101
Kviteseid,Ingen nettoinnvandring (MMM0),2028,20-44 år,610
Kviteseid,Ingen nettoinnvandring (MMM0),2028,45-66 år,794
Kviteseid,Ingen nettoinnvandring (MMM0),2028,67-79 år,399
Kviteseid,Ingen nettoinnvandring (MMM0),2028,80-89 år,153
Kviteseid,Ingen nettoinnvandring (MMM0),2028,90 år eller eldre,35
Kviteseid,Ingen nettoinnvandring (MMM0),2029,0 år,19
Kviteseid,Ingen nettoinnvandring (MMM0),2029,1-5 år,113
Kviteseid,Ingen nettoinnvandring (MMM0),2029,6-12 år,151
Kviteseid,Ingen nettoinnvandring (MMM0),2029,13-15 år,64
Kviteseid,Ingen nettoinnvandring (MMM0),2029,16-19 år,104
Kviteseid,Ingen nettoinnvandring (MMM0),2029,20-44 år,615
Kviteseid,Ingen nettoinnvandring (MMM0),2029,45-66 år,775
Kviteseid,Ingen nettoinnvandring (MMM0),2029,67-79 år,409
Kviteseid,Ingen nettoinnvandring (MMM0),2029,80-89 år,154
Kviteseid,Ingen nettoinnvandring (MMM0),2029,90 år eller eldre,36
Kviteseid,Ingen nettoinnvandring (MMM0),2030,0 år,19
Kviteseid,Ingen nettoinnvandring (MMM0),2030,1-5 år,101
Kviteseid,Ingen nettoinnvandring (MMM0),2030,6-12 år,155
Kviteseid,Ingen nettoinnvandring (MMM0),2030,13-15 år,69
Kviteseid,Ingen nettoinnvandring (MMM0),2030,16-19 år,103
Kviteseid,Ingen nettoinnvandring (MMM0),2030,20-44 år,603
Kviteseid,Ingen nettoinnvandring (MMM0),2030,45-66 år,762
Kviteseid,Ingen nettoinnvandring (MMM0),2030,67-79 år,425
Kviteseid,Ingen nettoinnvandring (MMM0),2030,80-89 år,164
Kviteseid,Ingen nettoinnvandring (MMM0),2030,90 år eller eldre,36
Kviteseid,Ingen nettoinnvandring (MMM0),2031,0 år,19
Kviteseid,Ingen nettoinnvandring (MMM0),2031,1-5 år,101
Kviteseid,Ingen nettoinnvandring (MMM0),2031,6-12 år,159
Kviteseid,Ingen nettoinnvandring (MMM0),2031,13-15 år,66
Kviteseid,Ingen nettoinnvandring (MMM0),2031,16-19 år,100
Kviteseid,Ingen nettoinnvandring (MMM0),2031,20-44 år,594
Kviteseid,Ingen nettoinnvandring (MMM0),2031,45-66 år,751
Kviteseid,Ingen nettoinnvandring (MMM0),2031,67-79 år,440
Kviteseid,Ingen nettoinnvandring (MMM0),2031,80-89 år,169
Kviteseid,Ingen nettoinnvandring (MMM0),2031,90 år eller eldre,35
Kviteseid,Ingen nettoinnvandring (MMM0),2032,0 år,19
Kviteseid,Ingen nettoinnvandring (MMM0),2032,1-5 år,101
Kviteseid,Ingen nettoinnvandring (MMM0),2032,6-12 år,152
Kviteseid,Ingen nettoinnvandring (MMM0),2032,13-15 år,76
Kviteseid,Ingen nettoinnvandring (MMM0),2032,16-19 år,91
Kviteseid,Ingen nettoinnvandring (MMM0),2032,20-44 år,596
Kviteseid,Ingen nettoinnvandring (MMM0),2032,45-66 år,735
Kviteseid,Ingen nettoinnvandring (MMM0),2032,67-79 år,448
Kviteseid,Ingen nettoinnvandring (MMM0),2032,80-89 år,176
Kviteseid,Ingen nettoinnvandring (MMM0),2032,90 år eller eldre,37
Kviteseid,Ingen nettoinnvandring (MMM0),2033,0 år,19
Kviteseid,Ingen nettoinnvandring (MMM0),2033,1-5 år,100
Kviteseid,Ingen nettoinnvandring (MMM0),2033,6-12 år,159
Kviteseid,Ingen nettoinnvandring (MMM0),2033,13-15 år,62
Kviteseid,Ingen nettoinnvandring (MMM0),2033,16-19 år,93
Kviteseid,Ingen nettoinnvandring (MMM0),2033,20-44 år,591
Kviteseid,Ingen nettoinnvandring (MMM0),2033,45-66 år,729
Kviteseid,Ingen nettoinnvandring (MMM0),2033,67-79 år,448
Kviteseid,Ingen nettoinnvandring (MMM0),2033,80-89 år,185
Kviteseid,Ingen nettoinnvandring (MMM0),2033,90 år eller eldre,41
Kviteseid,Ingen nettoinnvandring (MMM0),2034,0 år,18
Kviteseid,Ingen nettoinnvandring (MMM0),2034,1-5 år,100
Kviteseid,Ingen nettoinnvandring (MMM0),2034,6-12 år,155
Kviteseid,Ingen nettoinnvandring (MMM0),2034,13-15 år,67
Kviteseid,Ingen nettoinnvandring (MMM0),2034,16-19 år,87
Kviteseid,Ingen nettoinnvandring (MMM0),2034,20-44 år,585
Kviteseid,Ingen nettoinnvandring (MMM0),2034,45-66 år,724
Kviteseid,Ingen nettoinnvandring (MMM0),2034,67-79 år,446
Kviteseid,Ingen nettoinnvandring (MMM0),2034,80-89 år,202
Kviteseid,Ingen nettoinnvandring (MMM0),2034,90 år eller eldre,40
Kviteseid,Ingen nettoinnvandring (MMM0),2035,0 år,18
Kviteseid,Ingen nettoinnvandring (MMM0),2035,1-5 år,98
Kviteseid,Ingen nettoinnvandring (MMM0),2035,6-12 år,154
Kviteseid,Ingen nettoinnvandring (MMM0),2035,13-15 år,61
Kviteseid,Ingen nettoinnvandring (MMM0),2035,16-19 år,92
Kviteseid,Ingen nettoinnvandring (MMM0),2035,20-44 år,573
Kviteseid,Ingen nettoinnvandring (MMM0),2035,45-66 år,725
Kviteseid,Ingen nettoinnvandring (MMM0),2035,67-79 år,460
Kviteseid,Ingen nettoinnvandring (MMM0),2035,80-89 år,198
Kviteseid,Ingen nettoinnvandring (MMM0),2035,90 år eller eldre,42
Kviteseid,Ingen nettoinnvandring (MMM0),2036,0 år,18
Kviteseid,Ingen nettoinnvandring (MMM0),2036,1-5 år,98
Kviteseid,Ingen nettoinnvandring (MMM0),2036,6-12 år,155
Kviteseid,Ingen nettoinnvandring (MMM0),2036,13-15 år,67
Kviteseid,Ingen nettoinnvandring (MMM0),2036,16-19 år,86
Kviteseid,Ingen nettoinnvandring (MMM0),2036,20-44 år,560
Kviteseid,Ingen nettoinnvandring (MMM0),2036,45-66 år,731
Kviteseid,Ingen nettoinnvandring (MMM0),2036,67-79 år,455
Kviteseid,Ingen nettoinnvandring (MMM0),2036,80-89 år,205
Kviteseid,Ingen nettoinnvandring (MMM0),2036,90 år eller eldre,42
Kviteseid,Ingen nettoinnvandring (MMM0),2037,0 år,18
Kviteseid,Ingen nettoinnvandring (MMM0),2037,1-5 år,98
Kviteseid,Ingen nettoinnvandring (MMM0),2037,6-12 år,147
Kviteseid,Ingen nettoinnvandring (MMM0),2037,13-15 år,72
Kviteseid,Ingen nettoinnvandring (MMM0),2037,16-19 år,85
Kviteseid,Ingen nettoinnvandring (MMM0),2037,20-44 år,553
Kviteseid,Ingen nettoinnvandring (MMM0),2037,45-66 år,731
Kviteseid,Ingen nettoinnvandring (MMM0),2037,67-79 år,455
Kviteseid,Ingen nettoinnvandring (MMM0),2037,80-89 år,208
Kviteseid,Ingen nettoinnvandring (MMM0),2037,90 år eller eldre,46
Kviteseid,Ingen nettoinnvandring (MMM0),2038,0 år,18
Kviteseid,Ingen nettoinnvandring (MMM0),2038,1-5 år,98
Kviteseid,Ingen nettoinnvandring (MMM0),2038,6-12 år,146
Kviteseid,Ingen nettoinnvandring (MMM0),2038,13-15 år,72
Kviteseid,Ingen nettoinnvandring (MMM0),2038,16-19 år,85
Kviteseid,Ingen nettoinnvandring (MMM0),2038,20-44 år,544
Kviteseid,Ingen nettoinnvandring (MMM0),2038,45-66 år,726
Kviteseid,Ingen nettoinnvandring (MMM0),2038,67-79 år,457
Kviteseid,Ingen nettoinnvandring (MMM0),2038,80-89 år,214
Kviteseid,Ingen nettoinnvandring (MMM0),2038,90 år eller eldre,48
Kviteseid,Ingen nettoinnvandring (MMM0),2039,0 år,18
Kviteseid,Ingen nettoinnvandring (MMM0),2039,1-5 år,97
Kviteseid,Ingen nettoinnvandring (MMM0),2039,6-12 år,146
Kviteseid,Ingen nettoinnvandring (MMM0),2039,13-15 år,72
Kviteseid,Ingen nettoinnvandring (MMM0),2039,16-19 år,81
Kviteseid,Ingen nettoinnvandring (MMM0),2039,20-44 år,540
Kviteseid,Ingen nettoinnvandring (MMM0),2039,45-66 år,712
Kviteseid,Ingen nettoinnvandring (MMM0),2039,67-79 år,469
Kviteseid,Ingen nettoinnvandring (MMM0),2039,80-89 år,219
Kviteseid,Ingen nettoinnvandring (MMM0),2039,90 år eller eldre,49
Kviteseid,Ingen nettoinnvandring (MMM0),2040,0 år,18
Kviteseid,Ingen nettoinnvandring (MMM0),2040,1-5 år,96
Kviteseid,Ingen nettoinnvandring (MMM0),2040,6-12 år,145
Kviteseid,Ingen nettoinnvandring (MMM0),2040,13-15 år,65
Kviteseid,Ingen nettoinnvandring (MMM0),2040,16-19 år,94
Kviteseid,Ingen nettoinnvandring (MMM0),2040,20-44 år,530
Kviteseid,Ingen nettoinnvandring (MMM0),2040,45-66 år,703
Kviteseid,Ingen nettoinnvandring (MMM0),2040,67-79 år,475
Kviteseid,Ingen nettoinnvandring (MMM0),2040,80-89 år,219
Kviteseid,Ingen nettoinnvandring (MMM0),2040,90 år eller eldre,53
Kviteseid,Ingen nettoinnvandring (MMM0),2041,0 år,17
Kviteseid,Ingen nettoinnvandring (MMM0),2041,1-5 år,96
Kviteseid,Ingen nettoinnvandring (MMM0),2041,6-12 år,145
Kviteseid,Ingen nettoinnvandring (MMM0),2041,13-15 år,65
Kviteseid,Ingen nettoinnvandring (MMM0),2041,16-19 år,91
Kviteseid,Ingen nettoinnvandring (MMM0),2041,20-44 år,529
Kviteseid,Ingen nettoinnvandring (MMM0),2041,45-66 år,706
Kviteseid,Ingen nettoinnvandring (MMM0),2041,67-79 år,466
Kviteseid,Ingen nettoinnvandring (MMM0),2041,80-89 år,223
Kviteseid,Ingen nettoinnvandring (MMM0),2041,90 år eller eldre,54
Kviteseid,Ingen nettoinnvandring (MMM0),2042,0 år,17
Kviteseid,Ingen nettoinnvandring (MMM0),2042,1-5 år,94
Kviteseid,Ingen nettoinnvandring (MMM0),2042,6-12 år,144
Kviteseid,Ingen nettoinnvandring (MMM0),2042,13-15 år,64
Kviteseid,Ingen nettoinnvandring (MMM0),2042,16-19 år,90
Kviteseid,Ingen nettoinnvandring (MMM0),2042,20-44 år,528
Kviteseid,Ingen nettoinnvandring (MMM0),2042,45-66 år,697
Kviteseid,Ingen nettoinnvandring (MMM0),2042,67-79 år,468
Kviteseid,Ingen nettoinnvandring (MMM0),2042,80-89 år,227
Kviteseid,Ingen nettoinnvandring (MMM0),2042,90 år eller eldre,57
Kviteseid,Ingen nettoinnvandring (MMM0),2043,0 år,17
Kviteseid,Ingen nettoinnvandring (MMM0),2043,1-5 år,94
Kviteseid,Ingen nettoinnvandring (MMM0),2043,6-12 år,143
Kviteseid,Ingen nettoinnvandring (MMM0),2043,13-15 år,64
Kviteseid,Ingen nettoinnvandring (MMM0),2043,16-19 år,90
Kviteseid,Ingen nettoinnvandring (MMM0),2043,20-44 år,518
Kviteseid,Ingen nettoinnvandring (MMM0),2043,45-66 år,701
Kviteseid,Ingen nettoinnvandring (MMM0),2043,67-79 år,451
Kviteseid,Ingen nettoinnvandring (MMM0),2043,80-89 år,237
Kviteseid,Ingen nettoinnvandring (MMM0),2043,90 år eller eldre,64
Kviteseid,Ingen nettoinnvandring (MMM0),2044,0 år,17
Kviteseid,Ingen nettoinnvandring (MMM0),2044,1-5 år,93
Kviteseid,Ingen nettoinnvandring (MMM0),2044,6-12 år,143
Kviteseid,Ingen nettoinnvandring (MMM0),2044,13-15 år,63
Kviteseid,Ingen nettoinnvandring (MMM0),2044,16-19 år,84
Kviteseid,Ingen nettoinnvandring (MMM0),2044,20-44 år,519
Kviteseid,Ingen nettoinnvandring (MMM0),2044,45-66 år,696
Kviteseid,Ingen nettoinnvandring (MMM0),2044,67-79 år,445
Kviteseid,Ingen nettoinnvandring (MMM0),2044,80-89 år,242
Kviteseid,Ingen nettoinnvandring (MMM0),2044,90 år eller eldre,69
Kviteseid,Ingen nettoinnvandring (MMM0),2045,0 år,17
Kviteseid,Ingen nettoinnvandring (MMM0),2045,1-5 år,92
Kviteseid,Ingen nettoinnvandring (MMM0),2045,6-12 år,144
Kviteseid,Ingen nettoinnvandring (MMM0),2045,13-15 år,63
Kviteseid,Ingen nettoinnvandring (MMM0),2045,16-19 år,84
Kviteseid,Ingen nettoinnvandring (MMM0),2045,20-44 år,513
Kviteseid,Ingen nettoinnvandring (MMM0),2045,45-66 år,701
Kviteseid,Ingen nettoinnvandring (MMM0),2045,67-79 år,429
Kviteseid,Ingen nettoinnvandring (MMM0),2045,80-89 år,255
Kviteseid,Ingen nettoinnvandring (MMM0),2045,90 år eller eldre,65
Kviteseid,Ingen nettoinnvandring (MMM0),2046,0 år,16
Kviteseid,Ingen nettoinnvandring (MMM0),2046,1-5 år,91
Kviteseid,Ingen nettoinnvandring (MMM0),2046,6-12 år,142
Kviteseid,Ingen nettoinnvandring (MMM0),2046,13-15 år,63
Kviteseid,Ingen nettoinnvandring (MMM0),2046,16-19 år,84
Kviteseid,Ingen nettoinnvandring (MMM0),2046,20-44 år,509
Kviteseid,Ingen nettoinnvandring (MMM0),2046,45-66 år,696
Kviteseid,Ingen nettoinnvandring (MMM0),2046,67-79 år,424
Kviteseid,Ingen nettoinnvandring (MMM0),2046,80-89 år,259
Kviteseid,Ingen nettoinnvandring (MMM0),2046,90 år eller eldre,70
Kviteseid,Ingen nettoinnvandring (MMM0),2047,0 år,16
Kviteseid,Ingen nettoinnvandring (MMM0),2047,1-5 år,91
Kviteseid,Ingen nettoinnvandring (MMM0),2047,6-12 år,141
Kviteseid,Ingen nettoinnvandring (MMM0),2047,13-15 år,63
Kviteseid,Ingen nettoinnvandring (MMM0),2047,16-19 år,84
Kviteseid,Ingen nettoinnvandring (MMM0),2047,20-44 år,506
Kviteseid,Ingen nettoinnvandring (MMM0),2047,45-66 år,694
Kviteseid,Ingen nettoinnvandring (MMM0),2047,67-79 år,415
Kviteseid,Ingen nettoinnvandring (MMM0),2047,80-89 år,265
Kviteseid,Ingen nettoinnvandring (MMM0),2047,90 år eller eldre,70
Kviteseid,Ingen nettoinnvandring (MMM0),2048,0 år,16
Kviteseid,Ingen nettoinnvandring (MMM0),2048,1-5 år,89
Kviteseid,Ingen nettoinnvandring (MMM0),2048,6-12 år,139
Kviteseid,Ingen nettoinnvandring (MMM0),2048,13-15 år,63
Kviteseid,Ingen nettoinnvandring (MMM0),2048,16-19 år,82
Kviteseid,Ingen nettoinnvandring (MMM0),2048,20-44 år,505
Kviteseid,Ingen nettoinnvandring (MMM0),2048,45-66 år,690
Kviteseid,Ingen nettoinnvandring (MMM0),2048,67-79 år,411
Kviteseid,Ingen nettoinnvandring (MMM0),2048,80-89 år,266
Kviteseid,Ingen nettoinnvandring (MMM0),2048,90 år eller eldre,75
Kviteseid,Ingen nettoinnvandring (MMM0),2049,0 år,16
Kviteseid,Ingen nettoinnvandring (MMM0),2049,1-5 år,88
Kviteseid,Ingen nettoinnvandring (MMM0),2049,6-12 år,138
Kviteseid,Ingen nettoinnvandring (MMM0),2049,13-15 år,63
Kviteseid,Ingen nettoinnvandring (MMM0),2049,16-19 år,82
Kviteseid,Ingen nettoinnvandring (MMM0),2049,20-44 år,500
Kviteseid,Ingen nettoinnvandring (MMM0),2049,45-66 år,691
Kviteseid,Ingen nettoinnvandring (MMM0),2049,67-79 år,407
Kviteseid,Ingen nettoinnvandring (MMM0),2049,80-89 år,266
Kviteseid,Ingen nettoinnvandring (MMM0),2049,90 år eller eldre,75
Kviteseid,Ingen nettoinnvandring (MMM0),2050,0 år,16
Kviteseid,Ingen nettoinnvandring (MMM0),2050,1-5 år,87
Kviteseid,Ingen nettoinnvandring (MMM0),2050,6-12 år,137
Kviteseid,Ingen nettoinnvandring (MMM0),2050,13-15 år,63
Kviteseid,Ingen nettoinnvandring (MMM0),2050,16-19 år,82
Kviteseid,Ingen nettoinnvandring (MMM0),2050,20-44 år,494
Kviteseid,Ingen nettoinnvandring (MMM0),2050,45-66 år,684
Kviteseid,Ingen nettoinnvandring (MMM0),2050,67-79 år,409
Kviteseid,Ingen nettoinnvandring (MMM0),2050,80-89 år,266
Kviteseid,Ingen nettoinnvandring (MMM0),2050,90 år eller eldre,77
Kviteseid,Ingen flytting (MM00),2024,0 år,29
Kviteseid,Ingen flytting (MM00),2024,1-5 år,97
Kviteseid,Ingen flytting (MM00),2024,6-12 år,170
Kviteseid,Ingen flytting (MM00),2024,13-15 år,72
Kviteseid,Ingen flytting (MM00),2024,16-19 år,93
Kviteseid,Ingen flytting (MM00),2024,20-44 år,631
Kviteseid,Ingen flytting (MM00),2024,45-66 år,818
Kviteseid,Ingen flytting (MM00),2024,67-79 år,377
Kviteseid,Ingen flytting (MM00),2024,80-89 år,137
Kviteseid,Ingen flytting (MM00),2024,90 år eller eldre,34
Kviteseid,Ingen flytting (MM00),2025,0 år,17
Kviteseid,Ingen flytting (MM00),2025,1-5 år,99
Kviteseid,Ingen flytting (MM00),2025,6-12 år,166
Kviteseid,Ingen flytting (MM00),2025,13-15 år,79
Kviteseid,Ingen flytting (MM00),2025,16-19 år,85
Kviteseid,Ingen flytting (MM00),2025,20-44 år,638
Kviteseid,Ingen flytting (MM00),2025,45-66 år,804
Kviteseid,Ingen flytting (MM00),2025,67-79 år,392
Kviteseid,Ingen flytting (MM00),2025,80-89 år,130
Kviteseid,Ingen flytting (MM00),2025,90 år eller eldre,37
Kviteseid,Ingen flytting (MM00),2026,0 år,17
Kviteseid,Ingen flytting (MM00),2026,1-5 år,105
Kviteseid,Ingen flytting (MM00),2026,6-12 år,148
Kviteseid,Ingen flytting (MM00),2026,13-15 år,85
Kviteseid,Ingen flytting (MM00),2026,16-19 år,91
Kviteseid,Ingen flytting (MM00),2026,20-44 år,628
Kviteseid,Ingen flytting (MM00),2026,45-66 år,796
Kviteseid,Ingen flytting (MM00),2026,67-79 år,392
Kviteseid,Ingen flytting (MM00),2026,80-89 år,134
Kviteseid,Ingen flytting (MM00),2026,90 år eller eldre,40
Kviteseid,Ingen flytting (MM00),2027,0 år,18
Kviteseid,Ingen flytting (MM00),2027,1-5 år,98
Kviteseid,Ingen flytting (MM00),2027,6-12 år,148
Kviteseid,Ingen flytting (MM00),2027,13-15 år,84
Kviteseid,Ingen flytting (MM00),2027,16-19 år,95
Kviteseid,Ingen flytting (MM00),2027,20-44 år,630
Kviteseid,Ingen flytting (MM00),2027,45-66 år,779
Kviteseid,Ingen flytting (MM00),2027,67-79 år,393
Kviteseid,Ingen flytting (MM00),2027,80-89 år,144
Kviteseid,Ingen flytting (MM00),2027,90 år eller eldre,37
Kviteseid,Ingen flytting (MM00),2028,0 år,18
Kviteseid,Ingen flytting (MM00),2028,1-5 år,97
Kviteseid,Ingen flytting (MM00),2028,6-12 år,145
Kviteseid,Ingen flytting (MM00),2028,13-15 år,74
Kviteseid,Ingen flytting (MM00),2028,16-19 år,103
Kviteseid,Ingen flytting (MM00),2028,20-44 år,615
Kviteseid,Ingen flytting (MM00),2028,45-66 år,778
Kviteseid,Ingen flytting (MM00),2028,67-79 år,399
Kviteseid,Ingen flytting (MM00),2028,80-89 år,151
Kviteseid,Ingen flytting (MM00),2028,90 år eller eldre,35
Kviteseid,Ingen flytting (MM00),2029,0 år,19
Kviteseid,Ingen flytting (MM00),2029,1-5 år,99
Kviteseid,Ingen flytting (MM00),2029,6-12 år,144
Kviteseid,Ingen flytting (MM00),2029,13-15 år,63
Kviteseid,Ingen flytting (MM00),2029,16-19 år,108
Kviteseid,Ingen flytting (MM00),2029,20-44 år,621
Kviteseid,Ingen flytting (MM00),2029,45-66 år,755
Kviteseid,Ingen flytting (MM00),2029,67-79 år,408
Kviteseid,Ingen flytting (MM00),2029,80-89 år,154
Kviteseid,Ingen flytting (MM00),2029,90 år eller eldre,35
Kviteseid,Ingen flytting (MM00),2030,0 år,19
Kviteseid,Ingen flytting (MM00),2030,1-5 år,87
Kviteseid,Ingen flytting (MM00),2030,6-12 år,145
Kviteseid,Ingen flytting (MM00),2030,13-15 år,67
Kviteseid,Ingen flytting (MM00),2030,16-19 år,109
Kviteseid,Ingen flytting (MM00),2030,20-44 år,614
Kviteseid,Ingen flytting (MM00),2030,45-66 år,733
Kviteseid,Ingen flytting (MM00),2030,67-79 år,427
Kviteseid,Ingen flytting (MM00),2030,80-89 år,161
Kviteseid,Ingen flytting (MM00),2030,90 år eller eldre,34
Kviteseid,Ingen flytting (MM00),2031,0 år,19
Kviteseid,Ingen flytting (MM00),2031,1-5 år,89
Kviteseid,Ingen flytting (MM00),2031,6-12 år,143
Kviteseid,Ingen flytting (MM00),2031,13-15 år,65
Kviteseid,Ingen flytting (MM00),2031,16-19 år,105
Kviteseid,Ingen flytting (MM00),2031,20-44 år,608
Kviteseid,Ingen flytting (MM00),2031,45-66 år,715
Kviteseid,Ingen flytting (MM00),2031,67-79 år,440
Kviteseid,Ingen flytting (MM00),2031,80-89 år,169
Kviteseid,Ingen flytting (MM00),2031,90 år eller eldre,34
Kviteseid,Ingen flytting (MM00),2032,0 år,20
Kviteseid,Ingen flytting (MM00),2032,1-5 år,92
Kviteseid,Ingen flytting (MM00),2032,6-12 år,133
Kviteseid,Ingen flytting (MM00),2032,13-15 år,74
Kviteseid,Ingen flytting (MM00),2032,16-19 år,92
Kviteseid,Ingen flytting (MM00),2032,20-44 år,615
Kviteseid,Ingen flytting (MM00),2032,45-66 år,689
Kviteseid,Ingen flytting (MM00),2032,67-79 år,453
Kviteseid,Ingen flytting (MM00),2032,80-89 år,176
Kviteseid,Ingen flytting (MM00),2032,90 år eller eldre,34
Kviteseid,Ingen flytting (MM00),2033,0 år,20
Kviteseid,Ingen flytting (MM00),2033,1-5 år,94
Kviteseid,Ingen flytting (MM00),2033,6-12 år,139
Kviteseid,Ingen flytting (MM00),2033,13-15 år,57
Kviteseid,Ingen flytting (MM00),2033,16-19 år,91
Kviteseid,Ingen flytting (MM00),2033,20-44 år,615
Kviteseid,Ingen flytting (MM00),2033,45-66 år,673
Kviteseid,Ingen flytting (MM00),2033,67-79 år,456
Kviteseid,Ingen flytting (MM00),2033,80-89 år,183
Kviteseid,Ingen flytting (MM00),2033,90 år eller eldre,41
Kviteseid,Ingen flytting (MM00),2034,0 år,20
Kviteseid,Ingen flytting (MM00),2034,1-5 år,96
Kviteseid,Ingen flytting (MM00),2034,6-12 år,133
Kviteseid,Ingen flytting (MM00),2034,13-15 år,62
Kviteseid,Ingen flytting (MM00),2034,16-19 år,86
Kviteseid,Ingen flytting (MM00),2034,20-44 år,614
Kviteseid,Ingen flytting (MM00),2034,45-66 år,659
Kviteseid,Ingen flytting (MM00),2034,67-79 år,454
Kviteseid,Ingen flytting (MM00),2034,80-89 år,199
Kviteseid,Ingen flytting (MM00),2034,90 år eller eldre,37
Kviteseid,Ingen flytting (MM00),2035,0 år,21
Kviteseid,Ingen flytting (MM00),2035,1-5 år,98
Kviteseid,Ingen flytting (MM00),2035,6-12 år,133
Kviteseid,Ingen flytting (MM00),2035,13-15 år,53
Kviteseid,Ingen flytting (MM00),2035,16-19 år,92
Kviteseid,Ingen flytting (MM00),2035,20-44 år,599
Kviteseid,Ingen flytting (MM00),2035,45-66 år,653
Kviteseid,Ingen flytting (MM00),2035,67-79 år,465
Kviteseid,Ingen flytting (MM00),2035,80-89 år,196
Kviteseid,Ingen flytting (MM00),2035,90 år eller eldre,41
Kviteseid,Ingen flytting (MM00),2036,0 år,21
Kviteseid,Ingen flytting (MM00),2036,1-5 år,100
Kviteseid,Ingen flytting (MM00),2036,6-12 år,135
Kviteseid,Ingen flytting (MM00),2036,13-15 år,59
Kviteseid,Ingen flytting (MM00),2036,16-19 år,85
Kviteseid,Ingen flytting (MM00),2036,20-44 år,583
Kviteseid,Ingen flytting (MM00),2036,45-66 år,656
Kviteseid,Ingen flytting (MM00),2036,67-79 år,458
Kviteseid,Ingen flytting (MM00),2036,80-89 år,204
Kviteseid,Ingen flytting (MM00),2036,90 år eller eldre,41
Kviteseid,Ingen flytting (MM00),2037,0 år,21
Kviteseid,Ingen flytting (MM00),2037,1-5 år,102
Kviteseid,Ingen flytting (MM00),2037,6-12 år,125
Kviteseid,Ingen flytting (MM00),2037,13-15 år,64
Kviteseid,Ingen flytting (MM00),2037,16-19 år,81
Kviteseid,Ingen flytting (MM00),2037,20-44 år,586
Kviteseid,Ingen flytting (MM00),2037,45-66 år,645
