region,statistikkvariabel,år,alder,value
Notodden,Ingen nettoinnvandring (MMM0),2028,0 år,108
Notodden,Ingen nettoinnvandring (MMM0),2028,1-5 år,579
Notodden,Ingen nettoinnvandring (MMM0),2028,6-12 år,952
Notodden,Ingen nettoinnvandring (MMM0),2028,13-15 år,439
Notodden,Ingen nettoinnvandring (MMM0),2028,16-19 år,624
Notodden,Ingen nettoinnvandring (MMM0),2028,20-44 år,3847
Notodden,Ingen nettoinnvandring (MMM0),2028,45-66 år,3802
Notodden,Ingen nettoinnvandring (MMM0),2028,67-79 år,1982
Notodden,Ingen nettoinnvandring (MMM0),2028,80-89 år,805
Notodden,Ingen nettoinnvandring (MMM0),2028,90 år eller eldre,127
Notodden,Ingen nettoinnvandring (MMM0),2029,0 år,107
Notodden,Ingen nettoinnvandring (MMM0),2029,1-5 år,575
Notodden,Ingen nettoinnvandring (MMM0),2029,6-12 år,916
Notodden,Ingen nettoinnvandring (MMM0),2029,13-15 år,451
Notodden,Ingen nettoinnvandring (MMM0),2029,16-19 år,612
Notodden,Ingen nettoinnvandring (MMM0),2029,20-44 år,3821
Notodden,Ingen nettoinnvandring (MMM0),2029,45-66 år,3786
Notodden,Ingen nettoinnvandring (MMM0),2029,67-79 år,1996
Notodden,Ingen nettoinnvandring (MMM0),2029,80-89 år,841
Notodden,Ingen nettoinnvandring (MMM0),2029,90 år eller eldre,137
Notodden,Ingen nettoinnvandring (MMM0),2030,0 år,106
Notodden,Ingen nettoinnvandring (MMM0),2030,1-5 år,563
Notodden,Ingen nettoinnvandring (MMM0),2030,6-12 år,877
Notodden,Ingen nettoinnvandring (MMM0),2030,13-15 år,466
Notodden,Ingen nettoinnvandring (MMM0),2030,16-19 år,602
Notodden,Ingen nettoinnvandring (MMM0),2030,20-44 år,3817
Notodden,Ingen nettoinnvandring (MMM0),2030,45-66 år,3772
Notodden,Ingen nettoinnvandring (MMM0),2030,67-79 år,1998
Notodden,Ingen nettoinnvandring (MMM0),2030,80-89 år,860
Notodden,Ingen nettoinnvandring (MMM0),2030,90 år eller eldre,149
Notodden,Ingen nettoinnvandring (MMM0),2031,0 år,105
Notodden,Ingen nettoinnvandring (MMM0),2031,1-5 år,557
Notodden,Ingen nettoinnvandring (MMM0),2031,6-12 år,866
Notodden,Ingen nettoinnvandring (MMM0),2031,13-15 år,449
Notodden,Ingen nettoinnvandring (MMM0),2031,16-19 år,588
Notodden,Ingen nettoinnvandring (MMM0),2031,20-44 år,3784
Notodden,Ingen nettoinnvandring (MMM0),2031,45-66 år,3767
Notodden,Ingen nettoinnvandring (MMM0),2031,67-79 år,2026
Notodden,Ingen nettoinnvandring (MMM0),2031,80-89 år,875
Notodden,Ingen nettoinnvandring (MMM0),2031,90 år eller eldre,159
Notodden,Ingen nettoinnvandring (MMM0),2032,0 år,105
Notodden,Ingen nettoinnvandring (MMM0),2032,1-5 år,552
Notodden,Ingen nettoinnvandring (MMM0),2032,6-12 år,836
Notodden,Ingen nettoinnvandring (MMM0),2032,13-15 år,441
Notodden,Ingen nettoinnvandring (MMM0),2032,16-19 år,588
Notodden,Ingen nettoinnvandring (MMM0),2032,20-44 år,3762
Notodden,Ingen nettoinnvandring (MMM0),2032,45-66 år,3728
Notodden,Ingen nettoinnvandring (MMM0),2032,67-79 år,2063
Notodden,Ingen nettoinnvandring (MMM0),2032,80-89 år,893
Notodden,Ingen nettoinnvandring (MMM0),2032,90 år eller eldre,172
Notodden,Ingen nettoinnvandring (MMM0),2033,0 år,105
Notodden,Ingen nettoinnvandring (MMM0),2033,1-5 år,548
Notodden,Ingen nettoinnvandring (MMM0),2033,6-12 år,816
Notodden,Ingen nettoinnvandring (MMM0),2033,13-15 år,413
Notodden,Ingen nettoinnvandring (MMM0),2033,16-19 år,604
Notodden,Ingen nettoinnvandring (MMM0),2033,20-44 år,3714
Notodden,Ingen nettoinnvandring (MMM0),2033,45-66 år,3706
Notodden,Ingen nettoinnvandring (MMM0),2033,67-79 år,2106
Notodden,Ingen nettoinnvandring (MMM0),2033,80-89 år,909
Notodden,Ingen nettoinnvandring (MMM0),2033,90 år eller eldre,181
Notodden,Ingen nettoinnvandring (MMM0),2034,0 år,107
Notodden,Ingen nettoinnvandring (MMM0),2034,1-5 år,545
Notodden,Ingen nettoinnvandring (MMM0),2034,6-12 år,822
Notodden,Ingen nettoinnvandring (MMM0),2034,13-15 år,391
Notodden,Ingen nettoinnvandring (MMM0),2034,16-19 år,585
Notodden,Ingen nettoinnvandring (MMM0),2034,20-44 år,3668
Notodden,Ingen nettoinnvandring (MMM0),2034,45-66 år,3709
Notodden,Ingen nettoinnvandring (MMM0),2034,67-79 år,2113
Notodden,Ingen nettoinnvandring (MMM0),2034,80-89 år,931
Notodden,Ingen nettoinnvandring (MMM0),2034,90 år eller eldre,192
Notodden,Ingen nettoinnvandring (MMM0),2035,0 år,107
Notodden,Ingen nettoinnvandring (MMM0),2035,1-5 år,545
Notodden,Ingen nettoinnvandring (MMM0),2035,6-12 år,816
Notodden,Ingen nettoinnvandring (MMM0),2035,13-15 år,362
Notodden,Ingen nettoinnvandring (MMM0),2035,16-19 år,584
Notodden,Ingen nettoinnvandring (MMM0),2035,20-44 år,3611
Notodden,Ingen nettoinnvandring (MMM0),2035,45-66 år,3706
Notodden,Ingen nettoinnvandring (MMM0),2035,67-79 år,2138
Notodden,Ingen nettoinnvandring (MMM0),2035,80-89 år,945
Notodden,Ingen nettoinnvandring (MMM0),2035,90 år eller eldre,209
Notodden,Ingen nettoinnvandring (MMM0),2036,0 år,107
Notodden,Ingen nettoinnvandring (MMM0),2036,1-5 år,545
Notodden,Ingen nettoinnvandring (MMM0),2036,6-12 år,812
Notodden,Ingen nettoinnvandring (MMM0),2036,13-15 år,347
Notodden,Ingen nettoinnvandring (MMM0),2036,16-19 år,567
Notodden,Ingen nettoinnvandring (MMM0),2036,20-44 år,3567
Notodden,Ingen nettoinnvandring (MMM0),2036,45-66 år,3719
Notodden,Ingen nettoinnvandring (MMM0),2036,67-79 år,2126
Notodden,Ingen nettoinnvandring (MMM0),2036,80-89 år,969
Notodden,Ingen nettoinnvandring (MMM0),2036,90 år eller eldre,223
Notodden,Ingen nettoinnvandring (MMM0),2037,0 år,107
Notodden,Ingen nettoinnvandring (MMM0),2037,1-5 år,547
Notodden,Ingen nettoinnvandring (MMM0),2037,6-12 år,803
Notodden,Ingen nettoinnvandring (MMM0),2037,13-15 år,361
Notodden,Ingen nettoinnvandring (MMM0),2037,16-19 år,518
Notodden,Ingen nettoinnvandring (MMM0),2037,20-44 år,3523
Notodden,Ingen nettoinnvandring (MMM0),2037,45-66 år,3734
Notodden,Ingen nettoinnvandring (MMM0),2037,67-79 år,2092
Notodden,Ingen nettoinnvandring (MMM0),2037,80-89 år,1021
Notodden,Ingen nettoinnvandring (MMM0),2037,90 år eller eldre,234
Notodden,Ingen nettoinnvandring (MMM0),2038,0 år,107
Notodden,Ingen nettoinnvandring (MMM0),2038,1-5 år,548
Notodden,Ingen nettoinnvandring (MMM0),2038,6-12 år,794
Notodden,Ingen nettoinnvandring (MMM0),2038,13-15 år,362
Notodden,Ingen nettoinnvandring (MMM0),2038,16-19 år,505
Notodden,Ingen nettoinnvandring (MMM0),2038,20-44 år,3480
Notodden,Ingen nettoinnvandring (MMM0),2038,45-66 år,3730
Notodden,Ingen nettoinnvandring (MMM0),2038,67-79 år,2086
Notodden,Ingen nettoinnvandring (MMM0),2038,80-89 år,1039
Notodden,Ingen nettoinnvandring (MMM0),2038,90 år eller eldre,246
Notodden,Ingen nettoinnvandring (MMM0),2039,0 år,107
Notodden,Ingen nettoinnvandring (MMM0),2039,1-5 år,550
Notodden,Ingen nettoinnvandring (MMM0),2039,6-12 år,788
Notodden,Ingen nettoinnvandring (MMM0),2039,13-15 år,362
Notodden,Ingen nettoinnvandring (MMM0),2039,16-19 år,483
Notodden,Ingen nettoinnvandring (MMM0),2039,20-44 år,3441
Notodden,Ingen nettoinnvandring (MMM0),2039,45-66 år,3712
Notodden,Ingen nettoinnvandring (MMM0),2039,67-79 år,2119
Notodden,Ingen nettoinnvandring (MMM0),2039,80-89 år,1032
Notodden,Ingen nettoinnvandring (MMM0),2039,90 år eller eldre,260
Notodden,Ingen nettoinnvandring (MMM0),2040,0 år,105
Notodden,Ingen nettoinnvandring (MMM0),2040,1-5 år,549
Notodden,Ingen nettoinnvandring (MMM0),2040,6-12 år,785
Notodden,Ingen nettoinnvandring (MMM0),2040,13-15 år,356
Notodden,Ingen nettoinnvandring (MMM0),2040,16-19 år,475
Notodden,Ingen nettoinnvandring (MMM0),2040,20-44 år,3402
Notodden,Ingen nettoinnvandring (MMM0),2040,45-66 år,3695
Notodden,Ingen nettoinnvandring (MMM0),2040,67-79 år,2117
Notodden,Ingen nettoinnvandring (MMM0),2040,80-89 år,1061
Notodden,Ingen nettoinnvandring (MMM0),2040,90 år eller eldre,266
Notodden,Ingen nettoinnvandring (MMM0),2041,0 år,105
Notodden,Ingen nettoinnvandring (MMM0),2041,1-5 år,548
Notodden,Ingen nettoinnvandring (MMM0),2041,6-12 år,783
Notodden,Ingen nettoinnvandring (MMM0),2041,13-15 år,351
Notodden,Ingen nettoinnvandring (MMM0),2041,16-19 år,481
Notodden,Ingen nettoinnvandring (MMM0),2041,20-44 år,3344
Notodden,Ingen nettoinnvandring (MMM0),2041,45-66 år,3681
Notodden,Ingen nettoinnvandring (MMM0),2041,67-79 år,2125
Notodden,Ingen nettoinnvandring (MMM0),2041,80-89 år,1075
Notodden,Ingen nettoinnvandring (MMM0),2041,90 år eller eldre,274
Notodden,Ingen nettoinnvandring (MMM0),2042,0 år,105
Notodden,Ingen nettoinnvandring (MMM0),2042,1-5 år,545
Notodden,Ingen nettoinnvandring (MMM0),2042,6-12 år,785
Notodden,Ingen nettoinnvandring (MMM0),2042,13-15 år,345
Notodden,Ingen nettoinnvandring (MMM0),2042,16-19 år,477
Notodden,Ingen nettoinnvandring (MMM0),2042,20-44 år,3307
Notodden,Ingen nettoinnvandring (MMM0),2042,45-66 år,3661
Notodden,Ingen nettoinnvandring (MMM0),2042,67-79 år,2122
Notodden,Ingen nettoinnvandring (MMM0),2042,80-89 år,1096
Notodden,Ingen nettoinnvandring (MMM0),2042,90 år eller eldre,280
Notodden,Ingen nettoinnvandring (MMM0),2043,0 år,103
Notodden,Ingen nettoinnvandring (MMM0),2043,1-5 år,541
Notodden,Ingen nettoinnvandring (MMM0),2043,6-12 år,788
Notodden,Ingen nettoinnvandring (MMM0),2043,13-15 år,344
Notodden,Ingen nettoinnvandring (MMM0),2043,16-19 år,476
Notodden,Ingen nettoinnvandring (MMM0),2043,20-44 år,3268
Notodden,Ingen nettoinnvandring (MMM0),2043,45-66 år,3626
Notodden,Ingen nettoinnvandring (MMM0),2043,67-79 år,2144
Notodden,Ingen nettoinnvandring (MMM0),2043,80-89 år,1102
Notodden,Ingen nettoinnvandring (MMM0),2043,90 år eller eldre,287
Notodden,Ingen nettoinnvandring (MMM0),2044,0 år,103
Notodden,Ingen nettoinnvandring (MMM0),2044,1-5 år,540
Notodden,Ingen nettoinnvandring (MMM0),2044,6-12 år,788
Notodden,Ingen nettoinnvandring (MMM0),2044,13-15 år,341
Notodden,Ingen nettoinnvandring (MMM0),2044,16-19 år,470
Notodden,Ingen nettoinnvandring (MMM0),2044,20-44 år,3235
Notodden,Ingen nettoinnvandring (MMM0),2044,45-66 år,3605
Notodden,Ingen nettoinnvandring (MMM0),2044,67-79 år,2135
Notodden,Ingen nettoinnvandring (MMM0),2044,80-89 år,1120
Notodden,Ingen nettoinnvandring (MMM0),2044,90 år eller eldre,296
Notodden,Ingen nettoinnvandring (MMM0),2045,0 år,101
Notodden,Ingen nettoinnvandring (MMM0),2045,1-5 år,535
Notodden,Ingen nettoinnvandring (MMM0),2045,6-12 år,787
Notodden,Ingen nettoinnvandring (MMM0),2045,13-15 år,340
Notodden,Ingen nettoinnvandring (MMM0),2045,16-19 år,465
Notodden,Ingen nettoinnvandring (MMM0),2045,20-44 år,3207
Notodden,Ingen nettoinnvandring (MMM0),2045,45-66 år,3609
Notodden,Ingen nettoinnvandring (MMM0),2045,67-79 år,2091
Notodden,Ingen nettoinnvandring (MMM0),2045,80-89 år,1146
Notodden,Ingen nettoinnvandring (MMM0),2045,90 år eller eldre,307
Notodden,Ingen nettoinnvandring (MMM0),2046,0 år,101
Notodden,Ingen nettoinnvandring (MMM0),2046,1-5 år,533
Notodden,Ingen nettoinnvandring (MMM0),2046,6-12 år,788
Notodden,Ingen nettoinnvandring (MMM0),2046,13-15 år,340
Notodden,Ingen nettoinnvandring (MMM0),2046,16-19 år,461
Notodden,Ingen nettoinnvandring (MMM0),2046,20-44 år,3178
Notodden,Ingen nettoinnvandring (MMM0),2046,45-66 år,3577
Notodden,Ingen nettoinnvandring (MMM0),2046,67-79 år,2074
Notodden,Ingen nettoinnvandring (MMM0),2046,80-89 år,1167
Notodden,Ingen nettoinnvandring (MMM0),2046,90 år eller eldre,322
Notodden,Ingen nettoinnvandring (MMM0),2047,0 år,99
Notodden,Ingen nettoinnvandring (MMM0),2047,1-5 år,525
Notodden,Ingen nettoinnvandring (MMM0),2047,6-12 år,786
Notodden,Ingen nettoinnvandring (MMM0),2047,13-15 år,340
Notodden,Ingen nettoinnvandring (MMM0),2047,16-19 år,457
Notodden,Ingen nettoinnvandring (MMM0),2047,20-44 år,3151
Notodden,Ingen nettoinnvandring (MMM0),2047,45-66 år,3560
Notodden,Ingen nettoinnvandring (MMM0),2047,67-79 år,2064
Notodden,Ingen nettoinnvandring (MMM0),2047,80-89 år,1160
Notodden,Ingen nettoinnvandring (MMM0),2047,90 år eller eldre,352
Notodden,Ingen nettoinnvandring (MMM0),2048,0 år,98
Notodden,Ingen nettoinnvandring (MMM0),2048,1-5 år,521
Notodden,Ingen nettoinnvandring (MMM0),2048,6-12 år,782
Notodden,Ingen nettoinnvandring (MMM0),2048,13-15 år,340
Notodden,Ingen nettoinnvandring (MMM0),2048,16-19 år,456
Notodden,Ingen nettoinnvandring (MMM0),2048,20-44 år,3127
Notodden,Ingen nettoinnvandring (MMM0),2048,45-66 år,3547
Notodden,Ingen nettoinnvandring (MMM0),2048,67-79 år,2034
Notodden,Ingen nettoinnvandring (MMM0),2048,80-89 år,1179
Notodden,Ingen nettoinnvandring (MMM0),2048,90 år eller eldre,361
Notodden,Ingen nettoinnvandring (MMM0),2049,0 år,97
Notodden,Ingen nettoinnvandring (MMM0),2049,1-5 år,515
Notodden,Ingen nettoinnvandring (MMM0),2049,6-12 år,779
Notodden,Ingen nettoinnvandring (MMM0),2049,13-15 år,344
Notodden,Ingen nettoinnvandring (MMM0),2049,16-19 år,455
Notodden,Ingen nettoinnvandring (MMM0),2049,20-44 år,3103
Notodden,Ingen nettoinnvandring (MMM0),2049,45-66 år,3534
Notodden,Ingen nettoinnvandring (MMM0),2049,67-79 år,2020
Notodden,Ingen nettoinnvandring (MMM0),2049,80-89 år,1192
Notodden,Ingen nettoinnvandring (MMM0),2049,90 år eller eldre,357
Notodden,Ingen nettoinnvandring (MMM0),2050,0 år,95
Notodden,Ingen nettoinnvandring (MMM0),2050,1-5 år,508
Notodden,Ingen nettoinnvandring (MMM0),2050,6-12 år,773
Notodden,Ingen nettoinnvandring (MMM0),2050,13-15 år,344
Notodden,Ingen nettoinnvandring (MMM0),2050,16-19 år,456
Notodden,Ingen nettoinnvandring (MMM0),2050,20-44 år,3080
Notodden,Ingen nettoinnvandring (MMM0),2050,45-66 år,3509
Notodden,Ingen nettoinnvandring (MMM0),2050,67-79 år,2019
Notodden,Ingen nettoinnvandring (MMM0),2050,80-89 år,1191
Notodden,Ingen nettoinnvandring (MMM0),2050,90 år eller eldre,371
Notodden,Ingen flytting (MM00),2024,0 år,113
Notodden,Ingen flytting (MM00),2024,1-5 år,584
Notodden,Ingen flytting (MM00),2024,6-12 år,1022
Notodden,Ingen flytting (MM00),2024,13-15 år,470
Notodden,Ingen flytting (MM00),2024,16-19 år,602
Notodden,Ingen flytting (MM00),2024,20-44 år,3880
Notodden,Ingen flytting (MM00),2024,45-66 år,3873
Notodden,Ingen flytting (MM00),2024,67-79 år,1935
Notodden,Ingen flytting (MM00),2024,80-89 år,636
Notodden,Ingen flytting (MM00),2024,90 år eller eldre,151
Notodden,Ingen flytting (MM00),2025,0 år,107
Notodden,Ingen flytting (MM00),2025,1-5 år,553
Notodden,Ingen flytting (MM00),2025,6-12 år,1015
Notodden,Ingen flytting (MM00),2025,13-15 år,466
Notodden,Ingen flytting (MM00),2025,16-19 år,615
Notodden,Ingen flytting (MM00),2025,20-44 år,3867
Notodden,Ingen flytting (MM00),2025,45-66 år,3839
Notodden,Ingen flytting (MM00),2025,67-79 år,1950
Notodden,Ingen flytting (MM00),2025,80-89 år,679
Notodden,Ingen flytting (MM00),2025,90 år eller eldre,144
Notodden,Ingen flytting (MM00),2026,0 år,107
Notodden,Ingen flytting (MM00),2026,1-5 år,529
Notodden,Ingen flytting (MM00),2026,6-12 år,1006
Notodden,Ingen flytting (MM00),2026,13-15 år,450
Notodden,Ingen flytting (MM00),2026,16-19 år,615
Notodden,Ingen flytting (MM00),2026,20-44 år,3881
Notodden,Ingen flytting (MM00),2026,45-66 år,3818
Notodden,Ingen flytting (MM00),2026,67-79 år,1937
Notodden,Ingen flytting (MM00),2026,80-89 år,726
Notodden,Ingen flytting (MM00),2026,90 år eller eldre,136
Notodden,Ingen flytting (MM00),2027,0 år,107
Notodden,Ingen flytting (MM00),2027,1-5 år,540
Notodden,Ingen flytting (MM00),2027,6-12 år,957
Notodden,Ingen flytting (MM00),2027,13-15 år,436
Notodden,Ingen flytting (MM00),2027,16-19 år,622
Notodden,Ingen flytting (MM00),2027,20-44 år,3894
Notodden,Ingen flytting (MM00),2027,45-66 år,3760
Notodden,Ingen flytting (MM00),2027,67-79 år,1970
Notodden,Ingen flytting (MM00),2027,80-89 år,760
Notodden,Ingen flytting (MM00),2027,90 år eller eldre,128
Notodden,Ingen flytting (MM00),2028,0 år,107
Notodden,Ingen flytting (MM00),2028,1-5 år,542
Notodden,Ingen flytting (MM00),2028,6-12 år,917
Notodden,Ingen flytting (MM00),2028,13-15 år,430
Notodden,Ingen flytting (MM00),2028,16-19 år,621
Notodden,Ingen flytting (MM00),2028,20-44 år,3886
Notodden,Ingen flytting (MM00),2028,45-66 år,3727
Notodden,Ingen flytting (MM00),2028,67-79 år,1983
Notodden,Ingen flytting (MM00),2028,80-89 år,805
Notodden,Ingen flytting (MM00),2028,90 år eller eldre,126
Notodden,Ingen flytting (MM00),2029,0 år,108
Notodden,Ingen flytting (MM00),2029,1-5 år,541
Notodden,Ingen flytting (MM00),2029,6-12 år,873
Notodden,Ingen flytting (MM00),2029,13-15 år,442
Notodden,Ingen flytting (MM00),2029,16-19 år,606
Notodden,Ingen flytting (MM00),2029,20-44 år,3872
Notodden,Ingen flytting (MM00),2029,45-66 år,3700
Notodden,Ingen flytting (MM00),2029,67-79 år,1995
Notodden,Ingen flytting (MM00),2029,80-89 år,841
Notodden,Ingen flytting (MM00),2029,90 år eller eldre,135
Notodden,Ingen flytting (MM00),2030,0 år,109
Notodden,Ingen flytting (MM00),2030,1-5 år,536
Notodden,Ingen flytting (MM00),2030,6-12 år,822
Notodden,Ingen flytting (MM00),2030,13-15 år,461
Notodden,Ingen flytting (MM00),2030,16-19 år,595
Notodden,Ingen flytting (MM00),2030,20-44 år,3882
Notodden,Ingen flytting (MM00),2030,45-66 år,3672
Notodden,Ingen flytting (MM00),2030,67-79 år,1998
Notodden,Ingen flytting (MM00),2030,80-89 år,857
Notodden,Ingen flytting (MM00),2030,90 år eller eldre,149
Notodden,Ingen flytting (MM00),2031,0 år,109
Notodden,Ingen flytting (MM00),2031,1-5 år,538
Notodden,Ingen flytting (MM00),2031,6-12 år,804
Notodden,Ingen flytting (MM00),2031,13-15 år,441
Notodden,Ingen flytting (MM00),2031,16-19 år,581
Notodden,Ingen flytting (MM00),2031,20-44 år,3863
Notodden,Ingen flytting (MM00),2031,45-66 år,3654
Notodden,Ingen flytting (MM00),2031,67-79 år,2026
Notodden,Ingen flytting (MM00),2031,80-89 år,874
Notodden,Ingen flytting (MM00),2031,90 år eller eldre,159
Notodden,Ingen flytting (MM00),2032,0 år,111
Notodden,Ingen flytting (MM00),2032,1-5 år,540
Notodden,Ingen flytting (MM00),2032,6-12 år,767
Notodden,Ingen flytting (MM00),2032,13-15 år,433
Notodden,Ingen flytting (MM00),2032,16-19 år,582
Notodden,Ingen flytting (MM00),2032,20-44 år,3856
Notodden,Ingen flytting (MM00),2032,45-66 år,3601
Notodden,Ingen flytting (MM00),2032,67-79 år,2061
Notodden,Ingen flytting (MM00),2032,80-89 år,893
Notodden,Ingen flytting (MM00),2032,90 år eller eldre,172
Notodden,Ingen flytting (MM00),2033,0 år,113
Notodden,Ingen flytting (MM00),2033,1-5 år,544
Notodden,Ingen flytting (MM00),2033,6-12 år,743
Notodden,Ingen flytting (MM00),2033,13-15 år,400
Notodden,Ingen flytting (MM00),2033,16-19 år,606
Notodden,Ingen flytting (MM00),2033,20-44 år,3821
Notodden,Ingen flytting (MM00),2033,45-66 år,3566
Notodden,Ingen flytting (MM00),2033,67-79 år,2100
Notodden,Ingen flytting (MM00),2033,80-89 år,909
Notodden,Ingen flytting (MM00),2033,90 år eller eldre,180
Notodden,Ingen flytting (MM00),2034,0 år,113
Notodden,Ingen flytting (MM00),2034,1-5 år,550
Notodden,Ingen flytting (MM00),2034,6-12 år,754
Notodden,Ingen flytting (MM00),2034,13-15 år,371
Notodden,Ingen flytting (MM00),2034,16-19 år,586
Notodden,Ingen flytting (MM00),2034,20-44 år,3793
Notodden,Ingen flytting (MM00),2034,45-66 år,3557
Notodden,Ingen flytting (MM00),2034,67-79 år,2103
Notodden,Ingen flytting (MM00),2034,80-89 år,930
Notodden,Ingen flytting (MM00),2034,90 år eller eldre,192
Notodden,Ingen flytting (MM00),2035,0 år,115
Notodden,Ingen flytting (MM00),2035,1-5 år,555
Notodden,Ingen flytting (MM00),2035,6-12 år,757
Notodden,Ingen flytting (MM00),2035,13-15 år,332
Notodden,Ingen flytting (MM00),2035,16-19 år,585
Notodden,Ingen flytting (MM00),2035,20-44 år,3750
Notodden,Ingen flytting (MM00),2035,45-66 år,3548
Notodden,Ingen flytting (MM00),2035,67-79 år,2121
Notodden,Ingen flytting (MM00),2035,80-89 år,945
Notodden,Ingen flytting (MM00),2035,90 år eller eldre,207
Notodden,Ingen flytting (MM00),2036,0 år,117
Notodden,Ingen flytting (MM00),2036,1-5 år,561
Notodden,Ingen flytting (MM00),2036,6-12 år,758
Notodden,Ingen flytting (MM00),2036,13-15 år,309
Notodden,Ingen flytting (MM00),2036,16-19 år,564
Notodden,Ingen flytting (MM00),2036,20-44 år,3725
Notodden,Ingen flytting (MM00),2036,45-66 år,3553
Notodden,Ingen flytting (MM00),2036,67-79 år,2101
Notodden,Ingen flytting (MM00),2036,80-89 år,969
Notodden,Ingen flytting (MM00),2036,90 år eller eldre,223
Notodden,Ingen flytting (MM00),2037,0 år,117
Notodden,Ingen flytting (MM00),2037,1-5 år,569
Notodden,Ingen flytting (MM00),2037,6-12 år,754
Notodden,Ingen flytting (MM00),2037,13-15 år,326
Notodden,Ingen flytting (MM00),2037,16-19 år,496
Notodden,Ingen flytting (MM00),2037,20-44 år,3704
Notodden,Ingen flytting (MM00),2037,45-66 år,3568
Notodden,Ingen flytting (MM00),2037,67-79 år,2057
Notodden,Ingen flytting (MM00),2037,80-89 år,1023
Notodden,Ingen flytting (MM00),2037,90 år eller eldre,231
Notodden,Ingen flytting (MM00),2038,0 år,117
Notodden,Ingen flytting (MM00),2038,1-5 år,575
Notodden,Ingen flytting (MM00),2038,6-12 år,758
Notodden,Ingen flytting (MM00),2038,13-15 år,328
Notodden,Ingen flytting (MM00),2038,16-19 år,476
Notodden,Ingen flytting (MM00),2038,20-44 år,3671
Notodden,Ingen flytting (MM00),2038,45-66 år,3557
Notodden,Ingen flytting (MM00),2038,67-79 år,2043
Notodden,Ingen flytting (MM00),2038,80-89 år,1038
Notodden,Ingen flytting (MM00),2038,90 år eller eldre,245
Notodden,Ingen flytting (MM00),2039,0 år,117
Notodden,Ingen flytting (MM00),2039,1-5 år,579
Notodden,Ingen flytting (MM00),2039,6-12 år,764
Notodden,Ingen flytting (MM00),2039,13-15 år,327
Notodden,Ingen flytting (MM00),2039,16-19 år,440
Notodden,Ingen flytting (MM00),2039,20-44 år,3661
Notodden,Ingen flytting (MM00),2039,45-66 år,3529
Notodden,Ingen flytting (MM00),2039,67-79 år,2062
Notodden,Ingen flytting (MM00),2039,80-89 år,1031
Notodden,Ingen flytting (MM00),2039,90 år eller eldre,259
Notodden,Ingen flytting (MM00),2040,0 år,115
Notodden,Ingen flytting (MM00),2040,1-5 år,583
Notodden,Ingen flytting (MM00),2040,6-12 år,770
Notodden,Ingen flytting (MM00),2040,13-15 år,321
Notodden,Ingen flytting (MM00),2040,16-19 år,422
Notodden,Ingen flytting (MM00),2040,20-44 år,3632
Notodden,Ingen flytting (MM00),2040,45-66 år,3508
Notodden,Ingen flytting (MM00),2040,67-79 år,2052
Notodden,Ingen flytting (MM00),2040,80-89 år,1059
Notodden,Ingen flytting (MM00),2040,90 år eller eldre,266
Notodden,Ingen flytting (MM00),2041,0 år,115
Notodden,Ingen flytting (MM00),2041,1-5 år,583
Notodden,Ingen flytting (MM00),2041,6-12 år,778
Notodden,Ingen flytting (MM00),2041,13-15 år,321
Notodden,Ingen flytting (MM00),2041,16-19 år,433
Notodden,Ingen flytting (MM00),2041,20-44 år,3570
Notodden,Ingen flytting (MM00),2041,45-66 år,3485
Notodden,Ingen flytting (MM00),2041,67-79 år,2052
Notodden,Ingen flytting (MM00),2041,80-89 år,1075
Notodden,Ingen flytting (MM00),2041,90 år eller eldre,274
Notodden,Ingen flytting (MM00),2042,0 år,115
Notodden,Ingen flytting (MM00),2042,1-5 år,581
Notodden,Ingen flytting (MM00),2042,6-12 år,787
Notodden,Ingen flytting (MM00),2042,13-15 år,322
Notodden,Ingen flytting (MM00),2042,16-19 år,435
Notodden,Ingen flytting (MM00),2042,20-44 år,3537
Notodden,Ingen flytting (MM00),2042,45-66 år,3450
Notodden,Ingen flytting (MM00),2042,67-79 år,2038
Notodden,Ingen flytting (MM00),2042,80-89 år,1098
Notodden,Ingen flytting (MM00),2042,90 år eller eldre,280
Notodden,Ingen flytting (MM00),2043,0 år,115
Notodden,Ingen flytting (MM00),2043,1-5 år,579
Notodden,Ingen flytting (MM00),2043,6-12 år,794
Notodden,Ingen flytting (MM00),2043,13-15 år,323
Notodden,Ingen flytting (MM00),2043,16-19 år,434
Notodden,Ingen flytting (MM00),2043,20-44 år,3512
Notodden,Ingen flytting (MM00),2043,45-66 år,3400
Notodden,Ingen flytting (MM00),2043,67-79 år,2056
Notodden,Ingen flytting (MM00),2043,80-89 år,1099
Notodden,Ingen flytting (MM00),2043,90 år eller eldre,286
Notodden,Ingen flytting (MM00),2044,0 år,113
Notodden,Ingen flytting (MM00),2044,1-5 år,577
Notodden,Ingen flytting (MM00),2044,6-12 år,803
Notodden,Ingen flytting (MM00),2044,13-15 år,326
Notodden,Ingen flytting (MM00),2044,16-19 år,428
Notodden,Ingen flytting (MM00),2044,20-44 år,3496
Notodden,Ingen flytting (MM00),2044,45-66 år,3360
Notodden,Ingen flytting (MM00),2044,67-79 år,2038
Notodden,Ingen flytting (MM00),2044,80-89 år,1116
Notodden,Ingen flytting (MM00),2044,90 år eller eldre,295
Notodden,Ingen flytting (MM00),2045,0 år,111
Notodden,Ingen flytting (MM00),2045,1-5 år,574
