region,alder,statistikkvariabel,år,value
Seljord,80-89 år,Personer,2018,127
Seljord,80-89 år,Personer,2019,132
Seljord,80-89 år,Personer,2020,133
Seljord,80-89 år,Personer,2021,137
Seljord,80-89 år,Personer,2022,126
Seljord,80-89 år,Personer,2023,137
Seljord,80-89 år,Personer,2024,145
Seljord,80-89 år,Personer,2025,162
Seljord,80-89 år,Personer,2026,174
Seljord,90 år eller eldre,Personer,2000,25
Seljord,90 år eller eldre,Personer,2001,21
Seljord,90 år eller eldre,Personer,2002,23
Seljord,90 år eller eldre,Personer,2003,27
Seljord,90 år eller eldre,Personer,2004,20
Seljord,90 år eller eldre,Personer,2005,20
Seljord,90 år eller eldre,Personer,2006,25
Seljord,90 år eller eldre,Personer,2007,29
Seljord,90 år eller eldre,Personer,2008,28
Seljord,90 år eller eldre,Personer,2009,24
Seljord,90 år eller eldre,Personer,2010,26
Seljord,90 år eller eldre,Personer,2011,30
Seljord,90 år eller eldre,Personer,2012,32
Seljord,90 år eller eldre,Personer,2013,38
Seljord,90 år eller eldre,Personer,2014,44
Seljord,90 år eller eldre,Personer,2015,43
Seljord,90 år eller eldre,Personer,2016,46
Seljord,90 år eller eldre,Personer,2017,39
Seljord,90 år eller eldre,Personer,2018,36
Seljord,90 år eller eldre,Personer,2019,33
Seljord,90 år eller eldre,Personer,2020,29
Seljord,90 år eller eldre,Personer,2021,30
Seljord,90 år eller eldre,Personer,2022,30
Seljord,90 år eller eldre,Personer,2023,31
Seljord,90 år eller eldre,Personer,2024,30
Seljord,90 år eller eldre,Personer,2025,28
Seljord,90 år eller eldre,Personer,2026,35
Hjartdal,0 år,Personer,2000,18
Hjartdal,0 år,Personer,2001,21
Hjartdal,0 år,Personer,2002,15
Hjartdal,0 år,Personer,2003,18
Hjartdal,0 år,Personer,2004,22
Hjartdal,0 år,Personer,2005,18
Hjartdal,0 år,Personer,2006,12
Hjartdal,0 år,Personer,2007,19
Hjartdal,0 år,Personer,2008,14
Hjartdal,0 år,Personer,2009,14
Hjartdal,0 år,Personer,2010,10
Hjartdal,0 år,Personer,2011,17
Hjartdal,0 år,Personer,2012,17
Hjartdal,0 år,Personer,2013,11
Hjartdal,0 år,Personer,2014,18
Hjartdal,0 år,Personer,2015,19
Hjartdal,0 år,Personer,2016,11
Hjartdal,0 år,Personer,2017,15
Hjartdal,0 år,Personer,2018,16
Hjartdal,0 år,Personer,2019,10
Hjartdal,0 år,Personer,2020,15
Hjartdal,0 år,Personer,2021,11
Hjartdal,0 år,Personer,2022,12
Hjartdal,0 år,Personer,2023,22
Hjartdal,0 år,Personer,2024,11
Hjartdal,0 år,Personer,2025,16
Hjartdal,0 år,Personer,2026,17
Hjartdal,1-5 år,Personer,2000,109
Hjartdal,1-5 år,Personer,2001,108
Hjartdal,1-5 år,Personer,2002,100
Hjartdal,1-5 år,Personer,2003,89
Hjartdal,1-5 år,Personer,2004,85
Hjartdal,1-5 år,Personer,2005,91
Hjartdal,1-5 år,Personer,2006,89
Hjartdal,1-5 år,Personer,2007,82
Hjartdal,1-5 år,Personer,2008,90
Hjartdal,1-5 år,Personer,2009,82
Hjartdal,1-5 år,Personer,2010,76
Hjartdal,1-5 år,Personer,2011,64
Hjartdal,1-5 år,Personer,2012,72
Hjartdal,1-5 år,Personer,2013,76
Hjartdal,1-5 år,Personer,2014,72
Hjartdal,1-5 år,Personer,2015,77
Hjartdal,1-5 år,Personer,2016,83
Hjartdal,1-5 år,Personer,2017,77
Hjartdal,1-5 år,Personer,2018,72
Hjartdal,1-5 år,Personer,2019,82
Hjartdal,1-5 år,Personer,2020,81
Hjartdal,1-5 år,Personer,2021,74
Hjartdal,1-5 år,Personer,2022,70
Hjartdal,1-5 år,Personer,2023,70
Hjartdal,1-5 år,Personer,2024,79
Hjartdal,1-5 år,Personer,2025,82
Hjartdal,1-5 år,Personer,2026,81
Hjartdal,6-12 år,Personer,2000,149
Hjartdal,6-12 år,Personer,2001,143
Hjartdal,6-12 år,Personer,2002,137
Hjartdal,6-12 år,Personer,2003,132
Hjartdal,6-12 år,Personer,2004,133
Hjartdal,6-12 år,Personer,2005,145
Hjartdal,6-12 år,Personer,2006,146
Hjartdal,6-12 år,Personer,2007,141
Hjartdal,6-12 år,Personer,2008,131
Hjartdal,6-12 år,Personer,2009,133
Hjartdal,6-12 år,Personer,2010,125
Hjartdal,6-12 år,Personer,2011,133
Hjartdal,6-12 år,Personer,2012,125
Hjartdal,6-12 år,Personer,2013,127
Hjartdal,6-12 år,Personer,2014,127
Hjartdal,6-12 år,Personer,2015,128
Hjartdal,6-12 år,Personer,2016,128
Hjartdal,6-12 år,Personer,2017,126
Hjartdal,6-12 år,Personer,2018,122
Hjartdal,6-12 år,Personer,2019,122
Hjartdal,6-12 år,Personer,2020,118
Hjartdal,6-12 år,Personer,2021,116
Hjartdal,6-12 år,Personer,2022,120
Hjartdal,6-12 år,Personer,2023,120
Hjartdal,6-12 år,Personer,2024,129
Hjartdal,6-12 år,Personer,2025,125
Hjartdal,6-12 år,Personer,2026,122
Hjartdal,13-15 år,Personer,2000,57
Hjartdal,13-15 år,Personer,2001,64
Hjartdal,13-15 år,Personer,2002,79
Hjartdal,13-15 år,Personer,2003,87
Hjartdal,13-15 år,Personer,2004,79
Hjartdal,13-15 år,Personer,2005,61
Hjartdal,13-15 år,Personer,2006,47
Hjartdal,13-15 år,Personer,2007,51
Hjartdal,13-15 år,Personer,2008,55
Hjartdal,13-15 år,Personer,2009,60
Hjartdal,13-15 år,Personer,2010,68
Hjartdal,13-15 år,Personer,2011,68
Hjartdal,13-15 år,Personer,2012,65
Hjartdal,13-15 år,Personer,2013,59
Hjartdal,13-15 år,Personer,2014,55
Hjartdal,13-15 år,Personer,2015,58
Hjartdal,13-15 år,Personer,2016,61
Hjartdal,13-15 år,Personer,2017,67
Hjartdal,13-15 år,Personer,2018,74
Hjartdal,13-15 år,Personer,2019,64
Hjartdal,13-15 år,Personer,2020,60
Hjartdal,13-15 år,Personer,2021,51
Hjartdal,13-15 år,Personer,2022,50
Hjartdal,13-15 år,Personer,2023,48
Hjartdal,13-15 år,Personer,2024,62
Hjartdal,13-15 år,Personer,2025,70
Hjartdal,13-15 år,Personer,2026,61
Hjartdal,16-19 år,Personer,2000,73
Hjartdal,16-19 år,Personer,2001,76
Hjartdal,16-19 år,Personer,2002,73
Hjartdal,16-19 år,Personer,2003,76
Hjartdal,16-19 år,Personer,2004,84
Hjartdal,16-19 år,Personer,2005,91
Hjartdal,16-19 år,Personer,2006,107
Hjartdal,16-19 år,Personer,2007,108
Hjartdal,16-19 år,Personer,2008,87
Hjartdal,16-19 år,Personer,2009,78
Hjartdal,16-19 år,Personer,2010,71
Hjartdal,16-19 år,Personer,2011,72
Hjartdal,16-19 år,Personer,2012,77
Hjartdal,16-19 år,Personer,2013,91
Hjartdal,16-19 år,Personer,2014,95
Hjartdal,16-19 år,Personer,2015,85
Hjartdal,16-19 år,Personer,2016,92
Hjartdal,16-19 år,Personer,2017,82
Hjartdal,16-19 år,Personer,2018,75
Hjartdal,16-19 år,Personer,2019,81
Hjartdal,16-19 år,Personer,2020,79
Hjartdal,16-19 år,Personer,2021,89
Hjartdal,16-19 år,Personer,2022,83
Hjartdal,16-19 år,Personer,2023,82
Hjartdal,16-19 år,Personer,2024,73
Hjartdal,16-19 år,Personer,2025,63
Hjartdal,16-19 år,Personer,2026,72
Hjartdal,20-44 år,Personer,2000,538
Hjartdal,20-44 år,Personer,2001,528
Hjartdal,20-44 år,Personer,2002,493
Hjartdal,20-44 år,Personer,2003,474
Hjartdal,20-44 år,Personer,2004,465
Hjartdal,20-44 år,Personer,2005,449
Hjartdal,20-44 år,Personer,2006,441
Hjartdal,20-44 år,Personer,2007,437
Hjartdal,20-44 år,Personer,2008,447
Hjartdal,20-44 år,Personer,2009,444
Hjartdal,20-44 år,Personer,2010,433
Hjartdal,20-44 år,Personer,2011,442
Hjartdal,20-44 år,Personer,2012,446
Hjartdal,20-44 år,Personer,2013,445
Hjartdal,20-44 år,Personer,2014,431
Hjartdal,20-44 år,Personer,2015,425
Hjartdal,20-44 år,Personer,2016,414
Hjartdal,20-44 år,Personer,2017,410
Hjartdal,20-44 år,Personer,2018,405
Hjartdal,20-44 år,Personer,2019,381
Hjartdal,20-44 år,Personer,2020,388
Hjartdal,20-44 år,Personer,2021,379
Hjartdal,20-44 år,Personer,2022,382
Hjartdal,20-44 år,Personer,2023,392
Hjartdal,20-44 år,Personer,2024,424
Hjartdal,20-44 år,Personer,2025,434
Hjartdal,20-44 år,Personer,2026,441
Hjartdal,45-66 år,Personer,2000,417
Hjartdal,45-66 år,Personer,2001,417
Hjartdal,45-66 år,Personer,2002,422
Hjartdal,45-66 år,Personer,2003,433
Hjartdal,45-66 år,Personer,2004,447
Hjartdal,45-66 år,Personer,2005,459
Hjartdal,45-66 år,Personer,2006,468
Hjartdal,45-66 år,Personer,2007,477
Hjartdal,45-66 år,Personer,2008,488
Hjartdal,45-66 år,Personer,2009,498
Hjartdal,45-66 år,Personer,2010,501
Hjartdal,45-66 år,Personer,2011,493
Hjartdal,45-66 år,Personer,2012,482
Hjartdal,45-66 år,Personer,2013,488
Hjartdal,45-66 år,Personer,2014,488
Hjartdal,45-66 år,Personer,2015,471
Hjartdal,45-66 år,Personer,2016,482
Hjartdal,45-66 år,Personer,2017,483
Hjartdal,45-66 år,Personer,2018,475
Hjartdal,45-66 år,Personer,2019,487
Hjartdal,45-66 år,Personer,2020,480
Hjartdal,45-66 år,Personer,2021,486
Hjartdal,45-66 år,Personer,2022,486
Hjartdal,45-66 år,Personer,2023,488
Hjartdal,45-66 år,Personer,2024,477
Hjartdal,45-66 år,Personer,2025,476
Hjartdal,45-66 år,Personer,2026,458
Hjartdal,67-79 år,Personer,2000,207
Hjartdal,67-79 år,Personer,2001,200
Hjartdal,67-79 år,Personer,2002,198
Hjartdal,67-79 år,Personer,2003,195
Hjartdal,67-79 år,Personer,2004,203
Hjartdal,67-79 år,Personer,2005,198
Hjartdal,67-79 år,Personer,2006,191
Hjartdal,67-79 år,Personer,2007,189
Hjartdal,67-79 år,Personer,2008,182
Hjartdal,67-79 år,Personer,2009,174
Hjartdal,67-79 år,Personer,2010,177
Hjartdal,67-79 år,Personer,2011,176
Hjartdal,67-79 år,Personer,2012,188
Hjartdal,67-79 år,Personer,2013,189
Hjartdal,67-79 år,Personer,2014,200
Hjartdal,67-79 år,Personer,2015,218
Hjartdal,67-79 år,Personer,2016,229
Hjartdal,67-79 år,Personer,2017,224
Hjartdal,67-79 år,Personer,2018,242
Hjartdal,67-79 år,Personer,2019,236
Hjartdal,67-79 år,Personer,2020,243
Hjartdal,67-79 år,Personer,2021,244
Hjartdal,67-79 år,Personer,2022,243
Hjartdal,67-79 år,Personer,2023,253
Hjartdal,67-79 år,Personer,2024,260
Hjartdal,67-79 år,Personer,2025,263
Hjartdal,67-79 år,Personer,2026,272
Hjartdal,80-89 år,Personer,2000,95
Hjartdal,80-89 år,Personer,2001,93
Hjartdal,80-89 år,Personer,2002,93
Hjartdal,80-89 år,Personer,2003,92
Hjartdal,80-89 år,Personer,2004,94
Hjartdal,80-89 år,Personer,2005,96
Hjartdal,80-89 år,Personer,2006,93
Hjartdal,80-89 år,Personer,2007,95
Hjartdal,80-89 år,Personer,2008,103
Hjartdal,80-89 år,Personer,2009,108
Hjartdal,80-89 år,Personer,2010,106
Hjartdal,80-89 år,Personer,2011,107
Hjartdal,80-89 år,Personer,2012,104
Hjartdal,80-89 år,Personer,2013,96
Hjartdal,80-89 år,Personer,2014,87
Hjartdal,80-89 år,Personer,2015,87
Hjartdal,80-89 år,Personer,2016,86
Hjartdal,80-89 år,Personer,2017,85
Hjartdal,80-89 år,Personer,2018,80
Hjartdal,80-89 år,Personer,2019,85
Hjartdal,80-89 år,Personer,2020,85
Hjartdal,80-89 år,Personer,2021,85
Hjartdal,80-89 år,Personer,2022,92
Hjartdal,80-89 år,Personer,2023,96
Hjartdal,80-89 år,Personer,2024,96
Hjartdal,80-89 år,Personer,2025,95
Hjartdal,80-89 år,Personer,2026,94
Hjartdal,90 år eller eldre,Personer,2000,24
Hjartdal,90 år eller eldre,Personer,2001,27
Hjartdal,90 år eller eldre,Personer,2002,26
Hjartdal,90 år eller eldre,Personer,2003,20
Hjartdal,90 år eller eldre,Personer,2004,21
Hjartdal,90 år eller eldre,Personer,2005,25
Hjartdal,90 år eller eldre,Personer,2006,25
Hjartdal,90 år eller eldre,Personer,2007,20
Hjartdal,90 år eller eldre,Personer,2008,22
Hjartdal,90 år eller eldre,Personer,2009,22
Hjartdal,90 år eller eldre,Personer,2010,20
Hjartdal,90 år eller eldre,Personer,2011,25
Hjartdal,90 år eller eldre,Personer,2012,26
Hjartdal,90 år eller eldre,Personer,2013,27
Hjartdal,90 år eller eldre,Personer,2014,29
Hjartdal,90 år eller eldre,Personer,2015,26
Hjartdal,90 år eller eldre,Personer,2016,27
Hjartdal,90 år eller eldre,Personer,2017,24
Hjartdal,90 år eller eldre,Personer,2018,26
Hjartdal,90 år eller eldre,Personer,2019,24
Hjartdal,90 år eller eldre,Personer,2020,24
Hjartdal,90 år eller eldre,Personer,2021,26
Hjartdal,90 år eller eldre,Personer,2022,24
Hjartdal,90 år eller eldre,Personer,2023,17
Hjartdal,90 år eller eldre,Personer,2024,19
Hjartdal,90 år eller eldre,Personer,2025,22
Hjartdal,90 år eller eldre,Personer,2026,20
Tinn,0 år,Personer,2000,76
Tinn,0 år,Personer,2001,90
Tinn,0 år,Personer,2002,95
Tinn,0 år,Personer,2003,74
Tinn,0 år,Personer,2004,76
Tinn,0 år,Personer,2005,71
Tinn,0 år,Personer,2006,49
Tinn,0 år,Personer,2007,51
Tinn,0 år,Personer,2008,54
Tinn,0 år,Personer,2009,64
Tinn,0 år,Personer,2010,63
Tinn,0 år,Personer,2011,52
Tinn,0 år,Personer,2012,52
Tinn,0 år,Personer,2013,61
Tinn,0 år,Personer,2014,47
Tinn,0 år,Personer,2015,41
Tinn,0 år,Personer,2016,43
Tinn,0 år,Personer,2017,45
Tinn,0 år,Personer,2018,32
Tinn,0 år,Personer,2019,30
Tinn,0 år,Personer,2020,42
Tinn,0 år,Personer,2021,28
Tinn,0 år,Personer,2022,31
Tinn,0 år,Personer,2023,32
Tinn,0 år,Personer,2024,32
Tinn,0 år,Personer,2025,22
Tinn,0 år,Personer,2026,42
Tinn,1-5 år,Personer,2000,384
Tinn,1-5 år,Personer,2001,394
Tinn,1-5 år,Personer,2002,385
Tinn,1-5 år,Personer,2003,395
Tinn,1-5 år,Personer,2004,400
Tinn,1-5 år,Personer,2005,399
Tinn,1-5 år,Personer,2006,383
Tinn,1-5 år,Personer,2007,336
Tinn,1-5 år,Personer,2008,302
Tinn,1-5 år,Personer,2009,282
Tinn,1-5 år,Personer,2010,276
Tinn,1-5 år,Personer,2011,285
Tinn,1-5 år,Personer,2012,292
Tinn,1-5 år,Personer,2013,300
Tinn,1-5 år,Personer,2014,312
Tinn,1-5 år,Personer,2015,289
Tinn,1-5 år,Personer,2016,268
Tinn,1-5 år,Personer,2017,258
Tinn,1-5 år,Personer,2018,250
Tinn,1-5 år,Personer,2019,211
Tinn,1-5 år,Personer,2020,187
Tinn,1-5 år,Personer,2021,179
Tinn,1-5 år,Personer,2022,169
Tinn,1-5 år,Personer,2023,164
Tinn,1-5 år,Personer,2024,169
Tinn,1-5 år,Personer,2025,183
Tinn,1-5 år,Personer,2026,164
Tinn,6-12 år,Personer,2000,542
Tinn,6-12 år,Personer,2001,531
Tinn,6-12 år,Personer,2002,526
Tinn,6-12 år,Personer,2003,512
Tinn,6-12 år,Personer,2004,530
Tinn,6-12 år,Personer,2005,518
Tinn,6-12 år,Personer,2006,504
Tinn,6-12 år,Personer,2007,522
Tinn,6-12 år,Personer,2008,534
Tinn,6-12 år,Personer,2009,525
Tinn,6-12 år,Personer,2010,531
Tinn,6-12 år,Personer,2011,513
Tinn,6-12 år,Personer,2012,484
Tinn,6-12 år,Personer,2013,469
Tinn,6-12 år,Personer,2014,452
Tinn,6-12 år,Personer,2015,454
Tinn,6-12 år,Personer,2016,451
Tinn,6-12 år,Personer,2017,419
Tinn,6-12 år,Personer,2018,432
Tinn,6-12 år,Personer,2019,436
Tinn,6-12 år,Personer,2020,434
Tinn,6-12 år,Personer,2021,412
Tinn,6-12 år,Personer,2022,379
Tinn,6-12 år,Personer,2023,362
Tinn,6-12 år,Personer,2024,347
Tinn,6-12 år,Personer,2025,336
Tinn,6-12 år,Personer,2026,312
Tinn,13-15 år,Personer,2000,222
Tinn,13-15 år,Personer,2001,224
Tinn,13-15 år,Personer,2002,228
Tinn,13-15 år,Personer,2003,230
Tinn,13-15 år,Personer,2004,230
Tinn,13-15 år,Personer,2005,229
Tinn,13-15 år,Personer,2006,223
Tinn,13-15 år,Personer,2007,219
Tinn,13-15 år,Personer,2008,205
Tinn,13-15 år,Personer,2009,212
Tinn,13-15 år,Personer,2010,217
Tinn,13-15 år,Personer,2011,232
Tinn,13-15 år,Personer,2012,224
Tinn,13-15 år,Personer,2013,222
Tinn,13-15 år,Personer,2014,229
Tinn,13-15 år,Personer,2015,240
Tinn,13-15 år,Personer,2016,238
Tinn,13-15 år,Personer,2017,249
Tinn,13-15 år,Personer,2018,219
Tinn,13-15 år,Personer,2019,210
Tinn,13-15 år,Personer,2020,177
Tinn,13-15 år,Personer,2021,180
Tinn,13-15 år,Personer,2022,192
Tinn,13-15 år,Personer,2023,205
Tinn,13-15 år,Personer,2024,203
Tinn,13-15 år,Personer,2025,190
Tinn,13-15 år,Personer,2026,187
Tinn,16-19 år,Personer,2000,288
Tinn,16-19 år,Personer,2001,291
Tinn,16-19 år,Personer,2002,306
Tinn,16-19 år,Personer,2003,296
Tinn,16-19 år,Personer,2004,289
Tinn,16-19 år,Personer,2005,300
Tinn,16-19 år,Personer,2006,303
Tinn,16-19 år,Personer,2007,289
Tinn,16-19 år,Personer,2008,308
Tinn,16-19 år,Personer,2009,294
Tinn,16-19 år,Personer,2010,279
Tinn,16-19 år,Personer,2011,280
Tinn,16-19 år,Personer,2012,274
Tinn,16-19 år,Personer,2013,275
Tinn,16-19 år,Personer,2014,306
Tinn,16-19 år,Personer,2015,306
Tinn,16-19 år,Personer,2016,300
Tinn,16-19 år,Personer,2017,317
Tinn,16-19 år,Personer,2018,325
Tinn,16-19 år,Personer,2019,311
Tinn,16-19 år,Personer,2020,318
Tinn,16-19 år,Personer,2021,283
Tinn,16-19 år,Personer,2022,255
Tinn,16-19 år,Personer,2023,255
Tinn,16-19 år,Personer,2024,243
Tinn,16-19 år,Personer,2025,277
Tinn,16-19 år,Personer,2026,287
Tinn,20-44 år,Personer,2000,2233
Tinn,20-44 år,Personer,2001,2191
Tinn,20-44 år,Personer,2002,2105
Tinn,20-44 år,Personer,2003,2019
Tinn,20-44 år,Personer,2004,2033
Tinn,20-44 år,Personer,2005,2009
Tinn,20-44 år,Personer,2006,1927
Tinn,20-44 år,Personer,2007,1831
Tinn,20-44 år,Personer,2008,1812
Tinn,20-44 år,Personer,2009,1754
Tinn,20-44 år,Personer,2010,1745
Tinn,20-44 år,Personer,2011,1749
Tinn,20-44 år,Personer,2012,1713
Tinn,20-44 år,Personer,2013,1689
Tinn,20-44 år,Personer,2014,1647
Tinn,20-44 år,Personer,2015,1582
Tinn,20-44 år,Personer,2016,1596
Tinn,20-44 år,Personer,2017,1549
Tinn,20-44 år,Personer,2018,1530
Tinn,20-44 år,Personer,2019,1492
Tinn,20-44 år,Personer,2020,1438
Tinn,20-44 år,Personer,2021,1418
Tinn,20-44 år,Personer,2022,1375
Tinn,20-44 år,Personer,2023,1393
Tinn,20-44 år,Personer,2024,1407
Tinn,20-44 år,Personer,2025,1405
Tinn,20-44 år,Personer,2026,1386
Tinn,45-66 år,Personer,2000,1568
Tinn,45-66 år,Personer,2001,1633
Tinn,45-66 år,Personer,2002,1679
Tinn,45-66 år,Personer,2003,1697
Tinn,45-66 år,Personer,2004,1738
Tinn,45-66 år,Personer,2005,1763
Tinn,45-66 år,Personer,2006,1784
Tinn,45-66 år,Personer,2007,1808
Tinn,45-66 år,Personer,2008,1800
Tinn,45-66 år,Personer,2009,1838
Tinn,45-66 år,Personer,2010,1859
Tinn,45-66 år,Personer,2011,1857
Tinn,45-66 år,Personer,2012,1872
Tinn,45-66 år,Personer,2013,1887
Tinn,45-66 år,Personer,2014,1886
Tinn,45-66 år,Personer,2015,1909
Tinn,45-66 år,Personer,2016,1917
Tinn,45-66 år,Personer,2017,1904
Tinn,45-66 år,Personer,2018,1886
Tinn,45-66 år,Personer,2019,1879
Tinn,45-66 år,Personer,2020,1859
Tinn,45-66 år,Personer,2021,1846
Tinn,45-66 år,Personer,2022,1834
Tinn,45-66 år,Personer,2023,1837
Tinn,45-66 år,Personer,2024,1806
Tinn,45-66 år,Personer,2025,1791
Tinn,45-66 år,Personer,2026,1791
Tinn,67-79 år,Personer,2000,818
Tinn,67-79 år,Personer,2001,771
Tinn,67-79 år,Personer,2002,720
Tinn,67-79 år,Personer,2003,677
Tinn,67-79 år,Personer,2004,668
Tinn,67-79 år,Personer,2005,615
Tinn,67-79 år,Personer,2006,591
Tinn,67-79 år,Personer,2007,578
Tinn,67-79 år,Personer,2008,590
Tinn,67-79 år,Personer,2009,583
Tinn,67-79 år,Personer,2010,578
Tinn,67-79 år,Personer,2011,586
Tinn,67-79 år,Personer,2012,605
Tinn,67-79 år,Personer,2013,638
Tinn,67-79 år,Personer,2014,660
Tinn,67-79 år,Personer,2015,699
Tinn,67-79 år,Personer,2016,744
Tinn,67-79 år,Personer,2017,796
Tinn,67-79 år,Personer,2018,845
Tinn,67-79 år,Personer,2019,873
Tinn,67-79 år,Personer,2020,901
Tinn,67-79 år,Personer,2021,928
Tinn,67-79 år,Personer,2022,947
Tinn,67-79 år,Personer,2023,966
Tinn,67-79 år,Personer,2024,978
Tinn,67-79 år,Personer,2025,964
Tinn,67-79 år,Personer,2026,964
Tinn,80-89 år,Personer,2000,387
Tinn,80-89 år,Personer,2001,395
Tinn,80-89 år,Personer,2002,402
Tinn,80-89 år,Personer,2003,399
Tinn,80-89 år,Personer,2004,396
Tinn,80-89 år,Personer,2005,414
Tinn,80-89 år,Personer,2006,416
Tinn,80-89 år,Personer,2007,410
Tinn,80-89 år,Personer,2008,391
Tinn,80-89 år,Personer,2009,385
Tinn,80-89 år,Personer,2010,384
Tinn,80-89 år,Personer,2011,383
Tinn,80-89 år,Personer,2012,359
Tinn,80-89 år,Personer,2013,325
Tinn,80-89 år,Personer,2014,311
Tinn,80-89 år,Personer,2015,286
Tinn,80-89 år,Personer,2016,283
Tinn,80-89 år,Personer,2017,268
Tinn,80-89 år,Personer,2018,261
Tinn,80-89 år,Personer,2019,261
Tinn,80-89 år,Personer,2020,249
Tinn,80-89 år,Personer,2021,238
Tinn,80-89 år,Personer,2022,232
Tinn,80-89 år,Personer,2023,249
Tinn,80-89 år,Personer,2024,274
Tinn,80-89 år,Personer,2025,298
Tinn,80-89 år,Personer,2026,321
Tinn,90 år eller eldre,Personer,2000,42
Tinn,90 år eller eldre,Personer,2001,40
Tinn,90 år eller eldre,Personer,2002,44
Tinn,90 år eller eldre,Personer,2003,55
Tinn,90 år eller eldre,Personer,2004,60
Tinn,90 år eller eldre,Personer,2005,62
Tinn,90 år eller eldre,Personer,2006,67
Tinn,90 år eller eldre,Personer,2007,76
Tinn,90 år eller eldre,Personer,2008,70
Tinn,90 år eller eldre,Personer,2009,73
Tinn,90 år eller eldre,Personer,2010,90
Tinn,90 år eller eldre,Personer,2011,100
Tinn,90 år eller eldre,Personer,2012,107
Tinn,90 år eller eldre,Personer,2013,107
Tinn,90 år eller eldre,Personer,2014,107
Tinn,90 år eller eldre,Personer,2015,107
Tinn,90 år eller eldre,Personer,2016,100
Tinn,90 år eller eldre,Personer,2017,89
Tinn,90 år eller eldre,Personer,2018,76
Tinn,90 år eller eldre,Personer,2019,77
Tinn,90 år eller eldre,Personer,2020,86
Tinn,90 år eller eldre,Personer,2021,92
Tinn,90 år eller eldre,Personer,2022,98
Tinn,90 år eller eldre,Personer,2023,83
Tinn,90 år eller eldre,Personer,2024,74
Tinn,90 år eller eldre,Personer,2025,63
Tinn,90 år eller eldre,Personer,2026,61
Kviteseid,0 år,Personer,2000,25
Kviteseid,0 år,Personer,2001,26
Kviteseid,0 år,Personer,2002,21
Kviteseid,0 år,Personer,2003,32
Kviteseid,0 år,Personer,2004,17
Kviteseid,0 år,Personer,2005,26
Kviteseid,0 år,Personer,2006,17
Kviteseid,0 år,Personer,2007,22
Kviteseid,0 år,Personer,2008,19
Kviteseid,0 år,Personer,2009,21
Kviteseid,0 år,Personer,2010,18
Kviteseid,0 år,Personer,2011,25
Kviteseid,0 år,Personer,2012,24
Kviteseid,0 år,Personer,2013,19
Kviteseid,0 år,Personer,2014,21
Kviteseid,0 år,Personer,2015,18
Kviteseid,0 år,Personer,2016,14
Kviteseid,0 år,Personer,2017,22
Kviteseid,0 år,Personer,2018,16
Kviteseid,0 år,Personer,2019,24
Kviteseid,0 år,Personer,2020,10
Kviteseid,0 år,Personer,2021,20
Kviteseid,0 år,Personer,2022,18
Kviteseid,0 år,Personer,2023,17
Kviteseid,0 år,Personer,2024,29
Kviteseid,0 år,Personer,2025,23
Kviteseid,0 år,Personer,2026,20
Kviteseid,1-5 år,Personer,2000,140
Kviteseid,1-5 år,Personer,2001,140
Kviteseid,1-5 år,Personer,2002,148
Kviteseid,1-5 år,Personer,2003,143
Kviteseid,1-5 år,Personer,2004,140
Kviteseid,1-5 år,Personer,2005,132
Kviteseid,1-5 år,Personer,2006,133
Kviteseid,1-5 år,Personer,2007,124
Kviteseid,1-5 år,Personer,2008,127
Kviteseid,1-5 år,Personer,2009,115
Kviteseid,1-5 år,Personer,2010,109
Kviteseid,1-5 år,Personer,2011,97
Kviteseid,1-5 år,Personer,2012,108
Kviteseid,1-5 år,Personer,2013,109
Kviteseid,1-5 år,Personer,2014,103
Kviteseid,1-5 år,Personer,2015,105
Kviteseid,1-5 år,Personer,2016,107
Kviteseid,1-5 år,Personer,2017,104
Kviteseid,1-5 år,Personer,2018,103
Kviteseid,1-5 år,Personer,2019,101
Kviteseid,1-5 år,Personer,2020,103
Kviteseid,1-5 år,Personer,2021,92
Kviteseid,1-5 år,Personer,2022,104
Kviteseid,1-5 år,Personer,2023,97
Kviteseid,1-5 år,Personer,2024,97
Kviteseid,1-5 år,Personer,2025,98
Kviteseid,1-5 år,Personer,2026,111
Kviteseid,6-12 år,Personer,2000,243
Kviteseid,6-12 år,Personer,2001,245
Kviteseid,6-12 år,Personer,2002,238
Kviteseid,6-12 år,Personer,2003,222
Kviteseid,6-12 år,Personer,2004,234
Kviteseid,6-12 år,Personer,2005,216
Kviteseid,6-12 år,Personer,2006,207
Kviteseid,6-12 år,Personer,2007,204
Kviteseid,6-12 år,Personer,2008,210
Kviteseid,6-12 år,Personer,2009,218
Kviteseid,6-12 år,Personer,2010,212
Kviteseid,6-12 år,Personer,2011,207
Kviteseid,6-12 år,Personer,2012,199
Kviteseid,6-12 år,Personer,2013,192
Kviteseid,6-12 år,Personer,2014,178
Kviteseid,6-12 år,Personer,2015,168
Kviteseid,6-12 år,Personer,2016,152
Kviteseid,6-12 år,Personer,2017,148
Kviteseid,6-12 år,Personer,2018,148
Kviteseid,6-12 år,Personer,2019,148
Kviteseid,6-12 år,Personer,2020,159
Kviteseid,6-12 år,Personer,2021,160
Kviteseid,6-12 år,Personer,2022,155
Kviteseid,6-12 år,Personer,2023,171
Kviteseid,6-12 år,Personer,2024,170
Kviteseid,6-12 år,Personer,2025,172
Kviteseid,6-12 år,Personer,2026,145
