region,alder,statistikkvariabel,år,value
Kviteseid,13-15 år,Personer,2000,95
Kviteseid,13-15 år,Personer,2001,97
Kviteseid,13-15 år,Personer,2002,109
Kviteseid,13-15 år,Personer,2003,114
Kviteseid,13-15 år,Personer,2004,117
Kviteseid,13-15 år,Personer,2005,113
Kviteseid,13-15 år,Personer,2006,107
Kviteseid,13-15 år,Personer,2007,109
Kviteseid,13-15 år,Personer,2008,95
Kviteseid,13-15 år,Personer,2009,88
Kviteseid,13-15 år,Personer,2010,84
Kviteseid,13-15 år,Personer,2011,92
Kviteseid,13-15 år,Personer,2012,93
Kviteseid,13-15 år,Personer,2013,94
Kviteseid,13-15 år,Personer,2014,93
Kviteseid,13-15 år,Personer,2015,95
Kviteseid,13-15 år,Personer,2016,94
Kviteseid,13-15 år,Personer,2017,89
Kviteseid,13-15 år,Personer,2018,82
Kviteseid,13-15 år,Personer,2019,72
Kviteseid,13-15 år,Personer,2020,68
Kviteseid,13-15 år,Personer,2021,59
Kviteseid,13-15 år,Personer,2022,64
Kviteseid,13-15 år,Personer,2023,67
Kviteseid,13-15 år,Personer,2024,72
Kviteseid,13-15 år,Personer,2025,76
Kviteseid,13-15 år,Personer,2026,87
Kviteseid,16-19 år,Personer,2000,139
Kviteseid,16-19 år,Personer,2001,138
Kviteseid,16-19 år,Personer,2002,137
Kviteseid,16-19 år,Personer,2003,130
Kviteseid,16-19 år,Personer,2004,125
Kviteseid,16-19 år,Personer,2005,143
Kviteseid,16-19 år,Personer,2006,145
Kviteseid,16-19 år,Personer,2007,142
Kviteseid,16-19 år,Personer,2008,149
Kviteseid,16-19 år,Personer,2009,140
Kviteseid,16-19 år,Personer,2010,141
Kviteseid,16-19 år,Personer,2011,128
Kviteseid,16-19 år,Personer,2012,122
Kviteseid,16-19 år,Personer,2013,111
Kviteseid,16-19 år,Personer,2014,111
Kviteseid,16-19 år,Personer,2015,116
Kviteseid,16-19 år,Personer,2016,118
Kviteseid,16-19 år,Personer,2017,131
Kviteseid,16-19 år,Personer,2018,122
Kviteseid,16-19 år,Personer,2019,121
Kviteseid,16-19 år,Personer,2020,115
Kviteseid,16-19 år,Personer,2021,114
Kviteseid,16-19 år,Personer,2022,105
Kviteseid,16-19 år,Personer,2023,99
Kviteseid,16-19 år,Personer,2024,93
Kviteseid,16-19 år,Personer,2025,87
Kviteseid,16-19 år,Personer,2026,93
Kviteseid,20-44 år,Personer,2000,866
Kviteseid,20-44 år,Personer,2001,848
Kviteseid,20-44 år,Personer,2002,840
Kviteseid,20-44 år,Personer,2003,828
Kviteseid,20-44 år,Personer,2004,813
Kviteseid,20-44 år,Personer,2005,783
Kviteseid,20-44 år,Personer,2006,784
Kviteseid,20-44 år,Personer,2007,754
Kviteseid,20-44 år,Personer,2008,749
Kviteseid,20-44 år,Personer,2009,736
Kviteseid,20-44 år,Personer,2010,714
Kviteseid,20-44 år,Personer,2011,704
Kviteseid,20-44 år,Personer,2012,689
Kviteseid,20-44 år,Personer,2013,694
Kviteseid,20-44 år,Personer,2014,677
Kviteseid,20-44 år,Personer,2015,672
Kviteseid,20-44 år,Personer,2016,658
Kviteseid,20-44 år,Personer,2017,628
Kviteseid,20-44 år,Personer,2018,617
Kviteseid,20-44 år,Personer,2019,624
Kviteseid,20-44 år,Personer,2020,615
Kviteseid,20-44 år,Personer,2021,630
Kviteseid,20-44 år,Personer,2022,632
Kviteseid,20-44 år,Personer,2023,623
Kviteseid,20-44 år,Personer,2024,631
Kviteseid,20-44 år,Personer,2025,646
Kviteseid,20-44 år,Personer,2026,638
Kviteseid,45-66 år,Personer,2000,674
Kviteseid,45-66 år,Personer,2001,698
Kviteseid,45-66 år,Personer,2002,693
Kviteseid,45-66 år,Personer,2003,707
Kviteseid,45-66 år,Personer,2004,705
Kviteseid,45-66 år,Personer,2005,715
Kviteseid,45-66 år,Personer,2006,726
Kviteseid,45-66 år,Personer,2007,726
Kviteseid,45-66 år,Personer,2008,749
Kviteseid,45-66 år,Personer,2009,770
Kviteseid,45-66 år,Personer,2010,779
Kviteseid,45-66 år,Personer,2011,783
Kviteseid,45-66 år,Personer,2012,811
Kviteseid,45-66 år,Personer,2013,828
Kviteseid,45-66 år,Personer,2014,823
Kviteseid,45-66 år,Personer,2015,820
Kviteseid,45-66 år,Personer,2016,830
Kviteseid,45-66 år,Personer,2017,841
Kviteseid,45-66 år,Personer,2018,846
Kviteseid,45-66 år,Personer,2019,834
Kviteseid,45-66 år,Personer,2020,830
Kviteseid,45-66 år,Personer,2021,819
Kviteseid,45-66 år,Personer,2022,835
Kviteseid,45-66 år,Personer,2023,812
Kviteseid,45-66 år,Personer,2024,818
Kviteseid,45-66 år,Personer,2025,809
Kviteseid,45-66 år,Personer,2026,797
Kviteseid,67-79 år,Personer,2000,318
Kviteseid,67-79 år,Personer,2001,313
Kviteseid,67-79 år,Personer,2002,311
Kviteseid,67-79 år,Personer,2003,296
Kviteseid,67-79 år,Personer,2004,295
Kviteseid,67-79 år,Personer,2005,286
Kviteseid,67-79 år,Personer,2006,277
Kviteseid,67-79 år,Personer,2007,282
Kviteseid,67-79 år,Personer,2008,288
Kviteseid,67-79 år,Personer,2009,285
Kviteseid,67-79 år,Personer,2010,290
Kviteseid,67-79 år,Personer,2011,286
Kviteseid,67-79 år,Personer,2012,278
Kviteseid,67-79 år,Personer,2013,288
Kviteseid,67-79 år,Personer,2014,298
Kviteseid,67-79 år,Personer,2015,304
Kviteseid,67-79 år,Personer,2016,312
Kviteseid,67-79 år,Personer,2017,320
Kviteseid,67-79 år,Personer,2018,316
Kviteseid,67-79 år,Personer,2019,328
Kviteseid,67-79 år,Personer,2020,344
Kviteseid,67-79 år,Personer,2021,370
Kviteseid,67-79 år,Personer,2022,372
Kviteseid,67-79 år,Personer,2023,369
Kviteseid,67-79 år,Personer,2024,377
Kviteseid,67-79 år,Personer,2025,385
Kviteseid,67-79 år,Personer,2026,388
Kviteseid,80-89 år,Personer,2000,142
Kviteseid,80-89 år,Personer,2001,138
Kviteseid,80-89 år,Personer,2002,146
Kviteseid,80-89 år,Personer,2003,150
Kviteseid,80-89 år,Personer,2004,149
Kviteseid,80-89 år,Personer,2005,156
Kviteseid,80-89 år,Personer,2006,153
Kviteseid,80-89 år,Personer,2007,152
Kviteseid,80-89 år,Personer,2008,147
Kviteseid,80-89 år,Personer,2009,142
Kviteseid,80-89 år,Personer,2010,141
Kviteseid,80-89 år,Personer,2011,142
Kviteseid,80-89 år,Personer,2012,140
Kviteseid,80-89 år,Personer,2013,138
Kviteseid,80-89 år,Personer,2014,132
Kviteseid,80-89 år,Personer,2015,133
Kviteseid,80-89 år,Personer,2016,133
Kviteseid,80-89 år,Personer,2017,128
Kviteseid,80-89 år,Personer,2018,119
Kviteseid,80-89 år,Personer,2019,126
Kviteseid,80-89 år,Personer,2020,133
Kviteseid,80-89 år,Personer,2021,136
Kviteseid,80-89 år,Personer,2022,137
Kviteseid,80-89 år,Personer,2023,142
Kviteseid,80-89 år,Personer,2024,137
Kviteseid,80-89 år,Personer,2025,139
Kviteseid,80-89 år,Personer,2026,148
Kviteseid,90 år eller eldre,Personer,2000,25
Kviteseid,90 år eller eldre,Personer,2001,27
Kviteseid,90 år eller eldre,Personer,2002,29
Kviteseid,90 år eller eldre,Personer,2003,25
Kviteseid,90 år eller eldre,Personer,2004,27
Kviteseid,90 år eller eldre,Personer,2005,28
Kviteseid,90 år eller eldre,Personer,2006,26
Kviteseid,90 år eller eldre,Personer,2007,27
Kviteseid,90 år eller eldre,Personer,2008,30
Kviteseid,90 år eller eldre,Personer,2009,31
Kviteseid,90 år eller eldre,Personer,2010,34
Kviteseid,90 år eller eldre,Personer,2011,37
Kviteseid,90 år eller eldre,Personer,2012,34
Kviteseid,90 år eller eldre,Personer,2013,34
Kviteseid,90 år eller eldre,Personer,2014,32
Kviteseid,90 år eller eldre,Personer,2015,35
Kviteseid,90 år eller eldre,Personer,2016,30
Kviteseid,90 år eller eldre,Personer,2017,31
Kviteseid,90 år eller eldre,Personer,2018,28
Kviteseid,90 år eller eldre,Personer,2019,25
Kviteseid,90 år eller eldre,Personer,2020,26
Kviteseid,90 år eller eldre,Personer,2021,30
Kviteseid,90 år eller eldre,Personer,2022,30
Kviteseid,90 år eller eldre,Personer,2023,30
Kviteseid,90 år eller eldre,Personer,2024,34
Kviteseid,90 år eller eldre,Personer,2025,38
Kviteseid,90 år eller eldre,Personer,2026,36
Nissedal,0 år,Personer,2000,14
Nissedal,0 år,Personer,2001,14
Nissedal,0 år,Personer,2002,12
Nissedal,0 år,Personer,2003,12
Nissedal,0 år,Personer,2004,14
Nissedal,0 år,Personer,2005,6
Nissedal,0 år,Personer,2006,16
Nissedal,0 år,Personer,2007,7
Nissedal,0 år,Personer,2008,15
Nissedal,0 år,Personer,2009,16
Nissedal,0 år,Personer,2010,15
Nissedal,0 år,Personer,2011,18
Nissedal,0 år,Personer,2012,20
Nissedal,0 år,Personer,2013,18
Nissedal,0 år,Personer,2014,21
Nissedal,0 år,Personer,2015,9
Nissedal,0 år,Personer,2016,11
Nissedal,0 år,Personer,2017,25
Nissedal,0 år,Personer,2018,9
Nissedal,0 år,Personer,2019,15
Nissedal,0 år,Personer,2020,11
Nissedal,0 år,Personer,2021,13
Nissedal,0 år,Personer,2022,9
Nissedal,0 år,Personer,2023,10
Nissedal,0 år,Personer,2024,11
Nissedal,0 år,Personer,2025,14
Nissedal,0 år,Personer,2026,14
Nissedal,1-5 år,Personer,2000,74
Nissedal,1-5 år,Personer,2001,74
Nissedal,1-5 år,Personer,2002,72
Nissedal,1-5 år,Personer,2003,65
Nissedal,1-5 år,Personer,2004,66
Nissedal,1-5 år,Personer,2005,71
Nissedal,1-5 år,Personer,2006,62
Nissedal,1-5 år,Personer,2007,64
Nissedal,1-5 år,Personer,2008,59
Nissedal,1-5 år,Personer,2009,67
Nissedal,1-5 år,Personer,2010,72
Nissedal,1-5 år,Personer,2011,82
Nissedal,1-5 år,Personer,2012,84
Nissedal,1-5 år,Personer,2013,91
Nissedal,1-5 år,Personer,2014,89
Nissedal,1-5 år,Personer,2015,94
Nissedal,1-5 år,Personer,2016,88
Nissedal,1-5 år,Personer,2017,82
Nissedal,1-5 år,Personer,2018,87
Nissedal,1-5 år,Personer,2019,89
Nissedal,1-5 år,Personer,2020,76
Nissedal,1-5 år,Personer,2021,68
Nissedal,1-5 år,Personer,2022,67
Nissedal,1-5 år,Personer,2023,58
Nissedal,1-5 år,Personer,2024,61
Nissedal,1-5 år,Personer,2025,61
Nissedal,1-5 år,Personer,2026,71
Nissedal,6-12 år,Personer,2000,160
Nissedal,6-12 år,Personer,2001,163
Nissedal,6-12 år,Personer,2002,150
Nissedal,6-12 år,Personer,2003,153
Nissedal,6-12 år,Personer,2004,137
Nissedal,6-12 år,Personer,2005,126
Nissedal,6-12 år,Personer,2006,126
Nissedal,6-12 år,Personer,2007,114
Nissedal,6-12 år,Personer,2008,108
Nissedal,6-12 år,Personer,2009,111
Nissedal,6-12 år,Personer,2010,109
Nissedal,6-12 år,Personer,2011,110
Nissedal,6-12 år,Personer,2012,113
Nissedal,6-12 år,Personer,2013,103
Nissedal,6-12 år,Personer,2014,100
Nissedal,6-12 år,Personer,2015,109
Nissedal,6-12 år,Personer,2016,112
Nissedal,6-12 år,Personer,2017,126
Nissedal,6-12 år,Personer,2018,137
Nissedal,6-12 år,Personer,2019,132
Nissedal,6-12 år,Personer,2020,146
Nissedal,6-12 år,Personer,2021,136
Nissedal,6-12 år,Personer,2022,122
Nissedal,6-12 år,Personer,2023,126
Nissedal,6-12 år,Personer,2024,119
Nissedal,6-12 år,Personer,2025,122
Nissedal,6-12 år,Personer,2026,126
Nissedal,13-15 år,Personer,2000,59
Nissedal,13-15 år,Personer,2001,57
Nissedal,13-15 år,Personer,2002,61
Nissedal,13-15 år,Personer,2003,60
Nissedal,13-15 år,Personer,2004,67
Nissedal,13-15 år,Personer,2005,70
Nissedal,13-15 år,Personer,2006,74
Nissedal,13-15 år,Personer,2007,69
Nissedal,13-15 år,Personer,2008,68
Nissedal,13-15 år,Personer,2009,61
Nissedal,13-15 år,Personer,2010,54
Nissedal,13-15 år,Personer,2011,47
Nissedal,13-15 år,Personer,2012,50
Nissedal,13-15 år,Personer,2013,47
Nissedal,13-15 år,Personer,2014,55
Nissedal,13-15 år,Personer,2015,43
Nissedal,13-15 år,Personer,2016,41
Nissedal,13-15 år,Personer,2017,41
Nissedal,13-15 år,Personer,2018,39
Nissedal,13-15 år,Personer,2019,46
Nissedal,13-15 år,Personer,2020,45
Nissedal,13-15 år,Personer,2021,53
Nissedal,13-15 år,Personer,2022,53
Nissedal,13-15 år,Personer,2023,62
Nissedal,13-15 år,Personer,2024,64
Nissedal,13-15 år,Personer,2025,58
Nissedal,13-15 år,Personer,2026,53
Nissedal,16-19 år,Personer,2000,83
Nissedal,16-19 år,Personer,2001,89
Nissedal,16-19 år,Personer,2002,80
Nissedal,16-19 år,Personer,2003,78
Nissedal,16-19 år,Personer,2004,85
Nissedal,16-19 år,Personer,2005,79
Nissedal,16-19 år,Personer,2006,82
Nissedal,16-19 år,Personer,2007,87
Nissedal,16-19 år,Personer,2008,83
Nissedal,16-19 år,Personer,2009,84
Nissedal,16-19 år,Personer,2010,94
Nissedal,16-19 år,Personer,2011,79
Nissedal,16-19 år,Personer,2012,81
Nissedal,16-19 år,Personer,2013,78
Nissedal,16-19 år,Personer,2014,66
Nissedal,16-19 år,Personer,2015,65
Nissedal,16-19 år,Personer,2016,70
Nissedal,16-19 år,Personer,2017,59
Nissedal,16-19 år,Personer,2018,63
Nissedal,16-19 år,Personer,2019,55
Nissedal,16-19 år,Personer,2020,55
Nissedal,16-19 år,Personer,2021,52
Nissedal,16-19 år,Personer,2022,56
Nissedal,16-19 år,Personer,2023,55
Nissedal,16-19 år,Personer,2024,63
Nissedal,16-19 år,Personer,2025,69
Nissedal,16-19 år,Personer,2026,68
Nissedal,20-44 år,Personer,2000,449
Nissedal,20-44 år,Personer,2001,463
Nissedal,20-44 år,Personer,2002,464
Nissedal,20-44 år,Personer,2003,461
Nissedal,20-44 år,Personer,2004,443
Nissedal,20-44 år,Personer,2005,440
Nissedal,20-44 år,Personer,2006,422
Nissedal,20-44 år,Personer,2007,406
Nissedal,20-44 år,Personer,2008,409
Nissedal,20-44 år,Personer,2009,416
Nissedal,20-44 år,Personer,2010,416
Nissedal,20-44 år,Personer,2011,415
Nissedal,20-44 år,Personer,2012,423
Nissedal,20-44 år,Personer,2013,421
Nissedal,20-44 år,Personer,2014,423
Nissedal,20-44 år,Personer,2015,410
Nissedal,20-44 år,Personer,2016,398
Nissedal,20-44 år,Personer,2017,405
Nissedal,20-44 år,Personer,2018,401
Nissedal,20-44 år,Personer,2019,388
Nissedal,20-44 år,Personer,2020,370
Nissedal,20-44 år,Personer,2021,350
Nissedal,20-44 år,Personer,2022,342
Nissedal,20-44 år,Personer,2023,334
Nissedal,20-44 år,Personer,2024,347
Nissedal,20-44 år,Personer,2025,348
Nissedal,20-44 år,Personer,2026,347
Nissedal,45-66 år,Personer,2000,355
Nissedal,45-66 år,Personer,2001,361
Nissedal,45-66 år,Personer,2002,368
Nissedal,45-66 år,Personer,2003,384
Nissedal,45-66 år,Personer,2004,400
Nissedal,45-66 år,Personer,2005,397
Nissedal,45-66 år,Personer,2006,409
Nissedal,45-66 år,Personer,2007,419
Nissedal,45-66 år,Personer,2008,425
Nissedal,45-66 år,Personer,2009,433
Nissedal,45-66 år,Personer,2010,437
Nissedal,45-66 år,Personer,2011,442
Nissedal,45-66 år,Personer,2012,441
Nissedal,45-66 år,Personer,2013,452
Nissedal,45-66 år,Personer,2014,470
Nissedal,45-66 år,Personer,2015,469
Nissedal,45-66 år,Personer,2016,471
Nissedal,45-66 år,Personer,2017,477
Nissedal,45-66 år,Personer,2018,481
Nissedal,45-66 år,Personer,2019,467
Nissedal,45-66 år,Personer,2020,456
Nissedal,45-66 år,Personer,2021,451
Nissedal,45-66 år,Personer,2022,451
Nissedal,45-66 år,Personer,2023,461
Nissedal,45-66 år,Personer,2024,460
Nissedal,45-66 år,Personer,2025,460
Nissedal,45-66 år,Personer,2026,463
Nissedal,67-79 år,Personer,2000,165
Nissedal,67-79 år,Personer,2001,155
Nissedal,67-79 år,Personer,2002,143
Nissedal,67-79 år,Personer,2003,139
Nissedal,67-79 år,Personer,2004,127
Nissedal,67-79 år,Personer,2005,127
Nissedal,67-79 år,Personer,2006,126
Nissedal,67-79 år,Personer,2007,124
Nissedal,67-79 år,Personer,2008,129
Nissedal,67-79 år,Personer,2009,123
Nissedal,67-79 år,Personer,2010,126
Nissedal,67-79 år,Personer,2011,126
Nissedal,67-79 år,Personer,2012,138
Nissedal,67-79 år,Personer,2013,138
Nissedal,67-79 år,Personer,2014,149
Nissedal,67-79 år,Personer,2015,164
Nissedal,67-79 år,Personer,2016,175
Nissedal,67-79 år,Personer,2017,188
Nissedal,67-79 år,Personer,2018,193
Nissedal,67-79 år,Personer,2019,204
Nissedal,67-79 år,Personer,2020,214
Nissedal,67-79 år,Personer,2021,232
Nissedal,67-79 år,Personer,2022,238
Nissedal,67-79 år,Personer,2023,260
Nissedal,67-79 år,Personer,2024,262
Nissedal,67-79 år,Personer,2025,272
Nissedal,67-79 år,Personer,2026,287
Nissedal,80-89 år,Personer,2000,76
Nissedal,80-89 år,Personer,2001,75
Nissedal,80-89 år,Personer,2002,76
Nissedal,80-89 år,Personer,2003,73
Nissedal,80-89 år,Personer,2004,73
Nissedal,80-89 år,Personer,2005,75
Nissedal,80-89 år,Personer,2006,74
Nissedal,80-89 år,Personer,2007,71
Nissedal,80-89 år,Personer,2008,73
Nissedal,80-89 år,Personer,2009,75
Nissedal,80-89 år,Personer,2010,72
Nissedal,80-89 år,Personer,2011,74
Nissedal,80-89 år,Personer,2012,66
Nissedal,80-89 år,Personer,2013,65
Nissedal,80-89 år,Personer,2014,61
Nissedal,80-89 år,Personer,2015,55
Nissedal,80-89 år,Personer,2016,54
Nissedal,80-89 år,Personer,2017,54
Nissedal,80-89 år,Personer,2018,60
Nissedal,80-89 år,Personer,2019,63
Nissedal,80-89 år,Personer,2020,59
Nissedal,80-89 år,Personer,2021,61
Nissedal,80-89 år,Personer,2022,60
Nissedal,80-89 år,Personer,2023,60
Nissedal,80-89 år,Personer,2024,67
Nissedal,80-89 år,Personer,2025,69
Nissedal,80-89 år,Personer,2026,71
Nissedal,90 år eller eldre,Personer,2000,12
Nissedal,90 år eller eldre,Personer,2001,12
Nissedal,90 år eller eldre,Personer,2002,15
Nissedal,90 år eller eldre,Personer,2003,20
Nissedal,90 år eller eldre,Personer,2004,17
Nissedal,90 år eller eldre,Personer,2005,17
Nissedal,90 år eller eldre,Personer,2006,16
Nissedal,90 år eller eldre,Personer,2007,14
Nissedal,90 år eller eldre,Personer,2008,9
Nissedal,90 år eller eldre,Personer,2009,7
Nissedal,90 år eller eldre,Personer,2010,9
Nissedal,90 år eller eldre,Personer,2011,12
Nissedal,90 år eller eldre,Personer,2012,14
Nissedal,90 år eller eldre,Personer,2013,17
Nissedal,90 år eller eldre,Personer,2014,17
Nissedal,90 år eller eldre,Personer,2015,21
Nissedal,90 år eller eldre,Personer,2016,23
Nissedal,90 år eller eldre,Personer,2017,19
Nissedal,90 år eller eldre,Personer,2018,19
Nissedal,90 år eller eldre,Personer,2019,17
Nissedal,90 år eller eldre,Personer,2020,16
Nissedal,90 år eller eldre,Personer,2021,14
Nissedal,90 år eller eldre,Personer,2022,16
Nissedal,90 år eller eldre,Personer,2023,16
Nissedal,90 år eller eldre,Personer,2024,17
Nissedal,90 år eller eldre,Personer,2025,13
Nissedal,90 år eller eldre,Personer,2026,9
Fyresdal,0 år,Personer,2000,20
Fyresdal,0 år,Personer,2001,9
Fyresdal,0 år,Personer,2002,14
Fyresdal,0 år,Personer,2003,14
Fyresdal,0 år,Personer,2004,14
Fyresdal,0 år,Personer,2005,15
Fyresdal,0 år,Personer,2006,15
Fyresdal,0 år,Personer,2007,11
Fyresdal,0 år,Personer,2008,17
Fyresdal,0 år,Personer,2009,13
Fyresdal,0 år,Personer,2010,16
Fyresdal,0 år,Personer,2011,6
Fyresdal,0 år,Personer,2012,15
Fyresdal,0 år,Personer,2013,11
Fyresdal,0 år,Personer,2014,10
Fyresdal,0 år,Personer,2015,10
Fyresdal,0 år,Personer,2016,11
Fyresdal,0 år,Personer,2017,5
Fyresdal,0 år,Personer,2018,9
Fyresdal,0 år,Personer,2019,10
Fyresdal,0 år,Personer,2020,11
Fyresdal,0 år,Personer,2021,6
Fyresdal,0 år,Personer,2022,8
Fyresdal,0 år,Personer,2023,7
Fyresdal,0 år,Personer,2024,9
Fyresdal,0 år,Personer,2025,10
Fyresdal,0 år,Personer,2026,11
Fyresdal,1-5 år,Personer,2000,94
Fyresdal,1-5 år,Personer,2001,90
Fyresdal,1-5 år,Personer,2002,82
Fyresdal,1-5 år,Personer,2003,74
Fyresdal,1-5 år,Personer,2004,78
Fyresdal,1-5 år,Personer,2005,70
Fyresdal,1-5 år,Personer,2006,68
Fyresdal,1-5 år,Personer,2007,76
Fyresdal,1-5 år,Personer,2008,81
Fyresdal,1-5 år,Personer,2009,84
Fyresdal,1-5 år,Personer,2010,82
Fyresdal,1-5 år,Personer,2011,73
Fyresdal,1-5 år,Personer,2012,63
Fyresdal,1-5 år,Personer,2013,68
Fyresdal,1-5 år,Personer,2014,62
Fyresdal,1-5 år,Personer,2015,62
Fyresdal,1-5 år,Personer,2016,68
Fyresdal,1-5 år,Personer,2017,74
Fyresdal,1-5 år,Personer,2018,59
Fyresdal,1-5 år,Personer,2019,47
Fyresdal,1-5 år,Personer,2020,44
Fyresdal,1-5 år,Personer,2021,40
Fyresdal,1-5 år,Personer,2022,40
Fyresdal,1-5 år,Personer,2023,51
Fyresdal,1-5 år,Personer,2024,50
Fyresdal,1-5 år,Personer,2025,47
Fyresdal,1-5 år,Personer,2026,48
Fyresdal,6-12 år,Personer,2000,130
Fyresdal,6-12 år,Personer,2001,132
Fyresdal,6-12 år,Personer,2002,136
Fyresdal,6-12 år,Personer,2003,134
Fyresdal,6-12 år,Personer,2004,134
Fyresdal,6-12 år,Personer,2005,146
Fyresdal,6-12 år,Personer,2006,142
Fyresdal,6-12 år,Personer,2007,130
Fyresdal,6-12 år,Personer,2008,121
Fyresdal,6-12 år,Personer,2009,121
Fyresdal,6-12 år,Personer,2010,114
Fyresdal,6-12 år,Personer,2011,123
Fyresdal,6-12 år,Personer,2012,121
Fyresdal,6-12 år,Personer,2013,122
Fyresdal,6-12 år,Personer,2014,122
Fyresdal,6-12 år,Personer,2015,117
Fyresdal,6-12 år,Personer,2016,123
Fyresdal,6-12 år,Personer,2017,119
Fyresdal,6-12 år,Personer,2018,119
Fyresdal,6-12 år,Personer,2019,115
Fyresdal,6-12 år,Personer,2020,114
Fyresdal,6-12 år,Personer,2021,106
Fyresdal,6-12 år,Personer,2022,96
Fyresdal,6-12 år,Personer,2023,98
Fyresdal,6-12 år,Personer,2024,89
Fyresdal,6-12 år,Personer,2025,85
Fyresdal,6-12 år,Personer,2026,85
Fyresdal,13-15 år,Personer,2000,40
Fyresdal,13-15 år,Personer,2001,46
Fyresdal,13-15 år,Personer,2002,44
Fyresdal,13-15 år,Personer,2003,46
Fyresdal,13-15 år,Personer,2004,51
Fyresdal,13-15 år,Personer,2005,54
Fyresdal,13-15 år,Personer,2006,69
Fyresdal,13-15 år,Personer,2007,73
Fyresdal,13-15 år,Personer,2008,76
Fyresdal,13-15 år,Personer,2009,64
Fyresdal,13-15 år,Personer,2010,63
Fyresdal,13-15 år,Personer,2011,57
Fyresdal,13-15 år,Personer,2012,52
Fyresdal,13-15 år,Personer,2013,55
Fyresdal,13-15 år,Personer,2014,51
Fyresdal,13-15 år,Personer,2015,51
Fyresdal,13-15 år,Personer,2016,51
Fyresdal,13-15 år,Personer,2017,53
Fyresdal,13-15 år,Personer,2018,54
Fyresdal,13-15 år,Personer,2019,57
Fyresdal,13-15 år,Personer,2020,52
Fyresdal,13-15 år,Personer,2021,48
Fyresdal,13-15 år,Personer,2022,46
Fyresdal,13-15 år,Personer,2023,55
Fyresdal,13-15 år,Personer,2024,52
Fyresdal,13-15 år,Personer,2025,50
Fyresdal,13-15 år,Personer,2026,50
Fyresdal,16-19 år,Personer,2000,65
Fyresdal,16-19 år,Personer,2001,64
Fyresdal,16-19 år,Personer,2002,61
Fyresdal,16-19 år,Personer,2003,52
Fyresdal,16-19 år,Personer,2004,62
Fyresdal,16-19 år,Personer,2005,61
Fyresdal,16-19 år,Personer,2006,65
Fyresdal,16-19 år,Personer,2007,67
Fyresdal,16-19 år,Personer,2008,67
Fyresdal,16-19 år,Personer,2009,84
Fyresdal,16-19 år,Personer,2010,89
Fyresdal,16-19 år,Personer,2011,93
Fyresdal,16-19 år,Personer,2012,87
Fyresdal,16-19 år,Personer,2013,85
Fyresdal,16-19 år,Personer,2014,73
Fyresdal,16-19 år,Personer,2015,66
Fyresdal,16-19 år,Personer,2016,71
Fyresdal,16-19 år,Personer,2017,59
Fyresdal,16-19 år,Personer,2018,69
Fyresdal,16-19 år,Personer,2019,65
Fyresdal,16-19 år,Personer,2020,63
Fyresdal,16-19 år,Personer,2021,65
Fyresdal,16-19 år,Personer,2022,61
Fyresdal,16-19 år,Personer,2023,59
Fyresdal,16-19 år,Personer,2024,63
Fyresdal,16-19 år,Personer,2025,61
Fyresdal,16-19 år,Personer,2026,63
Fyresdal,20-44 år,Personer,2000,434
Fyresdal,20-44 år,Personer,2001,428
Fyresdal,20-44 år,Personer,2002,423
Fyresdal,20-44 år,Personer,2003,409
Fyresdal,20-44 år,Personer,2004,420
Fyresdal,20-44 år,Personer,2005,403
Fyresdal,20-44 år,Personer,2006,398
Fyresdal,20-44 år,Personer,2007,392
Fyresdal,20-44 år,Personer,2008,390
Fyresdal,20-44 år,Personer,2009,387
Fyresdal,20-44 år,Personer,2010,386
Fyresdal,20-44 år,Personer,2011,372
Fyresdal,20-44 år,Personer,2012,369
Fyresdal,20-44 år,Personer,2013,381
Fyresdal,20-44 år,Personer,2014,367
Fyresdal,20-44 år,Personer,2015,362
Fyresdal,20-44 år,Personer,2016,359
Fyresdal,20-44 år,Personer,2017,361
Fyresdal,20-44 år,Personer,2018,353
Fyresdal,20-44 år,Personer,2019,331
Fyresdal,20-44 år,Personer,2020,332
Fyresdal,20-44 år,Personer,2021,304
Fyresdal,20-44 år,Personer,2022,297
Fyresdal,20-44 år,Personer,2023,300
Fyresdal,20-44 år,Personer,2024,313
Fyresdal,20-44 år,Personer,2025,322
Fyresdal,20-44 år,Personer,2026,334
Fyresdal,45-66 år,Personer,2000,332
Fyresdal,45-66 år,Personer,2001,344
Fyresdal,45-66 år,Personer,2002,357
Fyresdal,45-66 år,Personer,2003,368
Fyresdal,45-66 år,Personer,2004,375
Fyresdal,45-66 år,Personer,2005,384
Fyresdal,45-66 år,Personer,2006,401
Fyresdal,45-66 år,Personer,2007,409
Fyresdal,45-66 år,Personer,2008,412
Fyresdal,45-66 år,Personer,2009,417
Fyresdal,45-66 år,Personer,2010,419
Fyresdal,45-66 år,Personer,2011,417
Fyresdal,45-66 år,Personer,2012,416
Fyresdal,45-66 år,Personer,2013,412
Fyresdal,45-66 år,Personer,2014,392
Fyresdal,45-66 år,Personer,2015,404
Fyresdal,45-66 år,Personer,2016,415
Fyresdal,45-66 år,Personer,2017,410
Fyresdal,45-66 år,Personer,2018,415
Fyresdal,45-66 år,Personer,2019,411
Fyresdal,45-66 år,Personer,2020,414
Fyresdal,45-66 år,Personer,2021,404
Fyresdal,45-66 år,Personer,2022,396
Fyresdal,45-66 år,Personer,2023,396
