region,statistikkvariabel,år,alder,value,Framskriving,Tabell
Porsgrunn,Hovedalternativet (MMMM),2026,0 år,320,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2026,1-5 år,1672,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2026,6-12 år,2718,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2026,13-15 år,1327,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2026,16-19 år,1804,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2026,20-44 år,11336,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2026,45-66 år,11022,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2026,67-79 år,5045,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2026,80-89 år,1859,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2026,90 år eller eldre,332,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2027,0 år,318,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2027,1-5 år,1682,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2027,6-12 år,2652,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2027,13-15 år,1243,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2027,16-19 år,1840,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2027,20-44 år,11393,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2027,45-66 år,11044,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2027,67-79 år,5052,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2027,80-89 år,1963,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2027,90 år eller eldre,346,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2028,0 år,318,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2028,1-5 år,1675,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2028,6-12 år,2616,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2028,13-15 år,1222,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2028,16-19 år,1810,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2028,20-44 år,11427,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2028,45-66 år,11060,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2028,67-79 år,5074,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2028,80-89 år,2072,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2028,90 år eller eldre,361,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2029,0 år,319,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2029,1-5 år,1663,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2029,6-12 år,2594,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2029,13-15 år,1210,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2029,16-19 år,1775,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2029,20-44 år,11490,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2029,45-66 år,11073,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2029,67-79 år,5094,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2029,80-89 år,2147,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2029,90 år eller eldre,376,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2030,0 år,320,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2030,1-5 år,1661,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2030,6-12 år,2546,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2030,13-15 år,1224,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2030,16-19 år,1744,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2030,20-44 år,11526,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2030,45-66 år,11107,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2030,67-79 år,5114,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2030,80-89 år,2219,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2030,90 år eller eldre,391,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2031,0 år,322,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2031,1-5 år,1697,2026,14746
Porsgrunn,Hovedalternativet (MMMM),2031,6-12 år,2522,2026,14746
