Kommune,Alder,År,Personer,Kilde
Siljan,45-66 år,2023,749,Framskriving 2020
Siljan,67-79 år,2023,324,Framskriving 2020
Siljan,80-89 år,2023,111,Framskriving 2020
Siljan,90 år eller eldre,2023,30,Framskriving 2020
Siljan,0 år,2024,21,Framskriving 2020
Siljan,1-5 år,2024,116,Framskriving 2020
Siljan,6-12 år,2024,171,Framskriving 2020
Siljan,13-15 år,2024,99,Framskriving 2020
Siljan,16-19 år,2024,112,Framskriving 2020
Siljan,20-44 år,2024,685,Framskriving 2020
Siljan,45-66 år,2024,750,Framskriving 2020
Siljan,67-79 år,2024,339,Framskriving 2020
Siljan,80-89 år,2024,105,Framskriving 2020
Siljan,90 år eller eldre,2024,36,Framskriving 2020
Siljan,0 år,2025,22,Framskriving 2020
Siljan,1-5 år,2025,118,Framskriving 2020
Siljan,6-12 år,2025,171,Framskriving 2020
Siljan,13-15 år,2025,83,Framskriving 2020
Siljan,16-19 år,2025,129,Framskriving 2020
Siljan,20-44 år,2025,694,Framskriving 2020
Siljan,45-66 år,2025,741,Framskriving 2020
Siljan,67-79 år,2025,348,Framskriving 2020
Siljan,80-89 år,2025,116,Framskriving 2020
Siljan,90 år eller eldre,2025,31,Framskriving 2020
Siljan,0 år,2026,22,Framskriving 2020
Siljan,1-5 år,2026,120,Framskriving 2020
Siljan,6-12 år,2026,172,Framskriving 2020
Siljan,13-15 år,2026,89,Framskriving 2020
Siljan,16-19 år,2026,121,Framskriving 2020
Siljan,20-44 år,2026,696,Framskriving 2020
Siljan,45-66 år,2026,737,Framskriving 2020
Siljan,67-79 år,2026,345,Framskriving 2020
Siljan,80-89 år,2026,137,Framskriving 2020
Siljan,90 år eller eldre,2026,33,Framskriving 2020
Siljan,0 år,2027,22,Framskriving 2020
Siljan,1-5 år,2027,121,Framskriving 2020
Siljan,6-12 år,2027,177,Framskriving 2020
Siljan,13-15 år,2027,79,Framskriving 2020
Siljan,16-19 år,2027,124,Framskriving 2020
Siljan,20-44 år,2027,698,Framskriving 2020
Siljan,45-66 år,2027,738,Framskriving 2020
Siljan,67-79 år,2027,346,Framskriving 2020
Siljan,80-89 år,2027,151,Framskriving 2020
Siljan,90 år eller eldre,2027,33,Framskriving 2020
Siljan,0 år,2028,23,Framskriving 2020
Siljan,1-5 år,2028,121,Framskriving 2020
Siljan,6-12 år,2028,182,Framskriving 2020
Siljan,13-15 år,2028,75,Framskriving 2020
Siljan,16-19 år,2028,120,Framskriving 2020
Siljan,20-44 år,2028,705,Framskriving 2020
Siljan,45-66 år,2028,729,Framskriving 2020
Siljan,67-79 år,2028,357,Framskriving 2020
Siljan,80-89 år,2028,159,Framskriving 2020
Siljan,90 år eller eldre,2028,35,Framskriving 2020
Siljan,0 år,2029,23,Framskriving 2020
Siljan,1-5 år,2029,123,Framskriving 2020
Siljan,6-12 år,2029,178,Framskriving 2020
Siljan,13-15 år,2029,81,Framskriving 2020
Siljan,16-19 år,2029,106,Framskriving 2020
Siljan,20-44 år,2029,715,Framskriving 2020
Siljan,45-66 år,2029,732,Framskriving 2020
Siljan,67-79 år,2029,365,Framskriving 2020
Siljan,80-89 år,2029,161,Framskriving 2020
Siljan,90 år eller eldre,2029,39,Framskriving 2020
Siljan,0 år,2030,23,Framskriving 2020
Siljan,1-5 år,2030,124,Framskriving 2020
Siljan,6-12 år,2030,183,Framskriving 2020
Siljan,13-15 år,2030,82,Framskriving 2020
Siljan,16-19 år,2030,109,Framskriving 2020
Siljan,20-44 år,2030,716,Framskriving 2020
Siljan,45-66 år,2030,720,Framskriving 2020
Siljan,67-79 år,2030,376,Framskriving 2020
Siljan,80-89 år,2030,171,Framskriving 2020
Siljan,90 år eller eldre,2030,36,Framskriving 2020
Siljan,0 år,2031,23,Framskriving 2020
Siljan,1-5 år,2031,125,Framskriving 2020
Siljan,6-12 år,2031,185,Framskriving 2020
Siljan,13-15 år,2031,83,Framskriving 2020
Siljan,16-19 år,2031,100,Framskriving 2020
Siljan,20-44 år,2031,725,Framskriving 2020
Siljan,45-66 år,2031,717,Framskriving 2020
Siljan,67-79 år,2031,383,Framskriving 2020
Siljan,80-89 år,2031,177,Framskriving 2020
Siljan,90 år eller eldre,2031,39,Framskriving 2020
Siljan,0 år,2032,23,Framskriving 2020
Siljan,1-5 år,2032,128,Framskriving 2020
Siljan,6-12 år,2032,185,Framskriving 2020
Siljan,13-15 år,2032,79,Framskriving 2020
Siljan,16-19 år,2032,104,Framskriving 2020
Siljan,20-44 år,2032,732,Framskriving 2020
Siljan,45-66 år,2032,705,Framskriving 2020
Siljan,67-79 år,2032,405,Framskriving 2020
Siljan,80-89 år,2032,176,Framskriving 2020
Siljan,90 år eller eldre,2032,37,Framskriving 2020
Siljan,0 år,2033,24,Framskriving 2020
Siljan,1-5 år,2033,128,Framskriving 2020
Siljan,6-12 år,2033,190,Framskriving 2020
Siljan,13-15 år,2033,79,Framskriving 2020
Siljan,16-19 år,2033,104,Framskriving 2020
Siljan,20-44 år,2033,723,Framskriving 2020
Siljan,45-66 år,2033,712,Framskriving 2020
Siljan,67-79 år,2033,408,Framskriving 2020
Siljan,80-89 år,2033,183,Framskriving 2020
Siljan,90 år eller eldre,2033,40,Framskriving 2020
Siljan,0 år,2034,24,Framskriving 2020
Siljan,1-5 år,2034,130,Framskriving 2020
Siljan,6-12 år,2034,190,Framskriving 2020
Siljan,13-15 år,2034,82,Framskriving 2020
Siljan,16-19 år,2034,103,Framskriving 2020
Siljan,20-44 år,2034,719,Framskriving 2020
Siljan,45-66 år,2034,716,Framskriving 2020
Siljan,67-79 år,2034,412,Framskriving 2020
Siljan,80-89 år,2034,191,Framskriving 2020
Siljan,90 år eller eldre,2034,40,Framskriving 2020
Siljan,0 år,2035,24,Framskriving 2020
Siljan,1-5 år,2035,131,Framskriving 2020
Siljan,6-12 år,2035,189,Framskriving 2020
Siljan,13-15 år,2035,84,Framskriving 2020
Siljan,16-19 år,2035,107,Framskriving 2020
Siljan,20-44 år,2035,716,Framskriving 2020
Siljan,45-66 år,2035,714,Framskriving 2020
Siljan,67-79 år,2035,415,Framskriving 2020
Siljan,80-89 år,2035,199,Framskriving 2020
Siljan,90 år eller eldre,2035,45,Framskriving 2020
Siljan,0 år,2036,25,Framskriving 2020
Siljan,1-5 år,2036,132,Framskriving 2020
Siljan,6-12 år,2036,193,Framskriving 2020
Siljan,13-15 år,2036,86,Framskriving 2020
Siljan,16-19 år,2036,104,Framskriving 2020
Siljan,20-44 år,2036,712,Framskriving 2020
Siljan,45-66 år,2036,722,Framskriving 2020
Siljan,67-79 år,2036,414,Framskriving 2020
Siljan,80-89 år,2036,195,Framskriving 2020
Siljan,90 år eller eldre,2036,57,Framskriving 2020
Siljan,0 år,2037,25,Framskriving 2020
Siljan,1-5 år,2037,134,Framskriving 2020
Siljan,6-12 år,2037,195,Framskriving 2020
Siljan,13-15 år,2037,85,Framskriving 2020
Siljan,16-19 år,2037,104,Framskriving 2020
Siljan,20-44 år,2037,710,Framskriving 2020
Siljan,45-66 år,2037,717,Framskriving 2020
Siljan,67-79 år,2037,424,Framskriving 2020
Siljan,80-89 år,2037,198,Framskriving 2020
Siljan,90 år eller eldre,2037,63,Framskriving 2020
Siljan,0 år,2038,25,Framskriving 2020
Siljan,1-5 år,2038,134,Framskriving 2020
Siljan,6-12 år,2038,196,Framskriving 2020
Siljan,13-15 år,2038,87,Framskriving 2020
Siljan,16-19 år,2038,105,Framskriving 2020
Siljan,20-44 år,2038,706,Framskriving 2020
Siljan,45-66 år,2038,713,Framskriving 2020
Siljan,67-79 år,2038,424,Framskriving 2020
Siljan,80-89 år,2038,209,Framskriving 2020
Siljan,90 år eller eldre,2038,70,Framskriving 2020
Siljan,0 år,2039,25,Framskriving 2020
Siljan,1-5 år,2039,136,Framskriving 2020
Siljan,6-12 år,2039,199,Framskriving 2020
Siljan,13-15 år,2039,87,Framskriving 2020
Siljan,16-19 år,2039,107,Framskriving 2020
Siljan,20-44 år,2039,702,Framskriving 2020
Siljan,45-66 år,2039,714,Framskriving 2020
Siljan,67-79 år,2039,426,Framskriving 2020
Siljan,80-89 år,2039,221,Framskriving 2020
Siljan,90 år eller eldre,2039,66,Framskriving 2020
Siljan,0 år,2040,25,Framskriving 2020
Siljan,1-5 år,2040,136,Framskriving 2020
Siljan,6-12 år,2040,201,Framskriving 2020
Siljan,13-15 år,2040,87,Framskriving 2020
Siljan,16-19 år,2040,108,Framskriving 2020
Siljan,20-44 år,2040,697,Framskriving 2020
Siljan,45-66 år,2040,715,Framskriving 2020
Siljan,67-79 år,2040,429,Framskriving 2020
Siljan,80-89 år,2040,226,Framskriving 2020
Siljan,90 år eller eldre,2040,72,Framskriving 2020
Siljan,0 år,2041,24,Framskriving 2020
Siljan,1-5 år,2041,135,Framskriving 2020
Siljan,6-12 år,2041,203,Framskriving 2020
Siljan,13-15 år,2041,87,Framskriving 2020
Siljan,16-19 år,2041,107,Framskriving 2020
Siljan,20-44 år,2041,697,Framskriving 2020
Siljan,45-66 år,2041,715,Framskriving 2020
Siljan,67-79 år,2041,428,Framskriving 2020
Siljan,80-89 år,2041,240,Framskriving 2020
Siljan,90 år eller eldre,2041,71,Framskriving 2020
Siljan,0 år,2042,24,Framskriving 2020
Siljan,1-5 år,2042,136,Framskriving 2020
Siljan,6-12 år,2042,203,Framskriving 2020
Siljan,13-15 år,2042,87,Framskriving 2020
Siljan,16-19 år,2042,108,Framskriving 2020
Siljan,20-44 år,2042,695,Framskriving 2020
Siljan,45-66 år,2042,714,Framskriving 2020
Siljan,67-79 år,2042,436,Framskriving 2020
Siljan,80-89 år,2042,247,Framskriving 2020
Siljan,90 år eller eldre,2042,68,Framskriving 2020
Siljan,0 år,2043,24,Framskriving 2020
Siljan,1-5 år,2043,136,Framskriving 2020
Siljan,6-12 år,2043,203,Framskriving 2020
Siljan,13-15 år,2043,87,Framskriving 2020
Siljan,16-19 år,2043,110,Framskriving 2020
Siljan,20-44 år,2043,694,Framskriving 2020
Siljan,45-66 år,2043,715,Framskriving 2020
Siljan,67-79 år,2043,427,Framskriving 2020
Siljan,80-89 år,2043,259,Framskriving 2020
Siljan,90 år eller eldre,2043,73,Framskriving 2020
Siljan,0 år,2044,24,Framskriving 2020
Siljan,1-5 år,2044,134,Framskriving 2020
Siljan,6-12 år,2044,206,Framskriving 2020
Siljan,13-15 år,2044,88,Framskriving 2020
Siljan,16-19 år,2044,110,Framskriving 2020
Siljan,20-44 år,2044,693,Framskriving 2020
Siljan,45-66 år,2044,714,Framskriving 2020
Siljan,67-79 år,2044,437,Framskriving 2020
Siljan,80-89 år,2044,256,Framskriving 2020
Siljan,90 år eller eldre,2044,75,Framskriving 2020
Siljan,0 år,2045,24,Framskriving 2020
Siljan,1-5 år,2045,134,Framskriving 2020
Siljan,6-12 år,2045,207,Framskriving 2020
Siljan,13-15 år,2045,89,Framskriving 2020
Siljan,16-19 år,2045,112,Framskriving 2020
Siljan,20-44 år,2045,689,Framskriving 2020
Siljan,45-66 år,2045,713,Framskriving 2020
Siljan,67-79 år,2045,433,Framskriving 2020
Siljan,80-89 år,2045,266,Framskriving 2020
Siljan,90 år eller eldre,2045,79,Framskriving 2020
Siljan,0 år,2046,24,Framskriving 2020
Siljan,1-5 år,2046,133,Framskriving 2020
Siljan,6-12 år,2046,209,Framskriving 2020
Siljan,13-15 år,2046,93,Framskriving 2020
Siljan,16-19 år,2046,112,Framskriving 2020
Siljan,20-44 år,2046,687,Framskriving 2020
Siljan,45-66 år,2046,716,Framskriving 2020
Siljan,67-79 år,2046,431,Framskriving 2020
Siljan,80-89 år,2046,265,Framskriving 2020
Siljan,90 år eller eldre,2046,83,Framskriving 2020
Siljan,0 år,2047,24,Framskriving 2020
Siljan,1-5 år,2047,133,Framskriving 2020
Siljan,6-12 år,2047,209,Framskriving 2020
Siljan,13-15 år,2047,93,Framskriving 2020
Siljan,16-19 år,2047,113,Framskriving 2020
Siljan,20-44 år,2047,685,Framskriving 2020
Siljan,45-66 år,2047,719,Framskriving 2020
Siljan,67-79 år,2047,428,Framskriving 2020
Siljan,80-89 år,2047,267,Framskriving 2020
Siljan,90 år eller eldre,2047,89,Framskriving 2020
Siljan,0 år,2048,23,Framskriving 2020
Siljan,1-5 år,2048,133,Framskriving 2020
Siljan,6-12 år,2048,209,Framskriving 2020
Siljan,13-15 år,2048,93,Framskriving 2020
Siljan,16-19 år,2048,113,Framskriving 2020
Siljan,20-44 år,2048,684,Framskriving 2020
Siljan,45-66 år,2048,724,Framskriving 2020
Siljan,67-79 år,2048,424,Framskriving 2020
Siljan,80-89 år,2048,269,Framskriving 2020
Siljan,90 år eller eldre,2048,94,Framskriving 2020
Siljan,0 år,2049,23,Framskriving 2020
Siljan,1-5 år,2049,133,Framskriving 2020
Siljan,6-12 år,2049,208,Framskriving 2020
Siljan,13-15 år,2049,93,Framskriving 2020
Siljan,16-19 år,2049,114,Framskriving 2020
Siljan,20-44 år,2049,683,Framskriving 2020
Siljan,45-66 år,2049,724,Framskriving 2020
Siljan,67-79 år,2049,426,Framskriving 2020
Siljan,80-89 år,2049,267,Framskriving 2020
Siljan,90 år eller eldre,2049,101,Framskriving 2020
Siljan,0 år,2050,23,Framskriving 2020
Siljan,1-5 år,2050,132,Framskriving 2020
Siljan,6-12 år,2050,208,Framskriving 2020
Siljan,13-15 år,2050,93,Framskriving 2020
Siljan,16-19 år,2050,115,Framskriving 2020
Siljan,20-44 år,2050,684,Framskriving 2020
Siljan,45-66 år,2050,724,Framskriving 2020
Siljan,67-79 år,2050,417,Framskriving 2020
Siljan,80-89 år,2050,274,Framskriving 2020
Siljan,90 år eller eldre,2050,106,Framskriving 2020
Bamble,0 år,2020,134,Framskriving 2020
Bamble,1-5 år,2020,654,Framskriving 2020
Bamble,6-12 år,2020,1129,Framskriving 2020
Bamble,13-15 år,2020,522,Framskriving 2020
Bamble,16-19 år,2020,745,Framskriving 2020
Bamble,20-44 år,2020,3909,Framskriving 2020
Bamble,45-66 år,2020,4322,Framskriving 2020
Bamble,67-79 år,2020,2046,Framskriving 2020
Bamble,80-89 år,2020,508,Framskriving 2020
Bamble,90 år eller eldre,2020,92,Framskriving 2020
Bamble,0 år,2021,119,Framskriving 2020
Bamble,1-5 år,2021,670,Framskriving 2020
Bamble,6-12 år,2021,1080,Framskriving 2020
Bamble,13-15 år,2021,551,Framskriving 2020
Bamble,16-19 år,2021,687,Framskriving 2020
Bamble,20-44 år,2021,3910,Framskriving 2020
Bamble,45-66 år,2021,4318,Framskriving 2020
Bamble,67-79 år,2021,2085,Framskriving 2020
Bamble,80-89 år,2021,534,Framskriving 2020
Bamble,90 år eller eldre,2021,98,Framskriving 2020
Bamble,0 år,2022,119,Framskriving 2020
Bamble,1-5 år,2022,684,Framskriving 2020
Bamble,6-12 år,2022,1036,Framskriving 2020
Bamble,13-15 år,2022,564,Framskriving 2020
Bamble,16-19 år,2022,642,Framskriving 2020
Bamble,20-44 år,2022,3912,Framskriving 2020
Bamble,45-66 år,2022,4290,Framskriving 2020
Bamble,67-79 år,2022,2142,Framskriving 2020
Bamble,80-89 år,2022,562,Framskriving 2020
Bamble,90 år eller eldre,2022,97,Framskriving 2020
Bamble,0 år,2023,117,Framskriving 2020
Bamble,1-5 år,2023,666,Framskriving 2020
Bamble,6-12 år,2023,1039,Framskriving 2020
Bamble,13-15 år,2023,524,Framskriving 2020
Bamble,16-19 år,2023,674,Framskriving 2020
Bamble,20-44 år,2023,3907,Framskriving 2020
Bamble,45-66 år,2023,4232,Framskriving 2020
Bamble,67-79 år,2023,2200,Framskriving 2020
Bamble,80-89 år,2023,590,Framskriving 2020
Bamble,90 år eller eldre,2023,100,Framskriving 2020
Bamble,0 år,2024,117,Framskriving 2020
Bamble,1-5 år,2024,650,Framskriving 2020
Bamble,6-12 år,2024,1042,Framskriving 2020
Bamble,13-15 år,2024,489,Framskriving 2020
Bamble,16-19 år,2024,696,Framskriving 2020
Bamble,20-44 år,2024,3921,Framskriving 2020
Bamble,45-66 år,2024,4162,Framskriving 2020
Bamble,67-79 år,2024,2229,Framskriving 2020
Bamble,80-89 år,2024,633,Framskriving 2020
Bamble,90 år eller eldre,2024,110,Framskriving 2020
Bamble,0 år,2025,118,Framskriving 2020
Bamble,1-5 år,2025,645,Framskriving 2020
Bamble,6-12 år,2025,1010,Framskriving 2020
Bamble,13-15 år,2025,498,Framskriving 2020
Bamble,16-19 år,2025,705,Framskriving 2020
Bamble,20-44 år,2025,3895,Framskriving 2020
Bamble,45-66 år,2025,4144,Framskriving 2020
Bamble,67-79 år,2025,2201,Framskriving 2020
Bamble,80-89 år,2025,729,Framskriving 2020
Bamble,90 år eller eldre,2025,104,Framskriving 2020
Bamble,0 år,2026,119,Framskriving 2020
Bamble,1-5 år,2026,632,Framskriving 2020
Bamble,6-12 år,2026,1016,Framskriving 2020
Bamble,13-15 år,2026,489,Framskriving 2020
Bamble,16-19 år,2026,703,Framskriving 2020
Bamble,20-44 år,2026,3890,Framskriving 2020
Bamble,45-66 år,2026,4090,Framskriving 2020
Bamble,67-79 år,2026,2199,Framskriving 2020
Bamble,80-89 år,2026,794,Framskriving 2020
Bamble,90 år eller eldre,2026,118,Framskriving 2020
Bamble,0 år,2027,119,Framskriving 2020
Bamble,1-5 år,2027,630,Framskriving 2020
Bamble,6-12 år,2027,1002,Framskriving 2020
Bamble,13-15 år,2027,491,Framskriving 2020
Bamble,16-19 år,2027,666,Framskriving 2020
Bamble,20-44 år,2027,3918,Framskriving 2020
Bamble,45-66 år,2027,4041,Framskriving 2020
Bamble,67-79 år,2027,2194,Framskriving 2020
Bamble,80-89 år,2027,868,Framskriving 2020
Bamble,90 år eller eldre,2027,122,Framskriving 2020
Bamble,0 år,2028,119,Framskriving 2020
Bamble,1-5 år,2028,631,Framskriving 2020
Bamble,6-12 år,2028,1004,Framskriving 2020
Bamble,13-15 år,2028,454,Framskriving 2020
Bamble,16-19 år,2028,663,Framskriving 2020
Bamble,20-44 år,2028,3929,Framskriving 2020
Bamble,45-66 år,2028,4008,Framskriving 2020
Bamble,67-79 år,2028,2184,Framskriving 2020
Bamble,80-89 år,2028,933,Framskriving 2020
Bamble,90 år eller eldre,2028,127,Framskriving 2020
Bamble,0 år,2029,121,Framskriving 2020
Bamble,1-5 år,2029,632,Framskriving 2020
Bamble,6-12 år,2029,1011,Framskriving 2020
Bamble,13-15 år,2029,439,Framskriving 2020
Bamble,16-19 år,2029,643,Framskriving 2020
Bamble,20-44 år,2029,3918,Framskriving 2020
Bamble,45-66 år,2029,4001,Framskriving 2020
Bamble,67-79 år,2029,2164,Framskriving 2020
Bamble,80-89 år,2029,990,Framskriving 2020
Bamble,90 år eller eldre,2029,135,Framskriving 2020
Bamble,0 år,2030,121,Framskriving 2020
Bamble,1-5 år,2030,636,Framskriving 2020
Bamble,6-12 år,2030,996,Framskriving 2020
Bamble,13-15 år,2030,442,Framskriving 2020
Bamble,16-19 år,2030,639,Framskriving 2020
Bamble,20-44 år,2030,3897,Framskriving 2020
Bamble,45-66 år,2030,3969,Framskriving 2020
Bamble,67-79 år,2030,2184,Framskriving 2020
Bamble,80-89 år,2030,1022,Framskriving 2020
Bamble,90 år eller eldre,2030,150,Framskriving 2020
Bamble,0 år,2031,121,Framskriving 2020
Bamble,1-5 år,2031,639,Framskriving 2020
Bamble,6-12 år,2031,979,Framskriving 2020
Bamble,13-15 år,2031,455,Framskriving 2020
Bamble,16-19 år,2031,627,Framskriving 2020
Bamble,20-44 år,2031,3903,Framskriving 2020
Bamble,45-66 år,2031,3938,Framskriving 2020
Bamble,67-79 år,2031,2164,Framskriving 2020
Bamble,80-89 år,2031,1071,Framskriving 2020
Bamble,90 år eller eldre,2031,161,Framskriving 2020
Bamble,0 år,2032,122,Framskriving 2020
Bamble,1-5 år,2032,641,Framskriving 2020
Bamble,6-12 år,2032,977,Framskriving 2020
Bamble,13-15 år,2032,466,Framskriving 2020
Bamble,16-19 år,2032,589,Framskriving 2020
Bamble,20-44 år,2032,3899,Framskriving 2020
Bamble,45-66 år,2032,3893,Framskriving 2020
Bamble,67-79 år,2032,2205,Framskriving 2020
Bamble,80-89 år,2032,1098,Framskriving 2020
Bamble,90 år eller eldre,2032,170,Framskriving 2020
Bamble,0 år,2033,123,Framskriving 2020
Bamble,1-5 år,2033,647,Framskriving 2020
Bamble,6-12 år,2033,967,Framskriving 2020
Bamble,13-15 år,2033,462,Framskriving 2020
Bamble,16-19 år,2033,596,Framskriving 2020
Bamble,20-44 år,2033,3863,Framskriving 2020
Bamble,45-66 år,2033,3882,Framskriving 2020
Bamble,67-79 år,2033,2208,Framskriving 2020
Bamble,80-89 år,2033,1136,Framskriving 2020
Bamble,90 år eller eldre,2033,178,Framskriving 2020
Bamble,0 år,2034,123,Framskriving 2020
Bamble,1-5 år,2034,649,Framskriving 2020
Bamble,6-12 år,2034,967,Framskriving 2020
Bamble,13-15 år,2034,449,Framskriving 2020
Bamble,16-19 år,2034,597,Framskriving 2020
Bamble,20-44 år,2034,3830,Framskriving 2020
Bamble,45-66 år,2034,3867,Framskriving 2020
Bamble,67-79 år,2034,2236,Framskriving 2020
Bamble,80-89 år,2034,1148,Framskriving 2020
Bamble,90 år eller eldre,2034,198,Framskriving 2020
Bamble,0 år,2035,125,Framskriving 2020
Bamble,1-5 år,2035,652,Framskriving 2020
Bamble,6-12 år,2035,968,Framskriving 2020
Bamble,13-15 år,2035,445,Framskriving 2020
Bamble,16-19 år,2035,600,Framskriving 2020
Bamble,20-44 år,2035,3790,Framskriving 2020
Bamble,45-66 år,2035,3858,Framskriving 2020
Bamble,67-79 år,2035,2244,Framskriving 2020
Bamble,80-89 år,2035,1146,Framskriving 2020
Bamble,90 år eller eldre,2035,237,Framskriving 2020
Bamble,0 år,2036,125,Framskriving 2020
Bamble,1-5 år,2036,658,Framskriving 2020
Bamble,6-12 år,2036,973,Framskriving 2020
Bamble,13-15 år,2036,433,Framskriving 2020
Bamble,16-19 år,2036,612,Framskriving 2020
Bamble,20-44 år,2036,3750,Framskriving 2020
Bamble,45-66 år,2036,3834,Framskriving 2020
Bamble,67-79 år,2036,2255,Framskriving 2020
Bamble,80-89 år,2036,1160,Framskriving 2020
Bamble,90 år eller eldre,2036,267,Framskriving 2020
Bamble,0 år,2037,125,Framskriving 2020
Bamble,1-5 år,2037,661,Framskriving 2020
Bamble,6-12 år,2037,979,Framskriving 2020
Bamble,13-15 år,2037,432,Framskriving 2020
Bamble,16-19 år,2037,598,Framskriving 2020
Bamble,20-44 år,2037,3724,Framskriving 2020
Bamble,45-66 år,2037,3822,Framskriving 2020
Bamble,67-79 år,2037,2268,Framskriving 2020
Bamble,80-89 år,2037,1167,Framskriving 2020
Bamble,90 år eller eldre,2037,291,Framskriving 2020
Bamble,0 år,2038,125,Framskriving 2020
Bamble,1-5 år,2038,666,Framskriving 2020
Bamble,6-12 år,2038,982,Framskriving 2020
Bamble,13-15 år,2038,431,Framskriving 2020
Bamble,16-19 år,2038,584,Framskriving 2020
Bamble,20-44 år,2038,3695,Framskriving 2020
Bamble,45-66 år,2038,3816,Framskriving 2020
Bamble,67-79 år,2038,2281,Framskriving 2020
Bamble,80-89 år,2038,1168,Framskriving 2020
Bamble,90 år eller eldre,2038,317,Framskriving 2020
Bamble,0 år,2039,125,Framskriving 2020
Bamble,1-5 år,2039,668,Framskriving 2020
Bamble,6-12 år,2039,989,Framskriving 2020
Bamble,13-15 år,2039,432,Framskriving 2020
Bamble,16-19 år,2039,581,Framskriving 2020
Bamble,20-44 år,2039,3677,Framskriving 2020
Bamble,45-66 år,2039,3780,Framskriving 2020
Bamble,67-79 år,2039,2298,Framskriving 2020
Bamble,80-89 år,2039,1179,Framskriving 2020
Bamble,90 år eller eldre,2039,332,Framskriving 2020
Bamble,0 år,2040,124,Framskriving 2020
Bamble,1-5 år,2040,670,Framskriving 2020
Bamble,6-12 år,2040,994,Framskriving 2020
Bamble,13-15 år,2040,433,Framskriving 2020
Bamble,16-19 år,2040,572,Framskriving 2020
Bamble,20-44 år,2040,3656,Framskriving 2020
Bamble,45-66 år,2040,3755,Framskriving 2020
Bamble,67-79 år,2040,2314,Framskriving 2020
Bamble,80-89 år,2040,1193,Framskriving 2020
Bamble,90 år eller eldre,2040,345,Framskriving 2020
Bamble,0 år,2041,123,Framskriving 2020
Bamble,1-5 år,2041,668,Framskriving 2020
Bamble,6-12 år,2041,999,Framskriving 2020
Bamble,13-15 år,2041,438,Framskriving 2020
Bamble,16-19 år,2041,570,Framskriving 2020
Bamble,20-44 år,2041,3628,Framskriving 2020
Bamble,45-66 år,2041,3749,Framskriving 2020
Bamble,67-79 år,2041,2314,Framskriving 2020
Bamble,80-89 år,2041,1200,Framskriving 2020
Bamble,90 år eller eldre,2041,362,Framskriving 2020
Bamble,0 år,2042,123,Framskriving 2020
Bamble,1-5 år,2042,667,Framskriving 2020
Bamble,6-12 år,2042,1006,Framskriving 2020
Bamble,13-15 år,2042,438,Framskriving 2020
Bamble,16-19 år,2042,570,Framskriving 2020
Bamble,20-44 år,2042,3606,Framskriving 2020
Bamble,45-66 år,2042,3750,Framskriving 2020
Bamble,67-79 år,2042,2317,Framskriving 2020
Bamble,80-89 år,2042,1202,Framskriving 2020
Bamble,90 år eller eldre,2042,365,Framskriving 2020
Bamble,0 år,2043,121,Framskriving 2020
Bamble,1-5 år,2043,665,Framskriving 2020
Bamble,6-12 år,2043,1011,Framskriving 2020
Bamble,13-15 år,2043,442,Framskriving 2020
Bamble,16-19 år,2043,573,Framskriving 2020
Bamble,20-44 år,2043,3582,Framskriving 2020
Bamble,45-66 år,2043,3749,Framskriving 2020
Bamble,67-79 år,2043,2296,Framskriving 2020
Bamble,80-89 år,2043,1221,Framskriving 2020
Bamble,90 år eller eldre,2043,377,Framskriving 2020
Bamble,0 år,2044,121,Framskriving 2020
Bamble,1-5 år,2044,660,Framskriving 2020
Bamble,6-12 år,2044,1016,Framskriving 2020
Bamble,13-15 år,2044,444,Framskriving 2020
Bamble,16-19 år,2044,577,Framskriving 2020
Bamble,20-44 år,2044,3561,Framskriving 2020
Bamble,45-66 år,2044,3742,Framskriving 2020
Bamble,67-79 år,2044,2301,Framskriving 2020
Bamble,80-89 år,2044,1227,Framskriving 2020
Bamble,90 år eller eldre,2044,381,Framskriving 2020
Bamble,0 år,2045,121,Framskriving 2020
Bamble,1-5 år,2045,657,Framskriving 2020
Bamble,6-12 år,2045,1019,Framskriving 2020
Bamble,13-15 år,2045,444,Framskriving 2020
Bamble,16-19 år,2045,578,Framskriving 2020
Bamble,20-44 år,2045,3544,Framskriving 2020
Bamble,45-66 år,2045,3760,Framskriving 2020
Bamble,67-79 år,2045,2255,Framskriving 2020
Bamble,80-89 år,2045,1252,Framskriving 2020
Bamble,90 år eller eldre,2045,392,Framskriving 2020
Bamble,0 år,2046,119,Framskriving 2020
Bamble,1-5 år,2046,652,Framskriving 2020
Bamble,6-12 år,2046,1022,Framskriving 2020
Bamble,13-15 år,2046,449,Framskriving 2020
Bamble,16-19 år,2046,581,Framskriving 2020
Bamble,20-44 år,2046,3517,Framskriving 2020
Bamble,45-66 år,2046,3788,Framskriving 2020
Bamble,67-79 år,2046,2220,Framskriving 2020
Bamble,80-89 år,2046,1261,Framskriving 2020
Bamble,90 år eller eldre,2046,404,Framskriving 2020
Bamble,0 år,2047,119,Framskriving 2020
Bamble,1-5 år,2047,650,Framskriving 2020
Bamble,6-12 år,2047,1020,Framskriving 2020
Bamble,13-15 år,2047,450,Framskriving 2020
Bamble,16-19 år,2047,585,Framskriving 2020
Bamble,20-44 år,2047,3504,Framskriving 2020
Bamble,45-66 år,2047,3789,Framskriving 2020
Bamble,67-79 år,2047,2188,Framskriving 2020
