Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Kviteseid,2024-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",51.1,2,4,8
Kviteseid,2024-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",69.7,2,3,8
Kviteseid,2024-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",43.2,2,3,8
Kviteseid,2024-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",33.4,2,3,8
Kviteseid,2024-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,2,8
Kviteseid,2024-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",,2,2,8
Kviteseid,2024-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",,2,2,8
Kviteseid,2024-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",97.4,2,5,8
Kviteseid,2024-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",,2,5,8
Kviteseid,2024-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",,2,5,8
Kviteseid,2024-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",131.6,2,6,8
Kviteseid,2024-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",91.1,2,6,8
Kviteseid,2024-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",69.8,2,6,8
Kviteseid,2024-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",101.6,2,7,8
Kviteseid,2024-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",84.6,2,7,8
Kviteseid,2024-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",34.0,2,7,8
Kviteseid,2024-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,8,8
Kviteseid,2024-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",,2,8,8
Kviteseid,2024-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",,2,8,8
Kviteseid,2024-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",159.1,3,1,8
Kviteseid,2024-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",127.7,3,1,8
Kviteseid,2024-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",55.3,3,1,8
Kviteseid,2024-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",161.5,3,4,8
Kviteseid,2024-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",127.5,3,4,8
Kviteseid,2024-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",66.5,3,4,8
Kviteseid,2024-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",98.5,3,3,8
Kviteseid,2024-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",81.3,3,3,8
Kviteseid,2024-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",41.6,3,3,8
Kviteseid,2024-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,2,8
Kviteseid,2024-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",,3,2,8
Kviteseid,2024-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",,3,2,8
Kviteseid,2024-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",166.8,3,5,8
Kviteseid,2024-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",,3,5,8
Kviteseid,2024-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",,3,5,8
Kviteseid,2024-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",226.7,3,6,8
Kviteseid,2024-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",173.8,3,6,8
Kviteseid,2024-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",92.3,3,6,8
Kviteseid,2024-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",160.6,3,7,8
Kviteseid,2024-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",133.4,3,7,8
Kviteseid,2024-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",42.9,3,7,8
Kviteseid,2024-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,8,8
Kviteseid,2024-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",,3,8,8
Kviteseid,2024-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",,3,8,8
Nissedal,2017-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",113.3,1,1,10
Nissedal,2017-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",88.1,1,1,10
Nissedal,2017-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",40.1,1,1,10
Nissedal,2017-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",94.9,1,4,10
Nissedal,2017-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",67.1,1,4,10
Nissedal,2017-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",39.9,1,4,10
Nissedal,2017-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",86.2,1,3,10
Nissedal,2017-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",54.4,1,3,10
Nissedal,2017-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",40.1,1,3,10
Nissedal,2017-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",45.7,1,2,10
Nissedal,2017-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",28.8,1,2,10
Nissedal,2017-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",,1,2,10
Nissedal,2017-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",141.0,1,5,10
Nissedal,2017-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",89.6,1,5,10
Nissedal,2017-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",,1,5,10
Nissedal,2017-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",100.3,1,6,10
Nissedal,2017-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",78.2,1,6,10
Nissedal,2017-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",37.8,1,6,10
Nissedal,2017-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",135.4,1,7,10
Nissedal,2017-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",114.2,1,7,10
Nissedal,2017-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",39.2,1,7,10
Nissedal,2017-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",171.2,1,8,10
Nissedal,2017-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",,1,8,10
Nissedal,2017-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",,1,8,10
Nissedal,2017-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",98.4,2,1,10
Nissedal,2017-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",76.0,2,1,10
Nissedal,2017-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",29.7,2,1,10
Nissedal,2017-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",98.6,2,4,10
Nissedal,2017-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",68.5,2,4,10
Nissedal,2017-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",41.3,2,4,10
Nissedal,2017-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",102.6,2,3,10
Nissedal,2017-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",64.6,2,3,10
Nissedal,2017-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",47.3,2,3,10
Nissedal,2017-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,2,10
Nissedal,2017-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",,2,2,10
Nissedal,2017-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",,2,2,10
Nissedal,2017-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,5,10
Nissedal,2017-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",,2,5,10
Nissedal,2017-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",,2,5,10
Nissedal,2017-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",86.7,2,6,10
Nissedal,2017-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",68.2,2,6,10
Nissedal,2017-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",,2,6,10
Nissedal,2017-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",98.8,2,7,10
Nissedal,2017-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",86.5,2,7,10
Nissedal,2017-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",15.4,2,7,10
Nissedal,2017-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,8,10
Nissedal,2017-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",,2,8,10
Nissedal,2017-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",,2,8,10
Nissedal,2017-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",128.4,3,1,10
Nissedal,2017-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",100.3,3,1,10
Nissedal,2017-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",51.3,3,1,10
Nissedal,2017-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",89.6,3,4,10
Nissedal,2017-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",64.6,3,4,10
Nissedal,2017-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",37.7,3,4,10
Nissedal,2017-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",64.4,3,3,10
Nissedal,2017-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",40.5,3,3,10
Nissedal,2017-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",,3,3,10
Nissedal,2017-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,2,10
Nissedal,2017-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",,3,2,10
Nissedal,2017-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",,3,2,10
Nissedal,2017-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,5,10
Nissedal,2017-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",,3,5,10
Nissedal,2017-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",,3,5,10
Nissedal,2017-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",114.6,3,6,10
Nissedal,2017-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",88.9,3,6,10
Nissedal,2017-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",45.0,3,6,10
Nissedal,2017-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",173.5,3,7,10
Nissedal,2017-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",142.8,3,7,10
Nissedal,2017-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",64.9,3,7,10
Nissedal,2017-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,8,10
Nissedal,2017-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",,3,8,10
Nissedal,2017-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",,3,8,10
Nissedal,2018-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",111.1,1,1,10
Nissedal,2018-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",87.2,1,1,10
Nissedal,2018-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",41.4,1,1,10
Nissedal,2018-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",97.6,1,4,10
Nissedal,2018-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",69.4,1,4,10
Nissedal,2018-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",42.0,1,4,10
Nissedal,2018-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",66.0,1,3,10
Nissedal,2018-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",54.6,1,3,10
Nissedal,2018-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",,1,3,10
Nissedal,2018-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",44.8,1,2,10
Nissedal,2018-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",,1,2,10
Nissedal,2018-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",,1,2,10
Nissedal,2018-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",92.3,1,5,10
Nissedal,2018-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",,1,5,10
Nissedal,2018-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",,1,5,10
Nissedal,2018-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",130.1,1,6,10
Nissedal,2018-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",83.5,1,6,10
Nissedal,2018-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",,1,6,10
Nissedal,2018-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",127.6,1,7,10
Nissedal,2018-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",109.6,1,7,10
Nissedal,2018-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",39.5,1,7,10
Nissedal,2018-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",129.6,1,8,10
Nissedal,2018-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",,1,8,10
Nissedal,2018-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",,1,8,10
Nissedal,2018-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",100.7,2,1,10
Nissedal,2018-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",83.8,2,1,10
Nissedal,2018-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",30.0,2,1,10
Nissedal,2018-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",98.0,2,4,10
Nissedal,2018-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",72.9,2,4,10
Nissedal,2018-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",,2,4,10
Nissedal,2018-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,3,10
Nissedal,2018-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",,2,3,10
Nissedal,2018-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",34.3,2,3,10
Nissedal,2018-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,2,10
Nissedal,2018-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",73.5,2,2,10
Nissedal,2018-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",,2,2,10
Nissedal,2018-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,5,10
Nissedal,2018-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",,2,5,10
Nissedal,2018-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",,2,5,10
Nissedal,2018-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,6,10
Nissedal,2018-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",,2,6,10
Nissedal,2018-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",,2,6,10
Nissedal,2018-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",104.3,2,7,10
Nissedal,2018-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",98.1,2,7,10
Nissedal,2018-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",,2,7,10
Nissedal,2018-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,8,10
Nissedal,2018-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",,2,8,10
Nissedal,2018-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",,2,8,10
Nissedal,2018-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",121.3,3,1,10
Nissedal,2018-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",89.7,3,1,10
Nissedal,2018-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",53.5,3,1,10
Nissedal,2018-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",96.3,3,4,10
Nissedal,2018-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",64.8,3,4,10
Nissedal,2018-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",,3,4,10
Nissedal,2018-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,3,10
Nissedal,2018-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",,3,3,10
Nissedal,2018-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",,3,3,10
Nissedal,2018-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,2,10
Nissedal,2018-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",,3,2,10
Nissedal,2018-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",,3,2,10
Nissedal,2018-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,5,10
Nissedal,2018-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",,3,5,10
Nissedal,2018-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",,3,5,10
Nissedal,2018-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,6,10
Nissedal,2018-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",,3,6,10
Nissedal,2018-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",87.5,3,6,10
Nissedal,2018-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",151.1,3,7,10
Nissedal,2018-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",120.1,3,7,10
Nissedal,2018-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",,3,7,10
Nissedal,2018-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,8,10
Nissedal,2018-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",,3,8,10
Nissedal,2018-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",,3,8,10
Nissedal,2019-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",109.6,1,1,10
Nissedal,2019-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",89.9,1,1,10
Nissedal,2019-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",38.3,1,1,10
Nissedal,2019-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",108.2,1,4,10
Nissedal,2019-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",88.2,1,4,10
Nissedal,2019-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",38.7,1,4,10
Nissedal,2019-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",84.2,1,3,10
Nissedal,2019-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",64.2,1,3,10
Nissedal,2019-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",37.6,1,3,10
Nissedal,2019-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",35.0,1,2,10
Nissedal,2019-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",23.2,1,2,10
Nissedal,2019-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",,1,2,10
Nissedal,2019-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",160.7,1,5,10
Nissedal,2019-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",130.9,1,5,10
Nissedal,2019-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",,1,5,10
Nissedal,2019-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",131.6,1,6,10
Nissedal,2019-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",112.0,1,6,10
Nissedal,2019-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",38.8,1,6,10
Nissedal,2019-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",112.8,1,7,10
Nissedal,2019-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",94.5,1,7,10
Nissedal,2019-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",36.8,1,7,10
Nissedal,2019-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",148.5,1,8,10
Nissedal,2019-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",,1,8,10
Nissedal,2019-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",,1,8,10
Nissedal,2019-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",91.5,2,1,10
Nissedal,2019-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",72.8,2,1,10
Nissedal,2019-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",32.5,2,1,10
Nissedal,2019-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",94.6,2,4,10
Nissedal,2019-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",71.8,2,4,10
Nissedal,2019-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",40.4,2,4,10
Nissedal,2019-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",79.8,2,3,10
Nissedal,2019-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",54.6,2,3,10
Nissedal,2019-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",,2,3,10
Nissedal,2019-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,2,10
Nissedal,2019-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",,2,2,10
Nissedal,2019-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",,2,2,10
Nissedal,2019-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,5,10
Nissedal,2019-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",,2,5,10
Nissedal,2019-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",,2,5,10
Nissedal,2019-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",108.2,2,6,10
Nissedal,2019-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",89.0,2,6,10
Nissedal,2019-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",,2,6,10
Nissedal,2019-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",88.8,2,7,10
Nissedal,2019-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",76.0,2,7,10
Nissedal,2019-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",22.4,2,7,10
Nissedal,2019-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,2,8,10
Nissedal,2019-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",,2,8,10
Nissedal,2019-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",,2,8,10
Nissedal,2019-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",128.4,3,1,10
Nissedal,2019-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",107.6,3,1,10
Nissedal,2019-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",44.4,3,1,10
Nissedal,2019-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",122.3,3,4,10
Nissedal,2019-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",105.5,3,4,10
Nissedal,2019-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",36.3,3,4,10
Nissedal,2019-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",88.6,3,3,10
Nissedal,2019-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",74.9,3,3,10
Nissedal,2019-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",,3,3,10
Nissedal,2019-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",,3,2,10
