Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Telemark,2022-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",17.3,3,2,1
Telemark,2022-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",204.2,3,5,1
Telemark,2022-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",140.7,3,5,1
Telemark,2022-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",106.9,3,5,1
Telemark,2022-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",256.8,3,6,1
Telemark,2022-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",183.9,3,6,1
Telemark,2022-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",126.8,3,6,1
Telemark,2022-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",217.2,3,7,1
Telemark,2022-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",168.4,3,7,1
Telemark,2022-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",83.3,3,7,1
Telemark,2022-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",203.5,3,8,1
Telemark,2022-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",158.4,3,8,1
Telemark,2022-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",72.4,3,8,1
Telemark,2023-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",177.7,1,1,1
Telemark,2023-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",131.8,1,1,1
Telemark,2023-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",78.0,1,1,1
Telemark,2023-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",172.7,1,4,1
Telemark,2023-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",123.6,1,4,1
Telemark,2023-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",82.7,1,4,1
Telemark,2023-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",115.8,1,3,1
Telemark,2023-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",81.3,1,3,1
Telemark,2023-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",54.1,1,3,1
Telemark,2023-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",71.1,1,2,1
Telemark,2023-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",52.6,1,2,1
Telemark,2023-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",25.8,1,2,1
Telemark,2023-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",173.9,1,5,1
Telemark,2023-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",118.8,1,5,1
Telemark,2023-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",91.1,1,5,1
Telemark,2023-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",231.3,1,6,1
Telemark,2023-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",166.9,1,6,1
Telemark,2023-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",112.3,1,6,1
Telemark,2023-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",185.5,1,7,1
Telemark,2023-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",144.6,1,7,1
Telemark,2023-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",70.6,1,7,1
Telemark,2023-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",170.9,1,8,1
Telemark,2023-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",134.4,1,8,1
Telemark,2023-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",61.7,1,8,1
Telemark,2023-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",149.3,2,1,1
Telemark,2023-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",108.4,2,1,1
Telemark,2023-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",67.2,2,1,1
Telemark,2023-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",148.8,2,4,1
Telemark,2023-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",103.8,2,4,1
Telemark,2023-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",73.4,2,4,1
Telemark,2023-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",107.6,2,3,1
Telemark,2023-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",72.8,2,3,1
Telemark,2023-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",52.3,2,3,1
Telemark,2023-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",79.8,2,2,1
Telemark,2023-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",56.9,2,2,1
Telemark,2023-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",31.5,2,2,1
Telemark,2023-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",143.6,2,5,1
Telemark,2023-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",93.5,2,5,1
Telemark,2023-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",79.5,2,5,1
Telemark,2023-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",192.0,2,6,1
Telemark,2023-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",135.9,2,6,1
Telemark,2023-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",95.5,2,6,1
Telemark,2023-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",150.6,2,7,1
Telemark,2023-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",116.2,2,7,1
Telemark,2023-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",57.5,2,7,1
Telemark,2023-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",133.5,2,8,1
Telemark,2023-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",108.1,2,8,1
Telemark,2023-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",43.0,2,8,1
Telemark,2023-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",207.2,3,1,1
Telemark,2023-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",156.1,3,1,1
Telemark,2023-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",89.2,3,1,1
Telemark,2023-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",197.8,3,4,1
Telemark,2023-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",144.5,3,4,1
Telemark,2023-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",92.5,3,4,1
Telemark,2023-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",124.4,3,3,1
Telemark,2023-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",90.4,3,3,1
Telemark,2023-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",56.0,3,3,1
Telemark,2023-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",61.9,3,2,1
Telemark,2023-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",48.1,3,2,1
Telemark,2023-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",19.7,3,2,1
Telemark,2023-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",205.9,3,5,1
Telemark,2023-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",145.5,3,5,1
Telemark,2023-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",103.3,3,5,1
Telemark,2023-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",272.5,3,6,1
Telemark,2023-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",199.3,3,6,1
Telemark,2023-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",129.9,3,6,1
Telemark,2023-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",221.2,3,7,1
Telemark,2023-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",173.5,3,7,1
Telemark,2023-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",83.9,3,7,1
Telemark,2023-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",205.5,3,8,1
Telemark,2023-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",158.8,3,8,1
Telemark,2023-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",79.1,3,8,1
Telemark,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",185.8,1,1,1
Telemark,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",141.5,1,1,1
Telemark,2024-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",78.8,1,1,1
Telemark,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",179.5,1,4,1
Telemark,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",130.8,1,4,1
Telemark,2024-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",85.7,1,4,1
Telemark,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",119.6,1,3,1
Telemark,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",83.9,1,3,1
Telemark,2024-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",55.6,1,3,1
Telemark,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",73.4,1,2,1
Telemark,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",53.6,1,2,1
Telemark,2024-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",27.2,1,2,1
Telemark,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",179.6,1,5,1
Telemark,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",123.3,1,5,1
Telemark,2024-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",92.5,1,5,1
Telemark,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",241.0,1,6,1
Telemark,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",179.0,1,6,1
Telemark,2024-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",116.9,1,6,1
Telemark,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",195.4,1,7,1
Telemark,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",157.7,1,7,1
Telemark,2024-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",68.6,1,7,1
Telemark,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",188.0,1,8,1
Telemark,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",151.4,1,8,1
Telemark,2024-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",63.8,1,8,1
Telemark,2024-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",155.0,2,1,1
Telemark,2024-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",115.3,2,1,1
Telemark,2024-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",67.3,2,1,1
Telemark,2024-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",153.0,2,4,1
Telemark,2024-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",108.5,2,4,1
Telemark,2024-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",74.6,2,4,1
Telemark,2024-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",110.6,2,3,1
Telemark,2024-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",75.0,2,3,1
Telemark,2024-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",52.8,2,3,1
Telemark,2024-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",82.5,2,2,1
Telemark,2024-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",57.3,2,2,1
Telemark,2024-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",33.3,2,2,1
Telemark,2024-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",146.9,2,5,1
Telemark,2024-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",97.9,2,5,1
Telemark,2024-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",78.0,2,5,1
Telemark,2024-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",197.3,2,6,1
Telemark,2024-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",143.4,2,6,1
Telemark,2024-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",97.6,2,6,1
Telemark,2024-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",158.3,2,7,1
Telemark,2024-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",126.0,2,7,1
Telemark,2024-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",56.2,2,7,1
Telemark,2024-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",143.1,2,8,1
Telemark,2024-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",114.6,2,8,1
Telemark,2024-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",46.0,2,8,1
Telemark,2024-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",217.8,3,1,1
Telemark,2024-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",168.7,3,1,1
Telemark,2024-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",90.7,3,1,1
Telemark,2024-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",207.3,3,4,1
Telemark,2024-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",154.3,3,4,1
Telemark,2024-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",97.3,3,4,1
Telemark,2024-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",129.2,3,3,1
Telemark,2024-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",93.3,3,3,1
Telemark,2024-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",58.5,3,3,1
Telemark,2024-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",63.9,3,2,1
Telemark,2024-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",49.6,3,2,1
Telemark,2024-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",20.7,3,2,1
Telemark,2024-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",214.2,3,5,1
Telemark,2024-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",150.1,3,5,1
Telemark,2024-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",107.8,3,5,1
Telemark,2024-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",286.8,3,6,1
Telemark,2024-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",216.3,3,6,1
Telemark,2024-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",137.0,3,6,1
Telemark,2024-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",233.3,3,7,1
Telemark,2024-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",190.1,3,7,1
Telemark,2024-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",81.3,3,7,1
Telemark,2024-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",229.7,3,8,1
Telemark,2024-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",185.6,3,8,1
Telemark,2024-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",80.4,3,8,1
Porsgrunn,2017-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",176.9,1,1,13
Porsgrunn,2017-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",127.6,1,1,13
Porsgrunn,2017-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",78.4,1,1,13
Porsgrunn,2017-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",159.7,1,4,13
Porsgrunn,2017-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",111.8,1,4,13
Porsgrunn,2017-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",76.3,1,4,13
Porsgrunn,2017-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",108.5,1,3,13
Porsgrunn,2017-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",72.8,1,3,13
Porsgrunn,2017-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",51.3,1,3,13
Porsgrunn,2017-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",56.1,1,2,13
Porsgrunn,2017-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",42.5,1,2,13
Porsgrunn,2017-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",16.4,1,2,13
Porsgrunn,2017-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",175.8,1,5,13
Porsgrunn,2017-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",111.8,1,5,13
Porsgrunn,2017-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",95.9,1,5,13
Porsgrunn,2017-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",212.5,1,6,13
Porsgrunn,2017-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",151.9,1,6,13
Porsgrunn,2017-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",102.2,1,6,13
Porsgrunn,2017-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",201.2,1,7,13
Porsgrunn,2017-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",150.5,1,7,13
Porsgrunn,2017-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",80.3,1,7,13
Porsgrunn,2017-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",202.9,1,8,13
Porsgrunn,2017-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",152.1,1,8,13
Porsgrunn,2017-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",76.6,1,8,13
Porsgrunn,2017-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",151.5,2,1,13
Porsgrunn,2017-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",107.7,2,1,13
Porsgrunn,2017-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",67.7,2,1,13
Porsgrunn,2017-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",139.6,2,4,13
Porsgrunn,2017-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",96.1,2,4,13
Porsgrunn,2017-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",68.8,2,4,13
Porsgrunn,2017-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",107.0,2,3,13
Porsgrunn,2017-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",69.0,2,3,13
Porsgrunn,2017-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",50.8,2,3,13
Porsgrunn,2017-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",67.0,2,2,13
Porsgrunn,2017-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",47.5,2,2,13
Porsgrunn,2017-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",22.6,2,2,13
Porsgrunn,2017-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",158.3,2,5,13
Porsgrunn,2017-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",96.5,2,5,13
Porsgrunn,2017-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",86.9,2,5,13
Porsgrunn,2017-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",173.1,2,6,13
Porsgrunn,2017-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",124.1,2,6,13
Porsgrunn,2017-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",87.4,2,6,13
Porsgrunn,2017-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",168.5,2,7,13
Porsgrunn,2017-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",124.9,2,7,13
Porsgrunn,2017-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",65.2,2,7,13
Porsgrunn,2017-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",146.9,2,8,13
Porsgrunn,2017-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",111.7,2,8,13
Porsgrunn,2017-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",61.5,2,8,13
Porsgrunn,2017-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",203.4,3,1,13
Porsgrunn,2017-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",148.3,3,1,13
Porsgrunn,2017-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",89.5,3,1,13
Porsgrunn,2017-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",180.9,3,4,13
Porsgrunn,2017-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",128.3,3,4,13
Porsgrunn,2017-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",84.2,3,4,13
Porsgrunn,2017-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",110.4,3,3,13
Porsgrunn,2017-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",77.0,3,3,13
Porsgrunn,2017-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",52.0,3,3,13
Porsgrunn,2017-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",44.7,3,2,13
Porsgrunn,2017-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",37.1,3,2,13
Porsgrunn,2017-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",10.0,3,2,13
Porsgrunn,2017-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",195.3,3,5,13
Porsgrunn,2017-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",128.6,3,5,13
Porsgrunn,2017-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",106.0,3,5,13
Porsgrunn,2017-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",253.7,3,6,13
Porsgrunn,2017-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",180.9,3,6,13
Porsgrunn,2017-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",117.6,3,6,13
Porsgrunn,2017-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",234.7,3,7,13
Porsgrunn,2017-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",176.7,3,7,13
Porsgrunn,2017-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",95.6,3,7,13
Porsgrunn,2017-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",254.0,3,8,13
Porsgrunn,2017-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",189.0,3,8,13
Porsgrunn,2017-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",90.9,3,8,13
Porsgrunn,2018-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",180.5,1,1,13
Porsgrunn,2018-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",132.2,1,1,13
Porsgrunn,2018-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",80.2,1,1,13
Porsgrunn,2018-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",164.8,1,4,13
Porsgrunn,2018-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",116.7,1,4,13
Porsgrunn,2018-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",80.1,1,4,13
Porsgrunn,2018-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",112.1,1,3,13
Porsgrunn,2018-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",77.3,1,3,13
Porsgrunn,2018-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",53.1,1,3,13
Porsgrunn,2018-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",59.0,1,2,13
