Porsgrunn;FREQUENCY;SUM_Bunn_area;SUM_Busk_area;SUM_Tre_area;SUM_Shape_Area
1,000000000000000;151960;6647897,220016987994313;2109863,966248382814229;2417344,613967595621943;21849859,878770995885134
