Siljan;FREQUENCY;SUM_Bunn_area;SUM_Busk_area;SUM_Tre_area;SUM_Shape_Area
1,000000000000000;7300;443191,025127329630777;68636,198466607937007;85634,696576859671040;1175024,429288674844429
