Grenland;FREQUENCY;SUM_Bunn_area;SUM_Busk_area;SUM_Tre_Area;SUM_Shape_Area
1,000000000000000;341757;15912330,966610167175531;4443776,848739531822503;4770514,207666506990790;49977596,385691158473492
