Skien;FREQUENCY;SUM_Bunn_area;SUM_Busk_area;SUM_Tre_area;SUM_Shape_Area
1,000000000000000;182746;8821242,719547074288130;2265276,682750445324928;2267534,894192582927644;26952712,073015864938498
