Kommune,Andel,Label
Tokke,50,Tokke
Tinn,-5,Tinn
Hjartdal,30,Hjartdal
Kviteseid,85,Kviteseid
Vinje,155,Vinje
Nissedal,80,Nissedal
Seljord,50,Seljord
Fyresdal,50,Fyresdal
Drangedal,15,Drangedal
Kragerø,125,Kragerø
Midt-Telemark,1015,Midt-Telemark
Notodden,430,Notodden
Nome,185, Nome
Siljan,185,Siljan
Bamble,335,Bamble
Skien,3225,Skien
Porsgrunn,2185,Porsgrunn
Telemark,8200,Telemark
