Kommune,Andel,Label
Porsgrunn,19,Porsgrunn
Skien,19,Skien
Notodden,20,Notodden
Siljan,20,Siljan
Bamble,18,Bamble
Kragerø,16,Kragerø
Drangedal,19,Drangedal
Nome,20,Nome
Midt-Telemark,22,Midt-Telemark
Tinn,14,Tinn
Hjartdal,25,Hjartdal
Seljord,21,Seljord
Kviteseid,16,Kviteseid
Nissedal,17,Nissedal
Fyresdal,19,Fyresdal
Tokke,18,Tokke
Vinje,17,Vinje
