indikator,breakdown,år,verdi_type,telemark_verdi,landet_verdi,andre_fylker_snitt,andre_fylker_median,andre_fylker_min,andre_fylker_max,andre_fylker_antall,z_score,rangering,rangering_av,significant,fylke_verdier
psykiske_symptomer_og_lidelser_primaerhelsetjenesten_ettaarige_tall,Alder = 0-14 år; Sykdomsgruppe = Psykiske lidelser,2024-01-01,Antall,27.2,34.4,35.27142857142857,35.9,27.9,44.3,14,-1.8969955002342336,15,15,True,"{""Agder"": 32.2, ""Akershus"": 31.8, ""Buskerud"": 36.9, ""Finnmark Finnmárku Finmarkku"": 34.7, ""Hele landet"": 34.4, ""Innlandet"": 31.4, ""Møre og Romsdal"": 44.3, ""Nordland Nordlánnda"": 36.8, ""Oslo (fylke)"": 27.9, ""Rogaland"": 36.4, ""Telemark"": 27.2, ""Troms Romsa Tromssa"": 35.4, ""Trøndelag Trööndelage"": 36.7, ""Vestfold"": 31.2, ""Vestland"": 36.9, ""Østfold"": 41.2}"
psykiske_symptomer_og_lidelser_primaerhelsetjenesten_ettaarige_tall,Alder = 75-79 år; Sykdomsgruppe = Psykiske lidelser,2024-01-01,Antall,63.8,72.7,73.95714285714286,73.95,67.6,83.2,14,-1.8946609317267242,15,15,True,"{""Agder"": 67.7, ""Akershus"": 67.6, ""Buskerud"": 81.0, ""Finnmark Finnmárku Finmarkku"": 83.2, ""Hele landet"": 72.7, ""Innlandet"": 79.3, ""Møre og Romsdal"": 75.2, ""Nordland Nordlánnda"": 68.0, ""Oslo (fylke)"": 76.0, ""Rogaland"": 74.9, ""Telemark"": 63.8, ""Troms Romsa Tromssa"": 69.4, ""Trøndelag Trööndelage"": 72.7, ""Vestfold"": 79.4, ""Vestland"": 68.0, ""Østfold"": 73.0}"
psykiske_symptomer_og_lidelser_primaerhelsetjenesten_ettaarige_tall,Alder = 0-14 år; Sykdomsgruppe = Psykiske symptomer og lidelser,2024-01-01,Antall,73.4,82.6,84.34285714285714,84.2,72.6,93.7,14,-1.8591550584790264,14,15,True,"{""Agder"": 86.6, ""Akershus"": 79.9, ""Buskerud"": 86.9, ""Finnmark Finnmárku Finmarkku"": 81.1, ""Hele landet"": 82.6, ""Innlandet"": 76.2, ""Møre og Romsdal"": 93.7, ""Nordland Nordlánnda"": 88.5, ""Oslo (fylke)"": 72.6, ""Rogaland"": 84.4, ""Telemark"": 73.4, ""Troms Romsa Tromssa"": 87.0, ""Trøndelag Trööndelage"": 84.0, ""Vestfold"": 84.0, ""Vestland"": 82.2, ""Østfold"": 93.7}"
sykehusinnlagte_sykdommer_og_skader,Alder = 0-14 år; Sykdomsgruppe = Hodeskader,2025-01-01,Antall,4.9,3.0,3.242857142857143,3.1,2.2,5.7,14,1.8118876114325437,2,15,True,"{""Agder"": 3.5, ""Akershus"": 2.6, ""Buskerud"": 3.7, ""Finnmark Finnmárku Finmarkku"": 3.0, ""Hele landet"": 3.0, ""Innlandet"": 3.2, ""Møre og Romsdal"": 4.4, ""Nordland Nordlánnda"": 3.2, ""Oslo (fylke)"": 2.5, ""Rogaland"": 2.2, ""Telemark"": 4.9, ""Troms Romsa Tromssa"": 5.7, ""Trøndelag Trööndelage"": 2.5, ""Vestfold"": 3.4, ""Vestland"": 2.9, ""Østfold"": 2.6}"
sykehusinnlagte_sykdommer_og_skader,Alder = 0-74 år; Sykdomsgruppe = Hoftebrudd,2025-01-01,Antall,0.6,0.4,0.4357142857142857,0.4,0.2,0.6,14,1.7688282596659581,2,15,True,"{""Agder"": 0.4, ""Akershus"": 0.4, ""Buskerud"": 0.4, ""Finnmark Finnmárku Finmarkku"": 0.4, ""Hele landet"": 0.4, ""Innlandet"": 0.5, ""Møre og Romsdal"": 0.5, ""Nordland Nordlánnda"": 0.6, ""Oslo (fylke)"": 0.4, ""Rogaland"": 0.4, ""Telemark"": 0.6, ""Troms Romsa Tromssa"": 0.5, ""Trøndelag Trööndelage"": 0.5, ""Vestfold"": 0.2, ""Vestland"": 0.5, ""Østfold"": 0.4}"
psykiske_symptomer_og_lidelser_primaerhelsetjenesten_ettaarige_tall,Alder = 15-24 år; Sykdomsgruppe = Psykiske symptomer og lidelser,2024-01-01,Antall,179.6,191.5,195.24285714285713,196.9,178.1,208.1,14,-1.7446067660056943,14,15,True,"{""Agder"": 197.7, ""Akershus"": 186.9, ""Buskerud"": 196.9, ""Finnmark Finnmárku Finmarkku"": 199.9, ""Hele landet"": 191.5, ""Innlandet"": 185.7, ""Møre og Romsdal"": 193.7, ""Nordland Nordlánnda"": 208.1, ""Oslo (fylke)"": 178.1, ""Rogaland"": 188.2, ""Telemark"": 179.6, ""Troms Romsa Tromssa"": 200.9, ""Trøndelag Trööndelage"": 196.9, ""Vestfold"": 205.8, ""Vestland"": 187.6, ""Østfold"": 207.0}"
vedvarende_lavinntekt_etter_innvandringskategori_kommunegrense,Alder = 0-17 år; Innvandringsbakgrunn = norskfødt med innvandrerforeldre,2023-01-01,Andel,0.319,0.276,0.25342857142857145,0.249,0.21,0.366,14,1.7190093102199004,2,15,True,"{""Agder"": 0.259, ""Akershus"": 0.236, ""Buskerud"": 0.24, ""Finnmark Finnmárku Finmarkku"": 0.217, ""Hele landet"": 0.276, ""Innlandet"": 0.27, ""Møre og Romsdal"": 0.21, ""Nordland Nordlánnda"": 0.242, ""Oslo (fylke)"": 0.366, ""Rogaland"": 0.256, ""Telemark"": 0.319, ""Troms Romsa Tromssa"": 0.223, ""Trøndelag Trööndelage"": 0.23, ""Vestfold"": 0.258, ""Vestland"": 0.267, ""Østfold"": 0.2739999999999999}"
sykehusinnlagte_sykdommer_og_skader,Alder = Alle aldre; Sykdomsgruppe = Hoftebrudd,2025-01-01,Antall,2.1,1.6,1.5857142857142856,1.6,0.7,1.9,14,1.6947402638404607,1,15,True,"{""Agder"": 1.5, ""Akershus"": 1.5, ""Buskerud"": 1.4, ""Finnmark Finnmárku Finmarkku"": 1.9, ""Hele landet"": 1.6, ""Innlandet"": 1.9, ""Møre og Romsdal"": 1.6, ""Nordland Nordlánnda"": 1.9, ""Oslo (fylke)"": 1.5, ""Rogaland"": 1.6, ""Telemark"": 2.1, ""Troms Romsa Tromssa"": 1.6, ""Trøndelag Trööndelage"": 1.7, ""Vestfold"": 0.7, ""Vestland"": 1.6, ""Østfold"": 1.8}"
doedsaarsaker_tiaarig,Dødsårsak = Hjerte-og karsykdommer,2024-01-01,Antall,222.0,192.2,194.45714285714286,191.85000000000002,176.4,234.3,14,1.6580389994472113,2,15,True,"{""Agder"": 183.8, ""Akershus"": 176.4, ""Buskerud"": 190.8, ""Finnmark Finnmárku Finmarkku"": 234.3, ""Hele landet"": 192.2, ""Innlandet"": 217.7, ""Møre og Romsdal"": 200.2, ""Nordland Nordlánnda"": 192.9, ""Oslo (fylke)"": 178.2, ""Rogaland"": 179.2, ""Telemark"": 222.0, ""Troms Romsa Tromssa"": 200.0, ""Trøndelag Trööndelage"": 198.1, ""Vestfold"": 181.5, ""Vestland"": 183.2, ""Østfold"": 206.1}"
sykehusinnlagte_sykdommer_og_skader,Alder = 80 år+; Sykdomsgruppe = Personskader,2025-01-01,Antall,63.0,55.7,55.128571428571426,56.05,46.8,65.9,14,1.6379992216401937,2,15,True,"{""Agder"": 46.8, ""Akershus"": 57.1, ""Buskerud"": 56.4, ""Finnmark Finnmárku Finmarkku"": 56.7, ""Hele landet"": 55.7, ""Innlandet"": 56.5, ""Møre og Romsdal"": 53.1, ""Nordland Nordlánnda"": 65.9, ""Oslo (fylke)"": 59.7, ""Rogaland"": 48.0, ""Telemark"": 63.0, ""Troms Romsa Tromssa"": 51.2, ""Trøndelag Trööndelage"": 52.9, ""Vestfold"": 54.0, ""Vestland"": 57.8, ""Østfold"": 55.7}"
sykehusinnlagte_sykdommer_og_skader,Alder = Alle aldre; Sykdomsgruppe = Personskader,2025-01-01,Antall,16.0,13.6,13.857142857142858,13.85,11.6,16.5,14,1.6126235720157396,2,15,True,"{""Agder"": 13.3, ""Akershus"": 12.5, ""Buskerud"": 12.8, ""Finnmark Finnmárku Finmarkku"": 15.1, ""Hele landet"": 13.6, ""Innlandet"": 14.0, ""Møre og Romsdal"": 14.8, ""Nordland Nordlánnda"": 16.5, ""Oslo (fylke)"": 12.2, ""Rogaland"": 11.6, ""Telemark"": 16.0, ""Troms Romsa Tromssa"": 15.1, ""Trøndelag Trööndelage"": 13.7, ""Vestfold"": 14.5, ""Vestland"": 14.4, ""Østfold"": 13.5}"
sykehusinnlagte_sykdommer_og_skader,Alder = 0-24 år; Sykdomsgruppe = Forgiftninger,2025-01-01,Antall,1.4,0.9,0.9428571428571428,0.9,0.6,1.4,14,1.5756445428698596,4,15,True,"{""Agder"": 0.9, ""Akershus"": 0.6, ""Buskerud"": 0.7, ""Finnmark Finnmárku Finmarkku"": 1.4, ""Hele landet"": 0.9, ""Innlandet"": 1.1, ""Møre og Romsdal"": 0.9, ""Nordland Nordlánnda"": 1.4, ""Oslo (fylke)"": 0.6, ""Rogaland"": 1.0, ""Telemark"": 1.4, ""Troms Romsa Tromssa"": 1.4, ""Trøndelag Trööndelage"": 0.6, ""Vestfold"": 0.9, ""Vestland"": 0.9, ""Østfold"": 0.8}"
sykehusinnlagte_sykdommer_og_skader,Alder = 0-24 år; Sykdomsgruppe = Hodeskader,2025-01-01,Antall,3.9,2.6,2.807142857142857,2.8,2.0,4.6,14,1.5564323727380536,2,15,True,"{""Agder"": 3.0, ""Akershus"": 2.1, ""Buskerud"": 2.8, ""Finnmark Finnmárku Finmarkku"": 3.3, ""Hele landet"": 2.6, ""Innlandet"": 2.8, ""Møre og Romsdal"": 3.6, ""Nordland Nordlánnda"": 2.9, ""Oslo (fylke)"": 2.0, ""Rogaland"": 2.4, ""Telemark"": 3.9, ""Troms Romsa Tromssa"": 4.6, ""Trøndelag Trööndelage"": 2.1, ""Vestfold"": 3.0, ""Vestland"": 2.4, ""Østfold"": 2.3}"
sykehusinnlagte_sykdommer_og_skader,Alder = 75 år+; Sykdomsgruppe = Personskader,2025-01-01,Antall,48.8,43.0,42.778571428571425,43.0,35.5,51.1,14,1.5239199935250891,2,15,True,"{""Agder"": 35.5, ""Akershus"": 43.9, ""Buskerud"": 42.4, ""Finnmark Finnmárku Finmarkku"": 46.8, ""Hele landet"": 43.0, ""Innlandet"": 43.6, ""Møre og Romsdal"": 42.2, ""Nordland Nordlánnda"": 51.1, ""Oslo (fylke)"": 44.9, ""Rogaland"": 36.4, ""Telemark"": 48.8, ""Troms Romsa Tromssa"": 41.2, ""Trøndelag Trööndelage"": 40.8, ""Vestfold"": 41.0, ""Vestland"": 45.3, ""Østfold"": 43.8}"
hoftebrudd,Totalt,2025-01-01,Antall,15.6,13.5,13.5,13.1,10.7,15.7,14,1.5053265111391414,2,15,True,"{""Agder"": 13.0, ""Akershus"": 13.0, ""Buskerud"": 12.0, ""Finnmark Finnmárku Finmarkku"": 15.7, ""Hele landet"": 13.5, ""Innlandet"": 14.5, ""Møre og Romsdal"": 13.5, ""Nordland Nordlánnda"": 15.2, ""Oslo (fylke)"": 12.8, ""Rogaland"": 12.8, ""Telemark"": 15.6, ""Troms Romsa Tromssa"": 12.8, ""Trøndelag Trööndelage"": 14.4, ""Vestfold"": 10.7, ""Vestland"": 13.2, ""Østfold"": 15.4}"
doedsaarsaker_tiaarig,Dødsårsak = KOLS,2024-01-01,Antall,50.2,39.1,40.378571428571426,40.400000000000006,31.3,54.3,14,1.4742534133139686,2,15,True,"{""Agder"": 46.7, ""Akershus"": 32.8, ""Buskerud"": 41.7, ""Finnmark Finnmárku Finmarkku"": 54.3, ""Hele landet"": 39.1, ""Innlandet"": 47.5, ""Møre og Romsdal"": 31.3, ""Nordland Nordlánnda"": 39.2, ""Oslo (fylke)"": 33.6, ""Rogaland"": 39.1, ""Telemark"": 50.2, ""Troms Romsa Tromssa"": 41.6, ""Trøndelag Trööndelage"": 36.1, ""Vestfold"": 42.9, ""Vestland"": 33.2, ""Østfold"": 45.3}"
sykehusinnlagte_sykdommer_og_skader,Alder = 45-74 år; Sykdomsgruppe = Personskader,2025-01-01,Antall,14.7,12.5,12.664285714285715,12.8,11.0,15.6,14,1.4729276044842154,2,15,True,"{""Agder"": 11.7, ""Akershus"": 11.0, ""Buskerud"": 11.3, ""Finnmark Finnmárku Finmarkku"": 13.9, ""Hele landet"": 12.5, ""Innlandet"": 12.4, ""Møre og Romsdal"": 13.3, ""Nordland Nordlánnda"": 15.6, ""Oslo (fylke)"": 11.2, ""Rogaland"": 11.0, ""Telemark"": 14.7, ""Troms Romsa Tromssa"": 13.8, ""Trøndelag Trööndelage"": 13.2, ""Vestfold"": 13.2, ""Vestland"": 13.8, ""Østfold"": 11.9}"
sykehusinnlagte_sykdommer_og_skader,Alder = 75 år+; Sykdomsgruppe = Hoftebrudd,2025-01-01,Antall,16.3,12.8,12.735714285714286,12.649999999999999,5.8,16.0,14,1.464036234473317,1,15,True,"{""Agder"": 12.0, ""Akershus"": 12.4, ""Buskerud"": 10.9, ""Finnmark Finnmárku Finmarkku"": 16.0, ""Hele landet"": 12.8, ""Innlandet"": 14.5, ""Møre og Romsdal"": 12.5, ""Nordland Nordlánnda"": 14.9, ""Oslo (fylke)"": 12.6, ""Rogaland"": 12.7, ""Telemark"": 16.3, ""Troms Romsa Tromssa"": 12.5, ""Trøndelag Trööndelage"": 13.6, ""Vestfold"": 5.8, ""Vestland"": 12.8, ""Østfold"": 15.1}"
psykiske_symptomer_og_lidelser_primaerhelsetjenesten_ettaarige_tall,Alder = 0-14 år; Sykdomsgruppe = Psykiske symptomer,2024-01-01,Antall,53.6,58.1,59.24285714285714,59.6,52.7,65.0,14,-1.4489239583364262,14,15,True,"{""Agder"": 65.0, ""Akershus"": 57.6, ""Buskerud"": 61.0, ""Finnmark Finnmárku Finmarkku"": 55.6, ""Hele landet"": 58.1, ""Innlandet"": 54.0, ""Møre og Romsdal"": 61.8, ""Nordland Nordlánnda"": 61.7, ""Oslo (fylke)"": 52.7, ""Rogaland"": 58.2, ""Telemark"": 53.6, ""Troms Romsa Tromssa"": 62.0, ""Trøndelag Trööndelage"": 57.4, ""Vestfold"": 62.9, ""Vestland"": 55.5, ""Østfold"": 64.0}"
sykehusinnlagte_sykdommer_og_skader,Alder = 0-14 år; Sykdomsgruppe = Hjerte og karsykdom,2025-01-01,Antall,0.9,0.6,0.6076923076923078,0.5,0.3,1.0,13,1.418971094900015,3,14,False,"{""Agder"": 0.5, ""Akershus"": 0.5, ""Buskerud"": 0.5, ""Finnmark Finnmárku Finmarkku"": null, ""Hele landet"": 0.6, ""Innlandet"": 0.6, ""Møre og Romsdal"": 0.8, ""Nordland Nordlánnda"": 0.8, ""Oslo (fylke)"": 0.3, ""Rogaland"": 0.5, ""Telemark"": 0.9, ""Troms Romsa Tromssa"": 0.9, ""Trøndelag Trööndelage"": 0.4, ""Vestfold"": 0.6, ""Vestland"": 0.5, ""Østfold"": 1.0}"
sykehusinnlagte_sykdommer_og_skader,Alder = 75-79 år; Sykdomsgruppe = Hodeskader,2025-01-01,Antall,7.3,6.0,5.928571428571429,5.8,4.6,7.5,14,1.4117177370823435,3,15,False,"{""Agder"": 4.6, ""Akershus"": 6.7, ""Buskerud"": 7.3, ""Finnmark Finnmárku Finmarkku"": 5.0, ""Hele landet"": 6.0, ""Innlandet"": 6.4, ""Møre og Romsdal"": 5.8, ""Nordland Nordlánnda"": 6.6, ""Oslo (fylke)"": 6.8, ""Rogaland"": 4.7, ""Telemark"": 7.3, ""Troms Romsa Tromssa"": 5.7, ""Trøndelag Trööndelage"": 4.8, ""Vestfold"": 7.5, ""Vestland"": 5.3, ""Østfold"": 5.8}"
sykehusinnlagte_sykdommer_og_skader,Alder = 80 år+; Sykdomsgruppe = Hjerte og karsykdom,2025-01-01,Antall,77.0,85.9,85.56428571428572,85.44999999999999,74.9,94.8,14,-1.4003641726556213,13,15,False,"{""Agder"": 74.9, ""Akershus"": 84.2, ""Buskerud"": 88.0, ""Finnmark Finnmárku Finmarkku"": 85.1, ""Hele landet"": 85.9, ""Innlandet"": 84.2, ""Møre og Romsdal"": 89.0, ""Nordland Nordlánnda"": 94.5, ""Oslo (fylke)"": 92.8, ""Rogaland"": 78.2, ""Telemark"": 77.0, ""Troms Romsa Tromssa"": 83.6, ""Trøndelag Trööndelage"": 85.9, ""Vestfold"": 76.9, ""Vestland"": 94.8, ""Østfold"": 85.8}"
skader_sykehusinnlagte_somatikk_treaarige_tall,Totalt,2025-01-01,Antall,16.0,13.6,13.957142857142857,14.05,11.8,16.9,14,1.39661183462919,2,15,True,"{""Agder"": 13.8, ""Akershus"": 11.9, ""Buskerud"": 12.8, ""Finnmark Finnmárku Finmarkku"": 15.3, ""Hele landet"": 13.6, ""Innlandet"": 13.4, ""Møre og Romsdal"": 14.7, ""Nordland Nordlánnda"": 16.9, ""Oslo (fylke)"": 12.1, ""Rogaland"": 11.8, ""Telemark"": 16.0, ""Troms Romsa Tromssa"": 14.7, ""Trøndelag Trööndelage"": 14.1, ""Vestfold"": 15.3, ""Vestland"": 14.6, ""Østfold"": 14.0}"
sykehusinnlagte_sykdommer_og_skader,Alder = 65-74 år; Sykdomsgruppe = Personskader,2025-01-01,Antall,20.3,17.4,17.428571428571427,17.2,14.1,22.8,14,1.3964084507939811,2,15,True,"{""Agder"": 14.1, ""Akershus"": 15.8, ""Buskerud"": 16.9, ""Finnmark Finnmárku Finmarkku"": 18.0, ""Hele landet"": 17.4, ""Innlandet"": 17.0, ""Møre og Romsdal"": 18.5, ""Nordland Nordlánnda"": 22.8, ""Oslo (fylke)"": 16.3, ""Rogaland"": 15.6, ""Telemark"": 20.3, ""Troms Romsa Tromssa"": 18.2, ""Trøndelag Trööndelage"": 17.4, ""Vestfold"": 17.7, ""Vestland"": 19.4, ""Østfold"": 16.3}"
sykehusinnlagte_sykdommer_og_skader,Alder = 65-74 år; Sykdomsgruppe = Hodeskader,2025-01-01,Antall,4.1,3.2,3.157142857142857,3.1,2.1,4.9,14,1.3770704724873388,2,15,True,"{""Agder"": 2.4, ""Akershus"": 3.2, ""Buskerud"": 3.6, ""Finnmark Finnmárku Finmarkku"": 3.7, ""Hele landet"": 3.2, ""Innlandet"": 3.0, ""Møre og Romsdal"": 2.6, ""Nordland Nordlánnda"": 3.5, ""Oslo (fylke)"": 3.4, ""Rogaland"": 3.2, ""Telemark"": 4.1, ""Troms Romsa Tromssa"": 3.0, ""Trøndelag Trööndelage"": 2.6, ""Vestfold"": 4.9, ""Vestland"": 3.0, ""Østfold"": 2.1}"
sykehusinnlagte_sykdommer_og_skader,Alder = 25-44 år; Sykdomsgruppe = Personskader,2025-01-01,Antall,9.4,7.6,7.942857142857143,7.9,6.2,9.8,14,1.3714984544945386,2,15,True,"{""Agder"": 8.6, ""Akershus"": 6.8, ""Buskerud"": 6.8, ""Finnmark Finnmárku Finmarkku"": 7.8, ""Hele landet"": 7.6, ""Innlandet"": 8.0, ""Møre og Romsdal"": 9.8, ""Nordland Nordlánnda"": 9.3, ""Oslo (fylke)"": 6.2, ""Rogaland"": 6.8, ""Telemark"": 9.4, ""Troms Romsa Tromssa"": 8.8, ""Trøndelag Trööndelage"": 7.5, ""Vestfold"": 8.9, ""Vestland"": 8.2, ""Østfold"": 7.7}"
sykehusinnlagte_sykdommer_og_skader,Alder = 0-74 år; Sykdomsgruppe = KOLS,2025-01-01,Antall,0.8,0.6,0.6428571428571428,0.7,0.4,0.8,14,1.357173671534805,3,15,False,"{""Agder"": 0.5, ""Akershus"": 0.5, ""Buskerud"": 0.7, ""Finnmark Finnmárku Finmarkku"": 0.8, ""Hele landet"": 0.6, ""Innlandet"": 0.7, ""Møre og Romsdal"": 0.6, ""Nordland Nordlánnda"": 0.7, ""Oslo (fylke)"": 0.6, ""Rogaland"": 0.7, ""Telemark"": 0.8, ""Troms Romsa Tromssa"": 0.4, ""Trøndelag Trööndelage"": 0.7, ""Vestfold"": 0.6, ""Vestland"": 0.7, ""Østfold"": 0.8}"
psykiske_symptomer_og_lidelser_primaerhelsetjenesten_ettaarige_tall,Alder = 0-74 år; Sykdomsgruppe = Psykiske lidelser,2024-01-01,Antall,78.8,86.2,88.80714285714285,87.0,80.1,100.7,14,-1.342536770729945,15,15,True,"{""Agder"": 89.6, ""Akershus"": 82.6, ""Buskerud"": 96.0, ""Finnmark Finnmárku Finmarkku"": 100.7, ""Hele landet"": 86.2, ""Innlandet"": 93.3, ""Møre og Romsdal"": 85.8, ""Nordland Nordlánnda"": 88.2, ""Oslo (fylke)"": 81.6, ""Rogaland"": 83.9, ""Telemark"": 78.8, ""Troms Romsa Tromssa"": 80.1, ""Trøndelag Trööndelage"": 81.3, ""Vestfold"": 98.4, ""Vestland"": 82.2, ""Østfold"": 99.6}"
kreft_nye_tilfeller_tiaarige_tall,Krefttyper = Hudkreft,2025-01-01,Antall,128.2,100.6,94.42142857142856,95.05,48.1,130.8,14,1.33807915951988,2,15,True,"{""Agder"": 130.8, ""Akershus"": 106.8, ""Buskerud"": 96.1, ""Finnmark Finnmárku Finmarkku"": 48.1, ""Hele landet"": 100.6, ""Innlandet"": 77.6, ""Møre og Romsdal"": 64.3, ""Nordland Nordlánnda"": 66.9, ""Oslo (fylke)"": 94.0, ""Rogaland"": 120.1, ""Telemark"": 128.2, ""Troms Romsa Tromssa"": 72.3, ""Trøndelag Trööndelage"": 94.0, ""Vestfold"": 121.6, ""Vestland"": 116.3, ""Østfold"": 113.0}"
sykehusinnlagte_sykdommer_og_skader,Alder = 45-64 år; Sykdomsgruppe = Personskader,2025-01-01,Antall,12.5,10.5,10.8,11.0,9.1,12.8,14,1.3337475682293005,2,15,True,"{""Agder"": 10.7, ""Akershus"": 9.1, ""Buskerud"": 9.1, ""Finnmark Finnmárku Finmarkku"": 12.3, ""Hele landet"": 10.5, ""Innlandet"": 10.6, ""Møre og Romsdal"": 11.3, ""Nordland Nordlánnda"": 12.8, ""Oslo (fylke)"": 9.2, ""Rogaland"": 9.2, ""Telemark"": 12.5, ""Troms Romsa Tromssa"": 12.1, ""Trøndelag Trööndelage"": 11.5, ""Vestfold"": 11.5, ""Vestland"": 11.6, ""Østfold"": 10.2}"
sykehusinnlagte_sykdommer_og_skader,Alder = 45-64 år; Sykdomsgruppe = KOLS,2025-01-01,Antall,1.0,0.7,0.7142857142857143,0.7,0.4,1.2,14,1.3331054715298523,3,15,False,"{""Agder"": 0.7, ""Akershus"": 0.4, ""Buskerud"": 0.7, ""Finnmark Finnmárku Finmarkku"": 1.2, ""Hele landet"": 0.7, ""Innlandet"": 0.8, ""Møre og Romsdal"": 0.6, ""Nordland Nordlánnda"": 0.7, ""Oslo (fylke)"": 0.6, ""Rogaland"": 0.8, ""Telemark"": 1.0, ""Troms Romsa Tromssa"": 0.5, ""Trøndelag Trööndelage"": 0.6, ""Vestfold"": 0.5, ""Vestland"": 0.9, ""Østfold"": 1.0}"
sykehusinnlagte_sykdommer_og_skader,Alder = 0-74 år; Sykdomsgruppe = Personskader,2025-01-01,Antall,12.5,10.5,10.857142857142858,10.95,8.9,12.9,14,1.2812257877372086,2,15,True,"{""Agder"": 11.0, ""Akershus"": 9.3, ""Buskerud"": 9.6, ""Finnmark Finnmárku Finmarkku"": 11.8, ""Hele landet"": 10.5, ""Innlandet"": 10.9, ""Møre og Romsdal"": 12.0, ""Nordland Nordlánnda"": 12.9, ""Oslo (fylke)"": 8.9, ""Rogaland"": 9.0, ""Telemark"": 12.5, ""Troms Romsa Tromssa"": 12.4, ""Trøndelag Trööndelage"": 10.9, ""Vestfold"": 11.8, ""Vestland"": 11.2, ""Østfold"": 10.3}"
sykehusinnlagte_sykdommer_og_skader,Alder = 75 år+; Sykdomsgruppe = Hodeskader,2025-01-01,Antall,14.7,11.4,11.07857142857143,10.100000000000001,7.5,16.2,14,1.2766690895600776,4,15,False,"{""Agder"": 8.8, ""Akershus"": 13.6, ""Buskerud"": 15.3, ""Finnmark Finnmárku Finmarkku"": 9.8, ""Hele landet"": 11.4, ""Innlandet"": 12.0, ""Møre og Romsdal"": 9.8, ""Nordland Nordlánnda"": 10.4, ""Oslo (fylke)"": 14.7, ""Rogaland"": 8.3, ""Telemark"": 14.7, ""Troms Romsa Tromssa"": 9.5, ""Trøndelag Trööndelage"": 7.5, ""Vestfold"": 16.2, ""Vestland"": 11.0, ""Østfold"": 8.2}"
sykehusinnlagte_sykdommer_og_skader,Alder = 75 år+; Sykdomsgruppe = Hjerte og karsykdom,2025-01-01,Antall,68.1,74.4,74.40714285714286,75.45,65.7,82.2,14,-1.265819259377208,13,15,False,"{""Agder"": 65.7, ""Akershus"": 72.4, ""Buskerud"": 75.9, ""Finnmark Finnmárku Finmarkku"": 76.3, ""Hele landet"": 74.4, ""Innlandet"": 72.1, ""Møre og Romsdal"": 75.7, ""Nordland Nordlánnda"": 82.2, ""Oslo (fylke)"": 78.3, ""Rogaland"": 69.0, ""Telemark"": 68.1, ""Troms Romsa Tromssa"": 74.4, ""Trøndelag Trööndelage"": 75.2, ""Vestfold"": 66.3, ""Vestland"": 81.8, ""Østfold"": 76.4}"
psykiske_symptomer_og_lidelser_primaerhelsetjenesten_ettaarige_tall,Alder = 0-44 år; Sykdomsgruppe = Psykiske lidelser,2024-01-01,Antall,85.7,92.1,95.9,96.05000000000001,82.1,110.9,14,-1.2528493196293258,14,15,True,"{""Agder"": 95.2, ""Akershus"": 87.3, ""Buskerud"": 100.6, ""Finnmark Finnmárku Finmarkku"": 110.9, ""Hele landet"": 92.1, ""Innlandet"": 97.6, ""Møre og Romsdal"": 96.9, ""Nordland Nordlánnda"": 99.0, ""Oslo (fylke)"": 82.1, ""Rogaland"": 90.0, ""Telemark"": 85.7, ""Troms Romsa Tromssa"": 90.0, ""Trøndelag Trööndelage"": 90.9, ""Vestfold"": 104.6, ""Vestland"": 90.1, ""Østfold"": 107.4}"
sykehusinnlagte_sykdommer_og_skader,Alder = 80 år+; Sykdomsgruppe = Hodeskader,2025-01-01,Antall,20.6,15.7,15.17142857142857,13.5,9.7,23.2,14,1.220766887167094,4,15,False,"{""Agder"": 12.1, ""Akershus"": 19.1, ""Buskerud"": 21.7, ""Finnmark Finnmárku Finmarkku"": 13.6, ""Hele landet"": 15.7, ""Innlandet"": 16.5, ""Møre og Romsdal"": 12.9, ""Nordland Nordlánnda"": 13.4, ""Oslo (fylke)"": 21.0, ""Rogaland"": 11.2, ""Telemark"": 20.6, ""Troms Romsa Tromssa"": 12.5, ""Trøndelag Trööndelage"": 9.7, ""Vestfold"": 23.2, ""Vestland"": 15.4, ""Østfold"": 10.1}"
mobbing_7_trinn_treaarig,Totalt,2025-01-01,Andel,0.089,0.1009999999999999,0.105,0.1025,0.088,0.135,14,-1.2194433163486158,14,15,True,"{""Agder"": 0.102, ""Akershus"": 0.094, ""Buskerud"": 0.106, ""Finnmark Finnmárku Finmarkku"": 0.135, ""Hele landet"": 0.1009999999999999, ""Innlandet"": 0.102, ""Møre og Romsdal"": 0.094, ""Nordland Nordlánnda"": 0.11, ""Oslo (fylke)"": 0.103, ""Rogaland"": 0.093, ""Telemark"": 0.089, ""Troms Romsa Tromssa"": 0.126, ""Trøndelag Trööndelage"": 0.1119999999999999, ""Vestfold"": 0.088, ""Vestland"": 0.095, ""Østfold"": 0.11}"
