Kommune,År (intervall),År,Kjønn,Alder,Utdanningsnivå,Måltall,Antall,SortKjonn,SortKommune
Drangedal,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.4,2,4
Drangedal,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.2,3,4
Drangedal,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.4,2,4
Drangedal,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.6,3,4
Drangedal,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.3,2,4
Drangedal,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.9,3,4
Drangedal,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.9,2,4
Drangedal,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.7,3,4
Drangedal,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.7,2,4
Drangedal,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.1,3,4
Drangedal,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,4
Drangedal,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.5,3,4
Drangedal,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,4
Drangedal,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.3,3,4
Drangedal,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.2,2,4
Drangedal,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.2,3,4
Drangedal,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.7,2,4
Drangedal,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.4,3,4
Drangedal,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.0,2,4
Drangedal,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,81.8,3,4
Drangedal,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.5,2,4
Drangedal,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,81.9,3,4
Drangedal,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.5,2,4
Drangedal,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,81.7,3,4
Nome,2004-2010,2004-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.6,2,11
Nome,2004-2010,2004-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.6,3,11
Nome,2005-2011,2005-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.4,2,11
Nome,2005-2011,2005-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.0,3,11
Nome,2006-2012,2006-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.3,2,11
Nome,2006-2012,2006-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.0,3,11
Nome,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.1,2,11
Nome,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.3,3,11
Nome,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.6,2,11
Nome,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.0,3,11
Nome,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.6,2,11
Nome,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.4,3,11
Nome,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.9,2,11
Nome,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.5,3,11
Nome,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.5,2,11
Nome,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.2,3,11
Nome,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.5,2,11
Nome,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.3,3,11
Nome,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,11
Nome,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.3,3,11
Nome,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.0,2,11
Nome,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.7,3,11
Nome,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.2,2,11
Nome,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.2,3,11
Nome,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.4,2,11
Nome,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.5,3,11
Nome,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.5,2,11
Nome,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.2,3,11
Nome,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.8,2,11
Nome,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.9,3,11
Midt-Telemark,2004-2010,2004-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.1,2,9
Midt-Telemark,2004-2010,2004-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.7,3,9
Midt-Telemark,2005-2011,2005-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.9,2,9
Midt-Telemark,2005-2011,2005-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.9,3,9
Midt-Telemark,2006-2012,2006-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.4,2,9
Midt-Telemark,2006-2012,2006-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.1,3,9
Midt-Telemark,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.8,2,9
Midt-Telemark,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,81.8,3,9
Midt-Telemark,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.5,2,9
Midt-Telemark,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,81.9,3,9
Midt-Telemark,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,9
Midt-Telemark,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.0,3,9
Midt-Telemark,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.2,2,9
Midt-Telemark,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.3,3,9
Midt-Telemark,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,9
Midt-Telemark,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.4,3,9
Midt-Telemark,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.8,2,9
Midt-Telemark,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.8,3,9
Midt-Telemark,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,81.0,2,9
Midt-Telemark,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.9,3,9
Midt-Telemark,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,81.3,2,9
Midt-Telemark,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.7,3,9
Midt-Telemark,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,81.2,2,9
Midt-Telemark,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.4,3,9
Midt-Telemark,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.6,2,9
Midt-Telemark,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.4,3,9
Midt-Telemark,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.8,2,9
Midt-Telemark,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.5,3,9
Midt-Telemark,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,81.1,2,9
Midt-Telemark,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.5,3,9
Seljord,2004-2010,2004-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.3,2,14
Seljord,2004-2010,2004-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.4,3,14
Seljord,2005-2011,2005-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.2,2,14
Seljord,2005-2011,2005-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.0,3,14
Seljord,2006-2012,2006-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.6,2,14
Seljord,2006-2012,2006-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.0,3,14
Seljord,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,76.9,2,14
Seljord,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.7,3,14
Seljord,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,76.6,2,14
Seljord,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.9,3,14
Seljord,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.1,2,14
Seljord,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.9,3,14
Seljord,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.2,2,14
Seljord,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.8,3,14
Seljord,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.9,2,14
Seljord,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.6,3,14
Seljord,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,14
Seljord,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.1,3,14
Seljord,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.0,2,14
Seljord,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.8,3,14
Seljord,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.5,2,14
Seljord,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.5,3,14
Seljord,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.8,2,14
Seljord,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.9,3,14
Seljord,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.8,2,14
Seljord,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.1,3,14
Seljord,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.3,2,14
Seljord,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.7,3,14
Seljord,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.9,2,14
Seljord,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.9,3,14
Hjartdal,2004-2010,2004-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.3,2,6
Hjartdal,2004-2010,2004-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.5,3,6
Hjartdal,2005-2011,2005-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.1,2,6
Hjartdal,2005-2011,2005-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.6,3,6
Hjartdal,2006-2012,2006-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.0,2,6
Hjartdal,2006-2012,2006-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.7,3,6
Hjartdal,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.6,2,6
Hjartdal,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.1,3,6
Hjartdal,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,76.8,2,6
Hjartdal,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.6,3,6
Hjartdal,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,75.8,2,6
Hjartdal,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.0,3,6
Hjartdal,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.5,2,6
Hjartdal,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.9,3,6
Hjartdal,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.1,2,6
Hjartdal,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,86.0,3,6
Hjartdal,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.8,2,6
Hjartdal,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.0,3,6
Hjartdal,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.1,2,6
Hjartdal,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,86.0,3,6
Hjartdal,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.9,2,6
Hjartdal,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.9,3,6
Hjartdal,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,81.6,2,6
Hjartdal,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,87.0,3,6
Hjartdal,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,83.4,2,6
Hjartdal,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,87.3,3,6
Hjartdal,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,83.7,2,6
Hjartdal,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,87.4,3,6
Hjartdal,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,83.9,2,6
Hjartdal,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,87.5,3,6
Tinn,2004-2010,2004-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,76.9,2,17
Tinn,2004-2010,2004-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,81.9,3,17
Tinn,2005-2011,2005-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.1,2,17
Tinn,2005-2011,2005-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,81.9,3,17
Tinn,2006-2012,2006-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.1,2,17
Tinn,2006-2012,2006-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.1,3,17
Tinn,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.7,2,17
Tinn,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,81.8,3,17
Tinn,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.1,2,17
Tinn,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.4,3,17
Tinn,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.7,2,17
Tinn,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.3,3,17
Tinn,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.8,2,17
Tinn,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.7,3,17
Tinn,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.7,2,17
Tinn,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.1,3,17
Tinn,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.8,2,17
Tinn,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.0,3,17
Tinn,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.1,2,17
Tinn,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.4,3,17
Tinn,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.6,2,17
Tinn,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.5,3,17
Tinn,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.9,2,17
Tinn,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.2,3,17
Tinn,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.3,2,17
Tinn,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.9,3,17
Tinn,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.7,2,17
Tinn,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.9,3,17
Tinn,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.0,2,17
Tinn,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.8,3,17
Kviteseid,2004-2010,2004-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.9,2,8
Kviteseid,2004-2010,2004-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.4,3,8
Kviteseid,2005-2011,2005-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.4,2,8
Kviteseid,2005-2011,2005-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.7,3,8
Kviteseid,2006-2012,2006-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.4,2,8
Kviteseid,2006-2012,2006-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.5,3,8
Kviteseid,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.7,2,8
Kviteseid,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.4,3,8
Kviteseid,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.7,2,8
Kviteseid,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.0,3,8
Kviteseid,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.2,2,8
Kviteseid,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.6,3,8
Kviteseid,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.7,2,8
Kviteseid,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.1,3,8
Kviteseid,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.1,2,8
Kviteseid,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.6,3,8
Kviteseid,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.2,2,8
Kviteseid,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.2,3,8
Kviteseid,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.3,2,8
Kviteseid,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.4,3,8
Kviteseid,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.5,2,8
Kviteseid,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.8,3,8
Kviteseid,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,8
Kviteseid,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.7,3,8
Kviteseid,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,8
Kviteseid,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.5,3,8
Kviteseid,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,8
Kviteseid,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.8,3,8
Kviteseid,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.3,2,8
Kviteseid,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.8,3,8
Nissedal,2004-2010,2004-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.1,2,10
Nissedal,2004-2010,2004-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,10
Nissedal,2005-2011,2005-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.1,2,10
Nissedal,2005-2011,2005-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,10
Nissedal,2006-2012,2006-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.3,2,10
Nissedal,2006-2012,2006-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,10
Nissedal,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.2,2,10
Nissedal,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,10
Nissedal,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.7,2,10
Nissedal,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,10
Nissedal,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,10
Nissedal,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,10
Nissedal,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,81.0,2,10
Nissedal,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,10
Nissedal,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,81.1,2,10
Nissedal,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,10
Nissedal,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,82.3,2,10
Nissedal,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,10
Nissedal,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,82.2,2,10
Nissedal,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.3,3,10
Nissedal,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,83.1,2,10
Nissedal,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.7,3,10
Nissedal,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,83.7,2,10
Nissedal,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.3,3,10
Nissedal,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,84.6,2,10
Nissedal,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,86.8,3,10
Nissedal,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,84.1,2,10
Nissedal,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.8,3,10
Nissedal,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,83.1,2,10
Nissedal,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.9,3,10
Fyresdal,2004-2010,2004-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2004-2010,2004-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2005-2011,2005-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2005-2011,2005-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2006-2012,2006-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2006-2012,2006-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
