Kommunenummer,Kommune,År,Husholdningsstørrelse,Etterspørsel
4030,Nissedal,2044-01-01,3,83
4030,Nissedal,2044-01-01,4,62
4030,Nissedal,2044-01-01,5,29
4030,Nissedal,2044-01-01,6+,10
4030,Nissedal,2045-01-01,1,344
4030,Nissedal,2045-01-01,2,267
4030,Nissedal,2045-01-01,3,83
4030,Nissedal,2045-01-01,4,62
4030,Nissedal,2045-01-01,5,29
4030,Nissedal,2045-01-01,6+,10
4030,Nissedal,2046-01-01,1,344
4030,Nissedal,2046-01-01,2,268
4030,Nissedal,2046-01-01,3,83
4030,Nissedal,2046-01-01,4,62
4030,Nissedal,2046-01-01,5,29
4030,Nissedal,2046-01-01,6+,10
4030,Nissedal,2047-01-01,1,346
4030,Nissedal,2047-01-01,2,269
4030,Nissedal,2047-01-01,3,83
4030,Nissedal,2047-01-01,4,62
4030,Nissedal,2047-01-01,5,29
4030,Nissedal,2047-01-01,6+,10
4030,Nissedal,2048-01-01,1,346
4030,Nissedal,2048-01-01,2,269
4030,Nissedal,2048-01-01,3,83
4030,Nissedal,2048-01-01,4,62
4030,Nissedal,2048-01-01,5,29
4030,Nissedal,2048-01-01,6+,10
4030,Nissedal,2049-01-01,1,346
4030,Nissedal,2049-01-01,2,269
4030,Nissedal,2049-01-01,3,83
4030,Nissedal,2049-01-01,4,61
4030,Nissedal,2049-01-01,5,28
4030,Nissedal,2049-01-01,6+,10
4030,Nissedal,2050-01-01,1,348
4030,Nissedal,2050-01-01,2,270
4030,Nissedal,2050-01-01,3,82
4030,Nissedal,2050-01-01,4,60
4030,Nissedal,2050-01-01,5,28
4030,Nissedal,2050-01-01,6+,10
4032,Fyresdal,2026-01-01,1,249
4032,Fyresdal,2026-01-01,2,198
4032,Fyresdal,2026-01-01,3,71
4032,Fyresdal,2026-01-01,4,57
4032,Fyresdal,2026-01-01,5,26
4032,Fyresdal,2026-01-01,6+,9
4032,Fyresdal,2027-01-01,1,253
4032,Fyresdal,2027-01-01,2,201
4032,Fyresdal,2027-01-01,3,72
4032,Fyresdal,2027-01-01,4,57
4032,Fyresdal,2027-01-01,5,26
4032,Fyresdal,2027-01-01,6+,9
4032,Fyresdal,2028-01-01,1,254
4032,Fyresdal,2028-01-01,2,203
4032,Fyresdal,2028-01-01,3,72
4032,Fyresdal,2028-01-01,4,57
4032,Fyresdal,2028-01-01,5,26
4032,Fyresdal,2028-01-01,6+,9
4032,Fyresdal,2029-01-01,1,256
4032,Fyresdal,2029-01-01,2,204
4032,Fyresdal,2029-01-01,3,73
4032,Fyresdal,2029-01-01,4,57
4032,Fyresdal,2029-01-01,5,26
4032,Fyresdal,2029-01-01,6+,9
4032,Fyresdal,2030-01-01,1,257
4032,Fyresdal,2030-01-01,2,206
4032,Fyresdal,2030-01-01,3,72
4032,Fyresdal,2030-01-01,4,56
4032,Fyresdal,2030-01-01,5,26
4032,Fyresdal,2030-01-01,6+,9
4032,Fyresdal,2031-01-01,1,262
4032,Fyresdal,2031-01-01,2,209
4032,Fyresdal,2031-01-01,3,72
4032,Fyresdal,2031-01-01,4,55
4032,Fyresdal,2031-01-01,5,26
4032,Fyresdal,2031-01-01,6+,9
4032,Fyresdal,2032-01-01,1,262
4032,Fyresdal,2032-01-01,2,210
4032,Fyresdal,2032-01-01,3,71
4032,Fyresdal,2032-01-01,4,55
4032,Fyresdal,2032-01-01,5,26
4032,Fyresdal,2032-01-01,6+,9
4032,Fyresdal,2033-01-01,1,265
4032,Fyresdal,2033-01-01,2,212
4032,Fyresdal,2033-01-01,3,71
4032,Fyresdal,2033-01-01,4,55
4032,Fyresdal,2033-01-01,5,26
4032,Fyresdal,2033-01-01,6+,9
4032,Fyresdal,2034-01-01,1,265
4032,Fyresdal,2034-01-01,2,213
4032,Fyresdal,2034-01-01,3,71
4032,Fyresdal,2034-01-01,4,54
4032,Fyresdal,2034-01-01,5,25
4032,Fyresdal,2034-01-01,6+,9
4032,Fyresdal,2035-01-01,1,268
4032,Fyresdal,2035-01-01,2,215
4032,Fyresdal,2035-01-01,3,71
4032,Fyresdal,2035-01-01,4,54
4032,Fyresdal,2035-01-01,5,25
4032,Fyresdal,2035-01-01,6+,9
4032,Fyresdal,2036-01-01,1,270
4032,Fyresdal,2036-01-01,2,215
4032,Fyresdal,2036-01-01,3,71
4032,Fyresdal,2036-01-01,4,55
4032,Fyresdal,2036-01-01,5,26
4032,Fyresdal,2036-01-01,6+,9
4032,Fyresdal,2037-01-01,1,271
4032,Fyresdal,2037-01-01,2,215
4032,Fyresdal,2037-01-01,3,70
4032,Fyresdal,2037-01-01,4,54
4032,Fyresdal,2037-01-01,5,26
4032,Fyresdal,2037-01-01,6+,9
4032,Fyresdal,2038-01-01,1,274
4032,Fyresdal,2038-01-01,2,216
4032,Fyresdal,2038-01-01,3,71
4032,Fyresdal,2038-01-01,4,55
4032,Fyresdal,2038-01-01,5,26
4032,Fyresdal,2038-01-01,6+,9
4032,Fyresdal,2039-01-01,1,273
4032,Fyresdal,2039-01-01,2,215
4032,Fyresdal,2039-01-01,3,70
4032,Fyresdal,2039-01-01,4,55
4032,Fyresdal,2039-01-01,5,26
4032,Fyresdal,2039-01-01,6+,9
4032,Fyresdal,2040-01-01,1,275
4032,Fyresdal,2040-01-01,2,216
4032,Fyresdal,2040-01-01,3,70
4032,Fyresdal,2040-01-01,4,54
4032,Fyresdal,2040-01-01,5,26
4032,Fyresdal,2040-01-01,6+,9
4032,Fyresdal,2041-01-01,1,276
4032,Fyresdal,2041-01-01,2,217
4032,Fyresdal,2041-01-01,3,70
4032,Fyresdal,2041-01-01,4,54
4032,Fyresdal,2041-01-01,5,26
4032,Fyresdal,2041-01-01,6+,9
4032,Fyresdal,2042-01-01,1,279
4032,Fyresdal,2042-01-01,2,218
4032,Fyresdal,2042-01-01,3,70
4032,Fyresdal,2042-01-01,4,54
4032,Fyresdal,2042-01-01,5,26
4032,Fyresdal,2042-01-01,6+,9
4032,Fyresdal,2043-01-01,1,279
4032,Fyresdal,2043-01-01,2,219
4032,Fyresdal,2043-01-01,3,70
4032,Fyresdal,2043-01-01,4,54
4032,Fyresdal,2043-01-01,5,25
4032,Fyresdal,2043-01-01,6+,9
4032,Fyresdal,2044-01-01,1,280
4032,Fyresdal,2044-01-01,2,220
4032,Fyresdal,2044-01-01,3,70
4032,Fyresdal,2044-01-01,4,53
4032,Fyresdal,2044-01-01,5,25
4032,Fyresdal,2044-01-01,6+,9
4032,Fyresdal,2045-01-01,1,281
4032,Fyresdal,2045-01-01,2,220
4032,Fyresdal,2045-01-01,3,70
4032,Fyresdal,2045-01-01,4,53
4032,Fyresdal,2045-01-01,5,25
4032,Fyresdal,2045-01-01,6+,9
4032,Fyresdal,2046-01-01,1,279
4032,Fyresdal,2046-01-01,2,219
4032,Fyresdal,2046-01-01,3,70
4032,Fyresdal,2046-01-01,4,53
4032,Fyresdal,2046-01-01,5,25
4032,Fyresdal,2046-01-01,6+,9
4032,Fyresdal,2047-01-01,1,283
4032,Fyresdal,2047-01-01,2,221
4032,Fyresdal,2047-01-01,3,70
4032,Fyresdal,2047-01-01,4,53
4032,Fyresdal,2047-01-01,5,25
4032,Fyresdal,2047-01-01,6+,8
4032,Fyresdal,2048-01-01,1,284
4032,Fyresdal,2048-01-01,2,222
4032,Fyresdal,2048-01-01,3,69
4032,Fyresdal,2048-01-01,4,52
4032,Fyresdal,2048-01-01,5,24
4032,Fyresdal,2048-01-01,6+,8
4032,Fyresdal,2049-01-01,1,282
4032,Fyresdal,2049-01-01,2,221
4032,Fyresdal,2049-01-01,3,70
4032,Fyresdal,2049-01-01,4,52
4032,Fyresdal,2049-01-01,5,24
4032,Fyresdal,2049-01-01,6+,8
4032,Fyresdal,2050-01-01,1,284
4032,Fyresdal,2050-01-01,2,221
4032,Fyresdal,2050-01-01,3,69
4032,Fyresdal,2050-01-01,4,52
4032,Fyresdal,2050-01-01,5,24
4032,Fyresdal,2050-01-01,6+,8
4034,Tokke,2026-01-01,1,436
4034,Tokke,2026-01-01,2,341
4034,Tokke,2026-01-01,3,124
4034,Tokke,2026-01-01,4,96
4034,Tokke,2026-01-01,5,44
4034,Tokke,2026-01-01,6+,14
4034,Tokke,2027-01-01,1,437
4034,Tokke,2027-01-01,2,342
4034,Tokke,2027-01-01,3,123
4034,Tokke,2027-01-01,4,96
4034,Tokke,2027-01-01,5,44
4034,Tokke,2027-01-01,6+,14
4034,Tokke,2028-01-01,1,440
4034,Tokke,2028-01-01,2,344
4034,Tokke,2028-01-01,3,123
4034,Tokke,2028-01-01,4,95
4034,Tokke,2028-01-01,5,44
4034,Tokke,2028-01-01,6+,14
4034,Tokke,2029-01-01,1,444
4034,Tokke,2029-01-01,2,348
4034,Tokke,2029-01-01,3,122
4034,Tokke,2029-01-01,4,95
4034,Tokke,2029-01-01,5,44
4034,Tokke,2029-01-01,6+,14
4034,Tokke,2030-01-01,1,447
4034,Tokke,2030-01-01,2,349
4034,Tokke,2030-01-01,3,121
4034,Tokke,2030-01-01,4,95
4034,Tokke,2030-01-01,5,44
4034,Tokke,2030-01-01,6+,14
4034,Tokke,2031-01-01,1,449
4034,Tokke,2031-01-01,2,351
4034,Tokke,2031-01-01,3,121
4034,Tokke,2031-01-01,4,95
4034,Tokke,2031-01-01,5,44
4034,Tokke,2031-01-01,6+,15
4034,Tokke,2032-01-01,1,453
4034,Tokke,2032-01-01,2,354
4034,Tokke,2032-01-01,3,121
4034,Tokke,2032-01-01,4,95
4034,Tokke,2032-01-01,5,44
4034,Tokke,2032-01-01,6+,15
4034,Tokke,2033-01-01,1,454
4034,Tokke,2033-01-01,2,354
4034,Tokke,2033-01-01,3,120
4034,Tokke,2033-01-01,4,94
4034,Tokke,2033-01-01,5,44
4034,Tokke,2033-01-01,6+,15
4034,Tokke,2034-01-01,1,458
4034,Tokke,2034-01-01,2,356
4034,Tokke,2034-01-01,3,120
4034,Tokke,2034-01-01,4,94
4034,Tokke,2034-01-01,5,44
4034,Tokke,2034-01-01,6+,15
4034,Tokke,2035-01-01,1,460
4034,Tokke,2035-01-01,2,359
4034,Tokke,2035-01-01,3,120
4034,Tokke,2035-01-01,4,93
4034,Tokke,2035-01-01,5,44
4034,Tokke,2035-01-01,6+,15
4034,Tokke,2036-01-01,1,460
4034,Tokke,2036-01-01,2,359
4034,Tokke,2036-01-01,3,119
4034,Tokke,2036-01-01,4,93
4034,Tokke,2036-01-01,5,44
4034,Tokke,2036-01-01,6+,15
4034,Tokke,2037-01-01,1,461
4034,Tokke,2037-01-01,2,358
4034,Tokke,2037-01-01,3,120
4034,Tokke,2037-01-01,4,94
4034,Tokke,2037-01-01,5,44
4034,Tokke,2037-01-01,6+,15
4034,Tokke,2038-01-01,1,464
4034,Tokke,2038-01-01,2,360
4034,Tokke,2038-01-01,3,119
4034,Tokke,2038-01-01,4,93
4034,Tokke,2038-01-01,5,44
4034,Tokke,2038-01-01,6+,15
4034,Tokke,2039-01-01,1,468
4034,Tokke,2039-01-01,2,361
4034,Tokke,2039-01-01,3,119
4034,Tokke,2039-01-01,4,93
4034,Tokke,2039-01-01,5,44
4034,Tokke,2039-01-01,6+,15
4034,Tokke,2040-01-01,1,471
4034,Tokke,2040-01-01,2,361
4034,Tokke,2040-01-01,3,119
4034,Tokke,2040-01-01,4,93
4034,Tokke,2040-01-01,5,44
4034,Tokke,2040-01-01,6+,15
4034,Tokke,2041-01-01,1,471
4034,Tokke,2041-01-01,2,361
4034,Tokke,2041-01-01,3,119
4034,Tokke,2041-01-01,4,92
4034,Tokke,2041-01-01,5,43
4034,Tokke,2041-01-01,6+,15
4034,Tokke,2042-01-01,1,473
4034,Tokke,2042-01-01,2,363
4034,Tokke,2042-01-01,3,119
4034,Tokke,2042-01-01,4,92
4034,Tokke,2042-01-01,5,43
4034,Tokke,2042-01-01,6+,14
4034,Tokke,2043-01-01,1,474
4034,Tokke,2043-01-01,2,362
4034,Tokke,2043-01-01,3,119
4034,Tokke,2043-01-01,4,92
4034,Tokke,2043-01-01,5,43
4034,Tokke,2043-01-01,6+,14
4034,Tokke,2044-01-01,1,475
4034,Tokke,2044-01-01,2,362
4034,Tokke,2044-01-01,3,119
4034,Tokke,2044-01-01,4,91
4034,Tokke,2044-01-01,5,43
4034,Tokke,2044-01-01,6+,14
4034,Tokke,2045-01-01,1,477
4034,Tokke,2045-01-01,2,364
4034,Tokke,2045-01-01,3,118
4034,Tokke,2045-01-01,4,90
4034,Tokke,2045-01-01,5,42
4034,Tokke,2045-01-01,6+,14
4034,Tokke,2046-01-01,1,476
4034,Tokke,2046-01-01,2,364
4034,Tokke,2046-01-01,3,118
4034,Tokke,2046-01-01,4,90
4034,Tokke,2046-01-01,5,42
4034,Tokke,2046-01-01,6+,14
4034,Tokke,2047-01-01,1,477
4034,Tokke,2047-01-01,2,364
4034,Tokke,2047-01-01,3,118
4034,Tokke,2047-01-01,4,90
4034,Tokke,2047-01-01,5,42
4034,Tokke,2047-01-01,6+,14
4034,Tokke,2048-01-01,1,478
4034,Tokke,2048-01-01,2,364
4034,Tokke,2048-01-01,3,118
4034,Tokke,2048-01-01,4,89
4034,Tokke,2048-01-01,5,42
4034,Tokke,2048-01-01,6+,14
4034,Tokke,2049-01-01,1,478
4034,Tokke,2049-01-01,2,364
4034,Tokke,2049-01-01,3,118
4034,Tokke,2049-01-01,4,89
4034,Tokke,2049-01-01,5,41
4034,Tokke,2049-01-01,6+,14
4034,Tokke,2050-01-01,1,478
4034,Tokke,2050-01-01,2,365
4034,Tokke,2050-01-01,3,117
4034,Tokke,2050-01-01,4,89
4034,Tokke,2050-01-01,5,41
4034,Tokke,2050-01-01,6+,14
4036,Vinje,2026-01-01,1,752
4036,Vinje,2026-01-01,2,575
4036,Vinje,2026-01-01,3,213
4036,Vinje,2026-01-01,4,170
4036,Vinje,2026-01-01,5,79
4036,Vinje,2026-01-01,6+,25
4036,Vinje,2027-01-01,1,761
4036,Vinje,2027-01-01,2,582
4036,Vinje,2027-01-01,3,213
4036,Vinje,2027-01-01,4,171
4036,Vinje,2027-01-01,5,79
4036,Vinje,2027-01-01,6+,25
4036,Vinje,2028-01-01,1,766
4036,Vinje,2028-01-01,2,587
4036,Vinje,2028-01-01,3,212
4036,Vinje,2028-01-01,4,170
4036,Vinje,2028-01-01,5,79
4036,Vinje,2028-01-01,6+,25
4036,Vinje,2029-01-01,1,772
4036,Vinje,2029-01-01,2,591
4036,Vinje,2029-01-01,3,212
4036,Vinje,2029-01-01,4,171
4036,Vinje,2029-01-01,5,80
4036,Vinje,2029-01-01,6+,26
4036,Vinje,2030-01-01,1,779
4036,Vinje,2030-01-01,2,596
4036,Vinje,2030-01-01,3,212
4036,Vinje,2030-01-01,4,170
4036,Vinje,2030-01-01,5,80
4036,Vinje,2030-01-01,6+,26
4036,Vinje,2031-01-01,1,786
4036,Vinje,2031-01-01,2,599
4036,Vinje,2031-01-01,3,210
4036,Vinje,2031-01-01,4,169
4036,Vinje,2031-01-01,5,80
4036,Vinje,2031-01-01,6+,26
4036,Vinje,2032-01-01,1,792
4036,Vinje,2032-01-01,2,605
4036,Vinje,2032-01-01,3,210
4036,Vinje,2032-01-01,4,169
4036,Vinje,2032-01-01,5,80
4036,Vinje,2032-01-01,6+,26
4036,Vinje,2033-01-01,1,797
4036,Vinje,2033-01-01,2,611
4036,Vinje,2033-01-01,3,210
4036,Vinje,2033-01-01,4,168
4036,Vinje,2033-01-01,5,79
4036,Vinje,2033-01-01,6+,26
4036,Vinje,2034-01-01,1,804
4036,Vinje,2034-01-01,2,614
4036,Vinje,2034-01-01,3,210
4036,Vinje,2034-01-01,4,167
4036,Vinje,2034-01-01,5,79
4036,Vinje,2034-01-01,6+,26
4036,Vinje,2035-01-01,1,808
4036,Vinje,2035-01-01,2,617
4036,Vinje,2035-01-01,3,210
4036,Vinje,2035-01-01,4,166
4036,Vinje,2035-01-01,5,78
4036,Vinje,2035-01-01,6+,26
4036,Vinje,2036-01-01,1,814
4036,Vinje,2036-01-01,2,621
4036,Vinje,2036-01-01,3,210
4036,Vinje,2036-01-01,4,166
4036,Vinje,2036-01-01,5,78
4036,Vinje,2036-01-01,6+,26
4036,Vinje,2037-01-01,1,818
4036,Vinje,2037-01-01,2,623
4036,Vinje,2037-01-01,3,210
4036,Vinje,2037-01-01,4,166
4036,Vinje,2037-01-01,5,78
4036,Vinje,2037-01-01,6+,26
4036,Vinje,2038-01-01,1,824
4036,Vinje,2038-01-01,2,626
4036,Vinje,2038-01-01,3,210
4036,Vinje,2038-01-01,4,166
4036,Vinje,2038-01-01,5,78
4036,Vinje,2038-01-01,6+,26
4036,Vinje,2039-01-01,1,825
4036,Vinje,2039-01-01,2,626
4036,Vinje,2039-01-01,3,211
4036,Vinje,2039-01-01,4,167
4036,Vinje,2039-01-01,5,78
4036,Vinje,2039-01-01,6+,26
4036,Vinje,2040-01-01,1,827
4036,Vinje,2040-01-01,2,627
4036,Vinje,2040-01-01,3,211
4036,Vinje,2040-01-01,4,167
4036,Vinje,2040-01-01,5,78
4036,Vinje,2040-01-01,6+,26
4036,Vinje,2041-01-01,1,831
4036,Vinje,2041-01-01,2,630
4036,Vinje,2041-01-01,3,211
4036,Vinje,2041-01-01,4,166
4036,Vinje,2041-01-01,5,78
4036,Vinje,2041-01-01,6+,26
4036,Vinje,2042-01-01,1,836
4036,Vinje,2042-01-01,2,633
4036,Vinje,2042-01-01,3,211
4036,Vinje,2042-01-01,4,166
4036,Vinje,2042-01-01,5,78
4036,Vinje,2042-01-01,6+,26
4036,Vinje,2043-01-01,1,839
4036,Vinje,2043-01-01,2,636
4036,Vinje,2043-01-01,3,211
4036,Vinje,2043-01-01,4,165
4036,Vinje,2043-01-01,5,77
4036,Vinje,2043-01-01,6+,26
4036,Vinje,2044-01-01,1,841
4036,Vinje,2044-01-01,2,638
4036,Vinje,2044-01-01,3,210
4036,Vinje,2044-01-01,4,164
4036,Vinje,2044-01-01,5,76
4036,Vinje,2044-01-01,6+,25
4036,Vinje,2045-01-01,1,843
4036,Vinje,2045-01-01,2,638
4036,Vinje,2045-01-01,3,210
4036,Vinje,2045-01-01,4,164
4036,Vinje,2045-01-01,5,77
4036,Vinje,2045-01-01,6+,25
4036,Vinje,2046-01-01,1,846
4036,Vinje,2046-01-01,2,640
4036,Vinje,2046-01-01,3,210
4036,Vinje,2046-01-01,4,163
4036,Vinje,2046-01-01,5,76
4036,Vinje,2046-01-01,6+,25
4036,Vinje,2047-01-01,1,850
4036,Vinje,2047-01-01,2,640
4036,Vinje,2047-01-01,3,210
4036,Vinje,2047-01-01,4,163
4036,Vinje,2047-01-01,5,76
4036,Vinje,2047-01-01,6+,25
4036,Vinje,2048-01-01,1,852
4036,Vinje,2048-01-01,2,641
4036,Vinje,2048-01-01,3,210
4036,Vinje,2048-01-01,4,162
4036,Vinje,2048-01-01,5,76
4036,Vinje,2048-01-01,6+,25
4036,Vinje,2049-01-01,1,855
4036,Vinje,2049-01-01,2,642
4036,Vinje,2049-01-01,3,210
4036,Vinje,2049-01-01,4,162
4036,Vinje,2049-01-01,5,75
4036,Vinje,2049-01-01,6+,25
4036,Vinje,2050-01-01,1,858
4036,Vinje,2050-01-01,2,643
4036,Vinje,2050-01-01,3,210
4036,Vinje,2050-01-01,4,161
4036,Vinje,2050-01-01,5,75
4036,Vinje,2050-01-01,6+,25
