Kommunenummer,Kommune,År,Husholdningsstørrelse,Etterspørsel
4014,Kragerø,2040-01-01,2,1864
4014,Kragerø,2040-01-01,3,554
4014,Kragerø,2040-01-01,4,482
4014,Kragerø,2040-01-01,5,210
4014,Kragerø,2040-01-01,6+,62
4014,Kragerø,2041-01-01,1,2090
4014,Kragerø,2041-01-01,2,1865
4014,Kragerø,2041-01-01,3,553
4014,Kragerø,2041-01-01,4,481
4014,Kragerø,2041-01-01,5,209
4014,Kragerø,2041-01-01,6+,62
4014,Kragerø,2042-01-01,1,2092
4014,Kragerø,2042-01-01,2,1868
4014,Kragerø,2042-01-01,3,552
4014,Kragerø,2042-01-01,4,480
4014,Kragerø,2042-01-01,5,208
4014,Kragerø,2042-01-01,6+,62
4014,Kragerø,2043-01-01,1,2093
4014,Kragerø,2043-01-01,2,1869
4014,Kragerø,2043-01-01,3,550
4014,Kragerø,2043-01-01,4,477
4014,Kragerø,2043-01-01,5,207
4014,Kragerø,2043-01-01,6+,62
4014,Kragerø,2044-01-01,1,2092
4014,Kragerø,2044-01-01,2,1870
4014,Kragerø,2044-01-01,3,549
4014,Kragerø,2044-01-01,4,476
4014,Kragerø,2044-01-01,5,207
4014,Kragerø,2044-01-01,6+,61
4014,Kragerø,2045-01-01,1,2091
4014,Kragerø,2045-01-01,2,1870
4014,Kragerø,2045-01-01,3,549
4014,Kragerø,2045-01-01,4,475
4014,Kragerø,2045-01-01,5,206
4014,Kragerø,2045-01-01,6+,61
4014,Kragerø,2046-01-01,1,2094
4014,Kragerø,2046-01-01,2,1869
4014,Kragerø,2046-01-01,3,547
4014,Kragerø,2046-01-01,4,474
4014,Kragerø,2046-01-01,5,205
4014,Kragerø,2046-01-01,6+,61
4014,Kragerø,2047-01-01,1,2096
4014,Kragerø,2047-01-01,2,1870
4014,Kragerø,2047-01-01,3,546
4014,Kragerø,2047-01-01,4,472
4014,Kragerø,2047-01-01,5,205
4014,Kragerø,2047-01-01,6+,61
4014,Kragerø,2048-01-01,1,2099
4014,Kragerø,2048-01-01,2,1870
4014,Kragerø,2048-01-01,3,545
4014,Kragerø,2048-01-01,4,469
4014,Kragerø,2048-01-01,5,203
4014,Kragerø,2048-01-01,6+,61
4014,Kragerø,2049-01-01,1,2105
4014,Kragerø,2049-01-01,2,1867
4014,Kragerø,2049-01-01,3,545
4014,Kragerø,2049-01-01,4,469
4014,Kragerø,2049-01-01,5,203
4014,Kragerø,2049-01-01,6+,61
4014,Kragerø,2050-01-01,1,2110
4014,Kragerø,2050-01-01,2,1870
4014,Kragerø,2050-01-01,3,542
4014,Kragerø,2050-01-01,4,465
4014,Kragerø,2050-01-01,5,202
4014,Kragerø,2050-01-01,6+,60
4005,Notodden,2026-01-01,1,2464
4005,Notodden,2026-01-01,2,2138
4005,Notodden,2026-01-01,3,752
4005,Notodden,2026-01-01,4,696
4005,Notodden,2026-01-01,5,297
4005,Notodden,2026-01-01,6+,84
4005,Notodden,2027-01-01,1,2485
4005,Notodden,2027-01-01,2,2157
4005,Notodden,2027-01-01,3,753
4005,Notodden,2027-01-01,4,697
4005,Notodden,2027-01-01,5,298
4005,Notodden,2027-01-01,6+,84
4005,Notodden,2028-01-01,1,2506
4005,Notodden,2028-01-01,2,2173
4005,Notodden,2028-01-01,3,752
4005,Notodden,2028-01-01,4,699
4005,Notodden,2028-01-01,5,300
4005,Notodden,2028-01-01,6+,85
4005,Notodden,2029-01-01,1,2527
4005,Notodden,2029-01-01,2,2184
4005,Notodden,2029-01-01,3,753
4005,Notodden,2029-01-01,4,698
4005,Notodden,2029-01-01,5,300
4005,Notodden,2029-01-01,6+,85
4005,Notodden,2030-01-01,1,2544
4005,Notodden,2030-01-01,2,2198
4005,Notodden,2030-01-01,3,752
4005,Notodden,2030-01-01,4,697
4005,Notodden,2030-01-01,5,301
4005,Notodden,2030-01-01,6+,86
4005,Notodden,2031-01-01,1,2561
4005,Notodden,2031-01-01,2,2209
4005,Notodden,2031-01-01,3,751
4005,Notodden,2031-01-01,4,697
4005,Notodden,2031-01-01,5,302
4005,Notodden,2031-01-01,6+,86
4005,Notodden,2032-01-01,1,2577
4005,Notodden,2032-01-01,2,2222
4005,Notodden,2032-01-01,3,750
4005,Notodden,2032-01-01,4,697
4005,Notodden,2032-01-01,5,303
4005,Notodden,2032-01-01,6+,86
4005,Notodden,2033-01-01,1,2590
4005,Notodden,2033-01-01,2,2234
4005,Notodden,2033-01-01,3,750
4005,Notodden,2033-01-01,4,694
4005,Notodden,2033-01-01,5,302
4005,Notodden,2033-01-01,6+,86
4005,Notodden,2034-01-01,1,2607
4005,Notodden,2034-01-01,2,2248
4005,Notodden,2034-01-01,3,749
4005,Notodden,2034-01-01,4,691
4005,Notodden,2034-01-01,5,301
4005,Notodden,2034-01-01,6+,86
4005,Notodden,2035-01-01,1,2621
4005,Notodden,2035-01-01,2,2260
4005,Notodden,2035-01-01,3,747
4005,Notodden,2035-01-01,4,691
4005,Notodden,2035-01-01,5,301
4005,Notodden,2035-01-01,6+,86
4005,Notodden,2036-01-01,1,2638
4005,Notodden,2036-01-01,2,2274
4005,Notodden,2036-01-01,3,747
4005,Notodden,2036-01-01,4,688
4005,Notodden,2036-01-01,5,300
4005,Notodden,2036-01-01,6+,86
4005,Notodden,2037-01-01,1,2659
4005,Notodden,2037-01-01,2,2281
4005,Notodden,2037-01-01,3,746
4005,Notodden,2037-01-01,4,687
4005,Notodden,2037-01-01,5,300
4005,Notodden,2037-01-01,6+,86
4005,Notodden,2038-01-01,1,2668
4005,Notodden,2038-01-01,2,2287
4005,Notodden,2038-01-01,3,747
4005,Notodden,2038-01-01,4,686
4005,Notodden,2038-01-01,5,299
4005,Notodden,2038-01-01,6+,86
4005,Notodden,2039-01-01,1,2676
4005,Notodden,2039-01-01,2,2298
4005,Notodden,2039-01-01,3,748
4005,Notodden,2039-01-01,4,683
4005,Notodden,2039-01-01,5,297
4005,Notodden,2039-01-01,6+,85
4005,Notodden,2040-01-01,1,2685
4005,Notodden,2040-01-01,2,2306
4005,Notodden,2040-01-01,3,749
4005,Notodden,2040-01-01,4,681
4005,Notodden,2040-01-01,5,296
4005,Notodden,2040-01-01,6+,85
4005,Notodden,2041-01-01,1,2690
4005,Notodden,2041-01-01,2,2311
4005,Notodden,2041-01-01,3,750
4005,Notodden,2041-01-01,4,680
4005,Notodden,2041-01-01,5,294
4005,Notodden,2041-01-01,6+,85
4005,Notodden,2042-01-01,1,2698
4005,Notodden,2042-01-01,2,2317
4005,Notodden,2042-01-01,3,751
4005,Notodden,2042-01-01,4,678
4005,Notodden,2042-01-01,5,292
4005,Notodden,2042-01-01,6+,84
4005,Notodden,2043-01-01,1,2699
4005,Notodden,2043-01-01,2,2322
4005,Notodden,2043-01-01,3,750
4005,Notodden,2043-01-01,4,676
4005,Notodden,2043-01-01,5,291
4005,Notodden,2043-01-01,6+,84
4005,Notodden,2044-01-01,1,2708
4005,Notodden,2044-01-01,2,2329
4005,Notodden,2044-01-01,3,749
4005,Notodden,2044-01-01,4,673
4005,Notodden,2044-01-01,5,290
4005,Notodden,2044-01-01,6+,84
4005,Notodden,2045-01-01,1,2717
4005,Notodden,2045-01-01,2,2332
4005,Notodden,2045-01-01,3,750
4005,Notodden,2045-01-01,4,672
4005,Notodden,2045-01-01,5,289
4005,Notodden,2045-01-01,6+,83
4005,Notodden,2046-01-01,1,2726
4005,Notodden,2046-01-01,2,2337
4005,Notodden,2046-01-01,3,747
4005,Notodden,2046-01-01,4,668
4005,Notodden,2046-01-01,5,287
4005,Notodden,2046-01-01,6+,83
4005,Notodden,2047-01-01,1,2730
4005,Notodden,2047-01-01,2,2340
4005,Notodden,2047-01-01,3,746
4005,Notodden,2047-01-01,4,667
4005,Notodden,2047-01-01,5,287
4005,Notodden,2047-01-01,6+,83
4005,Notodden,2048-01-01,1,2736
4005,Notodden,2048-01-01,2,2343
4005,Notodden,2048-01-01,3,744
4005,Notodden,2048-01-01,4,664
4005,Notodden,2048-01-01,5,286
4005,Notodden,2048-01-01,6+,83
4005,Notodden,2049-01-01,1,2740
4005,Notodden,2049-01-01,2,2350
4005,Notodden,2049-01-01,3,742
4005,Notodden,2049-01-01,4,661
4005,Notodden,2049-01-01,5,285
4005,Notodden,2049-01-01,6+,83
4005,Notodden,2050-01-01,1,2745
4005,Notodden,2050-01-01,2,2355
4005,Notodden,2050-01-01,3,739
4005,Notodden,2050-01-01,4,657
4005,Notodden,2050-01-01,5,283
4005,Notodden,2050-01-01,6+,82
4016,Drangedal,2026-01-01,1,760
4016,Drangedal,2026-01-01,2,623
4016,Drangedal,2026-01-01,3,221
4016,Drangedal,2026-01-01,4,192
4016,Drangedal,2026-01-01,5,82
4016,Drangedal,2026-01-01,6+,27
4016,Drangedal,2027-01-01,1,762
4016,Drangedal,2027-01-01,2,627
4016,Drangedal,2027-01-01,3,219
4016,Drangedal,2027-01-01,4,189
4016,Drangedal,2027-01-01,5,81
4016,Drangedal,2027-01-01,6+,27
4016,Drangedal,2028-01-01,1,765
4016,Drangedal,2028-01-01,2,629
4016,Drangedal,2028-01-01,3,217
4016,Drangedal,2028-01-01,4,187
4016,Drangedal,2028-01-01,5,80
4016,Drangedal,2028-01-01,6+,26
4016,Drangedal,2029-01-01,1,770
4016,Drangedal,2029-01-01,2,632
4016,Drangedal,2029-01-01,3,216
4016,Drangedal,2029-01-01,4,186
4016,Drangedal,2029-01-01,5,79
4016,Drangedal,2029-01-01,6+,26
4016,Drangedal,2030-01-01,1,774
4016,Drangedal,2030-01-01,2,634
4016,Drangedal,2030-01-01,3,216
4016,Drangedal,2030-01-01,4,185
4016,Drangedal,2030-01-01,5,79
4016,Drangedal,2030-01-01,6+,26
4016,Drangedal,2031-01-01,1,777
4016,Drangedal,2031-01-01,2,638
4016,Drangedal,2031-01-01,3,215
4016,Drangedal,2031-01-01,4,184
4016,Drangedal,2031-01-01,5,78
4016,Drangedal,2031-01-01,6+,26
4016,Drangedal,2032-01-01,1,780
4016,Drangedal,2032-01-01,2,642
4016,Drangedal,2032-01-01,3,214
4016,Drangedal,2032-01-01,4,182
4016,Drangedal,2032-01-01,5,78
4016,Drangedal,2032-01-01,6+,26
4016,Drangedal,2033-01-01,1,786
4016,Drangedal,2033-01-01,2,646
4016,Drangedal,2033-01-01,3,212
4016,Drangedal,2033-01-01,4,180
4016,Drangedal,2033-01-01,5,77
4016,Drangedal,2033-01-01,6+,26
4016,Drangedal,2034-01-01,1,787
4016,Drangedal,2034-01-01,2,647
4016,Drangedal,2034-01-01,3,212
4016,Drangedal,2034-01-01,4,179
4016,Drangedal,2034-01-01,5,77
4016,Drangedal,2034-01-01,6+,26
4016,Drangedal,2035-01-01,1,788
4016,Drangedal,2035-01-01,2,649
4016,Drangedal,2035-01-01,3,211
4016,Drangedal,2035-01-01,4,178
4016,Drangedal,2035-01-01,5,76
4016,Drangedal,2035-01-01,6+,26
4016,Drangedal,2036-01-01,1,791
4016,Drangedal,2036-01-01,2,650
4016,Drangedal,2036-01-01,3,210
4016,Drangedal,2036-01-01,4,177
4016,Drangedal,2036-01-01,5,76
4016,Drangedal,2036-01-01,6+,26
4016,Drangedal,2037-01-01,1,793
4016,Drangedal,2037-01-01,2,652
4016,Drangedal,2037-01-01,3,209
4016,Drangedal,2037-01-01,4,176
4016,Drangedal,2037-01-01,5,76
4016,Drangedal,2037-01-01,6+,26
4016,Drangedal,2038-01-01,1,796
4016,Drangedal,2038-01-01,2,652
4016,Drangedal,2038-01-01,3,209
4016,Drangedal,2038-01-01,4,175
4016,Drangedal,2038-01-01,5,75
4016,Drangedal,2038-01-01,6+,26
4016,Drangedal,2039-01-01,1,797
4016,Drangedal,2039-01-01,2,652
4016,Drangedal,2039-01-01,3,207
4016,Drangedal,2039-01-01,4,174
4016,Drangedal,2039-01-01,5,75
4016,Drangedal,2039-01-01,6+,25
4016,Drangedal,2040-01-01,1,795
4016,Drangedal,2040-01-01,2,652
4016,Drangedal,2040-01-01,3,207
4016,Drangedal,2040-01-01,4,174
4016,Drangedal,2040-01-01,5,75
4016,Drangedal,2040-01-01,6+,26
4016,Drangedal,2041-01-01,1,796
4016,Drangedal,2041-01-01,2,653
4016,Drangedal,2041-01-01,3,206
4016,Drangedal,2041-01-01,4,173
4016,Drangedal,2041-01-01,5,75
4016,Drangedal,2041-01-01,6+,25
4016,Drangedal,2042-01-01,1,797
4016,Drangedal,2042-01-01,2,654
4016,Drangedal,2042-01-01,3,205
4016,Drangedal,2042-01-01,4,173
4016,Drangedal,2042-01-01,5,75
4016,Drangedal,2042-01-01,6+,25
4016,Drangedal,2043-01-01,1,799
4016,Drangedal,2043-01-01,2,654
4016,Drangedal,2043-01-01,3,204
4016,Drangedal,2043-01-01,4,172
4016,Drangedal,2043-01-01,5,74
4016,Drangedal,2043-01-01,6+,25
4016,Drangedal,2044-01-01,1,800
4016,Drangedal,2044-01-01,2,656
4016,Drangedal,2044-01-01,3,203
4016,Drangedal,2044-01-01,4,171
4016,Drangedal,2044-01-01,5,74
4016,Drangedal,2044-01-01,6+,25
4016,Drangedal,2045-01-01,1,800
4016,Drangedal,2045-01-01,2,655
4016,Drangedal,2045-01-01,3,202
4016,Drangedal,2045-01-01,4,170
4016,Drangedal,2045-01-01,5,74
4016,Drangedal,2045-01-01,6+,25
4016,Drangedal,2046-01-01,1,799
4016,Drangedal,2046-01-01,2,655
4016,Drangedal,2046-01-01,3,202
4016,Drangedal,2046-01-01,4,169
4016,Drangedal,2046-01-01,5,73
4016,Drangedal,2046-01-01,6+,25
4016,Drangedal,2047-01-01,1,802
4016,Drangedal,2047-01-01,2,655
4016,Drangedal,2047-01-01,3,201
4016,Drangedal,2047-01-01,4,168
4016,Drangedal,2047-01-01,5,73
4016,Drangedal,2047-01-01,6+,25
4016,Drangedal,2048-01-01,1,803
4016,Drangedal,2048-01-01,2,655
4016,Drangedal,2048-01-01,3,201
4016,Drangedal,2048-01-01,4,168
4016,Drangedal,2048-01-01,5,73
4016,Drangedal,2048-01-01,6+,25
4016,Drangedal,2049-01-01,1,804
4016,Drangedal,2049-01-01,2,654
4016,Drangedal,2049-01-01,3,200
4016,Drangedal,2049-01-01,4,167
4016,Drangedal,2049-01-01,5,72
4016,Drangedal,2049-01-01,6+,25
4016,Drangedal,2050-01-01,1,804
4016,Drangedal,2050-01-01,2,654
4016,Drangedal,2050-01-01,3,200
4016,Drangedal,2050-01-01,4,166
4016,Drangedal,2050-01-01,5,72
4016,Drangedal,2050-01-01,6+,25
4018,Nome,2026-01-01,1,1196
4018,Nome,2026-01-01,2,1072
4018,Nome,2026-01-01,3,368
4018,Nome,2026-01-01,4,327
4018,Nome,2026-01-01,5,138
4018,Nome,2026-01-01,6+,40
4018,Nome,2027-01-01,1,1205
4018,Nome,2027-01-01,2,1082
4018,Nome,2027-01-01,3,366
4018,Nome,2027-01-01,4,325
4018,Nome,2027-01-01,5,138
4018,Nome,2027-01-01,6+,40
4018,Nome,2028-01-01,1,1218
4018,Nome,2028-01-01,2,1091
4018,Nome,2028-01-01,3,363
4018,Nome,2028-01-01,4,322
4018,Nome,2028-01-01,5,137
4018,Nome,2028-01-01,6+,40
4018,Nome,2029-01-01,1,1226
4018,Nome,2029-01-01,2,1096
4018,Nome,2029-01-01,3,362
4018,Nome,2029-01-01,4,322
4018,Nome,2029-01-01,5,138
4018,Nome,2029-01-01,6+,40
4018,Nome,2030-01-01,1,1235
4018,Nome,2030-01-01,2,1105
4018,Nome,2030-01-01,3,360
4018,Nome,2030-01-01,4,320
4018,Nome,2030-01-01,5,137
4018,Nome,2030-01-01,6+,40
4018,Nome,2031-01-01,1,1245
4018,Nome,2031-01-01,2,1111
4018,Nome,2031-01-01,3,359
4018,Nome,2031-01-01,4,320
4018,Nome,2031-01-01,5,137
4018,Nome,2031-01-01,6+,40
4018,Nome,2032-01-01,1,1251
4018,Nome,2032-01-01,2,1117
4018,Nome,2032-01-01,3,358
4018,Nome,2032-01-01,4,319
4018,Nome,2032-01-01,5,138
4018,Nome,2032-01-01,6+,40
4018,Nome,2033-01-01,1,1260
4018,Nome,2033-01-01,2,1128
4018,Nome,2033-01-01,3,357
4018,Nome,2033-01-01,4,317
4018,Nome,2033-01-01,5,137
4018,Nome,2033-01-01,6+,40
4018,Nome,2034-01-01,1,1267
4018,Nome,2034-01-01,2,1131
4018,Nome,2034-01-01,3,356
4018,Nome,2034-01-01,4,317
4018,Nome,2034-01-01,5,138
4018,Nome,2034-01-01,6+,40
4018,Nome,2035-01-01,1,1272
4018,Nome,2035-01-01,2,1136
4018,Nome,2035-01-01,3,356
4018,Nome,2035-01-01,4,317
4018,Nome,2035-01-01,5,138
4018,Nome,2035-01-01,6+,40
4018,Nome,2036-01-01,1,1277
4018,Nome,2036-01-01,2,1139
4018,Nome,2036-01-01,3,355
4018,Nome,2036-01-01,4,317
4018,Nome,2036-01-01,5,138
4018,Nome,2036-01-01,6+,40
4018,Nome,2037-01-01,1,1288
4018,Nome,2037-01-01,2,1144
4018,Nome,2037-01-01,3,354
4018,Nome,2037-01-01,4,315
4018,Nome,2037-01-01,5,138
4018,Nome,2037-01-01,6+,40
4018,Nome,2038-01-01,1,1295
4018,Nome,2038-01-01,2,1146
4018,Nome,2038-01-01,3,353
4018,Nome,2038-01-01,4,315
4018,Nome,2038-01-01,5,138
4018,Nome,2038-01-01,6+,40
4018,Nome,2039-01-01,1,1298
4018,Nome,2039-01-01,2,1148
4018,Nome,2039-01-01,3,354
4018,Nome,2039-01-01,4,315
4018,Nome,2039-01-01,5,137
4018,Nome,2039-01-01,6+,40
4018,Nome,2040-01-01,1,1302
4018,Nome,2040-01-01,2,1151
4018,Nome,2040-01-01,3,353
4018,Nome,2040-01-01,4,314
4018,Nome,2040-01-01,5,137
4018,Nome,2040-01-01,6+,40
4018,Nome,2041-01-01,1,1308
4018,Nome,2041-01-01,2,1154
4018,Nome,2041-01-01,3,353
4018,Nome,2041-01-01,4,313
4018,Nome,2041-01-01,5,137
4018,Nome,2041-01-01,6+,40
4018,Nome,2042-01-01,1,1312
4018,Nome,2042-01-01,2,1159
4018,Nome,2042-01-01,3,353
4018,Nome,2042-01-01,4,312
4018,Nome,2042-01-01,5,136
4018,Nome,2042-01-01,6+,40
4018,Nome,2043-01-01,1,1315
4018,Nome,2043-01-01,2,1162
4018,Nome,2043-01-01,3,352
4018,Nome,2043-01-01,4,310
4018,Nome,2043-01-01,5,134
4018,Nome,2043-01-01,6+,40
4018,Nome,2044-01-01,1,1318
4018,Nome,2044-01-01,2,1161
4018,Nome,2044-01-01,3,352
4018,Nome,2044-01-01,4,310
4018,Nome,2044-01-01,5,134
4018,Nome,2044-01-01,6+,39
4018,Nome,2045-01-01,1,1317
4018,Nome,2045-01-01,2,1161
4018,Nome,2045-01-01,3,352
4018,Nome,2045-01-01,4,309
4018,Nome,2045-01-01,5,134
4018,Nome,2045-01-01,6+,39
4018,Nome,2046-01-01,1,1325
4018,Nome,2046-01-01,2,1162
4018,Nome,2046-01-01,3,352
4018,Nome,2046-01-01,4,308
4018,Nome,2046-01-01,5,133
4018,Nome,2046-01-01,6+,39
4018,Nome,2047-01-01,1,1329
4018,Nome,2047-01-01,2,1163
4018,Nome,2047-01-01,3,351
4018,Nome,2047-01-01,4,307
4018,Nome,2047-01-01,5,133
4018,Nome,2047-01-01,6+,39
4018,Nome,2048-01-01,1,1334
4018,Nome,2048-01-01,2,1163
4018,Nome,2048-01-01,3,351
4018,Nome,2048-01-01,4,307
4018,Nome,2048-01-01,5,133
4018,Nome,2048-01-01,6+,39
4018,Nome,2049-01-01,1,1336
4018,Nome,2049-01-01,2,1163
4018,Nome,2049-01-01,3,350
4018,Nome,2049-01-01,4,305
4018,Nome,2049-01-01,5,132
4018,Nome,2049-01-01,6+,39
4018,Nome,2050-01-01,1,1340
4018,Nome,2050-01-01,2,1164
4018,Nome,2050-01-01,3,349
4018,Nome,2050-01-01,4,303
4018,Nome,2050-01-01,5,131
4018,Nome,2050-01-01,6+,39
4020,Midt-Telemark,2026-01-01,1,2099
4020,Midt-Telemark,2026-01-01,2,1686
4020,Midt-Telemark,2026-01-01,3,619
4020,Midt-Telemark,2026-01-01,4,581
4020,Midt-Telemark,2026-01-01,5,247
4020,Midt-Telemark,2026-01-01,6+,69
4020,Midt-Telemark,2027-01-01,1,2138
4020,Midt-Telemark,2027-01-01,2,1710
4020,Midt-Telemark,2027-01-01,3,623
4020,Midt-Telemark,2027-01-01,4,585
4020,Midt-Telemark,2027-01-01,5,250
4020,Midt-Telemark,2027-01-01,6+,70
4020,Midt-Telemark,2028-01-01,1,2167
4020,Midt-Telemark,2028-01-01,2,1733
4020,Midt-Telemark,2028-01-01,3,629
4020,Midt-Telemark,2028-01-01,4,590
4020,Midt-Telemark,2028-01-01,5,252
4020,Midt-Telemark,2028-01-01,6+,70
4020,Midt-Telemark,2029-01-01,1,2197
4020,Midt-Telemark,2029-01-01,2,1754
4020,Midt-Telemark,2029-01-01,3,634
4020,Midt-Telemark,2029-01-01,4,596
4020,Midt-Telemark,2029-01-01,5,255
4020,Midt-Telemark,2029-01-01,6+,71
4020,Midt-Telemark,2030-01-01,1,2222
4020,Midt-Telemark,2030-01-01,2,1773
4020,Midt-Telemark,2030-01-01,3,640
4020,Midt-Telemark,2030-01-01,4,602
4020,Midt-Telemark,2030-01-01,5,258
4020,Midt-Telemark,2030-01-01,6+,72
4020,Midt-Telemark,2031-01-01,1,2253
4020,Midt-Telemark,2031-01-01,2,1797
4020,Midt-Telemark,2031-01-01,3,644
4020,Midt-Telemark,2031-01-01,4,604
4020,Midt-Telemark,2031-01-01,5,259
4020,Midt-Telemark,2031-01-01,6+,72
4020,Midt-Telemark,2032-01-01,1,2275
4020,Midt-Telemark,2032-01-01,2,1817
4020,Midt-Telemark,2032-01-01,3,649
4020,Midt-Telemark,2032-01-01,4,608
4020,Midt-Telemark,2032-01-01,5,261
4020,Midt-Telemark,2032-01-01,6+,73
4020,Midt-Telemark,2033-01-01,1,2305
4020,Midt-Telemark,2033-01-01,2,1839
4020,Midt-Telemark,2033-01-01,3,652
4020,Midt-Telemark,2033-01-01,4,610
4020,Midt-Telemark,2033-01-01,5,262
4020,Midt-Telemark,2033-01-01,6+,73
4020,Midt-Telemark,2034-01-01,1,2323
4020,Midt-Telemark,2034-01-01,2,1858
4020,Midt-Telemark,2034-01-01,3,656
4020,Midt-Telemark,2034-01-01,4,613
4020,Midt-Telemark,2034-01-01,5,263
4020,Midt-Telemark,2034-01-01,6+,74
4020,Midt-Telemark,2035-01-01,1,2338
4020,Midt-Telemark,2035-01-01,2,1875
4020,Midt-Telemark,2035-01-01,3,660
4020,Midt-Telemark,2035-01-01,4,617
4020,Midt-Telemark,2035-01-01,5,265
4020,Midt-Telemark,2035-01-01,6+,74
4020,Midt-Telemark,2036-01-01,1,2354
4020,Midt-Telemark,2036-01-01,2,1891
4020,Midt-Telemark,2036-01-01,3,665
4020,Midt-Telemark,2036-01-01,4,620
4020,Midt-Telemark,2036-01-01,5,266
4020,Midt-Telemark,2036-01-01,6+,75
4020,Midt-Telemark,2037-01-01,1,2375
4020,Midt-Telemark,2037-01-01,2,1907
4020,Midt-Telemark,2037-01-01,3,669
4020,Midt-Telemark,2037-01-01,4,623
4020,Midt-Telemark,2037-01-01,5,267
4020,Midt-Telemark,2037-01-01,6+,75
4020,Midt-Telemark,2038-01-01,1,2391
4020,Midt-Telemark,2038-01-01,2,1922
4020,Midt-Telemark,2038-01-01,3,673
4020,Midt-Telemark,2038-01-01,4,626
4020,Midt-Telemark,2038-01-01,5,269
4020,Midt-Telemark,2038-01-01,6+,76
4020,Midt-Telemark,2039-01-01,1,2402
4020,Midt-Telemark,2039-01-01,2,1937
4020,Midt-Telemark,2039-01-01,3,676
4020,Midt-Telemark,2039-01-01,4,629
4020,Midt-Telemark,2039-01-01,5,270
4020,Midt-Telemark,2039-01-01,6+,76
4020,Midt-Telemark,2040-01-01,1,2410
4020,Midt-Telemark,2040-01-01,2,1949
4020,Midt-Telemark,2040-01-01,3,680
4020,Midt-Telemark,2040-01-01,4,632
4020,Midt-Telemark,2040-01-01,5,271
4020,Midt-Telemark,2040-01-01,6+,76
4020,Midt-Telemark,2041-01-01,1,2426
4020,Midt-Telemark,2041-01-01,2,1965
4020,Midt-Telemark,2041-01-01,3,682
4020,Midt-Telemark,2041-01-01,4,634
4020,Midt-Telemark,2041-01-01,5,272
4020,Midt-Telemark,2041-01-01,6+,77
4020,Midt-Telemark,2042-01-01,1,2438
4020,Midt-Telemark,2042-01-01,2,1979
4020,Midt-Telemark,2042-01-01,3,685
4020,Midt-Telemark,2042-01-01,4,635
4020,Midt-Telemark,2042-01-01,5,272
4020,Midt-Telemark,2042-01-01,6+,77
4020,Midt-Telemark,2043-01-01,1,2449
4020,Midt-Telemark,2043-01-01,2,1995
4020,Midt-Telemark,2043-01-01,3,687
4020,Midt-Telemark,2043-01-01,4,636
4020,Midt-Telemark,2043-01-01,5,273
4020,Midt-Telemark,2043-01-01,6+,77
4020,Midt-Telemark,2044-01-01,1,2461
4020,Midt-Telemark,2044-01-01,2,2008
4020,Midt-Telemark,2044-01-01,3,688
4020,Midt-Telemark,2044-01-01,4,636
4020,Midt-Telemark,2044-01-01,5,273
4020,Midt-Telemark,2044-01-01,6+,77
4020,Midt-Telemark,2045-01-01,1,2474
4020,Midt-Telemark,2045-01-01,2,2021
4020,Midt-Telemark,2045-01-01,3,690
4020,Midt-Telemark,2045-01-01,4,636
4020,Midt-Telemark,2045-01-01,5,273
4020,Midt-Telemark,2045-01-01,6+,77
4020,Midt-Telemark,2046-01-01,1,2486
4020,Midt-Telemark,2046-01-01,2,2035
4020,Midt-Telemark,2046-01-01,3,692
4020,Midt-Telemark,2046-01-01,4,636
4020,Midt-Telemark,2046-01-01,5,273
4020,Midt-Telemark,2046-01-01,6+,77
4020,Midt-Telemark,2047-01-01,1,2502
4020,Midt-Telemark,2047-01-01,2,2047
4020,Midt-Telemark,2047-01-01,3,693
4020,Midt-Telemark,2047-01-01,4,636
4020,Midt-Telemark,2047-01-01,5,273
4020,Midt-Telemark,2047-01-01,6+,77
4020,Midt-Telemark,2048-01-01,1,2517
4020,Midt-Telemark,2048-01-01,2,2059
4020,Midt-Telemark,2048-01-01,3,694
4020,Midt-Telemark,2048-01-01,4,636
4020,Midt-Telemark,2048-01-01,5,273
4020,Midt-Telemark,2048-01-01,6+,77
4020,Midt-Telemark,2049-01-01,1,2533
4020,Midt-Telemark,2049-01-01,2,2071
4020,Midt-Telemark,2049-01-01,3,695
4020,Midt-Telemark,2049-01-01,4,635
4020,Midt-Telemark,2049-01-01,5,273
4020,Midt-Telemark,2049-01-01,6+,78
4020,Midt-Telemark,2050-01-01,1,2549
4020,Midt-Telemark,2050-01-01,2,2086
4020,Midt-Telemark,2050-01-01,3,696
4020,Midt-Telemark,2050-01-01,4,634
4020,Midt-Telemark,2050-01-01,5,272
4020,Midt-Telemark,2050-01-01,6+,78
4024,Hjartdal,2026-01-01,1,320
4024,Hjartdal,2026-01-01,2,260
4024,Hjartdal,2026-01-01,3,88
4024,Hjartdal,2026-01-01,4,75
4024,Hjartdal,2026-01-01,5,31
4024,Hjartdal,2026-01-01,6+,10
4024,Hjartdal,2027-01-01,1,322
4024,Hjartdal,2027-01-01,2,261
4024,Hjartdal,2027-01-01,3,88
4024,Hjartdal,2027-01-01,4,75
4024,Hjartdal,2027-01-01,5,32
4024,Hjartdal,2027-01-01,6+,11
4024,Hjartdal,2028-01-01,1,326
4024,Hjartdal,2028-01-01,2,262
4024,Hjartdal,2028-01-01,3,88
4024,Hjartdal,2028-01-01,4,75
4024,Hjartdal,2028-01-01,5,32
4024,Hjartdal,2028-01-01,6+,11
