municipality_code,municipality_name,year,household_size,housing_demand
4020,Midt-Telemark,2041,SIZE_6_INF,77
4020,Midt-Telemark,2042,SIZE_1,2438
4020,Midt-Telemark,2042,SIZE_2,1979
4020,Midt-Telemark,2042,SIZE_3,685
4020,Midt-Telemark,2042,SIZE_4,635
4020,Midt-Telemark,2042,SIZE_5,272
4020,Midt-Telemark,2042,SIZE_6_INF,77
4020,Midt-Telemark,2043,SIZE_1,2449
4020,Midt-Telemark,2043,SIZE_2,1995
4020,Midt-Telemark,2043,SIZE_3,687
4020,Midt-Telemark,2043,SIZE_4,636
4020,Midt-Telemark,2043,SIZE_5,273
4020,Midt-Telemark,2043,SIZE_6_INF,77
4020,Midt-Telemark,2044,SIZE_1,2461
4020,Midt-Telemark,2044,SIZE_2,2008
4020,Midt-Telemark,2044,SIZE_3,688
4020,Midt-Telemark,2044,SIZE_4,636
4020,Midt-Telemark,2044,SIZE_5,273
4020,Midt-Telemark,2044,SIZE_6_INF,77
4020,Midt-Telemark,2045,SIZE_1,2474
4020,Midt-Telemark,2045,SIZE_2,2021
4020,Midt-Telemark,2045,SIZE_3,690
4020,Midt-Telemark,2045,SIZE_4,636
4020,Midt-Telemark,2045,SIZE_5,273
4020,Midt-Telemark,2045,SIZE_6_INF,77
4020,Midt-Telemark,2046,SIZE_1,2486
4020,Midt-Telemark,2046,SIZE_2,2035
4020,Midt-Telemark,2046,SIZE_3,692
4020,Midt-Telemark,2046,SIZE_4,636
4020,Midt-Telemark,2046,SIZE_5,273
4020,Midt-Telemark,2046,SIZE_6_INF,77
4020,Midt-Telemark,2047,SIZE_1,2502
4020,Midt-Telemark,2047,SIZE_2,2047
4020,Midt-Telemark,2047,SIZE_3,693
4020,Midt-Telemark,2047,SIZE_4,636
4020,Midt-Telemark,2047,SIZE_5,273
4020,Midt-Telemark,2047,SIZE_6_INF,77
4020,Midt-Telemark,2048,SIZE_1,2517
4020,Midt-Telemark,2048,SIZE_2,2059
4020,Midt-Telemark,2048,SIZE_3,694
4020,Midt-Telemark,2048,SIZE_4,636
4020,Midt-Telemark,2048,SIZE_5,273
4020,Midt-Telemark,2048,SIZE_6_INF,77
4020,Midt-Telemark,2049,SIZE_1,2533
4020,Midt-Telemark,2049,SIZE_2,2071
4020,Midt-Telemark,2049,SIZE_3,695
4020,Midt-Telemark,2049,SIZE_4,635
4020,Midt-Telemark,2049,SIZE_5,273
4020,Midt-Telemark,2049,SIZE_6_INF,78
4020,Midt-Telemark,2050,SIZE_1,2549
4020,Midt-Telemark,2050,SIZE_2,2086
4020,Midt-Telemark,2050,SIZE_3,696
4020,Midt-Telemark,2050,SIZE_4,634
4020,Midt-Telemark,2050,SIZE_5,272
4020,Midt-Telemark,2050,SIZE_6_INF,78
4024,Hjartdal,2026,SIZE_1,320
4024,Hjartdal,2026,SIZE_2,260
4024,Hjartdal,2026,SIZE_3,88
4024,Hjartdal,2026,SIZE_4,75
4024,Hjartdal,2026,SIZE_5,31
4024,Hjartdal,2026,SIZE_6_INF,10
4024,Hjartdal,2027,SIZE_1,322
4024,Hjartdal,2027,SIZE_2,261
4024,Hjartdal,2027,SIZE_3,88
4024,Hjartdal,2027,SIZE_4,75
4024,Hjartdal,2027,SIZE_5,32
4024,Hjartdal,2027,SIZE_6_INF,11
4024,Hjartdal,2028,SIZE_1,326
4024,Hjartdal,2028,SIZE_2,262
4024,Hjartdal,2028,SIZE_3,88
4024,Hjartdal,2028,SIZE_4,75
4024,Hjartdal,2028,SIZE_5,32
4024,Hjartdal,2028,SIZE_6_INF,11
4024,Hjartdal,2029,SIZE_1,330
4024,Hjartdal,2029,SIZE_2,263
4024,Hjartdal,2029,SIZE_3,87
4024,Hjartdal,2029,SIZE_4,76
4024,Hjartdal,2029,SIZE_5,33
4024,Hjartdal,2029,SIZE_6_INF,11
4024,Hjartdal,2030,SIZE_1,331
4024,Hjartdal,2030,SIZE_2,264
4024,Hjartdal,2030,SIZE_3,87
4024,Hjartdal,2030,SIZE_4,76
4024,Hjartdal,2030,SIZE_5,33
4024,Hjartdal,2030,SIZE_6_INF,11
4024,Hjartdal,2031,SIZE_1,333
4024,Hjartdal,2031,SIZE_2,265
4024,Hjartdal,2031,SIZE_3,86
4024,Hjartdal,2031,SIZE_4,75
4024,Hjartdal,2031,SIZE_5,33
4024,Hjartdal,2031,SIZE_6_INF,11
4024,Hjartdal,2032,SIZE_1,334
4024,Hjartdal,2032,SIZE_2,267
4024,Hjartdal,2032,SIZE_3,86
4024,Hjartdal,2032,SIZE_4,75
4024,Hjartdal,2032,SIZE_5,33
4024,Hjartdal,2032,SIZE_6_INF,11
4024,Hjartdal,2033,SIZE_1,334
4024,Hjartdal,2033,SIZE_2,268
4024,Hjartdal,2033,SIZE_3,86
4024,Hjartdal,2033,SIZE_4,74
4024,Hjartdal,2033,SIZE_5,33
4024,Hjartdal,2033,SIZE_6_INF,11
4024,Hjartdal,2034,SIZE_1,335
4024,Hjartdal,2034,SIZE_2,270
4024,Hjartdal,2034,SIZE_3,86
4024,Hjartdal,2034,SIZE_4,74
4024,Hjartdal,2034,SIZE_5,33
4024,Hjartdal,2034,SIZE_6_INF,11
4024,Hjartdal,2035,SIZE_1,334
4024,Hjartdal,2035,SIZE_2,270
4024,Hjartdal,2035,SIZE_3,86
4024,Hjartdal,2035,SIZE_4,74
4024,Hjartdal,2035,SIZE_5,33
4024,Hjartdal,2035,SIZE_6_INF,11
4024,Hjartdal,2036,SIZE_1,334
4024,Hjartdal,2036,SIZE_2,270
4024,Hjartdal,2036,SIZE_3,86
4024,Hjartdal,2036,SIZE_4,74
4024,Hjartdal,2036,SIZE_5,32
4024,Hjartdal,2036,SIZE_6_INF,11
4024,Hjartdal,2037,SIZE_1,336
4024,Hjartdal,2037,SIZE_2,270
4024,Hjartdal,2037,SIZE_3,86
4024,Hjartdal,2037,SIZE_4,74
4024,Hjartdal,2037,SIZE_5,32
4024,Hjartdal,2037,SIZE_6_INF,11
4024,Hjartdal,2038,SIZE_1,339
4024,Hjartdal,2038,SIZE_2,272
4024,Hjartdal,2038,SIZE_3,86
4024,Hjartdal,2038,SIZE_4,73
4024,Hjartdal,2038,SIZE_5,32
4024,Hjartdal,2038,SIZE_6_INF,11
4024,Hjartdal,2039,SIZE_1,340
4024,Hjartdal,2039,SIZE_2,272
4024,Hjartdal,2039,SIZE_3,86
4024,Hjartdal,2039,SIZE_4,73
4024,Hjartdal,2039,SIZE_5,32
4024,Hjartdal,2039,SIZE_6_INF,11
4024,Hjartdal,2040,SIZE_1,340
4024,Hjartdal,2040,SIZE_2,272
4024,Hjartdal,2040,SIZE_3,86
4024,Hjartdal,2040,SIZE_4,73
4024,Hjartdal,2040,SIZE_5,32
4024,Hjartdal,2040,SIZE_6_INF,11
4024,Hjartdal,2041,SIZE_1,340
4024,Hjartdal,2041,SIZE_2,272
4024,Hjartdal,2041,SIZE_3,86
4024,Hjartdal,2041,SIZE_4,72
4024,Hjartdal,2041,SIZE_5,31
4024,Hjartdal,2041,SIZE_6_INF,11
4024,Hjartdal,2042,SIZE_1,341
4024,Hjartdal,2042,SIZE_2,272
4024,Hjartdal,2042,SIZE_3,86
4024,Hjartdal,2042,SIZE_4,72
4024,Hjartdal,2042,SIZE_5,31
4024,Hjartdal,2042,SIZE_6_INF,11
4024,Hjartdal,2043,SIZE_1,343
4024,Hjartdal,2043,SIZE_2,273
4024,Hjartdal,2043,SIZE_3,86
4024,Hjartdal,2043,SIZE_4,72
4024,Hjartdal,2043,SIZE_5,31
4024,Hjartdal,2043,SIZE_6_INF,11
4024,Hjartdal,2044,SIZE_1,343
4024,Hjartdal,2044,SIZE_2,275
4024,Hjartdal,2044,SIZE_3,86
4024,Hjartdal,2044,SIZE_4,72
4024,Hjartdal,2044,SIZE_5,31
4024,Hjartdal,2044,SIZE_6_INF,11
4024,Hjartdal,2045,SIZE_1,342
4024,Hjartdal,2045,SIZE_2,274
4024,Hjartdal,2045,SIZE_3,85
4024,Hjartdal,2045,SIZE_4,72
4024,Hjartdal,2045,SIZE_5,31
4024,Hjartdal,2045,SIZE_6_INF,11
4024,Hjartdal,2046,SIZE_1,342
4024,Hjartdal,2046,SIZE_2,275
4024,Hjartdal,2046,SIZE_3,85
4024,Hjartdal,2046,SIZE_4,71
4024,Hjartdal,2046,SIZE_5,31
4024,Hjartdal,2046,SIZE_6_INF,11
4024,Hjartdal,2047,SIZE_1,343
4024,Hjartdal,2047,SIZE_2,276
4024,Hjartdal,2047,SIZE_3,85
4024,Hjartdal,2047,SIZE_4,71
4024,Hjartdal,2047,SIZE_5,30
4024,Hjartdal,2047,SIZE_6_INF,10
4024,Hjartdal,2048,SIZE_1,345
4024,Hjartdal,2048,SIZE_2,277
4024,Hjartdal,2048,SIZE_3,85
4024,Hjartdal,2048,SIZE_4,70
4024,Hjartdal,2048,SIZE_5,30
4024,Hjartdal,2048,SIZE_6_INF,10
4024,Hjartdal,2049,SIZE_1,345
4024,Hjartdal,2049,SIZE_2,277
4024,Hjartdal,2049,SIZE_3,84
4024,Hjartdal,2049,SIZE_4,69
4024,Hjartdal,2049,SIZE_5,30
4024,Hjartdal,2049,SIZE_6_INF,10
4024,Hjartdal,2050,SIZE_1,346
4024,Hjartdal,2050,SIZE_2,277
4024,Hjartdal,2050,SIZE_3,84
4024,Hjartdal,2050,SIZE_4,69
4024,Hjartdal,2050,SIZE_5,30
4024,Hjartdal,2050,SIZE_6_INF,10
4026,Tinn,2026,SIZE_1,1092
4026,Tinn,2026,SIZE_2,918
4026,Tinn,2026,SIZE_3,309
4026,Tinn,2026,SIZE_4,259
4026,Tinn,2026,SIZE_5,109
4026,Tinn,2026,SIZE_6_INF,36
4026,Tinn,2027,SIZE_1,1097
4026,Tinn,2027,SIZE_2,923
4026,Tinn,2027,SIZE_3,306
4026,Tinn,2027,SIZE_4,256
4026,Tinn,2027,SIZE_5,108
4026,Tinn,2027,SIZE_6_INF,36
4026,Tinn,2028,SIZE_1,1104
4026,Tinn,2028,SIZE_2,927
4026,Tinn,2028,SIZE_3,304
4026,Tinn,2028,SIZE_4,254
4026,Tinn,2028,SIZE_5,108
4026,Tinn,2028,SIZE_6_INF,36
4026,Tinn,2029,SIZE_1,1113
4026,Tinn,2029,SIZE_2,929
4026,Tinn,2029,SIZE_3,301
4026,Tinn,2029,SIZE_4,252
4026,Tinn,2029,SIZE_5,107
4026,Tinn,2029,SIZE_6_INF,36
4026,Tinn,2030,SIZE_1,1120
4026,Tinn,2030,SIZE_2,933
4026,Tinn,2030,SIZE_3,300
4026,Tinn,2030,SIZE_4,250
4026,Tinn,2030,SIZE_5,107
4026,Tinn,2030,SIZE_6_INF,36
4026,Tinn,2031,SIZE_1,1129
4026,Tinn,2031,SIZE_2,937
4026,Tinn,2031,SIZE_3,298
4026,Tinn,2031,SIZE_4,248
4026,Tinn,2031,SIZE_5,106
4026,Tinn,2031,SIZE_6_INF,36
4026,Tinn,2032,SIZE_1,1134
4026,Tinn,2032,SIZE_2,939
4026,Tinn,2032,SIZE_3,295
4026,Tinn,2032,SIZE_4,247
4026,Tinn,2032,SIZE_5,106
4026,Tinn,2032,SIZE_6_INF,36
4026,Tinn,2033,SIZE_1,1140
4026,Tinn,2033,SIZE_2,944
4026,Tinn,2033,SIZE_3,294
4026,Tinn,2033,SIZE_4,244
4026,Tinn,2033,SIZE_5,106
4026,Tinn,2033,SIZE_6_INF,36
4026,Tinn,2034,SIZE_1,1142
4026,Tinn,2034,SIZE_2,947
4026,Tinn,2034,SIZE_3,291
4026,Tinn,2034,SIZE_4,243
4026,Tinn,2034,SIZE_5,105
4026,Tinn,2034,SIZE_6_INF,36
4026,Tinn,2035,SIZE_1,1146
4026,Tinn,2035,SIZE_2,950
4026,Tinn,2035,SIZE_3,290
4026,Tinn,2035,SIZE_4,241
4026,Tinn,2035,SIZE_5,104
4026,Tinn,2035,SIZE_6_INF,36
4026,Tinn,2036,SIZE_1,1147
4026,Tinn,2036,SIZE_2,947
4026,Tinn,2036,SIZE_3,289
4026,Tinn,2036,SIZE_4,241
4026,Tinn,2036,SIZE_5,105
4026,Tinn,2036,SIZE_6_INF,36
4026,Tinn,2037,SIZE_1,1150
4026,Tinn,2037,SIZE_2,947
4026,Tinn,2037,SIZE_3,288
4026,Tinn,2037,SIZE_4,240
4026,Tinn,2037,SIZE_5,104
4026,Tinn,2037,SIZE_6_INF,36
4026,Tinn,2038,SIZE_1,1152
4026,Tinn,2038,SIZE_2,949
4026,Tinn,2038,SIZE_3,286
4026,Tinn,2038,SIZE_4,238
4026,Tinn,2038,SIZE_5,104
4026,Tinn,2038,SIZE_6_INF,36
4026,Tinn,2039,SIZE_1,1151
4026,Tinn,2039,SIZE_2,946
4026,Tinn,2039,SIZE_3,286
4026,Tinn,2039,SIZE_4,237
4026,Tinn,2039,SIZE_5,103
4026,Tinn,2039,SIZE_6_INF,36
4026,Tinn,2040,SIZE_1,1149
4026,Tinn,2040,SIZE_2,947
4026,Tinn,2040,SIZE_3,284
4026,Tinn,2040,SIZE_4,237
4026,Tinn,2040,SIZE_5,103
4026,Tinn,2040,SIZE_6_INF,36
4026,Tinn,2041,SIZE_1,1149
4026,Tinn,2041,SIZE_2,947
4026,Tinn,2041,SIZE_3,283
4026,Tinn,2041,SIZE_4,236
4026,Tinn,2041,SIZE_5,103
4026,Tinn,2041,SIZE_6_INF,36
4026,Tinn,2042,SIZE_1,1150
4026,Tinn,2042,SIZE_2,943
4026,Tinn,2042,SIZE_3,283
4026,Tinn,2042,SIZE_4,236
4026,Tinn,2042,SIZE_5,103
4026,Tinn,2042,SIZE_6_INF,36
4026,Tinn,2043,SIZE_1,1147
4026,Tinn,2043,SIZE_2,944
4026,Tinn,2043,SIZE_3,281
4026,Tinn,2043,SIZE_4,235
4026,Tinn,2043,SIZE_5,102
4026,Tinn,2043,SIZE_6_INF,35
4026,Tinn,2044,SIZE_1,1145
4026,Tinn,2044,SIZE_2,941
4026,Tinn,2044,SIZE_3,280
4026,Tinn,2044,SIZE_4,234
4026,Tinn,2044,SIZE_5,102
4026,Tinn,2044,SIZE_6_INF,35
4026,Tinn,2045,SIZE_1,1147
4026,Tinn,2045,SIZE_2,940
4026,Tinn,2045,SIZE_3,279
4026,Tinn,2045,SIZE_4,233
4026,Tinn,2045,SIZE_5,102
4026,Tinn,2045,SIZE_6_INF,35
4026,Tinn,2046,SIZE_1,1145
4026,Tinn,2046,SIZE_2,938
4026,Tinn,2046,SIZE_3,279
4026,Tinn,2046,SIZE_4,232
4026,Tinn,2046,SIZE_5,101
4026,Tinn,2046,SIZE_6_INF,35
4026,Tinn,2047,SIZE_1,1146
4026,Tinn,2047,SIZE_2,936
4026,Tinn,2047,SIZE_3,278
4026,Tinn,2047,SIZE_4,231
4026,Tinn,2047,SIZE_5,101
4026,Tinn,2047,SIZE_6_INF,35
4026,Tinn,2048,SIZE_1,1148
4026,Tinn,2048,SIZE_2,936
4026,Tinn,2048,SIZE_3,277
4026,Tinn,2048,SIZE_4,229
4026,Tinn,2048,SIZE_5,100
4026,Tinn,2048,SIZE_6_INF,35
4026,Tinn,2049,SIZE_1,1149
4026,Tinn,2049,SIZE_2,935
4026,Tinn,2049,SIZE_3,276
4026,Tinn,2049,SIZE_4,228
4026,Tinn,2049,SIZE_5,99
4026,Tinn,2049,SIZE_6_INF,35
4026,Tinn,2050,SIZE_1,1151
4026,Tinn,2050,SIZE_2,932
4026,Tinn,2050,SIZE_3,275
4026,Tinn,2050,SIZE_4,227
4026,Tinn,2050,SIZE_5,99
4026,Tinn,2050,SIZE_6_INF,34
4022,Seljord,2026,SIZE_1,565
4022,Seljord,2026,SIZE_2,462
4022,Seljord,2026,SIZE_3,158
4022,Seljord,2026,SIZE_4,139
4022,Seljord,2026,SIZE_5,60
4022,Seljord,2026,SIZE_6_INF,20
4022,Seljord,2027,SIZE_1,568
4022,Seljord,2027,SIZE_2,464
4022,Seljord,2027,SIZE_3,158
4022,Seljord,2027,SIZE_4,137
4022,Seljord,2027,SIZE_5,59
4022,Seljord,2027,SIZE_6_INF,20
4022,Seljord,2028,SIZE_1,571
4022,Seljord,2028,SIZE_2,467
4022,Seljord,2028,SIZE_3,157
4022,Seljord,2028,SIZE_4,137
4022,Seljord,2028,SIZE_5,59
4022,Seljord,2028,SIZE_6_INF,20
4022,Seljord,2029,SIZE_1,577
4022,Seljord,2029,SIZE_2,469
4022,Seljord,2029,SIZE_3,157
4022,Seljord,2029,SIZE_4,136
4022,Seljord,2029,SIZE_5,59
4022,Seljord,2029,SIZE_6_INF,20
4022,Seljord,2030,SIZE_1,581
4022,Seljord,2030,SIZE_2,471
4022,Seljord,2030,SIZE_3,157
4022,Seljord,2030,SIZE_4,135
4022,Seljord,2030,SIZE_5,58
4022,Seljord,2030,SIZE_6_INF,19
4022,Seljord,2031,SIZE_1,586
4022,Seljord,2031,SIZE_2,474
4022,Seljord,2031,SIZE_3,157
4022,Seljord,2031,SIZE_4,135
4022,Seljord,2031,SIZE_5,58
4022,Seljord,2031,SIZE_6_INF,19
4022,Seljord,2032,SIZE_1,591
4022,Seljord,2032,SIZE_2,476
4022,Seljord,2032,SIZE_3,157
4022,Seljord,2032,SIZE_4,135
4022,Seljord,2032,SIZE_5,58
4022,Seljord,2032,SIZE_6_INF,19
4022,Seljord,2033,SIZE_1,595
4022,Seljord,2033,SIZE_2,477
4022,Seljord,2033,SIZE_3,157
4022,Seljord,2033,SIZE_4,134
4022,Seljord,2033,SIZE_5,58
4022,Seljord,2033,SIZE_6_INF,19
4022,Seljord,2034,SIZE_1,596
4022,Seljord,2034,SIZE_2,479
4022,Seljord,2034,SIZE_3,156
4022,Seljord,2034,SIZE_4,134
4022,Seljord,2034,SIZE_5,58
4022,Seljord,2034,SIZE_6_INF,19
4022,Seljord,2035,SIZE_1,599
4022,Seljord,2035,SIZE_2,481
4022,Seljord,2035,SIZE_3,156
4022,Seljord,2035,SIZE_4,133
4022,Seljord,2035,SIZE_5,58
4022,Seljord,2035,SIZE_6_INF,19
4022,Seljord,2036,SIZE_1,600
4022,Seljord,2036,SIZE_2,482
4022,Seljord,2036,SIZE_3,156
4022,Seljord,2036,SIZE_4,133
4022,Seljord,2036,SIZE_5,58
4022,Seljord,2036,SIZE_6_INF,19
4022,Seljord,2037,SIZE_1,600
4022,Seljord,2037,SIZE_2,485
4022,Seljord,2037,SIZE_3,156
4022,Seljord,2037,SIZE_4,133
4022,Seljord,2037,SIZE_5,58
4022,Seljord,2037,SIZE_6_INF,19
4022,Seljord,2038,SIZE_1,602
4022,Seljord,2038,SIZE_2,486
4022,Seljord,2038,SIZE_3,155
4022,Seljord,2038,SIZE_4,132
4022,Seljord,2038,SIZE_5,57
4022,Seljord,2038,SIZE_6_INF,19
4022,Seljord,2039,SIZE_1,603
4022,Seljord,2039,SIZE_2,485
4022,Seljord,2039,SIZE_3,155
4022,Seljord,2039,SIZE_4,131
4022,Seljord,2039,SIZE_5,57
4022,Seljord,2039,SIZE_6_INF,19
4022,Seljord,2040,SIZE_1,605
4022,Seljord,2040,SIZE_2,486
4022,Seljord,2040,SIZE_3,155
4022,Seljord,2040,SIZE_4,131
4022,Seljord,2040,SIZE_5,57
4022,Seljord,2040,SIZE_6_INF,19
4022,Seljord,2041,SIZE_1,604
4022,Seljord,2041,SIZE_2,488
4022,Seljord,2041,SIZE_3,155
4022,Seljord,2041,SIZE_4,131
4022,Seljord,2041,SIZE_5,57
4022,Seljord,2041,SIZE_6_INF,19
4022,Seljord,2042,SIZE_1,605
4022,Seljord,2042,SIZE_2,489
4022,Seljord,2042,SIZE_3,155
4022,Seljord,2042,SIZE_4,131
4022,Seljord,2042,SIZE_5,56
4022,Seljord,2042,SIZE_6_INF,19
4022,Seljord,2043,SIZE_1,605
4022,Seljord,2043,SIZE_2,489
4022,Seljord,2043,SIZE_3,154
4022,Seljord,2043,SIZE_4,130
4022,Seljord,2043,SIZE_5,56
4022,Seljord,2043,SIZE_6_INF,19
4022,Seljord,2044,SIZE_1,604
4022,Seljord,2044,SIZE_2,488
4022,Seljord,2044,SIZE_3,153
4022,Seljord,2044,SIZE_4,130
4022,Seljord,2044,SIZE_5,56
4022,Seljord,2044,SIZE_6_INF,19
4022,Seljord,2045,SIZE_1,604
4022,Seljord,2045,SIZE_2,489
4022,Seljord,2045,SIZE_3,153
4022,Seljord,2045,SIZE_4,130
4022,Seljord,2045,SIZE_5,56
4022,Seljord,2045,SIZE_6_INF,19
4022,Seljord,2046,SIZE_1,606
4022,Seljord,2046,SIZE_2,490
4022,Seljord,2046,SIZE_3,153
4022,Seljord,2046,SIZE_4,129
4022,Seljord,2046,SIZE_5,56
4022,Seljord,2046,SIZE_6_INF,19
4022,Seljord,2047,SIZE_1,607
4022,Seljord,2047,SIZE_2,490
4022,Seljord,2047,SIZE_3,153
4022,Seljord,2047,SIZE_4,129
4022,Seljord,2047,SIZE_5,56
4022,Seljord,2047,SIZE_6_INF,19
4022,Seljord,2048,SIZE_1,609
4022,Seljord,2048,SIZE_2,492
4022,Seljord,2048,SIZE_3,153
4022,Seljord,2048,SIZE_4,128
4022,Seljord,2048,SIZE_5,56
4022,Seljord,2048,SIZE_6_INF,19
4022,Seljord,2049,SIZE_1,610
4022,Seljord,2049,SIZE_2,493
4022,Seljord,2049,SIZE_3,152
4022,Seljord,2049,SIZE_4,128
4022,Seljord,2049,SIZE_5,55
4022,Seljord,2049,SIZE_6_INF,19
4022,Seljord,2050,SIZE_1,610
4022,Seljord,2050,SIZE_2,493
4022,Seljord,2050,SIZE_3,151
4022,Seljord,2050,SIZE_4,127
4022,Seljord,2050,SIZE_5,55
4022,Seljord,2050,SIZE_6_INF,19
4028,Kviteseid,2026,SIZE_1,488
4028,Kviteseid,2026,SIZE_2,409
4028,Kviteseid,2026,SIZE_3,140
4028,Kviteseid,2026,SIZE_4,120
4028,Kviteseid,2026,SIZE_5,51
4028,Kviteseid,2026,SIZE_6_INF,17
4028,Kviteseid,2027,SIZE_1,490
4028,Kviteseid,2027,SIZE_2,411
4028,Kviteseid,2027,SIZE_3,140
4028,Kviteseid,2027,SIZE_4,120
4028,Kviteseid,2027,SIZE_5,51
4028,Kviteseid,2027,SIZE_6_INF,17
4028,Kviteseid,2028,SIZE_1,492
4028,Kviteseid,2028,SIZE_2,413
4028,Kviteseid,2028,SIZE_3,139
4028,Kviteseid,2028,SIZE_4,119
4028,Kviteseid,2028,SIZE_5,51
4028,Kviteseid,2028,SIZE_6_INF,17
4028,Kviteseid,2029,SIZE_1,494
4028,Kviteseid,2029,SIZE_2,415
4028,Kviteseid,2029,SIZE_3,139
4028,Kviteseid,2029,SIZE_4,120
4028,Kviteseid,2029,SIZE_5,51
4028,Kviteseid,2029,SIZE_6_INF,17
4028,Kviteseid,2030,SIZE_1,499
4028,Kviteseid,2030,SIZE_2,418
4028,Kviteseid,2030,SIZE_3,139
4028,Kviteseid,2030,SIZE_4,119
4028,Kviteseid,2030,SIZE_5,52
4028,Kviteseid,2030,SIZE_6_INF,17
4028,Kviteseid,2031,SIZE_1,501
4028,Kviteseid,2031,SIZE_2,420
4028,Kviteseid,2031,SIZE_3,139
4028,Kviteseid,2031,SIZE_4,120
4028,Kviteseid,2031,SIZE_5,52
4028,Kviteseid,2031,SIZE_6_INF,17
4028,Kviteseid,2032,SIZE_1,505
4028,Kviteseid,2032,SIZE_2,423
4028,Kviteseid,2032,SIZE_3,138
4028,Kviteseid,2032,SIZE_4,119
4028,Kviteseid,2032,SIZE_5,52
4028,Kviteseid,2032,SIZE_6_INF,18
4028,Kviteseid,2033,SIZE_1,511
4028,Kviteseid,2033,SIZE_2,427
4028,Kviteseid,2033,SIZE_3,137
4028,Kviteseid,2033,SIZE_4,118
4028,Kviteseid,2033,SIZE_5,51
4028,Kviteseid,2033,SIZE_6_INF,17
4028,Kviteseid,2034,SIZE_1,515
4028,Kviteseid,2034,SIZE_2,427
4028,Kviteseid,2034,SIZE_3,137
4028,Kviteseid,2034,SIZE_4,118
4028,Kviteseid,2034,SIZE_5,52
4028,Kviteseid,2034,SIZE_6_INF,17
4028,Kviteseid,2035,SIZE_1,518
4028,Kviteseid,2035,SIZE_2,432
4028,Kviteseid,2035,SIZE_3,136
4028,Kviteseid,2035,SIZE_4,117
4028,Kviteseid,2035,SIZE_5,51
4028,Kviteseid,2035,SIZE_6_INF,17
4028,Kviteseid,2036,SIZE_1,520
4028,Kviteseid,2036,SIZE_2,432
4028,Kviteseid,2036,SIZE_3,136
4028,Kviteseid,2036,SIZE_4,117
4028,Kviteseid,2036,SIZE_5,51
4028,Kviteseid,2036,SIZE_6_INF,17
4028,Kviteseid,2037,SIZE_1,524
4028,Kviteseid,2037,SIZE_2,434
4028,Kviteseid,2037,SIZE_3,136
4028,Kviteseid,2037,SIZE_4,117
4028,Kviteseid,2037,SIZE_5,51
4028,Kviteseid,2037,SIZE_6_INF,17
4028,Kviteseid,2038,SIZE_1,527
4028,Kviteseid,2038,SIZE_2,436
4028,Kviteseid,2038,SIZE_3,137
4028,Kviteseid,2038,SIZE_4,117
4028,Kviteseid,2038,SIZE_5,51
4028,Kviteseid,2038,SIZE_6_INF,17
4028,Kviteseid,2039,SIZE_1,529
4028,Kviteseid,2039,SIZE_2,436
4028,Kviteseid,2039,SIZE_3,137
4028,Kviteseid,2039,SIZE_4,116
4028,Kviteseid,2039,SIZE_5,51
4028,Kviteseid,2039,SIZE_6_INF,17
4028,Kviteseid,2040,SIZE_1,530
4028,Kviteseid,2040,SIZE_2,438
4028,Kviteseid,2040,SIZE_3,137
4028,Kviteseid,2040,SIZE_4,116
4028,Kviteseid,2040,SIZE_5,51
4028,Kviteseid,2040,SIZE_6_INF,17
4028,Kviteseid,2041,SIZE_1,533
4028,Kviteseid,2041,SIZE_2,441
4028,Kviteseid,2041,SIZE_3,137
4028,Kviteseid,2041,SIZE_4,116
4028,Kviteseid,2041,SIZE_5,50
4028,Kviteseid,2041,SIZE_6_INF,17
4028,Kviteseid,2042,SIZE_1,535
4028,Kviteseid,2042,SIZE_2,441
4028,Kviteseid,2042,SIZE_3,137
4028,Kviteseid,2042,SIZE_4,116
4028,Kviteseid,2042,SIZE_5,50
4028,Kviteseid,2042,SIZE_6_INF,17
4028,Kviteseid,2043,SIZE_1,541
4028,Kviteseid,2043,SIZE_2,444
4028,Kviteseid,2043,SIZE_3,137
4028,Kviteseid,2043,SIZE_4,115
4028,Kviteseid,2043,SIZE_5,50
4028,Kviteseid,2043,SIZE_6_INF,17
4028,Kviteseid,2044,SIZE_1,543
4028,Kviteseid,2044,SIZE_2,442
4028,Kviteseid,2044,SIZE_3,137
4028,Kviteseid,2044,SIZE_4,115
4028,Kviteseid,2044,SIZE_5,50
4028,Kviteseid,2044,SIZE_6_INF,17
4028,Kviteseid,2045,SIZE_1,545
4028,Kviteseid,2045,SIZE_2,443
4028,Kviteseid,2045,SIZE_3,137
4028,Kviteseid,2045,SIZE_4,115
4028,Kviteseid,2045,SIZE_5,50
4028,Kviteseid,2045,SIZE_6_INF,17
4028,Kviteseid,2046,SIZE_1,549
4028,Kviteseid,2046,SIZE_2,444
4028,Kviteseid,2046,SIZE_3,137
4028,Kviteseid,2046,SIZE_4,114
4028,Kviteseid,2046,SIZE_5,50
4028,Kviteseid,2046,SIZE_6_INF,17
4028,Kviteseid,2047,SIZE_1,549
4028,Kviteseid,2047,SIZE_2,443
4028,Kviteseid,2047,SIZE_3,137
4028,Kviteseid,2047,SIZE_4,114
4028,Kviteseid,2047,SIZE_5,50
4028,Kviteseid,2047,SIZE_6_INF,17
4028,Kviteseid,2048,SIZE_1,551
4028,Kviteseid,2048,SIZE_2,444
4028,Kviteseid,2048,SIZE_3,136
4028,Kviteseid,2048,SIZE_4,113
