municipality_code,municipality_name,year,household_size,housing_demand
4014,Kragerø,2033,SIZE_5,214
4014,Kragerø,2033,SIZE_6_INF,63
4014,Kragerø,2034,SIZE_1,2063
4014,Kragerø,2034,SIZE_2,1846
4014,Kragerø,2034,SIZE_3,562
4014,Kragerø,2034,SIZE_4,491
4014,Kragerø,2034,SIZE_5,214
4014,Kragerø,2034,SIZE_6_INF,63
4014,Kragerø,2035,SIZE_1,2068
4014,Kragerø,2035,SIZE_2,1848
4014,Kragerø,2035,SIZE_3,560
4014,Kragerø,2035,SIZE_4,491
4014,Kragerø,2035,SIZE_5,214
4014,Kragerø,2035,SIZE_6_INF,63
4014,Kragerø,2036,SIZE_1,2077
4014,Kragerø,2036,SIZE_2,1853
4014,Kragerø,2036,SIZE_3,558
4014,Kragerø,2036,SIZE_4,488
4014,Kragerø,2036,SIZE_5,213
4014,Kragerø,2036,SIZE_6_INF,63
4014,Kragerø,2037,SIZE_1,2082
4014,Kragerø,2037,SIZE_2,1858
4014,Kragerø,2037,SIZE_3,557
4014,Kragerø,2037,SIZE_4,486
4014,Kragerø,2037,SIZE_5,212
4014,Kragerø,2037,SIZE_6_INF,63
4014,Kragerø,2038,SIZE_1,2083
4014,Kragerø,2038,SIZE_2,1858
4014,Kragerø,2038,SIZE_3,556
4014,Kragerø,2038,SIZE_4,486
4014,Kragerø,2038,SIZE_5,212
4014,Kragerø,2038,SIZE_6_INF,63
4014,Kragerø,2039,SIZE_1,2083
4014,Kragerø,2039,SIZE_2,1859
4014,Kragerø,2039,SIZE_3,554
4014,Kragerø,2039,SIZE_4,485
4014,Kragerø,2039,SIZE_5,212
4014,Kragerø,2039,SIZE_6_INF,63
4014,Kragerø,2040,SIZE_1,2089
4014,Kragerø,2040,SIZE_2,1864
4014,Kragerø,2040,SIZE_3,554
4014,Kragerø,2040,SIZE_4,482
4014,Kragerø,2040,SIZE_5,210
4014,Kragerø,2040,SIZE_6_INF,62
4014,Kragerø,2041,SIZE_1,2090
4014,Kragerø,2041,SIZE_2,1865
4014,Kragerø,2041,SIZE_3,553
4014,Kragerø,2041,SIZE_4,481
4014,Kragerø,2041,SIZE_5,209
4014,Kragerø,2041,SIZE_6_INF,62
4014,Kragerø,2042,SIZE_1,2092
4014,Kragerø,2042,SIZE_2,1868
4014,Kragerø,2042,SIZE_3,552
4014,Kragerø,2042,SIZE_4,480
4014,Kragerø,2042,SIZE_5,208
4014,Kragerø,2042,SIZE_6_INF,62
4014,Kragerø,2043,SIZE_1,2093
4014,Kragerø,2043,SIZE_2,1869
4014,Kragerø,2043,SIZE_3,550
4014,Kragerø,2043,SIZE_4,477
4014,Kragerø,2043,SIZE_5,207
4014,Kragerø,2043,SIZE_6_INF,62
4014,Kragerø,2044,SIZE_1,2092
4014,Kragerø,2044,SIZE_2,1870
4014,Kragerø,2044,SIZE_3,549
4014,Kragerø,2044,SIZE_4,476
4014,Kragerø,2044,SIZE_5,207
4014,Kragerø,2044,SIZE_6_INF,61
4014,Kragerø,2045,SIZE_1,2091
4014,Kragerø,2045,SIZE_2,1870
4014,Kragerø,2045,SIZE_3,549
4014,Kragerø,2045,SIZE_4,475
4014,Kragerø,2045,SIZE_5,206
4014,Kragerø,2045,SIZE_6_INF,61
4014,Kragerø,2046,SIZE_1,2094
4014,Kragerø,2046,SIZE_2,1869
4014,Kragerø,2046,SIZE_3,547
4014,Kragerø,2046,SIZE_4,474
4014,Kragerø,2046,SIZE_5,205
4014,Kragerø,2046,SIZE_6_INF,61
4014,Kragerø,2047,SIZE_1,2096
4014,Kragerø,2047,SIZE_2,1870
4014,Kragerø,2047,SIZE_3,546
4014,Kragerø,2047,SIZE_4,472
4014,Kragerø,2047,SIZE_5,205
4014,Kragerø,2047,SIZE_6_INF,61
4014,Kragerø,2048,SIZE_1,2099
4014,Kragerø,2048,SIZE_2,1870
4014,Kragerø,2048,SIZE_3,545
4014,Kragerø,2048,SIZE_4,469
4014,Kragerø,2048,SIZE_5,203
4014,Kragerø,2048,SIZE_6_INF,61
4014,Kragerø,2049,SIZE_1,2105
4014,Kragerø,2049,SIZE_2,1867
4014,Kragerø,2049,SIZE_3,545
4014,Kragerø,2049,SIZE_4,469
4014,Kragerø,2049,SIZE_5,203
4014,Kragerø,2049,SIZE_6_INF,61
4014,Kragerø,2050,SIZE_1,2110
4014,Kragerø,2050,SIZE_2,1870
4014,Kragerø,2050,SIZE_3,542
4014,Kragerø,2050,SIZE_4,465
4014,Kragerø,2050,SIZE_5,202
4014,Kragerø,2050,SIZE_6_INF,60
4005,Notodden,2026,SIZE_1,2464
4005,Notodden,2026,SIZE_2,2138
4005,Notodden,2026,SIZE_3,752
4005,Notodden,2026,SIZE_4,696
4005,Notodden,2026,SIZE_5,297
4005,Notodden,2026,SIZE_6_INF,84
4005,Notodden,2027,SIZE_1,2485
4005,Notodden,2027,SIZE_2,2157
4005,Notodden,2027,SIZE_3,753
4005,Notodden,2027,SIZE_4,697
4005,Notodden,2027,SIZE_5,298
4005,Notodden,2027,SIZE_6_INF,84
4005,Notodden,2028,SIZE_1,2506
4005,Notodden,2028,SIZE_2,2173
4005,Notodden,2028,SIZE_3,752
4005,Notodden,2028,SIZE_4,699
4005,Notodden,2028,SIZE_5,300
4005,Notodden,2028,SIZE_6_INF,85
4005,Notodden,2029,SIZE_1,2527
4005,Notodden,2029,SIZE_2,2184
4005,Notodden,2029,SIZE_3,753
4005,Notodden,2029,SIZE_4,698
4005,Notodden,2029,SIZE_5,300
4005,Notodden,2029,SIZE_6_INF,85
4005,Notodden,2030,SIZE_1,2544
4005,Notodden,2030,SIZE_2,2198
4005,Notodden,2030,SIZE_3,752
4005,Notodden,2030,SIZE_4,697
4005,Notodden,2030,SIZE_5,301
4005,Notodden,2030,SIZE_6_INF,86
4005,Notodden,2031,SIZE_1,2561
4005,Notodden,2031,SIZE_2,2209
4005,Notodden,2031,SIZE_3,751
4005,Notodden,2031,SIZE_4,697
4005,Notodden,2031,SIZE_5,302
4005,Notodden,2031,SIZE_6_INF,86
4005,Notodden,2032,SIZE_1,2577
4005,Notodden,2032,SIZE_2,2222
4005,Notodden,2032,SIZE_3,750
4005,Notodden,2032,SIZE_4,697
4005,Notodden,2032,SIZE_5,303
4005,Notodden,2032,SIZE_6_INF,86
4005,Notodden,2033,SIZE_1,2590
4005,Notodden,2033,SIZE_2,2234
4005,Notodden,2033,SIZE_3,750
4005,Notodden,2033,SIZE_4,694
4005,Notodden,2033,SIZE_5,302
4005,Notodden,2033,SIZE_6_INF,86
4005,Notodden,2034,SIZE_1,2607
4005,Notodden,2034,SIZE_2,2248
4005,Notodden,2034,SIZE_3,749
4005,Notodden,2034,SIZE_4,691
4005,Notodden,2034,SIZE_5,301
4005,Notodden,2034,SIZE_6_INF,86
4005,Notodden,2035,SIZE_1,2621
4005,Notodden,2035,SIZE_2,2260
4005,Notodden,2035,SIZE_3,747
4005,Notodden,2035,SIZE_4,691
4005,Notodden,2035,SIZE_5,301
4005,Notodden,2035,SIZE_6_INF,86
4005,Notodden,2036,SIZE_1,2638
4005,Notodden,2036,SIZE_2,2274
4005,Notodden,2036,SIZE_3,747
4005,Notodden,2036,SIZE_4,688
4005,Notodden,2036,SIZE_5,300
4005,Notodden,2036,SIZE_6_INF,86
4005,Notodden,2037,SIZE_1,2659
4005,Notodden,2037,SIZE_2,2281
4005,Notodden,2037,SIZE_3,746
4005,Notodden,2037,SIZE_4,687
4005,Notodden,2037,SIZE_5,300
4005,Notodden,2037,SIZE_6_INF,86
4005,Notodden,2038,SIZE_1,2668
4005,Notodden,2038,SIZE_2,2287
4005,Notodden,2038,SIZE_3,747
4005,Notodden,2038,SIZE_4,686
4005,Notodden,2038,SIZE_5,299
4005,Notodden,2038,SIZE_6_INF,86
4005,Notodden,2039,SIZE_1,2676
4005,Notodden,2039,SIZE_2,2298
4005,Notodden,2039,SIZE_3,748
4005,Notodden,2039,SIZE_4,683
4005,Notodden,2039,SIZE_5,297
4005,Notodden,2039,SIZE_6_INF,85
4005,Notodden,2040,SIZE_1,2685
4005,Notodden,2040,SIZE_2,2306
4005,Notodden,2040,SIZE_3,749
4005,Notodden,2040,SIZE_4,681
4005,Notodden,2040,SIZE_5,296
4005,Notodden,2040,SIZE_6_INF,85
4005,Notodden,2041,SIZE_1,2690
4005,Notodden,2041,SIZE_2,2311
4005,Notodden,2041,SIZE_3,750
4005,Notodden,2041,SIZE_4,680
4005,Notodden,2041,SIZE_5,294
4005,Notodden,2041,SIZE_6_INF,85
4005,Notodden,2042,SIZE_1,2698
4005,Notodden,2042,SIZE_2,2317
4005,Notodden,2042,SIZE_3,751
4005,Notodden,2042,SIZE_4,678
4005,Notodden,2042,SIZE_5,292
4005,Notodden,2042,SIZE_6_INF,84
4005,Notodden,2043,SIZE_1,2699
4005,Notodden,2043,SIZE_2,2322
4005,Notodden,2043,SIZE_3,750
4005,Notodden,2043,SIZE_4,676
4005,Notodden,2043,SIZE_5,291
4005,Notodden,2043,SIZE_6_INF,84
4005,Notodden,2044,SIZE_1,2708
4005,Notodden,2044,SIZE_2,2329
4005,Notodden,2044,SIZE_3,749
4005,Notodden,2044,SIZE_4,673
4005,Notodden,2044,SIZE_5,290
4005,Notodden,2044,SIZE_6_INF,84
4005,Notodden,2045,SIZE_1,2717
4005,Notodden,2045,SIZE_2,2332
4005,Notodden,2045,SIZE_3,750
4005,Notodden,2045,SIZE_4,672
4005,Notodden,2045,SIZE_5,289
4005,Notodden,2045,SIZE_6_INF,83
4005,Notodden,2046,SIZE_1,2726
4005,Notodden,2046,SIZE_2,2337
4005,Notodden,2046,SIZE_3,747
4005,Notodden,2046,SIZE_4,668
4005,Notodden,2046,SIZE_5,287
4005,Notodden,2046,SIZE_6_INF,83
4005,Notodden,2047,SIZE_1,2730
4005,Notodden,2047,SIZE_2,2340
4005,Notodden,2047,SIZE_3,746
4005,Notodden,2047,SIZE_4,667
4005,Notodden,2047,SIZE_5,287
4005,Notodden,2047,SIZE_6_INF,83
4005,Notodden,2048,SIZE_1,2736
4005,Notodden,2048,SIZE_2,2343
4005,Notodden,2048,SIZE_3,744
4005,Notodden,2048,SIZE_4,664
4005,Notodden,2048,SIZE_5,286
4005,Notodden,2048,SIZE_6_INF,83
4005,Notodden,2049,SIZE_1,2740
4005,Notodden,2049,SIZE_2,2350
4005,Notodden,2049,SIZE_3,742
4005,Notodden,2049,SIZE_4,661
4005,Notodden,2049,SIZE_5,285
4005,Notodden,2049,SIZE_6_INF,83
4005,Notodden,2050,SIZE_1,2745
4005,Notodden,2050,SIZE_2,2355
4005,Notodden,2050,SIZE_3,739
4005,Notodden,2050,SIZE_4,657
4005,Notodden,2050,SIZE_5,283
4005,Notodden,2050,SIZE_6_INF,82
4016,Drangedal,2026,SIZE_1,760
4016,Drangedal,2026,SIZE_2,623
4016,Drangedal,2026,SIZE_3,221
4016,Drangedal,2026,SIZE_4,192
4016,Drangedal,2026,SIZE_5,82
4016,Drangedal,2026,SIZE_6_INF,27
4016,Drangedal,2027,SIZE_1,762
4016,Drangedal,2027,SIZE_2,627
4016,Drangedal,2027,SIZE_3,219
4016,Drangedal,2027,SIZE_4,189
4016,Drangedal,2027,SIZE_5,81
4016,Drangedal,2027,SIZE_6_INF,27
4016,Drangedal,2028,SIZE_1,765
4016,Drangedal,2028,SIZE_2,629
4016,Drangedal,2028,SIZE_3,217
4016,Drangedal,2028,SIZE_4,187
4016,Drangedal,2028,SIZE_5,80
4016,Drangedal,2028,SIZE_6_INF,26
4016,Drangedal,2029,SIZE_1,770
4016,Drangedal,2029,SIZE_2,632
4016,Drangedal,2029,SIZE_3,216
4016,Drangedal,2029,SIZE_4,186
4016,Drangedal,2029,SIZE_5,79
4016,Drangedal,2029,SIZE_6_INF,26
4016,Drangedal,2030,SIZE_1,774
4016,Drangedal,2030,SIZE_2,634
4016,Drangedal,2030,SIZE_3,216
4016,Drangedal,2030,SIZE_4,185
4016,Drangedal,2030,SIZE_5,79
4016,Drangedal,2030,SIZE_6_INF,26
4016,Drangedal,2031,SIZE_1,777
4016,Drangedal,2031,SIZE_2,638
4016,Drangedal,2031,SIZE_3,215
4016,Drangedal,2031,SIZE_4,184
4016,Drangedal,2031,SIZE_5,78
4016,Drangedal,2031,SIZE_6_INF,26
4016,Drangedal,2032,SIZE_1,780
4016,Drangedal,2032,SIZE_2,642
4016,Drangedal,2032,SIZE_3,214
4016,Drangedal,2032,SIZE_4,182
4016,Drangedal,2032,SIZE_5,78
4016,Drangedal,2032,SIZE_6_INF,26
4016,Drangedal,2033,SIZE_1,786
4016,Drangedal,2033,SIZE_2,646
4016,Drangedal,2033,SIZE_3,212
4016,Drangedal,2033,SIZE_4,180
4016,Drangedal,2033,SIZE_5,77
4016,Drangedal,2033,SIZE_6_INF,26
4016,Drangedal,2034,SIZE_1,787
4016,Drangedal,2034,SIZE_2,647
4016,Drangedal,2034,SIZE_3,212
4016,Drangedal,2034,SIZE_4,179
4016,Drangedal,2034,SIZE_5,77
4016,Drangedal,2034,SIZE_6_INF,26
4016,Drangedal,2035,SIZE_1,788
4016,Drangedal,2035,SIZE_2,649
4016,Drangedal,2035,SIZE_3,211
4016,Drangedal,2035,SIZE_4,178
4016,Drangedal,2035,SIZE_5,76
4016,Drangedal,2035,SIZE_6_INF,26
4016,Drangedal,2036,SIZE_1,791
4016,Drangedal,2036,SIZE_2,650
4016,Drangedal,2036,SIZE_3,210
4016,Drangedal,2036,SIZE_4,177
4016,Drangedal,2036,SIZE_5,76
4016,Drangedal,2036,SIZE_6_INF,26
4016,Drangedal,2037,SIZE_1,793
4016,Drangedal,2037,SIZE_2,652
4016,Drangedal,2037,SIZE_3,209
4016,Drangedal,2037,SIZE_4,176
4016,Drangedal,2037,SIZE_5,76
4016,Drangedal,2037,SIZE_6_INF,26
4016,Drangedal,2038,SIZE_1,796
4016,Drangedal,2038,SIZE_2,652
4016,Drangedal,2038,SIZE_3,209
4016,Drangedal,2038,SIZE_4,175
4016,Drangedal,2038,SIZE_5,75
4016,Drangedal,2038,SIZE_6_INF,26
4016,Drangedal,2039,SIZE_1,797
4016,Drangedal,2039,SIZE_2,652
4016,Drangedal,2039,SIZE_3,207
4016,Drangedal,2039,SIZE_4,174
4016,Drangedal,2039,SIZE_5,75
4016,Drangedal,2039,SIZE_6_INF,25
4016,Drangedal,2040,SIZE_1,795
4016,Drangedal,2040,SIZE_2,652
4016,Drangedal,2040,SIZE_3,207
4016,Drangedal,2040,SIZE_4,174
4016,Drangedal,2040,SIZE_5,75
4016,Drangedal,2040,SIZE_6_INF,26
4016,Drangedal,2041,SIZE_1,796
4016,Drangedal,2041,SIZE_2,653
4016,Drangedal,2041,SIZE_3,206
4016,Drangedal,2041,SIZE_4,173
4016,Drangedal,2041,SIZE_5,75
4016,Drangedal,2041,SIZE_6_INF,25
4016,Drangedal,2042,SIZE_1,797
4016,Drangedal,2042,SIZE_2,654
4016,Drangedal,2042,SIZE_3,205
4016,Drangedal,2042,SIZE_4,173
4016,Drangedal,2042,SIZE_5,75
4016,Drangedal,2042,SIZE_6_INF,25
4016,Drangedal,2043,SIZE_1,799
4016,Drangedal,2043,SIZE_2,654
4016,Drangedal,2043,SIZE_3,204
4016,Drangedal,2043,SIZE_4,172
4016,Drangedal,2043,SIZE_5,74
4016,Drangedal,2043,SIZE_6_INF,25
4016,Drangedal,2044,SIZE_1,800
4016,Drangedal,2044,SIZE_2,656
4016,Drangedal,2044,SIZE_3,203
4016,Drangedal,2044,SIZE_4,171
4016,Drangedal,2044,SIZE_5,74
4016,Drangedal,2044,SIZE_6_INF,25
4016,Drangedal,2045,SIZE_1,800
4016,Drangedal,2045,SIZE_2,655
4016,Drangedal,2045,SIZE_3,202
4016,Drangedal,2045,SIZE_4,170
4016,Drangedal,2045,SIZE_5,74
4016,Drangedal,2045,SIZE_6_INF,25
4016,Drangedal,2046,SIZE_1,799
4016,Drangedal,2046,SIZE_2,655
4016,Drangedal,2046,SIZE_3,202
4016,Drangedal,2046,SIZE_4,169
4016,Drangedal,2046,SIZE_5,73
4016,Drangedal,2046,SIZE_6_INF,25
4016,Drangedal,2047,SIZE_1,802
4016,Drangedal,2047,SIZE_2,655
4016,Drangedal,2047,SIZE_3,201
4016,Drangedal,2047,SIZE_4,168
4016,Drangedal,2047,SIZE_5,73
4016,Drangedal,2047,SIZE_6_INF,25
4016,Drangedal,2048,SIZE_1,803
4016,Drangedal,2048,SIZE_2,655
4016,Drangedal,2048,SIZE_3,201
4016,Drangedal,2048,SIZE_4,168
4016,Drangedal,2048,SIZE_5,73
4016,Drangedal,2048,SIZE_6_INF,25
4016,Drangedal,2049,SIZE_1,804
4016,Drangedal,2049,SIZE_2,654
4016,Drangedal,2049,SIZE_3,200
4016,Drangedal,2049,SIZE_4,167
4016,Drangedal,2049,SIZE_5,72
4016,Drangedal,2049,SIZE_6_INF,25
4016,Drangedal,2050,SIZE_1,804
4016,Drangedal,2050,SIZE_2,654
4016,Drangedal,2050,SIZE_3,200
4016,Drangedal,2050,SIZE_4,166
4016,Drangedal,2050,SIZE_5,72
4016,Drangedal,2050,SIZE_6_INF,25
4018,Nome,2026,SIZE_1,1196
4018,Nome,2026,SIZE_2,1072
4018,Nome,2026,SIZE_3,368
4018,Nome,2026,SIZE_4,327
4018,Nome,2026,SIZE_5,138
4018,Nome,2026,SIZE_6_INF,40
4018,Nome,2027,SIZE_1,1205
4018,Nome,2027,SIZE_2,1082
4018,Nome,2027,SIZE_3,366
4018,Nome,2027,SIZE_4,325
4018,Nome,2027,SIZE_5,138
4018,Nome,2027,SIZE_6_INF,40
4018,Nome,2028,SIZE_1,1218
4018,Nome,2028,SIZE_2,1091
4018,Nome,2028,SIZE_3,363
4018,Nome,2028,SIZE_4,322
4018,Nome,2028,SIZE_5,137
4018,Nome,2028,SIZE_6_INF,40
4018,Nome,2029,SIZE_1,1226
4018,Nome,2029,SIZE_2,1096
4018,Nome,2029,SIZE_3,362
4018,Nome,2029,SIZE_4,322
4018,Nome,2029,SIZE_5,138
4018,Nome,2029,SIZE_6_INF,40
4018,Nome,2030,SIZE_1,1235
4018,Nome,2030,SIZE_2,1105
4018,Nome,2030,SIZE_3,360
4018,Nome,2030,SIZE_4,320
4018,Nome,2030,SIZE_5,137
4018,Nome,2030,SIZE_6_INF,40
4018,Nome,2031,SIZE_1,1245
4018,Nome,2031,SIZE_2,1111
4018,Nome,2031,SIZE_3,359
4018,Nome,2031,SIZE_4,320
4018,Nome,2031,SIZE_5,137
4018,Nome,2031,SIZE_6_INF,40
4018,Nome,2032,SIZE_1,1251
4018,Nome,2032,SIZE_2,1117
4018,Nome,2032,SIZE_3,358
4018,Nome,2032,SIZE_4,319
4018,Nome,2032,SIZE_5,138
4018,Nome,2032,SIZE_6_INF,40
4018,Nome,2033,SIZE_1,1260
4018,Nome,2033,SIZE_2,1128
4018,Nome,2033,SIZE_3,357
4018,Nome,2033,SIZE_4,317
4018,Nome,2033,SIZE_5,137
4018,Nome,2033,SIZE_6_INF,40
4018,Nome,2034,SIZE_1,1267
4018,Nome,2034,SIZE_2,1131
4018,Nome,2034,SIZE_3,356
4018,Nome,2034,SIZE_4,317
4018,Nome,2034,SIZE_5,138
4018,Nome,2034,SIZE_6_INF,40
4018,Nome,2035,SIZE_1,1272
4018,Nome,2035,SIZE_2,1136
4018,Nome,2035,SIZE_3,356
4018,Nome,2035,SIZE_4,317
4018,Nome,2035,SIZE_5,138
4018,Nome,2035,SIZE_6_INF,40
4018,Nome,2036,SIZE_1,1277
4018,Nome,2036,SIZE_2,1139
4018,Nome,2036,SIZE_3,355
4018,Nome,2036,SIZE_4,317
4018,Nome,2036,SIZE_5,138
4018,Nome,2036,SIZE_6_INF,40
4018,Nome,2037,SIZE_1,1288
4018,Nome,2037,SIZE_2,1144
4018,Nome,2037,SIZE_3,354
4018,Nome,2037,SIZE_4,315
4018,Nome,2037,SIZE_5,138
4018,Nome,2037,SIZE_6_INF,40
4018,Nome,2038,SIZE_1,1295
4018,Nome,2038,SIZE_2,1146
4018,Nome,2038,SIZE_3,353
4018,Nome,2038,SIZE_4,315
4018,Nome,2038,SIZE_5,138
4018,Nome,2038,SIZE_6_INF,40
4018,Nome,2039,SIZE_1,1298
4018,Nome,2039,SIZE_2,1148
4018,Nome,2039,SIZE_3,354
4018,Nome,2039,SIZE_4,315
4018,Nome,2039,SIZE_5,137
4018,Nome,2039,SIZE_6_INF,40
4018,Nome,2040,SIZE_1,1302
4018,Nome,2040,SIZE_2,1151
4018,Nome,2040,SIZE_3,353
4018,Nome,2040,SIZE_4,314
4018,Nome,2040,SIZE_5,137
4018,Nome,2040,SIZE_6_INF,40
4018,Nome,2041,SIZE_1,1308
4018,Nome,2041,SIZE_2,1154
4018,Nome,2041,SIZE_3,353
4018,Nome,2041,SIZE_4,313
4018,Nome,2041,SIZE_5,137
4018,Nome,2041,SIZE_6_INF,40
4018,Nome,2042,SIZE_1,1312
4018,Nome,2042,SIZE_2,1159
4018,Nome,2042,SIZE_3,353
4018,Nome,2042,SIZE_4,312
4018,Nome,2042,SIZE_5,136
4018,Nome,2042,SIZE_6_INF,40
4018,Nome,2043,SIZE_1,1315
4018,Nome,2043,SIZE_2,1162
4018,Nome,2043,SIZE_3,352
4018,Nome,2043,SIZE_4,310
4018,Nome,2043,SIZE_5,134
4018,Nome,2043,SIZE_6_INF,40
4018,Nome,2044,SIZE_1,1318
4018,Nome,2044,SIZE_2,1161
4018,Nome,2044,SIZE_3,352
4018,Nome,2044,SIZE_4,310
4018,Nome,2044,SIZE_5,134
4018,Nome,2044,SIZE_6_INF,39
4018,Nome,2045,SIZE_1,1317
4018,Nome,2045,SIZE_2,1161
4018,Nome,2045,SIZE_3,352
4018,Nome,2045,SIZE_4,309
4018,Nome,2045,SIZE_5,134
4018,Nome,2045,SIZE_6_INF,39
4018,Nome,2046,SIZE_1,1325
4018,Nome,2046,SIZE_2,1162
4018,Nome,2046,SIZE_3,352
4018,Nome,2046,SIZE_4,308
4018,Nome,2046,SIZE_5,133
4018,Nome,2046,SIZE_6_INF,39
4018,Nome,2047,SIZE_1,1329
4018,Nome,2047,SIZE_2,1163
4018,Nome,2047,SIZE_3,351
4018,Nome,2047,SIZE_4,307
4018,Nome,2047,SIZE_5,133
4018,Nome,2047,SIZE_6_INF,39
4018,Nome,2048,SIZE_1,1334
4018,Nome,2048,SIZE_2,1163
4018,Nome,2048,SIZE_3,351
4018,Nome,2048,SIZE_4,307
4018,Nome,2048,SIZE_5,133
4018,Nome,2048,SIZE_6_INF,39
4018,Nome,2049,SIZE_1,1336
4018,Nome,2049,SIZE_2,1163
4018,Nome,2049,SIZE_3,350
4018,Nome,2049,SIZE_4,305
4018,Nome,2049,SIZE_5,132
4018,Nome,2049,SIZE_6_INF,39
4018,Nome,2050,SIZE_1,1340
4018,Nome,2050,SIZE_2,1164
4018,Nome,2050,SIZE_3,349
4018,Nome,2050,SIZE_4,303
4018,Nome,2050,SIZE_5,131
4018,Nome,2050,SIZE_6_INF,39
4020,Midt-Telemark,2026,SIZE_1,2099
4020,Midt-Telemark,2026,SIZE_2,1686
4020,Midt-Telemark,2026,SIZE_3,619
4020,Midt-Telemark,2026,SIZE_4,581
4020,Midt-Telemark,2026,SIZE_5,247
4020,Midt-Telemark,2026,SIZE_6_INF,69
4020,Midt-Telemark,2027,SIZE_1,2138
4020,Midt-Telemark,2027,SIZE_2,1710
4020,Midt-Telemark,2027,SIZE_3,623
4020,Midt-Telemark,2027,SIZE_4,585
4020,Midt-Telemark,2027,SIZE_5,250
4020,Midt-Telemark,2027,SIZE_6_INF,70
4020,Midt-Telemark,2028,SIZE_1,2167
4020,Midt-Telemark,2028,SIZE_2,1733
4020,Midt-Telemark,2028,SIZE_3,629
4020,Midt-Telemark,2028,SIZE_4,590
4020,Midt-Telemark,2028,SIZE_5,252
4020,Midt-Telemark,2028,SIZE_6_INF,70
4020,Midt-Telemark,2029,SIZE_1,2197
4020,Midt-Telemark,2029,SIZE_2,1754
4020,Midt-Telemark,2029,SIZE_3,634
4020,Midt-Telemark,2029,SIZE_4,596
4020,Midt-Telemark,2029,SIZE_5,255
4020,Midt-Telemark,2029,SIZE_6_INF,71
4020,Midt-Telemark,2030,SIZE_1,2222
4020,Midt-Telemark,2030,SIZE_2,1773
4020,Midt-Telemark,2030,SIZE_3,640
4020,Midt-Telemark,2030,SIZE_4,602
4020,Midt-Telemark,2030,SIZE_5,258
4020,Midt-Telemark,2030,SIZE_6_INF,72
4020,Midt-Telemark,2031,SIZE_1,2253
4020,Midt-Telemark,2031,SIZE_2,1797
4020,Midt-Telemark,2031,SIZE_3,644
4020,Midt-Telemark,2031,SIZE_4,604
4020,Midt-Telemark,2031,SIZE_5,259
4020,Midt-Telemark,2031,SIZE_6_INF,72
4020,Midt-Telemark,2032,SIZE_1,2275
4020,Midt-Telemark,2032,SIZE_2,1817
4020,Midt-Telemark,2032,SIZE_3,649
4020,Midt-Telemark,2032,SIZE_4,608
4020,Midt-Telemark,2032,SIZE_5,261
4020,Midt-Telemark,2032,SIZE_6_INF,73
4020,Midt-Telemark,2033,SIZE_1,2305
4020,Midt-Telemark,2033,SIZE_2,1839
4020,Midt-Telemark,2033,SIZE_3,652
4020,Midt-Telemark,2033,SIZE_4,610
4020,Midt-Telemark,2033,SIZE_5,262
4020,Midt-Telemark,2033,SIZE_6_INF,73
4020,Midt-Telemark,2034,SIZE_1,2323
4020,Midt-Telemark,2034,SIZE_2,1858
4020,Midt-Telemark,2034,SIZE_3,656
4020,Midt-Telemark,2034,SIZE_4,613
4020,Midt-Telemark,2034,SIZE_5,263
4020,Midt-Telemark,2034,SIZE_6_INF,74
4020,Midt-Telemark,2035,SIZE_1,2338
4020,Midt-Telemark,2035,SIZE_2,1875
4020,Midt-Telemark,2035,SIZE_3,660
4020,Midt-Telemark,2035,SIZE_4,617
4020,Midt-Telemark,2035,SIZE_5,265
4020,Midt-Telemark,2035,SIZE_6_INF,74
4020,Midt-Telemark,2036,SIZE_1,2354
4020,Midt-Telemark,2036,SIZE_2,1891
4020,Midt-Telemark,2036,SIZE_3,665
4020,Midt-Telemark,2036,SIZE_4,620
4020,Midt-Telemark,2036,SIZE_5,266
4020,Midt-Telemark,2036,SIZE_6_INF,75
4020,Midt-Telemark,2037,SIZE_1,2375
4020,Midt-Telemark,2037,SIZE_2,1907
4020,Midt-Telemark,2037,SIZE_3,669
4020,Midt-Telemark,2037,SIZE_4,623
4020,Midt-Telemark,2037,SIZE_5,267
4020,Midt-Telemark,2037,SIZE_6_INF,75
4020,Midt-Telemark,2038,SIZE_1,2391
4020,Midt-Telemark,2038,SIZE_2,1922
4020,Midt-Telemark,2038,SIZE_3,673
4020,Midt-Telemark,2038,SIZE_4,626
4020,Midt-Telemark,2038,SIZE_5,269
4020,Midt-Telemark,2038,SIZE_6_INF,76
4020,Midt-Telemark,2039,SIZE_1,2402
4020,Midt-Telemark,2039,SIZE_2,1937
4020,Midt-Telemark,2039,SIZE_3,676
4020,Midt-Telemark,2039,SIZE_4,629
4020,Midt-Telemark,2039,SIZE_5,270
4020,Midt-Telemark,2039,SIZE_6_INF,76
4020,Midt-Telemark,2040,SIZE_1,2410
4020,Midt-Telemark,2040,SIZE_2,1949
4020,Midt-Telemark,2040,SIZE_3,680
4020,Midt-Telemark,2040,SIZE_4,632
4020,Midt-Telemark,2040,SIZE_5,271
4020,Midt-Telemark,2040,SIZE_6_INF,76
4020,Midt-Telemark,2041,SIZE_1,2426
4020,Midt-Telemark,2041,SIZE_2,1965
4020,Midt-Telemark,2041,SIZE_3,682
4020,Midt-Telemark,2041,SIZE_4,634
4020,Midt-Telemark,2041,SIZE_5,272
