stop_id,stop_nr,stop_name,stop_lat,stop_lon,stop_desc,location_type,parent_station,parent_nr,wheelchair_boarding,vehicle_type,platform_code,kommunenavn,kommunenummer
NSR:StopPlace:20891,20891,Borgestad gård,59.161761,9.651739,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20907,20907,Omdal,59.228432,9.479281,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20910,20910,Kampekastet,59.205342,9.554224,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20913,20913,Kanalen,59.212942,9.522755,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20926,20926,Bratsberg,59.201685,9.626504,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20929,20929,Bratsberg kryss,59.203049,9.626271,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20930,20930,Kikut,59.244203,9.660982,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20932,20932,Bratsbergkleiva,59.206109,9.616842,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20937,20937,Kilebygda skole,59.106398,9.432063,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20950,20950,Breidablikkvegen,59.160302,9.662902,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20953,20953,Oterholt,59.279595,9.56432,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20958,20958,Brekka,59.192098,9.559243,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20963,20963,Kirkeveien,59.168727,9.634411,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20965,20965,P.A. Munchs Gate,59.214448,9.607316,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20969,20969,Brekkatoppen,59.190994,9.56215,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20975,20975,Brekkeparken,59.208827,9.61476,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20977,20977,Petersborg,59.230403,9.583708,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20979,20979,Kittilsrød,59.241496,9.659206,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20985,20985,Petersplassen,59.213932,9.5707,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21006,21006,Kjær,59.172194,9.698725,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21008,21008,Tufte,59.25338,9.578618,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21014,21014,Brudalsbekken,59.185041,9.544413,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21016,21016,Tuftebygget,59.186072,9.615415,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21022,21022,Kjørbekk,59.174148,9.615207,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21023,21023,Tufteputten,59.247405,9.584544,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21026,21026,Kjørbekkdalen,59.172922,9.633105,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21027,21027,Tute,59.187654,9.49977,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21031,21031,Kjørbekkhøgda,59.176357,9.626337,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21036,21036,Kjørbekkhøgda skole,59.178093,9.616956,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21038,21038,Kjørbekksvingen,59.17408,9.629852,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21039,21039,Bruset,59.222662,9.398881,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21043,21043,Kjørbekkvegen,59.176949,9.612564,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21074,21074,Buer,59.168211,9.663688,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21080,21080,Buer planteskole,59.167802,9.664473,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21083,21083,Buer skole,59.16838,9.66149,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21086,21086,Buerjordet,59.166612,9.667195,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21087,21087,Klosterjordene,59.19545,9.60139,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21091,21091,Klosterøya,59.199283,9.610612,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21099,21099,Klovholt bedehus,59.185242,9.525844,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21111,21111,Klyvesenteret,59.147376,9.62154,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21113,21113,Klyvetoppen,59.14948,9.610069,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21137,21137,Kongerødvegen,59.150478,9.618348,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21142,21142,Kongstvedt,59.089081,9.425776,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21172,21172,Bøgrenda,59.259399,9.549493,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21177,21177,Bøle,59.180459,9.632617,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21182,21182,Bølehøgda,59.181832,9.636829,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21186,21186,Uglevegen,59.224006,9.550071,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21188,21188,Bølesvingen,59.177913,9.636883,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21211,21211,Suttervikvegen,59.202281,9.53191,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21217,21217,Svanen skole,59.130805,9.517459,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21219,21219,Svanviksvingen,59.131839,9.532147,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21254,21254,Dalsbygda,59.23513,9.47317,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21256,21256,Dalsbygdaveien,59.231174,9.491218,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21272,21272,Sykehuset Skien hovedinngang,59.192348,9.594994,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21280,21280,Vadrette,59.202684,9.576626,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21285,21285,Vadretteskogen,59.201733,9.581086,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21298,21298,Valebø,59.314424,9.330207,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21301,21301,Sønstvedt,59.086441,9.423088,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21304,21304,Sørbøveien kryss,59.216469,9.642398,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21306,21306,Søtvedt,59.145578,9.534655,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21332,21332,Smia,59.244879,9.570043,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21347,21347,Sneltvedt skole,59.219829,9.639771,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21350,21350,Sneltvedtlia,59.218152,9.634699,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21352,21352,Frogner Ring,59.214635,9.623933,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21360,21360,Tilja,59.19353,9.622242,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21395,21395,Varpet,59.194387,9.574183,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21397,21397,Tiurvegen,59.225854,9.558038,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21408,21408,Sommerfryd,59.231911,9.596412,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21426,21426,St. Hans gate,59.200318,9.620632,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21437,21437,Vatner Ring,59.205432,9.591328,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21439,21439,Tollnes,59.157636,9.636513,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21448,21448,Tomtegata sør,59.197709,9.623428,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21449,21449,Statens Hus,59.21808,9.596569,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21453,21453,Toras hytte,59.237254,9.634008,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21464,21464,Stavdal,59.16666,9.389949,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21465,21465,Stavdalkrysset,59.174764,9.38278,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21496,21496,Venstøp skole,59.247955,9.57151,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21502,21502,Stevneplassen,59.212404,9.590459,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21511,21511,Stigeråsen,59.217673,9.568595,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21517,21517,Vindalsåsen,59.182716,9.582918,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21539,21539,Storm,59.205712,9.624681,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21551,21551,Voll,59.127747,9.508967,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21590,21590,Strømdal,59.210139,9.577601,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21593,21593,Strømdaljordet,59.207046,9.566762,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21600,21600,Stubbesletta nord,59.191076,9.628295,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21603,21603,Stubbesletta sør,59.18847,9.630645,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21605,21605,Stulen,59.304407,9.526661,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21625,21625,Ytre Valebø,59.294754,9.388631,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21633,21633,Åfoss,59.194964,9.538783,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21635,21635,Åfossjordet,59.198281,9.536905,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21636,21636,Åfossmyra,59.203932,9.532193,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21646,21646,Åmotvegen,59.238872,9.636933,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21660,21660,Ås,59.266796,9.555688,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21665,21665,Åsen,59.192898,9.542314,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21670,21670,Åshammeren,59.272153,9.564566,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21677,21677,Åsterød,59.195883,9.721608,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21680,21680,Ødegård,59.18374,9.706201,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21681,21681,Ødegårdens salmakeri,59.128494,9.341705,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21699,21699,Øvre Maihaugen,59.224944,9.562764,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:59322,59322,Jarseng,59.17263,9.725776,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:59888,59888,Setervegen,59.229667,9.642818,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:59908,59908,Kastet,59.276833,9.563543,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:60958,60958,Erikstad,59.183718,9.394699,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:61218,61218,Skjelbredstrand kryss,59.184305,9.519267,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:61494,61494,Skauen kristelige skole,59.194766,9.630893,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:62003,62003,Sem,59.237653,9.61548,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:62045,62045,Setrekollen,59.240077,9.657226,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:62595,62595,Løveidvegen,59.215549,9.503174,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:63318,63318,Berberg,59.250248,9.591486,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:63489,63489,Rødmyrsvingen Grep,59.176588,9.598942,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:63545,63545,Kverndalen Kongens gate,59.212089,9.607705,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:63642,63642,Skistredet Ibsenparken,59.208479,9.60796,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:63767,63767,Høyanlia,59.192951,9.582119,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:64133,64133,Fossumhaugen,59.238172,9.571956,,sann,,,,700,,Skien,"4003"
NSR:StopPlace:20223,20223,Løveid sluse,59.211573,9.522338,,sann,,,,1000,,Skien,"4003"
NSR:StopPlace:59360,59360,Skien Hjellebrygga,59.204636,9.606892,,sann,,,,1000,,Skien,"4003"
NSR:StopPlace:60420,60420,Aalls gate,59.222613,9.597913,,sann,,,sann,700,,Skien,"4003"
NSR:StopPlace:21222,21222,Svanvik kryss,59.131323,9.526241,i Svanvikvegen,sann,,,,700,,Skien,"4003"
NSR:StopPlace:21264,21264,Sykehuset Skien Ulefossvegen,59.194421,9.596079,Ved rundkjøringen til psyk.,sann,,,,700,,Skien,"4003"
NSR:StopPlace:61166,61166,Svanvik kryss,59.132281,9.523781,i Voldsvegen,sann,,,,700,,Skien,"4003"
NSR:StopPlace:19638,19638,Roholt,59.323007,8.456289,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:19649,19649,Grova,59.43154,8.48362,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:19913,19913,Sinnes vestre,59.32973,8.373778,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:19968,19968,Haukom,59.392935,8.509237,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:19969,19969,Finndreng,59.262743,8.521429,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20003,20003,Heggtveit,59.447437,8.571842,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20095,20095,Flatland,59.354166,8.299551,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20110,20110,Hemmestveit,59.454,8.437978,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20132,20132,Herregården,59.335288,8.350843,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20156,20156,Hesteskodiket,59.444095,8.540537,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20220,20220,Lønnegraf,59.313528,8.510055,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20224,20224,Holtan,59.417324,8.475351,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20235,20235,Løyne,59.276069,8.523843,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20330,20330,Midtsund,59.3983,8.499769,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20362,20362,Høgland,59.354914,8.207453,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20364,20364,Moen Dalanvegen,59.45126,8.324568,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20414,20414,Morgedal sentrum,59.477076,8.418554,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20419,20419,Morgedal,59.474314,8.4207,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20422,20422,Morgedal aust,59.469401,8.43029,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20425,20425,Morgedal vest,59.479973,8.386078,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20454,20454,Gjersund,59.462511,8.433219,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20555,20555,Kviteseid bygdetun,59.355469,8.520238,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20557,20557,Kviteseid sentrum,59.401573,8.489559,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20559,20559,Kviteseid skule,59.409506,8.474633,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20564,20564,Kvitsund,59.382762,8.520708,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20615,20615,Landsverk,59.449722,8.362634,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20725,20725,Omlidvegen,59.478272,8.373867,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20734,20734,Nordvik,59.354707,8.242924,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20840,20840,Nørsterud kryss,59.424569,8.442132,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21028,21028,Brunkeberg,59.439012,8.493951,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21030,21030,Brunkeberg E134,59.442104,8.503053,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21034,21034,Brunkeberg kyrkje,59.434855,8.483331,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21035,21035,Brunkeberg vest,59.438424,8.473223,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21114,21114,Tveitgrend,59.405657,8.435931,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21187,21187,Sundet,59.328165,8.402912,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21195,21195,Sundvollen,59.356053,8.229667,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21318,21318,Slokviki,59.300026,8.52251,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21438,21438,Stallane,59.309202,8.516806,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21475,21475,Steane,59.280966,8.527275,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21546,21546,Straand,59.324392,8.495439,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21566,21566,Vrådal kirke,59.327622,8.41667,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21569,21569,Veting,59.442039,8.522707,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21570,21570,Vrådal sentrum,59.326012,8.484803,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21573,21573,Vrådal skisenter kryss,59.32369,8.434502,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21576,21576,Vråliosen,59.363645,8.174239,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21631,21631,Åbø Dalanvegen,59.48411,8.307303,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21655,21655,Årviki,59.357189,8.198048,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21668,21668,Heistad Åsgrend,59.438554,8.597273,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:21669,21669,Åsgrend kryss,59.447232,8.562177,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:58572,58572,Kviteseid kommunehus,59.40181,8.493792,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:58711,58711,Tveitgrend kryss,59.395633,8.4601,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:60467,60467,Straumsnesvegen,59.322142,8.469359,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:60823,60823,Sinnes,59.332251,8.390543,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:60881,60881,Mogan,59.457397,8.304324,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:61284,61284,Vrådal rutebilstasjon,59.328255,8.492877,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:61414,61414,Sundkil bru,59.375504,8.53127,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:61619,61619,Sorgenfri,59.368372,8.529331,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:62134,62134,Hovdekleiv kryss,59.432616,8.419977,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:62148,62148,Skreosen,59.354572,8.152148,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:62859,62859,Kleivdal,59.388438,8.458338,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:62887,62887,Ramskeid,59.449097,8.562255,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:63476,63476,Meinstad,59.443319,8.53447,,sann,,,,700,,Kviteseid,"4028"
NSR:StopPlace:20052,20052,Fjågesund brygge,59.304391,8.700979,,sann,,,,1000,,Kviteseid,"4028"
NSR:StopPlace:59128,59128,Spjotsodd brygge,59.36321,8.525165,,sann,,,,1000,,Kviteseid,"4028"
NSR:StopPlace:19647,19647,Rosskjenn,59.038496,8.667849,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:19790,19790,Ekra,58.920113,8.536932,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:19912,19912,Felekjenn,59.043134,8.691889,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:19916,19916,Felle,58.90363,8.743937,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:19929,19929,Haugsjåsund,58.944224,8.505489,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:19933,19933,Haugstøl,58.894841,8.694682,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:19959,19959,Skeimo,59.176492,8.506017,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:19989,19989,Fjalestad,59.160503,8.395392,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20020,20020,Heimdal,59.002865,8.573756,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20027,20027,Heimdalskrysset,59.004857,8.567747,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20034,20034,Heimdalsvegen,59.003882,8.540263,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20039,20039,Fjone kryss,59.180177,8.50806,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20043,20043,Fjone landhandel,59.154103,8.45211,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20046,20046,Fjone skule,59.158714,8.455977,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20109,20109,Lovika,59.119304,8.51956,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20267,20267,Fugleli,59.02425,8.622804,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20271,20271,Funnemark,59.245725,8.516078,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20326,20326,Gamle Meinstad,59.14761,8.512642,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20327,20327,Midtstrand,59.088591,8.53731,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20357,20357,Høgefoss,58.952935,8.511668,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20365,20365,Gaukås,58.925673,8.533255,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20462,20462,Myrane,59.008595,8.539934,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20573,20573,Naurak,59.051727,8.463926,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20599,20599,Kåssletta,59.026848,8.518826,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20601,20601,Nes,59.123866,8.509823,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20652,20652,Nissedal kyrkje,59.161911,8.503538,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20657,20657,Nissedal sentrum,59.165072,8.501178,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20668,20668,Nobbesundbrua,58.877665,8.653418,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20706,20706,Nordbygdvegen,59.193731,8.513084,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20729,20729,Moen,59.136054,8.45822,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20790,20790,Bjønntjenn,59.032769,8.643834,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20792,20792,Bjønåsmyra,59.01569,8.603751,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:20942,20942,Kilen,59.215973,8.49605,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21056,21056,Tveit skule,59.025941,8.520547,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21140,21140,Treungen sentrum,59.019712,8.522169,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21248,21248,Syftestad,59.156067,8.506355,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21407,21407,Tjønnefoss kryss,58.975017,8.522537,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21484,21484,Treungen kyrkje,59.007645,8.559988,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21492,21492,Trontveit,59.094676,8.486622,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21497,21497,Stenufskleiva,59.022481,8.518746,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21557,21557,Strandrak,59.067998,8.520429,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21613,21613,Vik Fjone,59.118623,8.471927,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21617,21617,Vikbukta,59.055264,8.512124,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:21648,21648,Årak,59.03859,8.504416,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:58427,58427,Skåli,58.900944,8.778524,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:58428,58428,Eikeland,58.916165,8.760679,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:58605,58605,Fjonevegen kryss,59.016524,8.526906,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:58607,58607,Kyrkjebygda oppvekstsenter,59.166694,8.502115,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:59179,59179,Sandvik,59.113627,8.472762,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:59266,59266,Sagvegen,59.015395,8.523516,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:59430,59430,Nigard kryss,59.160955,8.46112,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:60498,60498,Lauvdalen,59.01171,8.53592,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:61907,61907,Homme,59.013528,8.549998,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:62150,62150,Raunes,59.10479,8.487,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:62592,62592,Nordbygdi,59.198452,8.512063,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:62964,62964,Grimstveitvegen,59.16039,8.535226,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:6501,6501,Tveitanevegen,59.197223,8.518243,,sann,,,,700,,Nissedal,"4030"
NSR:StopPlace:19530,19530,Dammane,59.016102,9.725737,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19554,19554,Rakkestad,58.968135,9.634624,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19594,19594,Riis,59.01487,9.673606,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19600,19600,Doktorodden,59.033222,9.7173,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19604,19604,Ringsjø,58.952413,9.538476,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19621,19621,Gromstadsvingen,58.953927,9.452727,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19660,19660,Rugtvedt E18,59.036618,9.677158,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19663,19663,Rugtvedtmyra sør,59.03968,9.675329,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19664,19664,Rugtvedt skole,59.040011,9.673945,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19665,19665,Rugtvedtmyra,59.040756,9.674433,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19679,19679,Dørdal,58.963685,9.478594,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19706,19706,Rønholt,58.970994,9.57059,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19707,19707,Rønholt skole,58.97312,9.572016,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19733,19733,Rørholt gamle skole,59.00262,9.388292,,sann,,,,700,,Bamble,"4012"
NSR:StopPlace:19734,19734,Eik,59.024334,9.71518,,sann,,,,700,,Bamble,"4012"
