gridid;gridx;gridy;antall_eneboliger;antall_smaahus;antall_leiligheter;antall_leilighetsbygg;antall_naringsbygg;antall_andrebygg;antall_hytter;antall_boenheter;antall_husstander;naring_areal;antall_personer;antall_ansatte;ald_u_5;ald_6_12;ald_13_15;ald_16_18;ald_19_23;ald_24_34;ald_35_44;ald_45_54;ald_55_64;ald_65_74;ald_75_84;ald_85_o;ald_snittalder;ald_totalt;ald_person_aar;alk_u_5;alk_6_12;alk_13_15;alk_16_18;alk_19_23;alk_24_34;alk_35_44;alk_45_54;alk_55_64;alk_65_74;alk_75_84;alk_85_o;alk_snittalder;alk_totalt;alk_person_aar;alm_u_5;alm_6_12;alm_13_15;alm_16_18;alm_19_23;alm_24_34;alm_35_44;alm_45_54;alm_55_64;alm_65_74;alm_75_84;alm_85_o;alm_snittalder;alm_totalt;alm_person_aar;ans_sysselsatte;ans_ansatte;ans_utpendlere;ans_innpendlere;ans_befolkningdagtid;bot_enebolig;bot_tomannsbolig;bot_rekkehus;bot_blokk;bot_annen_bolig;bot_totalt;eif_selveier;eif_eier_borettslagsbolig;eif_leier;eif_totalt;fam_enslig_uten_barn;fam_enslig_med_sma_barn;fam_enslig_med_store_barn;fam_enslig_med_barn;fam_enslig;fam_par_uten_barn;fam_par_med_sma_barn;fam_par_med_store_barn;fam_par_med_barn;fam_par;fam_enfamilie_med_voksne_barn;fam_flerfamilie_uten_barn;fam_flerfamilie_med_sma_barn;fam_flerfamilie_med_store_barn;fam_flerfamilie;fam_totalt;for_0;for_0_50;for_50_200;for_200_400;for_400_700;for_700_1000;for_1000_2000;for_2000_3000;for_3000_4000;for_4000_over;for_snittformue;for_person_kroner;for_totalt;int_0;int_0_100;int_100_200;int_200_300;int_300_400;int_400_500;int_500_600;int_600_700;int_700_800;int_800_1000;int_1000_1500;int_1500_over;int_snittintekt;int_person_kroner;int_totalt;siv_ugift_mann;siv_ugift_kvinne;siv_gift;siv_enke_eller_enkemann;siv_separert_eller_skilt;siv_totalt;utf_allmenne_fag;utf_humanetiske_og_estetiske;utf_larerutd_og_pedagogikk;utf_samfunnsfag_og_juridiske;utf_okonomiske_administrative;utf_naturvitenskap_og_handverk;utf_helse_og_sosial;utf_primarnaring;utf_samferdsel_og_service;utf_uoppgitt;utf_totalt;utn_ingen_eller_uoppgitt;utn_grunnskole;utn_videregaaende;utn_hogskole_universitet_lavt;utn_hogskole_universitet_hoyt;utn_totalt;grunnkrets_id;grunnkretsnavn;kommune_id;kommunenavn;fylke_id;fylkesnavn;forbruk_dagligvare;bot_bofelleskap;Hovedsentrum2024_centroid;Hovedsentrum2024_intersect
186350_6573850;186350;6573850;0,;0,;0,;0,;0,;0,;2,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40031001;Fjærekilen;4003;Skien;40;Telemark;0,;;;
186350_6574350;186350;6574350;0,;0,;0,;0,;0,;0,;1,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40031103;Elset;4003;Skien;40;Telemark;0,;;;
186350_6574450;186350;6574450;0,;0,;0,;0,;0,;0,;1,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40031103;Elset;4003;Skien;40;Telemark;0,;;;
186350_6574550;186350;6574550;0,;0,;0,;0,;0,;0,;2,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40031103;Elset;4003;Skien;40;Telemark;0,;;;
186350_6576750;186350;6576750;1,;0,;1,;0,;0,;0,;0,;2,;1,855;0,;3,341;0,;0,40;0,415;0,215;0,20;0,276;0,646;0,738;0,723;0,492;0,461;0,20;0,061;38,523;4,83;186,080999999999989;0,20;0,184;0,123;0,061;0,092;0,307;0,307;0,369;0,169;0,215;0,076;0,03;38,523;2,153;82,965999999999994;0,20;0,23;0,092;0,138;0,184;0,338;0,43;0,353;0,323;0,246;0,123;0,03;38,523;2,676;103,114999999999995;2,584;0,;0,661;0,;2,679;4,738;0,;0,;0,;0,092;4,83;1,738;0,;0,184;1,923;0,569;0,076;0,169;0,246;0,815;0,461;0,276;0,261;0,538;1,;0,03;0,03;0,03;0,03;0,092;1,938;2,092;0,076;0,215;0,307;0,184;0,415;0,184;0,061;0,046;0,107;721458,332999999984168;2663846,152999999932945;3,692;0,20;0,292;0,63;0,60;0,738;0,415;0,338;0,184;0,076;0,184;0,;0,03;386302,082999999984168;1426346,152999999932945;3,692;1,676;1,123;1,523;0,123;0,384;4,83;1,169;0,03;0,123;0,03;0,307;1,015;0,784;0,061;0,092;0,184;3,80;0,153;1,03;1,83;0,692;0,138;3,846;40031207;Omdal;4003;Skien;40;Telemark;129963,682000000000698;;;
186350_6576850;186350;6576850;0,;0,;0,;0,;1,;0,;0,;0,;0,;146,;0,;2,281;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;2,281;0,;0,651;0,651;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40031207;Omdal;4003;Skien;40;Telemark;0,;;;
186350_6599050;186350;6599050;0,;0,;0,;0,;1,;0,;0,;0,;0,;39,;0,;0,71;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,71;0,;0,273;0,273;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40031606;Luksefjell;4003;Skien;40;Telemark;0,;;;
186450_6567450;186450;6567450;2,;0,;0,;0,;0,;0,;0,;2,;1,855;0,;2,338;0,;0,24;0,16;0,091;0,08;0,171;0,365;0,502;0,685;0,582;0,605;0,262;0,057;46,299999999999997;3,817;176,733000000000004;0,137;0,068;0,068;0,022;0,08;0,182;0,228;0,331;0,262;0,331;0,091;0,057;46,093;1,874;86,385000000000005;0,102;0,091;0,022;0,057;0,091;0,182;0,274;0,354;0,32;0,274;0,171;0,;46,509999999999998;1,942;90,361999999999995;2,022;0,;0,674;0,;1,664;3,474;0,182;0,;0,;0,16;3,817;1,428;0,;0,491;1,92;0,708;0,022;0,16;0,182;0,891;0,685;0,137;0,125;0,262;0,948;0,068;0,;0,;0,022;0,022;1,931;1,622;0,16;0,251;0,137;0,228;0,331;0,297;0,068;0,034;0,102;903489,398999999975786;2922142,856999999843538;3,234;0,148;0,251;0,548;0,594;0,548;0,388;0,194;0,228;0,08;0,228;0,022;0,;359982,331999999994878;1164285,713999999919906;3,234;0,948;0,742;1,531;0,274;0,32;3,817;1,097;0,091;0,205;0,022;0,308;0,834;0,422;0,205;0,102;0,022;3,314;0,022;0,811;1,622;0,731;0,148;3,337;40030903;Findal;4003;Skien;40;Telemark;90974,577000000004773;;;
186450_6567550;186450;6567550;5,;0,;0,;0,;0,;0,;0,;5,;4,637;0,;11,923;0,;0,60;0,40;0,228;0,20;0,428;0,914;1,257;1,714;1,457;1,514;0,657;0,142;46,299999999999997;9,542;441,834000000000003;0,342;0,171;0,171;0,057;0,20;0,457;0,571;0,828;0,657;0,828;0,228;0,142;46,093;4,685;215,963999999999999;0,257;0,228;0,057;0,142;0,228;0,457;0,685;0,885;0,80;0,685;0,428;0,;46,509999999999998;4,857;225,905000000000001;5,057;0,;1,685;0,;10,238;8,685;0,457;0,;0,;0,40;9,542;3,571;0,;1,228;4,80;1,771;0,057;0,40;0,457;2,228;1,714;0,342;0,314;0,657;2,371;0,171;0,;0,;0,057;0,057;4,828;4,057;0,40;0,628;0,342;0,571;0,828;0,742;0,171;0,085;0,257;903489,398999999975786;7305357,141999999992549;8,085000000000001;0,371;0,628;1,371;1,485;1,371;0,971;0,485;0,571;0,20;0,571;0,057;0,;359982,331999999994878;2910714,285000000149012;8,085000000000001;2,371;1,857;3,828;0,685;0,80;9,542;2,742;0,228;0,514;0,057;0,771;2,085;1,057;0,514;0,257;0,057;8,285;0,057;2,028;4,057;1,828;0,371;8,342000000000001;40030903;Findal;4003;Skien;40;Telemark;463835,901000000012573;;;
186450_6567650;186450;6567650;4,;0,;0,;0,;0,;0,;0,;4,;3,71;0,;9,539;0,;0,48;0,32;0,182;0,16;0,342;0,731;1,005;1,371;1,165;1,211;0,525;0,114;46,299999999999997;7,634;353,466999999999985;0,274;0,137;0,137;0,045;0,16;0,365;0,457;0,662;0,525;0,662;0,182;0,114;46,093;3,748;172,770999999999987;0,205;0,182;0,045;0,114;0,182;0,365;0,548;0,708;0,64;0,548;0,342;0,;46,509999999999998;3,885;180,723999999999990;4,045;0,;1,348;0,;8,19;6,948;0,365;0,;0,;0,32;7,634;2,857;0,;0,982;3,84;1,417;0,045;0,32;0,365;1,782;1,371;0,274;0,251;0,525;1,897;0,137;0,;0,;0,045;0,045;3,862;3,245;0,32;0,502;0,274;0,457;0,662;0,594;0,137;0,068;0,205;903489,398999999975786;5844285,713999999687076;6,468;0,297;0,502;1,097;1,188;1,097;0,777;0,388;0,457;0,16;0,457;0,045;0,;359982,331999999994878;2328571,427999999839813;6,468;1,897;1,485;3,062;0,548;0,64;7,634;2,194;0,182;0,411;0,045;0,617;1,668;0,845;0,411;0,205;0,045;6,628;0,045;1,622;3,245;1,462;0,297;6,674;40030903;Findal;4003;Skien;40;Telemark;371068,721000000019558;;;
186450_6567750;186450;6567750;2,;0,;0,;0,;0,;0,;0,;2,;1,855;0,;4,769;0,;0,24;0,16;0,091;0,08;0,171;0,365;0,502;0,685;0,582;0,605;0,262;0,057;46,299999999999997;3,817;176,733000000000004;0,137;0,068;0,068;0,022;0,08;0,182;0,228;0,331;0,262;0,331;0,091;0,057;46,093;1,874;86,385000000000005;0,102;0,091;0,022;0,057;0,091;0,182;0,274;0,354;0,32;0,274;0,171;0,;46,509999999999998;1,942;90,361999999999995;2,022;0,;0,674;0,;4,095;3,474;0,182;0,;0,;0,16;3,817;1,428;0,;0,491;1,92;0,708;0,022;0,16;0,182;0,891;0,685;0,137;0,125;0,262;0,948;0,068;0,;0,;0,022;0,022;1,931;1,622;0,16;0,251;0,137;0,228;0,331;0,297;0,068;0,034;0,102;903489,398999999975786;2922142,856999999843538;3,234;0,148;0,251;0,548;0,594;0,548;0,388;0,194;0,228;0,08;0,228;0,022;0,;359982,331999999994878;1164285,713999999919906;3,234;0,948;0,742;1,531;0,274;0,32;3,817;1,097;0,091;0,205;0,022;0,308;0,834;0,422;0,205;0,102;0,022;3,314;0,022;0,811;1,622;0,731;0,148;3,337;40030903;Findal;4003;Skien;40;Telemark;185534,359999999986030;;;
186450_6575950;186450;6575950;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,004;0,;0,145;0,254;0,097;0,109;0,121;0,351;0,363;0,375;0,381;0,139;0,048;0,012;37,689999999999998;2,406;90,683999999999997;0,066;0,139;0,066;0,054;0,042;0,127;0,20;0,187;0,151;0,072;0,012;0,012;37,23;1,139;42,384999999999998;0,078;0,115;0,03;0,054;0,078;0,224;0,163;0,187;0,23;0,066;0,036;0,;38,119999999999997;1,266;48,284999999999997;1,145;0,;0,333;0,;1,671;1,345;0,066;0,951;0,;0,036;2,40;0,824;0,;0,103;0,927;0,248;0,054;0,097;0,151;0,40;0,224;0,103;0,151;0,254;0,478;0,03;0,012;0,012;0,;0,024;0,933;1,084;0,072;0,133;0,103;0,151;0,115;0,109;0,006;0,012;0,012;374031,985999999975320;673257,574999999953434;1,80;0,206;0,157;0,26;0,272;0,303;0,248;0,145;0,109;0,042;0,054;0,;0,;315951,178000000014435;568712,121000000042841;1,80;0,69;0,575;0,848;0,042;0,212;2,369;0,612;0,072;0,139;0,012;0,139;0,472;0,254;0,012;0,06;0,139;1,915;0,097;0,478;0,80;0,40;0,133;1,909;40031104;Ramberget;4003;Skien;40;Telemark;77978,209000000002561;;;
186450_6576350;186450;6576350;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;1,002;0,;0,20;0,207;0,107;0,10;0,138;0,323;0,369;0,361;0,246;0,23;0,10;0,03;38,523;2,415;93,046;0,10;0,092;0,061;0,03;0,046;0,153;0,153;0,184;0,084;0,107;0,038;0,015;38,523;1,076;41,482999999999997;0,10;0,115;0,046;0,069;0,092;0,169;0,215;0,176;0,161;0,123;0,061;0,015;38,523;1,338;51,557000000000002;1,292;0,;0,33;0,;0,671;2,369;0,;0,;0,;0,046;2,415;0,869;0,;0,092;0,961;0,284;0,038;0,084;0,123;0,407;0,23;0,138;0,13;0,269;0,50;0,015;0,015;0,015;0,015;0,046;0,969;1,046;0,038;0,107;0,153;0,092;0,207;0,092;0,03;0,023;0,053;721458,332999999984168;1331923,075999999884516;1,846;0,10;0,146;0,315;0,30;0,369;0,207;0,169;0,092;0,038;0,092;0,;0,015;386302,082999999984168;713173,076000000000931;1,846;0,838;0,561;0,761;0,061;0,192;2,415;0,584;0,015;0,061;0,015;0,153;0,507;0,392;0,03;0,046;0,092;1,90;0,076;0,515;0,915;0,346;0,069;1,923;40031207;Omdal;4003;Skien;40;Telemark;38989,103999999999360;;;
186450_6576450;186450;6576450;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;1,002;0,;0,20;0,207;0,107;0,10;0,138;0,323;0,369;0,361;0,246;0,23;0,10;0,03;38,523;2,415;93,046;0,10;0,092;0,061;0,03;0,046;0,153;0,153;0,184;0,084;0,107;0,038;0,015;38,523;1,076;41,482999999999997;0,10;0,115;0,046;0,069;0,092;0,169;0,215;0,176;0,161;0,123;0,061;0,015;38,523;1,338;51,557000000000002;1,292;0,;0,33;0,;0,671;2,369;0,;0,;0,;0,046;2,415;0,869;0,;0,092;0,961;0,284;0,038;0,084;0,123;0,407;0,23;0,138;0,13;0,269;0,50;0,015;0,015;0,015;0,015;0,046;0,969;1,046;0,038;0,107;0,153;0,092;0,207;0,092;0,03;0,023;0,053;721458,332999999984168;1331923,075999999884516;1,846;0,10;0,146;0,315;0,30;0,369;0,207;0,169;0,092;0,038;0,092;0,;0,015;386302,082999999984168;713173,076000000000931;1,846;0,838;0,561;0,761;0,061;0,192;2,415;0,584;0,015;0,061;0,015;0,153;0,507;0,392;0,03;0,046;0,092;1,90;0,076;0,515;0,915;0,346;0,069;1,923;40031207;Omdal;4003;Skien;40;Telemark;38989,103999999999360;;;
186450_6577350;186450;6577350;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,756;0,;0,20;0,207;0,107;0,10;0,138;0,323;0,369;0,361;0,246;0,23;0,10;0,03;38,523;2,415;93,046;0,10;0,092;0,061;0,03;0,046;0,153;0,153;0,184;0,084;0,107;0,038;0,015;38,523;1,076;41,482999999999997;0,10;0,115;0,046;0,069;0,092;0,169;0,215;0,176;0,161;0,123;0,061;0,015;38,523;1,338;51,557000000000002;1,292;0,;0,33;0,;2,425;2,369;0,;0,;0,;0,046;2,415;0,869;0,;0,092;0,961;0,284;0,038;0,084;0,123;0,407;0,23;0,138;0,13;0,269;0,50;0,015;0,015;0,015;0,015;0,046;0,969;1,046;0,038;0,107;0,153;0,092;0,207;0,092;0,03;0,023;0,053;721458,332999999984168;1331923,075999999884516;1,846;0,10;0,146;0,315;0,30;0,369;0,207;0,169;0,092;0,038;0,092;0,;0,015;386302,082999999984168;713173,076000000000931;1,846;0,838;0,561;0,761;0,061;0,192;2,415;0,584;0,015;0,061;0,015;0,153;0,507;0,392;0,03;0,046;0,092;1,90;0,076;0,515;0,915;0,346;0,069;1,923;40031207;Omdal;4003;Skien;40;Telemark;107220,038000000000466;;;
186550_6567450;186550;6567450;2,;1,;2,;0,;0,;0,;0,;5,;4,637;0,;7,016;0,;0,60;0,40;0,228;0,20;0,428;0,914;1,257;1,714;1,457;1,514;0,657;0,142;46,299999999999997;9,542;441,834000000000003;0,342;0,171;0,171;0,057;0,20;0,457;0,571;0,828;0,657;0,828;0,228;0,142;46,093;4,685;215,963999999999999;0,257;0,228;0,057;0,142;0,228;0,457;0,685;0,885;0,80;0,685;0,428;0,;46,509999999999998;4,857;225,905000000000001;5,057;0,;1,685;0,;5,33;8,685;0,457;0,;0,;0,40;9,542;3,571;0,;1,228;4,80;1,771;0,057;0,40;0,457;2,228;1,714;0,342;0,314;0,657;2,371;0,171;0,;0,;0,057;0,057;4,828;4,057;0,40;0,628;0,342;0,571;0,828;0,742;0,171;0,085;0,257;903489,398999999975786;7305357,141999999992549;8,085000000000001;0,371;0,628;1,371;1,485;1,371;0,971;0,485;0,571;0,20;0,571;0,057;0,;359982,331999999994878;2910714,285000000149012;8,085000000000001;2,371;1,857;3,828;0,685;0,80;9,542;2,742;0,228;0,514;0,057;0,771;2,085;1,057;0,514;0,257;0,057;8,285;0,057;2,028;4,057;1,828;0,371;8,342000000000001;40030903;Findal;4003;Skien;40;Telemark;272923,733000000007451;;;
186550_6570750;186550;6570750;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,004;0,;0,12;0,08;0,045;0,04;0,085;0,182;0,251;0,342;0,291;0,302;0,131;0,028;46,299999999999997;1,908;88,366;0,068;0,034;0,034;0,011;0,04;0,091;0,114;0,165;0,131;0,165;0,045;0,028;46,093;0,937;43,192;0,051;0,045;0,011;0,028;0,045;0,091;0,137;0,177;0,16;0,137;0,085;0,;46,509999999999998;0,971;45,180999999999997;1,011;0,;0,337;0,;1,667;1,737;0,091;0,;0,;0,08;1,908;0,714;0,;0,245;0,96;0,354;0,011;0,08;0,091;0,445;0,342;0,068;0,062;0,131;0,474;0,034;0,;0,;0,011;0,011;0,965;0,811;0,08;0,125;0,068;0,114;0,165;0,148;0,034;0,017;0,051;903489,398999999975786;1461071,428000000072643;1,617;0,074;0,125;0,274;0,297;0,274;0,194;0,097;0,114;0,04;0,114;0,011;0,;359982,331999999994878;582142,856999999959953;1,617;0,474;0,371;0,765;0,137;0,16;1,908;0,548;0,045;0,102;0,011;0,154;0,417;0,211;0,102;0,051;0,011;1,657;0,011;0,405;0,811;0,365;0,074;1,668;40030903;Findal;4003;Skien;40;Telemark;77978,209000000002561;;;
186550_6572150;186550;6572150;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;3,006;0,;0,065;0,079;0,101;0,05;0,108;0,166;0,195;0,297;0,289;0,289;0,13;0,043;46,343;1,818;84,284999999999997;0,036;0,043;0,036;0,014;0,043;0,087;0,087;0,159;0,13;0,137;0,058;0,029;47,031;0,869;40,895000000000003;0,029;0,036;0,065;0,036;0,065;0,079;0,108;0,137;0,159;0,152;0,072;0,014;45,711;0,949;43,390999999999998;0,934;0,;0,333;0,;2,673;1,76;0,058;0,;0,;0,;1,818;0,652;0,;0,202;0,855;0,297;0,029;0,079;0,108;0,405;0,282;0,05;0,065;0,115;0,398;0,043;0,;0,014;0,;0,014;0,862;0,789;0,05;0,094;0,087;0,101;0,217;0,108;0,05;0,014;0,021;606957,547000000020489;932427,535999999963678;1,536;0,079;0,115;0,202;0,268;0,268;0,231;0,087;0,094;0,094;0,094;0,;0,;369516,509000000020023;567663,042999999946915;1,536;0,485;0,384;0,681;0,079;0,188;1,818;0,413;0,058;0,094;0,014;0,159;0,478;0,246;0,058;0,029;0,014;1,565;0,014;0,311;0,855;0,333;0,072;1,587;40031001;Fjærekilen;4003;Skien;40;Telemark;116967,313999999998487;;;
186550_6573450;186550;6573450;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;1,002;0,;0,065;0,079;0,101;0,05;0,108;0,166;0,195;0,297;0,289;0,289;0,13;0,043;46,343;1,818;84,284999999999997;0,036;0,043;0,036;0,014;0,043;0,087;0,087;0,159;0,13;0,137;0,058;0,029;47,031;0,869;40,895000000000003;0,029;0,036;0,065;0,036;0,065;0,079;0,108;0,137;0,159;0,152;0,072;0,014;45,711;0,949;43,390999999999998;0,934;0,;0,333;0,;0,669;1,76;0,058;0,;0,;0,;1,818;0,652;0,;0,202;0,855;0,297;0,029;0,079;0,108;0,405;0,282;0,05;0,065;0,115;0,398;0,043;0,;0,014;0,;0,014;0,862;0,789;0,05;0,094;0,087;0,101;0,217;0,108;0,05;0,014;0,021;606957,547000000020489;932427,535999999963678;1,536;0,079;0,115;0,202;0,268;0,268;0,231;0,087;0,094;0,094;0,094;0,;0,;369516,509000000020023;567663,042999999946915;1,536;0,485;0,384;0,681;0,079;0,188;1,818;0,413;0,058;0,094;0,014;0,159;0,478;0,246;0,058;0,029;0,014;1,565;0,014;0,311;0,855;0,333;0,072;1,587;40031001;Fjærekilen;4003;Skien;40;Telemark;38989,103999999999360;;;
186550_6573550;186550;6573550;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;3,006;0,;0,065;0,079;0,101;0,05;0,108;0,166;0,195;0,297;0,289;0,289;0,13;0,043;46,343;1,818;84,284999999999997;0,036;0,043;0,036;0,014;0,043;0,087;0,087;0,159;0,13;0,137;0,058;0,029;47,031;0,869;40,895000000000003;0,029;0,036;0,065;0,036;0,065;0,079;0,108;0,137;0,159;0,152;0,072;0,014;45,711;0,949;43,390999999999998;0,934;0,;0,333;0,;2,673;1,76;0,058;0,;0,;0,;1,818;0,652;0,;0,202;0,855;0,297;0,029;0,079;0,108;0,405;0,282;0,05;0,065;0,115;0,398;0,043;0,;0,014;0,;0,014;0,862;0,789;0,05;0,094;0,087;0,101;0,217;0,108;0,05;0,014;0,021;606957,547000000020489;932427,535999999963678;1,536;0,079;0,115;0,202;0,268;0,268;0,231;0,087;0,094;0,094;0,094;0,;0,;369516,509000000020023;567663,042999999946915;1,536;0,485;0,384;0,681;0,079;0,188;1,818;0,413;0,058;0,094;0,014;0,159;0,478;0,246;0,058;0,029;0,014;1,565;0,014;0,311;0,855;0,333;0,072;1,587;40031001;Fjærekilen;4003;Skien;40;Telemark;116967,313999999998487;;;
186550_6576550;186550;6576550;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;1,169;0,;0,20;0,207;0,107;0,10;0,138;0,323;0,369;0,361;0,246;0,23;0,10;0,03;38,523;2,415;93,046;0,10;0,092;0,061;0,03;0,046;0,153;0,153;0,184;0,084;0,107;0,038;0,015;38,523;1,076;41,482999999999997;0,10;0,115;0,046;0,069;0,092;0,169;0,215;0,176;0,161;0,123;0,061;0,015;38,523;1,338;51,557000000000002;1,292;0,;0,33;0,;0,838;2,369;0,;0,;0,;0,046;2,415;0,869;0,;0,092;0,961;0,284;0,038;0,084;0,123;0,407;0,23;0,138;0,13;0,269;0,50;0,015;0,015;0,015;0,015;0,046;0,969;1,046;0,038;0,107;0,153;0,092;0,207;0,092;0,03;0,023;0,053;721458,332999999984168;1331923,075999999884516;1,846;0,10;0,146;0,315;0,30;0,369;0,207;0,169;0,092;0,038;0,092;0,;0,015;386302,082999999984168;713173,076000000000931;1,846;0,838;0,561;0,761;0,061;0,192;2,415;0,584;0,015;0,061;0,015;0,153;0,507;0,392;0,03;0,046;0,092;1,90;0,076;0,515;0,915;0,346;0,069;1,923;40031207;Omdal;4003;Skien;40;Telemark;45487,288000000000466;;;
