Region;Navn;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting
;;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Personer;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent;Enhet: Prosent
;;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022;År: 2014;År: 2015;År: 2016;År: 2017;År: 2018;År: 2019;År: 2020;År: 2021;År: 2022
K3801;Horten;5;5;20;5;:;:;:;:;12;100;100;100;100.00;:;:;:;:;100;;;;;;;:;;5;;;;;;;.;;.;4;6;13;10;:;:;:;:;0;80;120;65;200.00;:;:;:;:;0;5;5;20;8;:;:;:;:;10;100;100;100;160.00;:;:;:;:;83.33333333
K3806;Porsgrunn;5;5;30;5;:;:;:;:;10;100;100;100;100.00;:;:;:;:;100;;;;;;;:;;4;;;;;;;.;;.;5;7;11;10;:;:;:;:;0;100;140;36.7;200.00;:;:;:;:;0;5;5;20;5;:;:;:;0;:;100;100;66.7;100.00;:;:;:;0;:
K3807;Skien;5;5;30;8;5;5;:;:;8;100;100;100;100.00;100;100;:;:;100;;;;;;;:;;4;;;;;;;.;;.;5;6;11;:;:;:;:;:;0;100;120;36.7;.;:;:;:;:;0;8;8;22;8;5;5;:;:;8;160;160;73.3;100.00;100;100;:;:;100
K3808;Notodden;5;5;20;7;.;.;:;0;0;100;100;100;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;11;4;5;7;.;.;:;0;0;220;80;25;100.00;.;.;:;.;.;5;5;15;7;.;.;:;0;0;100;100;75;100.00;.;.;:;.;.
K3812;Siljan;0;0;.;.;.;.;:;0;0;.;.;.;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;0;0;:;.;.;.;:;0;0;.;.;:;.;.;.;:;.;.;0;0;.;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.
K3813;Bamble;5;10;20;8;:;.;:;0;0;100;100;100;100.00;:;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;4;7;:;6;:;.;:;0;0;80;70;:;75.00;:;.;:;.;.;5;10;10;8;:;.;:;0;0;100;100;50;100.00;:;.;:;.;.
K3814;Kragerø;5;10;20;5;.;.;:;0;0;100;100;100;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;6;5;8;6;.;.;:;0;0;120;50;40;120.00;.;.;:;.;.;5;5;15;5;.;.;:;0;0;100;50;75;100.00;.;.;:;.;.
K3815;Drangedal;0;0;10;.;.;.;:;0;0;.;.;100;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;0;0;5;.;.;.;:;0;0;.;.;50;.;.;.;:;.;.;0;0;10;.;.;.;:;0;0;.;.;100;.;.;.;:;.;.
