Region;Navn;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Anmodning om bosetting;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Opprinnelig anmodning;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Faktisk bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting;Bosetting enslige mindreårige: Vedtak om bosetting
K3816;Nome;0;0;15;.;.;.;:;0;0;.;.;100;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;:;0;:;.;.;.;:;0;0;.;.;:;.;.;.;:;.;.;0;0;.;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.
K3818;Tinn;0;0;15;.;:;.;:;0;0;.;.;100;100.00;:;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;:;:;0;:;.;.;:;0;0;.;.;0;.;.;.;:;.;.;3;3;.;.;:;.;:;0;0;.;.;.;.;:;.;:;.;.
K3819;Hjartdal;0;0;.;.;.;.;:;0;0;.;.;.;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;0;0;0;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.;0;0;.;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.
K3820;Seljord;0;0;5;.;.;.;:;0;0;.;.;100;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;0;0;:;:;.;.;:;0;0;.;.;:;.;.;.;:;.;.;0;0;5;.;.;.;:;0;0;.;.;100;.;.;.;:;.;.
K3821;Kviteseid;0;0;.;.;.;.;:;0;0;.;.;.;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;0;0;:;.;.;.;:;0;0;.;.;:;.;.;.;:;.;.;0;0;.;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.
K3822;Nissedal;0;0;5;.;.;.;:;0;0;.;.;100;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;0;4;0;.;.;.;:;0;0;.;.;0;.;.;.;:;.;.;0;0;.;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.
K3823;Fyresdal;0;0;.;.;.;.;:;0;0;.;.;.;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;0;0;0;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.;0;0;.;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.
K3824;Tokke;0;0;.;.;.;.;:;0;0;.;.;.;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;0;0;0;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.;0;0;.;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.
K3825;Vinje;0;0;.;.;.;.;:;0;0;.;.;.;100.00;100;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;0;:;0;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.;0;2;.;.;.;.;:;0;0;.;.;.;.;.;.;:;.;.
K3804;Sandefjord (f.o.m. 2017);;;.;7;:;.;:;0;0;;;.;100.00;:;100;:;.;.;;;;;;;:;;0;;;;;;;.;;.;;;.;6;:;:;:;0;0;;;.;85.71;:;:;:;.;.;;;.;7;:;.;:;0;0;;;.;100.00;:;.;:;.;.
K3805;Larvik (f.o.m. 2018);;;;;5;.;:;:;8;;;;;100;100;:;:;100;;;;;;;:;;4;;;;;;;.;;.;;;;;:;:;:;:;:;;;;;:;:;:;:;:;;;;;5;.;:;:;8;;;;;100;.;:;:;100
K3811;Færder;;;;;:;:;:;:;9;;;;;:;:;:;:;100;;;;;;;:;;5;;;;;;;.;;.;;;;;:;:;:;:;:;;;;;:;:;:;:;:;;;;;:;:;:;:;8;;;;;:;:;:;:;88.88888889
K3802;Holmestrand (f.o.m. 2020);;;;;;;:;0;0;;;;;;;:;.;.;;;;;;;:;;0;;;;;;;.;;.;;;;;;;:;0;0;;;;;;;:;.;.;;;;;;;:;0;0;;;;;;;:;.;.
K3803;Tønsberg (f.o.m. 2020);;;;;;;:;0;0;;;;;;;:;.;.;;;;;;;:;;0;;;;;;;.;;.;;;;;;;:;0;0;;;;;;;:;.;.;;;;;;;:;0;0;;;;;;;:;.;.
K3817;Midt-Telemark;;;;;;;:;0;0;;;;;;;:;.;.;;;;;;;:;;0;;;;;;;.;;.;;;;;;;:;0;0;;;;;;;:;.;.;;;;;;;:;0;0;;;;;;;:;.;.
