stop_id,stop_name,stop_lat,stop_lon,stop_desc,location_type,parent_station,wheelchair_boarding,vehicle_type,platform_code
NSR:Quay:100010,Bakkeveien,58.960069,9.454173,,,NSR:StopPlace:6466,,700,
NSR:Quay:100016,Tveitanevegen,59.197222,8.518197,,,NSR:StopPlace:6501,,700,
NSR:Quay:100070,Skjelsvik knutepunkt,59.094689,9.687914,,,NSR:StopPlace:20015,,700,2
NSR:Quay:100071,Skjelsvik knutepunkt,59.094517,9.688061,,,NSR:StopPlace:20015,,700,3
NSR:Quay:100072,Skjelsvik knutepunkt,59.094511,9.688217,,,NSR:StopPlace:20015,,700,4
NSR:Quay:100074,Skjelsvik knutepunkt,59.094839,9.687914,,,NSR:StopPlace:20015,,700,6
NSR:Quay:100091,Kufaveien,59.582473,9.270473,,,NSR:StopPlace:6471,,700,
NSR:Quay:100092,Kufaveien,59.582355,9.270321,,,NSR:StopPlace:6471,,700,
NSR:Quay:100093,Nordbøbergja kryss,59.408917,9.031985,,,NSR:StopPlace:6475,,700,
NSR:Quay:100099,Svanvik kryss,59.132322,9.523875,,,NSR:StopPlace:61166,,700,
NSR:Quay:100100,Svanvik kryss,59.131648,9.524715,,,NSR:StopPlace:21222,,700,
NSR:Quay:100101,Svanvik kryss,59.131075,9.527668,,,NSR:StopPlace:21222,,700,
NSR:Quay:100216,Herøya Industripark,59.121992,9.630965,,,NSR:StopPlace:20144,,700,
NSR:Quay:100225,Åmdals Verk skule,59.376506,8.035381,,,NSR:StopPlace:58426,,700,
NSR:Quay:100226,Skåli,58.900954,8.778462,,,NSR:StopPlace:58427,,700,
NSR:Quay:100227,Eikeland,58.916119,8.760647,,,NSR:StopPlace:58428,,700,
NSR:Quay:100230,Gøytil kryss,59.546029,8.015725,,,NSR:StopPlace:19835,,700,
NSR:Quay:100231,Plassane,59.566670,8.005431,,,NSR:StopPlace:20993,,700,
NSR:Quay:100232,Grønli,59.531673,8.110174,,,NSR:StopPlace:58429,,700,
NSR:Quay:100233,Grønli,59.531617,8.110482,,,NSR:StopPlace:58429,,700,
NSR:Quay:100234,Huka,59.527014,8.140885,,,NSR:StopPlace:58430,,700,
NSR:Quay:100235,Huka,59.527145,8.140660,,,NSR:StopPlace:58430,,700,
NSR:Quay:100236,Austbø Hotel,59.690472,8.094368,,,NSR:StopPlace:58431,,700,
NSR:Quay:100237,Austbø Hotel,59.690438,8.094671,,,NSR:StopPlace:58431,,700,
NSR:Quay:100238,Rauland skule,59.693877,8.064150,,,NSR:StopPlace:58432,,700,
NSR:Quay:100239,Møsvatn Fjellpark,59.813519,8.296418,,,NSR:StopPlace:58433,,700,
NSR:Quay:100240,Møsvatn Fjellpark,59.813601,8.296164,,,NSR:StopPlace:58433,,700,
NSR:Quay:100241,Sundovli,59.585995,8.133633,,,NSR:StopPlace:58437,,700,
NSR:Quay:100248,Langkåsbyen,59.411055,9.076566,,,NSR:StopPlace:20661,,700,
NSR:Quay:100268,Brunkeberg E134,59.442112,8.503179,,,NSR:StopPlace:21030,,700,
NSR:Quay:100271,Kviteseid kommunehus,59.401795,8.493671,,,NSR:StopPlace:58572,,700,
NSR:Quay:100272,Kviteseid kommunehus,59.401825,8.493912,,,NSR:StopPlace:58572,,700,
NSR:Quay:100278,Tinn museum,59.880970,8.647898,,,NSR:StopPlace:58577,,700,
NSR:Quay:100279,Strøm,59.899791,8.704798,,,NSR:StopPlace:21588,,700,
NSR:Quay:100280,Gaustå,59.914640,8.724563,,,NSR:StopPlace:58578,,700,
NSR:Quay:100281,Gaustå,59.914738,8.724773,,,NSR:StopPlace:58578,,700,
NSR:Quay:100283,Tinn Montessoriskole,60.047848,8.818615,,,NSR:StopPlace:58579,,700,
NSR:Quay:100284,Tinn Montessoriskole,60.047942,8.818626,,,NSR:StopPlace:58579,,700,
NSR:Quay:100285,Austbygde kirke,60.029003,8.826694,,,NSR:StopPlace:58580,,700,
NSR:Quay:100286,Austbygde kirke,60.028784,8.826753,,,NSR:StopPlace:58580,,700,
NSR:Quay:100287,Gunleiksrud,60.133723,8.647597,,,NSR:StopPlace:19741,,700,
NSR:Quay:100289,Tjønnås,59.643728,9.008124,,,NSR:StopPlace:21425,,700,
NSR:Quay:100290,Siljudalen,59.672166,9.016326,,,NSR:StopPlace:19902,,700,
NSR:Quay:100291,Finnekåsa,59.737265,9.020081,,,NSR:StopPlace:19976,,700,
NSR:Quay:100292,Lynnevik,59.753082,9.018445,,,NSR:StopPlace:20194,,700,
NSR:Quay:100293,Busnesgrend,59.806837,8.991612,,,NSR:StopPlace:21095,,700,
NSR:Quay:100294,Rudsgrend,59.843884,8.948217,,,NSR:StopPlace:19648,,700,
NSR:Quay:100295,Lyngflot,59.917954,8.869542,,,NSR:StopPlace:20191,,700,
NSR:Quay:100297,Heslevika,59.927164,8.854254,,,NSR:StopPlace:20149,,700,
NSR:Quay:100338,Fjonevegen kryss,59.016725,8.526168,,,NSR:StopPlace:58605,,700,
NSR:Quay:100339,Fjonevegen kryss,59.016322,8.527644,,,NSR:StopPlace:58605,,700,
NSR:Quay:100341,Siljan knutepunkt,59.278729,9.725520,,,NSR:StopPlace:58606,,700,
NSR:Quay:100342,Kyrkjebygda oppvekstsenter,59.166647,8.502023,,,NSR:StopPlace:58607,,700,
NSR:Quay:100343,Kyrkjebygda oppvekstsenter,59.166742,8.502208,,,NSR:StopPlace:58607,,700,
NSR:Quay:100407,Skulekleiva,58.774753,8.493682,,,NSR:StopPlace:58649,,700,
NSR:Quay:100408,Skulekleiva,58.774775,8.493215,,,NSR:StopPlace:58649,,700,
NSR:Quay:100426,Glenna,59.416311,9.025142,,,NSR:StopPlace:58686,,700,
NSR:Quay:100427,Glenna,59.416131,9.025483,,,NSR:StopPlace:58686,,700,
NSR:Quay:100454,Morgedal sentrum,59.476863,8.418502,,,NSR:StopPlace:20414,,700,
NSR:Quay:100476,Tveitgrend kryss,59.395613,8.460224,,,NSR:StopPlace:58711,,700,
NSR:Quay:100572,Vinjehuset,59.573228,7.990896,,,NSR:StopPlace:21524,,700,
NSR:Quay:100585,Breiland,59.513951,8.169115,,,NSR:StopPlace:58943,,700,
NSR:Quay:100586,Breiland,59.513888,8.168893,,,NSR:StopPlace:58943,,700,
NSR:Quay:100587,Kvånsli,59.541090,8.044251,,,NSR:StopPlace:58944,,700,
NSR:Quay:100588,Kvånsli,59.540965,8.043867,,,NSR:StopPlace:58944,,700,
NSR:Quay:100589,Rogdeli,59.562090,8.008387,,,NSR:StopPlace:58945,,700,
NSR:Quay:100590,Rogdeli,59.562083,8.008199,,,NSR:StopPlace:58945,,700,
NSR:Quay:100609,Ringsevja Bo- og servicesenter,59.279402,9.272010,,,NSR:StopPlace:58962,,700,
NSR:Quay:100613,Brattås skole,59.096152,9.685038,,,NSR:StopPlace:20947,,700,
NSR:Quay:100953,Killingtveit,59.708813,7.902981,,,NSR:StopPlace:20951,,700,
NSR:Quay:100978,Vå,59.746419,7.839614,,,NSR:StopPlace:21581,,700,
NSR:Quay:100979,Aksvik,59.711120,7.924281,,,NSR:StopPlace:20533,,700,
NSR:Quay:100980,Raulandsgrend,59.720445,8.012059,,,NSR:StopPlace:19575,,700,
NSR:Quay:100996,Spjotsodd brygge,59.363192,8.525136,,,NSR:StopPlace:59128,,1000,
NSR:Quay:100998,Lårdal brygge,59.424126,8.187797,,,NSR:StopPlace:59130,,1000,
NSR:Quay:100999,Dalen brygge,59.444771,8.024772,,,NSR:StopPlace:59131,,1000,
NSR:Quay:101093,Slettetveit,59.467943,7.841752,,,NSR:StopPlace:21317,,700,
NSR:Quay:101094,Kleppholt,59.455935,7.846617,,,NSR:StopPlace:21065,,700,
NSR:Quay:101095,Underdal,59.447664,7.872895,,,NSR:StopPlace:21221,,700,
NSR:Quay:101102,Moen,59.481843,7.848744,,,NSR:StopPlace:59176,,700,
NSR:Quay:101103,Skreppedalen,59.503481,8.189541,,,NSR:StopPlace:59177,,700,
NSR:Quay:101104,Naurak,59.051736,8.464008,,,NSR:StopPlace:20573,,700,
NSR:Quay:101105,Trontveit,59.094755,8.486646,,,NSR:StopPlace:21492,,700,
NSR:Quay:101106,Vik Fjone,59.118613,8.472023,,,NSR:StopPlace:21613,,700,
NSR:Quay:101107,Moen,59.136080,8.458250,,,NSR:StopPlace:20729,,700,
NSR:Quay:101108,Fjone landhandel,59.154129,8.452174,,,NSR:StopPlace:20043,,700,
NSR:Quay:101109,Fjone skule,59.158737,8.456042,,,NSR:StopPlace:20046,,700,
NSR:Quay:101110,Sandvik,59.113574,8.472717,,,NSR:StopPlace:59179,,700,
NSR:Quay:101111,Sandvik,59.113680,8.472806,,,NSR:StopPlace:59179,,700,
NSR:Quay:101118,Skjelbreid,59.005851,9.197118,,,NSR:StopPlace:20010,,700,
NSR:Quay:101120,Golid,59.435534,8.614274,,,NSR:StopPlace:59186,,700,
NSR:Quay:101121,Golid,59.435468,8.614303,,,NSR:StopPlace:59186,,700,
NSR:Quay:101122,Åsgrend kryss,59.447178,8.562606,,,NSR:StopPlace:21669,,700,
NSR:Quay:101123,Heggtveit,59.447408,8.571844,,,NSR:StopPlace:20003,,700,
NSR:Quay:101124,Øvsttveiten,59.434713,8.633280,,,NSR:StopPlace:59187,,700,
NSR:Quay:101125,Øvsttveiten,59.434614,8.633425,,,NSR:StopPlace:59187,,700,
NSR:Quay:101126,Kvålsgard,59.434989,8.645009,,,NSR:StopPlace:59188,,700,
NSR:Quay:101127,Kvålsgard,59.434944,8.645178,,,NSR:StopPlace:59188,,700,
NSR:Quay:101128,Sønstveiten,59.433969,8.651015,,,NSR:StopPlace:59189,,700,
NSR:Quay:101129,Sønstveiten,59.434046,8.650956,,,NSR:StopPlace:59189,,700,
NSR:Quay:101130,Jamgrav,59.428242,8.665933,,,NSR:StopPlace:59190,,700,
NSR:Quay:101131,Jamgrav,59.428167,8.665898,,,NSR:StopPlace:59190,,700,
NSR:Quay:101132,Gravalid,59.424627,8.663583,,,NSR:StopPlace:59191,,700,
NSR:Quay:101133,Gravalid,59.424563,8.663420,,,NSR:StopPlace:59191,,700,
NSR:Quay:101134,Fiskhøl,59.421865,8.690304,,,NSR:StopPlace:59192,,700,
NSR:Quay:101135,Fiskhøl,59.421943,8.690298,,,NSR:StopPlace:59192,,700,
NSR:Quay:101136,Haugland,59.422749,8.675688,,,NSR:StopPlace:59193,,700,
NSR:Quay:101137,Haugland,59.422685,8.675766,,,NSR:StopPlace:59193,,700,
NSR:Quay:101138,Gåsdalen øvre,59.422059,8.699869,,,NSR:StopPlace:59194,,700,
NSR:Quay:101139,Gåsdalen øvre,59.422077,8.699746,,,NSR:StopPlace:59194,,700,
NSR:Quay:101140,Gåsdalen nedre,59.423766,8.705839,,,NSR:StopPlace:59195,,700,
NSR:Quay:101141,Gåsdalen nedre,59.423775,8.707062,,,NSR:StopPlace:59195,,700,
NSR:Quay:101143,Garvik,59.434848,8.734828,,,NSR:StopPlace:59197,,700,
NSR:Quay:101144,Garvik,59.434941,8.734866,,,NSR:StopPlace:59197,,700,
NSR:Quay:101145,Enderjord,59.425449,8.713843,,,NSR:StopPlace:59198,,700,
NSR:Quay:101146,Enderjord,59.425411,8.714057,,,NSR:StopPlace:59198,,700,
NSR:Quay:101147,Flatland,59.474531,8.657602,,,NSR:StopPlace:59199,,700,
NSR:Quay:101148,Flatland,59.474620,8.657559,,,NSR:StopPlace:59199,,700,
NSR:Quay:101217,Sagvegen,59.015364,8.523573,,,NSR:StopPlace:59266,,700,
NSR:Quay:101218,Sagvegen,59.015425,8.523459,,,NSR:StopPlace:59266,,700,
NSR:Quay:101279,Jarseng,59.172602,9.725701,,,NSR:StopPlace:59322,,700,
NSR:Quay:101324,Skien Hjellebrygga,59.204646,9.606906,,,NSR:StopPlace:59360,,1000,
NSR:Quay:101390,Rjukan ungdomsskole,59.880154,8.630732,,,NSR:StopPlace:59414,,700,
NSR:Quay:101414,Nigard kryss,59.160964,8.461071,,,NSR:StopPlace:59430,,700,
NSR:Quay:101664,Gjerdemyra,58.928960,9.319147,,,NSR:StopPlace:20430,,700,
NSR:Quay:101826,Rødmyrvegen Grep,59.176713,9.596984,,,NSR:StopPlace:19699,,700,
NSR:Quay:101827,Rødmyrsvingen,59.170922,9.601160,,,NSR:StopPlace:19697,,700,
NSR:Quay:101833,Kjørbekksvingen,59.173863,9.628087,,,NSR:StopPlace:21038,,700,
NSR:Quay:101947,Setervegen,59.229700,9.642756,,,NSR:StopPlace:59888,,700,
NSR:Quay:101977,Kastet,59.276633,9.563888,,,NSR:StopPlace:59908,,700,
NSR:Quay:101978,Kastet,59.277034,9.563199,,,NSR:StopPlace:59908,,700,
NSR:Quay:102040,Kragerø rutebilstasjon,58.869622,9.414886,,,NSR:StopPlace:20485,,700,2
NSR:Quay:102076,Bjønnåsen,59.048943,9.234009,,,NSR:StopPlace:58229,,700,
NSR:Quay:102077,Bjønnåsen,59.048863,9.234121,,,NSR:StopPlace:58229,,700,
NSR:Quay:102130,Haugtjønn,59.604195,8.246448,,,NSR:StopPlace:59924,,700,
NSR:Quay:102131,Drivarbekk,59.607077,8.232150,,,NSR:StopPlace:59925,,700,
NSR:Quay:102132,Neslandsvegen,59.696448,8.052962,,,NSR:StopPlace:59926,,700,
NSR:Quay:102133,Neslandsvegen,59.696439,8.053300,,,NSR:StopPlace:59926,,700,
NSR:Quay:102295,Solheim,59.062113,9.198467,,,NSR:StopPlace:60013,,700,
NSR:Quay:102298,Solheim,59.062078,9.198826,,,NSR:StopPlace:60013,,700,
NSR:Quay:102547,Rjukan barneskole,59.879550,8.617044,,,NSR:StopPlace:60161,,700,
NSR:Quay:102674,Kvåmmi,59.715369,7.974814,,,NSR:StopPlace:60238,,700,
NSR:Quay:102675,Kvåmmi,59.715415,7.974578,,,NSR:StopPlace:60238,,700,
NSR:Quay:102679,Øyfjellvegen,59.500671,8.200310,,,NSR:StopPlace:60241,,700,
NSR:Quay:102680,Øyfjellvegen,59.500677,8.200146,,,NSR:StopPlace:60241,,700,
NSR:Quay:102682,Sudbøvegen,59.583501,8.161114,,,NSR:StopPlace:60242,,700,
NSR:Quay:102702,Grønskei,59.929211,8.773672,,,NSR:StopPlace:60247,,700,
NSR:Quay:102703,Grønskei,59.929298,8.773535,,,NSR:StopPlace:60247,,700,
NSR:Quay:102704,Sanden,59.929348,8.786305,,,NSR:StopPlace:60248,,700,
NSR:Quay:102705,Sanden,59.929329,8.786506,,,NSR:StopPlace:60248,,700,
NSR:Quay:102706,Rollagvegen,59.922052,8.776150,,,NSR:StopPlace:60249,,700,
NSR:Quay:102968,Aalls gate,59.223404,9.597614,,,NSR:StopPlace:60420,,700,
NSR:Quay:102969,Aalls gate,59.221822,9.598282,,,NSR:StopPlace:60420,,700,
NSR:Quay:102970,Skien stasjon,59.218316,9.603204,,,NSR:StopPlace:19974,,700,
NSR:Quay:103003,Strond,59.442254,8.817172,,,NSR:StopPlace:60446,,700,
NSR:Quay:103036,Straumsnesvegen,59.322038,8.469257,,,NSR:StopPlace:60467,,700,
NSR:Quay:103107,Lauvdalen,59.012126,8.535693,,,NSR:StopPlace:60498,,700,
NSR:Quay:103108,Lauvdalen,59.011294,8.536146,,,NSR:StopPlace:60498,,700,
NSR:Quay:103490,Langrønningen,58.971862,9.512878,,,NSR:StopPlace:60663,,700,
NSR:Quay:103491,Langrønningen,58.972582,9.512175,,,NSR:StopPlace:60663,,700,
NSR:Quay:103499,Århus knutepunkt,59.516629,8.648552,,,NSR:StopPlace:60664,,700,
NSR:Quay:103500,Gvammen knutepunkt,59.603241,8.714420,,,NSR:StopPlace:60665,,700,
NSR:Quay:103528,Gjerdemyra,58.927971,9.317147,,,NSR:StopPlace:20430,,700,
NSR:Quay:103535,Vallebakken Kjerra,58.935872,9.559444,,,NSR:StopPlace:60678,,700,
NSR:Quay:103536,Vallebakken Kjerra,58.935914,9.559342,,,NSR:StopPlace:60678,,700,
NSR:Quay:103537,Ødegården,58.963439,9.560198,,,NSR:StopPlace:60679,,700,
NSR:Quay:103538,Ødegården,58.963462,9.560061,,,NSR:StopPlace:60679,,700,
NSR:Quay:103588,Skien Landmannstorget,59.209585,9.609140,,,NSR:StopPlace:19984,,700,C
NSR:Quay:103605,Moåsen,59.992537,8.820654,,,NSR:StopPlace:60714,,700,
NSR:Quay:103606,Moåsen,59.992563,8.820852,,,NSR:StopPlace:60714,,700,
NSR:Quay:103632,Åheim,59.564959,8.184519,,,NSR:StopPlace:60730,,700,
NSR:Quay:103664,Skjelbredstrand kryss,59.184305,9.519267,,,NSR:StopPlace:61218,,700,
NSR:Quay:103681,Brunkeberg kyrkje,59.434784,8.483165,,,NSR:StopPlace:21034,,700,
NSR:Quay:103722,Breiung,58.891896,8.569516,,,NSR:StopPlace:60768,,700,
NSR:Quay:103737,Breiung,58.891968,8.569679,,,NSR:StopPlace:60768,,700,
NSR:Quay:103815,Fjostuft,59.468886,8.693820,,,NSR:StopPlace:60805,,700,
NSR:Quay:103816,Fjostuft,59.468957,8.693498,,,NSR:StopPlace:60805,,700,
NSR:Quay:103845,Hovdestad,59.557429,7.987651,,,NSR:StopPlace:60815,,700,
NSR:Quay:103846,Hovdestad,59.557417,7.986894,,,NSR:StopPlace:60815,,700,
NSR:Quay:103847,Tveitodam,59.570514,7.964476,,,NSR:StopPlace:60816,,700,
NSR:Quay:103848,Timmerud,59.337122,8.141567,,,NSR:StopPlace:60817,,700,
NSR:Quay:103849,Timmerud,59.337172,8.141776,,,NSR:StopPlace:60817,,700,
NSR:Quay:103850,Heimestøyl,59.723166,7.868633,,,NSR:StopPlace:60818,,700,
NSR:Quay:103851,Heimestøyl,59.723087,7.868738,,,NSR:StopPlace:60818,,700,
NSR:Quay:103852,Skjelbreid,59.433592,8.173369,,,NSR:StopPlace:60819,,700,
NSR:Quay:103853,Skjelbreid,59.433584,8.173552,,,NSR:StopPlace:60819,,700,
NSR:Quay:103866,Holtestaulvegen,59.441106,8.841213,,,NSR:StopPlace:60822,,700,
NSR:Quay:103867,Holtestaulvegen,59.441508,8.840424,,,NSR:StopPlace:60822,,700,
NSR:Quay:103868,Sinnes,59.332191,8.390526,,,NSR:StopPlace:60823,,700,
NSR:Quay:103869,Sinnes,59.332312,8.390561,,,NSR:StopPlace:60823,,700,
NSR:Quay:103872,Kragerø rutebilstasjon,58.869965,9.415005,,,NSR:StopPlace:20485,,700,
NSR:Quay:103877,Lii,59.130214,8.068994,,,NSR:StopPlace:60827,,700,
NSR:Quay:103878,Lii,59.130269,8.069147,,,NSR:StopPlace:60827,,700,
NSR:Quay:103887,Veum nordre,59.304205,8.119141,,,NSR:StopPlace:60833,,700,
NSR:Quay:103888,Veum nordre,59.304137,8.119352,,,NSR:StopPlace:60833,,700,
NSR:Quay:103890,Vågslid Viki,59.768169,7.367677,,,NSR:StopPlace:60836,,700,
NSR:Quay:103896,Dyrdal,59.623344,8.200079,,,NSR:StopPlace:60842,,700,
NSR:Quay:103897,Dyrdal,59.623457,8.200216,,,NSR:StopPlace:60842,,700,
NSR:Quay:103957,Ådalen,60.012683,8.837243,,,NSR:StopPlace:60862,,700,
NSR:Quay:103958,Ådalen,60.012754,8.837385,,,NSR:StopPlace:60862,,700,
NSR:Quay:103980,Stodi,59.449573,8.740777,,,NSR:StopPlace:60863,,700,
NSR:Quay:103981,Stodi,59.449591,8.740241,,,NSR:StopPlace:60863,,700,
NSR:Quay:104004,Kilen,59.164500,8.815477,,,NSR:StopPlace:60872,,700,
NSR:Quay:104072,Kilen,59.164405,8.815319,,,NSR:StopPlace:60872,,700,
NSR:Quay:104074,Eva Bull Holte museum,59.646049,8.357444,,,NSR:StopPlace:60874,,700,
NSR:Quay:104075,Eva Bull Holte museum,59.646076,8.357873,,,NSR:StopPlace:60874,,700,
NSR:Quay:104101,Mogan,59.457352,8.304304,,,NSR:StopPlace:60881,,700,
NSR:Quay:104102,Mogan,59.457441,8.304344,,,NSR:StopPlace:60881,,700,
NSR:Quay:104306,Erikstad,59.183725,9.394650,,,NSR:StopPlace:60958,,700,
NSR:Quay:104307,Erikstad,59.183711,9.394747,,,NSR:StopPlace:60958,,700,
NSR:Quay:104639,Rjukan videregående skole,59.877952,8.582710,,,NSR:StopPlace:61154,,700,
NSR:Quay:104640,Rjukan videregående skole,59.877806,8.582925,,,NSR:StopPlace:61154,,700,
NSR:Quay:104641,Hydroparken kryss,59.878795,8.575691,,,NSR:StopPlace:61266,,700,
NSR:Quay:104868,Gymnasbakken,59.414502,9.062412,på Gamleveg,,NSR:StopPlace:61248,,700,
NSR:Quay:104886,Tangen,58.895586,9.284488,,,NSR:StopPlace:21315,,700,2
NSR:Quay:104887,Tangen,58.895730,9.284686,,,NSR:StopPlace:21315,,700,3
NSR:Quay:104958,Vrådal rutebilstasjon,59.328305,8.492884,,,NSR:StopPlace:61284,,700,
NSR:Quay:105130,Asdal,59.075591,9.608504,,,NSR:StopPlace:20560,,700,
NSR:Quay:105131,Surtedal kryss,59.066390,9.600027,,,NSR:StopPlace:21205,,700,
NSR:Quay:105160,Isvannsveien,58.966577,9.489527,,,NSR:StopPlace:61369,,700,
NSR:Quay:105161,Isvannsveien,58.966704,9.489529,,,NSR:StopPlace:61369,,700,
NSR:Quay:105238,Sundkil bru,59.375557,8.531294,,,NSR:StopPlace:61414,,700,
NSR:Quay:105239,Sundkil bru,59.375434,8.531291,,,NSR:StopPlace:61414,,700,
NSR:Quay:105284,Rognstranda kryss,59.007165,9.696882,,,NSR:StopPlace:61430,,700,
NSR:Quay:105285,Rognstranda kryss,59.007754,9.696394,,,NSR:StopPlace:61430,,700,
NSR:Quay:105286,Hydrostranda,58.997437,9.696235,,,NSR:StopPlace:61431,,700,
NSR:Quay:105287,Gamle Rognsvei kryss,59.010828,9.689694,,,NSR:StopPlace:61432,,700,
NSR:Quay:105288,Gamle Rognsvei kryss,59.010833,9.689548,,,NSR:StopPlace:61432,,700,
NSR:Quay:105290,Tangvallveien kryss,59.016801,9.680542,,,NSR:StopPlace:61434,,700,
NSR:Quay:105380,Milandvegen,59.932217,8.801626,,,NSR:StopPlace:61491,,700,
NSR:Quay:105392,Findal,59.043837,9.651074,,,NSR:StopPlace:19950,,700,
NSR:Quay:105395,Skauen kristelige skole,59.194718,9.630949,,,NSR:StopPlace:61494,,700,
NSR:Quay:105412,Steinstad,59.767292,7.762167,,,NSR:StopPlace:61504,,700,
NSR:Quay:105413,Steinstad,59.767201,7.762179,,,NSR:StopPlace:61504,,700,
NSR:Quay:105414,Sandviki Totakvegen,59.758166,7.785465,,,NSR:StopPlace:61505,,700,
NSR:Quay:105415,Sandviki Totakvegen,59.758258,7.785376,,,NSR:StopPlace:61505,,700,
NSR:Quay:105451,Tangvallveien kryss,59.016734,9.680379,,,NSR:StopPlace:61434,,700,
NSR:Quay:105510,Grasmyr skoler,59.028693,9.704084,,,NSR:StopPlace:20659,,700,2
NSR:Quay:105511,Grasmyr skoler,59.028507,9.704105,,,NSR:StopPlace:20659,,700,3
NSR:Quay:105512,Grasmyr skoler,59.028304,9.704259,,,NSR:StopPlace:20659,,700,4
NSR:Quay:105513,Grasmyr skoler,59.028120,9.704520,,,NSR:StopPlace:20659,,700,5
NSR:Quay:105514,Grasmyr skoler,59.027958,9.704776,,,NSR:StopPlace:20659,,700,6
NSR:Quay:105515,Grasmyr skoler,59.027720,9.705158,,,NSR:StopPlace:20659,,700,7
NSR:Quay:105516,Grasmyr skoler,59.027565,9.705405,,,NSR:StopPlace:20659,,700,8
NSR:Quay:105607,Lillegården,59.117239,9.719937,,,NSR:StopPlace:20773,,700,
NSR:Quay:105707,Sorgenfri,59.368332,8.529149,,,NSR:StopPlace:61619,,700,
NSR:Quay:105708,Sorgenfri,59.368404,8.529553,,,NSR:StopPlace:61619,,700,
NSR:Quay:105733,Åheim,59.564869,8.184351,,,NSR:StopPlace:60730,,700,
NSR:Quay:106446,Hombrekk,59.614871,8.260537,,,NSR:StopPlace:61898,,700,
NSR:Quay:106507,Strond,59.442341,8.817068,,,NSR:StopPlace:60446,,700,
NSR:Quay:106515,Homme,59.013576,8.550018,,,NSR:StopPlace:61907,,700,
NSR:Quay:106516,Homme,59.013498,8.549976,,,NSR:StopPlace:61907,,700,
NSR:Quay:106734,Sandbakken,59.150414,9.660752,,,NSR:StopPlace:19777,,700,
NSR:Quay:106739,Gymnasbakken,59.414649,9.062024,Bare avstigning for skoleelever,,NSR:StopPlace:61248,,700,
NSR:Quay:106763,Kirketomta,58.870886,9.412489,,,NSR:StopPlace:20960,,700,
NSR:Quay:106766,Kolstangen,58.797327,9.408822,,,NSR:StopPlace:61991,,700,
NSR:Quay:106767,Kolstangen,58.797365,9.408735,,,NSR:StopPlace:61991,,700,
NSR:Quay:106769,Stangnes,58.789477,9.379849,,,NSR:StopPlace:61993,,700,
NSR:Quay:106770,Stangnes,58.789365,9.379851,,,NSR:StopPlace:61993,,700,
NSR:Quay:106771,Haslum nord,58.809961,9.378174,,,NSR:StopPlace:61994,,700,
NSR:Quay:106772,Haslum nord,58.809872,9.378082,,,NSR:StopPlace:61994,,700,
NSR:Quay:106774,Tonstøl,58.829010,9.395432,,,NSR:StopPlace:61996,,700,
NSR:Quay:106775,Tonstøl,58.828990,9.395205,,,NSR:StopPlace:61996,,700,
NSR:Quay:106777,Kleivaveien,58.903165,9.390160,,,NSR:StopPlace:61997,,700,
NSR:Quay:106778,Kleivaveien,58.903141,9.390353,,,NSR:StopPlace:61997,,700,
NSR:Quay:106780,Heistad,59.012435,9.557484,,,NSR:StopPlace:61999,,700,
NSR:Quay:106781,Heistad,59.012371,9.557639,,,NSR:StopPlace:61999,,700,
NSR:Quay:106786,Rød,59.084359,9.720759,,,NSR:StopPlace:62001,,700,
NSR:Quay:106787,Rød,59.084461,9.720808,,,NSR:StopPlace:62001,,700,
NSR:Quay:106788,Vissevåg Kula,59.100497,9.718651,,,NSR:StopPlace:62002,,700,
NSR:Quay:106789,Vissevåg Kula,59.099988,9.719231,,,NSR:StopPlace:62002,,700,
NSR:Quay:106791,Sem,59.237713,9.615558,,,NSR:StopPlace:62003,,700,
NSR:Quay:106814,Trollebotn,59.407331,8.716504,,,NSR:StopPlace:62041,,700,
NSR:Quay:106825,Setrekollen,59.239664,9.657039,,,NSR:StopPlace:62045,,700,
NSR:Quay:106826,Setrekollen,59.240492,9.657461,,,NSR:StopPlace:62045,,700,
NSR:Quay:106828,Ulvekula,59.096798,9.051636,,,NSR:StopPlace:62047,,700,
NSR:Quay:106829,Ulvekula,59.096911,9.051688,,,NSR:StopPlace:62047,,700,
NSR:Quay:107089,Hovdekleiv kryss,59.432613,8.420055,,,NSR:StopPlace:62134,,700,
NSR:Quay:107090,Landsverk,59.449703,8.362543,,,NSR:StopPlace:20615,,700,
NSR:Quay:107091,Nørsterud kryss,59.424560,8.442218,,,NSR:StopPlace:20840,,700,
NSR:Quay:107100,Gryte,59.254252,8.075788,,,NSR:StopPlace:62135,,700,
NSR:Quay:107101,Gryte,59.254116,8.075635,,,NSR:StopPlace:62135,,700,
NSR:Quay:107114,Sundsli,59.018711,8.278558,,,NSR:StopPlace:62147,,700,
NSR:Quay:107115,Sundsli,59.018691,8.278681,,,NSR:StopPlace:62147,,700,
NSR:Quay:107116,Skreosen,59.354587,8.151885,,,NSR:StopPlace:62148,,700,
NSR:Quay:107117,Skreosen,59.354571,8.152395,,,NSR:StopPlace:62148,,700,
NSR:Quay:107118,Teigen,59.425688,7.986720,,,NSR:StopPlace:62149,,700,
NSR:Quay:107119,Raunes,59.104792,8.487066,,,NSR:StopPlace:62150,,700,
NSR:Quay:107120,Raunes,59.104785,8.486936,,,NSR:StopPlace:62150,,700,
NSR:Quay:107126,Vådalen,59.743810,7.845531,,,NSR:StopPlace:62155,,700,
