Fylke,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortFylke
Rogaland,2024-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",192.9,3,8,11
Rogaland,2024-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",95.2,3,8,11
Vestland,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",177.8,1,1,15
Vestland,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",128.8,1,1,15
Vestland,2024-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",82.2,1,1,15
Vestland,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",176.3,1,2,15
Vestland,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",122.3,1,2,15
Vestland,2024-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",90.1,1,2,15
Vestland,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",128.0,1,3,15
Vestland,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",83.7,1,3,15
Vestland,2024-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",67.6,1,3,15
Vestland,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",82.2,1,4,15
Vestland,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",55.5,1,4,15
Vestland,2024-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",36.9,1,4,15
Vestland,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",187.6,1,5,15
Vestland,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",120.3,1,5,15
Vestland,2024-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",107.5,1,5,15
Vestland,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",225.2,1,6,15
Vestland,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",161.6,1,6,15
Vestland,2024-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",112.8,1,6,15
Vestland,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",179.9,1,7,15
Vestland,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",138.5,1,7,15
Vestland,2024-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",70.0,1,7,15
Vestland,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",175.9,1,8,15
Vestland,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",133.8,1,8,15
Vestland,2024-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",68.0,1,8,15
Vestland,2024-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",145.5,2,1,15
Vestland,2024-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",101.7,2,1,15
Vestland,2024-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",70.2,2,1,15
Vestland,2024-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",147.8,2,2,15
Vestland,2024-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",98.2,2,2,15
Vestland,2024-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",78.5,2,2,15
Vestland,2024-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",119.4,2,3,15
Vestland,2024-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",74.7,2,3,15
Vestland,2024-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",64.6,2,3,15
Vestland,2024-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",95.7,2,4,15
Vestland,2024-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",61.5,2,4,15
Vestland,2024-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",45.9,2,4,15
Vestland,2024-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",150.3,2,5,15
Vestland,2024-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",91.7,2,5,15
Vestland,2024-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",89.0,2,5,15
Vestland,2024-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",176.7,2,6,15
Vestland,2024-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",122.1,2,6,15
Vestland,2024-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",92.5,2,6,15
Vestland,2024-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",141.7,2,7,15
Vestland,2024-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",107.2,2,7,15
Vestland,2024-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",57.0,2,7,15
Vestland,2024-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",139.3,2,8,15
Vestland,2024-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",104.1,2,8,15
Vestland,2024-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",54.7,2,8,15
Vestland,2024-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",211.4,3,1,15
Vestland,2024-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",156.9,3,1,15
Vestland,2024-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",94.8,3,1,15
Vestland,2024-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",206.2,3,2,15
Vestland,2024-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",147.7,3,2,15
Vestland,2024-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",102.3,3,2,15
Vestland,2024-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",137.0,3,3,15
Vestland,2024-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",93.2,3,3,15
Vestland,2024-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",70.7,3,3,15
Vestland,2024-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",67.9,3,4,15
Vestland,2024-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",49.1,3,4,15
Vestland,2024-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",27.3,3,4,15
Vestland,2024-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",227.2,3,5,15
Vestland,2024-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",150.7,3,5,15
Vestland,2024-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",127.2,3,5,15
Vestland,2024-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",275.9,3,6,15
Vestland,2024-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",202.8,3,6,15
Vestland,2024-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",134.1,3,6,15
Vestland,2024-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",219.0,3,7,15
Vestland,2024-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",170.6,3,7,15
Vestland,2024-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",83.3,3,7,15
Vestland,2024-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",209.9,3,8,15
Vestland,2024-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",161.5,3,8,15
Vestland,2024-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",80.4,3,8,15
Møre og Romsdal,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",185.1,1,1,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",135.4,1,1,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",85.8,1,1,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",186.2,1,2,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",129.1,1,2,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",96.9,1,2,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",137.1,1,3,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",88.8,1,3,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",74.5,1,3,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",93.7,1,4,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",61.8,1,4,8
Møre og Romsdal,2024-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",44.3,1,4,8
Møre og Romsdal,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",193.7,1,5,8
Møre og Romsdal,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",124.1,1,5,8
Møre og Romsdal,2024-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",113.8,1,5,8
Møre og Romsdal,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",235.3,1,6,8
Møre og Romsdal,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",169.8,1,6,8
Møre og Romsdal,2024-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",118.9,1,6,8
Møre og Romsdal,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",184.4,1,7,8
Møre og Romsdal,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",145.4,1,7,8
Møre og Romsdal,2024-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",69.4,1,7,8
Møre og Romsdal,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",190.5,1,8,8
Møre og Romsdal,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",145.0,1,8,8
Møre og Romsdal,2024-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",75.2,1,8,8
Møre og Romsdal,2024-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",149.9,2,1,8
Møre og Romsdal,2024-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",106.0,2,1,8
Møre og Romsdal,2024-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",71.9,2,1,8
Møre og Romsdal,2024-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",155.0,2,2,8
Møre og Romsdal,2024-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",103.0,2,2,8
Møre og Romsdal,2024-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",83.8,2,2,8
Møre og Romsdal,2024-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",126.4,2,3,8
Møre og Romsdal,2024-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",77.8,2,3,8
Møre og Romsdal,2024-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",70.5,2,3,8
Møre og Romsdal,2024-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",107.6,2,4,8
Møre og Romsdal,2024-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",66.9,2,4,8
Møre og Romsdal,2024-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",55.2,2,4,8
Møre og Romsdal,2024-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",151.1,2,5,8
Møre og Romsdal,2024-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",92.1,2,5,8
Møre og Romsdal,2024-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",90.5,2,5,8
Møre og Romsdal,2024-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",183.6,2,6,8
Møre og Romsdal,2024-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",128.7,2,6,8
Møre og Romsdal,2024-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",96.8,2,6,8
Møre og Romsdal,2024-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",142.9,2,7,8
Møre og Romsdal,2024-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",111.1,2,7,8
Møre og Romsdal,2024-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",53.9,2,7,8
Møre og Romsdal,2024-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",155.2,2,8,8
Møre og Romsdal,2024-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",114.2,2,8,8
Møre og Romsdal,2024-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",62.3,2,8,8
Møre og Romsdal,2024-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",221.7,3,1,8
Møre og Romsdal,2024-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",166.0,3,1,8
Møre og Romsdal,2024-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",100.3,3,1,8
Møre og Romsdal,2024-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",218.9,3,2,8
Møre og Romsdal,2024-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",156.5,3,2,8
Møre og Romsdal,2024-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",110.6,3,2,8
Møre og Romsdal,2024-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",148.5,3,3,8
Møre og Romsdal,2024-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",100.5,3,3,8
Møre og Romsdal,2024-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",78.8,3,3,8
Møre og Romsdal,2024-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",79.0,3,4,8
Møre og Romsdal,2024-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",56.3,3,4,8
Møre og Romsdal,2024-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",32.8,3,4,8
Møre og Romsdal,2024-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",239.1,3,5,8
Møre og Romsdal,2024-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",158.0,3,5,8
Møre og Romsdal,2024-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",138.7,3,5,8
Møre og Romsdal,2024-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",289.3,3,6,8
Møre og Romsdal,2024-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",212.9,3,6,8
Møre og Romsdal,2024-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",142.0,3,6,8
Møre og Romsdal,2024-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",226.8,3,7,8
Møre og Romsdal,2024-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",180.6,3,7,8
Møre og Romsdal,2024-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",85.3,3,7,8
Møre og Romsdal,2024-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",223.0,3,8,8
Møre og Romsdal,2024-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",173.7,3,8,8
Møre og Romsdal,2024-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",87.0,3,8,8
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",189.4,1,1,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",143.0,1,1,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",81.3,1,1,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",187.9,1,2,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",135.7,1,2,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",90.9,1,2,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",133.1,1,3,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",89.5,1,3,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",68.3,1,3,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",84.0,1,4,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",57.4,1,4,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",36.7,1,4,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",196.9,1,5,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",131.1,1,5,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",109.6,1,5,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",243.6,1,6,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",182.9,1,6,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",113.8,1,6,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",191.3,1,7,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",154.0,1,7,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",66.2,1,7,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",191.3,1,8,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",145.2,1,8,13
Trøndelag Trööndelage,2024-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",72.7,1,8,13
Trøndelag Trööndelage,2024-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",155.4,2,1,13
Trøndelag Trööndelage,2024-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",113.7,2,1,13
Trøndelag Trööndelage,2024-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",69.2,2,1,13
Trøndelag Trööndelage,2024-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",157.0,2,2,13
Trøndelag Trööndelage,2024-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",109.0,2,2,13
Trøndelag Trööndelage,2024-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",78.7,2,2,13
Trøndelag Trööndelage,2024-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",122.2,2,3,13
Trøndelag Trööndelage,2024-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",77.8,2,3,13
Trøndelag Trööndelage,2024-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",64.6,2,3,13
Trøndelag Trööndelage,2024-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",95.6,2,4,13
Trøndelag Trööndelage,2024-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",61.8,2,4,13
Trøndelag Trööndelage,2024-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",45.1,2,4,13
Trøndelag Trööndelage,2024-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",156.6,2,5,13
Trøndelag Trööndelage,2024-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",98.4,2,5,13
Trøndelag Trööndelage,2024-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",89.9,2,5,13
Trøndelag Trööndelage,2024-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",192.6,2,6,13
Trøndelag Trööndelage,2024-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",141.1,2,6,13
Trøndelag Trööndelage,2024-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",93.1,2,6,13
Trøndelag Trööndelage,2024-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",152.5,2,7,13
Trøndelag Trööndelage,2024-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",120.7,2,7,13
Trøndelag Trööndelage,2024-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",54.1,2,7,13
Trøndelag Trööndelage,2024-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",153.4,2,8,13
Trøndelag Trööndelage,2024-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",116.7,2,8,13
Trøndelag Trööndelage,2024-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",56.7,2,8,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",224.7,3,1,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",173.5,3,1,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",93.9,3,1,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",220.4,3,2,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",163.9,3,2,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",103.8,3,2,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",144.6,3,3,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",101.9,3,3,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",72.3,3,3,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",71.7,3,4,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",52.7,3,4,13
Trøndelag Trööndelage,2024-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",27.8,3,4,13
Trøndelag Trööndelage,2024-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",239.6,3,5,13
Trøndelag Trööndelage,2024-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",165.8,3,5,13
Trøndelag Trööndelage,2024-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",130.5,3,5,13
Trøndelag Trööndelage,2024-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",297.0,3,6,13
Trøndelag Trööndelage,2024-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",226.6,3,6,13
Trøndelag Trööndelage,2024-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",135.5,3,6,13
Trøndelag Trööndelage,2024-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",230.8,3,7,13
Trøndelag Trööndelage,2024-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",188.0,3,7,13
Trøndelag Trööndelage,2024-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",78.6,3,7,13
Trøndelag Trööndelage,2024-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",226.4,3,8,13
Trøndelag Trööndelage,2024-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",171.6,3,8,13
Trøndelag Trööndelage,2024-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",87.6,3,8,13
Nordland Nordlánnda,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",190.6,1,1,9
Nordland Nordlánnda,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",140.2,1,1,9
Nordland Nordlánnda,2024-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",88.2,1,1,9
Nordland Nordlánnda,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",191.4,1,2,9
Nordland Nordlánnda,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",134.0,1,2,9
Nordland Nordlánnda,2024-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",99.0,1,2,9
Nordland Nordlánnda,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",140.5,1,3,9
Nordland Nordlánnda,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",94.6,1,3,9
