Fylke,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortFylke
Akershus,2024-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",112.2,1,6,4
Akershus,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",201.0,1,7,4
Akershus,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",159.7,1,7,4
Akershus,2024-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",75.3,1,7,4
Akershus,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",197.9,1,8,4
Akershus,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",158.7,1,8,4
Akershus,2024-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",67.6,1,8,4
Akershus,2024-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",153.8,2,1,4
Akershus,2024-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",112.9,2,1,4
Akershus,2024-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",69.5,2,1,4
Akershus,2024-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",149.8,2,2,4
Akershus,2024-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",104.7,2,2,4
Akershus,2024-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",75.3,2,2,4
Akershus,2024-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",116.8,2,3,4
Akershus,2024-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",77.8,2,3,4
Akershus,2024-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",58.1,2,3,4
Akershus,2024-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",91.3,2,4,4
Akershus,2024-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",63.3,2,4,4
Akershus,2024-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",38.6,2,4,4
Akershus,2024-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",149.9,2,5,4
Akershus,2024-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",96.8,2,5,4
Akershus,2024-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",83.5,2,5,4
Akershus,2024-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",183.5,2,6,4
Akershus,2024-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",132.1,2,6,4
Akershus,2024-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",93.0,2,6,4
Akershus,2024-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",160.1,2,7,4
Akershus,2024-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",125.6,2,7,4
Akershus,2024-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",60.4,2,7,4
Akershus,2024-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",159.2,2,8,4
Akershus,2024-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",126.6,2,8,4
Akershus,2024-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",51.9,2,8,4
Akershus,2024-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",223.7,3,1,4
Akershus,2024-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",171.9,3,1,4
Akershus,2024-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",96.2,3,1,4
Akershus,2024-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",210.9,3,2,4
Akershus,2024-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",157.0,3,2,4
Akershus,2024-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",99.8,3,2,4
Akershus,2024-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",136.5,3,3,4
Akershus,2024-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",97.1,3,3,4
Akershus,2024-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",67.7,3,3,4
Akershus,2024-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",67.7,3,4,4
Akershus,2024-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",51.6,3,4,4
Akershus,2024-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",24.5,3,4,4
Akershus,2024-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",226.1,3,5,4
Akershus,2024-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",156.2,3,5,4
Akershus,2024-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",123.9,3,5,4
Akershus,2024-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",286.2,3,6,4
Akershus,2024-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",217.6,3,6,4
Akershus,2024-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",132.2,3,6,4
Akershus,2024-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",242.8,3,7,4
Akershus,2024-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",194.4,3,7,4
Akershus,2024-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",90.6,3,7,4
Akershus,2024-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",233.8,3,8,4
Akershus,2024-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",188.7,3,8,4
Akershus,2024-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",82.2,3,8,4
Buskerud,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",195.9,1,1,5
Buskerud,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",139.7,1,1,5
Buskerud,2024-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",96.0,1,1,5
Buskerud,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",189.1,1,2,5
Buskerud,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",130.5,1,2,5
Buskerud,2024-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",100.6,1,2,5
Buskerud,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",134.7,1,3,5
Buskerud,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",89.1,1,3,5
Buskerud,2024-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",71.8,1,3,5
Buskerud,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",86.9,1,4,5
Buskerud,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",61.0,1,4,5
Buskerud,2024-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",36.9,1,4,5
Buskerud,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",196.9,1,5,5
Buskerud,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",125.5,1,5,5
Buskerud,2024-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",117.2,1,5,5
Buskerud,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",244.3,1,6,5
Buskerud,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",172.7,1,6,5
Buskerud,2024-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",129.8,1,6,5
Buskerud,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",206.3,1,7,5
Buskerud,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",153.9,1,7,5
Buskerud,2024-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",88.7,1,7,5
Buskerud,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",200.4,1,8,5
Buskerud,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",150.3,1,8,5
Buskerud,2024-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",81.0,1,8,5
Buskerud,2024-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",163.9,2,1,5
Buskerud,2024-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",115.0,2,1,5
Buskerud,2024-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",81.3,2,1,5
Buskerud,2024-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",161.0,2,2,5
Buskerud,2024-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",108.0,2,2,5
Buskerud,2024-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",87.7,2,2,5
Buskerud,2024-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",126.0,2,3,5
Buskerud,2024-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",80.3,2,3,5
Buskerud,2024-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",68.5,2,3,5
Buskerud,2024-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",100.6,2,4,5
Buskerud,2024-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",67.9,2,4,5
Buskerud,2024-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",45.8,2,4,5
Buskerud,2024-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",159.0,2,5,5
Buskerud,2024-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",96.4,2,5,5
Buskerud,2024-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",98.0,2,5,5
Buskerud,2024-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",196.8,2,6,5
Buskerud,2024-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",136.4,2,6,5
Buskerud,2024-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",107.3,2,6,5
Buskerud,2024-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",168.3,2,7,5
Buskerud,2024-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",125.8,2,7,5
Buskerud,2024-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",71.1,2,7,5
Buskerud,2024-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",165.4,2,8,5
Buskerud,2024-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",125.2,2,8,5
Buskerud,2024-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",65.2,2,8,5
Buskerud,2024-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",229.2,3,1,5
Buskerud,2024-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",165.4,3,1,5
Buskerud,2024-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",111.3,3,1,5
Buskerud,2024-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",218.6,3,2,5
Buskerud,2024-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",154.2,3,2,5
Buskerud,2024-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",114.1,3,2,5
Buskerud,2024-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",144.0,3,3,5
Buskerud,2024-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",98.3,3,3,5
Buskerud,2024-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",75.3,3,3,5
Buskerud,2024-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",72.4,3,4,5
Buskerud,2024-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",53.8,3,4,5
Buskerud,2024-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",27.6,3,4,5
Buskerud,2024-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",237.2,3,5,5
Buskerud,2024-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",156.3,3,5,5
Buskerud,2024-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",137.4,3,5,5
Buskerud,2024-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",294.0,3,6,5
Buskerud,2024-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",210.6,3,6,5
Buskerud,2024-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",153.3,3,6,5
Buskerud,2024-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",245.0,3,7,5
Buskerud,2024-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",182.6,3,7,5
Buskerud,2024-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",106.7,3,7,5
Buskerud,2024-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",233.1,3,8,5
Buskerud,2024-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",174.0,3,8,5
Buskerud,2024-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",95.8,3,8,5
Innlandet,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",194.2,1,1,7
Innlandet,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",140.6,1,1,7
Innlandet,2024-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",93.3,1,1,7
Innlandet,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",184.4,1,2,7
Innlandet,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",127.9,1,2,7
Innlandet,2024-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",97.6,1,2,7
Innlandet,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",123.9,1,3,7
Innlandet,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",84.1,1,3,7
Innlandet,2024-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",63.2,1,3,7
Innlandet,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",76.2,1,4,7
Innlandet,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",54.0,1,4,7
Innlandet,2024-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",31.4,1,4,7
Innlandet,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",185.7,1,5,7
Innlandet,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",123.1,1,5,7
Innlandet,2024-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",104.4,1,5,7
Innlandet,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",246.6,1,6,7
Innlandet,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",172.6,1,6,7
Innlandet,2024-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",133.3,1,6,7
Innlandet,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",208.2,1,7,7
Innlandet,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",159.2,1,7,7
Innlandet,2024-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",86.1,1,7,7
Innlandet,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",210.4,1,8,7
Innlandet,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",162.8,1,8,7
Innlandet,2024-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",79.3,1,8,7
Innlandet,2024-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",161.1,2,1,7
Innlandet,2024-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",114.6,2,1,7
Innlandet,2024-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",79.0,2,1,7
Innlandet,2024-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",153.7,2,2,7
Innlandet,2024-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",104.2,2,2,7
Innlandet,2024-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",83.4,2,2,7
Innlandet,2024-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",114.3,2,3,7
Innlandet,2024-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",74.8,2,3,7
Innlandet,2024-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",58.9,2,3,7
Innlandet,2024-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",89.2,2,4,7
Innlandet,2024-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",59.8,2,4,7
Innlandet,2024-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",39.9,2,4,7
Innlandet,2024-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",146.8,2,5,7
Innlandet,2024-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",94.2,2,5,7
Innlandet,2024-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",83.5,2,5,7
Innlandet,2024-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",194.5,2,6,7
Innlandet,2024-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",134.6,2,6,7
Innlandet,2024-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",109.1,2,6,7
Innlandet,2024-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",171.3,2,7,7
Innlandet,2024-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",129.8,2,7,7
Innlandet,2024-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",71.3,2,7,7
Innlandet,2024-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",169.9,2,8,7
Innlandet,2024-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",132.2,2,8,7
Innlandet,2024-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",60.2,2,8,7
Innlandet,2024-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",228.6,3,1,7
Innlandet,2024-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",167.6,3,1,7
Innlandet,2024-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",108.2,3,1,7
Innlandet,2024-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",216.8,3,2,7
Innlandet,2024-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",152.7,3,2,7
Innlandet,2024-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",112.5,3,2,7
Innlandet,2024-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",134.1,3,3,7
Innlandet,2024-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",93.9,3,3,7
Innlandet,2024-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",67.7,3,3,7
Innlandet,2024-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",62.5,3,4,7
Innlandet,2024-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",47.9,3,4,7
Innlandet,2024-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",22.4,3,4,7
Innlandet,2024-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",227.1,3,5,7
Innlandet,2024-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",153.8,3,5,7
Innlandet,2024-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",126.7,3,5,7
Innlandet,2024-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",301.1,3,6,7
Innlandet,2024-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",212.4,3,6,7
Innlandet,2024-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",158.6,3,6,7
Innlandet,2024-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",245.8,3,7,7
Innlandet,2024-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",189.2,3,7,7
Innlandet,2024-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",101.2,3,7,7
Innlandet,2024-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",248.0,3,8,7
Innlandet,2024-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",191.2,3,8,7
Innlandet,2024-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",97.0,3,8,7
Vestfold,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",208.8,1,1,14
Vestfold,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",153.8,1,1,14
Vestfold,2024-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",98.4,1,1,14
Vestfold,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",200.3,1,2,14
Vestfold,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",141.9,1,2,14
Vestfold,2024-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",104.6,1,2,14
Vestfold,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",136.9,1,3,14
Vestfold,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",96.1,1,3,14
Vestfold,2024-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",67.2,1,3,14
Vestfold,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",84.0,1,4,14
Vestfold,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",62.9,1,4,14
Vestfold,2024-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",31.2,1,4,14
Vestfold,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",205.8,1,5,14
Vestfold,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",139.3,1,5,14
Vestfold,2024-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",114.3,1,5,14
Vestfold,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",265.2,1,6,14
Vestfold,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",188.6,1,6,14
Vestfold,2024-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",143.2,1,6,14
Vestfold,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",221.5,1,7,14
Vestfold,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",171.7,1,7,14
Vestfold,2024-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",88.8,1,7,14
Vestfold,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",211.8,1,8,14
Vestfold,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",166.4,1,8,14
Vestfold,2024-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",79.4,1,8,14
Vestfold,2024-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",175.5,2,1,14
Vestfold,2024-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",126.5,2,1,14
Vestfold,2024-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",83.8,2,1,14
Vestfold,2024-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",169.9,2,2,14
Vestfold,2024-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",117.2,2,2,14
Vestfold,2024-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",90.1,2,2,14
Vestfold,2024-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",124.5,2,3,14
Vestfold,2024-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",85.0,2,3,14
Vestfold,2024-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",61.3,2,3,14
Vestfold,2024-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",92.1,2,4,14
Vestfold,2024-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",67.2,2,4,14
Vestfold,2024-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",36.1,2,4,14
Vestfold,2024-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",166.7,2,5,14
Vestfold,2024-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",108.1,2,5,14
Vestfold,2024-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",94.0,2,5,14
Vestfold,2024-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",217.0,2,6,14
Vestfold,2024-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",150.4,2,6,14
Vestfold,2024-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",120.6,2,6,14
