Fylke,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortFylke
Oslo (fylke),2025-01-01,Menn,80 år+,Personskader (S00-T78),"per 1000, standardisert",52.3,2,13,10
Oslo (fylke),2025-01-01,Menn,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",22.0,2,13,10
Oslo (fylke),2025-01-01,Menn,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",14.4,2,13,10
Oslo (fylke),2025-01-01,Menn,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",0.6,2,13,10
Oslo (fylke),2025-01-01,Kvinner,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",12.9,3,1,10
Oslo (fylke),2025-01-01,Kvinner,Alle aldre,KOLS (J44),"per 1000, standardisert",1.4,3,1,10
Oslo (fylke),2025-01-01,Kvinner,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",14.4,3,1,10
Oslo (fylke),2025-01-01,Kvinner,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",12.1,3,1,10
Oslo (fylke),2025-01-01,Kvinner,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",2.5,3,1,10
Oslo (fylke),2025-01-01,Kvinner,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.9,3,1,10
Oslo (fylke),2025-01-01,Kvinner,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",0.6,3,1,10
Oslo (fylke),2025-01-01,Kvinner,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",6.8,3,2,10
Oslo (fylke),2025-01-01,Kvinner,0-74 år,KOLS (J44),"per 1000, standardisert",0.6,3,2,10
Oslo (fylke),2025-01-01,Kvinner,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",11.7,3,2,10
Oslo (fylke),2025-01-01,Kvinner,0-74 år,Personskader (S00-T78),"per 1000, standardisert",7.9,3,2,10
Oslo (fylke),2025-01-01,Kvinner,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.1,3,2,10
Oslo (fylke),2025-01-01,Kvinner,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.4,3,2,10
Oslo (fylke),2025-01-01,Kvinner,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.6,3,2,10
Oslo (fylke),2025-01-01,Kvinner,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.8,3,3,10
Oslo (fylke),2025-01-01,Kvinner,0-44 år,KOLS (J44),"per 1000, standardisert",,3,3,10
Oslo (fylke),2025-01-01,Kvinner,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",5.2,3,3,10
Oslo (fylke),2025-01-01,Kvinner,0-44 år,Personskader (S00-T78),"per 1000, standardisert",5.8,3,3,10
Oslo (fylke),2025-01-01,Kvinner,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",1.0,3,3,10
Oslo (fylke),2025-01-01,Kvinner,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,3,10
Oslo (fylke),2025-01-01,Kvinner,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,3,3,10
Oslo (fylke),2025-01-01,Kvinner,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.5,3,4,10
Oslo (fylke),2025-01-01,Kvinner,0-24 år,KOLS (J44),"per 1000, standardisert",,3,4,10
Oslo (fylke),2025-01-01,Kvinner,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",3.6,3,4,10
Oslo (fylke),2025-01-01,Kvinner,0-24 år,Personskader (S00-T78),"per 1000, standardisert",6.9,3,4,10
Oslo (fylke),2025-01-01,Kvinner,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",1.6,3,4,10
Oslo (fylke),2025-01-01,Kvinner,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,4,10
Oslo (fylke),2025-01-01,Kvinner,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,3,4,10
Oslo (fylke),2025-01-01,Kvinner,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.2,3,5,10
Oslo (fylke),2025-01-01,Kvinner,0-14 år,KOLS (J44),"per 1000, standardisert",,3,5,10
Oslo (fylke),2025-01-01,Kvinner,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",2.3,3,5,10
Oslo (fylke),2025-01-01,Kvinner,0-14 år,Personskader (S00-T78),"per 1000, standardisert",7.1,3,5,10
Oslo (fylke),2025-01-01,Kvinner,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",2.1,3,5,10
Oslo (fylke),2025-01-01,Kvinner,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,5,10
Oslo (fylke),2025-01-01,Kvinner,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.3,3,5,10
Oslo (fylke),2025-01-01,Kvinner,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.9,3,6,10
Oslo (fylke),2025-01-01,Kvinner,15-24 år,KOLS (J44),"per 1000, standardisert",,3,6,10
Oslo (fylke),2025-01-01,Kvinner,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",5.4,3,6,10
Oslo (fylke),2025-01-01,Kvinner,15-24 år,Personskader (S00-T78),"per 1000, standardisert",6.6,3,6,10
Oslo (fylke),2025-01-01,Kvinner,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",0.9,3,6,10
Oslo (fylke),2025-01-01,Kvinner,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,6,10
Oslo (fylke),2025-01-01,Kvinner,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.5,3,6,10
Oslo (fylke),2025-01-01,Kvinner,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",3.1,3,7,10
Oslo (fylke),2025-01-01,Kvinner,25-44 år,KOLS (J44),"per 1000, standardisert",,3,7,10
Oslo (fylke),2025-01-01,Kvinner,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",6.9,3,7,10
Oslo (fylke),2025-01-01,Kvinner,25-44 år,Personskader (S00-T78),"per 1000, standardisert",4.7,3,7,10
Oslo (fylke),2025-01-01,Kvinner,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",0.5,3,7,10
Oslo (fylke),2025-01-01,Kvinner,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,7,10
Oslo (fylke),2025-01-01,Kvinner,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.5,3,7,10
Oslo (fylke),2025-01-01,Kvinner,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",14.4,3,8,10
Oslo (fylke),2025-01-01,Kvinner,45-74 år,KOLS (J44),"per 1000, standardisert",,3,8,10
Oslo (fylke),2025-01-01,Kvinner,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",21.4,3,8,10
Oslo (fylke),2025-01-01,Kvinner,45-74 år,Personskader (S00-T78),"per 1000, standardisert",11.2,3,8,10
Oslo (fylke),2025-01-01,Kvinner,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.3,3,8,10
Oslo (fylke),2025-01-01,Kvinner,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.9,3,8,10
Oslo (fylke),2025-01-01,Kvinner,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.6,3,8,10
Oslo (fylke),2025-01-01,Kvinner,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",9.4,3,9,10
Oslo (fylke),2025-01-01,Kvinner,45-64 år,KOLS (J44),"per 1000, standardisert",0.5,3,9,10
Oslo (fylke),2025-01-01,Kvinner,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",17.0,3,9,10
Oslo (fylke),2025-01-01,Kvinner,45-64 år,Personskader (S00-T78),"per 1000, standardisert",8.9,3,9,10
Oslo (fylke),2025-01-01,Kvinner,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",0.9,3,9,10
Oslo (fylke),2025-01-01,Kvinner,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.3,3,9,10
Oslo (fylke),2025-01-01,Kvinner,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.5,3,9,10
Oslo (fylke),2025-01-01,Kvinner,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",26.9,3,10,10
Oslo (fylke),2025-01-01,Kvinner,65-74 år,KOLS (J44),"per 1000, standardisert",,3,10,10
Oslo (fylke),2025-01-01,Kvinner,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",32.9,3,10,10
Oslo (fylke),2025-01-01,Kvinner,65-74 år,Personskader (S00-T78),"per 1000, standardisert",16.9,3,10,10
Oslo (fylke),2025-01-01,Kvinner,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.5,3,10,10
Oslo (fylke),2025-01-01,Kvinner,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",2.4,3,10,10
Oslo (fylke),2025-01-01,Kvinner,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,3,10,10
Oslo (fylke),2025-01-01,Kvinner,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",64.6,3,11,10
Oslo (fylke),2025-01-01,Kvinner,75 år+,KOLS (J44),"per 1000, standardisert",8.8,3,11,10
Oslo (fylke),2025-01-01,Kvinner,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",38.5,3,11,10
Oslo (fylke),2025-01-01,Kvinner,75 år+,Personskader (S00-T78),"per 1000, standardisert",49.4,3,11,10
Oslo (fylke),2025-01-01,Kvinner,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",14.3,3,11,10
Oslo (fylke),2025-01-01,Kvinner,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",14.8,3,11,10
Oslo (fylke),2025-01-01,Kvinner,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",0.9,3,11,10
Oslo (fylke),2025-01-01,Kvinner,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",42.2,3,12,10
Oslo (fylke),2025-01-01,Kvinner,75-79 år,KOLS (J44),"per 1000, standardisert",6.8,3,12,10
Oslo (fylke),2025-01-01,Kvinner,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",40.2,3,12,10
Oslo (fylke),2025-01-01,Kvinner,75-79 år,Personskader (S00-T78),"per 1000, standardisert",27.1,3,12,10
Oslo (fylke),2025-01-01,Kvinner,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",6.0,3,12,10
Oslo (fylke),2025-01-01,Kvinner,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",7.6,3,12,10
Oslo (fylke),2025-01-01,Kvinner,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,3,12,10
Oslo (fylke),2025-01-01,Kvinner,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",80.6,3,13,10
Oslo (fylke),2025-01-01,Kvinner,80 år+,KOLS (J44),"per 1000, standardisert",10.1,3,13,10
Oslo (fylke),2025-01-01,Kvinner,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",37.2,3,13,10
Oslo (fylke),2025-01-01,Kvinner,80 år+,Personskader (S00-T78),"per 1000, standardisert",65.3,3,13,10
Oslo (fylke),2025-01-01,Kvinner,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",20.3,3,13,10
Oslo (fylke),2025-01-01,Kvinner,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",20.0,3,13,10
Oslo (fylke),2025-01-01,Kvinner,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",1.1,3,13,10
Østfold,2025-01-01,Kjønn samlet,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",16.3,1,1,16
Østfold,2025-01-01,Kjønn samlet,Alle aldre,KOLS (J44),"per 1000, standardisert",1.6,1,1,16
Østfold,2025-01-01,Kjønn samlet,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",19.0,1,1,16
Østfold,2025-01-01,Kjønn samlet,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",13.5,1,1,16
Østfold,2025-01-01,Kjønn samlet,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",2.2,1,1,16
Østfold,2025-01-01,Kjønn samlet,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.8,1,1,16
Østfold,2025-01-01,Kjønn samlet,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,1,1,16
Østfold,2025-01-01,Kjønn samlet,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",10.0,1,2,16
Østfold,2025-01-01,Kjønn samlet,0-74 år,KOLS (J44),"per 1000, standardisert",0.8,1,2,16
Østfold,2025-01-01,Kjønn samlet,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",16.2,1,2,16
Østfold,2025-01-01,Kjønn samlet,0-74 år,Personskader (S00-T78),"per 1000, standardisert",10.3,1,2,16
Østfold,2025-01-01,Kjønn samlet,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.6,1,2,16
Østfold,2025-01-01,Kjønn samlet,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.4,1,2,16
Østfold,2025-01-01,Kjønn samlet,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,1,2,16
Østfold,2025-01-01,Kjønn samlet,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.1,1,3,16
Østfold,2025-01-01,Kjønn samlet,0-44 år,KOLS (J44),"per 1000, standardisert",,1,3,16
Østfold,2025-01-01,Kjønn samlet,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",6.8,1,3,16
Østfold,2025-01-01,Kjønn samlet,0-44 år,Personskader (S00-T78),"per 1000, standardisert",9.2,1,3,16
Østfold,2025-01-01,Kjønn samlet,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",1.7,1,3,16
Østfold,2025-01-01,Kjønn samlet,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0,1,3,16
Østfold,2025-01-01,Kjønn samlet,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.0,1,3,16
Østfold,2025-01-01,Kjønn samlet,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.0,1,4,16
Østfold,2025-01-01,Kjønn samlet,0-24 år,KOLS (J44),"per 1000, standardisert",,1,4,16
Østfold,2025-01-01,Kjønn samlet,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",3.9,1,4,16
Østfold,2025-01-01,Kjønn samlet,0-24 år,Personskader (S00-T78),"per 1000, standardisert",10.7,1,4,16
Østfold,2025-01-01,Kjønn samlet,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",2.3,1,4,16
Østfold,2025-01-01,Kjønn samlet,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,4,16
Østfold,2025-01-01,Kjønn samlet,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,1,4,16
Østfold,2025-01-01,Kjønn samlet,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.0,1,5,16
Østfold,2025-01-01,Kjønn samlet,0-14 år,KOLS (J44),"per 1000, standardisert",,1,5,16
Østfold,2025-01-01,Kjønn samlet,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",2.1,1,5,16
Østfold,2025-01-01,Kjønn samlet,0-14 år,Personskader (S00-T78),"per 1000, standardisert",10.0,1,5,16
Østfold,2025-01-01,Kjønn samlet,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",2.6,1,5,16
Østfold,2025-01-01,Kjønn samlet,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,5,16
Østfold,2025-01-01,Kjønn samlet,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.2,1,5,16
Østfold,2025-01-01,Kjønn samlet,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.0,1,6,16
Østfold,2025-01-01,Kjønn samlet,15-24 år,KOLS (J44),"per 1000, standardisert",,1,6,16
Østfold,2025-01-01,Kjønn samlet,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",6.3,1,6,16
Østfold,2025-01-01,Kjønn samlet,15-24 år,Personskader (S00-T78),"per 1000, standardisert",11.6,1,6,16
Østfold,2025-01-01,Kjønn samlet,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",1.8,1,6,16
Østfold,2025-01-01,Kjønn samlet,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,6,16
Østfold,2025-01-01,Kjønn samlet,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.7,1,6,16
Østfold,2025-01-01,Kjønn samlet,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",3.1,1,7,16
Østfold,2025-01-01,Kjønn samlet,25-44 år,KOLS (J44),"per 1000, standardisert",,1,7,16
Østfold,2025-01-01,Kjønn samlet,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",9.8,1,7,16
Østfold,2025-01-01,Kjønn samlet,25-44 år,Personskader (S00-T78),"per 1000, standardisert",7.7,1,7,16
Østfold,2025-01-01,Kjønn samlet,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",1.0,1,7,16
Østfold,2025-01-01,Kjønn samlet,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,7,16
Østfold,2025-01-01,Kjønn samlet,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.2,1,7,16
Østfold,2025-01-01,Kjønn samlet,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",22.0,1,8,16
Østfold,2025-01-01,Kjønn samlet,45-74 år,KOLS (J44),"per 1000, standardisert",,1,8,16
Østfold,2025-01-01,Kjønn samlet,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",30.2,1,8,16
Østfold,2025-01-01,Kjønn samlet,45-74 år,Personskader (S00-T78),"per 1000, standardisert",11.9,1,8,16
Østfold,2025-01-01,Kjønn samlet,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.5,1,8,16
Østfold,2025-01-01,Kjønn samlet,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.0,1,8,16
Østfold,2025-01-01,Kjønn samlet,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.6,1,8,16
Østfold,2025-01-01,Kjønn samlet,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",14.8,1,9,16
Østfold,2025-01-01,Kjønn samlet,45-64 år,KOLS (J44),"per 1000, standardisert",1.0,1,9,16
Østfold,2025-01-01,Kjønn samlet,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",24.9,1,9,16
Østfold,2025-01-01,Kjønn samlet,45-64 år,Personskader (S00-T78),"per 1000, standardisert",10.2,1,9,16
Østfold,2025-01-01,Kjønn samlet,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",1.3,1,9,16
Østfold,2025-01-01,Kjønn samlet,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.3,1,9,16
Østfold,2025-01-01,Kjønn samlet,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,1,9,16
Østfold,2025-01-01,Kjønn samlet,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",40.3,1,10,16
Østfold,2025-01-01,Kjønn samlet,65-74 år,KOLS (J44),"per 1000, standardisert",,1,10,16
Østfold,2025-01-01,Kjønn samlet,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",43.6,1,10,16
Østfold,2025-01-01,Kjønn samlet,65-74 år,Personskader (S00-T78),"per 1000, standardisert",16.3,1,10,16
Østfold,2025-01-01,Kjønn samlet,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.1,1,10,16
Østfold,2025-01-01,Kjønn samlet,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",2.6,1,10,16
Østfold,2025-01-01,Kjønn samlet,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.5,1,10,16
Østfold,2025-01-01,Kjønn samlet,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",76.4,1,11,16
Østfold,2025-01-01,Kjønn samlet,75 år+,KOLS (J44),"per 1000, standardisert",9.7,1,11,16
Østfold,2025-01-01,Kjønn samlet,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",45.9,1,11,16
Østfold,2025-01-01,Kjønn samlet,75 år+,Personskader (S00-T78),"per 1000, standardisert",43.8,1,11,16
Østfold,2025-01-01,Kjønn samlet,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",8.2,1,11,16
Østfold,2025-01-01,Kjønn samlet,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",15.1,1,11,16
Østfold,2025-01-01,Kjønn samlet,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,1,11,16
Østfold,2025-01-01,Kjønn samlet,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",64.4,1,12,16
Østfold,2025-01-01,Kjønn samlet,75-79 år,KOLS (J44),"per 1000, standardisert",9.8,1,12,16
Østfold,2025-01-01,Kjønn samlet,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",52.7,1,12,16
Østfold,2025-01-01,Kjønn samlet,75-79 år,Personskader (S00-T78),"per 1000, standardisert",28.8,1,12,16
Østfold,2025-01-01,Kjønn samlet,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",5.8,1,12,16
Østfold,2025-01-01,Kjønn samlet,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",8.3,1,12,16
Østfold,2025-01-01,Kjønn samlet,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.4,1,12,16
Østfold,2025-01-01,Kjønn samlet,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",85.8,1,13,16
Østfold,2025-01-01,Kjønn samlet,80 år+,KOLS (J44),"per 1000, standardisert",9.6,1,13,16
Østfold,2025-01-01,Kjønn samlet,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",40.3,1,13,16
Østfold,2025-01-01,Kjønn samlet,80 år+,Personskader (S00-T78),"per 1000, standardisert",55.7,1,13,16
Østfold,2025-01-01,Kjønn samlet,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",10.1,1,13,16
Østfold,2025-01-01,Kjønn samlet,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",20.5,1,13,16
Østfold,2025-01-01,Kjønn samlet,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",0.9,1,13,16
Østfold,2025-01-01,Menn,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",19.3,2,1,16
Østfold,2025-01-01,Menn,Alle aldre,KOLS (J44),"per 1000, standardisert",1.4,2,1,16
Østfold,2025-01-01,Menn,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",14.9,2,1,16
Østfold,2025-01-01,Menn,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",13.6,2,1,16
Østfold,2025-01-01,Menn,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",2.6,2,1,16
Østfold,2025-01-01,Menn,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.3,2,1,16
Østfold,2025-01-01,Menn,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,2,1,16
Østfold,2025-01-01,Menn,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",12.7,2,2,16
Østfold,2025-01-01,Menn,0-74 år,KOLS (J44),"per 1000, standardisert",0.7,2,2,16
Østfold,2025-01-01,Menn,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",12.8,2,2,16
Østfold,2025-01-01,Menn,0-74 år,Personskader (S00-T78),"per 1000, standardisert",11.4,2,2,16
Østfold,2025-01-01,Menn,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.0,2,2,16
Østfold,2025-01-01,Menn,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.3,2,2,16
Østfold,2025-01-01,Menn,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,2,2,16
Østfold,2025-01-01,Menn,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.2,2,3,16
Østfold,2025-01-01,Menn,0-44 år,KOLS (J44),"per 1000, standardisert",,2,3,16
Østfold,2025-01-01,Menn,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",5.9,2,3,16
Østfold,2025-01-01,Menn,0-44 år,Personskader (S00-T78),"per 1000, standardisert",10.9,2,3,16
Østfold,2025-01-01,Menn,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.0,2,3,16
Østfold,2025-01-01,Menn,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,3,16
Østfold,2025-01-01,Menn,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,2,3,16
Østfold,2025-01-01,Menn,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.1,2,4,16
Østfold,2025-01-01,Menn,0-24 år,KOLS (J44),"per 1000, standardisert",,2,4,16
Østfold,2025-01-01,Menn,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",3.3,2,4,16
Østfold,2025-01-01,Menn,0-24 år,Personskader (S00-T78),"per 1000, standardisert",12.6,2,4,16
Østfold,2025-01-01,Menn,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",2.8,2,4,16
Østfold,2025-01-01,Menn,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,4,16
Østfold,2025-01-01,Menn,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.6,2,4,16
Østfold,2025-01-01,Menn,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.2,2,5,16
Østfold,2025-01-01,Menn,0-14 år,KOLS (J44),"per 1000, standardisert",,2,5,16
Østfold,2025-01-01,Menn,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",1.8,2,5,16
Østfold,2025-01-01,Menn,0-14 år,Personskader (S00-T78),"per 1000, standardisert",11.6,2,5,16
Østfold,2025-01-01,Menn,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",3.2,2,5,16
Østfold,2025-01-01,Menn,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,5,16
