ssbid_250,year,populasjon
21905006567250,2004,1.0
21905006568500,2004,7.0
21905006572750,2004,6.0
21905006573000,2004,10.0
21905006573250,2004,10.0
21905006573500,2004,7.0
21905006573750,2004,58.0
21905006574000,2004,94.0
21905006574250,2004,153.0
21905006574500,2004,84.0
21905006574750,2004,21.0
21905006575000,2004,22.0
21905006575250,2004,82.0
21905006575500,2004,112.0
21905006575750,2004,102.0
21905006576000,2004,160.0
21905006576250,2004,101.0
21905006576500,2004,8.0
21905006577250,2004,4.0
21905006577750,2004,13.0
21905006578000,2004,39.0
21905006578250,2004,3.0
21905006579000,2004,21.0
21905006579250,2004,35.0
21905006579500,2004,61.0
21905006579750,2004,52.0
21905006580000,2004,11.0
21905006580250,2004,47.0
21905006580500,2004,20.0
21905006580750,2004,1.0
21905006581500,2004,12.0
21905006582250,2004,3.0
21905006582500,2004,17.0
21905006582750,2004,45.0
21905006583000,2004,28.0
21905006583250,2004,1.0
21905006583750,2004,31.0
21905006584000,2004,5.0
21905006584250,2004,2.0
21905006584750,2004,4.0
21905006585000,2004,28.0
21905006585500,2004,1.0
21905006596250,2004,4.0
21907506566250,2004,15.0
21907506566500,2004,7.0
21907506567000,2004,11.0
21907506567250,2004,5.0
21907506568500,2004,1.0
21907506572750,2004,19.0
21907506573000,2004,72.0
21907506573250,2004,96.0
21907506573500,2004,109.0
21907506573750,2004,125.0
21907506574000,2004,16.0
21907506574250,2004,21.0
21907506575000,2004,30.0
21907506575250,2004,139.0
21907506575500,2004,80.0
21907506575750,2004,64.0
21907506576000,2004,29.0
21907506576250,2004,81.0
21907506576500,2004,147.0
21907506576750,2004,168.0
21907506577000,2004,15.0
21907506578250,2004,3.0
21907506578500,2004,25.0
21907506578750,2004,34.0
21907506579000,2004,5.0
21907506579250,2004,10.0
21907506579500,2004,6.0
21907506580250,2004,7.0
21907506581000,2004,6.0
21907506581250,2004,4.0
21907506581500,2004,6.0
21907506581750,2004,3.0
21907506582000,2004,7.0
21907506582250,2004,3.0
21907506583000,2004,6.0
21907506583750,2004,8.0
21907506584000,2004,2.0
21907506584250,2004,13.0
21907506584500,2004,4.0
21907506584750,2004,8.0
21907506585000,2004,13.0
21907506585250,2004,6.0
21910006567000,2004,4.0
21910006567750,2004,1.0
21910006568000,2004,7.0
21910006568250,2004,15.0
21910006571000,2004,4.0
21910006571250,2004,1.0
21910006571750,2004,5.0
21910006573250,2004,20.0
21910006573500,2004,159.0
21910006573750,2004,94.0
21910006574250,2004,5.0
21910006574750,2004,3.0
21910006575000,2004,19.0
21910006575250,2004,96.0
21910006575500,2004,95.0
21910006575750,2004,144.0
21910006576000,2004,71.0
21910006576250,2004,156.0
21910006576500,2004,330.0
21910006576750,2004,198.0
21910006577000,2004,15.0
21910006577750,2004,1.0
21910006578000,2004,30.0
21910006578250,2004,24.0
21910006578500,2004,46.0
21910006578750,2004,9.0
21910006579750,2004,12.0
21910006580000,2004,2.0
21910006580250,2004,5.0
21910006580500,2004,14.0
21910006580750,2004,6.0
21910006581000,2004,1.0
21910006581250,2004,5.0
21910006581750,2004,1.0
21910006584500,2004,1.0
21910006584750,2004,5.0
21912506567750,2004,12.0
21912506568000,2004,13.0
21912506568250,2004,4.0
21912506571500,2004,5.0
21912506572000,2004,3.0
21912506572500,2004,4.0
21912506574000,2004,23.0
21912506574250,2004,5.0
21912506574750,2004,87.0
21912506575000,2004,116.0
21912506575250,2004,160.0
21912506575500,2004,122.0
21912506575750,2004,137.0
21912506576000,2004,28.0
21912506576500,2004,35.0
21912506576750,2004,484.0
21912506577000,2004,79.0
21912506577250,2004,70.0
21912506577500,2004,27.0
21912506577750,2004,18.0
21912506578500,2004,5.0
21912506578750,2004,63.0
21912506579000,2004,41.0
21912506579250,2004,33.0
21912506579500,2004,56.0
21912506579750,2004,61.0
21912506580000,2004,29.0
21912506580250,2004,4.0
21912506580500,2004,5.0
21912506581000,2004,1.0
21912506581250,2004,1.0
21912506581750,2004,9.0
21912506582000,2004,1.0
21915006566500,2004,4.0
21915006567500,2004,1.0
21915006568500,2004,9.0
21915006569250,2004,3.0
21915006569500,2004,1.0
21915006570500,2004,5.0
21915006572500,2004,34.0
21915006572750,2004,50.0
21915006573000,2004,100.0
21915006573250,2004,151.0
21915006573500,2004,3.0
21915006573750,2004,9.0
21915006574000,2004,78.0
21915006574250,2004,13.0
21915006574750,2004,147.0
21915006575000,2004,173.0
21915006575250,2004,210.0
21915006575500,2004,146.0
21915006575750,2004,103.0
21915006576000,2004,183.0
21915006576250,2004,126.0
21915006576500,2004,35.0
21915006576750,2004,83.0
21915006577000,2004,89.0
21915006577250,2004,73.0
21915006577750,2004,15.0
21915006578000,2004,87.0
21915006578250,2004,140.0
21915006578500,2004,147.0
21915006578750,2004,33.0
21915006579000,2004,135.0
21915006579250,2004,98.0
21915006579500,2004,60.0
21915006580000,2004,2.0
21915006580250,2004,7.0
21915006580500,2004,1.0
21915006580750,2004,2.0
21915006581000,2004,2.0
21915006581500,2004,7.0
21915006582000,2004,9.0
21917506566500,2004,1.0
21917506566750,2004,26.0
21917506567000,2004,3.0
21917506567500,2004,2.0
21917506567750,2004,10.0
21917506568250,2004,7.0
21917506568500,2004,14.0
21917506568750,2004,51.0
21917506569000,2004,97.0
21917506569250,2004,234.0
21917506569500,2004,239.0
21917506570000,2004,5.0
21917506570500,2004,3.0
21917506571750,2004,15.0
21917506572000,2004,38.0
21917506572250,2004,19.0
21917506572500,2004,80.0
21917506572750,2004,74.0
21917506573000,2004,107.0
21917506573250,2004,52.0
21917506573500,2004,118.0
21917506573750,2004,39.0
21917506574000,2004,200.0
21917506574250,2004,64.0
21917506574750,2004,75.0
21917506575000,2004,254.0
21917506575250,2004,152.0
21917506575500,2004,45.0
21917506575750,2004,145.0
21917506576000,2004,231.0
21917506576250,2004,189.0
21917506576500,2004,147.0
21917506576750,2004,87.0
21917506577250,2004,22.0
21917506577500,2004,77.0
21917506577750,2004,171.0
21917506578000,2004,85.0
21917506578250,2004,97.0
21917506578500,2004,20.0
21917506578750,2004,3.0
21917506579000,2004,4.0
21917506580250,2004,5.0
21917506580500,2004,10.0
21920006566750,2004,10.0
21920006567000,2004,52.0
21920006567250,2004,26.0
21920006567500,2004,11.0
21920006568000,2004,2.0
21920006568250,2004,5.0
21920006568500,2004,39.0
21920006568750,2004,192.0
21920006569000,2004,285.0
21920006569250,2004,111.0
21920006569500,2004,106.0
21920006570000,2004,8.0
21920006570250,2004,4.0
21920006570750,2004,8.0
21920006571250,2004,2.0
21920006571500,2004,5.0
21920006571750,2004,79.0
21920006572000,2004,8.0
21920006572250,2004,17.0
21920006572500,2004,21.0
21920006572750,2004,22.0
21920006573000,2004,100.0
21920006573250,2004,198.0
21920006573500,2004,119.0
21920006573750,2004,78.0
21920006574000,2004,179.0
21920006574250,2004,197.0
21920006574500,2004,5.0
21920006575000,2004,48.0
21920006575250,2004,182.0
21920006575500,2004,54.0
21920006575750,2004,121.0
21920006576000,2004,96.0
21920006576250,2004,366.0
21920006576500,2004,258.0
21920006576750,2004,94.0
21920006577000,2004,38.0
21920006577250,2004,167.0
21920006577500,2004,95.0
21920006577750,2004,48.0
21920006578000,2004,1.0
21920006578500,2004,4.0
21920006578750,2004,4.0
21920006579500,2004,2.0
21920006580000,2004,2.0
21920006580250,2004,2.0
21920006580500,2004,3.0
21920006580750,2004,1.0
21920006581500,2004,14.0
21920006581750,2004,5.0
21922506567000,2004,45.0
21922506567250,2004,172.0
21922506567500,2004,25.0
21922506568500,2004,60.0
21922506568750,2004,126.0
21922506569250,2004,325.0
21922506569500,2004,70.0
21922506570250,2004,4.0
21922506570500,2004,7.0
21922506570750,2004,12.0
21922506571750,2004,18.0
21922506572000,2004,113.0
21922506572250,2004,108.0
21922506572500,2004,195.0
21922506572750,2004,118.0
21922506573000,2004,71.0
21922506573250,2004,103.0
21922506573500,2004,155.0
21922506573750,2004,144.0
21922506574000,2004,207.0
21922506574250,2004,174.0
21922506575250,2004,24.0
21922506575500,2004,84.0
21922506575750,2004,158.0
21922506576000,2004,122.0
21922506576250,2004,206.0
21922506576500,2004,91.0
21922506576750,2004,84.0
21922506577250,2004,3.0
21922506577500,2004,11.0
21922506577750,2004,37.0
21922506578000,2004,75.0
21922506578250,2004,22.0
21922506578750,2004,7.0
21922506579250,2004,3.0
21922506579500,2004,2.0
21922506579750,2004,4.0
21922506580000,2004,6.0
21922506580750,2004,5.0
21925006567250,2004,25.0
21925006567500,2004,42.0
21925006568000,2004,33.0
21925006568500,2004,97.0
21925006568750,2004,58.0
21925006569000,2004,97.0
21925006569250,2004,27.0
21925006569500,2004,2.0
21925006569750,2004,9.0
21925006570000,2004,6.0
21925006570250,2004,1.0
21925006571750,2004,47.0
21925006572000,2004,183.0
21925006572250,2004,158.0
21925006572500,2004,109.0
21925006572750,2004,89.0
21925006573000,2004,102.0
21925006573250,2004,147.0
21925006573500,2004,143.0
21925006573750,2004,182.0
21925006574000,2004,141.0
21925006574500,2004,1.0
21925006574750,2004,24.0
21925006575000,2004,57.0
21925006575250,2004,170.0
21925006575500,2004,111.0
21925006575750,2004,204.0
21925006576000,2004,208.0
21925006576250,2004,57.0
21925006576500,2004,104.0
21925006576750,2004,141.0
21925006577000,2004,101.0
21925006577500,2004,9.0
21925006579000,2004,8.0
21925006579250,2004,4.0
21925006579500,2004,2.0
21925006580250,2004,3.0
21925006580500,2004,14.0
21925006580750,2004,8.0
21925006581000,2004,3.0
21925006581250,2004,3.0
21925006581500,2004,1.0
21925006582000,2004,2.0
21925006582250,2004,4.0
21925006582500,2004,15.0
21927506567500,2004,6.0
21927506567750,2004,9.0
21927506568000,2004,24.0
21927506568250,2004,21.0
21927506568500,2004,131.0
21927506568750,2004,137.0
21927506569000,2004,196.0
21927506569250,2004,66.0
21927506569500,2004,138.0
21927506569750,2004,18.0
21927506570000,2004,12.0
21927506570250,2004,40.0
21927506570500,2004,95.0
21927506570750,2004,14.0
21927506571500,2004,2.0
21927506571750,2004,4.0
21927506572000,2004,139.0
21927506572250,2004,92.0
21927506572500,2004,28.0
21927506572750,2004,6.0
21927506573000,2004,11.0
21927506573250,2004,64.0
21927506573500,2004,99.0
21927506573750,2004,94.0
21927506574000,2004,40.0
21927506574250,2004,10.0
21927506574500,2004,145.0
21927506574750,2004,199.0
21927506575000,2004,219.0
21927506575250,2004,163.0
21927506575500,2004,155.0
21927506575750,2004,34.0
21927506576000,2004,58.0
21927506576250,2004,68.0
21927506576500,2004,81.0
21927506576750,2004,14.0
21927506578750,2004,8.0
21927506579000,2004,7.0
21927506579250,2004,2.0
21927506579750,2004,2.0
21927506580000,2004,9.0
21927506580250,2004,5.0
21927506580500,2004,5.0
21927506580750,2004,2.0
21927506581000,2004,7.0
21927506581250,2004,2.0
21927506581750,2004,8.0
21927506582000,2004,13.0
21927506582250,2004,1.0
21927506582500,2004,1.0
21930006566750,2004,55.0
21930006567000,2004,154.0
21930006567250,2004,12.0
21930006567500,2004,22.0
21930006567750,2004,185.0
21930006568000,2004,119.0
21930006568250,2004,54.0
21930006568500,2004,93.0
21930006568750,2004,22.0
21930006569000,2004,70.0
21930006569250,2004,95.0
21930006569500,2004,24.0
21930006569750,2004,30.0
21930006570000,2004,19.0
21930006570250,2004,44.0
21930006570500,2004,229.0
21930006570750,2004,143.0
21930006571000,2004,15.0
21930006571250,2004,2.0
21930006571500,2004,8.0
21930006571750,2004,47.0
21930006572000,2004,72.0
21930006573250,2004,7.0
21930006573500,2004,65.0
21930006573750,2004,166.0
21930006574000,2004,106.0
21930006574250,2004,115.0
21930006574500,2004,163.0
21930006574750,2004,149.0
21930006575000,2004,140.0
21930006575250,2004,98.0
21930006575500,2004,154.0
21930006575750,2004,132.0
21930006576000,2004,61.0
21930006576250,2004,116.0
21930006576500,2004,28.0
21930006578500,2004,1.0
21930006578750,2004,22.0
21930006579500,2004,7.0
21930006579750,2004,2.0
21930006581000,2004,4.0
21930006581250,2004,4.0
21932506560500,2004,1.0
21932506561250,2004,4.0
21932506561750,2004,2.0
21932506562000,2004,13.0
21932506562500,2004,4.0
21932506564250,2004,2.0
21932506564500,2004,57.0
21932506564750,2004,59.0
21932506565000,2004,8.0
21932506566250,2004,20.0
21932506566500,2004,54.0
21932506566750,2004,186.0
21932506567000,2004,187.0
21932506567250,2004,94.0
21932506567500,2004,8.0
21932506567750,2004,38.0
21932506568000,2004,191.0
21932506568250,2004,151.0
21932506568500,2004,23.0
21932506568750,2004,72.0
21932506569000,2004,73.0
21932506569250,2004,67.0
21932506569500,2004,86.0
21932506569750,2004,183.0
21932506570000,2004,101.0
21932506570250,2004,86.0
21932506570500,2004,67.0
21932506570750,2004,121.0
21932506571000,2004,118.0
21932506571250,2004,39.0
21932506571500,2004,15.0
21932506571750,2004,35.0
21932506572000,2004,10.0
21932506572250,2004,19.0
21932506572500,2004,71.0
21932506572750,2004,77.0
21932506573000,2004,126.0
21932506573250,2004,70.0
21932506573500,2004,37.0
21932506573750,2004,84.0
21932506574000,2004,80.0
21932506574250,2004,149.0
21932506574500,2004,119.0
21932506574750,2004,93.0
21932506575000,2004,122.0
21932506575250,2004,115.0
21932506575500,2004,83.0
21932506575750,2004,52.0
21932506576000,2004,34.0
21932506576250,2004,1.0
21932506578250,2004,7.0
21932506578500,2004,16.0
21932506578750,2004,13.0
21932506580750,2004,8.0
21932506581250,2004,6.0
21935006560750,2004,4.0
21935006561250,2004,12.0
21935006562250,2004,18.0
21935006562500,2004,14.0
21935006564000,2004,17.0
21935006564250,2004,90.0
21935006564500,2004,141.0
21935006564750,2004,82.0
21935006565000,2004,19.0
21935006566000,2004,22.0
21935006566250,2004,127.0
21935006566500,2004,151.0
21935006566750,2004,159.0
21935006567000,2004,146.0
21935006567250,2004,7.0
21935006567500,2004,45.0
21935006567750,2004,10.0
21935006568000,2004,66.0
21935006568250,2004,299.0
21935006568500,2004,150.0
21935006568750,2004,113.0
21935006569000,2004,53.0
21935006569250,2004,33.0
21935006569500,2004,101.0
21935006569750,2004,137.0
21935006570000,2004,85.0
21935006570250,2004,11.0
21935006570750,2004,10.0
21935006571000,2004,51.0
21935006571250,2004,8.0
21935006571500,2004,2.0
21935006572000,2004,19.0
21935006572250,2004,131.0
21935006572500,2004,107.0
21935006572750,2004,115.0
21935006573000,2004,108.0
21935006573250,2004,3.0
21935006573500,2004,6.0
21935006573750,2004,11.0
21935006574000,2004,142.0
21935006574250,2004,54.0
21935006574500,2004,84.0
21935006574750,2004,18.0
21935006575000,2004,35.0
21935006575250,2004,16.0
21935006577500,2004,5.0
21935006577750,2004,5.0
21935006578250,2004,26.0
21935006578500,2004,17.0
21935006578750,2004,28.0
21935006581000,2004,8.0
21937506560000,2004,8.0
21937506560250,2004,4.0
21937506560750,2004,4.0
21937506561250,2004,7.0
21937506561500,2004,3.0
21937506561750,2004,11.0
21937506562000,2004,1.0
21937506563750,2004,55.0
21937506564000,2004,101.0
21937506564250,2004,117.0
21937506564500,2004,154.0
21937506564750,2004,159.0
21937506565000,2004,73.0
21937506565250,2004,11.0
21937506565500,2004,54.0
21937506565750,2004,36.0
21937506566000,2004,77.0
21937506566250,2004,144.0
21937506566500,2004,133.0
21937506566750,2004,100.0
21937506567000,2004,213.0
21937506567250,2004,70.0
21937506567500,2004,212.0
21937506567750,2004,49.0
21937506568000,2004,125.0
21937506568250,2004,154.0
21937506568500,2004,146.0
21937506568750,2004,198.0
21937506569000,2004,154.0
21937506569250,2004,43.0
21937506569500,2004,150.0
21937506569750,2004,52.0
21937506570000,2004,8.0
21937506570500,2004,3.0
21937506570750,2004,10.0
21937506571750,2004,56.0
21937506572000,2004,142.0
21937506572250,2004,125.0
21937506572500,2004,72.0
21937506572750,2004,22.0
21937506573000,2004,3.0
21937506573250,2004,2.0
21937506573500,2004,14.0
21937506573750,2004,2.0
21937506574000,2004,12.0
21937506574250,2004,1.0
21937506574500,2004,8.0
21937506574750,2004,5.0
21937506575000,2004,11.0
21937506575250,2004,7.0
21937506576500,2004,4.0
21937506576750,2004,14.0
21937506577000,2004,6.0
21937506577250,2004,22.0
21937506577500,2004,10.0
21937506577750,2004,6.0
21937506578000,2004,8.0
21937506578500,2004,5.0
21937506578750,2004,12.0
21937506579000,2004,2.0
21937506580000,2004,1.0
21937506580250,2004,4.0
21940006560000,2004,6.0
21940006560250,2004,31.0
21940006560750,2004,6.0
21940006561000,2004,20.0
21940006561250,2004,13.0
21940006561500,2004,21.0
21940006562000,2004,3.0
21940006562250,2004,7.0
21940006563500,2004,3.0
21940006563750,2004,97.0
21940006564000,2004,92.0
21940006564250,2004,80.0
21940006564500,2004,125.0
21940006564750,2004,79.0
21940006565000,2004,48.0
21940006565250,2004,44.0
21940006565500,2004,43.0
21940006565750,2004,67.0
21940006566000,2004,111.0
21940006566250,2004,122.0
21940006566500,2004,116.0
21940006566750,2004,121.0
21940006567000,2004,251.0
21940006567250,2004,121.0
21940006567500,2004,132.0
21940006567750,2004,55.0
21940006568000,2004,101.0
21940006568250,2004,175.0
21940006568500,2004,130.0
21940006568750,2004,39.0
21940006569000,2004,1.0
21940006569250,2004,21.0
21940006569500,2004,17.0
21940006570000,2004,5.0
21940006570250,2004,24.0
21940006570500,2004,150.0
21940006570750,2004,113.0
21940006571000,2004,34.0
21940006571250,2004,41.0
21940006571500,2004,101.0
21940006571750,2004,156.0
21940006572000,2004,60.0
21940006572250,2004,28.0
21940006572500,2004,6.0
21940006572750,2004,17.0
21940006573000,2004,6.0
21940006573250,2004,17.0
21940006573500,2004,2.0
21940006573750,2004,7.0
21940006576000,2004,9.0
21940006576250,2004,36.0
21940006576500,2004,65.0
21940006576750,2004,55.0
21940006577000,2004,2.0
21940006577250,2004,4.0
21940006577500,2004,1.0
21940006578000,2004,5.0
21940006578250,2004,9.0
21940006578500,2004,6.0
21940006578750,2004,26.0
21940006579000,2004,8.0
21940006579250,2004,8.0
21940006580250,2004,1.0
21940006581000,2004,10.0
21940006581250,2004,5.0
21942506560000,2004,4.0
21942506560250,2004,7.0
21942506560750,2004,8.0
21942506561500,2004,3.0
21942506561750,2004,4.0
21942506562750,2004,3.0
21942506563000,2004,9.0
21942506563750,2004,131.0
21942506564000,2004,76.0
21942506564250,2004,35.0
21942506564500,2004,77.0
21942506564750,2004,92.0
21942506565000,2004,196.0
21942506565250,2004,95.0
21942506565500,2004,73.0
21942506565750,2004,170.0
21942506566000,2004,153.0
21942506566250,2004,105.0
21942506566500,2004,152.0
21942506566750,2004,54.0
21942506567000,2004,176.0
21942506567250,2004,158.0
21942506567500,2004,183.0
21942506567750,2004,63.0
21942506568000,2004,10.0
21942506568250,2004,41.0
21942506568500,2004,43.0
21942506568750,2004,32.0
21942506569000,2004,67.0
21942506569250,2004,59.0
21942506569500,2004,14.0
21942506570000,2004,4.0
21942506570250,2004,6.0
21942506570500,2004,108.0
21942506570750,2004,149.0
21942506571000,2004,181.0
21942506571250,2004,155.0
21942506571500,2004,129.0
21942506571750,2004,128.0
21942506572000,2004,92.0
21942506572250,2004,10.0
21942506572750,2004,7.0
21942506576000,2004,12.0
21942506576250,2004,2.0
21942506576500,2004,12.0
21942506576750,2004,23.0
21942506577000,2004,4.0
21942506577500,2004,8.0
21942506578000,2004,4.0
21942506578500,2004,22.0
21942506578750,2004,11.0
21942506579000,2004,1.0
21942506579500,2004,8.0
21942506579750,2004,3.0
21942506580000,2004,4.0
21942506580250,2004,4.0
21942506580500,2004,3.0
21945006560500,2004,2.0
21945006561000,2004,87.0
21945006561250,2004,124.0
21945006561500,2004,9.0
21945006563000,2004,61.0
21945006563250,2004,75.0
21945006563750,2004,175.0
21945006564000,2004,33.0
21945006564250,2004,58.0
21945006564500,2004,108.0
21945006564750,2004,258.0
21945006565000,2004,205.0
21945006565250,2004,100.0
21945006565500,2004,122.0
21945006565750,2004,71.0
21945006566000,2004,12.0
21945006566750,2004,93.0
21945006567000,2004,132.0
21945006567250,2004,126.0
21945006567500,2004,88.0
21945006567750,2004,20.0
21945006568000,2004,74.0
21945006568250,2004,123.0
21945006568500,2004,171.0
21945006568750,2004,163.0
21945006569000,2004,164.0
21945006569250,2004,182.0
21945006569500,2004,106.0
21945006569750,2004,21.0
21945006570250,2004,3.0
21945006570500,2004,58.0
21945006570750,2004,172.0
21945006571000,2004,139.0
21945006571250,2004,165.0
21945006571500,2004,26.0
21945006572000,2004,4.0
21945006572250,2004,21.0
21945006575250,2004,3.0
21945006575500,2004,5.0
21945006575750,2004,1.0
21945006576250,2004,6.0
21945006576500,2004,9.0
21945006577250,2004,1.0
21945006577750,2004,1.0
21945006578250,2004,5.0
21945006578750,2004,2.0
21945006579000,2004,2.0
21945006580500,2004,2.0
21945006580750,2004,3.0
21945006581000,2004,6.0
21947506558250,2004,20.0
21947506560250,2004,1.0
21947506560500,2004,7.0
21947506560750,2004,55.0
21947506561000,2004,75.0
21947506561250,2004,103.0
21947506561500,2004,54.0
21947506561750,2004,18.0
21947506562000,2004,1.0
21947506562500,2004,8.0
21947506562750,2004,69.0
21947506563000,2004,180.0
21947506563250,2004,57.0
21947506563500,2004,19.0
21947506563750,2004,108.0
21947506564000,2004,75.0
21947506564250,2004,117.0
21947506564500,2004,8.0
21947506564750,2004,233.0
21947506565000,2004,20.0
21947506565250,2004,25.0
21947506565500,2004,32.0
21947506566750,2004,87.0
21947506567000,2004,126.0
21947506567250,2004,41.0
21947506567500,2004,131.0
21947506567750,2004,46.0
21947506568000,2004,104.0
21947506568250,2004,241.0
21947506568500,2004,223.0
21947506568750,2004,51.0
21947506569000,2004,218.0
21947506569250,2004,190.0
21947506569500,2004,218.0
21947506569750,2004,135.0
21947506570000,2004,46.0
21947506570250,2004,79.0
21947506570750,2004,44.0
21947506571000,2004,85.0
21947506571250,2004,48.0
21947506571500,2004,21.0
21947506572250,2004,5.0
21947506572750,2004,2.0
21947506574750,2004,5.0
21947506575000,2004,7.0
21947506575250,2004,5.0
21947506576500,2004,3.0
21947506578250,2004,5.0
21947506578750,2004,1.0
21947506579000,2004,2.0
21947506579250,2004,1.0
21947506579750,2004,8.0
21947506580500,2004,4.0
21947506586750,2004,8.0
21947506587000,2004,16.0
21950006558000,2004,4.0
21950006558250,2004,40.0
21950006558750,2004,2.0
21950006560250,2004,26.0
21950006560500,2004,9.0
21950006560750,2004,88.0
21950006561000,2004,105.0
21950006561250,2004,123.0
21950006561500,2004,98.0
21950006561750,2004,126.0
21950006562000,2004,18.0
21950006562250,2004,21.0
21950006562500,2004,126.0
21950006562750,2004,196.0
21950006563000,2004,118.0
21950006563750,2004,17.0
21950006564000,2004,252.0
21950006564250,2004,242.0
21950006564500,2004,141.0
21950006565250,2004,58.0
21950006565500,2004,4.0
21950006566750,2004,31.0
21950006567000,2004,137.0
21950006567250,2004,14.0
21950006567500,2004,26.0
21950006568000,2004,27.0
21950006568250,2004,153.0
21950006568500,2004,213.0
21950006568750,2004,79.0
21950006569000,2004,36.0
21950006569500,2004,42.0
21950006569750,2004,125.0
21950006570000,2004,192.0
21950006570250,2004,114.0
21950006570500,2004,219.0
21950006570750,2004,14.0
21950006571250,2004,7.0
21950006571750,2004,4.0
21950006572000,2004,5.0
21950006574500,2004,3.0
21950006574750,2004,15.0
21950006575000,2004,16.0
21950006577000,2004,2.0
21950006577250,2004,5.0
21950006578750,2004,8.0
21950006579000,2004,2.0
21950006579250,2004,3.0
21950006579500,2004,1.0
21950006579750,2004,5.0
21950006580000,2004,3.0
21950006581000,2004,6.0
21950006581250,2004,2.0
21950006586500,2004,10.0
21950006586750,2004,4.0
21950006587000,2004,11.0
21950006587250,2004,4.0
21952506558250,2004,38.0
21952506558500,2004,10.0
21952506558750,2004,60.0
21952506559500,2004,7.0
21952506559750,2004,9.0
21952506560000,2004,14.0
21952506560250,2004,13.0
21952506560500,2004,7.0
21952506560750,2004,117.0
21952506561000,2004,126.0
21952506561250,2004,41.0
21952506561500,2004,8.0
21952506562250,2004,23.0
21952506562500,2004,152.0
21952506562750,2004,81.0
21952506563000,2004,84.0
21952506563250,2004,26.0
21952506563500,2004,51.0
21952506563750,2004,100.0
21952506564000,2004,113.0
21952506564250,2004,98.0
21952506564500,2004,13.0
21952506564750,2004,5.0
21952506565000,2004,21.0
21952506565250,2004,107.0
21952506566500,2004,5.0
21952506566750,2004,208.0
21952506567000,2004,152.0
21952506567250,2004,17.0
21952506568000,2004,9.0
21952506568250,2004,45.0
21952506568500,2004,103.0
21952506568750,2004,160.0
21952506569000,2004,90.0
21952506569500,2004,4.0
21952506569750,2004,133.0
21952506570000,2004,118.0
21952506570250,2004,76.0
21952506570500,2004,52.0
21952506570750,2004,29.0
21952506571000,2004,9.0
21952506572750,2004,5.0
21952506574250,2004,2.0
21952506574500,2004,14.0
21952506577000,2004,4.0
21952506578750,2004,9.0
21952506579000,2004,8.0
21952506579250,2004,14.0
21952506580000,2004,13.0
21952506587250,2004,7.0
21952506587500,2004,3.0
21955006557750,2004,5.0
21955006558000,2004,28.0
21955006558250,2004,124.0
21955006558500,2004,16.0
21955006558750,2004,11.0
21955006559250,2004,8.0
21955006559500,2004,55.0
21955006559750,2004,26.0
21955006560250,2004,50.0
21955006560500,2004,75.0
21955006560750,2004,111.0
21955006561000,2004,91.0
21955006561250,2004,107.0
21955006561500,2004,115.0
21955006561750,2004,83.0
21955006562000,2004,56.0
21955006562250,2004,145.0
21955006562500,2004,98.0
21955006562750,2004,43.0
21955006563000,2004,8.0
21955006563250,2004,76.0
21955006563500,2004,140.0
21955006563750,2004,129.0
21955006564000,2004,44.0
21955006564250,2004,74.0
21955006564500,2004,11.0
21955006564750,2004,2.0
21955006565000,2004,4.0
21955006566250,2004,3.0
21955006566500,2004,8.0
21955006566750,2004,56.0
21955006567000,2004,27.0
21955006567500,2004,7.0
21955006568250,2004,6.0
21955006568500,2004,50.0
21955006568750,2004,68.0
21955006569000,2004,34.0
21955006569250,2004,18.0
21955006570250,2004,6.0
21955006570500,2004,17.0
21955006570750,2004,7.0
21955006571000,2004,11.0
21955006572750,2004,5.0
21955006573250,2004,1.0
21955006574000,2004,2.0
21955006574250,2004,1.0
21955006579000,2004,13.0
21955006579250,2004,18.0
21955006580000,2004,16.0
21955006580250,2004,2.0
21955006587000,2004,4.0
21955006587250,2004,3.0
21957506557750,2004,48.0
21957506558000,2004,191.0
21957506558250,2004,55.0
21957506558500,2004,63.0
21957506558750,2004,53.0
21957506559500,2004,14.0
21957506559750,2004,4.0
21957506560250,2004,12.0
21957506560500,2004,28.0
21957506560750,2004,103.0
21957506561000,2004,44.0
21957506561250,2004,110.0
21957506561500,2004,146.0
21957506561750,2004,125.0
21957506562000,2004,119.0
21957506562250,2004,106.0
21957506562500,2004,22.0
21957506562750,2004,31.0
21957506563000,2004,78.0
21957506563250,2004,33.0
21957506563500,2004,48.0
21957506563750,2004,112.0
21957506564000,2004,99.0
21957506564250,2004,84.0
21957506564750,2004,6.0
21957506565000,2004,16.0
21957506565250,2004,50.0
21957506565500,2004,66.0
21957506566500,2004,5.0
21957506566750,2004,10.0
21957506567500,2004,2.0
21957506568250,2004,7.0
21957506568500,2004,3.0
21957506568750,2004,21.0
21957506569000,2004,4.0
21957506569250,2004,68.0
21957506570000,2004,6.0
21957506570500,2004,4.0
21957506570750,2004,5.0
21957506571000,2004,4.0
21957506571250,2004,6.0
21957506572750,2004,5.0
21957506573000,2004,1.0
21957506573250,2004,7.0
21957506574000,2004,10.0
21957506574250,2004,7.0
21957506579000,2004,2.0
21957506579250,2004,2.0
21957506579500,2004,3.0
21957506586750,2004,4.0
21957506587250,2004,23.0
21957506587500,2004,11.0
21957506587750,2004,6.0
21957506588000,2004,4.0
21960006557750,2004,94.0
21960006558000,2004,170.0
21960006558250,2004,219.0
21960006558500,2004,165.0
