ogc_fid;SSBID0250M;pop_tot
1;19247506618000;2
2;19250006618000;6
3;19250006618250;2
4;19252506617000;13
5;19252506617250;9
6;19252506617500;10
7;19252506618000;4
8;19252506618250;3
9;19252506618500;3
10;19255006616750;4
11;19255006617000;41
12;19255006617250;20
13;19255006617500;17
14;19255006618000;2
15;19255006618250;2
16;19255006618500;5
17;19257506617000;7
18;19257506617250;31
19;19257506617500;2
20;19260006617000;16
21;19262506617000;6
22;19262506617250;4
23;19350006812250;1
24;19382506806500;2
25;19385006806250;3
26;19385006806500;3
27;19387506630750;6
28;19390006630500;17
29;19390006630750;26
30;19392506630250;4
31;19392506630500;12
32;19392506630750;20
33;19392506631000;8
34;19395006630750;7
35;19395006631000;3
36;19395006808000;1
37;19395006808250;1
38;19400006601250;1
39;19400006603750;25
40;19400006604000;2
41;19402506601000;1
42;19402506601250;25
43;19402506601500;10
44;19402506602250;6
45;19402506602500;18
46;19402506602750;14
47;19402506603750;10
48;19402506604000;1
49;19402506604250;2
50;19402506604750;7
51;19402506606500;8
52;19402506782000;12
53;19402506782500;5
54;19405006600500;2
55;19405006600750;20
56;19405006601000;70
57;19405006601250;16
58;19405006601500;6
59;19405006601750;21
60;19405006602000;13
61;19405006602250;7
62;19405006602500;11
63;19405006602750;22
64;19405006603750;12
65;19405006604000;4
66;19405006604250;2
67;19405006604750;28
68;19405006605000;9
69;19405006606500;9
70;19405006606750;7
71;19405006782000;2
72;19405006782250;16
73;19405006782500;1
74;19405006782750;1
75;19407506598500;3
76;19407506598750;5
77;19407506599750;4
78;19407506600500;32
79;19407506600750;33
80;19407506601000;9
81;19407506601250;7
82;19407506601500;13
83;19407506601750;5
84;19407506602000;9
85;19407506602250;2
86;19407506602750;7
87;19407506603000;9
88;19407506603250;13
89;19407506603500;11
90;19407506603750;4
91;19407506604000;3
92;19407506604250;11
93;19407506604500;4
94;19407506604750;43
95;19407506605000;5
96;19407506605250;10
97;19407506605750;13
98;19407506606000;3
99;19407506606250;8
100;19407506606500;29
101;19407506606750;54
102;19407506607000;7
103;19407506781750;4
104;19407506782000;11
105;19407506782250;12
106;19407506782500;8
107;19407506782750;9
108;19410006598000;5
109;19410006599000;1
110;19410006600000;10
111;19410006600250;7
112;19410006600500;50
113;19410006600750;3
114;19410006602750;9
115;19410006603000;9
116;19410006603250;2
117;19410006603500;6
118;19410006604500;10
119;19410006604750;12
120;19410006605000;17
121;19410006605250;25
122;19410006605500;18
123;19410006605750;41
124;19410006606000;8
125;19410006606250;15
126;19410006606500;16
127;19410006606750;14
128;19410006610500;1
129;19410006771750;3
130;19410006782000;22
131;19410006782250;6
132;19410006782500;2
133;19410006782750;6
134;19412506597750;11
135;19412506598000;5
136;19412506599750;3
137;19412506600000;3
138;19412506600250;3
139;19412506600500;6
140;19412506603000;7
141;19412506603750;22
142;19412506604000;2
143;19412506604750;14
144;19412506605000;31
145;19412506605250;16
146;19412506605500;17
147;19412506605750;12
148;19412506606000;22
149;19412506606250;14
150;19412506606500;17
151;19412506607000;3
152;19412506609500;27
153;19412506609750;41
154;19412506610000;39
155;19412506610250;50
156;19412506610500;34
157;19412506771750;10
158;19412506782000;52
159;19412506782250;18
160;19412506782500;1
161;19412506782750;2
162;19412506783000;1
163;19415006597750;17
164;19415006598000;13
165;19415006598250;15
166;19415006599750;7
167;19415006600250;13
168;19415006603000;2
169;19415006603500;3
170;19415006604500;7
171;19415006605000;22
172;19415006605250;15
173;19415006605500;12
174;19415006605750;25
175;19415006606000;18
176;19415006606250;23
177;19415006606500;36
178;19415006606750;24
179;19415006607000;35
180;19415006607250;15
181;19415006607500;5
182;19415006607750;15
183;19415006608000;22
184;19415006609250;14
185;19415006609500;98
186;19415006609750;124
187;19415006610000;120
188;19415006610250;126
189;19415006610500;44
190;19415006623250;4
191;19415006623500;1
192;19415006623750;2
193;19415006771500;3
194;19415006771750;2
195;19415006781250;4
196;19415006782000;35
197;19415006782250;39
198;19415006782500;7
199;19415006782750;17
200;19417506597500;3
201;19417506597750;22
202;19417506598000;35
203;19417506598250;19
204;19417506598500;1
205;19417506599750;8
206;19417506600000;10
207;19417506600250;4
208;19417506605000;2
209;19417506605250;16
210;19417506605500;11
211;19417506605750;26
212;19417506606000;4
213;19417506606250;34
214;19417506606500;18
215;19417506606750;22
216;19417506607000;4
217;19417506607250;5
218;19417506607500;7
219;19417506607750;9
220;19417506608000;26
221;19417506608250;11
222;19417506609250;48
223;19417506609500;60
224;19417506609750;41
225;19417506610000;52
226;19417506610250;100
227;19417506610500;105
228;19417506610750;76
229;19417506611000;4
230;19417506623000;1
231;19417506623250;10
232;19417506623500;2
233;19417506779000;4
234;19417506779250;13
235;19417506781000;4
236;19417506781250;13
237;19417506781750;9
238;19417506782000;34
239;19417506782250;9
240;19417506782500;8
241;19420006598000;80
242;19420006598250;13
243;19420006598500;6
244;19420006599750;2
245;19420006606000;34
246;19420006606250;74
247;19420006606750;2
248;19420006607250;24
249;19420006607500;18
250;19420006607750;9
251;19420006608000;12
252;19420006608250;55
253;19420006608500;68
254;19420006608750;19
255;19420006609000;48
256;19420006609250;69
257;19420006609500;108
258;19420006609750;30
259;19420006610000;97
260;19420006610250;155
261;19420006610500;122
262;19420006610750;165
263;19420006611000;8
264;19420006611250;2
265;19420006612000;3
266;19420006612250;4
267;19420006623500;13
268;19420006779000;3
269;19420006779250;15
270;19420006779500;15
271;19420006781000;5
272;19420006781250;4
273;19420006781500;2
274;19420006781750;20
275;19420006782000;5
276;19420006782250;6
277;19422506597750;2
278;19422506598000;80
279;19422506598250;17
280;19422506598500;2
281;19422506605750;1
282;19422506607000;4
283;19422506607250;18
284;19422506607500;3
285;19422506607750;13
286;19422506608000;21
287;19422506608250;52
288;19422506608500;39
289;19422506608750;91
290;19422506609000;160
291;19422506609250;149
292;19422506609500;91
293;19422506609750;55
294;19422506610000;124
295;19422506610250;31
296;19422506610500;48
297;19422506610750;52
298;19422506611000;66
299;19422506611250;25
300;19422506611500;64
301;19422506611750;37
302;19422506612000;81
303;19422506612250;53
304;19422506612500;10
305;19422506623750;5
306;19422506624000;5
307;19422506779250;7
308;19422506779500;13
309;19422506781000;6
310;19422506781250;5
311;19422506781500;13
312;19422506781750;83
313;19422506782000;22
314;19422506782250;3
315;19425006597750;5
316;19425006598000;13
317;19425006598250;1
318;19425006598500;5
319;19425006599000;6
320;19425006599250;7
321;19425006607250;2
322;19425006607500;4
323;19425006607750;3
324;19425006608000;6
325;19425006608250;12
326;19425006608500;12
327;19425006608750;78
328;19425006609000;132
329;19425006609250;239
330;19425006609500;136
331;19425006609750;69
332;19425006610000;100
333;19425006610250;42
334;19425006610500;17
335;19425006610750;5
336;19425006611000;46
337;19425006611250;107
338;19425006611500;131
339;19425006611750;69
340;19425006612000;15
341;19425006612250;4
342;19425006760250;2
343;19425006781750;1
344;19425006782000;2
345;19425006811750;1
346;19427506596750;8
347;19427506597250;11
348;19427506597500;18
349;19427506597750;11
350;19427506598000;16
351;19427506598250;10
352;19427506598750;5
353;19427506599250;5
354;19427506607250;2
355;19427506607750;2
356;19427506608000;10
357;19427506608250;9
358;19427506608500;17
359;19427506608750;13
360;19427506609000;67
361;19427506609250;136
362;19427506609500;59
363;19427506609750;133
364;19427506610000;45
365;19427506610250;105
366;19427506610500;225
367;19427506610750;54
368;19427506611000;57
369;19427506611250;80
370;19427506611500;96
371;19427506611750;159
372;19427506614250;25
373;19427506757750;2
374;19427506761000;3
375;19427506761500;3
376;19427506807250;2
377;19427506807500;7
378;19427506807750;5
379;19427506811000;5
380;19427506811250;2
381;19430006596750;1
382;19430006597000;3
383;19430006597250;30
384;19430006597500;24
385;19430006597750;12
386;19430006598000;12
387;19430006598250;13
388;19430006598500;2
389;19430006607750;10
390;19430006608000;1
391;19430006608500;2
392;19430006609000;1
393;19430006609250;6
394;19430006609500;108
395;19430006609750;149
396;19430006610000;93
397;19430006610250;3
398;19430006610500;179
399;19430006610750;18
400;19430006611000;61
401;19430006611250;67
402;19430006611500;17
403;19430006611750;32
404;19430006614000;40
405;19430006614250;89
406;19430006614500;25
407;19430006757750;6
408;19430006758000;2
409;19430006759750;2
410;19430006760000;3
411;19430006761500;6
412;19430006761750;12
413;19430006762000;4
414;19430006764250;2
415;19430006765250;2
416;19430006765750;1
417;19430006766250;7
418;19430006768250;5
419;19430006807500;8
420;19430006811000;11
421;19430006811500;11
422;19430006811750;12
423;19430006812000;3
424;19432506596750;23
425;19432506597000;48
426;19432506597250;79
427;19432506597500;93
428;19432506597750;83
429;19432506598000;31
430;19432506598250;8
431;19432506609500;5
432;19432506609750;4
433;19432506610250;5
434;19432506610500;73
435;19432506610750;5
436;19432506611000;40
437;19432506611250;29
438;19432506611500;10
439;19432506611750;30
440;19432506612000;24
441;19432506612250;5
442;19432506614000;4
443;19432506614250;52
444;19432506614500;13
445;19432506757750;8
446;19432506758000;2
447;19432506759750;1
448;19432506760000;5
449;19432506760250;2
450;19432506761500;18
451;19432506761750;12
452;19432506764250;18
453;19432506764500;12
454;19432506765500;10
455;19432506765750;5
456;19432506766000;10
457;19432506766250;3
458;19432506767750;5
459;19432506768000;3
