ogc_fid;SSBID0250M;pop_tot
1;19257506617500;5
2;19257506618000;3
3;19260006618000;4
4;19260006618250;4
5;19262506617000;7
6;19262506617250;9
7;19262506617500;13
8;19262506617750;4
9;19262506618000;1
10;19262506618250;5
11;19262506618500;5
12;19265006616750;15
13;19265006617000;52
14;19265006617250;20
15;19265006617500;5
16;19265006618000;2
17;19265006618250;1
18;19265006618500;5
19;19267506617000;14
20;19267506617250;14
21;19267506617500;2
22;19270006617000;13
23;19272506617000;6
24;19272506617250;4
25;19392506806250;1
26;19392506806500;3
27;19395006806250;3
28;19395006806500;2
29;19397506630750;7
30;19400006630500;12
31;19400006630750;21
32;19402506603750;1
33;19402506630250;20
34;19402506630500;14
35;19402506630750;21
36;19405006630750;7
37;19405006631000;2
38;19405006808000;1
39;19405006808250;1
40;19410006601250;3
41;19410006603750;29
42;19410006604000;4
43;19412506601000;2
44;19412506601250;22
45;19412506601500;12
46;19412506602250;10
47;19412506602500;16
48;19412506602750;14
49;19412506603750;16
50;19412506604750;6
51;19412506606500;8
52;19412506782000;12
53;19412506782500;5
54;19415006600500;4
55;19415006600750;25
56;19415006601000;71
57;19415006601250;11
58;19415006601500;2
59;19415006601750;25
60;19415006602000;15
61;19415006602250;7
62;19415006602500;8
63;19415006602750;24
64;19415006603500;1
65;19415006603750;6
66;19415006604250;8
67;19415006604750;14
68;19415006605000;9
69;19415006606500;9
70;19415006606750;5
71;19415006782000;1
72;19415006782250;10
73;19415006782500;1
74;19415006782750;2
75;19417506598500;3
76;19417506598750;3
77;19417506599750;2
78;19417506600500;27
79;19417506600750;31
80;19417506601000;8
81;19417506601250;9
82;19417506601500;9
83;19417506601750;10
84;19417506602000;7
85;19417506602250;2
86;19417506602750;10
87;19417506603000;6
88;19417506603250;15
89;19417506603500;5
90;19417506603750;6
91;19417506604000;3
92;19417506604250;16
93;19417506604500;7
94;19417506604750;40
95;19417506605000;6
96;19417506605250;10
97;19417506605750;7
98;19417506606000;5
99;19417506606250;7
100;19417506606500;29
101;19417506606750;55
102;19417506607000;10
103;19417506781750;3
104;19417506782000;15
105;19417506782250;10
106;19417506782500;15
107;19417506782750;3
108;19420006598000;5
109;19420006598750;2
110;19420006599000;1
111;19420006600000;9
112;19420006600250;4
113;19420006600500;56
114;19420006600750;7
115;19420006602750;9
116;19420006603000;9
117;19420006603250;8
118;19420006603500;7
119;19420006604500;15
120;19420006604750;10
121;19420006605000;21
122;19420006605250;28
123;19420006605500;18
124;19420006605750;31
125;19420006606000;10
126;19420006606250;15
127;19420006606500;14
128;19420006606750;16
129;19420006782000;19
130;19420006782250;6
131;19420006782500;2
132;19420006782750;8
133;19422506597750;15
134;19422506598000;6
135;19422506599750;3
136;19422506600000;5
137;19422506600250;2
138;19422506600500;7
139;19422506603000;2
140;19422506603750;20
141;19422506604000;2
142;19422506604750;23
143;19422506605000;30
144;19422506605250;13
145;19422506605500;26
146;19422506605750;6
147;19422506606000;27
148;19422506606250;18
149;19422506606500;18
150;19422506607000;4
151;19422506609500;7
152;19422506609750;46
153;19422506610000;31
154;19422506610250;47
155;19422506610500;31
156;19422506612000;8
157;19422506771750;9
158;19422506772000;4
159;19422506782000;56
160;19422506782250;26
161;19422506782750;2
162;19422506783000;1
163;19422506811250;1
164;19425006597750;29
165;19425006598000;14
166;19425006598250;13
167;19425006599750;3
168;19425006600250;8
169;19425006603000;2
170;19425006603500;5
171;19425006603750;1
172;19425006604500;10
173;19425006605000;22
174;19425006605250;18
175;19425006605500;16
176;19425006605750;20
177;19425006606000;22
178;19425006606250;12
179;19425006606500;39
180;19425006606750;16
181;19425006607000;37
182;19425006607250;9
183;19425006607500;10
184;19425006607750;11
185;19425006608000;30
186;19425006609250;10
187;19425006609500;69
188;19425006609750;135
189;19425006610000;81
190;19425006610250;101
191;19425006610500;55
192;19425006623250;5
193;19425006623500;6
194;19425006623750;1
195;19425006771500;4
196;19425006771750;2
197;19425006781250;4
198;19425006782000;35
199;19425006782250;50
200;19425006782500;10
201;19425006782750;19
202;19427506597500;6
203;19427506597750;20
204;19427506598000;37
205;19427506598250;23
206;19427506598500;1
207;19427506599750;10
208;19427506600000;12
209;19427506600250;2
210;19427506605000;4
211;19427506605250;17
212;19427506605500;11
213;19427506605750;32
214;19427506606000;4
215;19427506606250;44
216;19427506606500;25
217;19427506606750;23
218;19427506607000;5
219;19427506607250;3
220;19427506607500;6
221;19427506607750;15
222;19427506608000;19
223;19427506608250;12
224;19427506609250;39
225;19427506609500;58
226;19427506609750;61
227;19427506610000;19
228;19427506610250;31
229;19427506610500;75
230;19427506610750;81
231;19427506611000;8
232;19427506623250;5
233;19427506623500;3
234;19427506771500;2
235;19427506771750;1
236;19427506779000;7
237;19427506779250;16
238;19427506781000;3
239;19427506781250;7
240;19427506781750;11
241;19427506782000;30
242;19427506782250;10
243;19427506782500;9
244;19430006597750;1
245;19430006598000;105
246;19430006598250;11
247;19430006598500;7
248;19430006599750;2
249;19430006605500;5
250;19430006606000;28
251;19430006606250;61
252;19430006606750;7
253;19430006607250;23
254;19430006607500;25
255;19430006607750;5
256;19430006608000;12
257;19430006608250;72
258;19430006608500;67
259;19430006608750;29
260;19430006609000;49
261;19430006609250;70
262;19430006609500;92
263;19430006609750;17
264;19430006610000;89
265;19430006610250;66
266;19430006610500;136
267;19430006610750;158
268;19430006611000;7
269;19430006611250;1
270;19430006612000;2
271;19430006623500;7
272;19430006779000;3
273;19430006779250;19
274;19430006779500;13
275;19430006781250;6
276;19430006781500;2
277;19430006781750;22
278;19430006782000;7
279;19430006782250;4
280;19432506597500;4
281;19432506597750;2
282;19432506598000;106
283;19432506598250;18
284;19432506598500;2
285;19432506607000;5
286;19432506607250;16
287;19432506607500;5
288;19432506607750;14
289;19432506608000;20
290;19432506608250;51
291;19432506608500;42
292;19432506608750;70
293;19432506609000;149
294;19432506609250;172
295;19432506609500;75
296;19432506609750;45
297;19432506610000;126
298;19432506610250;34
299;19432506610500;46
300;19432506610750;40
301;19432506611000;58
302;19432506611250;21
303;19432506611500;64
304;19432506611750;32
305;19432506612000;82
306;19432506612250;54
307;19432506612500;13
308;19432506623750;6
309;19432506624000;1
310;19432506779250;11
311;19432506779500;19
312;19432506781000;8
313;19432506781250;6
314;19432506781500;13
315;19432506781750;87
316;19432506782000;41
317;19432506782250;3
318;19435006598000;17
319;19435006598250;1
320;19435006598500;5
321;19435006599000;1
322;19435006599250;13
323;19435006607250;2
324;19435006607500;4
325;19435006607750;11
326;19435006608000;6
327;19435006608250;10
328;19435006608500;11
329;19435006608750;67
330;19435006609000;144
331;19435006609250;247
332;19435006609500;143
333;19435006609750;55
334;19435006610000;112
335;19435006610250;44
336;19435006610500;24
337;19435006610750;4
338;19435006611000;37
339;19435006611250;102
340;19435006611500;123
341;19435006611750;92
