ogc_fid;SSBID0250M;pop_tot
1;19250006618000;7
2;19250006618250;1
3;19252506617000;16
4;19252506617250;14
5;19252506617500;9
6;19252506618000;4
7;19252506618250;5
8;19252506618500;5
9;19255006616750;13
10;19255006617000;30
11;19255006617250;18
12;19255006617500;17
13;19255006618000;2
14;19255006618250;1
15;19255006618500;4
16;19257506616750;1
17;19257506617000;8
18;19257506617250;28
19;19257506617500;2
20;19260006617000;16
21;19262506617000;4
22;19262506617250;4
23;19382506806500;2
24;19385006806500;3
25;19387506630750;10
26;19390006630500;21
27;19390006630750;24
28;19390006631000;1
29;19392506630250;3
30;19392506630500;11
31;19392506630750;19
32;19392506631000;10
33;19395006630750;6
34;19395006631000;3
35;19395006808250;1
36;19400006601250;2
37;19400006603750;25
38;19400006604000;2
39;19402506601000;2
40;19402506601250;30
41;19402506601500;6
42;19402506602250;3
43;19402506602500;19
44;19402506602750;13
45;19402506603750;9
46;19402506604000;2
47;19402506604250;2
48;19402506604750;10
49;19402506606500;5
50;19402506782000;11
51;19402506782500;4
52;19405006600500;1
53;19405006600750;25
54;19405006601000;68
55;19405006601250;19
56;19405006601500;5
57;19405006601750;19
58;19405006602000;16
59;19405006602250;4
60;19405006602500;10
61;19405006602750;21
62;19405006603750;10
63;19405006604000;4
64;19405006604250;2
65;19405006604750;26
66;19405006605000;12
67;19405006606500;12
68;19405006606750;7
69;19405006782000;2
70;19405006782250;14
71;19405006782500;2
72;19407506598250;1
73;19407506598500;3
74;19407506598750;5
75;19407506599750;2
76;19407506600500;34
77;19407506600750;38
78;19407506601000;11
79;19407506601250;6
80;19407506601500;17
81;19407506601750;6
82;19407506602000;10
83;19407506602250;1
84;19407506602750;7
85;19407506603000;9
86;19407506603250;17
87;19407506603500;9
88;19407506603750;6
89;19407506604000;5
90;19407506604250;14
91;19407506604500;9
92;19407506604750;45
93;19407506605000;5
94;19407506605250;10
95;19407506605750;13
96;19407506606000;2
97;19407506606250;11
98;19407506606500;27
99;19407506606750;40
100;19407506607000;7
101;19407506781750;4
102;19407506782000;10
103;19407506782250;11
104;19407506782500;8
105;19407506782750;11
106;19410006598000;6
107;19410006599750;1
108;19410006600000;11
109;19410006600250;6
110;19410006600500;45
111;19410006600750;4
112;19410006602750;8
113;19410006603000;8
114;19410006603250;3
115;19410006603500;6
116;19410006604250;1
117;19410006604500;10
118;19410006604750;12
119;19410006605000;18
120;19410006605250;15
121;19410006605500;20
122;19410006605750;36
123;19410006606000;11
124;19410006606250;15
125;19410006606500;19
126;19410006606750;13
127;19410006607000;12
128;19410006610250;1
129;19410006771750;3
130;19410006782000;27
131;19410006782250;5
132;19410006782500;1
133;19410006782750;5
134;19412506597750;8
135;19412506598000;5
136;19412506599750;3
137;19412506600000;3
138;19412506600250;3
139;19412506600500;6
140;19412506603000;5
141;19412506603750;19
142;19412506604000;2
143;19412506604750;13
144;19412506605000;33
145;19412506605250;24
146;19412506605500;13
147;19412506605750;11
148;19412506606000;26
149;19412506606250;11
150;19412506606500;17
151;19412506607000;3
152;19412506609500;39
153;19412506609750;62
154;19412506610000;33
155;19412506610250;51
156;19412506610500;43
157;19412506771750;8
158;19412506782000;47
159;19412506782250;22
160;19412506782750;2
161;19412506783000;1
162;19415006597750;14
163;19415006598000;14
164;19415006598250;13
165;19415006599750;7
166;19415006600250;13
167;19415006603000;2
168;19415006603500;3
169;19415006603750;3
170;19415006604500;7
171;19415006605000;27
172;19415006605250;12
173;19415006605500;14
174;19415006605750;30
175;19415006606000;24
176;19415006606250;25
177;19415006606500;39
178;19415006606750;26
179;19415006607000;33
180;19415006607250;11
181;19415006607500;4
182;19415006607750;12
183;19415006608000;20
184;19415006609250;19
185;19415006609500;130
186;19415006609750;148
187;19415006610000;149
188;19415006610250;138
189;19415006610500;50
190;19415006623250;2
191;19415006623750;2
192;19415006771500;3
193;19415006771750;4
194;19415006781250;4
195;19415006782000;35
196;19415006782250;45
197;19415006782500;6
198;19415006782750;17
199;19417506597500;2
200;19417506597750;18
201;19417506598000;24
202;19417506598250;25
203;19417506598500;1
204;19417506599750;6
205;19417506600000;10
206;19417506600250;4
207;19417506605000;2
208;19417506605250;16
209;19417506605500;16
210;19417506605750;25
211;19417506606000;3
