ogc_fid;SSBID0250M;pop_tot
1;19250006618000;6
2;19250006618250;1
3;19252506617000;21
4;19252506617250;19
5;19252506617500;9
6;19252506618000;4
7;19252506618250;8
8;19252506618500;6
9;19255006616750;13
10;19255006617000;20
11;19255006617250;23
12;19255006617500;17
13;19255006618000;2
14;19255006618250;4
15;19255006618500;3
16;19257506617000;10
17;19257506617250;19
18;19257506617500;5
19;19260006617000;15
20;19262506617000;4
21;19262506617250;4
22;19267506617250;2
23;19382506806500;2
24;19385006806500;2
25;19387506630750;15
26;19390006630500;12
27;19390006630750;22
28;19392506630250;3
29;19392506630500;9
30;19392506630750;19
31;19392506631000;12
32;19395006630500;1
33;19395006630750;6
34;19395006631000;2
35;19395006808000;1
36;19395006808250;1
37;19400006601250;2
38;19400006603750;24
39;19400006604000;2
40;19402506601000;2
41;19402506601250;29
42;19402506601500;5
43;19402506602250;7
44;19402506602500;17
45;19402506602750;15
46;19402506603750;10
47;19402506604000;2
48;19402506604750;14
49;19402506606500;5
50;19402506782000;11
51;19402506782500;3
52;19405006600500;2
53;19405006600750;26
54;19405006601000;61
55;19405006601250;25
56;19405006601500;7
57;19405006601750;19
58;19405006602000;16
59;19405006602250;5
60;19405006602500;9
61;19405006602750;20
62;19405006603500;1
63;19405006603750;11
64;19405006604000;8
65;19405006604250;2
66;19405006604750;28
67;19405006605000;12
68;19405006606500;16
69;19405006606750;2
70;19405006782000;2
71;19405006782250;12
72;19405006782500;4
73;19407506598250;1
74;19407506598500;2
75;19407506598750;5
76;19407506599750;5
77;19407506600500;35
78;19407506600750;44
79;19407506601000;12
80;19407506601250;6
81;19407506601500;15
82;19407506601750;5
83;19407506602000;10
84;19407506602250;1
85;19407506602750;6
86;19407506603000;9
87;19407506603250;17
88;19407506603500;13
89;19407506603750;7
90;19407506604000;2
91;19407506604250;13
92;19407506604500;9
93;19407506604750;48
94;19407506605000;3
95;19407506605250;8
96;19407506605750;13
97;19407506606000;2
98;19407506606250;12
99;19407506606500;30
100;19407506606750;52
101;19407506607000;6
102;19407506781750;4
103;19407506782000;10
104;19407506782250;11
105;19407506782500;11
106;19407506782750;11
107;19410006598000;6
108;19410006599750;1
109;19410006600000;11
110;19410006600250;2
111;19410006600500;45
112;19410006600750;4
113;19410006602750;10
114;19410006603000;7
115;19410006603250;4
116;19410006603500;5
117;19410006604500;11
118;19410006604750;11
119;19410006605000;21
120;19410006605250;14
121;19410006605500;21
122;19410006605750;36
123;19410006606000;11
124;19410006606250;16
125;19410006606500;24
126;19410006606750;15
127;19410006607000;4
128;19410006610250;1
129;19410006771750;3
130;19410006782000;21
131;19410006782250;6
132;19410006782500;1
133;19410006782750;4
134;19412506597750;6
135;19412506598000;6
136;19412506599750;2
137;19412506600000;2
138;19412506600250;3
139;19412506600500;5
140;19412506603000;5
141;19412506603750;17
142;19412506604000;2
143;19412506604750;16
144;19412506605000;28
145;19412506605250;20
146;19412506605500;13
147;19412506605750;11
148;19412506606000;25
149;19412506606250;21
150;19412506606500;21
151;19412506607000;3
152;19412506609500;51
153;19412506609750;61
154;19412506610000;32
155;19412506610250;60
156;19412506610500;39
157;19412506771750;6
158;19412506782000;42
159;19412506782250;24
160;19412506782750;7
161;19412506783000;1
162;19415006597750;15
163;19415006598000;9
164;19415006598250;9
165;19415006599750;8
166;19415006600250;13
167;19415006603500;2
168;19415006603750;3
