ogc_fid;SSBID0250M;pop_tot
1;19250006618000;6
2;19250006618250;1
3;19252506617000;13
4;19252506617250;18
5;19252506617500;10
6;19252506618000;4
7;19252506618250;8
8;19252506618500;6
9;19255006616750;12
10;19255006617000;22
11;19255006617250;23
12;19255006617500;16
13;19255006618000;2
14;19255006618250;3
15;19255006618500;4
16;19257506617000;10
17;19257506617250;17
18;19257506617500;5
19;19260006617000;13
20;19262506617000;5
21;19262506617250;4
22;19267506617250;3
23;19382506806500;2
24;19385006806500;2
25;19387506630750;15
26;19390006630500;8
27;19390006630750;22
28;19392506630250;3
29;19392506630500;8
30;19392506630750;18
31;19392506631000;13
32;19395006630500;2
33;19395006630750;5
34;19395006631000;2
35;19395006808000;1
36;19395006808250;1
37;19400006601250;2
38;19400006603750;22
39;19402506601250;31
40;19402506601500;5
41;19402506602250;7
42;19402506602500;17
43;19402506602750;16
44;19402506603750;6
45;19402506604000;2
46;19402506604250;3
47;19402506604750;12
48;19402506606500;5
49;19402506782000;9
50;19402506782500;3
51;19405006600500;2
52;19405006600750;21
53;19405006601000;59
54;19405006601250;23
55;19405006601500;7
56;19405006601750;15
57;19405006602000;17
58;19405006602250;5
59;19405006602500;12
60;19405006602750;25
61;19405006603500;1
62;19405006603750;13
63;19405006604000;6
64;19405006604250;2
65;19405006604750;27
66;19405006605000;11
67;19405006606500;11
68;19405006606750;2
69;19405006782000;2
70;19405006782250;10
71;19405006782500;4
72;19407506598250;3
73;19407506598500;2
74;19407506598750;5
75;19407506599750;5
76;19407506600500;32
77;19407506600750;40
78;19407506601000;12
79;19407506601250;6
80;19407506601500;20
81;19407506601750;5
82;19407506602000;11
83;19407506602250;1
84;19407506602750;6
85;19407506603000;9
86;19407506603250;17
87;19407506603500;12
88;19407506603750;7
89;19407506604000;3
90;19407506604250;16
91;19407506604500;11
92;19407506604750;42
93;19407506605000;3
94;19407506605250;8
95;19407506605750;13
96;19407506606000;2
97;19407506606250;12
98;19407506606500;30
99;19407506606750;51
100;19407506607000;7
101;19407506781750;4
102;19407506782000;8
103;19407506782250;11
104;19407506782500;12
105;19407506782750;13
106;19410006598000;6
107;19410006599750;1
108;19410006600000;9
109;19410006600250;2
110;19410006600500;46
111;19410006600750;4
112;19410006602750;10
113;19410006603000;7
114;19410006603250;5
115;19410006603500;5
116;19410006604500;9
117;19410006604750;8
118;19410006605000;18
119;19410006605250;14
120;19410006605500;14
121;19410006605750;36
122;19410006606000;11
123;19410006606250;14
124;19410006606500;30
125;19410006606750;12
126;19410006607000;2
127;19410006610250;1
128;19410006771750;3
129;19410006782000;19
130;19410006782250;6
131;19410006782500;1
132;19410006782750;4
133;19412506597750;7
134;19412506598000;6
135;19412506599750;2
136;19412506600000;2
137;19412506600250;4
138;19412506600500;5
139;19412506603000;5
140;19412506603750;17
141;19412506604000;2
142;19412506604750;18
143;19412506605000;29
144;19412506605250;19
145;19412506605500;19
146;19412506605750;10
147;19412506606000;25
148;19412506606250;19
149;19412506606500;20
150;19412506607000;3
151;19412506609500;60
152;19412506609750;57
153;19412506610000;30
154;19412506610250;57
155;19412506610500;38
156;19412506771750;6
157;19412506782000;40
158;19412506782250;25
159;19412506782750;8
160;19412506783000;1
161;19415006597750;14
162;19415006598000;9
163;19415006598250;10
164;19415006599750;8
165;19415006600250;12
166;19415006603500;3
167;19415006603750;3
168;19415006604500;7
