ogc_fid;pop_tot;ssbid250m
7529;108;22717506576750
7530;5;22722506577000
7531;2;22717506577000
7532;6;22722506577250
7533;14;22735006577250
7534;13;22730006577250
7535;4;22732506577250
7536;33;22735006577500
7537;59;22735006577750
7538;5;22720006577500
7539;1;22717506578000
7540;5;22720006578000
7541;3;22722506578000
7542;41;22727506577250
7543;18;22725006577250
7544;5;22727506577500
7545;38;22727506577750
7546;4;22725006577750
7547;2;22727506578000
7548;12;22725006578000
7549;8;22725006578250
7550;334;22742506576500
7551;66;22737506576500
7552;252;22742506576750
7553;111;22740006576750
7554;69;22737506576750
7555;49;22742506577000
7556;112;22737506577000
7557;8;22740006577000
7558;6;22742506577250
7559;94;22737506577250
7560;139;22750006576500
7561;150;22747506576500
7562;170;22745006576750
7563;164;22750006576750
7564;184;22747506576750
7565;135;22747506577000
7566;79;22745006577000
7567;43;22750006577000
7568;107;22747506577250
7569;75;22750006577250
7570;132;22740006577250
7571;47;22742506577500
7572;29;22737506577500
7573;205;22740006577500
7574;178;22740006577750
7575;85;22742506577750
7576;139;22737506577750
7577;18;22742506578000
7578;20;22737506578000
7579;112;22740006578000
7580;133;22745006577250
7581;124;22745006577500
7582;140;22750006577500
7583;48;22747506577500
7584;388;22747506577750
7585;51;22745006577750
7586;101;22747506578000
7587;42;22750006578000
7588;6;22745006578000
7589;74;22740006578250
7590;2;22742506578250
7591;7;22740006578500
7592;14;22742506578500
7593;3;22742506578750
7594;41;22747506578250
7595;7;22745006578250
7596;93;22750006578250
7597;5;22750006578500
7598;2;22745006579000
7599;16;22747506579500
7600;102;22750006579500
7601;16;22745006579750
7602;150;22747506579750
7603;1;22737506579000
7604;240;22750006579750
7605;186;22750006580000
7606;50;22747506580000
7607;18;22750006580250
7608;3;22750006580500
7609;4;22747506580500
7610;6;22700006578000
7611;5;22687506578750
7612;1;22687506579000
7613;1;22700006579250
7614;8;22705006579500
7615;19;22707506579750
7616;3;22695006580250
7617;2;22700006580500
7618;76;22707506580500
7619;56;22705006580500
7620;67;22705006580750
7621;4;22690006580000
7622;2;22690006580250
7623;5;22690006580500
7624;1;22692506580500
7625;2;22690006580750
7626;8;22735006578000
7627;1;22732506578250
7628;23;22735006578250
7629;27;22735006578500
7630;3;22720006578250
7631;5;22720006578500
7632;2;22717506578750
7633;2;22722506578750
7634;7;22720006579000
7635;4;22735006578750
7636;5;22735006579000
7637;4;22732506579000
7638;3;22735006579250
7639;8;22712506579750
7640;2;22717506579000
7641;14;22722506579000
7642;74;22720006579250
7643;31;22717506579250
7644;6;22722506579250
7645;20;22717506579500
7646;77;22720006579500
7647;18;22720006579750
7648;1;22730006579750
7649;1;22735006579750
7650;10;22732506580000
7651;32;22717506579750
7652;5;22710006579750
7653;8;22715006580000
7654;4;22710006580000
7655;4;22710006580250
7656;9;22107506553250
7657;2;22102506553750
7658;2;22105006553750
7659;25;22107506554000
7660;8;22102506554000
7661;5;22105006554000
7662;4;22107506554250
7663;4;22092506554000
7664;5;22092506554250
7665;1;22090006554500
7666;5;22097506554000
7667;1;22095006554000
7668;2;22090006554750
7669;2;22110006554250
7670;4;22112506554250
7671;12;22115006554250
7672;2;22115006554500
7673;12;22115006554750
7674;4;22110006554750
7675;197;22127506554500
7676;9;22122506554750
7677;152;22127506554750
7678;88;22125006554750
7679;99;22127506555000
7680;64;22125006555000
7681;6;22122506555000
7682;1;22125006555250
7683;2;22112506554750
7684;2;22115006555000
7685;2;22120006554750
7686;2;22117506555000
7687;4;22120006555000
7688;1;22120006555250
7689;4;22117506555250
7690;3;22117506555500
7691;9;22122506555500
7692;1;22127506555500
7693;97;22127506555750
7694;12;22125006556000
7695;126;22127506556000
7696;93;22125006556250
7697;7;22117506556750
7698;9;22120006556750
7699;2;22117506557000
7700;3;22120006557250
7701;23;22127506556250
7702;39;22122506556250
7703;16;22127506556500
7704;153;22122506556500
7705;81;22125006556500
7706;13;22122506556750
7707;17;22125006556750
7708;4;22127506556750
7709;2;22122506557000
7710;3;22122506557250
7711;3;22090006557250
7712;1;22100006557750
7713;1;22105006558000
7714;3;22105006558250
7715;3;22102506558500
7716;5;22090006558750
7717;2;22092506558750
7718;2;22090006559250
7719;5;22090006559500
7720;2;22080006557500
7721;2;22080006557750
7722;10;22077506559000
7723;4;22062506559500
7724;6;22062506559750
7725;2;22060006559750
7726;2;22080006559750
7727;2;22115006557500
7728;2;22112506557750
7729;2;22110006557750
7730;1;22120006557500
7731;11;22117506557500
7732;5;22117506557750
7733;10;22117506558000
7734;2;22127506558000
7735;3;22125006558000
7736;10;22127506558250
7737;3;22125006558250
7738;5;22122506558250
7739;2;22122506560000
7740;1;22090006561000
7741;13;22092506561250
7742;5;22095006561750
7743;3;22095006562000
7744;8;22095006562250
7745;4;22082506563000
7746;5;22085006563000
7747;3;22060006563250
7748;2;22082506563500
7749;13;22085006563500
7750;8;22085006563750
7751;22;22085006564000
7752;4;22072506563250
7753;4;22085006564250
7754;6;22200006557750
7755;1;22200006558000
7756;3;22212506558250
7757;9;22212506558500
7758;1;22200006558500
7759;4;22200006558750
7760;9;22202506559000
7761;2;22200006559000
7762;6;22205006559000
7763;3;22220006558250
7764;15;22217506558250
7765;2;22217506558500
7766;4;22215006558750
7767;1;22215006559000
7768;6;22215006559250
7769;6;22217506559250
7770;4;22215006559500
7771;4;22207506559250
7772;3;22212506559750
7773;3;22205006559250
7774;8;22202506559250
7775;5;22200006559500
7776;2;22200006559750
7777;7;22200006560000
7778;7;22207506560250
7779;14;22212506560500
7780;2;22210006560500
7781;9;22205006560000
7782;6;22202506560000
7783;1;22205006560250
7784;1;22205006560500
7785;12;22200006560750
7786;7;22215006560000
7787;41;22255006559000
7788;4;22250006559000
7789;88;22255006559250
7790;126;22252506559250
7791;68;22252506559500
7792;164;22255006559500
7793;4;22250006559750
7794;23;22252506559750
7795;9;22260006559000
7796;25;22257506559000
7797;41;22257506559250
7798;1;22260006559500
7799;5;22257506559500
7800;55;22257506559750
7801;82;22260006559750
7802;13;22262506560000
7803;70;22257506560000
7804;131;22260006560000
7805;125;22262506560250
7806;19;22257506560250
7807;121;22260006560250
7808;46;22257506560500
7809;178;22262506560500
7810;60;22260006560500
7811;173;22255006559750
7812;4;22252506560000
7813;8;22250006560000
7814;184;22255006560000
7815;73;22255006560250
7816;22;22250006560250
7817;15;22252506560250
7818;106;22255006560500
7819;28;22252506560500
7820;56;22260006560750
7821;12;22257506560750
7822;102;22262506560750
7823;5;22260006561000
7824;68;22257506561000
7825;166;22262506561000
7826;26;22257506561250
7827;102;22262506561250
7828;142;22262506561500
7829;1;22245006561000
7830;4;22247506561250
7831;61;22255006560750
7832;7;22252506560750
7833;4;22252506561000
7834;1;22250006561000
7835;25;22255006561000
7836;67;22255006561250
7837;26;22255006561500
7838;62;22257506561500
7839;22;22260006561500
7840;33;22260006561750
7841;144;22262506561750
7842;96;22262506562000
7843;80;22260006562000
7844;4;22257506562000
7845;112;22260006562250
7846;15;22247506561500
7847;5;22247506561750
7848;2;22247506562250
7849;4;22212506560750
7850;63;22200006561000
7851;5;22202506561500
7852;2;22200006561500
7853;4;22205006561500
7854;9;22215006560750
7855;7;22217506561500
7856;10;22215006561500
7857;4;22217506561750
7858;6;22215006561750
7859;2;22220006561750
7860;2;22220006562000
7861;2;22217506562000
7862;2;22215006562000
7863;7;22217506562250
7864;2;22215006562250
7865;3;22220006562250
7866;2;22212506561500
7867;1;22212506561750
7868;2;22210006562250
7869;11;22202506561750
7870;4;22200006561750
7871;63;22202506562000
7872;44;22205006562250
7873;13;22202506562250
7874;25;22207506562500
7875;6;22207506562750
7876;6;22207506563000
7877;12;22210006563000
7878;8;22215006563000
7879;38;22205006562500
7880;2;22205006562750
7881;4;22205006563000
7882;4;22202506563000
7883;2;22205006563250
7884;47;22212506563000
7885;2;22207506563250
7886;5;22212506563250
7887;12;22212506563500
7888;3;22207506563500
7889;1;22227506560750
7890;1;22227506561000
7891;2;22227506561500
7892;1;22235006560750
7893;5;22230006560750
7894;6;22235006561000
7895;1;22232506561000
7896;11;22235006561250
7897;8;22230006561250
7898;11;22237506561000
7899;5;22227506561750
7900;1;22222506562000
7901;13;22232506561500
7902;2;22230006561750
7903;4;22235006561750
7904;8;22232506561750
7905;1;22235006562000
7906;6;22230006562250
7907;4;22235006562250
7908;1;22240006562250
7909;5;22237506562500
7910;3;22240006562500
7911;26;22240006562750
7912;16;22240006563000
7913;5;22225006562500
7914;4;22222506562500
7915;1;22227506562750
7916;3;22227506563000
7917;2;22232506562250
7918;14;22230006562500
7919;1;22232506562500
7920;10;22235006562500
7921;1;22230006562750
7922;2;22232506562750
7923;5;22235006562750
7924;2;22230006563000
7925;2;22230006563250
7926;1;22252506561750
7927;12;22255006561750
7928;20;22250006561750
7929;2;22250006562000
7930;13;22255006562000
7931;38;22255006562250
7932;47;22255006562500
7933;1;22250006562500
7934;50;22255006562750
7935;1;22252506562750
7936;9;22250006562750
7937;4;22252506563000
7938;20;22255006563000
7939;22;22245006563000
7940;22;22242506563000
7941;13;22247506563000
7942;300;22262506562250
7943;187;22257506562500
7944;266;22260006562500
7945;135;22262506562500
7946;127;22257506562750
7947;134;22260006562750
7948;107;22262506562750
7949;178;22260006563000
7950;82;22262506563000
7951;57;22257506563000
7952;36;22245006563250
7953;12;22242506563250
7954;13;22247506563250
7955;34;22247506563500
7956;8;22242506563500
7957;162;22247506563750
7958;3;22245006563750
7959;13;22247506564000
7960;4;22255006563250
7961;35;22250006563250
7962;114;22250006563500
7963;14;22255006563500
7964;69;22252506563500
7965;7;22255006563750
7966;73;22250006563750
7967;1;22252506563750
7968;67;22262506563250
7969;140;22257506563250
7970;104;22260006563250
7971;11;22260006563500
7972;48;22262506563500
7973;168;22257506563500
7974;151;22262506563750
7975;126;22260006563750
7976;112;22257506563750
7977;187;22262506564000
7978;173;22242506564000
7979;12;22245006564000
7980;288;22242506564250
7981;152;22247506564250
7982;139;22245006564250
7983;79;22247506564500
7984;327;22245006564500
7985;144;22242506564500
7986;161;22242506564750
7987;54;22255006564000
7988;5;22250006564000
7989;60;22250006564250
7990;81;22252506564250
7991;72;22255006564250
7992;76;22252506564500
7993;19;22255006564500
7994;163;22252506564750
7995;116;22257506564000
7996;281;22260006564000
7997;248;22257506564250
7998;209;22260006564250
7999;282;22262506564250
8000;160;22257506564500
8001;457;22262506564500
8002;187;22260006564500
8003;187;22257506564750
8004;361;22262506564750
8005;2;22217506563250
8006;24;22215006563250
8007;6;22217506563500
8008;33;22220006563750
8009;8;22217506563750
8010;53;22220006564000
8011;8;22205006563500
8012;2;22202506563750
8013;1;22200006563750
8014;4;22205006563750
8015;1;22212506564250
8016;3;22212506564500
8017;8;22210006564750
8018;1;22207506565250
8019;5;22217506565250
8020;15;22220006565500
8021;2;22207506565750
8022;6;22237506563250
8023;8;22240006563250
8024;27;22240006563500
8025;4;22240006563750
8026;134;22240006564000
8027;163;22240006564250
8028;5;22222506564000
8029;4;22222506564250
8030;9;22227506564250
8031;17;22225006564250
8032;36;22227506564500
8033;1;22227506564750
8034;2;22232506564500
8035;6;22230006564500
8036;18;22232506564750
8037;42;22230006564750
8038;246;22240006564500
8039;56;22237506564500
8040;91;22237506564750
8041;67;22240006564750
8042;67;22237506565000
8043;15;22237506565250
8044;14;22240006565250
8045;37;22240006565500
8046;43;22237506565500
8047;109;22235006564750
8048;43;22230006565000
8049;36;22232506565000
8050;25;22235006565000
8051;46;22235006565250
8052;12;22230006565250
8053;102;22232506565250
8054;15;22235006565500
8055;6;22230006565500
8056;10;22232506565500
8057;5;22225006564750
8058;2;22227506565000
8059;2;22225006565000
8060;4;22227506565250
8061;3;22227506565500
8062;5;22225006565500
8063;3;22222506565500
8064;4;22230006566250
8065;9;22232506566250
8066;9;22235006566500
8067;3;22225006565750
8068;3;22227506566000
8069;34;22240006565750
8070;5;22240006566000
8071;10;22240006566250
8072;6;22237506566250
8073;6;22237506566500
8074;4;22237506566750
8075;5;22240006566750
8076;4;22230006566500
8077;5;22235006567250
8078;114;22260006564750
8079;152;22260006565000
8080;314;22257506565000
8081;126;22262506565000
8082;161;22260006565250
8083;154;22257506565250
8084;60;22262506565250
8085;4;22262506565500
8086;98;22257506565500
8087;72;22260006565500
8088;196;22255006564750
8089;108;22255006565000
8090;166;22252506565000
8091;95;22250006565000
8092;305;22255006565250
8093;187;22252506565250
8094;165;22250006565250
8095;151;22250006565500
8096;112;22255006565500
8097;214;22252506565500
8098;228;22245006564750
8099;138;22245006565000
8100;64;22247506565000
8101;244;22242506565000
8102;142;22245006565250
8103;197;22247506565250
8104;8;22242506565250
8105;2;22245006565500
8106;74;22247506565500
8107;211;22247506565750
8108;113;22242506565750
8109;112;22245006565750
8110;193;22242506566000
8111;171;22245006566000
8112;165;22247506566000
8113;161;22242506566250
8114;47;22245006566250
8115;103;22247506566250
8116;96;22242506566500
8117;10;22255006565750
8118;180;22250006565750
8119;179;22252506565750
8120;239;22250006566000
8121;104;22252506566000
8122;159;22250006566250
8123;31;22252506566500
8124;41;22260006565750
8125;6;22257506565750
8126;14;22262506565750
8127;146;22260006566000
8128;39;22257506566000
8129;117;22262506566000
8130;153;22257506566250
8131;142;22260006566250
8132;214;22262506566250
8133;175;22257506566500
8134;211;22250006566500
8135;75;22255006566500
8136;24;22252506566750
8137;11;22250006566750
8138;17;22255006566750
8139;4;22250006567000
8140;4;22255006567000
8141;16;22252506567000
8142;5;22255006567250
8143;5;22250006567250
8144;143;22260006566500
8145;147;22262506566500
8146;120;22260006566750
8147;88;22262506566750
8148;98;22257506566750
8149;2;22257506567000
8150;7;22260006567000
8151;115;22247506566500
8152;47;22245006566500
8153;36;22247506566750
8154;49;22245006566750
8155;1;22242506566750
8156;11;22247506567000
8157;61;22255006567500
8158;57;22255006567750
8159;5;22252506567750
8160;6;22250006567750
8161;14;22255006568000
8162;8;22205006566500
8163;1;22202506566500
8164;4;22200006566500
8165;2;22217506567000
8166;4;22217506567250
8167;10;22205006566750
8168;4;22200006567000
8169;3;22200006567250
8170;1;22200006567500
8171;4;22207506567500
8172;5;22207506567750
8173;2;22205006567500
8174;11;22205006567750
8175;2;22215006567500
8176;3;22215006568000
8177;6;22210006568000
8178;2;22210006568250
8179;3;22212506568250
8180;1;22210006568750
8181;1;22200006568750
8182;1;22205006569000
8183;9;22202506569000
8184;1;22215006568250
8185;2;22215006568500
8186;2;22225006567250
8187;5;22240006567000
8188;6;22240006567250
8189;3;22237506567250
8190;6;22240006567500
8191;3;22237506567500
8192;6;22237506568000
8193;2;22230006567250
8194;5;22235006567500
8195;4;22230006567500
8196;3;22235006567750
8197;8;22232506567750
8198;8;22235006568000
8199;3;22227506567250
8200;2;22222506567500
8201;3;22232506568500
8202;3;22230006568500
8203;4;22230006568750
8204;5;22232506568750
8205;2;22240006568250
8206;2;22240006568500
8207;5;22240006569500
8208;3;22237506570000
8209;2;22240006570000
8210;3;22237506570250
8211;17;22277506560250
8212;2;22272506560250
8213;2;22275006560250
8214;50;22272506560500
8215;10;22277506560500
8216;5;22275006560500
8217;2;22265006560000
8218;37;22265006560250
8219;50;22265006560500
8220;44;22282506560000
8221;37;22282506560250
8222;36;22282506560500
8223;4;22280006560500
8224;67;22282506560750
8225;34;22280006560750
8226;2;22282506561000
8227;6;22280006561000
8228;59;22272506560750
8229;50;22277506560750
8230;26;22275006560750
8231;16;22272506561000
8232;112;22275006561000
8233;41;22277506561000
8234;91;22275006561250
8235;116;22277506561250
8236;27;22277506561500
8237;17;22267506560750
8238;31;22265006560750
8239;18;22267506561000
8240;139;22265006561000
8241;56;22265006561250
8242;23;22280006561500
8243;7;22280006561750
8244;8;22282506561750
8245;92;22280006562000
8246;26;22282506562000
8247;59;22282506562250
8248;84;22280006562250
8249;11;22275006561500
8250;20;22277506561750
8251;48;22275006561750
8252;73;22272506561750
8253;39;22275006562000
8254;136;22277506562000
8255;150;22272506562000
8256;59;22275006562250
8257;130;22277506562250
8258;103;22265006561500
8259;102;22265006561750
8260;11;22270006562000
8261;10;22265006562000
8262;44;22270006562250
8263;15;22265006562250
8264;138;22272506562250
8265;66;22275006562500
8266;133;22277506562500
8267;180;22272506562500
8268;168;22277506562750
8269;83;22275006562750
8270;258;22272506562750
8271;185;22272506563000
8272;112;22275006563000
8273;123;22277506563000
8274;19;22265006562500
8275;80;22270006562500
8276;179;22270006562750
8277;26;22267506562750
8278;37;22265006563000
8279;106;22270006563000
8280;15;22267506563000
8281;2;22302506560000
8282;6;22305006560000
8283;2;22302506560250
8284;4;22305006560250
8285;4;22300006560500
8286;73;22285006560250
8287;161;22285006560500
8288;82;22285006560750
8289;10;22287506560750
8290;29;22287506561000
8291;12;22285006561000
8292;6;22297506560750
8293;1;22297506561000
8294;2;22297506561500
8295;4;22302506560750
8296;2;22305006560750
8297;6;22300006560750
8298;4;22305006561000
8299;5;22300006561000
8300;1;22305006561250
8301;5;22300006561250
8302;4;22287506561250
8303;16;22285006561250
8304;7;22285006561500
8305;69;22285006561750
8306;4;22287506561750
8307;5;22297506561750
8308;13;22297506562000
8309;18;22297506562250
8310;6;22300006561500
8311;2;22300006562000
8312;76;22285006562000
8313;6;22287506562000
8314;6;22285006562250
8315;86;22285006562500
8316;236;22285006562750
8317;20;22300006562500
8318;16;22300006562750
8319;1;22302506562750
8320;2;22300006563000
8321;2;22302506563000
8322;6;22305006563000
8323;4;22307506562000
8324;2;22320006563500
8325;1;22317506563500
8326;9;22322506563500
8327;2;22322506563750
8328;2;22322506564000
8329;5;22297506562750
8330;16;22297506563000
8331;2;22295006563000
8332;6;22292506563000
8333;116;22292506563250
8334;69;22287506562750
8335;230;22285006563000
8336;161;22287506563000
8337;33;22285006563250
8338;235;22287506563250
8339;15;22290006563500
8340;9;22302506563250
8341;1;22305006563250
8342;13;22300006563500
8343;10;22302506563500
8344;67;22300006563750
8345;22;22302506563750
8346;109;22300006564000
8347;73;22297506563250
8348;105;22295006563250
8349;102;22295006563500
8350;79;22292506563500
8351;4;22297506563500
8352;198;22295006563750
8353;120;22292506563750
8354;90;22297506563750
8355;163;22295006564000
8356;81;22297506564000
8357;12;22285006563500
8358;18;22285006563750
8359;33;22290006563750
8360;42;22285006564000
8361;44;22287506564000
8362;152;22290006564000
8363;22;22285006564250
8364;160;22290006564250
8365;200;22287506564250
8366;146;22292506564000
8367;20;22297506564250
8368;35;22295006564250
8369;53;22292506564250
8370;18;22292506564500
8371;16;22297506564500
8372;7;22295006564750
8373;111;22297506564750
8374;5;22292506564750
8375;30;22302506564000
8376;69;22300006564250
8377;5;22302506564250
8378;13;22300006564500
8379;103;22287506564500
8380;44;22285006564500
8381;5;22287506564750
8382;77;22285006564750
8383;16;22290006564750
8384;18;22287506565000
8385;35;22290006565000
8386;12;22285006565000
8387;13;22287506565250
8388;42;22300006564750
8389;4;22305006565000
8390;17;22300006565000
8391;16;22302506565250
8392;80;22305006565250
8393;15;22300006565250
8394;8;22302506565500
8395;11;22300006565500
8396;33;22305006565500
8397;12;22295006565000
8398;34;22297506565000
8399;1;22292506565000
8400;40;22295006565250
8401;35;22292506565250
8402;18;22292506565500
8403;2;22295006565500
8404;15;22297506565500
8405;48;22280006562500
8406;33;22282506562500
8407;84;22280006562750
8408;39;22282506562750
8409;85;22280006563000
8410;191;22282506563000
8411;65;22282506563250
8412;26;22280006563250
8413;129;22282506563500
8414;42;22280006563500
8415;28;22277506563250
8416;98;22275006563250
8417;182;22272506563250
8418;18;22277506563500
8419;30;22272506563500
8420;95;22275006563500
8421;232;22275006563750
8422;194;22277506563750
8423;266;22272506563750
8424;188;22272506564000
8425;23;22265006563250
8426;25;22270006563250
8427;11;22265006563750
8428;1;22265006564000
8429;74;22280006563750
8430;100;22282506563750
8431;191;22282506564000
8432;211;22280006564000
8433;56;22282506564250
8434;77;22280006564250
8435;53;22282506564500
8436;153;22280006564500
8437;184;22280006564750
8438;26;22282506564750
8439;190;22270006564000
8440;604;22267506564250
8441;123;22270006564250
8442;550;22265006564250
8443;537;22265006564500
8444;298;22270006564500
8445;464;22267506564500
8446;228;22265006564750
8447;131;22270006564750
8448;1;22277506564000
8449;181;22275006564000
8450;104;22275006564250
8451;129;22277506564250
8452;56;22272506564250
8453;46;22277506564500
8454;177;22272506564500
8455;26;22275006564500
8456;159;22272506564750
8457;107;22275006564750
8458;37;22277506564750
8459;153;22275006565000
8460;50;22277506565000
8461;61;22272506565000
8462;122;22275006565250
8463;66;22277506565250
8464;73;22272506565250
8465;95;22275006565500
8466;49;22277506565500
8467;10;22272506565500
8468;162;22267506564750
8469;110;22265006565000
8470;84;22270006565000
8471;102;22267506565000
8472;100;22267506565250
8473;41;22270006565250
8474;100;22265006565250
8475;84;22270006565500
8476;82;22265006565500
8477;144;22267506565500
8478;9;22282506565000
8479;43;22280006565000
8480;2;22282506565250
8481;50;22280006565250
8482;19;22282506565500
8483;123;22280006565500
8484;76;22282506565750
8485;93;22280006565750
8486;86;22282506566000
8487;16;22280006566000
8488;143;22267506565750
8489;103;22265006565750
8490;99;22270006565750
8491;178;22267506566000
8492;89;22265006566000
8493;36;22270006566000
8494;97;22267506566250
8495;169;22265006566250
8496;112;22270006566250
8497;190;22265006566500
8498;1;22310006564500
8499;3;22312506564750
8500;3;22320006564750
8501;6;22322506564500
8502;1;22325006564500
8503;3;22325006564750
8504;5;22322506564750
8505;7;22322506565500
8506;41;22310006565000
8507;31;22307506565000
8508;4;22312506565000
8509;186;22310006565250
8510;2;22312506565250
8511;118;22307506565250
8512;5;22312506565500
8513;55;22307506565500
8514;59;22310006565500
8515;1;22332506565500
8516;8;22317506564750
8517;4;22320006565000
8518;23;22317506565000
8519;22;22317506565250
8520;1;22315006565250
8521;11;22317506565500
8522;5;22320006565500
8523;4;22322506566750
8524;3;22315006565750
8525;3;22310006565750
8526;6;22312506565750
8527;92;22307506565750
8528;18;22307506566000
8529;4;22312506566000
8530;10;22307506566250
8531;2;22312506566250
8532;6;22312506566500
8533;6;22285006565250
8534;2;22290006565250
8535;12;22287506565500
8536;9;22290006565500
8537;31;22285006566000
8538;26;22297506565750
8539;6;22297506566000
8540;3;22295006566000
8541;6;22292506566250
8542;8;22302506565750
8543;6;22300006565750
8544;36;22302506566000
8545;4;22305006566000
8546;27;22305006566250
8547;39;22302506566250
8548;4;22290006566250
8549;132;22285006566250
8550;2;22290006566500
8551;10;22285006566500
8552;10;22287506566500
8553;10;22285006566750
8554;8;22292506566500
8555;15;22292506567250
8556;2;22302506566500
8557;2;22305006567000
8558;7;22290006567000
8559;2;22287506567000
8560;1;22285006567000
8561;12;22290006567250
8562;15;22287506567250
8563;2;22302506568000
8564;4;22300006568000
8565;3;22295006567500
8566;12;22292506567500
8567;2;22292506567750
8568;11;22295006567750
8569;7;22292506568000
8570;11;22295006568000
8571;5;22297506568000
8572;6;22297506568250
8573;5;22290006567750
8574;8;22290006568000
8575;141;22275006565750
8576;72;22272506565750
8577;19;22277506565750
8578;149;22275006566000
8579;85;22272506566000
8580;53;22277506566000
8581;67;22277506566250
8582;108;22272506566250
8583;123;22275006566250
8584;4;22277506566500
8585;123;22282506566250
8586;54;22282506566500
8587;71;22282506566750
8588;2;22280006566750
8589;2;22282506567000
8590;8;22280006567000
8591;5;22282506567250
8592;4;22280006567250
8593;9;22270006566500
8594;192;22267506566500
8595;6;22270006566750
8596;210;22265006566750
8597;62;22267506566750
8598;147;22265006567000
8599;7;22270006567000
8600;153;22267506567000
8601;1;22270006567250
8602;96;22267506567250
8603;39;22272506566500
8604;79;22275006566500
8605;4;22277506566750
8606;2;22275006567000
8607;1;22277506567250
8608;102;22265006567250
8609;127;22267506567500
8610;6;22265006567500
8611;7;22265006567750
8612;1;22267506567750
8613;13;22267506568000
8614;2;22265006568000
8615;2;22267506568250
8616;67;22265006568500
8617;5;22267506568500
8618;198;22265006568750
8619;49;22267506568750
8620;3;22270006568750
8621;6;22275006568500
8622;10;22275006568750
8623;3;22272506569000
8624;3;22282506569000
8625;4;22280006569250
8626;6;22280006569500
8627;12;22282506569750
8628;6;22280006569750
8629;1;22317506566500
8630;15;22315006566500
8631;2;22315006566750
8632;2;22315006567000
8633;5;22317506567250
8634;5;22307506566500
8635;8;22310006566500
8636;8;22312506566750
8637;3;22310006566750
8638;2;22307506567000
8639;15;22310006567250
8640;1;22322506567500
8641;2;22325006567500
8642;6;22310006567500
8643;1;22312506568000
8644;1;22330006567750
8645;2;22330006568000
8646;5;22327506568000
8647;2;22315006567250
8648;4;22317506567500
8649;5;22320006567750
8650;2;22317506567750
8651;5;22315006567750
8652;2;22315006568000
8653;5;22320006568250
8654;2;22317506568250
8655;4;22320006568500
8656;2;22317506568500
8657;1;22315006568500
8658;2;22325006568250
8659;3;22322506568250
8660;4;22322506568500
8661;2;22325006569000
8662;3;22322506569000
8663;2;22325006569250
8664;5;22312506568250
8665;10;22312506568500
8666;10;22312506568750
8667;1;22300006568250
8668;2;22300006568500
8669;13;22295006568250
8670;9;22292506568250
8671;15;22295006568500
8672;3;22292506568500
8673;1;22295006568750
8674;15;22297506568750
8675;10;22297506569000
8676;4;22292506569000
8677;5;22285006569250
8678;7;22305006569500
8679;4;22300006569500
8680;7;22300006569750
8681;5;22305006569750
8682;2;22287506569750
8683;2;22287506570000
8684;8;22285006570250
8685;44;22287506570250
8686;8;22155006560750
8687;7;22157506561000
8688;3;22155006561000
8689;2;22157506561250
8690;5;22155006561500
8691;5;22160006561250
8692;1;22170006561500
8693;2;22152506561500
8694;6;22155006561750
8695;2;22152506561750
8696;2;22157506561750
8697;2;22155006562000
8698;3;22170006563250
8699;4;22170006563500
8700;5;22167506563750
8701;5;22170006564000
8702;3;22177506562500
8703;10;22177506562750
8704;1;22175006562750
8705;4;22172506562750
8706;16;22177506563000
8707;8;22197506564000
8708;9;22187506564250
8709;9;22185006564250
8710;10;22185006564750
8711;1;22172506564000
8712;2;22175006564000
8713;2;22177506564250
8714;2;22172506564250
8715;5;22175006564250
8716;3;22172506564500
8717;2;22175006564500
8718;2;22195006564250
8719;1;22197506564500
8720;5;22195006564750
8721;6;22197506564750
8722;1;22167506564000
8723;5;22165006564750
8724;13;22167506565250
8725;3;22167506565500
8726;2;22167506565750
8727;10;22167506566000
8728;2;22167506566250
8729;3;22165006566500
8730;4;22167506566500
8731;2;22167506566750
8732;14;22185006565000
8733;8;22182506565250
8734;10;22172506565750
8735;3;22175006565750
8736;1;22175006566000
8737;3;22172506566000
8738;1;22172506566250
8739;1;22190006565750
8740;23;22192506565750
8741;16;22180006565750
8742;3;22182506565750
8743;2;22182506566000
8744;10;22180006566000
8745;18;22172506566500
8746;9;22172506566750
8747;3;22197506567000
8748;7;22197506567250
8749;4;22157506567250
8750;15;22162506568000
8751;5;22157506567500
8752;5;22155006567500
8753;5;22157506567750
8754;2;22157506568000
8755;4;22167506567500
8756;3;22170006567500
8757;19;22165006567750
8758;15;22167506567750
8759;20;22170006567750
8760;28;22165006568000
8761;3;22167506568250
8762;2;22165006568250
8763;5;22165006568500
8764;2;22152506568500
8765;8;22157506569000
8766;8;22162506568250
8767;1;22162506568500
8768;5;22162506568750
8769;4;22160006568750
8770;9;22162506569000
8771;4;22160006569000
8772;1;22162506569250
8773;7;22160006569250
8774;2;22155006569000
8775;1;22157506569250
8776;6;22162506570000
8777;10;22172506567750
8778;1;22177506568000
8779;2;22192506568000
8780;2;22197506568500
8781;7;22197506568750
8782;2;22195006569000
8783;2;22180006568250
8784;1;22185006568500
8785;2;22185006568750
8786;3;22192506568250
8787;6;22192506569000
8788;2;22177506568250
8789;9;22192506569250
8790;3;22182506569000
8791;5;22185006569250
8792;1;22182506569250
8793;8;22185006569500
8794;3;22182506569500
8795;5;22185006569750
8796;1;22130006567500
8797;3;22130006567750
8798;4;22142506568750
