ogc_fid;pop_tot;ssbid250m
134263;2;22475006797750
134264;7;22472506797750
134265;4;22470006798000
134266;1;22472506798000
134267;2;22475006798000
134268;8;22477506797500
134269;1;22477506797750
134270;2;22477506798000
134271;2;22470006798250
134272;5;22467506798250
134273;1;22465006798250
134274;3;22462506798500
134275;3;22465006798750
134276;4;22465006799000
134277;2;22462506799000
134278;4;22525006800500
134279;6;22500006801250
134280;4;22495006802000
134281;4;22500006801750
134282;6;22502506801750
134283;1;22487506802000
134284;15;22527506800500
134285;10;22530006800500
134286;4;22530006800750
134287;3;22525006801000
134288;19;22525006801250
134289;10;22525006801500
134290;2;22517506802000
134291;7;22525006801750
134292;12;22522506801750
134293;3;22520006802000
134294;9;22530006802000
134295;17;22530006802250
134296;21;22527506802250
134297;4;22527506802500
134298;2;22530006802500
134299;5;22515006802500
134300;5;22515006802750
134301;2;22512506802750
134302;10;22517506802750
134303;3;22512506803000
134304;8;22517506803000
134305;8;22522506802500
134306;26;22525006802500
134307;7;22522506802750
134308;3;22525006802750
134309;2;22522506803000
134310;8;22520006803000
134311;2;22525006803000
134312;1;22530006802750
134313;5;22527506803000
134314;2;22530006803000
134315;9;22530006803750
134316;8;22527506803750
134317;2;22512506803250
134318;4;22515006803500
134319;8;22515006803750
134320;1;22467506802500
134321;3;22467506803000
134322;2;22465006803000
134323;1;22472506802500
134324;1;22475006802500
134325;3;22470006803000
134326;2;22487506802500
134327;6;22482506802250
134328;4;22477506803250
134329;4;22482506803750
134330;4;22482506804000
134331;6;22467506803250
134332;2;22462506803250
134333;2;22462506803500
134334;1;22467506803500
134335;6;22485006803750
134336;10;22490006802500
134337;1;22500006803500
134338;4;22502506803750
134339;1;22497506804000
134340;6;22505006803250
134341;10;22510006803250
134342;1;22505006803500
134343;6;22507506803750
134344;2;22522506803250
134345;8;22525006803250
134346;4;22522506803500
134347;1;22525006803750
134348;3;22520006803750
134349;1;22522506803750
134350;4;22462506804250
134351;5;22462506804500
134352;1;22467506804500
134353;6;22462506804750
134354;1;22467506804750
134355;3;22475006804500
134356;9;22470006804750
134357;8;22462506805000
134358;9;22467506805000
134359;4;22465006805000
134360;3;22467506805250
134361;1;22462506805250
134362;7;22465006805250
134363;8;22467506805500
134364;4;22465006805500
134365;4;22477506805500
134366;2;22482506805500
134367;8;22470006805000
134368;3;22472506805000
134369;4;22475006805250
134370;1;22470006805250
134371;7;22472506805250
134372;7;22472506805500
134373;3;22475006805500
134374;1;22487506804750
134375;1;22485006804750
134376;4;22487506805000
134377;2;22487506805250
134378;1;22485006805250
134379;2;22487506805500
134380;9;22485006805500
134381;1;22467506805750
134382;6;22462506805750
134383;3;22465006806250
134384;2;22467506806500
134385;4;22477506805750
134386;7;22477506806000
134387;28;22480006806000
134388;14;22480006806250
134389;4;22347506801000
134390;1;22342506801250
134391;1;22340006801000
134392;2;22337506801000
134393;6;22340006801500
134394;4;22332506802250
134395;1;22327506802500
134396;2;22327506802750
134397;2;22335006803000
134398;2;22335006803250
134399;2;22332506803000
134400;6;22330006803250
134401;3;22327506803250
134402;3;22332506803500
134403;2;22330006803500
134404;3;22330006803750
134405;1;22327506803750
134406;1;22320006803250
134407;12;22320006803750
134408;2;22317506804000
134409;8;22325006803500
134410;1;22322506803500
134411;5;22325006803750
134412;1;22322506803750
134413;3;22322506804000
134414;4;22325006804000
134415;12;22320006804000
134416;2;22317506805250
134417;1;22315006805500
134418;2;22310006805000
134419;5;22307506805250
134420;5;22310006805250
134421;15;22307506805500
134422;5;22310006805750
134423;3;22287506805500
134424;1;22305006805000
134425;5;22302506805250
134426;1;22305006805250
134427;6;22305006805500
134428;5;22292506805250
134429;2;22302506805750
134430;2;22300006805750
134431;5;22305006806000
134432;1;22287506805750
134433;2;22290006806500
134434;1;22285006806250
134435;3;22285006806500
134436;2;22280006807000
134437;2;22307506807000
134438;1;22310006807250
134439;2;22272506806750
134440;2;22275006806750
134441;2;22265006807500
134442;1;22267506808000
134443;2;22265006808250
134444;7;22265006808500
134445;2;22390006800750
134446;6;22390006801000
134447;5;22390006801500
134448;5;22387506802000
134449;2;22390006802000
134450;4;22390006802250
134451;3;22387506802250
134452;6;22385006802500
134453;4;22385006802750
134454;8;22387506802750
134455;3;22390006802750
134456;3;22387506803000
134457;1;22390006803000
134458;9;22380006803000
134459;4;22382506803250
134460;10;22390006803250
134461;6;22385006803500
134462;6;22390006803750
134463;1;22385006804000
134464;4;22377506803250
134465;1;22382506803500
134466;4;22380006803500
134467;2;22387506804000
134468;1;22387506804250
134469;9;22390006804250
134470;1;22387506804500
134471;4;22392506803250
134472;11;22397506803250
134473;11;22395006803250
134474;5;22395006803500
134475;1;22397506803500
134476;6;22397506803750
134477;5;22395006803750
134478;6;22397506804000
134479;2;22402506803750
134480;14;22405006804000
134481;9;22402506804000
134482;3;22400006804000
134483;7;22405006804250
134484;2;22402506804250
134485;6;22410006804000
134486;1;22407506804250
134487;6;22410006804750
134488;7;22407506804750
134489;1;22392506804000
134490;4;22395006804000
134491;2;22397506804250
134492;1;22392506804250
134493;2;22392506804750
134494;7;22397506804750
134495;2;22412506804000
134496;9;22415006804250
134497;7;22412506804250
134498;1;22417506804500
134499;6;22415006804500
134500;19;22417506804750
134501;2;22400006804500
134502;5;22402506804500
134503;8;22405006804750
134504;2;22400006804750
134505;2;22402506804750
134506;1;22405006805000
134507;2;22400006805000
134508;4;22395006804750
134509;6;22397506805000
134510;2;22415006804750
134511;2;22417506805000
134512;2;22407506805000
134513;3;22410006805000
134514;3;22415006805750
134515;4;22412506805750
134516;4;22415006806000
134517;1;22417506806250
134518;1;22415006806250
134519;2;22415006806500
134520;8;22412506806750
134521;1;22415006806750
134522;2;22375006808250
134523;1;22390006808750
134524;1;22377506809500
134525;3;22410006807500
134526;2;22395006809250
134527;2;22355006809000
134528;3;22365006810000
134529;1;22367506810250
134530;1;22387506809250
134531;2;22375006810000
134532;6;22370006810000
134533;4;22372506810000
134534;5;22370006810250
134535;4;22372506810250
134536;3;22457506803500
134537;4;22460006803500
134538;1;22460006803750
134539;4;22457506803750
134540;4;22460006804000
134541;36;22422506804750
134542;2;22425006804750
134543;3;22432506804500
134544;1;22435006804500
134545;7;22420006804750
134546;21;22420006805000
134547;4;22425006805000
134548;14;22422506805000
134549;13;22420006805250
134550;47;22422506805250
134551;2;22425006805250
134552;9;22422506805500
134553;11;22425006805500
134554;6;22420006805500
134555;2;22430006805250
134556;9;22432506805250
134557;3;22437506805500
134558;1;22420006805750
134559;2;22422506806250
134560;2;22437506805750
134561;9;22435006806500
134562;3;22427506806000
134563;1;22430006806250
134564;1;22457506804000
134565;5;22457506804250
134566;1;22457506804500
134567;2;22457506804750
134568;6;22460006804750
134569;1;22452506805250
134570;4;22450006805500
134571;11;22457506805500
134572;1;22455006805500
134573;3;22452506805500
134574;9;22450006805750
134575;2;22452506805750
134576;2;22452506806000
134577;3;22450006806000
134578;4;22455006805750
134579;2;22457506805750
134580;3;22460006805750
134581;1;22460006806000
134582;3;22460006806250
134583;1;22445006805750
134584;4;22447506806000
134585;8;22432506806500
134586;1;22430006806750
134587;4;22427506806750
134588;4;22427506807000
134589;2;22422506806750
134590;6;22425006807250
134591;2;22422506807500
134592;5;22465006810750
134593;1;22467506811000
134594;5;22465006811500
134595;6;22470006811000
134596;2;22470006811250
134597;1;22480006811500
134598;2;22482506811750
134599;2;22482506812000
134600;5;22482506812250
134601;1;22480006812250
134602;1;22470006811500
134603;3;22465006811750
134604;4;22465006812000
134605;7;22465006812250
134606;2;22467506812500
134607;8;22465006813000
134608;4;22482506813000
134609;4;22462506813250
134610;1;22462506813500
134611;4;22460006812750
134612;4;22460006813000
134613;6;22460006813500
134614;2;22460006813750
134615;9;22457506813750
134616;1;22435006812500
134617;2;22492506804750
134618;2;22492506805000
134619;2;22490006805250
134620;4;22495006805500
134621;3;22497506805000
134622;4;22497506805250
134623;3;22497506805500
134624;2;22497506805750
134625;12;22490006805500
134626;10;22490006805750
134627;2;22495006805750
134628;2;22492506805750
134629;7;22490006806000
134630;2;22495006806000
134631;13;22495006806250
134632;6;22497506806000
134633;1;22497506806250
134634;2;22500006806500
134635;13;22490006806250
134636;4;22495006806500
134637;6;22490006806500
134638;3;22492506806750
134639;6;22490006806750
134640;2;22495006806750
134641;8;22492506807000
134642;1;22495006807000
134643;3;22497506806500
134644;7;22500006806750
134645;2;22497506806750
134646;6;22502506807250
134647;4;22497506807250
134648;4;22500006807250
134649;3;22495006807250
134650;7;22492506807500
134651;9;22495006807750
134652;2;22490006807750
134653;4;22490006808000
134654;4;22487506805750
134655;14;22485006806000
134656;36;22487506806000
134657;19;22487506806250
134658;23;22485006806250
134659;47;22485006806500
134660;29;22487506806500
134661;21;22487506806750
134662;80;22485006806750
134663;11;22487506807000
134664;1;22467506806750
134665;2;22467506807000
134666;5;22480006806500
134667;13;22482506806500
134668;18;22480006806750
134669;22;22482506806750
134670;5;22482506807000
134671;2;22477506807000
134672;19;22482506807250
134673;69;22485006807000
134674;26;22487506807250
134675;27;22485006807250
134676;34;22487506807500
134677;86;22485006807500
134678;4;22487506807750
134679;2;22485006807750
134680;9;22470006807500
134681;4;22472506807500
134682;3;22470006807750
134683;60;22482506807500
134684;6;22480006807500
134685;28;22482506807750
134686;3;22477506807750
134687;41;22480006807750
134688;11;22480006808000
134689;1;22477506808000
134690;2;22477506808250
134691;4;22477506808500
134692;18;22480006808750
134693;3;22477506808750
134694;4;22480006809000
134695;1;22530006807750
134696;3;22502506807500
134697;5;22497506807500
134698;4;22500006807500
134699;2;22502506807750
134700;5;22497506807750
134701;2;22495006808000
134702;2;22495006808250
134703;3;22490006808250
134704;7;22492506808500
134705;5;22490006808500
134706;6;22492506808750
134707;2;22497506808500
134708;6;22500006808500
134709;5;22500006808750
134710;3;22490006808750
134711;3;22495006809250
134712;3;22492506809750
134713;5;22492506810000
134714;2;22490006810000
134715;4;22487506808500
134716;1;22487506808750
134717;3;22487506809250
134718;4;22482506809000
134719;11;22482506809250
134720;1;22480006809250
134721;8;22482506809500
134722;8;22482506809750
134723;2;22467506809250
134724;5;22470006809250
134725;3;22467506810000
134726;3;22467506810250
134727;2;22480006810000
134728;6;22482506810000
134729;1;22480006810250
134730;2;22482506810250
134731;7;22480006810500
134732;6;22482506810500
134733;2;22487506809500
134734;2;22485006809750
134735;3;22485006810000
134736;4;22487506810000
134737;3;22485006810250
134738;2;22485006810750
134739;1;22482506810750
134740;1;22480006810750
134741;5;22482506811000
134742;4;22480006811000
134743;3;22490006810750
134744;3;22490006811000
134745;2;22492506811250
134746;3;22490006811250
134747;9;22490006811500
134748;1;22485006811500
134749;3;22495006812250
134750;3;22492506812500
134751;2;22485006811750
134752;11;22490006812250
134753;2;22485006812250
134754;6;22485006812750
134755;4;22490006813000
134756;1;22487506813250
134757;4;22492506813000
134758;3;22410006820000
134759;1;22405006821000
134760;5;22410006821000
134761;3;22415006820750
134762;2;22412506821000
134763;1;22407506821000
134764;2;22410006821250
134765;3;22407506821500
134766;3;22407506821750
134767;1;22402506821250
134768;7;22402506822000
134769;1;22380006820750
134770;1;22395006822500
134771;1;22392506822500
134772;15;22392506822750
134773;4;22292506819500
134774;1;22265006824000
134775;4;22265006824250
134776;1;22472506814250
134777;4;22472506814500
134778;3;22472506814750
134779;9;22470006814750
134780;2;22477506814500
134781;1;22477506814750
134782;2;22465006815000
134783;3;22462506815250
134784;1;22467506815250
134785;7;22465006815250
134786;3;22465006815500
134787;8;22462506815500
134788;4;22470006815000
134789;3;22472506815250
134790;2;22470006815250
134791;5;22477506815000
134792;6;22480006815000
134793;2;22477506815250
134794;3;22477506815500
134795;3;22482506816000
134796;3;22477506816500
134797;4;22462506816000
134798;5;22462506816250
134799;1;22455006814000
134800;5;22447506814750
134801;4;22450006814500
134802;13;22450006814750
134803;9;22460006815250
134804;6;22457506815250
134805;8;22457506815500
134806;8;22460006815500
134807;2;22445006815000
134808;2;22447506815000
134809;1;22442506815500
134810;1;22442506816000
134811;11;22442506816250
134812;5;22457506815750
134813;15;22460006815750
134814;12;22457506816000
134815;4;22455006816000
134816;1;22460006816000
134817;13;22457506816250
134818;2;22460006816250
134819;6;22455006816500
134820;2;22442506816750
134821;3;22440006816750
134822;5;22440006817000
134823;9;22437506817250
134824;3;22457506816500
134825;3;22457506816750
134826;5;22460006817000
134827;11;22455006817000
134828;1;22457506817000
134829;1;22460006817250
134830;3;22455006817250
134831;4;22452506817000
134832;5;22452506817500
134833;2;22452506817750
134834;1;22457506817250
134835;2;22457506817500
134836;2;22460006817500
134837;3;22457506817750
134838;6;22460006817750
134839;4;22460006818000
134840;3;22455006818000
134841;4;22460006818250
134842;16;22455006818250
134843;3;22455006818500
134844;6;22460006818500
134845;6;22455006818750
134846;4;22457506818750
134847;6;22452506818250
134848;2;22452506818500
134849;9;22452506819000
134850;5;22455006819000
134851;7;22457506819000
134852;5;22455006819250
134853;3;22457506819250
134854;5;22455006819500
134855;8;22455006819750
134856;4;22447506819750
134857;1;22445006819750
134858;4;22450006819500
134859;4;22452506819500
134860;12;22452506819750
134861;1;22452506820000
134862;7;22440006818750
134863;5;22437506818750
134864;3;22437506819000
134865;1;22427506819250
134866;8;22432506819500
134867;6;22427506819750
134868;6;22435006819000
134869;7;22435006819250
134870;5;22420006820000
134871;2;22420006820250
134872;2;22422506820250
134873;5;22430006819750
134874;2;22430006820000
134875;9;22430006820250
134876;2;22427506820250
134877;7;22432506820250
134878;9;22430006820500
134879;6;22432506820500
134880;1;22420006820750
134881;8;22425006821000
134882;3;22422506821250
134883;4;22425006821250
134884;12;22430006820750
134885;26;22432506820750
134886;1;22430006821000
134887;8;22432506821000
134888;2;22430006821250
134889;4;22430006821500
134890;13;22432506821500
134891;14;22430006821750
134892;13;22432506821750
134893;6;22430006822000
134894;3;22432506822000
134895;3;22422506821500
134896;2;22422506821750
134897;5;22420006821750
134898;5;22420006822000
134899;2;22425006822250
134900;2;22445006821500
134901;3;22445006821750
134902;4;22442506821750
134903;45;22445006822000
134904;18;22442506822000
134905;5;22445006822250
134906;1;22437506822500
134907;4;22435006822750
134908;14;22437506822750
134909;8;22427506822500
134910;29;22442506822500
134911;27;22440006822500
134912;7;22445006822500
134913;53;22442506822750
134914;63;22440006822750
134915;4;22445006822750
134916;50;22442506823000
134917;25;22440006823000
134918;11;22445006823000
134919;2;22455006820000
134920;1;22455006820500
134921;2;22445006820000
134922;1;22447506820000
134923;3;22447506820250
134924;9;22442506820500
134925;25;22445006820500
134926;12;22447506820500
134927;19;22442506820750
134928;11;22447506821250
134929;26;22445006820750
134930;30;22447506820750
134931;6;22442506821000
134932;4;22447506821000
134933;12;22445006821000
134934;18;22442506821500
134935;12;22447506821500
134936;2;22450006821750
134937;3;22452506821750
134938;2;22450006822000
134939;11;22447506822000
134940;1;22447506822250
134941;3;22452506822250
134942;1;22455006822500
134943;5;22450006822500
134944;3;22452506822750
134945;8;22447506822750
134946;2;22447506823250
134947;11;22457506824000
134948;7;22422506822500
134949;11;22425006822500
134950;4;22420006822750
134951;2;22422506822750
134952;1;22422506823000
134953;3;22420006823000
134954;4;22422506823500
134955;10;22422506823750
134956;8;22442506823250
134957;48;22440006823250
134958;3;22442506823500
134959;2;22445006823500
134960;44;22440006823500
134961;5;22442506823750
134962;27;22440006823750
134963;3;22445006823750
134964;43;22437506823000
134965;13;22437506823250
134966;18;22435006823500
134967;75;22437506823500
134968;78;22437506823750
134969;3;22437506824250
134970;1;22422506824000
134971;4;22422506824250
134972;3;22420006824250
134973;2;22422506824500
134974;1;22420006824500
134975;2;22440006824000
134976;3;22450006823500
134977;1;22447506823750
134978;3;22450006824000
134979;9;22460006824250
134980;1;22455006824250
134981;5;22455006824500
134982;2;22460006824500
134983;2;22447506824000
134984;3;22450006824250
134985;6;22447506824250
134986;4;22450006824500
134987;1;22450006824750
134988;6;22452506824750
134989;1;22447506825500
134990;3;22447506826000
134991;4;22450006826000
134992;5;22450006826250
134993;6;22447506826250
134994;2;22447506826500
134995;2;22470006816750
134996;2;22470006817000
134997;4;22470006817250
134998;2;22480006816500
134999;4;22462506816500
135000;1;22467506817000
135001;2;22462506817750
135002;3;22515006822500
135003;1;22500006823000
135004;5;22497506823250
135005;2;22495006823250
135006;3;22490006823250
135007;6;22492506823500
135008;5;22500006823250
135009;5;22502506823250
135010;11;22487506823500
135011;3;22520006822000
135012;2;22517506822000
135013;4;22510006822750
135014;4;22507506822750
135015;3;22507506823000
135016;4;22505006823000
135017;4;22517506822750
135018;6;22520006823250
135019;1;22515006822750
135020;6;22512506822750
135021;2;22507506823250
135022;5;22505006823250
135023;3;22480006824000
135024;3;22470006824000
135025;4;22485006823750
135026;5;22485006824000
135027;2;22482506824000
135028;1;22475006824250
135029;2;22472506824250
135030;5;22470006824250
135031;2;22472506824500
135032;1;22475006824500
135033;4;22467506824250
135034;6;22462506824250
135035;9;22465006824500
135036;9;22467506824500
135037;2;22462506824500
135038;10;22477506824250
135039;1;22257506808250
135040;9;22260006808500
135041;6;22257506808500
135042;3;22262506808750
135043;2;22260006808750
135044;7;22240006809000
135045;1;22242506809250
135046;6;22255006809250
135047;3;22250006809250
135048;7;22255006809500
135049;4;22250006809500
135050;1;22247506809000
135051;1;22247506809500
135052;2;22245006809500
135053;1;22247506809750
135054;8;22245006809750
135055;2;22247506810000
135056;4;22220006809250
135057;4;22225006808750
135058;1;22222506808750
135059;2;22222506809250
135060;2;22235006809500
135061;3;22237506809500
135062;1;22240006810000
135063;3;22255006810000
135064;2;22252506810000
135065;4;22192506812750
135066;1;22187506813000
135067;5;22192506813500
135068;1;22190006813500
135069;6;22185006813500
135070;3;22190006814250
135071;1;22187506814500
135072;2;22210006810750
135073;3;22215006810000
135074;7;22217506810500
135075;6;22195006810750
135076;1;22200006811250
135077;4;22202506810500
135078;2;22202506811000
135079;5;22202506811500
135080;2;22210006811000
135081;1;22207506811000
135082;1;22210006811250
135083;3;22212506811250
135084;8;22212506811500
135085;11;22200006811500
135086;4;22200006811750
135087;6;22197506812000
135088;2;22212506811750
135089;1;22210006812000
135090;7;22207506812500
135091;2;22205006811750
135092;3;22202506811750
135093;3;22202506812000
135094;7;22202506812250
135095;6;22205006812750
135096;2;22197506812250
135097;1;22195006812500
135098;7;22200006812750
135099;3;22197506813000
135100;1;22220006812750
135101;2;22217506812750
135102;1;22200006813000
135103;6;22195006813250
135104;2;22197506813250
135105;1;22195006813500
135106;1;22202506813000
135107;5;22222506812750
135108;1;22162506814500
135109;2;22145006815500
135110;4;22137506816250
135111;5;22137506816500
135112;1;22125006817250
135113;1;22262506824250
135114;1;22210006827750
135115;1;22210006828000
135116;2;22215006829250
135117;2;22220006829500
135118;14;22227506829500
135119;2;22225006829750
135120;6;22230006829250
135121;3;22230006829500
135122;2;22282506826250
135123;2;22325006829500
135124;3;22312506830000
135125;1;22327506830500
135126;3;22330006830750
135127;1;22332506831000
135128;9;22317506831250
135129;4;22312506831250
135130;14;22320006831000
135131;4;22320006831250
135132;4;22322506831500
135133;5;22325006831500
135134;3;22327506831750
135135;2;22332506831750
135136;3;22327506832000
135137;1;22332506832000
135138;1;22312506832250
135139;2;22322506831750
135140;6;22320006831750
135141;3;22320006832000
135142;2;22322506832000
135143;4;22320006832250
135144;1;22325006832250
135145;3;22330006832000
135146;5;22327506832250
135147;20;22332506832250
135148;14;22330006832500
135149;2;22332506832500
135150;18;22330006832750
135151;9;22332506832750
135152;2;22327506832750
135153;6;22317506832000
135154;11;22317506832250
135155;2;22315006832250
135156;1;22315006832500
135157;3;22317506832750
135158;2;22315006832750
135159;1;22400006822500
135160;2;22415006824000
135161;2;22397506824000
135162;6;22417506824750
135163;4;22410006824750
135164;1;22410006825000
135165;2;22390006825750
135166;1;22400006825000
135167;3;22402506825000
135168;1;22400006825250
135169;1;22407506825250
135170;2;22417506826500
135171;5;22415006826500
135172;6;22415006826750
135173;1;22412506826750
135174;1;22412506827000
135175;2;22410006827000
135176;2;22417506828000
135177;2;22415006828000
135178;2;22502506827500
135179;8;22485006834250
135180;6;22422506824750
135181;2;22422506825000
135182;6;22425006825250
135183;3;22422506825500
135184;10;22425006825500
135185;1;22445006825000
135186;7;22440006825250
135187;2;22422506825750
135188;7;22420006826000
135189;2;22440006826250
135190;6;22437506826500
135191;4;22445006826750
135192;1;22442506826750
135193;1;22442506827000
135194;3;22440006827000
135195;7;22440006827250
135196;2;22445006827250
135197;1;22437506826750
135198;10;22435006827250
135199;5;22435006827500
135200;20;22435006827750
135201;2;22432506827750
135202;4;22432506828000
135203;1;22430006828000
135204;3;22442506827250
135205;2;22440006827500
135206;2;22445006827500
135207;7;22445006827750
135208;3;22440006828000
135209;1;22445006828000
135210;3;22437506828000
135211;2;22435006828250
135212;1;22432506828250
135213;5;22430006828250
135214;2;22430006828500
135215;2;22430006829000
135216;3;22427506829000
135217;3;22427506829500
135218;8;22430006829500
135219;3;22440006829000
135220;3;22440006829250
135221;3;22440006829500
135222;3;22440006829750
135223;3;22447506827500
135224;1;22447506829500
135225;16;22437506829750
135226;4;22437506830000
135227;1;22435006830250
135228;2;22440006830000
135229;2;22430006829750
135230;4;22432506830000
135231;8;22430006830000
135232;4;22432506830250
135233;2;22430006830250
135234;1;22430006830500
135235;2;22432506830500
135236;45;22420006830500
135237;11;22425006830500
135238;9;22422506830500
135239;1;22425006830750
135240;63;22420006830750
135241;6;22422506830750
135242;1;22425006831000
135243;30;22420006831000
135244;5;22425006831250
135245;9;22422506831250
135246;10;22420006831250
135247;9;22425006831500
135248;4;22427506830750
135249;4;22430006830750
135250;1;22427506831000
135251;3;22430006831000
135252;3;22430006831250
135253;2;22427506831250
135254;2;22430006831500
135255;2;22427506831750
135256;26;22422506831500
135257;39;22420006831500
135258;5;22422506831750
135259;8;22420006831750
135260;1;22425006831750
135261;12;22420006832000
135262;7;22425006832000
135263;8;22425006832250
135264;5;22422506832250
135265;3;22427506832750
135266;5;22427506833000
135267;8;22420006832250
135268;2;22425006832750
135269;3;22422506832750
135270;1;22420006832750
135271;6;22425006833000
135272;9;22422506833000
135273;7;22420006833000
135274;3;22425006833250
135275;4;22422506833250
135276;5;22420006833250
135277;2;22420006833500
135278;9;22422506833500
135279;7;22425006833500
135280;4;22425006833750
135281;2;22430006834500
135282;3;22415006828250
135283;2;22412506828250
135284;2;22415006828750
135285;1;22412506828750
135286;1;22410006829000
135287;5;22410006829250
135288;2;22412506829000
135289;1;22412506829250
135290;5;22412506829500
135291;7;22410006830000
135292;7;22407506830000
135293;1;22415006830000
135294;2;22415006830250
135295;2;22417506830500
135296;4;22357506831500
135297;2;22372506832250
135298;2;22357506831750
135299;1;22355006831750
135300;6;22357506832250
135301;4;22355006832250
135302;3;22360006832250
135303;3;22360006832500
135304;5;22362506832250
135305;2;22367506832500
135306;4;22357506832500
135307;2;22357506832750
135308;1;22342506831500
135309;5;22337506831500
135310;11;22345006831750
135311;5;22342506831750
135312;3;22345006832000
135313;1;22347506832000
135314;9;22342506832000
135315;5;22345006832250
135316;5;22342506832250
135317;7;22340006831750
135318;3;22335006832000
135319;2;22337506832000
135320;6;22340006832250
135321;10;22335006832250
135322;4;22337506832250
135323;2;22350006832000
135324;21;22352506832250
135325;11;22350006832250
135326;4;22352506832500
135327;1;22352506832750
135328;4;22347506832250
135329;1;22342506832500
135330;1;22347506832500
135331;4;22342506832750
135332;3;22345006832750
135333;5;22340006832500
135334;16;22335006832500
135335;20;22337506832500
135336;6;22337506832750
135337;8;22335006832750
135338;5;22335006833000
135339;2;22340006833000
135340;5;22350006832750
135341;6;22350006834000
135342;7;22385006831250
135343;1;22390006831250
135344;2;22377506831750
135345;1;22382506833250
135346;3;22395006833000
135347;7;22392506833250
135348;5;22392506833750
135349;3;22395006833750
135350;2;22392506834000
135351;1;22417506831000
135352;83;22412506831000
135353;7;22415006831000
135354;15;22415006831250
135355;12;22417506831250
135356;54;22412506831250
135357;15;22412506831500
135358;51;22410006831000
135359;121;22410006831250
135360;5;22410006831500
135361;40;22410006831750
135362;4;22407506831750
135363;6;22402506832000
135364;106;22415006831500
135365;18;22417506831500
135366;63;22412506831750
135367;1;22417506831750
135368;45;22415006831750
135369;32;22412506832000
135370;7;22417506832000
135371;58;22415006832000
135372;17;22412506832250
135373;43;22415006832250
135374;44;22410006832000
135375;3;22405006832000
135376;20;22410006832250
135377;10;22407506832250
135378;68;22407506832500
135379;10;22405006832500
135380;72;22410006832500
135381;23;22405006832750
135382;26;22412506832500
135383;22;22415006832500
135384;4;22415006832750
135385;1;22412506832750
135386;8;22397506832750
135387;2;22402506832750
135388;51;22407506832750
135389;14;22410006832750
135390;8;22405006833000
135391;3;22407506833250
135392;1;22405006833500
135393;5;22402506833000
135394;3;22402506833250
135395;3;22397506833500
135396;2;22400006833500
135397;4;22372506833000
135398;6;22367506833250
135399;2;22365006833250
135400;8;22367506833500
135401;4;22367506833750
135402;8;22365006833750
135403;4;22375006833750
135404;8;22372506833750
135405;5;22375006834000
135406;2;22357506834000
135407;20;22360006834000
135408;8;22367506834000
135409;6;22362506834000
135410;9;22365006834000
135411;8;22367506834250
135412;6;22365006834250
135413;3;22367506834500
135414;2;22362506834500
135415;3;22365006834500
135416;6;22367506834750
135417;14;22370006834000
135418;4;22372506834250
135419;3;22375006834500
135420;3;22370006834750
135421;2;22375006834750
135422;2;22362506835250
135423;1;22357506835000
135424;2;22357506835250
135425;2;22360006835250
135426;2;22370006835000
135427;5;22382506833750
135428;8;22380006834000
135429;1;22387506833250
135430;1;22390006833250
135431;10;22385006833500
135432;5;22390006833500
135433;2;22387506833500
135434;6;22387506833750
135435;15;22385006833750
135436;9;22387506834000
135437;6;22382506834000
135438;5;22377506834250
135439;10;22380006834250
135440;2;22382506834500
135441;1;22377506834750
135442;2;22382506834750
135443;3;22380006834750
135444;9;22385006834000
135445;2;22390006834000
135446;16;22387506834250
135447;4;22390006834250
135448;7;22387506834500
135449;3;22385006834500
135450;1;22395006834500
135451;2;22395006834750
135452;5;22385006834750
135453;3;22377506835000
135454;4;22380006835000
135455;2;22380006835750
135456;4;22377506836000
135457;5;22380006836000
135458;5;22380006836250
135459;3;22377506836250
135460;5;22335006833250
135461;1;22337506833250
135462;3;22340006833500
135463;4;22340006834500
135464;6;22335006834750
135465;6;22347506834250
135466;5;22342506834500
135467;1;22345006834500
135468;3;22342506834750
135469;5;22352506835000
135470;5;22350006835000
135471;6;22345006835000
135472;1;22342506835000
135473;2;22342506835250
135474;4;22335006835250
135475;3;22327506835500
135476;6;22332506835500
135477;2;22332506835750
135478;1;22330006835750
135479;5;22330006836000
135480;4;22327506836000
135481;2;22415006833250
135482;2;22407506833750
135483;1;22405006833750
135484;1;22405006834000
135485;6;22397506834000
135486;7;22400006834000
135487;9;22397506834500
135488;1;22367506835500
135489;4;22365006837000
135490;2;22375006836750
135491;1;22362506838000
135492;7;22375006838000
135493;4;22372506838250
135494;1;22365006838250
135495;1;22327506836250
135496;1;22377506836500
135497;4;22380006836750
135498;2;22380006837000
135499;3;22377506837500
135500;5;22377506837750
135501;5;22377506839500
135502;1;22375006838250
135503;3;22370006838250
135504;7;22372506838500
135505;8;22372506838750
135506;20;22375006838750
135507;9;22370006839000
135508;4;22375006839000
135509;4;22367506839500
135510;6;22372506839000
135511;7;22370006839250
135512;1;22372506839250
135513;1;22370006839500
135514;11;22365006839750
135515;8;22362506840000
135516;2;22360006840250
135517;8;22357506840500
135518;2;22355006840500
135519;2;22385006840500
135520;2;22352506840500
135521;3;22350006841000
135522;2;22345006841000
135523;6;22347506841250
135524;4;22347506841500
135525;2;22345006841750
135526;5;22345006842000
135527;2;22350006841500
135528;2;22342506842500
135529;3;22342506842750
135530;8;22342506843000
135531;2;22340006842750
135532;1;22340006843000
