ogc_fid;SSBID0250M;pop_tot
1;19250006618000;5
2;19250006618250;1
3;19252506617000;18
4;19252506617250;8
5;19252506617500;6
6;19252506617750;3
7;19252506618000;2
8;19252506618250;5
9;19252506618500;5
10;19255006616750;9
11;19255006617000;29
12;19255006617250;18
13;19255006617500;14
14;19255006617750;1
15;19255006618000;1
16;19255006618250;8
17;19255006618500;6
18;19257506617000;18
19;19257506617250;11
20;19257506617500;4
21;19260006616750;4
22;19260006617000;15
23;19262506617000;3
24;19262506617250;7
25;19382506806500;2
26;19385006806500;3
27;19387506630750;11
28;19390006630500;16
29;19390006630750;15
30;19392506630250;3
31;19392506630500;9
32;19392506630750;17
33;19392506631000;8
34;19395006630500;1
35;19395006630750;5
36;19395006631000;2
37;19400006601250;2
38;19400006603750;24
39;19400006604000;4
40;19402506601000;2
41;19402506601250;28
42;19402506601500;5
43;19402506602000;2
44;19402506602250;5
45;19402506602500;16
46;19402506602750;14
47;19402506603750;5
48;19402506604000;2
49;19402506604250;3
50;19402506604750;8
51;19402506606500;4
52;19402506782000;4
53;19402506782500;3
54;19405006600500;2
55;19405006600750;24
56;19405006601000;58
57;19405006601250;19
58;19405006601500;2
59;19405006601750;18
60;19405006602000;16
61;19405006602250;4
62;19405006602500;17
63;19405006602750;24
64;19405006603500;1
65;19405006603750;17
66;19405006604000;6
67;19405006604250;1
68;19405006604750;22
69;19405006605000;16
70;19405006606500;11
71;19405006606750;1
72;19405006782000;2
73;19405006782250;9
74;19405006782500;2
75;19407506598250;1
76;19407506598500;2
77;19407506598750;5
78;19407506599750;2
79;19407506600500;40
80;19407506600750;37
81;19407506601000;8
82;19407506601250;8
83;19407506601500;19
84;19407506601750;4
85;19407506602000;8
86;19407506602250;1
87;19407506602750;6
88;19407506603000;8
89;19407506603250;13
90;19407506603500;9
91;19407506603750;5
92;19407506604000;3
93;19407506604250;22
94;19407506604500;13
95;19407506604750;36
96;19407506605000;6
97;19407506605250;9
98;19407506605750;11
99;19407506606000;2
100;19407506606250;12
101;19407506606500;29
102;19407506606750;53
103;19407506607000;8
104;19407506781750;4
105;19407506782000;13
106;19407506782250;10
107;19407506782500;10
108;19407506782750;13
109;19410006598000;5
110;19410006599750;1
111;19410006600000;11
112;19410006600250;8
113;19410006600500;46
114;19410006600750;5
115;19410006602750;6
116;19410006603000;2
117;19410006603250;6
118;19410006603500;4
119;19410006604500;7
120;19410006604750;8
121;19410006605000;17
122;19410006605250;14
123;19410006605500;15
124;19410006605750;34
125;19410006606000;10
126;19410006606250;19
127;19410006606500;27
128;19410006606750;12
129;19410006607000;5
130;19410006610250;1
131;19410006771750;3
132;19410006782000;8
133;19410006782250;8
134;19410006782500;2
135;19410006782750;2
136;19412506597750;6
137;19412506598000;5
138;19412506599750;2
139;19412506600000;2
140;19412506600250;2
141;19412506600500;11
142;19412506603000;6
143;19412506603750;14
144;19412506604000;2
145;19412506604750;22
146;19412506605000;18
147;19412506605250;19
148;19412506605500;20
149;19412506605750;11
150;19412506606000;23
151;19412506606250;22
152;19412506606500;17
153;19412506607000;2
154;19412506609500;65
155;19412506609750;79
156;19412506610000;33
157;19412506610250;59
158;19412506610500;44
159;19412506623750;2
160;19412506771750;5
161;19412506782000;45
162;19412506782250;22
163;19412506782500;1
164;19412506782750;9
165;19412506783000;1
166;19415006597750;18
167;19415006598000;12
168;19415006598250;15
169;19415006599750;10
170;19415006600250;12
171;19415006603500;5
172;19415006603750;2
173;19415006604500;3
174;19415006605000;19
175;19415006605250;14
176;19415006605500;12
177;19415006605750;30
178;19415006606000;22
179;19415006606250;34
180;19415006606500;35
181;19415006606750;33
182;19415006607000;33
183;19415006607250;12
184;19415006607500;5
185;19415006607750;15
186;19415006608000;26
187;19415006609250;67
188;19415006609500;125
189;19415006609750;177
190;19415006610000;197
191;19415006610250;121
192;19415006610500;50
193;19415006623250;2
194;19415006623750;3
195;19415006771500;3
196;19415006771750;2
197;19415006781250;2
198;19415006782000;52
199;19415006782250;42
200;19415006782500;3
201;19415006782750;16
202;19417506597500;1
203;19417506597750;16
204;19417506598000;21
205;19417506598250;22
206;19417506599750;5
207;19417506600000;8
208;19417506600250;4
209;19417506605000;3
210;19417506605250;21
