ogc_fid;SSBID0250M;pop_tot
1;19250006618000;6
2;19250006618250;1
3;19252506617000;16
4;19252506617250;15
5;19252506617500;7
6;19252506618000;2
7;19252506618250;6
8;19252506618500;5
9;19255006616750;10
10;19255006617000;21
11;19255006617250;28
12;19255006617500;20
13;19255006617750;2
14;19255006618000;2
15;19255006618250;3
16;19255006618500;2
17;19257506617000;18
18;19257506617250;14
19;19257506617500;5
20;19260006617000;14
21;19262506617000;4
22;19262506617250;4
23;19267506617250;1
24;19382506806500;2
25;19385006806500;2
26;19387506630750;16
27;19390006630500;11
28;19390006630750;16
29;19392506630250;3
30;19392506630500;10
31;19392506630750;17
32;19392506631000;10
33;19395006630500;1
34;19395006630750;5
35;19395006631000;2
36;19395006808000;1
37;19395006808250;1
38;19400006601250;2
39;19400006603750;23
40;19400006604000;2
41;19402506601000;1
42;19402506601250;25
43;19402506601500;4
44;19402506602000;2
45;19402506602250;4
46;19402506602500;17
47;19402506602750;14
48;19402506603750;5
49;19402506604000;2
50;19402506604250;3
51;19402506604750;11
52;19402506606500;5
53;19402506782000;4
54;19402506782500;3
55;19405006600500;2
56;19405006600750;19
57;19405006601000;58
58;19405006601250;21
59;19405006601500;6
60;19405006601750;17
61;19405006602000;18
62;19405006602250;4
63;19405006602500;13
64;19405006602750;25
65;19405006603500;1
66;19405006603750;12
67;19405006604000;6
68;19405006604250;1
69;19405006604750;23
70;19405006605000;11
71;19405006606500;11
72;19405006606750;1
73;19405006782000;2
74;19405006782250;10
75;19405006782500;2
76;19407506598250;1
77;19407506598500;2
78;19407506598750;5
79;19407506599750;5
80;19407506600500;33
81;19407506600750;39
82;19407506601000;8
83;19407506601250;5
84;19407506601500;17
85;19407506601750;7
86;19407506602000;9
87;19407506602250;1
88;19407506602750;7
89;19407506603000;7
90;19407506603250;15
91;19407506603500;10
92;19407506603750;9
93;19407506604000;4
94;19407506604250;20
95;19407506604500;11
96;19407506604750;39
97;19407506605000;3
98;19407506605250;9
99;19407506605750;12
100;19407506606000;2
101;19407506606250;12
102;19407506606500;30
103;19407506606750;50
104;19407506607000;10
105;19407506781750;4
106;19407506782000;12
107;19407506782250;11
108;19407506782500;10
109;19407506782750;13
110;19410006598000;6
111;19410006599750;1
112;19410006600000;10
113;19410006600250;3
114;19410006600500;42
115;19410006600750;5
116;19410006602750;9
117;19410006603000;5
118;19410006603250;6
119;19410006603500;5
120;19410006604500;8
121;19410006604750;9
122;19410006605000;17
123;19410006605250;15
124;19410006605500;16
125;19410006605750;33
126;19410006606000;10
127;19410006606250;16
128;19410006606500;30
129;19410006606750;11
130;19410006607000;6
131;19410006610250;1
132;19410006771750;3
133;19410006782000;8
134;19410006782250;7
135;19410006782500;2
136;19410006782750;3
137;19412506597750;8
138;19412506598000;5
139;19412506599750;2
140;19412506600000;2
141;19412506600250;2
142;19412506600500;11
143;19412506603000;6
144;19412506603750;16
145;19412506604000;2
146;19412506604750;22
147;19412506605000;26
148;19412506605250;18
149;19412506605500;18
150;19412506605750;11
151;19412506606000;21
152;19412506606250;21
153;19412506606500;18
154;19412506607000;3
155;19412506609500;52
156;19412506609750;77
157;19412506610000;25
158;19412506610250;54
159;19412506610500;48
160;19412506771750;5
161;19412506782000;42
162;19412506782250;23
163;19412506782500;1
164;19412506782750;9
165;19412506783000;1
166;19415006597750;23
167;19415006598000;10
168;19415006598250;14
