ogc_fid;SSBID0250M;pop_tot
1;19250006618000;6
2;19250006618250;1
3;19252506617000;20
4;19252506617250;18
5;19252506617500;8
6;19252506618000;3
7;19252506618250;8
8;19252506618500;5
9;19255006616750;12
10;19255006617000;21
11;19255006617250;23
12;19255006617500;20
13;19255006618000;2
14;19255006618250;3
15;19255006618500;4
16;19257506617000;10
17;19257506617250;21
18;19257506617500;5
19;19260006617000;11
20;19262506617000;5
21;19262506617250;4
22;19267506617250;1
23;19382506806500;2
24;19385006806500;2
25;19387506630750;16
26;19390006630500;11
27;19390006630750;14
28;19392506630250;3
29;19392506630500;8
30;19392506630750;23
31;19392506631000;12
32;19395006630750;5
33;19395006631000;2
34;19395006808000;1
35;19395006808250;1
36;19400006601250;2
37;19400006603750;23
38;19400006604000;4
39;19402506601000;2
40;19402506601250;30
41;19402506601500;5
42;19402506602250;7
43;19402506602500;16
44;19402506602750;17
45;19402506603750;5
46;19402506604000;2
47;19402506604250;3
48;19402506604750;12
49;19402506606500;5
50;19402506782000;4
51;19402506782500;3
52;19405006600500;2
53;19405006600750;20
54;19405006601000;53
55;19405006601250;20
56;19405006601500;8
57;19405006601750;16
58;19405006602000;18
59;19405006602250;8
60;19405006602500;13
61;19405006602750;29
62;19405006603500;1
63;19405006603750;14
64;19405006604000;6
65;19405006604250;1
66;19405006604750;27
67;19405006605000;13
68;19405006606500;11
69;19405006606750;1
70;19405006782000;2
71;19405006782250;10
72;19405006782500;3
73;19407506598250;2
74;19407506598500;2
75;19407506598750;5
76;19407506599750;5
77;19407506600500;34
78;19407506600750;41
79;19407506601000;8
80;19407506601250;6
81;19407506601500;17
82;19407506601750;7
83;19407506602000;9
84;19407506602250;1
85;19407506602750;7
86;19407506603000;9
87;19407506603250;16
88;19407506603500;10
89;19407506603750;7
90;19407506604000;4
91;19407506604250;17
92;19407506604500;11
93;19407506604750;37
94;19407506605000;3
95;19407506605250;8
96;19407506605750;12
97;19407506606000;2
98;19407506606250;12
99;19407506606500;30
100;19407506606750;52
101;19407506607000;6
102;19407506781750;4
103;19407506782000;11
104;19407506782250;11
105;19407506782500;11
106;19407506782750;13
107;19410006598000;6
108;19410006599750;1
109;19410006600000;9
110;19410006600250;2
111;19410006600500;45
112;19410006600750;5
113;19410006602750;10
114;19410006603000;5
115;19410006603250;5
116;19410006603500;5
117;19410006604500;9
118;19410006604750;9
119;19410006605000;18
120;19410006605250;15
121;19410006605500;15
122;19410006605750;36
123;19410006606000;10
124;19410006606250;16
125;19410006606500;31
126;19410006606750;12
127;19410006607000;10
128;19410006610250;1
129;19410006771750;3
130;19410006782000;12
131;19410006782250;7
132;19410006782500;1
133;19410006782750;3
134;19412506597750;6
135;19412506598000;6
136;19412506599750;2
137;19412506600000;2
138;19412506600250;4
139;19412506600500;11
140;19412506603000;5
141;19412506603750;16
142;19412506604000;2
143;19412506604750;21
144;19412506605000;27
145;19412506605250;18
146;19412506605500;18
147;19412506605750;12
148;19412506606000;22
149;19412506606250;15
150;19412506606500;19
151;19412506607000;3
152;19412506609500;63
153;19412506609750;71
154;19412506610000;27
155;19412506610250;55
156;19412506610500;37
157;19412506771750;5
158;19412506782000;46
159;19412506782250;20
160;19412506782750;8
161;19412506783000;1
162;19415006597750;24
163;19415006598000;8
164;19415006598250;13
165;19415006599750;8
166;19415006600250;13
167;19415006603500;7
168;19415006603750;3
