region,næring (SN2007),statistikkvariabel,år,value
Porsgrunn,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2016,70
Porsgrunn,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2017,76
Porsgrunn,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2018,72
Porsgrunn,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2019,71
Porsgrunn,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2020,71
Porsgrunn,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2021,66
Porsgrunn,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2022,79
Porsgrunn,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2023,68
Porsgrunn,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2024,71
Porsgrunn,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2016,45
Porsgrunn,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2017,44
Porsgrunn,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2018,46
Porsgrunn,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2019,56
Porsgrunn,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2020,67
Porsgrunn,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2021,69
Porsgrunn,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2022,71
Porsgrunn,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2023,85
Porsgrunn,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2024,106
Porsgrunn,Industri,Sysselsatte personer etter arbeidssted,2016,2780
Porsgrunn,Industri,Sysselsatte personer etter arbeidssted,2017,2700
Porsgrunn,Industri,Sysselsatte personer etter arbeidssted,2018,2825
Porsgrunn,Industri,Sysselsatte personer etter arbeidssted,2019,2749
Porsgrunn,Industri,Sysselsatte personer etter arbeidssted,2020,2601
Porsgrunn,Industri,Sysselsatte personer etter arbeidssted,2021,2587
Porsgrunn,Industri,Sysselsatte personer etter arbeidssted,2022,2649
Porsgrunn,Industri,Sysselsatte personer etter arbeidssted,2023,2900
Porsgrunn,Industri,Sysselsatte personer etter arbeidssted,2024,2934
Porsgrunn,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2016,593
Porsgrunn,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2017,592
Porsgrunn,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2018,652
Porsgrunn,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2019,713
Porsgrunn,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2020,705
Porsgrunn,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2021,741
Porsgrunn,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2022,777
Porsgrunn,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2023,852
Porsgrunn,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2024,883
Porsgrunn,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2016,1577
Porsgrunn,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2017,1640
Porsgrunn,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2018,1446
Porsgrunn,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2019,1549
Porsgrunn,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2020,1481
Porsgrunn,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2021,1605
Porsgrunn,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2022,1495
Porsgrunn,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2023,1413
Porsgrunn,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2024,1425
Porsgrunn,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2016,2166
Porsgrunn,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2017,2172
Porsgrunn,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2018,2148
Porsgrunn,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2019,2172
Porsgrunn,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2020,2153
Porsgrunn,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2021,2216
Porsgrunn,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2022,2126
Porsgrunn,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2023,2233
Porsgrunn,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2024,2200
Porsgrunn,Transport og lagring,Sysselsatte personer etter arbeidssted,2016,669
Porsgrunn,Transport og lagring,Sysselsatte personer etter arbeidssted,2017,685
Porsgrunn,Transport og lagring,Sysselsatte personer etter arbeidssted,2018,702
Porsgrunn,Transport og lagring,Sysselsatte personer etter arbeidssted,2019,700
Porsgrunn,Transport og lagring,Sysselsatte personer etter arbeidssted,2020,706
Porsgrunn,Transport og lagring,Sysselsatte personer etter arbeidssted,2021,722
Porsgrunn,Transport og lagring,Sysselsatte personer etter arbeidssted,2022,677
Porsgrunn,Transport og lagring,Sysselsatte personer etter arbeidssted,2023,658
Porsgrunn,Transport og lagring,Sysselsatte personer etter arbeidssted,2024,594
Porsgrunn,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2016,458
Porsgrunn,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2017,450
Porsgrunn,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2018,413
Porsgrunn,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2019,477
Porsgrunn,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2020,427
Porsgrunn,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2021,488
Porsgrunn,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2022,505
Porsgrunn,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2023,537
Porsgrunn,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2024,507
Porsgrunn,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2016,396
Porsgrunn,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2017,358
Porsgrunn,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2018,379
Porsgrunn,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2019,380
Porsgrunn,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2020,445
Porsgrunn,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2021,529
Porsgrunn,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2022,555
Porsgrunn,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2023,572
Porsgrunn,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2024,647
Porsgrunn,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2016,188
Porsgrunn,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2017,157
Porsgrunn,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2018,130
Porsgrunn,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2019,104
Porsgrunn,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2020,111
Porsgrunn,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2021,103
Porsgrunn,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2022,86
Porsgrunn,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2023,77
Porsgrunn,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2024,238
Porsgrunn,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2016,1070
Porsgrunn,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2017,1170
Porsgrunn,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2018,1209
Porsgrunn,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2019,1207
Porsgrunn,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2020,1243
Porsgrunn,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2021,1326
Porsgrunn,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2022,1526
Porsgrunn,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2023,1514
Porsgrunn,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2024,1556
Porsgrunn,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,1286
Porsgrunn,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,1352
Porsgrunn,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,1201
Porsgrunn,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,1218
Porsgrunn,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,993
Porsgrunn,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,1001
Porsgrunn,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,1204
Porsgrunn,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,1055
Porsgrunn,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,1017
Porsgrunn,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2016,621
Porsgrunn,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2017,577
Porsgrunn,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2018,581
Porsgrunn,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2019,600
Porsgrunn,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2020,636
Porsgrunn,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2021,638
Porsgrunn,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2022,668
Porsgrunn,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2023,641
Porsgrunn,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2024,644
Porsgrunn,Undervisning,Sysselsatte personer etter arbeidssted,2016,1422
Porsgrunn,Undervisning,Sysselsatte personer etter arbeidssted,2017,1414
Porsgrunn,Undervisning,Sysselsatte personer etter arbeidssted,2018,1442
Porsgrunn,Undervisning,Sysselsatte personer etter arbeidssted,2019,1451
Porsgrunn,Undervisning,Sysselsatte personer etter arbeidssted,2020,1458
Porsgrunn,Undervisning,Sysselsatte personer etter arbeidssted,2021,1447
Porsgrunn,Undervisning,Sysselsatte personer etter arbeidssted,2022,1482
Porsgrunn,Undervisning,Sysselsatte personer etter arbeidssted,2023,1535
Porsgrunn,Undervisning,Sysselsatte personer etter arbeidssted,2024,1498
Porsgrunn,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2016,3204
Porsgrunn,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2017,3225
Porsgrunn,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2018,3263
Porsgrunn,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2019,3243
Porsgrunn,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2020,3227
Porsgrunn,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2021,3297
Porsgrunn,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2022,3413
Porsgrunn,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2023,3499
Porsgrunn,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2024,3466
Porsgrunn,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,454
Porsgrunn,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,477
Porsgrunn,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,508
Porsgrunn,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,505
Porsgrunn,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,532
Porsgrunn,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,558
Porsgrunn,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,568
Porsgrunn,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,580
Porsgrunn,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,575
Porsgrunn,Uoppgitt,Sysselsatte personer etter arbeidssted,2016,135
Porsgrunn,Uoppgitt,Sysselsatte personer etter arbeidssted,2017,126
Porsgrunn,Uoppgitt,Sysselsatte personer etter arbeidssted,2018,114
Porsgrunn,Uoppgitt,Sysselsatte personer etter arbeidssted,2019,95
Porsgrunn,Uoppgitt,Sysselsatte personer etter arbeidssted,2020,90
Porsgrunn,Uoppgitt,Sysselsatte personer etter arbeidssted,2021,105
Porsgrunn,Uoppgitt,Sysselsatte personer etter arbeidssted,2022,81
Porsgrunn,Uoppgitt,Sysselsatte personer etter arbeidssted,2023,81
Porsgrunn,Uoppgitt,Sysselsatte personer etter arbeidssted,2024,80
Skien,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2016,227
Skien,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2017,229
Skien,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2018,208
Skien,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2019,189
Skien,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2020,200
Skien,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2021,206
Skien,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2022,208
Skien,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2023,219
Skien,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2024,213
Skien,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2016,89
Skien,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2017,23
Skien,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2018,22
Skien,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2019,24
Skien,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2020,27
Skien,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2021,29
Skien,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2022,25
Skien,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2023,15
Skien,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2024,15
Skien,Industri,Sysselsatte personer etter arbeidssted,2016,1933
Skien,Industri,Sysselsatte personer etter arbeidssted,2017,1906
Skien,Industri,Sysselsatte personer etter arbeidssted,2018,1870
Skien,Industri,Sysselsatte personer etter arbeidssted,2019,2030
Skien,Industri,Sysselsatte personer etter arbeidssted,2020,2034
Skien,Industri,Sysselsatte personer etter arbeidssted,2021,2051
Skien,Industri,Sysselsatte personer etter arbeidssted,2022,2113
Skien,Industri,Sysselsatte personer etter arbeidssted,2023,2145
Skien,Industri,Sysselsatte personer etter arbeidssted,2024,2256
Skien,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2016,144
Skien,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2017,151
Skien,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2018,143
Skien,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2019,150
Skien,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2020,149
Skien,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2021,170
Skien,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2022,187
Skien,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2023,164
Skien,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2024,140
Skien,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2016,2074
Skien,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2017,2086
Skien,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2018,2228
Skien,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2019,2297
Skien,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2020,2252
Skien,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2021,2295
Skien,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2022,2396
Skien,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2023,2321
Skien,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2024,2254
Skien,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2016,3860
Skien,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2017,3874
Skien,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2018,3833
Skien,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2019,3747
Skien,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2020,3833
Skien,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2021,3868
Skien,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2022,3850
Skien,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2023,3799
Skien,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2024,3740
Skien,Transport og lagring,Sysselsatte personer etter arbeidssted,2016,1117
Skien,Transport og lagring,Sysselsatte personer etter arbeidssted,2017,1111
Skien,Transport og lagring,Sysselsatte personer etter arbeidssted,2018,1179
Skien,Transport og lagring,Sysselsatte personer etter arbeidssted,2019,1181
Skien,Transport og lagring,Sysselsatte personer etter arbeidssted,2020,1085
Skien,Transport og lagring,Sysselsatte personer etter arbeidssted,2021,1138
Skien,Transport og lagring,Sysselsatte personer etter arbeidssted,2022,1143
Skien,Transport og lagring,Sysselsatte personer etter arbeidssted,2023,1160
Skien,Transport og lagring,Sysselsatte personer etter arbeidssted,2024,1176
Skien,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2016,622
Skien,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2017,626
Skien,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2018,629
Skien,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2019,670
Skien,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2020,568
Skien,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2021,625
Skien,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2022,630
Skien,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2023,606
Skien,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2024,609
Skien,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2016,446
Skien,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2017,428
Skien,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2018,436
Skien,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2019,485
Skien,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2020,453
Skien,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2021,459
Skien,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2022,493
Skien,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2023,428
Skien,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2024,423
Skien,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2016,245
Skien,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2017,224
Skien,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2018,250
Skien,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2019,233
Skien,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2020,227
Skien,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2021,231
Skien,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2022,218
Skien,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2023,228
Skien,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2024,243
Skien,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2016,1022
Skien,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2017,1083
Skien,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2018,1125
Skien,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2019,1197
Skien,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2020,1162
Skien,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2021,1040
Skien,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2022,1070
Skien,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2023,1055
Skien,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2024,1133
Skien,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,1076
Skien,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,1100
Skien,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,1334
Skien,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,1264
Skien,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,1288
Skien,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,1507
Skien,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,1010
Skien,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,1066
Skien,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,1115
Skien,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2016,2305
Skien,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2017,2245
Skien,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2018,2044
Skien,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2019,2005
Skien,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2020,2105
Skien,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2021,2130
Skien,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2022,2144
Skien,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2023,2074
Skien,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2024,2130
Skien,Undervisning,Sysselsatte personer etter arbeidssted,2016,1676
Skien,Undervisning,Sysselsatte personer etter arbeidssted,2017,1738
Skien,Undervisning,Sysselsatte personer etter arbeidssted,2018,1717
Skien,Undervisning,Sysselsatte personer etter arbeidssted,2019,1822
Skien,Undervisning,Sysselsatte personer etter arbeidssted,2020,1836
Skien,Undervisning,Sysselsatte personer etter arbeidssted,2021,1838
Skien,Undervisning,Sysselsatte personer etter arbeidssted,2022,1942
Skien,Undervisning,Sysselsatte personer etter arbeidssted,2023,1894
Skien,Undervisning,Sysselsatte personer etter arbeidssted,2024,1897
Skien,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2016,7195
Skien,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2017,7316
Skien,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2018,7453
Skien,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2019,7566
Skien,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2020,7695
Skien,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2021,7683
Skien,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2022,7795
Skien,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2023,8109
Skien,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2024,8367
Skien,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,1085
Skien,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,1099
Skien,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,1164
Skien,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,1195
Skien,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,1145
Skien,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,1171
Skien,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,1174
Skien,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,1204
Skien,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,1193
Skien,Uoppgitt,Sysselsatte personer etter arbeidssted,2016,226
Skien,Uoppgitt,Sysselsatte personer etter arbeidssted,2017,209
Skien,Uoppgitt,Sysselsatte personer etter arbeidssted,2018,196
Skien,Uoppgitt,Sysselsatte personer etter arbeidssted,2019,183
Skien,Uoppgitt,Sysselsatte personer etter arbeidssted,2020,184
Skien,Uoppgitt,Sysselsatte personer etter arbeidssted,2021,171
Skien,Uoppgitt,Sysselsatte personer etter arbeidssted,2022,147
Skien,Uoppgitt,Sysselsatte personer etter arbeidssted,2023,156
Skien,Uoppgitt,Sysselsatte personer etter arbeidssted,2024,132
Notodden,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2016,96
Notodden,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2017,93
Notodden,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2018,91
Notodden,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2019,86
Notodden,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2020,108
Notodden,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2021,92
Notodden,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2022,99
Notodden,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2023,92
Notodden,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2024,100
Notodden,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2016,13
Notodden,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2017,19
Notodden,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2018,18
Notodden,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2019,19
Notodden,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2020,16
