region,næring (SN2007),statistikkvariabel,år,value
Nissedal,Industri,Sysselsatte personer etter arbeidssted,2024,13
Nissedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2016,67
Nissedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2017,69
Nissedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2018,71
Nissedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2019,72
Nissedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2020,70
Nissedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2021,71
Nissedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2022,73
Nissedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2023,70
Nissedal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2024,73
Nissedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2016,102
Nissedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2017,119
Nissedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2018,122
Nissedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2019,105
Nissedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2020,111
Nissedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2021,115
Nissedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2022,127
Nissedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2023,111
Nissedal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2024,110
Nissedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2016,52
Nissedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2017,60
Nissedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2018,58
Nissedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2019,55
Nissedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2020,55
Nissedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2021,57
Nissedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2022,54
Nissedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2023,58
Nissedal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2024,51
Nissedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2016,13
Nissedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2017,14
Nissedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2018,14
Nissedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2019,16
Nissedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2020,11
Nissedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2021,16
Nissedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2022,19
Nissedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2023,12
Nissedal,Transport og lagring,Sysselsatte personer etter arbeidssted,2024,15
Nissedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2016,15
Nissedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2017,8
Nissedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2018,10
Nissedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2019,8
Nissedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2020,10
Nissedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2021,10
Nissedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2022,11
Nissedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2023,13
Nissedal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2024,9
Nissedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2016,3
Nissedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2017,6
Nissedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2018,3
Nissedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2019,3
Nissedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2020,3
Nissedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2021,3
Nissedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2022,3
Nissedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2023,0
Nissedal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2024,0
Nissedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2016,0
Nissedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2017,0
Nissedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2018,0
Nissedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2019,0
Nissedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2020,0
Nissedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2021,0
Nissedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2022,0
Nissedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2023,0
Nissedal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2024,0
Nissedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2016,8
Nissedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2017,7
Nissedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2018,8
Nissedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2019,14
Nissedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2020,14
Nissedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2021,14
Nissedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2022,21
Nissedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2023,10
Nissedal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2024,19
Nissedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,25
Nissedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,26
Nissedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,27
Nissedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,24
Nissedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,29
Nissedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,28
Nissedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,28
Nissedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,29
Nissedal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,26
Nissedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2016,28
Nissedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2017,31
Nissedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2018,31
Nissedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2019,24
Nissedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2020,24
Nissedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2021,25
Nissedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2022,25
Nissedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2023,27
Nissedal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2024,26
Nissedal,Undervisning,Sysselsatte personer etter arbeidssted,2016,49
Nissedal,Undervisning,Sysselsatte personer etter arbeidssted,2017,51
Nissedal,Undervisning,Sysselsatte personer etter arbeidssted,2018,45
Nissedal,Undervisning,Sysselsatte personer etter arbeidssted,2019,51
Nissedal,Undervisning,Sysselsatte personer etter arbeidssted,2020,52
Nissedal,Undervisning,Sysselsatte personer etter arbeidssted,2021,55
Nissedal,Undervisning,Sysselsatte personer etter arbeidssted,2022,57
Nissedal,Undervisning,Sysselsatte personer etter arbeidssted,2023,58
Nissedal,Undervisning,Sysselsatte personer etter arbeidssted,2024,61
Nissedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2016,176
Nissedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2017,168
Nissedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2018,174
Nissedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2019,176
Nissedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2020,164
Nissedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2021,157
Nissedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2022,165
Nissedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2023,173
Nissedal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2024,170
Nissedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,16
Nissedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,23
Nissedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,20
Nissedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,23
Nissedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,15
Nissedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,18
Nissedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,14
Nissedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,15
Nissedal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,20
Nissedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2016,17
Nissedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2017,16
Nissedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2018,12
Nissedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2019,15
Nissedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2020,12
Nissedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2021,12
Nissedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2022,7
Nissedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2023,9
Nissedal,Uoppgitt,Sysselsatte personer etter arbeidssted,2024,4
Fyresdal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2016,47
Fyresdal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2017,50
Fyresdal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2018,45
Fyresdal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2019,45
Fyresdal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2020,34
Fyresdal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2021,37
Fyresdal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2022,42
Fyresdal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2023,44
Fyresdal,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2024,45
Fyresdal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2016,0
Fyresdal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2017,0
Fyresdal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2018,0
Fyresdal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2019,3
Fyresdal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2020,0
Fyresdal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2021,0
Fyresdal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2022,0
Fyresdal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2023,0
Fyresdal,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2024,0
Fyresdal,Industri,Sysselsatte personer etter arbeidssted,2016,62
Fyresdal,Industri,Sysselsatte personer etter arbeidssted,2017,56
Fyresdal,Industri,Sysselsatte personer etter arbeidssted,2018,57
Fyresdal,Industri,Sysselsatte personer etter arbeidssted,2019,66
Fyresdal,Industri,Sysselsatte personer etter arbeidssted,2020,64
Fyresdal,Industri,Sysselsatte personer etter arbeidssted,2021,64
Fyresdal,Industri,Sysselsatte personer etter arbeidssted,2022,72
Fyresdal,Industri,Sysselsatte personer etter arbeidssted,2023,59
Fyresdal,Industri,Sysselsatte personer etter arbeidssted,2024,66
Fyresdal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2016,3
Fyresdal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2017,0
Fyresdal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2018,0
Fyresdal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2019,3
Fyresdal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2020,3
Fyresdal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2021,7
Fyresdal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2022,8
Fyresdal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2023,9
Fyresdal,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2024,3
Fyresdal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2016,46
Fyresdal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2017,51
Fyresdal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2018,52
Fyresdal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2019,65
Fyresdal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2020,76
Fyresdal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2021,77
Fyresdal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2022,66
Fyresdal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2023,79
Fyresdal,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2024,83
Fyresdal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2016,52
Fyresdal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2017,50
Fyresdal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2018,48
Fyresdal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2019,51
Fyresdal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2020,55
Fyresdal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2021,51
Fyresdal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2022,49
Fyresdal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2023,51
Fyresdal,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2024,51
Fyresdal,Transport og lagring,Sysselsatte personer etter arbeidssted,2016,9
Fyresdal,Transport og lagring,Sysselsatte personer etter arbeidssted,2017,6
Fyresdal,Transport og lagring,Sysselsatte personer etter arbeidssted,2018,6
Fyresdal,Transport og lagring,Sysselsatte personer etter arbeidssted,2019,3
Fyresdal,Transport og lagring,Sysselsatte personer etter arbeidssted,2020,12
Fyresdal,Transport og lagring,Sysselsatte personer etter arbeidssted,2021,10
Fyresdal,Transport og lagring,Sysselsatte personer etter arbeidssted,2022,9
Fyresdal,Transport og lagring,Sysselsatte personer etter arbeidssted,2023,9
Fyresdal,Transport og lagring,Sysselsatte personer etter arbeidssted,2024,10
Fyresdal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2016,9
Fyresdal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2017,9
Fyresdal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2018,12
Fyresdal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2019,17
Fyresdal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2020,6
Fyresdal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2021,13
Fyresdal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2022,3
Fyresdal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2023,6
Fyresdal,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2024,3
Fyresdal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2016,3
Fyresdal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2017,3
Fyresdal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2018,3
Fyresdal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2019,0
Fyresdal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2020,3
Fyresdal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2021,0
Fyresdal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2022,3
Fyresdal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2023,3
Fyresdal,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2024,3
Fyresdal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2016,3
Fyresdal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2017,0
Fyresdal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2018,0
Fyresdal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2019,0
Fyresdal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2020,0
Fyresdal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2021,0
Fyresdal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2022,0
Fyresdal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2023,0
Fyresdal,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2024,0
Fyresdal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2016,12
Fyresdal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2017,16
Fyresdal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2018,12
Fyresdal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2019,16
Fyresdal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2020,16
Fyresdal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2021,25
Fyresdal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2022,19
Fyresdal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2023,22
Fyresdal,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2024,29
Fyresdal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,11
Fyresdal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,14
Fyresdal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,14
Fyresdal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,13
Fyresdal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,13
Fyresdal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,15
Fyresdal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,13
Fyresdal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,20
Fyresdal,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,15
Fyresdal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2016,53
Fyresdal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2017,52
Fyresdal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2018,48
Fyresdal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2019,45
Fyresdal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2020,37
Fyresdal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2021,32
Fyresdal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2022,26
Fyresdal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2023,33
Fyresdal,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2024,43
Fyresdal,Undervisning,Sysselsatte personer etter arbeidssted,2016,38
Fyresdal,Undervisning,Sysselsatte personer etter arbeidssted,2017,44
Fyresdal,Undervisning,Sysselsatte personer etter arbeidssted,2018,45
Fyresdal,Undervisning,Sysselsatte personer etter arbeidssted,2019,42
Fyresdal,Undervisning,Sysselsatte personer etter arbeidssted,2020,42
Fyresdal,Undervisning,Sysselsatte personer etter arbeidssted,2021,42
Fyresdal,Undervisning,Sysselsatte personer etter arbeidssted,2022,39
Fyresdal,Undervisning,Sysselsatte personer etter arbeidssted,2023,38
Fyresdal,Undervisning,Sysselsatte personer etter arbeidssted,2024,43
Fyresdal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2016,154
Fyresdal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2017,148
Fyresdal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2018,142
Fyresdal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2019,138
Fyresdal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2020,131
Fyresdal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2021,123
Fyresdal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2022,132
Fyresdal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2023,128
Fyresdal,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2024,133
Fyresdal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,11
Fyresdal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,7
Fyresdal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,10
Fyresdal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,8
Fyresdal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,11
Fyresdal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,11
Fyresdal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,15
Fyresdal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,11
Fyresdal,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,10
Fyresdal,Uoppgitt,Sysselsatte personer etter arbeidssted,2016,11
Fyresdal,Uoppgitt,Sysselsatte personer etter arbeidssted,2017,12
Fyresdal,Uoppgitt,Sysselsatte personer etter arbeidssted,2018,11
Fyresdal,Uoppgitt,Sysselsatte personer etter arbeidssted,2019,8
Fyresdal,Uoppgitt,Sysselsatte personer etter arbeidssted,2020,9
Fyresdal,Uoppgitt,Sysselsatte personer etter arbeidssted,2021,6
Fyresdal,Uoppgitt,Sysselsatte personer etter arbeidssted,2022,7
Fyresdal,Uoppgitt,Sysselsatte personer etter arbeidssted,2023,7
Fyresdal,Uoppgitt,Sysselsatte personer etter arbeidssted,2024,9
Tokke,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2016,54
Tokke,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2017,62
Tokke,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2018,61
Tokke,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2019,62
Tokke,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2020,58
Tokke,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2021,66
Tokke,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2022,60
Tokke,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2023,52
Tokke,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2024,65
Tokke,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2016,0
Tokke,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2017,0
Tokke,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2018,0
Tokke,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2019,3
Tokke,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2020,0
Tokke,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2021,0
Tokke,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2022,3
Tokke,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2023,0
Tokke,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2024,0
Tokke,Industri,Sysselsatte personer etter arbeidssted,2016,63
Tokke,Industri,Sysselsatte personer etter arbeidssted,2017,61
Tokke,Industri,Sysselsatte personer etter arbeidssted,2018,72
Tokke,Industri,Sysselsatte personer etter arbeidssted,2019,67
Tokke,Industri,Sysselsatte personer etter arbeidssted,2020,70
Tokke,Industri,Sysselsatte personer etter arbeidssted,2021,86
Tokke,Industri,Sysselsatte personer etter arbeidssted,2022,93
Tokke,Industri,Sysselsatte personer etter arbeidssted,2023,102
Tokke,Industri,Sysselsatte personer etter arbeidssted,2024,109
Tokke,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2016,156
Tokke,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2017,150
Tokke,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2018,148
Tokke,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2019,143
Tokke,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2020,140
Tokke,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2021,143
Tokke,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2022,135
Tokke,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2023,130
Tokke,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2024,145
Tokke,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2016,61
Tokke,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2017,53
Tokke,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2018,62
Tokke,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2019,70
Tokke,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2020,68
