municipality_code,municipality_name,year,age_interval,housing_demand
4010,Siljan,2030,INTERVAL_15_19,4
4010,Siljan,2030,INTERVAL_20_24,33
4010,Siljan,2030,INTERVAL_25_29,55
4010,Siljan,2030,INTERVAL_30_39,171
4010,Siljan,2030,INTERVAL_40_49,169
4010,Siljan,2030,INTERVAL_50_59,186
4010,Siljan,2030,INTERVAL_60_69,200
4010,Siljan,2030,INTERVAL_70_79,185
4010,Siljan,2030,INTERVAL_80_INF,155
4010,Siljan,2031,INTERVAL_0_14,0
4010,Siljan,2031,INTERVAL_15_19,4
4010,Siljan,2031,INTERVAL_20_24,35
4010,Siljan,2031,INTERVAL_25_29,54
4010,Siljan,2031,INTERVAL_30_39,166
4010,Siljan,2031,INTERVAL_40_49,179
4010,Siljan,2031,INTERVAL_50_59,184
4010,Siljan,2031,INTERVAL_60_69,198
4010,Siljan,2031,INTERVAL_70_79,192
4010,Siljan,2031,INTERVAL_80_INF,160
4010,Siljan,2032,INTERVAL_0_14,0
4010,Siljan,2032,INTERVAL_15_19,4
4010,Siljan,2032,INTERVAL_20_24,36
4010,Siljan,2032,INTERVAL_25_29,53
4010,Siljan,2032,INTERVAL_30_39,170
4010,Siljan,2032,INTERVAL_40_49,174
4010,Siljan,2032,INTERVAL_50_59,187
4010,Siljan,2032,INTERVAL_60_69,201
4010,Siljan,2032,INTERVAL_70_79,198
4010,Siljan,2032,INTERVAL_80_INF,156
4010,Siljan,2033,INTERVAL_0_14,0
4010,Siljan,2033,INTERVAL_15_19,4
4010,Siljan,2033,INTERVAL_20_24,34
4010,Siljan,2033,INTERVAL_25_29,56
4010,Siljan,2033,INTERVAL_30_39,167
4010,Siljan,2033,INTERVAL_40_49,182
4010,Siljan,2033,INTERVAL_50_59,184
4010,Siljan,2033,INTERVAL_60_69,202
4010,Siljan,2033,INTERVAL_70_79,200
4010,Siljan,2033,INTERVAL_80_INF,162
4010,Siljan,2034,INTERVAL_0_14,0
4010,Siljan,2034,INTERVAL_15_19,4
4010,Siljan,2034,INTERVAL_20_24,33
4010,Siljan,2034,INTERVAL_25_29,59
4010,Siljan,2034,INTERVAL_30_39,164
4010,Siljan,2034,INTERVAL_40_49,187
4010,Siljan,2034,INTERVAL_50_59,183
4010,Siljan,2034,INTERVAL_60_69,206
4010,Siljan,2034,INTERVAL_70_79,198
4010,Siljan,2034,INTERVAL_80_INF,167
4010,Siljan,2035,INTERVAL_0_14,0
4010,Siljan,2035,INTERVAL_15_19,4
4010,Siljan,2035,INTERVAL_20_24,32
4010,Siljan,2035,INTERVAL_25_29,59
4010,Siljan,2035,INTERVAL_30_39,163
4010,Siljan,2035,INTERVAL_40_49,189
4010,Siljan,2035,INTERVAL_50_59,183
4010,Siljan,2035,INTERVAL_60_69,200
4010,Siljan,2035,INTERVAL_70_79,204
4010,Siljan,2035,INTERVAL_80_INF,177
4010,Siljan,2036,INTERVAL_0_14,0
4010,Siljan,2036,INTERVAL_15_19,4
4010,Siljan,2036,INTERVAL_20_24,33
4010,Siljan,2036,INTERVAL_25_29,61
4010,Siljan,2036,INTERVAL_30_39,163
4010,Siljan,2036,INTERVAL_40_49,193
4010,Siljan,2036,INTERVAL_50_59,183
4010,Siljan,2036,INTERVAL_60_69,202
4010,Siljan,2036,INTERVAL_70_79,203
4010,Siljan,2036,INTERVAL_80_INF,180
4010,Siljan,2037,INTERVAL_0_14,0
4010,Siljan,2037,INTERVAL_15_19,4
4010,Siljan,2037,INTERVAL_20_24,33
4010,Siljan,2037,INTERVAL_25_29,61
4010,Siljan,2037,INTERVAL_30_39,162
4010,Siljan,2037,INTERVAL_40_49,198
4010,Siljan,2037,INTERVAL_50_59,179
4010,Siljan,2037,INTERVAL_60_69,204
4010,Siljan,2037,INTERVAL_70_79,200
4010,Siljan,2037,INTERVAL_80_INF,189
4010,Siljan,2038,INTERVAL_0_14,0
4010,Siljan,2038,INTERVAL_15_19,4
4010,Siljan,2038,INTERVAL_20_24,33
4010,Siljan,2038,INTERVAL_25_29,61
4010,Siljan,2038,INTERVAL_30_39,164
4010,Siljan,2038,INTERVAL_40_49,197
4010,Siljan,2038,INTERVAL_50_59,178
4010,Siljan,2038,INTERVAL_60_69,204
4010,Siljan,2038,INTERVAL_70_79,201
4010,Siljan,2038,INTERVAL_80_INF,195
4010,Siljan,2039,INTERVAL_0_14,0
4010,Siljan,2039,INTERVAL_15_19,4
4010,Siljan,2039,INTERVAL_20_24,33
4010,Siljan,2039,INTERVAL_25_29,60
4010,Siljan,2039,INTERVAL_30_39,167
4010,Siljan,2039,INTERVAL_40_49,194
4010,Siljan,2039,INTERVAL_50_59,187
4010,Siljan,2039,INTERVAL_60_69,204
4010,Siljan,2039,INTERVAL_70_79,196
4010,Siljan,2039,INTERVAL_80_INF,203
4010,Siljan,2040,INTERVAL_0_14,0
4010,Siljan,2040,INTERVAL_15_19,4
4010,Siljan,2040,INTERVAL_20_24,33
4010,Siljan,2040,INTERVAL_25_29,57
4010,Siljan,2040,INTERVAL_30_39,167
4010,Siljan,2040,INTERVAL_40_49,196
4010,Siljan,2040,INTERVAL_50_59,189
4010,Siljan,2040,INTERVAL_60_69,198
4010,Siljan,2040,INTERVAL_70_79,201
4010,Siljan,2040,INTERVAL_80_INF,208
4010,Siljan,2041,INTERVAL_0_14,0
4010,Siljan,2041,INTERVAL_15_19,4
4010,Siljan,2041,INTERVAL_20_24,32
4010,Siljan,2041,INTERVAL_25_29,59
4010,Siljan,2041,INTERVAL_30_39,167
4010,Siljan,2041,INTERVAL_40_49,193
4010,Siljan,2041,INTERVAL_50_59,197
4010,Siljan,2041,INTERVAL_60_69,197
4010,Siljan,2041,INTERVAL_70_79,201
4010,Siljan,2041,INTERVAL_80_INF,216
4010,Siljan,2042,INTERVAL_0_14,0
4010,Siljan,2042,INTERVAL_15_19,4
4010,Siljan,2042,INTERVAL_20_24,33
4010,Siljan,2042,INTERVAL_25_29,58
4010,Siljan,2042,INTERVAL_30_39,168
4010,Siljan,2042,INTERVAL_40_49,196
4010,Siljan,2042,INTERVAL_50_59,195
4010,Siljan,2042,INTERVAL_60_69,200
4010,Siljan,2042,INTERVAL_70_79,202
4010,Siljan,2042,INTERVAL_80_INF,215
4010,Siljan,2043,INTERVAL_0_14,0
4010,Siljan,2043,INTERVAL_15_19,4
4010,Siljan,2043,INTERVAL_20_24,32
4010,Siljan,2043,INTERVAL_25_29,58
4010,Siljan,2043,INTERVAL_30_39,168
4010,Siljan,2043,INTERVAL_40_49,193
4010,Siljan,2043,INTERVAL_50_59,201
4010,Siljan,2043,INTERVAL_60_69,198
4010,Siljan,2043,INTERVAL_70_79,202
4010,Siljan,2043,INTERVAL_80_INF,222
4010,Siljan,2044,INTERVAL_0_14,0
4010,Siljan,2044,INTERVAL_15_19,4
4010,Siljan,2044,INTERVAL_20_24,31
4010,Siljan,2044,INTERVAL_25_29,56
4010,Siljan,2044,INTERVAL_30_39,169
4010,Siljan,2044,INTERVAL_40_49,190
4010,Siljan,2044,INTERVAL_50_59,205
4010,Siljan,2044,INTERVAL_60_69,196
4010,Siljan,2044,INTERVAL_70_79,208
4010,Siljan,2044,INTERVAL_80_INF,225
4010,Siljan,2045,INTERVAL_0_14,0
4010,Siljan,2045,INTERVAL_15_19,4
4010,Siljan,2045,INTERVAL_20_24,31
4010,Siljan,2045,INTERVAL_25_29,57
4010,Siljan,2045,INTERVAL_30_39,168
4010,Siljan,2045,INTERVAL_40_49,189
4010,Siljan,2045,INTERVAL_50_59,209
4010,Siljan,2045,INTERVAL_60_69,196
4010,Siljan,2045,INTERVAL_70_79,202
4010,Siljan,2045,INTERVAL_80_INF,233
4010,Siljan,2046,INTERVAL_0_14,0
4010,Siljan,2046,INTERVAL_15_19,4
4010,Siljan,2046,INTERVAL_20_24,31
4010,Siljan,2046,INTERVAL_25_29,56
4010,Siljan,2046,INTERVAL_30_39,169
4010,Siljan,2046,INTERVAL_40_49,187
4010,Siljan,2046,INTERVAL_50_59,213
4010,Siljan,2046,INTERVAL_60_69,196
4010,Siljan,2046,INTERVAL_70_79,205
4010,Siljan,2046,INTERVAL_80_INF,231
4010,Siljan,2047,INTERVAL_0_14,0
4010,Siljan,2047,INTERVAL_15_19,4
4010,Siljan,2047,INTERVAL_20_24,31
4010,Siljan,2047,INTERVAL_25_29,55
4010,Siljan,2047,INTERVAL_30_39,169
4010,Siljan,2047,INTERVAL_40_49,189
4010,Siljan,2047,INTERVAL_50_59,214
4010,Siljan,2047,INTERVAL_60_69,194
4010,Siljan,2047,INTERVAL_70_79,205
4010,Siljan,2047,INTERVAL_80_INF,238
4010,Siljan,2048,INTERVAL_0_14,0
4010,Siljan,2048,INTERVAL_15_19,4
4010,Siljan,2048,INTERVAL_20_24,31
4010,Siljan,2048,INTERVAL_25_29,55
4010,Siljan,2048,INTERVAL_30_39,168
4010,Siljan,2048,INTERVAL_40_49,189
4010,Siljan,2048,INTERVAL_50_59,214
4010,Siljan,2048,INTERVAL_60_69,195
4010,Siljan,2048,INTERVAL_70_79,207
4010,Siljan,2048,INTERVAL_80_INF,240
4010,Siljan,2049,INTERVAL_0_14,0
4010,Siljan,2049,INTERVAL_15_19,4
4010,Siljan,2049,INTERVAL_20_24,30
4010,Siljan,2049,INTERVAL_25_29,55
4010,Siljan,2049,INTERVAL_30_39,166
4010,Siljan,2049,INTERVAL_40_49,190
4010,Siljan,2049,INTERVAL_50_59,212
4010,Siljan,2049,INTERVAL_60_69,202
4010,Siljan,2049,INTERVAL_70_79,206
4010,Siljan,2049,INTERVAL_80_INF,242
4010,Siljan,2050,INTERVAL_0_14,0
4010,Siljan,2050,INTERVAL_15_19,4
4010,Siljan,2050,INTERVAL_20_24,31
4010,Siljan,2050,INTERVAL_25_29,54
4010,Siljan,2050,INTERVAL_30_39,163
4010,Siljan,2050,INTERVAL_40_49,190
4010,Siljan,2050,INTERVAL_50_59,214
4010,Siljan,2050,INTERVAL_60_69,205
4010,Siljan,2050,INTERVAL_70_79,202
4010,Siljan,2050,INTERVAL_80_INF,248
4012,Bamble,2026,INTERVAL_0_14,0
4012,Bamble,2026,INTERVAL_15_19,28
4012,Bamble,2026,INTERVAL_20_24,212
4012,Bamble,2026,INTERVAL_25_29,322
4012,Bamble,2026,INTERVAL_30_39,956
4012,Bamble,2026,INTERVAL_40_49,965
4012,Bamble,2026,INTERVAL_50_59,1301
4012,Bamble,2026,INTERVAL_60_69,1258
4012,Bamble,2026,INTERVAL_70_79,1169
4012,Bamble,2026,INTERVAL_80_INF,742
4012,Bamble,2027,INTERVAL_0_14,0
4012,Bamble,2027,INTERVAL_15_19,27
4012,Bamble,2027,INTERVAL_20_24,217
4012,Bamble,2027,INTERVAL_25_29,326
4012,Bamble,2027,INTERVAL_30_39,945
4012,Bamble,2027,INTERVAL_40_49,965
4012,Bamble,2027,INTERVAL_50_59,1277
4012,Bamble,2027,INTERVAL_60_69,1280
4012,Bamble,2027,INTERVAL_70_79,1167
4012,Bamble,2027,INTERVAL_80_INF,801
4012,Bamble,2028,INTERVAL_0_14,0
4012,Bamble,2028,INTERVAL_15_19,26
4012,Bamble,2028,INTERVAL_20_24,221
4012,Bamble,2028,INTERVAL_25_29,324
4012,Bamble,2028,INTERVAL_30_39,923
4012,Bamble,2028,INTERVAL_40_49,993
4012,Bamble,2028,INTERVAL_50_59,1258
4012,Bamble,2028,INTERVAL_60_69,1280
4012,Bamble,2028,INTERVAL_70_79,1162
4012,Bamble,2028,INTERVAL_80_INF,857
4012,Bamble,2029,INTERVAL_0_14,0
4012,Bamble,2029,INTERVAL_15_19,26
4012,Bamble,2029,INTERVAL_20_24,223
4012,Bamble,2029,INTERVAL_25_29,321
4012,Bamble,2029,INTERVAL_30_39,902
4012,Bamble,2029,INTERVAL_40_49,1029
4012,Bamble,2029,INTERVAL_50_59,1209
4012,Bamble,2029,INTERVAL_60_69,1301
4012,Bamble,2029,INTERVAL_70_79,1168
4012,Bamble,2029,INTERVAL_80_INF,900
4012,Bamble,2030,INTERVAL_0_14,0
4012,Bamble,2030,INTERVAL_15_19,25
4012,Bamble,2030,INTERVAL_20_24,221
4012,Bamble,2030,INTERVAL_25_29,320
4012,Bamble,2030,INTERVAL_30_39,893
4012,Bamble,2030,INTERVAL_40_49,1034
4012,Bamble,2030,INTERVAL_50_59,1188
4012,Bamble,2030,INTERVAL_60_69,1314
4012,Bamble,2030,INTERVAL_70_79,1172
4012,Bamble,2030,INTERVAL_80_INF,936
4012,Bamble,2031,INTERVAL_0_14,0
4012,Bamble,2031,INTERVAL_15_19,25
4012,Bamble,2031,INTERVAL_20_24,217
4012,Bamble,2031,INTERVAL_25_29,318
4012,Bamble,2031,INTERVAL_30_39,888
4012,Bamble,2031,INTERVAL_40_49,1052
4012,Bamble,2031,INTERVAL_50_59,1159
4012,Bamble,2031,INTERVAL_60_69,1320
4012,Bamble,2031,INTERVAL_70_79,1169
4012,Bamble,2031,INTERVAL_80_INF,980
4012,Bamble,2032,INTERVAL_0_14,0
4012,Bamble,2032,INTERVAL_15_19,24
4012,Bamble,2032,INTERVAL_20_24,214
4012,Bamble,2032,INTERVAL_25_29,323
4012,Bamble,2032,INTERVAL_30_39,871
4012,Bamble,2032,INTERVAL_40_49,1080
4012,Bamble,2032,INTERVAL_50_59,1119
4012,Bamble,2032,INTERVAL_60_69,1341
4012,Bamble,2032,INTERVAL_70_79,1175
4012,Bamble,2032,INTERVAL_80_INF,1009
4012,Bamble,2033,INTERVAL_0_14,0
4012,Bamble,2033,INTERVAL_15_19,24
4012,Bamble,2033,INTERVAL_20_24,209
4012,Bamble,2033,INTERVAL_25_29,330
4012,Bamble,2033,INTERVAL_30_39,846
4012,Bamble,2033,INTERVAL_40_49,1106
4012,Bamble,2033,INTERVAL_50_59,1084
4012,Bamble,2033,INTERVAL_60_69,1354
4012,Bamble,2033,INTERVAL_70_79,1184
4012,Bamble,2033,INTERVAL_80_INF,1042
4012,Bamble,2034,INTERVAL_0_14,0
4012,Bamble,2034,INTERVAL_15_19,24
4012,Bamble,2034,INTERVAL_20_24,205
4012,Bamble,2034,INTERVAL_25_29,332
4012,Bamble,2034,INTERVAL_30_39,844
4012,Bamble,2034,INTERVAL_40_49,1107
4012,Bamble,2034,INTERVAL_50_59,1070
4012,Bamble,2034,INTERVAL_60_69,1364
4012,Bamble,2034,INTERVAL_70_79,1181
4012,Bamble,2034,INTERVAL_80_INF,1069
4012,Bamble,2035,INTERVAL_0_14,0
4012,Bamble,2035,INTERVAL_15_19,25
4012,Bamble,2035,INTERVAL_20_24,200
4012,Bamble,2035,INTERVAL_25_29,334
4012,Bamble,2035,INTERVAL_30_39,841
4012,Bamble,2035,INTERVAL_40_49,1098
4012,Bamble,2035,INTERVAL_50_59,1082
4012,Bamble,2035,INTERVAL_60_69,1337
4012,Bamble,2035,INTERVAL_70_79,1197
4012,Bamble,2035,INTERVAL_80_INF,1098
4012,Bamble,2036,INTERVAL_0_14,0
4012,Bamble,2036,INTERVAL_15_19,24
4012,Bamble,2036,INTERVAL_20_24,197
4012,Bamble,2036,INTERVAL_25_29,331
4012,Bamble,2036,INTERVAL_30_39,836
4012,Bamble,2036,INTERVAL_40_49,1107
4012,Bamble,2036,INTERVAL_50_59,1075
4012,Bamble,2036,INTERVAL_60_69,1327
4012,Bamble,2036,INTERVAL_70_79,1200
4012,Bamble,2036,INTERVAL_80_INF,1126
4012,Bamble,2037,INTERVAL_0_14,0
4012,Bamble,2037,INTERVAL_15_19,24
4012,Bamble,2037,INTERVAL_20_24,196
4012,Bamble,2037,INTERVAL_25_29,329
4012,Bamble,2037,INTERVAL_30_39,840
4012,Bamble,2037,INTERVAL_40_49,1101
4012,Bamble,2037,INTERVAL_50_59,1074
4012,Bamble,2037,INTERVAL_60_69,1304
4012,Bamble,2037,INTERVAL_70_79,1220
4012,Bamble,2037,INTERVAL_80_INF,1150
4012,Bamble,2038,INTERVAL_0_14,0
4012,Bamble,2038,INTERVAL_15_19,23
4012,Bamble,2038,INTERVAL_20_24,195
4012,Bamble,2038,INTERVAL_25_29,324
4012,Bamble,2038,INTERVAL_30_39,844
4012,Bamble,2038,INTERVAL_40_49,1085
4012,Bamble,2038,INTERVAL_50_59,1097
4012,Bamble,2038,INTERVAL_60_69,1285
4012,Bamble,2038,INTERVAL_70_79,1222
4012,Bamble,2038,INTERVAL_80_INF,1173
4012,Bamble,2039,INTERVAL_0_14,0
4012,Bamble,2039,INTERVAL_15_19,23
4012,Bamble,2039,INTERVAL_20_24,193
4012,Bamble,2039,INTERVAL_25_29,319
4012,Bamble,2039,INTERVAL_30_39,846
4012,Bamble,2039,INTERVAL_40_49,1066
4012,Bamble,2039,INTERVAL_50_59,1131
4012,Bamble,2039,INTERVAL_60_69,1243
4012,Bamble,2039,INTERVAL_70_79,1245
4012,Bamble,2039,INTERVAL_80_INF,1191
4012,Bamble,2040,INTERVAL_0_14,0
4012,Bamble,2040,INTERVAL_15_19,23
4012,Bamble,2040,INTERVAL_20_24,195
4012,Bamble,2040,INTERVAL_25_29,312
4012,Bamble,2040,INTERVAL_30_39,846
4012,Bamble,2040,INTERVAL_40_49,1059
4012,Bamble,2040,INTERVAL_50_59,1138
4012,Bamble,2040,INTERVAL_60_69,1224
4012,Bamble,2040,INTERVAL_70_79,1259
4012,Bamble,2040,INTERVAL_80_INF,1209
4012,Bamble,2041,INTERVAL_0_14,0
4012,Bamble,2041,INTERVAL_15_19,22
4012,Bamble,2041,INTERVAL_20_24,192
4012,Bamble,2041,INTERVAL_25_29,309
4012,Bamble,2041,INTERVAL_30_39,844
4012,Bamble,2041,INTERVAL_40_49,1050
4012,Bamble,2041,INTERVAL_50_59,1158
4012,Bamble,2041,INTERVAL_60_69,1199
4012,Bamble,2041,INTERVAL_70_79,1271
4012,Bamble,2041,INTERVAL_80_INF,1224
4012,Bamble,2042,INTERVAL_0_14,0
4012,Bamble,2042,INTERVAL_15_19,22
4012,Bamble,2042,INTERVAL_20_24,188
4012,Bamble,2042,INTERVAL_25_29,308
4012,Bamble,2042,INTERVAL_30_39,843
4012,Bamble,2042,INTERVAL_40_49,1035
4012,Bamble,2042,INTERVAL_50_59,1186
4012,Bamble,2042,INTERVAL_60_69,1165
4012,Bamble,2042,INTERVAL_70_79,1292
4012,Bamble,2042,INTERVAL_80_INF,1237
4012,Bamble,2043,INTERVAL_0_14,0
4012,Bamble,2043,INTERVAL_15_19,22
4012,Bamble,2043,INTERVAL_20_24,185
4012,Bamble,2043,INTERVAL_25_29,305
4012,Bamble,2043,INTERVAL_30_39,846
4012,Bamble,2043,INTERVAL_40_49,1011
4012,Bamble,2043,INTERVAL_50_59,1209
4012,Bamble,2043,INTERVAL_60_69,1136
4012,Bamble,2043,INTERVAL_70_79,1306
4012,Bamble,2043,INTERVAL_80_INF,1257
4012,Bamble,2044,INTERVAL_0_14,0
4012,Bamble,2044,INTERVAL_15_19,22
4012,Bamble,2044,INTERVAL_20_24,183
4012,Bamble,2044,INTERVAL_25_29,302
4012,Bamble,2044,INTERVAL_30_39,844
4012,Bamble,2044,INTERVAL_40_49,1010
4012,Bamble,2044,INTERVAL_50_59,1215
4012,Bamble,2044,INTERVAL_60_69,1122
4012,Bamble,2044,INTERVAL_70_79,1320
4012,Bamble,2044,INTERVAL_80_INF,1260
4012,Bamble,2045,INTERVAL_0_14,0
4012,Bamble,2045,INTERVAL_15_19,22
4012,Bamble,2045,INTERVAL_20_24,181
4012,Bamble,2045,INTERVAL_25_29,302
4012,Bamble,2045,INTERVAL_30_39,839
4012,Bamble,2045,INTERVAL_40_49,1004
4012,Bamble,2045,INTERVAL_50_59,1209
4012,Bamble,2045,INTERVAL_60_69,1133
4012,Bamble,2045,INTERVAL_70_79,1298
4012,Bamble,2045,INTERVAL_80_INF,1293
4012,Bamble,2046,INTERVAL_0_14,0
4012,Bamble,2046,INTERVAL_15_19,22
4012,Bamble,2046,INTERVAL_20_24,179
4012,Bamble,2046,INTERVAL_25_29,298
4012,Bamble,2046,INTERVAL_30_39,836
4012,Bamble,2046,INTERVAL_40_49,998
4012,Bamble,2046,INTERVAL_50_59,1217
4012,Bamble,2046,INTERVAL_60_69,1130
4012,Bamble,2046,INTERVAL_70_79,1289
4012,Bamble,2046,INTERVAL_80_INF,1311
4012,Bamble,2047,INTERVAL_0_14,0
4012,Bamble,2047,INTERVAL_15_19,22
4012,Bamble,2047,INTERVAL_20_24,178
4012,Bamble,2047,INTERVAL_25_29,294
4012,Bamble,2047,INTERVAL_30_39,832
4012,Bamble,2047,INTERVAL_40_49,999
4012,Bamble,2047,INTERVAL_50_59,1214
4012,Bamble,2047,INTERVAL_60_69,1130
4012,Bamble,2047,INTERVAL_70_79,1269
4012,Bamble,2047,INTERVAL_80_INF,1345
4012,Bamble,2048,INTERVAL_0_14,0
4012,Bamble,2048,INTERVAL_15_19,23
4012,Bamble,2048,INTERVAL_20_24,178
4012,Bamble,2048,INTERVAL_25_29,290
4012,Bamble,2048,INTERVAL_30_39,824
4012,Bamble,2048,INTERVAL_40_49,1004
4012,Bamble,2048,INTERVAL_50_59,1202
4012,Bamble,2048,INTERVAL_60_69,1154
4012,Bamble,2048,INTERVAL_70_79,1253
4012,Bamble,2048,INTERVAL_80_INF,1361
4012,Bamble,2049,INTERVAL_0_14,0
4012,Bamble,2049,INTERVAL_15_19,23
4012,Bamble,2049,INTERVAL_20_24,179
4012,Bamble,2049,INTERVAL_25_29,286
4012,Bamble,2049,INTERVAL_30_39,817
4012,Bamble,2049,INTERVAL_40_49,1004
4012,Bamble,2049,INTERVAL_50_59,1186
4012,Bamble,2049,INTERVAL_60_69,1186
4012,Bamble,2049,INTERVAL_70_79,1213
4012,Bamble,2049,INTERVAL_80_INF,1392
4012,Bamble,2050,INTERVAL_0_14,0
4012,Bamble,2050,INTERVAL_15_19,23
4012,Bamble,2050,INTERVAL_20_24,179
4012,Bamble,2050,INTERVAL_25_29,284
4012,Bamble,2050,INTERVAL_30_39,809
4012,Bamble,2050,INTERVAL_40_49,1004
4012,Bamble,2050,INTERVAL_50_59,1178
4012,Bamble,2050,INTERVAL_60_69,1193
4012,Bamble,2050,INTERVAL_70_79,1202
4012,Bamble,2050,INTERVAL_80_INF,1414
4014,Kragerø,2026,INTERVAL_0_14,0
4014,Kragerø,2026,INTERVAL_15_19,16
4014,Kragerø,2026,INTERVAL_20_24,110
4014,Kragerø,2026,INTERVAL_25_29,207
4014,Kragerø,2026,INTERVAL_30_39,613
4014,Kragerø,2026,INTERVAL_40_49,690
4014,Kragerø,2026,INTERVAL_50_59,981
4014,Kragerø,2026,INTERVAL_60_69,922
4014,Kragerø,2026,INTERVAL_70_79,988
4014,Kragerø,2026,INTERVAL_80_INF,599
4014,Kragerø,2027,INTERVAL_0_14,0
4014,Kragerø,2027,INTERVAL_15_19,15
4014,Kragerø,2027,INTERVAL_20_24,113
4014,Kragerø,2027,INTERVAL_25_29,196
4014,Kragerø,2027,INTERVAL_30_39,610
4014,Kragerø,2027,INTERVAL_40_49,689
4014,Kragerø,2027,INTERVAL_50_59,969
4014,Kragerø,2027,INTERVAL_60_69,930
4014,Kragerø,2027,INTERVAL_70_79,961
4014,Kragerø,2027,INTERVAL_80_INF,656
4014,Kragerø,2028,INTERVAL_0_14,0
4014,Kragerø,2028,INTERVAL_15_19,15
4014,Kragerø,2028,INTERVAL_20_24,111
4014,Kragerø,2028,INTERVAL_25_29,191
4014,Kragerø,2028,INTERVAL_30_39,604
4014,Kragerø,2028,INTERVAL_40_49,699
4014,Kragerø,2028,INTERVAL_50_59,946
4014,Kragerø,2028,INTERVAL_60_69,938
4014,Kragerø,2028,INTERVAL_70_79,937
4014,Kragerø,2028,INTERVAL_80_INF,715
4014,Kragerø,2029,INTERVAL_0_14,0
4014,Kragerø,2029,INTERVAL_15_19,15
4014,Kragerø,2029,INTERVAL_20_24,111
4014,Kragerø,2029,INTERVAL_25_29,194
4014,Kragerø,2029,INTERVAL_30_39,605
4014,Kragerø,2029,INTERVAL_40_49,687
4014,Kragerø,2029,INTERVAL_50_59,916
4014,Kragerø,2029,INTERVAL_60_69,963
4014,Kragerø,2029,INTERVAL_70_79,921
4014,Kragerø,2029,INTERVAL_80_INF,761
4014,Kragerø,2030,INTERVAL_0_14,0
4014,Kragerø,2030,INTERVAL_15_19,14
4014,Kragerø,2030,INTERVAL_20_24,115
4014,Kragerø,2030,INTERVAL_25_29,191
4014,Kragerø,2030,INTERVAL_30_39,585
4014,Kragerø,2030,INTERVAL_40_49,703
4014,Kragerø,2030,INTERVAL_50_59,898
4014,Kragerø,2030,INTERVAL_60_69,971
4014,Kragerø,2030,INTERVAL_70_79,908
4014,Kragerø,2030,INTERVAL_80_INF,808
4014,Kragerø,2031,INTERVAL_0_14,0
4014,Kragerø,2031,INTERVAL_15_19,14
4014,Kragerø,2031,INTERVAL_20_24,115
4014,Kragerø,2031,INTERVAL_25_29,188
4014,Kragerø,2031,INTERVAL_30_39,578
4014,Kragerø,2031,INTERVAL_40_49,712
4014,Kragerø,2031,INTERVAL_50_59,873
4014,Kragerø,2031,INTERVAL_60_69,987
4014,Kragerø,2031,INTERVAL_70_79,897
4014,Kragerø,2031,INTERVAL_80_INF,846
4014,Kragerø,2032,INTERVAL_0_14,0
4014,Kragerø,2032,INTERVAL_15_19,13
4014,Kragerø,2032,INTERVAL_20_24,114
4014,Kragerø,2032,INTERVAL_25_29,193
4014,Kragerø,2032,INTERVAL_30_39,569
4014,Kragerø,2032,INTERVAL_40_49,717
4014,Kragerø,2032,INTERVAL_50_59,849
4014,Kragerø,2032,INTERVAL_60_69,1002
4014,Kragerø,2032,INTERVAL_70_79,904
4014,Kragerø,2032,INTERVAL_80_INF,861
4014,Kragerø,2033,INTERVAL_0_14,0
4014,Kragerø,2033,INTERVAL_15_19,13
4014,Kragerø,2033,INTERVAL_20_24,112
4014,Kragerø,2033,INTERVAL_25_29,192
4014,Kragerø,2033,INTERVAL_30_39,559
4014,Kragerø,2033,INTERVAL_40_49,722
4014,Kragerø,2033,INTERVAL_50_59,824
4014,Kragerø,2033,INTERVAL_60_69,1018
4014,Kragerø,2033,INTERVAL_70_79,903
4014,Kragerø,2033,INTERVAL_80_INF,885
4014,Kragerø,2034,INTERVAL_0_14,0
4014,Kragerø,2034,INTERVAL_15_19,13
4014,Kragerø,2034,INTERVAL_20_24,111
4014,Kragerø,2034,INTERVAL_25_29,193
4014,Kragerø,2034,INTERVAL_30_39,552
4014,Kragerø,2034,INTERVAL_40_49,725
4014,Kragerø,2034,INTERVAL_50_59,816
4014,Kragerø,2034,INTERVAL_60_69,1023
4014,Kragerø,2034,INTERVAL_70_79,888
4014,Kragerø,2034,INTERVAL_80_INF,919
4014,Kragerø,2035,INTERVAL_0_14,0
4014,Kragerø,2035,INTERVAL_15_19,13
4014,Kragerø,2035,INTERVAL_20_24,106
4014,Kragerø,2035,INTERVAL_25_29,197
4014,Kragerø,2035,INTERVAL_30_39,548
4014,Kragerø,2035,INTERVAL_40_49,734
4014,Kragerø,2035,INTERVAL_50_59,798
4014,Kragerø,2035,INTERVAL_60_69,1030
4014,Kragerø,2035,INTERVAL_70_79,881
4014,Kragerø,2035,INTERVAL_80_INF,937
4014,Kragerø,2036,INTERVAL_0_14,0
4014,Kragerø,2036,INTERVAL_15_19,13
4014,Kragerø,2036,INTERVAL_20_24,105
4014,Kragerø,2036,INTERVAL_25_29,197
4014,Kragerø,2036,INTERVAL_30_39,546
4014,Kragerø,2036,INTERVAL_40_49,730
4014,Kragerø,2036,INTERVAL_50_59,789
4014,Kragerø,2036,INTERVAL_60_69,1021
4014,Kragerø,2036,INTERVAL_70_79,889
4014,Kragerø,2036,INTERVAL_80_INF,963
4014,Kragerø,2037,INTERVAL_0_14,0
