Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,value
Notodden,2022,menn,0-24 år,Skader,"per 1000, standardisert",112.615088718106
Notodden,2022,menn,0-14 år,Skader,"per 1000, standardisert",106.244401863706
Notodden,2022,menn,15-24 år,Skader,"per 1000, standardisert",121.26950868965
Notodden,2022,menn,25-44 år,Skader,"per 1000, standardisert",109.226401182133
Notodden,2022,menn,45-74 år,Skader,"per 1000, standardisert",83.580318388403
Notodden,2022,menn,45-64 år,Skader,"per 1000, standardisert",86.0394206915645
Notodden,2022,menn,65-74 år,Skader,"per 1000, standardisert",78.4191969182865
Notodden,2022,menn,75-79 år,Skader,"per 1000, standardisert",95.3078279800357
Notodden,2022,kvinner,0-74 år,Skader,"per 1000, standardisert",73.1660079844154
Notodden,2022,kvinner,0-44 år,Skader,"per 1000, standardisert",73.0716622297944
Notodden,2022,kvinner,0-24 år,Skader,"per 1000, standardisert",79.8489051069558
Notodden,2022,kvinner,0-14 år,Skader,"per 1000, standardisert",83.8041665044256
Notodden,2022,kvinner,15-24 år,Skader,"per 1000, standardisert",74.7090068153228
Notodden,2022,kvinner,25-44 år,Skader,"per 1000, standardisert",66.3142834876771
Notodden,2022,kvinner,45-74 år,Skader,"per 1000, standardisert",74.0166527613164
Notodden,2022,kvinner,45-64 år,Skader,"per 1000, standardisert",75.346874112893
Notodden,2022,kvinner,65-74 år,Skader,"per 1000, standardisert",71.3428967836814
Notodden,2022,kvinner,75-79 år,Skader,"per 1000, standardisert",60.2250348122319
Notodden,2023,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",92.3879906993557
Notodden,2023,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",94.8126489026409
Notodden,2023,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",109.566097787569
Notodden,2023,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",106.468243885997
Notodden,2023,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",113.565399621436
Notodden,2023,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",79.5154851828377
Notodden,2023,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",88.9782582864406
Notodden,2023,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",88.1770591161904
Notodden,2023,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",90.9128685791634
Notodden,2023,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",99.9775258612668
Notodden,2023,menn,0-74 år,Skader,"per 1000, standardisert",104.541471098135
Notodden,2023,menn,0-44 år,Skader,"per 1000, standardisert",113.059942669265
Notodden,2023,menn,0-24 år,Skader,"per 1000, standardisert",131.813916459943
Notodden,2023,menn,0-14 år,Skader,"per 1000, standardisert",127.781969437155
Notodden,2023,menn,15-24 år,Skader,"per 1000, standardisert",136.971873803561
Notodden,2023,menn,25-44 år,Skader,"per 1000, standardisert",93.4693379808008
Notodden,2023,menn,45-74 år,Skader,"per 1000, standardisert",91.9873795227953
Notodden,2023,menn,45-64 år,Skader,"per 1000, standardisert",97.1162327007931
Notodden,2023,menn,65-74 år,Skader,"per 1000, standardisert",80.7455313704305
Notodden,2023,menn,75-79 år,Skader,"per 1000, standardisert",82.6552491279438
Notodden,2023,kvinner,0-74 år,Skader,"per 1000, standardisert",79.8622234567761
Notodden,2023,kvinner,0-44 år,Skader,"per 1000, standardisert",75.5554289862024
Notodden,2023,kvinner,0-24 år,Skader,"per 1000, standardisert",85.9270949126922
Notodden,2023,kvinner,0-14 år,Skader,"per 1000, standardisert",83.9090172934912
Notodden,2023,kvinner,15-24 år,Skader,"per 1000, standardisert",88.573187066915
Notodden,2023,kvinner,25-44 år,Skader,"per 1000, standardisert",64.9078289891618
Notodden,2023,kvinner,45-74 år,Skader,"per 1000, standardisert",85.97284152517
Notodden,2023,kvinner,45-64 år,Skader,"per 1000, standardisert",79.2252442725997
Notodden,2023,kvinner,65-74 år,Skader,"per 1000, standardisert",101.085772269472
Notodden,2023,kvinner,75-79 år,Skader,"per 1000, standardisert",116.698102203362
Notodden,2024,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",85.2730053742802
Notodden,2024,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",90.7559428799453
Notodden,2024,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",101.362885325152
Notodden,2024,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",95.1160824595061
Notodden,2024,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",109.409650614408
Notodden,2024,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",79.9710668267401
Notodden,2024,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",77.9960967130087
Notodden,2024,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",77.647341577893
Notodden,2024,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",78.9166777643847
Notodden,2024,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",110.934041288481
Notodden,2024,menn,0-74 år,Skader,"per 1000, standardisert",97.878013605732
Notodden,2024,menn,0-44 år,Skader,"per 1000, standardisert",106.209444951586
Notodden,2024,menn,0-24 år,Skader,"per 1000, standardisert",123.008326098043
Notodden,2024,menn,0-14 år,Skader,"per 1000, standardisert",111.157655666429
Notodden,2024,menn,15-24 år,Skader,"per 1000, standardisert",138.097876169254
Notodden,2024,menn,25-44 år,Skader,"per 1000, standardisert",88.7565373664289
Notodden,2024,menn,45-74 år,Skader,"per 1000, standardisert",85.6583698497269
Notodden,2024,menn,45-64 år,Skader,"per 1000, standardisert",88.9659316571258
Notodden,2024,menn,65-74 år,Skader,"per 1000, standardisert",78.5992920950818
Notodden,2024,menn,75-79 år,Skader,"per 1000, standardisert",102.339870281073
Notodden,2024,kvinner,0-74 år,Skader,"per 1000, standardisert",72.2937303836767
Notodden,2024,kvinner,0-44 år,Skader,"per 1000, standardisert",74.4766143970941
Notodden,2024,kvinner,0-24 år,Skader,"per 1000, standardisert",78.3254946814229
Notodden,2024,kvinner,0-14 år,Skader,"per 1000, standardisert",78.1518712378593
Notodden,2024,kvinner,15-24 år,Skader,"per 1000, standardisert",78.5684909863031
Notodden,2024,kvinner,25-44 år,Skader,"per 1000, standardisert",70.7960170593519
Notodden,2024,kvinner,45-74 år,Skader,"per 1000, standardisert",70.2986993116894
Notodden,2024,kvinner,45-64 år,Skader,"per 1000, standardisert",66.2678954110213
Notodden,2024,kvinner,65-74 år,Skader,"per 1000, standardisert",79.1964592512496
Notodden,2024,kvinner,75-79 år,Skader,"per 1000, standardisert",119.03288111001
Siljan,2017,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",108.976135600357
Siljan,2017,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",117.955865157808
Siljan,2017,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",137.912001016491
Siljan,2017,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",134.972806423775
Siljan,2017,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",142.249690487197
Siljan,2017,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",96.2225184486072
Siljan,2017,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",96.3942613564006
Siljan,2017,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",94.0033138478036
Siljan,2017,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",102.593565781691
Siljan,2017,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",107.684971161795
Siljan,2017,menn,0-74 år,Skader,"per 1000, standardisert",120.762180003059
Siljan,2017,menn,0-44 år,Skader,"per 1000, standardisert",141.364809150087
Siljan,2017,menn,0-24 år,Skader,"per 1000, standardisert",160.155090279399
Siljan,2017,menn,0-14 år,Skader,"per 1000, standardisert",167.704338133128
Siljan,2017,menn,15-24 år,Skader,"per 1000, standardisert",149.523111401949
Siljan,2017,menn,25-44 år,Skader,"per 1000, standardisert",121.538199592666
Siljan,2017,menn,45-74 år,Skader,"per 1000, standardisert",90.6001704381906
Siljan,2017,menn,45-64 år,Skader,"per 1000, standardisert",87.9720340453537
Siljan,2017,menn,65-74 år,Skader,"per 1000, standardisert",97.8973906612585
Siljan,2017,menn,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2017,kvinner,0-74 år,Skader,"per 1000, standardisert",96.5812594618171
Siljan,2017,kvinner,0-44 år,Skader,"per 1000, standardisert",92.708013932888
Siljan,2017,kvinner,0-24 år,Skader,"per 1000, standardisert",112.945043460481
Siljan,2017,kvinner,0-14 år,Skader,"per 1000, standardisert",95.082558146307
Siljan,2017,kvinner,15-24 år,Skader,"per 1000, standardisert",135.452091224032
Siljan,2017,kvinner,25-44 år,Skader,"per 1000, standardisert",72.0332290103263
Siljan,2017,kvinner,45-74 år,Skader,"per 1000, standardisert",102.363778064243
Siljan,2017,kvinner,45-64 år,Skader,"per 1000, standardisert",100.451946318448
Siljan,2017,kvinner,65-74 år,Skader,"per 1000, standardisert",107.069735459154
Siljan,2017,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2018,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",104.3043604119
Siljan,2018,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",118.080922897469
Siljan,2018,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",122.174627072033
Siljan,2018,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",102.258856191955
Siljan,2018,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",151.295340332809
Siljan,2018,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",115.681431183221
Siljan,2018,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",85.6685784674234
Siljan,2018,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",90.8859645894425
Siljan,2018,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",72.5362791192674
Siljan,2018,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",147.875782528017
Siljan,2018,menn,0-74 år,Skader,"per 1000, standardisert",106.166367627909
Siljan,2018,menn,0-44 år,Skader,"per 1000, standardisert",127.300293279595
Siljan,2018,menn,0-24 år,Skader,"per 1000, standardisert",130.547017809432
Siljan,2018,menn,0-14 år,Skader,"per 1000, standardisert",105.86998943731
Siljan,2018,menn,15-24 år,Skader,"per 1000, standardisert",166.617351165352
Siljan,2018,menn,25-44 år,Skader,"per 1000, standardisert",128.525158205043
Siljan,2018,menn,45-74 år,Skader,"per 1000, standardisert",76.213820666916
Siljan,2018,menn,45-64 år,Skader,"per 1000, standardisert",77.2223791055099
Siljan,2018,menn,65-74 år,Skader,"per 1000, standardisert",73.7225227257247
Siljan,2018,menn,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2018,kvinner,0-74 år,Skader,"per 1000, standardisert",102.538247599147
Siljan,2018,kvinner,0-44 år,Skader,"per 1000, standardisert",108.572628952453
Siljan,2018,kvinner,0-24 år,Skader,"per 1000, standardisert",114.446732002841
Siljan,2018,kvinner,0-14 år,Skader,"per 1000, standardisert",100.071052415868
Siljan,2018,kvinner,15-24 år,Skader,"per 1000, standardisert",135.555624829381
Siljan,2018,kvinner,25-44 år,Skader,"per 1000, standardisert",102.486838689281
Siljan,2018,kvinner,45-74 år,Skader,"per 1000, standardisert",95.5779765882609
Siljan,2018,kvinner,45-64 år,Skader,"per 1000, standardisert",105.106499886685
Siljan,2018,kvinner,65-74 år,Skader,"per 1000, standardisert",71.1455466357259
Siljan,2018,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2019,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",103.413486642519
Siljan,2019,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",113.385930855401
Siljan,2019,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",123.58208354142
Siljan,2019,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",103.582069772886
Siljan,2019,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",152.687748257409
Siljan,2019,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",103.457370752022
Siljan,2019,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",90.217668903223
Siljan,2019,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",90.4744597939199
Siljan,2019,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",89.6211238993334
Siljan,2019,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2019,menn,0-74 år,Skader,"per 1000, standardisert",108.978155382722
Siljan,2019,menn,0-44 år,Skader,"per 1000, standardisert",124.128935456305
Siljan,2019,menn,0-24 år,Skader,"per 1000, standardisert",138.049682383694
Siljan,2019,menn,0-14 år,Skader,"per 1000, standardisert",112.269025122915
Siljan,2019,menn,15-24 år,Skader,"per 1000, standardisert",177.774268792774
Siljan,2019,menn,25-44 år,Skader,"per 1000, standardisert",110.322822541443
Siljan,2019,menn,45-74 år,Skader,"per 1000, standardisert",87.8870611849346
Siljan,2019,menn,45-64 år,Skader,"per 1000, standardisert",85.7123082468349
Siljan,2019,menn,65-74 år,Skader,"per 1000, standardisert",93.3648169243724
Siljan,2019,menn,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2019,kvinner,0-74 år,Skader,"per 1000, standardisert",97.6828973516411
Siljan,2019,kvinner,0-44 år,Skader,"per 1000, standardisert",102.153335308632
Siljan,2019,kvinner,0-24 år,Skader,"per 1000, standardisert",108.112886537556
Siljan,2019,kvinner,0-14 år,Skader,"per 1000, standardisert",95.1172296349786
Siljan,2019,kvinner,15-24 år,Skader,"per 1000, standardisert",125.268121894184
Siljan,2019,kvinner,25-44 år,Skader,"per 1000, standardisert",95.8200857369121
Siljan,2019,kvinner,45-74 år,Skader,"per 1000, standardisert",92.7441318118142
Siljan,2019,kvinner,45-64 år,Skader,"per 1000, standardisert",95.7779235748152
Siljan,2019,kvinner,65-74 år,Skader,"per 1000, standardisert",85.412931715302
Siljan,2019,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2020,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",91.3935483668741
Siljan,2020,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",97.1960609031166
Siljan,2020,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",99.1949391617725
Siljan,2020,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",99.8585924884572
Siljan,2020,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",98.6245708052114
Siljan,2020,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",96.4669367278533
Siljan,2020,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",83.5773553139476
Siljan,2020,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",82.655671806871
Siljan,2020,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",85.9546460923981
Siljan,2020,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",109.302746234129
Siljan,2020,menn,0-74 år,Skader,"per 1000, standardisert",93.1338559905844
Siljan,2020,menn,0-44 år,Skader,"per 1000, standardisert",99.5224909473281
Siljan,2020,menn,0-24 år,Skader,"per 1000, standardisert",87.5920045654175
Siljan,2020,menn,0-14 år,Skader,"per 1000, standardisert",88.7976549542341
Siljan,2020,menn,15-24 år,Skader,"per 1000, standardisert",86.103458250758
Siljan,2020,menn,25-44 år,Skader,"per 1000, standardisert",118.738595226905
Siljan,2020,menn,45-74 år,Skader,"per 1000, standardisert",83.4847154912419
Siljan,2020,menn,45-64 år,Skader,"per 1000, standardisert",82.6850431628619
Siljan,2020,menn,65-74 år,Skader,"per 1000, standardisert",85.6600148159271
Siljan,2020,menn,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2020,kvinner,0-74 år,Skader,"per 1000, standardisert",89.8439307184089
Siljan,2020,kvinner,0-44 år,Skader,"per 1000, standardisert",95.4477883304027
Siljan,2020,kvinner,0-24 år,Skader,"per 1000, standardisert",116.747218738353
Siljan,2020,kvinner,0-14 år,Skader,"per 1000, standardisert",117.290413046361
Siljan,2020,kvinner,15-24 år,Skader,"per 1000, standardisert",116.422196507242
Siljan,2020,kvinner,25-44 år,Skader,"per 1000, standardisert",74.3619901542019
Siljan,2020,kvinner,45-74 år,Skader,"per 1000, standardisert",83.642003609924
Siljan,2020,kvinner,45-64 år,Skader,"per 1000, standardisert",82.6071887353948
Siljan,2020,kvinner,65-74 år,Skader,"per 1000, standardisert",86.2093617602405
Siljan,2020,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2021,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",89.0978080090408
Siljan,2021,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",96.893837521529
Siljan,2021,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",116.459592928026
Siljan,2021,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",111.926318673959
Siljan,2021,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",124.016043261989
Siljan,2021,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",75.7097081006068
Siljan,2021,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",78.6947706466678
Siljan,2021,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",71.6739268332155
Siljan,2021,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",96.4722271953606
Siljan,2021,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",61.4286085040728
Siljan,2021,menn,0-74 år,Skader,"per 1000, standardisert",99.6594460629861
Siljan,2021,menn,0-44 år,Skader,"per 1000, standardisert",117.583100336049
Siljan,2021,menn,0-24 år,Skader,"per 1000, standardisert",142.262982209887
Siljan,2021,menn,0-14 år,Skader,"per 1000, standardisert",135.963566846372
Siljan,2021,menn,15-24 år,Skader,"per 1000, standardisert",153.174360517429
Siljan,2021,menn,25-44 år,Skader,"per 1000, standardisert",89.1732832399276
Siljan,2021,menn,45-74 år,Skader,"per 1000, standardisert",74.2793121229654
Siljan,2021,menn,45-64 år,Skader,"per 1000, standardisert",66.8255863672335
Siljan,2021,menn,65-74 år,Skader,"per 1000, standardisert",94.4693332788517
Siljan,2021,menn,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2021,kvinner,0-74 år,Skader,"per 1000, standardisert",77.7478065794134
Siljan,2021,kvinner,0-44 år,Skader,"per 1000, standardisert",73.8196410471049
Siljan,2021,kvinner,0-24 år,Skader,"per 1000, standardisert",85.6058994285135
Siljan,2021,kvinner,0-14 år,Skader,"per 1000, standardisert",82.4004377872437
Siljan,2021,kvinner,15-24 år,Skader,"per 1000, standardisert",90.4664094947205
Siljan,2021,kvinner,25-44 år,Skader,"per 1000, standardisert",62.0241551052907
Siljan,2021,kvinner,45-74 år,Skader,"per 1000, standardisert",83.3600028695447
Siljan,2021,kvinner,45-64 år,Skader,"per 1000, standardisert",77.0169152273244
Siljan,2021,kvinner,65-74 år,Skader,"per 1000, standardisert",98.4268812417347
Siljan,2021,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2022,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",91.1318634685734
Siljan,2022,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",94.2807360699986
Siljan,2022,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",99.3891303868543
Siljan,2022,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",96.0328394453119
Siljan,2022,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",104.824857541273
Siljan,2022,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",90.2318070629066
Siljan,2022,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",86.7674080226922
Siljan,2022,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",87.3431670623896
Siljan,2022,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",85.4339699539601
Siljan,2022,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",117.949936873637
Siljan,2022,menn,0-74 år,Skader,"per 1000, standardisert",99.0406908774143
Siljan,2022,menn,0-44 år,Skader,"per 1000, standardisert",98.5474561675233
Siljan,2022,menn,0-24 år,Skader,"per 1000, standardisert",99.3719495344516
Siljan,2022,menn,0-14 år,Skader,"per 1000, standardisert",101.60980051984
Siljan,2022,menn,15-24 år,Skader,"per 1000, standardisert",96.3698919603875
Siljan,2022,menn,25-44 år,Skader,"per 1000, standardisert",101.532108451548
Siljan,2022,menn,45-74 år,Skader,"per 1000, standardisert",98.517822626099
Siljan,2022,menn,45-64 år,Skader,"per 1000, standardisert",102.947936038506
Siljan,2022,menn,65-74 år,Skader,"per 1000, standardisert",87.5456695779973
Siljan,2022,menn,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2022,kvinner,0-74 år,Skader,"per 1000, standardisert",82.7344653408681
Siljan,2022,kvinner,0-44 år,Skader,"per 1000, standardisert",90.525852127449
Siljan,2022,kvinner,0-24 år,Skader,"per 1000, standardisert",102.352896089419
Siljan,2022,kvinner,0-14 år,Skader,"per 1000, standardisert",91.370631076736
Siljan,2022,kvinner,15-24 år,Skader,"per 1000, standardisert",119.49073338166
Siljan,2022,kvinner,25-44 år,Skader,"per 1000, standardisert",78.5487436591723
Siljan,2022,kvinner,45-74 år,Skader,"per 1000, standardisert",74.1422474812235
Siljan,2022,kvinner,45-64 år,Skader,"per 1000, standardisert",70.3640745948074
Siljan,2022,kvinner,65-74 år,Skader,"per 1000, standardisert",83.1596104979415
Siljan,2022,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2023,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",91.7818087352467
Siljan,2023,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",109.254158551418
Siljan,2023,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",119.565578786764
Siljan,2023,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",123.339823025583
Siljan,2023,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",114.562064260295
Siljan,2023,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",99.1779425020523
Siljan,2023,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",68.6622391989662
Siljan,2023,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",75.7513079752589
Siljan,2023,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",52.9300609644481
Siljan,2023,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",69.6790796069502
Siljan,2023,menn,0-74 år,Skader,"per 1000, standardisert",89.58476714763
Siljan,2023,menn,0-44 år,Skader,"per 1000, standardisert",108.160160671241
Siljan,2023,menn,0-24 år,Skader,"per 1000, standardisert",121.078957336326
Siljan,2023,menn,0-14 år,Skader,"per 1000, standardisert",120.805707410025
Siljan,2023,menn,15-24 år,Skader,"per 1000, standardisert",121.36301092323
Siljan,2023,menn,25-44 år,Skader,"per 1000, standardisert",95.0461715607396
Siljan,2023,menn,45-74 år,Skader,"per 1000, standardisert",63.4856712592537
Siljan,2023,menn,45-64 år,Skader,"per 1000, standardisert",75.750865618034
Siljan,2023,menn,65-74 år,Skader,"per 1000, standardisert",35.0949404863385
Siljan,2023,menn,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2023,kvinner,0-74 år,Skader,"per 1000, standardisert",94.5474502422666
Siljan,2023,kvinner,0-44 år,Skader,"per 1000, standardisert",111.624992173168
Siljan,2023,kvinner,0-24 år,Skader,"per 1000, standardisert",120.302480481089
Siljan,2023,kvinner,0-14 år,Skader,"per 1000, standardisert",127.510257727557
Siljan,2023,kvinner,15-24 år,Skader,"per 1000, standardisert",109.81373582675
Siljan,2023,kvinner,25-44 år,Skader,"per 1000, standardisert",102.954147460996
Siljan,2023,kvinner,45-74 år,Skader,"per 1000, standardisert",74.1385041756508
Siljan,2023,kvinner,45-64 år,Skader,"per 1000, standardisert",75.7424506933869
Siljan,2023,kvinner,65-74 år,Skader,"per 1000, standardisert",70.9216740337143
Siljan,2023,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2024,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",75.9150535229804
Siljan,2024,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",81.3421547234117
Siljan,2024,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",91.1814889709237
Siljan,2024,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",70.9169362195158
Siljan,2024,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",120.491623416677
Siljan,2024,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",71.2827442311024
Siljan,2024,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",68.4807049548282
Siljan,2024,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",69.5833695892885
Siljan,2024,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",66.2527930646023
Siljan,2024,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",38.0873129901771
Siljan,2024,menn,0-74 år,Skader,"per 1000, standardisert",85.7917071492984
Siljan,2024,menn,0-44 år,Skader,"per 1000, standardisert",96.454295257908
Siljan,2024,menn,0-24 år,Skader,"per 1000, standardisert",104.463434131517
Siljan,2024,menn,0-14 år,Skader,"per 1000, standardisert",86.1961209494575
Siljan,2024,menn,15-24 år,Skader,"per 1000, standardisert",127.319961703823
Siljan,2024,menn,25-44 år,Skader,"per 1000, standardisert",89.3992556892199
Siljan,2024,menn,45-74 år,Skader,"per 1000, standardisert",70.4208598468122
Siljan,2024,menn,45-64 år,Skader,"per 1000, standardisert",66.9757719902151
Siljan,2024,menn,65-74 år,Skader,"per 1000, standardisert",78.5201169991207
Siljan,2024,menn,75-79 år,Skader,"per 1000, standardisert",:
Siljan,2024,kvinner,0-74 år,Skader,"per 1000, standardisert",65.412539201643
Siljan,2024,kvinner,0-44 år,Skader,"per 1000, standardisert",65.054299451316
Siljan,2024,kvinner,0-24 år,Skader,"per 1000, standardisert",76.5783402500972
Siljan,2024,kvinner,0-14 år,Skader,"per 1000, standardisert",54.6160105344994
Siljan,2024,kvinner,15-24 år,Skader,"per 1000, standardisert",116.648700314191
Siljan,2024,kvinner,25-44 år,Skader,"per 1000, standardisert",53.3579509667613
Siljan,2024,kvinner,45-74 år,Skader,"per 1000, standardisert",66.375408067888
Siljan,2024,kvinner,45-64 år,Skader,"per 1000, standardisert",72.5247855960635
Siljan,2024,kvinner,65-74 år,Skader,"per 1000, standardisert",54.5592764271453
Siljan,2024,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Bamble,2017,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",103.294116372562
Bamble,2017,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",104.206782351401
Bamble,2017,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",112.243656057037
Bamble,2017,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",108.556278369938
Bamble,2017,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",116.621797765008
Bamble,2017,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",97.0937306336033
Bamble,2017,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",101.748326990411
Bamble,2017,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",100.935958892547
Bamble,2017,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",103.722356844245
Bamble,2017,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",126.453947472939
Bamble,2017,menn,0-74 år,Skader,"per 1000, standardisert",110.855990439716
Bamble,2017,menn,0-44 år,Skader,"per 1000, standardisert",114.837900277512
Bamble,2017,menn,0-24 år,Skader,"per 1000, standardisert",127.430290897316
Bamble,2017,menn,0-14 år,Skader,"per 1000, standardisert",132.277837574685
Bamble,2017,menn,15-24 år,Skader,"per 1000, standardisert",121.43339082196
Bamble,2017,menn,25-44 år,Skader,"per 1000, standardisert",102.371585287908
Bamble,2017,menn,45-74 år,Skader,"per 1000, standardisert",104.083672679966
Bamble,2017,menn,45-64 år,Skader,"per 1000, standardisert",106.685695867965
